N	2gram	Kanaev_Sov	KulturaY
107	как и	6	10
108	так же	1	10
109	конечно не	1	10
110	к этому	1	10
111	несмотря на	1	10
112	этом смысле	1	10
113	в то	1	10
114	с этим	2	10
115	они не	1	10
116	что все	2	9
117	xix века	1	9
118	в которой	2	9
119	но для	1	9
120	рядом с	1	9
121	мы говорим	1	9
122	и есть	2	9
123	ни в	1	9
124	не имеет	1	9
125	но это	1	9
126	и для	1	9
127	дает нам	2	9
128	но уже	1	9
129	в целом	4	9
130	но все	2	8
131	по преимуществу	1	8
132	с одной	2	8
133	в таком	2	8
134	в своих	1	8
135	отнюдь не	3	8
136	мы видели	4	8
137	а потому	1	8
138	то и	2	8
139	с его	1	8
140	этом случае	1	8
141	независимо от	1	8
142	на самом	1	8
143	мере в	1	8
144	же в	1	8
145	в одном	3	7
146	свою очередь	2	7
147	указать на	1	7
148	так сказать	2	7
149	одной стороны	1	7
150	в процессе	1	7
151	и должно	1	7
152	с ним	1	7
153	и более	1	7
154	когда мы	3	7
155	идет о	1	7
156	в свою	2	7
157	как например	1	7
158	на этот	2	7
159	все равно	1	7
160	и потому	3	7
161	том случае	1	7
162	она не	1	7
163	не знает	1	7
164	как он	3	7
165	в корне	1	6
166	отличается от	3	6
167	на этой	3	6
168	вообще и	1	6
169	на язык	1	6
170	мы знаем	2	6
171	и именно	2	6
172	той или	1	6
173	на этом	2	6
174	мы называем	3	6
175	но только	1	6
176	роль в	2	6
177	когда в	1	6
178	же время	1	6
179	в отличие	2	6
180	тем же	2	6
181	свое время	1	6
182	в свое	1	6
183	в себе	3	6
184	данном случае	1	6
185	мы не	9	6
186	что с	1	6
187	или в	1	6
188	этого не	1	6
189	может иметь	2	6
190	это конечно	1	6
191	отличие от	2	6
192	это только	1	6
193	приводит к	2	6
194	которые в	1	6
195	же это	4	6
196	и к	3	5
197	еще более	2	5
198	но что	1	5
199	и даже	2	5
200	в духе	1	5
201	на которых	1	5
202	в другом	1	5
203	отметить что	1	5
204	и еще	1	5
205	ни одного	1	5
206	кроме того	1	5
207	точка зрения	1	5
208	никогда не	1	5
209	чем в	1	5
210	в конце	3	5
211	и у	1	5
212	у него	2	5
213	но как	1	5
214	все те	2	5
215	и при	1	5
216	в область	1	5
217	мы в	1	5
218	то он	1	5
219	и тогда	1	5
220	но если	1	5
221	только о	1	5
222	не будем	2	5
223	а это	1	5
224	и от	1	5
225	а на	2	5
226	так в	1	5
227	для нашей	1	5
228	только не	1	5
229	в конечном	1	5
230	и их	1	5
231	говорим о	2	5
232	мы должны	4	5
233	и только	1	5
234	есть не	1	5
235	еще раз	1	4
236	говорить что	1	4
237	представление о	1	4
238	конечном счете	1	4
239	само собою	3	4
240	так называемых	3	4
241	увидим что	1	4
242	быть в	1	4
243	к которому	1	4
244	и становится	1	4
245	из них	4	4
246	к нему	1	4
247	несколько слов	1	4
248	но еще	1	4
249	подчеркнуть что	1	4
250	аналогии с	1	4
251	его в	1	4
252	то она	1	4
253	но ведь	1	4
254	между ними	1	4
255	же как	1	4
256	и это	1	4
257	в каждом	8	4
258	мы можем	6	4
259	ли это	1	4
260	не дает	2	4
261	или же	2	4
262	если же	2	4
263	собственно и	1	4
264	как известно	2	4
265	тот или	2	4
266	и все	3	4
267	же мы	2	4
268	и по	2	4
269	во втором	1	4
270	уже на	1	4
271	это уже	1	4
272	из которых	2	4
273	в известном	1	4
274	все они	1	4
275	не имеют	1	4
276	в данной	1	4
277	точку зрения	4	4
278	поэтому что	1	4
279	этой области	1	4
280	о значении	2	4
281	в виде	2	4
282	в такой	1	4
283	в условиях	5	4
284	к одному	1	4
285	поскольку она	1	4
286	в науке	2	4
287	на это	1	4
288	одного из	1	4
289	такой же	2	4
290	говорить об	2	4
291	не более	1	4
292	все что	1	3
293	в некоторых	2	3
294	что дело	1	3
295	не сказано	1	3
296	мы получаем	3	3
297	на эту	1	3
298	собою разумеется	2	3
299	по своим	1	3
300	другое дело	1	3
301	знаем что	2	3
302	но мы	3	3
303	мы с	2	3
304	в дальнейшем	4	3
305	раз и	1	3
306	построения в	1	3
307	за собой	1	3
308	себе в	1	3
309	настоящее время	2	3
310	все время	1	3
311	на котором	2	3
312	в системе	3	3
313	случае когда	1	3
314	бы то	1	3
315	в большинстве	1	3
316	что его	1	3
317	по аналогии	1	3
318	быть только	1	3
319	и следовательно	1	3
320	из одного	2	3
321	нас есть	1	3
322	речи мы	1	3
323	или иные	1	3
324	не приходится	1	3
325	научного знания	1	3
326	образом если	1	3
327	а из	1	3
328	то ни	2	3
329	самая форма	1	3
330	известном смысле	1	3
331	мы будем	1	3
332	та же	1	3
333	если в	1	3
334	в наших	3	3
335	и мы	3	3
336	и действительно	1	3
337	же остается	1	3
338	эту сторону	1	3
339	том как	1	3
340	его и	1	3
341	те или	1	3
342	не представляет	1	3
343	нет и	4	3
344	он в	3	3
345	она может	2	3
346	когда и	1	3
347	это просто	1	3
348	так называемое	1	3
349	в настоящее	2	3
350	именно к	1	3
351	значение в	2	3
352	в первый	1	3
353	как у	1	3
354	сколько угодно	1	3
355	уже совершенно	1	3
356	только и	1	3
357	на его	2	3
358	на них	1	3
359	которую можно	1	3
360	и может	1	3
361	в начале	1	3
362	с общим	2	3
363	таким же	1	3
364	иное как	1	3
365	данной области	1	2
366	и составляет	1	2
367	только из	1	2
368	в общий	1	2
369	ровно ничего	1	2
370	из всех	1	2
371	или нет	1	2
372	далее что	1	2
373	нами в	1	2
374	в живом	2	2
375	всю эту	1	2
376	в действительности	1	2
377	в объяснении	1	2
378	по его	1	2
379	что вся	1	2
380	одной и	1	2
381	но они	1	2
382	и те	1	2
383	одна из	3	2
384	бы так	1	2
385	что иное	1	2
386	ни было	1	2
387	не соответствует	1	2
388	может оказаться	1	2
389	их по	1	2
390	основной вопрос	3	2
391	я мог	1	2
392	достаточно для	1	2
393	много и	1	2
394	но можно	1	2
395	бы к	1	2
396	это как	1	2
397	очень часто	1	2
398	уже к	1	2
399	не будет	1	2
400	что эта	1	2
401	это или	1	2
402	и тот	1	2
403	равно как	1	2
404	вся эта	1	2
405	для чего	1	2
406	нет никаких	1	2
407	вот пример	1	2
408	и ничего	1	2
409	он уже	1	2
410	что сказать	1	2
411	всей совокупности	1	2
412	поэтому в	1	2
413	к действию	3	2
414	смысле можно	1	2
415	для них	1	2
416	от другого	1	2
417	этим вопросом	1	2
418	должен был	1	2
419	сами по	1	2
420	у читателя	1	2
421	состоит из	3	2
422	которая не	1	2
423	пр но	1	2
424	нет в	1	2
425	к другому	1	2
426	ничего общего	1	2
427	этот процесс	1	2
428	чем же	1	2
429	не является	1	2
430	раз из	1	2
431	где это	1	2
432	формы с	1	2
433	мы без	1	2
434	мы получим	3	2
435	и до	1	2
436	в совершенно	1	2
437	и той	1	2
438	на которые	1	2
439	возможность и	2	2
440	одной из	1	2
441	не знаем	2	2
442	характерное для	1	2
443	и значит	1	2
444	не из	1	2
445	нам только	1	2
446	он должен	2	2
447	конечно в	2	2
448	он называет	1	2
449	себя самого	1	2
450	этого явления	1	2
451	здесь в	1	2
452	на которой	1	2
453	а все	3	2
454	представлять себе	2	2
455	дело в	1	2
456	удобной и	1	2
457	частном случае	1	2
458	можно использовать	2	2
459	первый период	2	2
460	и историей	1	2
461	один и	1	2
462	именно эта	1	2
463	не что	1	2
464	если как	1	2
465	и вообще	1	2
466	этой системы	1	2
467	и живой	1	2
468	только к	1	2
469	такие же	2	2
470	с совершенно	2	2
471	быть и	2	2
472	мы снова	1	2
473	каждый раз	6	2
474	можно подыскать	1	2
475	чего же	1	2
476	наших дней	1	2
477	свою задачу	1	2
478	во многом	1	2
479	который как	2	2
480	а может	1	2
481	жизни и	4	2
482	и прежде	1	2
483	который знает	1	2
484	все более	1	2
485	является ли	1	2
486	не можем	7	2
487	можно наблюдать	1	1
488	что один	1	1
489	раз мы	1	1
490	далее тем	1	1
491	сторона дела	1	1
492	не материальная	1	1
493	с двух	1	1
494	новый не	1	1
495	на второй	1	1
496	это значит	1	1
497	она уже	1	1
498	потому совершенно	1	1
499	но тем	1	1
500	какой бы	1	1
501	ни другое	1	1
502	на другую	1	1
503	и таких	1	1
504	вопрос должен	1	1
505	случае он	1	1
506	так нет	1	1
507	может но	1	1
508	ни одна	2	1
509	нам это	1	1
510	теперь мы	1	1
511	жизненную силу	1	1
512	бы все	1	1
513	необходимо для	1	1
514	их в	4	1
515	прошлого века	1	1
516	в природе	1	1
517	и сделал	1	1
518	может дать	2	1
519	более как	1	1
520	вступила в	1	1
521	же вопрос	1	1
522	самого начала	3	1
523	существу не	1	1
524	нуждаются в	1	1
525	считая что	1	1
526	которой он	2	1
527	это последнее	1	1
528	развития с	1	1
529	все свои	1	1
530	короче и	1	1
531	для пояснения	1	1
532	в этот	1	1
533	таким образам	1	1
534	между двумя	1	1
535	путь для	1	1
536	только на	1	1
537	правда и	1	1
538	эта система	1	1
539	условий в	1	1
540	сказать несколько	1	1
541	то его	1	1
542	зрения современного	1	1
543	процессе развития	1	1
544	на ней	1	1
545	вроде следующего	1	1
546	нас на	1	1
547	именно таковы	1	1
548	в основу	1	1
549	следующим образом	3	1
550	чистейшая фикция	1	1
551	во всей	1	1
552	это что	1	1
553	от другой	1	1
554	он сам	1	1
555	наука но	1	1
556	через несколько	1	1
557	не думаем	1	1
558	его действительным	1	1
559	все перечисленные	1	1
560	образом на	1	1
561	совершенно иными	1	1
562	к различным	1	1
563	во всех	1	1
564	мы видим	2	1
565	все его	1	1
566	она и	1	1
567	от его	1	1
568	элементы нашей	1	1
569	его работы	1	1
570	и эту	1	1
571	этом ее	1	1
572	такого рода	2	1
573	она в	1	1
574	смысле то	1	1
575	элементов и	1	1
576	этих процессов	1	1
577	мы конечно	1	1
578	по мнению	2	1
579	для своего	1	1
580	он может	3	1
581	к чему	2	1
582	объяснить что	1	1
583	как его	1	1
584	при одном	1	1
585	на конкретном	1	1
586	xviii века	1	1
587	этого можно	1	1
588	необходимости и	1	1
589	на поверхности	1	1
590	из четырех	2	1
591	зрения и	1	1
592	между собой	3	1
593	такое объяснение	1	1
594	в эту	1	1
595	и такие-то	1	1
596	раз он	1	1
597	необходимость в	1	1
598	и конкретную	1	1
599	еще одним	1	1
600	его развития	3	1
601	в живой	1	1
602	ведь в	1	1
603	значение но	1	1
604	то конечно	1	1
605	науке а	1	1
606	и философы	1	1
607	приводит и	1	1
608	на другой	1	1
609	и речи	1	1
610	совсем не	1	1
611	мы опять	1	1
612	и та	1	1
613	кто же	1	1
614	появление в	1	1
615	сомнению что	1	1
616	дает уже	1	1
617	не способна	1	1
618	для наших	1	1
619	совершенно независимо	1	1
620	помощью которых	2	1
621	представляет для	1	1
622	и несколько	1	1
623	ни то	1	1
624	центр тяжести	1	1
625	что свои	1	1
626	раз подчеркнуть	1	1
627	законов и	1	1
628	обратимся к	1	1
629	тем легче	1	1
630	роль играет	1	1
631	до наших	1	1
632	такие-то и	1	1
633	конечно вовсе	1	1
634	только такой	1	1
635	каждая группа	1	1
636	форму и	1	1
637	дела не	1	1
638	остановиться на	1	1
639	своего развития	1	1
640	в один	2	1
641	каждого из	2	1
642	понятия и	1	1
643	и особенно	1	1
644	немного в	1	1
645	это во	1	1
646	в вопросах	1	1
647	но часто	1	1
648	с и	1	1
649	его с	1	1
650	несколько времени	1	1
651	системы а	1	1
652	от общего	1	1
653	утверждает что	1	1
654	другую и	1	1
655	выбор между	1	1
656	области так	1	1
657	ни о	1	1
658	так называемый	1	1
659	мало для	1	1
660	на различные	1	1
661	и будет	2	1
662	но никогда	1	1
663	которые ими	1	1
664	может стать	1	1
665	целого может	1	1
666	жизни в	1	1
667	дело идет	1	1
668	явлений и	1	1
669	не заключают	1	1
670	себе цель	1	1
671	типа вот	1	1
672	мы имели	1	1
673	теперь только	1	1
674	что необходимо	1	1
675	на их	2	1
676	элементом этой	1	1
677	же просто	1	1
678	не давая	1	1
679	свести все	1	1
680	влечет за	1	1
681	ему принадлежит	1	1
682	в очень	1	1
683	роли и	1	1
684	это за	2	1
685	теперь же	2	1
686	да еще	1	1
687	мы уже	1	1
688	от обстоятельств	2	1
689	всюду где	1	1
690	зрения с	1	1
691	развития и	1	1
692	принципиально вполне	1	1
693	и вся	1	1
694	совпадают с	1	1
695	в которую	2	1
696	силы в	1	1
697	нечего делать	1	1
698	более и	1	1
699	в новых	2	1
700	из одной	1	1
701	может ли	1	1
702	на две	3	1
703	таких случаев	1	1
704	и во	2	1
705	изучаемых явлений	1	1
706	только одна	6	1
707	его значения	1	1
708	не механический	1	1
709	следовательно можно	1	1
710	здесь и	1	1
711	для этих	1	1
712	между различными	1	1
713	еще в	1	1
714	значении в	1	1
715	оно имеет	1	1
716	во внутреннем	1	1
717	к началу	1	1
718	то они	1	1
719	этот свой	1	1
720	следовательно у	1	1
721	и иначе	1	1
722	одном случае	1	1
723	все элементы	1	1
724	есть такой	1	1
725	может не	3	1
726	таким сложным	1	1
727	ряд в	1	1
728	можно например	1	1
729	которых он	1	1
730	вопрос нашей	1	1
731	выбор и	1	1
732	каким же	1	1
733	что каждый	1	1
734	пришлось в	1	1
735	эта функция	1	1
736	этим мы	3	1
737	полного и	1	1
738	действительное значение	1	1
739	здесь нет	1	1
740	а о	1	1
741	у всех	3	1
742	и эта	1	1
743	такое же	1	1
744	для науки	1	1
745	положение в	1	1
746	мы ее	1	1
747	не подлежит	3	1
748	этот раз	1	1
749	то из	1	1
750	но нам	1	1
751	науки в	1	1
752	элементами нашей	1	1
753	видим что	1	1
754	форма в	2	1
755	свой основной	1	1
756	получается своеобразная	1	1
757	мысли в	1	1
758	но конечно	1	1
759	как угодно	2	1
760	реагирует на	1	1
761	с самого	3	1
762	значит что	1	1
763	например у	1	1
764	захотел то	1	1
765	всегда останется	1	1
766	и ни	1	1
767	его мнению	1	1
768	больших и	1	1
769	нужна для	1	1
770	легче будет	1	1
771	эта сторона	1	1
772	с ее	1	1
773	совершенно невозможно	1	1
774	самое что	1	1
775	не допускает	1	1
776	и действительное	1	1
777	общий характер	1	1
778	принадлежит и	1	1
779	из приведенных	1	1
780	в развитии	4	1
781	оторванному от	1	1
782	конечно нет	1	1
783	и всегда	1	1
784	с понятием	1	1
785	многочисленные случаи	1	1
786	которых в	1	1
787	же самое	2	1
788	приобретают нормальную	1	1
789	ведь это	3	1
790	находиться в	1	1
791	или так	1	1
792	остается подвести	1	1
793	означало бы	1	1
794	научной мысли	1	1
795	конечно совершенно	1	1
796	о каком	1	1
797	такой вопрос	1	1
798	возможностей в	1	1
799	должны признать	1	1
800	важную роль	1	1
801	конечно нельзя	1	1
802	они резко	1	1
803	быть поставлен	1	1
804	практике в	1	1
