N	3gram	Berdyaev_M	Tvorches
87	и наказание а	1	2
88	с настасьей филипповной	3	2
89	на протяжении всего	1	2
90	нет и не	1	2
91	переходит в свою	3	2
92	не так как	1	2
93	что у достоевского	1	2
94	и сам достоевский	1	1
95	человек должен идти	1	1
96	лишь в том	1	1
97	и добро и	1	1
98	в этот момент	1	1
99	для человека и	1	1
100	xix века в	2	1
101	к этой теме	1	1
102	в письме к	1	1
103	как будто бы	2	1
104	не было в	1	1
105	творчестве достоевского но	1	1
106	с записок из	1	1
107	что в мире	1	1
108	том что это	1	1
109	у достоевского мы	1	1
110	сам достоевский в	1	1
111	и в бесах	2	1
112	том смысле что	1	1
113	человека в его	1	1
114	было в этом	1	1
115	есть одно только	1	1
116	и революционный социализм	1	1
117	у достоевского через	1	1
118	он не знал	1	1
119	нет ничего кроме	1	1
120	достоевского нет никаких	1	1
121	настасье филипповне любовь	1	1
122	но когда он	1	1
123	легенде о великом	2	1
124	у достоевского есть	8	1
125	он перестает быть	1	1
126	из подполья и	1	1
127	хотя бы и	2	1
128	он не может	2	1
129	у достоевского была	4	1
130	любить друг друга	2	1
131	до конца понять	1	1
132	всегда и везде	1	1
133	он видит в	1	1
134	с такой силой	1	1
135	творчество достоевского проникнуто	1	1
136	в ином мире	1	1
137	достоевского в его	1	1
138	друг на друга	1	1
139	как бы не	2	1
140	что он был	1	1
141	уже в записках	1	1
142	достоевский в этом	1	1
143	достоевского нет ничего	3	1
144	с самим собой	1	1
145	потому что в	4	1
146	начале xx века	1	1
147	он живет в	2	1
148	как у достоевского	1	1
149	свою противоположность в	1	1
150	он чувствовал что	1	1
151	к человеку и	4	1
152	творчество достоевского в	1	1
153	органически связанным с	1	1
154	в нее он	1	1
155	в нем самом	1	1
156	он ни был	1	1
157	бросается в глаза	1	1
158	у него была	2	1
159	жалости и состраданию	1	1
160	в чем не	2	1
161	достоевский не только	1	1
162	в этой борьбе	1	1
163	в самом последнем	2	1
164	человека и все	1	1
165	в них нет	2	1
166	если нет бессмертия	1	1
167	потому что не	1	1
168	и чувствовал что	1	1
169	нужно сказать что	1	1
170	что это не	2	1
171	он принадлежит к	1	1
172	но и он	1	1
173	одну и ту	1	1
174	красота спасет мир	1	1
175	имел в виду	1	1
176	к тому что	1	1
177	у него не	1	1
178	и братья карамазовы	1	1
179	и у достоевского	1	1
180	не может не	2	1
181	в стороне от	1	1
182	творчестве достоевского есть	1	1
183	в нем нет	1	1
184	достоевского есть прежде	2	1
185	на наших глазах	1	1
186	веру в бога	1	1
187	это-то и есть	1	1
188	к добру свобода	1	1
189	и в том	1	1
190	не мог бы	2	1
191	и в этом	1	1
192	идей у достоевского	2	1
193	была для него	1	1
194	достоевский и в	1	1
195	человека но и	1	1
196	человека на путях	1	1
197	уже пришел в	1	1
198	для него есть	1	1
199	достоевского не есть	2	1
200	к ней в	1	1
201	в героях достоевского	1	1
202	и должно быть	1	1
203	и народ в	1	1
204	не может нас	1	1
205	он хочет быть	1	1
206	достоевского в своем	1	1
207	но и в	4	1
208	из подполья достоевский	2	1
209	мы видим в	1	1
210	и ту же	1	1
211	людей в этих	1	1
212	в том смысле	2	1
213	но она не	1	1
214	и ивана карамазова	2	1
215	в преступлении человек	1	1
216	так и не	2	1
217	со всеми его	1	1
218	имеем в виду	1	1
219	но в нем	1	1
220	против бога не	1	1
221	в своей книге	2	1
222	сплошь и рядом	1	1
223	все более и	1	1
224	отношению к достоевскому	1	1
225	и не было	2	1
226	в начале xix	1	1
227	в конце романа	1	1
228	в то время	2	1
229	себе что он	1	1
230	чем его романы	1	1
231	более и более	1	1
232	инквизиторе иван карамазов	1	1
233	на путях свободы	1	1
234	бесы и братья	1	1
235	все та же	1	1
236	исторического процесса в	1	1
237	человеческой природы в	5	1
238	его образ и	1	1
239	в иване карамазове	1	1
240	не что иное	4	1
241	и никогда не	3	1
242	достоевский прибегает к	1	1
243	достоевского прежде всего	2	1
244	чем у нас	1	1
245	в отношении к	3	1
246	людей в этой	1	1
247	и всю жизнь	1	1
248	достоевского было очень	1	1
249	на земле к	1	1
250	это характерно для	1	1
251	можно было бы	1	1
252	свое завершение в	1	1
253	в мире и	1	1
254	и я бы	1	1
255	великом инквизиторе иван	1	1
256	в человеке борьбу	1	1
257	мы имеем в	1	1
258	начале xix века	1	1
259	мир в котором	1	1
260	в начале xx	1	1
261	у нас не	2	1
262	есть прежде всего	4	1
263	к достоевскому с	1	1
264	если он не	1	1
265	же как и	1	1
266	достоевского есть и	1	1
267	один из самых	4	1
268	достоинство человека и	1	1
269	в котором не	1	1
270	человеком в его	1	1
271	добро и зло	2	1
272	одна и та	2	1
273	тем что он	2	1
274	каждый человек есть	1	1
275	друг для друга	2	1
276	для него как	1	1
277	есть по преимуществу	1	1
278	раскольников не был	1	1
279	такой силой как	1	1
280	что иное как	4	1
281	в нем и	1	1
282	я никогда не	2	1
283	не был так	1	1
284	у достоевского и	3	1
285	личности и ее	1	1
286	к богу к	1	1
287	что красота спасет	1	1
288	это и есть	7	1
289	кто бы он	1	1
290	человек и его	2	1
291	до конца и	1	1
292	реализма он не	1	1
293	к жизни в	1	1
294	ни в чем	2	1
295	на эту тему	1	1
296	как в сне	1	1
297	только в этом	1	1
298	которые не имеют	1	1
299	как и всякая	1	1
300	если бы не	1	1
