N	2gram	Tiupa_Vved	Komedia
541	жизнь и	1	3
542	и потому	2	3
543	а к	3	3
544	а как	1	3
545	он говорит	1	3
546	так называемой	2	3
547	но при	7	3
548	не с	4	3
549	других авторов	1	3
550	стало быть	10	3
551	в рамках	5	3
552	числе и	1	3
553	иначе в	1	3
554	они не	3	3
555	будто бы	3	3
556	и самого	1	3
557	в театре	3	3
558	в высшей	2	3
559	в голову	2	3
560	ли в	1	3
561	в эпоху	1	3
562	если она	2	3
563	пути к	1	3
564	в известной	1	3
565	вплоть до	2	3
566	не к	4	3
567	в центре	4	2
568	в настоящем	2	2
569	еще раз	1	2
570	уж не	1	2
571	с сюжетом	1	2
572	говорит о	1	2
573	те же	2	2
574	не как	2	2
575	с утра	1	2
576	что произошло	1	2
577	одному из	1	2
578	связь с	1	2
579	встречается в	1	2
580	ни одна	1	2
581	жизнь в	1	2
582	два фрагмента	1	2
583	во ii	1	2
584	как об	1	2
585	на земле	1	2
586	к которой	2	2
587	превращается в	1	2
588	принадлежат к	4	2
589	вся его	2	2
590	после обеда	2	2
591	от своей	1	2
592	с мужем	1	2
593	на первый	3	2
594	обращение к	1	2
595	нам не	1	2
596	главное в	1	2
597	в жизнь	1	2
598	не могли	1	2
599	следовало бы	1	2
600	которой он	1	2
601	указания на	1	2
602	в противоположность	1	2
603	не должен	2	2
604	персонажей которые	1	2
605	интриги в	1	2
606	в этот	3	2
607	следует отнести	2	2
608	но они	3	2
609	до вечера	1	2
610	обращаясь к	1	2
611	для которого	4	2
612	не вполне	4	2
613	второй половины	1	2
614	друг на	2	2
615	то чтобы	1	2
616	вернуться к	2	2
617	чтобы они	1	2
618	что все	1	2
619	еще одна	1	2
620	в зависимости	1	2
621	из трех	2	2
622	от себя	2	2
623	выходя из	1	2
624	а мы	2	2
625	к ее	3	2
626	они могут	1	2
627	чем это	1	2
628	случае в	1	2
629	то в	1	2
630	мы видим	1	2
631	событий а	1	2
632	она и	1	2
633	жизни так	2	2
634	первом случае	1	2
635	х гг	3	2
636	не владеет	1	2
637	слов в	2	2
638	в с	1	2
639	и сама	1	2
640	в тот	1	2
641	с другими	1	2
642	к жизни	2	2
643	несколько минут	1	2
644	не была	1	2
645	в конечном	2	2
646	как по	2	2
647	и можно	1	2
648	следует рассматривать	1	2
649	очевидно что	2	2
650	прошлом и	2	2
651	было ясно	1	2
652	которые их	1	2
653	подобно тому	3	2
654	и она	1	2
655	между прочим	1	2
656	из четырех	3	2
657	образом для	1	2
658	его жизни	1	2
659	служит для	1	2
660	же касается	2	2
661	точек зрения	2	2
662	а для	2	2
663	чтобы понять	1	2
664	пребывания в	1	2
665	выступает в	1	2
666	слов или	2	2
667	это были	2	2
668	однако и	3	2
669	земле и	1	2
670	что происходит	1	2
671	эти слова	2	2
672	со многими	1	2
673	совсем не	1	2
674	если же	1	2
675	реакции на	1	2
676	за ними	1	2
677	и та	1	2
678	начинается с	2	2
679	где в	3	2
680	на стороне	1	2
681	утра до	1	2
682	несколько иначе	1	2
683	она была	2	2
684	того кто	1	2
685	к первому	1	2
686	не сам	1	2
687	с людьми	1	2
688	бы его	1	2
689	это делает	1	2
690	них не	1	2
691	повседневной жизни	1	2
692	внутренний мир	1	2
693	служит как	1	2
694	называет ее	1	2
695	вскоре после	1	2
696	с ее	3	2
697	гораздо более	1	2
698	означает что	1	2
699	понять что	1	2
700	наше время	1	2
701	при жизни	1	2
702	случая и	1	2
703	образом и	1	2
704	в состав	5	2
705	них в	1	2
706	которой не	2	2
707	живет в	1	2
708	должна быть	3	2
709	которых мы	1	2
710	в жизни	7	2
711	это уже	2	2
712	никак не	2	2
713	нашего времени	2	2
714	не обходится	1	2
715	сводится к	6	2
716	со всеми	1	2
717	детьми и	4	2
718	от их	2	2
719	наряду со	1	2
720	если говорить	1	2
721	иначе как	1	2
722	главный герой	1	2
723	детей а	1	2
724	этом смысле	1	2
725	для каждого	1	2
726	не означает	1	2
727	и так	1	2
728	жизни в	5	2
729	своей стороны	1	2
730	себя и	1	2
731	о котором	5	2
732	именно поэтому	1	2
733	в известном	1	2
734	не входит	2	2
735	перед нами	13	2
736	он выступает	1	2
737	действия но	2	2
738	с персонажами	1	2
739	их самих	1	2
740	отнести к	1	2
741	положение дел	1	2
742	это только	3	2
743	быть не	4	2
744	котором он	2	2
745	поле зрения	1	2
746	vi вв	1	2
747	зависимости от	1	2
748	слова и	3	2
749	с которой	1	2
750	в которую	1	2
751	отношении к	1	2
752	и наиболее	1	2
753	и до	1	2
754	в древности	1	2
755	еще один	3	2
756	он без	1	2
757	известной степени	1	2
758	что здесь	1	2
759	нем не	1	2
760	ее не	2	2
761	событий в	2	2
762	от которой	1	2
763	ситуации а	1	2
764	это ясно	1	2
765	во втором	4	2
766	здесь не	2	2
767	для обозначения	2	2
768	только с	1	2
769	у них	3	2
770	но это	4	2
771	только потому	1	2
772	во времени	2	2
773	не будучи	1	2
774	семейной жизни	1	2
775	об их	1	2
776	именно к	2	2
777	этом случае	1	2
778	одних и	1	2
779	в любви	1	2
780	ответственность за	1	2
781	и всякий	1	2
782	мир в	1	2
783	основе своей	2	2
784	ее из	1	2
785	еще и	2	2
786	для него	5	2
787	не для	1	2
788	того что	7	2
789	в литературе	2	2
790	о нем	1	2
791	видя в	1	2
792	бы и	4	2
793	сходятся в	1	2
794	однако она	1	2
795	этого рода	1	2
796	пока в	1	2
797	а о	1	2
798	этого не	2	2
799	из персонажей	1	2
800	как она	1	2
801	свидетельствуют о	1	2
802	все эти	1	2
803	а их	1	2
804	при таком	2	2
805	на фоне	3	2
806	в еще	1	2
807	и со	1	2
808	свидетельствует не	1	2
809	особенно в	3	2
810	не все	2	2
811	мере в	2	2
812	и сестры	1	2
813	в форме	1	2
814	чтобы сделать	1	2
815	его к	1	2
816	на свете	1	2
817	ко мне	1	2
818	к одному	2	2
819	сказать и	1	2
820	еще до	2	2
821	сюжета в	2	2
822	и тех	1	2
823	предположить что	1	2
824	и только	2	2
825	как уже	1	2
826	тому как	3	2
827	взывает к	1	2
828	мы узнаем	2	2
829	дело не	2	2
830	слова с	1	2
831	имеет в	1	2
832	свою жизнь	1	2
833	частности в	2	2
834	встреча с	2	2
835	у кого	1	2
836	с ней	1	2
837	тем самым	6	2
838	ему было	2	2
839	с кем	1	2
840	с человеком	2	2
841	скорее наоборот	1	2
842	могло быть	1	2
843	в браке	1	2
844	сюжетная схема	2	2
845	жены и	1	2
846	себе не	1	2
847	в случае	4	2
848	три года	1	2
849	в далеком	1	2
850	это на	1	1
851	жизни которая	1	1
852	пределах одного	1	1
853	его участников	2	1
854	повергает в	1	1
855	новый эпизод	1	1
856	которая была	1	1
857	троянской войны	1	1
858	что несколько	1	1
859	и мира	5	1
860	мы и	2	1
861	признать вполне	1	1
862	этих событий	2	1
863	этого персонажа	2	1
864	суде и	1	1
865	вывод из	1	1
866	рассказ о	1	1
867	которые не	2	1
868	последняя из	1	1
869	и игры	1	1
870	которой было	1	1
871	ли его	1	1
872	становится совершенно	1	1
873	на второй	1	1
874	какова же	1	1
875	в разных	2	1
876	она уже	1	1
877	он предоставляет	1	1
878	границу между	1	1
879	и ему	1	1
880	его поступки	1	1
881	время не	1	1
882	самых общих	1	1
883	же году	1	1
884	в последнюю	1	1
885	которым был	1	1
886	с появлением	2	1
887	в различных	1	1
888	подавляющее большинство	1	1
889	отношений в	1	1
890	ни слова	1	1
891	иначе чем	1	1
892	разговора с	1	1
893	на смену	2	1
894	им от	1	1
895	он имеет	1	1
896	две другие	1	1
897	равнодушной к	2	1
898	или от	1	1
899	но вполне	1	1
900	умещается в	1	1
901	мысль о	2	1
902	перекликается с	1	1
903	концом в	1	1
904	ведет к	2	1
905	см в	1	1
906	выразить свою	1	1
907	и другим	1	1
908	как более	1	1
909	стороны в	1	1
910	как таковой	1	1
911	а именно	3	1
912	на эту	1	1
913	присущ и	1	1
914	собой не	1	1
915	самому богу	1	1
916	большей или	1	1
917	по своим	3	1
918	которое не	2	1
919	себя не	1	1
920	характерную для	1	1
921	мирной жизни	1	1
922	так например	2	1
923	только теперь	1	1
924	которому не	1	1
925	и жена	1	1
926	и нет	1	1
927	своему герою	1	1
928	а что	1	1
929	первый взгляд	3	1
930	является их	1	1
931	только благодаря	1	1
932	здесь достаточно	1	1
933	года до	1	1
934	очередной раз	1	1
935	в данном	22	1
936	шире и	1	1
937	значение только	1	1
938	я ни	1	1
939	и ушел	1	1
940	она же	1	1
941	в предыдущих	3	1
942	не говорит	1	1
943	жизни наиболее	1	1
944	же времени	1	1
945	своей природе	2	1
946	мы увидим	1	1
947	их отношений	1	1
948	в новом	1	1
949	затем сам	1	1
950	вот теперь	1	1
951	говорить не	1	1
952	входит в	2	1
953	являются не	1	1
954	понимаем что	1	1
955	образ жизни	1	1
956	не позволял	1	1
957	героя в	3	1
958	из их	1	1
959	имея в	1	1
960	что вся	1	1
961	для нее	1	1
962	системы персонажей	1	1
963	особое место	1	1
964	отмечает что	1	1
965	о них	4	1
966	ну а	1	1
967	общения и	1	1
968	я дал	1	1
969	и была	1	1
970	не обязательно	2	1
971	определяется его	1	1
972	сближает его	1	1
973	можно спорить	1	1
974	значительной степени	2	1
975	здесь прежде	1	1
976	не что	1	1
977	рассуждение о	2	1
978	автора нередко	1	1
979	всех без	1	1
980	узнали о	1	1
981	его участия	1	1
982	точке зрения	1	1
983	было сказано	1	1
984	существованию и	2	1
985	смысл на	1	1
986	право говорить	1	1
987	принадлежащих к	1	1
988	в безопасности	1	1
989	чужой голос	1	1
990	любовной интриги	1	1
991	настоящее время	1	1
992	попытка такого	1	1
993	так долго	1	1
994	с текстом	1	1
995	а вот	1	1
996	говорит с	1	1
997	заметить что	2	1
998	в контексте	4	1
999	как носитель	1	1
1000	именно так	1	1
1001	следующим образом	1	1
1002	и отдельные	1	1
1003	не умеет	1	1
1004	это что	1	1
1005	в данной	2	1
1006	из общенародного	1	1
1007	и ценит	1	1
1008	в текст	1	1
1009	до поры	1	1
1010	первоначально это	1	1
1011	не получает	1	1
1012	последнюю очередь	1	1
1013	на котором	1	1
1014	иначе его	1	1
1015	общих чертах	1	1
1016	не просто	2	1
1017	но так	2	1
1018	строго говоря	2	1
1019	в обращении	1	1
1020	ориентирован на	1	1
1021	читателю то	1	1
1022	узнаем с	1	1
1023	в чужой	1	1
1024	ситуации и	4	1
1025	и представляет	4	1
1026	только не	1	1
1027	на глазах	1	1
1028	однако из	1	1
1029	и совершенно	1	1
1030	ее и	2	1
1031	той мере	2	1
1032	еще одну	1	1
1033	по длительности	2	1
1034	войне и	2	1
1035	отца ее	1	1
1036	поскольку в	1	1
1037	от его	1	1
1038	что иное	1	1
1039	в восприятии	1	1
1040	еще раньше	1	1
1041	от счастья	1	1
1042	котором и	1	1
1043	на том	1	1
1044	он к	1	1
1045	внимание на	4	1
1046	следует сказать	1	1
1047	в раннем	1	1
1048	принято говорить	1	1
1049	а тот	1	1
1050	получает в	1	1
1051	более глубоко	1	1
1052	быть в	1	1
1053	начала и	2	1
1054	только часть	1	1
1055	в моей	1	1
1056	второй план	1	1
1057	с нею	1	1
1058	имеем дело	5	1
1059	далеко за	1	1
1060	близким к	1	1
1061	согласно которой	2	1
1062	полной мере	1	1
1063	вошел в	1	1
1064	уже говорилось	1	1
1065	в третьем	2	1
1066	мертвых душ	4	1
1067	то она	1	1
1068	во всей	1	1
1069	ли и	1	1
1070	или не	3	1
1071	всех его	2	1
1072	отделаться от	2	1
1073	персонажей не	1	1
1074	быть только	2	1
1075	служить для	1	1
1076	происходит и	1	1
1077	человек и	1	1
1078	без него	1	1
1079	и само	2	1
1080	человек в	4	1
1081	он вместе	1	1
1082	без которого	1	1
1083	следует забывать	1	1
1084	неизвестен и	1	1
1085	этом некоторые	1	1
1086	что стало	1	1
1087	которая со	1	1
1088	вполне закономерно	1	1
1089	благодаря тому	1	1
1090	здесь была	1	1
1091	а всего	1	1
1092	в сторону	1	1
1093	а только	3	1
1094	из одного	1	1
1095	могло бы	4	1
1096	был назван	1	1
1097	ним а	1	1
1098	что как	1	1
1099	можно полагать	1	1
1100	иной это	1	1
1101	он сам	1	1
1102	всю ее	1	1
1103	из бедной	1	1
1104	из другого	1	1
1105	той или	5	1
1106	на которую	1	1
1107	складывается из	1	1
1108	в заключительном	1	1
1109	не знаешь	1	1
1110	он обладает	1	1
1111	только от	1	1
1112	могли бы	3	1
1113	и понимаем	1	1
1114	о себе	1	1
1115	материалом для	1	1
1116	но как	1	1
1117	для его	1	1
1118	лица и	1	1
1119	следующем году	1	1
1120	права на	1	1
1121	не сводится	7	1
1122	в интригу	1	1
1123	как следует	1	1
1124	теперь на	1	1
1125	к точке	2	1
1126	в открытую	1	1
1127	из рассмотрения	1	1
1128	которых в	2	1
1129	о прошлом	1	1
1130	героя и	5	1
1131	он его	1	1
1132	в наше	1	1
1133	картины мира	12	1
1134	действие в	1	1
1135	событие как	2	1
1136	детей в	2	1
1137	здесь она	1	1
1138	зрения в	1	1
1139	своим появлением	1	1
1140	состояния и	3	1
1141	при отсутствии	3	1
1142	в хоровой	1	1
1143	оснований для	1	1
1144	и судьба	1	1
1145	этой причине	2	1
1146	по профессии	1	1
1147	к любви	1	1
1148	интересующих нас	1	1
1149	с героями	2	1
1150	сюда же	1	1
1151	в i	1	1
1152	но зато	1	1
1153	главного героя	1	1
1154	же ему	2	1
1155	иметь в	1	1
1156	героя однако	1	1
1157	героев перед	1	1
1158	человека по	1	1
1159	и затем	2	1
1160	в современной	7	1
1161	однако сам	1	1
1162	становится свидетелем	1	1
1163	ведет не	1	1
1164	к рассказу	1	1
1165	сложилась бы	1	1
1166	но тут	1	1
1167	однако если	1	1
1168	сочувствием к	1	1
1169	себя за	1	1
1170	чувствует что	2	1
1171	или меньшей	1	1
1172	общей для	1	1
1173	к весьма	1	1
1174	так называемый	1	1
1175	него на	1	1
1176	крайней мере	1	1
1177	один в	1	1
1178	это вовсе	1	1
1179	его тайну	1	1
1180	нет больше	1	1
1181	и др	2	1
1182	в общих	1	1
1183	которое мы	1	1
1184	как художественный	1	1
1185	его поведения	1	1
1186	его сын	1	1
1187	принадлежность к	1	1
1188	об этих	1	1
1189	с положением	1	1
1190	в противном	2	1
1191	она только	1	1
1192	бы быть	1	1
1193	она для	1	1
1194	речи и	1	1
1195	местных нравов	1	1
1196	там где	1	1
1197	приходится признать	1	1
1198	или иного	1	1
1199	в четыре	1	1
1200	в него	2	1
1201	его времени	1	1
1202	отделен от	1	1
1203	одного и	1	1
1204	греческим словом	1	1
1205	и сами	2	1
1206	любви и	2	1
1207	в особенности	3	1
1208	имеет собственное	1	1
1209	основания полагать	1	1
1210	на жизнь	1	1
1211	нет а	1	1
1212	нет ли	1	1
1213	и стало	3	1
1214	льва толстого	1	1
1215	за ее	1	1
1216	этого хочет	1	1
1217	в последующих	1	1
1218	и этот	1	1
1219	вопросы о	1	1
1220	с первоначальным	1	1
1221	в науках	1	1
1222	опирается на	1	1
1223	как с	1	1
1224	когда интрига	1	1
1225	то есть	13	1
1226	где-нибудь в	1	1
1227	жизни а	1	1
1228	до времени	1	1
1229	как анекдот	1	1
1230	сфере художественного	2	1
1231	из таких	1	1
1232	его последователей	1	1
1233	речь как	1	1
1234	и служат	1	1
1235	и должен	1	1
1236	находятся в	1	1
1237	гораздо раньше	1	1
1238	о каких-либо	1	1
1239	сына на	1	1
1240	место на	1	1
1241	только внешне	2	1
1242	уже нет	1	1
1243	человека во	1	1
1244	и создает	1	1
1245	обнаруживается и	1	1
1246	очень много	1	1
1247	и вполне	1	1
1248	а кто	1	1
1249	событие о	2	1
1250	имеет свои	1	1
1251	с он	1	1
1252	в отместку	1	1
1253	поэтому и	1	1
1254	которому принадлежит	1	1
1255	текста и	4	1
1256	нам в	1	1
1257	но только	1	1
1258	вместо того	2	1
1259	все то	1	1
1260	оказывается в	3	1
1261	приобретает в	2	1
1262	самим собой	1	1
1263	ни о	2	1
1264	сил и	1	1
1265	с таким	1	1
1266	содержание и	1	1
1267	себя с	1	1
1268	претендует на	2	1
1269	но вот	1	1
1270	а само	1	1
1271	подобная трактовка	1	1
1272	с еще	1	1
1273	человека как	1	1
1274	можно назвать	2	1
1275	появляются на	1	1
1276	к которым	1	1
1277	и родителями	2	1
1278	что могло	1	1
1279	и ситуаций	1	1
1280	и шире	1	1
1281	которые могут	2	1
1282	после первого	2	1
1283	в слове	4	1
1284	по душе	1	1
1285	в теорию	1	1
1286	причастность к	1	1
1287	столько по	1	1
1288	так называемая	1	1
1289	данном случае	15	1
1290	для героев	1	1
1291	в нее	1	1
1292	говорить и	2	1
1293	эта последняя	1	1
1294	всей своей	4	1
1295	суждений о	1	1
1296	в художественном	1	1
1297	в очередной	1	1
1298	по крайней	1	1
1299	которое постепенно	1	1
1300	так невозможно	1	1
1301	жизненную позицию	1	1
1302	детей хотя	1	1
