N	2gram	Vygotskiy_	Problema
250	не что	2	14
251	то ни	2	14
252	за пределы	2	14
253	что иное	2	14
254	нет никакой	3	14
255	иное как	2	14
256	же и	2	13
257	из них	4	13
258	тому что	7	13
259	из этого	5	13
260	сами по	4	13
261	ни на	3	13
262	бы и	5	13
263	только при	4	13
264	мы имеем	7	13
265	в их	4	13
266	в области	12	13
267	который в	3	13
268	в других	3	13
269	иной раз	1	13
270	или иного	1	13
271	учение о	1	13
272	мы в	3	13
273	те или	1	13
274	дело в	2	13
275	при условии	1	12
276	в другом	1	12
277	он сам	1	12
278	с одной	6	12
279	в которой	6	12
280	время как	6	12
281	в самой	2	12
282	то время	6	12
283	является только	1	12
284	в литературе	1	12
285	и очень	2	12
286	не являются	1	12
287	что этот	3	12
288	в басне	5	12
289	в смысле	3	12
290	что это	12	12
291	в целом	8	12
292	или иных	2	11
293	бы то	3	11
294	своему содержанию	1	11
295	и следовательно	4	11
296	могли бы	3	11
297	нет никакого	1	11
298	жизни в	1	11
299	тот же	8	11
300	в таких	2	11
301	одной стороны	7	11
302	оказывается что	5	11
303	никак нельзя	2	11
304	у пушкина	4	11
305	том или	1	11
306	по поводу	3	11
307	к нему	3	11
308	только не	4	11
309	не о	1	11
310	что его	5	11
311	без всякой	1	11
312	не могут	6	11
313	и у	6	11
314	имеет значение	1	11
315	мы говорим	2	11
316	заключается в	15	11
317	и во	3	11
318	вообще не	1	11
319	в искусстве	24	11
320	и их	4	11
321	в нашей	4	11
322	по этому	3	11
323	и тогда	3	11
324	более или	3	10
325	что у	8	10
326	не всякое	1	10
327	на том	2	10
328	но он	3	10
329	что для	5	10
330	один из	6	10
331	художественного творчества	6	10
332	от нас	1	10
333	со всеми	5	10
334	бы не	1	10
335	художественное произведение	16	10
336	то или	3	10
337	что оно	4	10
338	и всякий	2	10
339	есть обязательно	1	10
340	все еще	1	10
341	очень много	1	10
342	в одном	4	10
343	в языкознании	1	10
344	и которые	2	10
345	представление о	6	10
346	отличается от	4	10
347	которые мы	4	10
348	все время	6	10
349	не то	2	10
350	быть только	1	10
351	он в	2	10
352	однако в	2	10
353	из которых	5	10
354	состоит из	2	10
355	не имеют	1	10
356	относится к	4	10
357	или менее	3	10
358	только то	3	10
359	слова и	1	10
360	и другие	5	9
361	что если	7	9
362	с собой	1	9
363	в своих	12	9
364	их в	4	9
365	вопрос о	3	9
366	нет и	1	9
367	что даже	3	9
368	представить себе	5	9
369	здесь как	1	9
370	не очень	1	9
371	в тех	2	9
372	не мешает	1	9
373	тогда когда	7	9
374	в которых	5	9
375	то он	1	9
376	только тогда	8	9
377	и искусства	1	9
378	д и	1	9
379	того как	5	9
380	однако не	1	9
381	она не	6	9
382	или как	2	9
383	этому поводу	3	9
384	которые в	3	9
385	само собой	1	9
386	языка и	1	9
387	в жизни	5	9
388	в художественном	9	9
389	не вполне	1	9
390	вообще и	2	9
391	в буквальном	1	9
392	же касается	1	9
393	бы в	3	9
394	литературы и	1	9
395	был бы	6	9
396	здесь мы	1	9
397	хотелось бы	1	9
398	чем же	2	9
399	а может	1	9
400	и до	2	9
401	в условиях	1	9
402	это было	1	9
403	жизнь и	3	9
404	идет речь	1	9
405	человеческой жизни	1	9
406	и наконец	2	9
407	во всем	5	8
408	является в	1	8
409	только что	3	8
410	с этой	8	8
411	является для	1	8
412	мы считаем	2	8
413	конечно не	2	8
414	во всей	1	8
415	тем же	4	8
416	что при	8	8
417	но для	1	8
418	между собой	1	8
419	а потом	1	8
420	почти всегда	3	8
421	и по	7	8
422	с ее	3	8
423	и самый	1	8
424	к сожалению	1	8
425	и при	3	8
426	никто не	1	8
427	из этих	6	8
428	и больше	2	8
429	только с	2	8
430	только потому	2	8
431	для искусства	1	8
432	значение в	2	8
433	и тут	1	8
434	мы будем	2	8
435	бы мы	3	8
436	на его	3	8
437	еще в	1	8
438	вплоть до	3	8
439	для всех	5	8
440	были бы	2	8
441	которые не	3	8
442	как они	2	8
443	как только	3	8
444	и нет	2	8
445	если в	2	8
446	мере не	1	8
447	символы в	1	8
448	здесь нет	1	8
449	ни было	2	8
450	но ведь	1	8
451	себе и	2	8
452	чистом виде	3	8
453	если же	3	8
454	которое мы	2	8
455	не значит	2	8
456	в силу	4	8
457	и этот	3	8
458	том как	2	8
459	а если	1	8
460	и понятие	1	8
461	это то	1	8
462	он есть	1	8
463	в сознании	6	8
464	для него	1	8
465	а то	1	8
466	является не	1	8
467	с самого	1	8
468	как он	4	8
469	или других	1	7
470	даже в	2	7
471	его от	2	7
472	но что	3	7
473	во все	2	7
474	ни его	2	7
475	мы все	3	7
476	в значительной	1	7
477	она есть	2	7
478	меньше всего	3	7
479	мы скажем	1	7
480	все в	2	7
481	ни от	1	7
482	в понятии	1	7
483	а с	2	7
484	но вот	1	7
485	или иные	1	7
486	или иное	2	7
487	его как	1	7
488	для чего	1	7
489	оно не	2	7
490	быть даже	1	7
491	виде как	1	7
492	эта последняя	1	7
493	к другому	1	7
494	и поэтому	3	7
495	это только	4	7
496	являются только	1	7
497	одной из	1	7
498	на этот	2	7
499	мы могли	1	7
500	была бы	2	7
501	себе но	1	7
502	настоящей работы	2	7
503	перейти к	1	7
504	в такой	2	7
505	мере в	2	7
506	же это	1	7
507	это в	4	7
508	не можем	3	7
509	что на	4	7
510	еще более	2	7
511	он является	1	7
512	в это	1	7
513	же автора	1	7
514	значительной мере	1	7
515	и значение	2	7
516	самого начала	1	7
517	составляющих его	3	7
518	есть по	3	7
519	никакой возможности	1	7
520	по преимуществу	2	7
521	тому же	4	7
522	же как	8	7
523	такого же	1	7
524	определенным образом	1	7
525	даже не	1	7
526	образы и	2	7
527	нашего исследования	4	7
528	в науке	2	7
529	не на	2	7
530	учения о	2	7
531	и так	7	7
532	в основе	13	7
533	о своем	1	7
534	большей частью	3	7
535	времени и	2	7
536	этой области	4	7
537	же не	1	7
538	в эпоху	1	7
539	понимать как	1	7
540	говорят о	1	7
541	мира и	1	7
542	нам хотелось	1	7
543	в какой	6	7
544	с понятием	2	7
545	и значения	1	7
546	философии и	2	6
547	не как	3	6
548	а есть	2	6
549	тем или	2	6
550	в действительности	4	6
551	только как	3	6
552	не всегда	2	6
553	с самой	1	6
554	от всякого	1	6
555	на него	2	6
556	что именно	4	6
557	не имеющих	1	6
558	мышления и	3	6
559	до конца	9	6
560	от всякой	1	6
561	или не	2	6
562	слова то	2	6
563	мы еще	1	6
564	жизнь в	1	6
565	в общем	2	6
566	это совершенно	3	6
567	в него	4	6
568	понятия и	1	6
569	в статье	1	6
570	нечто иное	1	6
571	и делает	2	6
572	том смысле	1	6
573	этот вопрос	2	6
574	зависимости от	7	6
575	и уже	2	6
576	с которой	1	6
577	именно на	1	6
578	и об	2	6
579	имеет никакого	1	6
580	могут быть	15	6
581	образ и	2	6
582	то мы	1	6
583	и всегда	2	6
584	этого произведения	2	6
585	идеи и	2	6
586	особенно в	1	6
587	людей в	1	6
588	буквальном смысле	1	6
589	независимо от	3	6
590	и может	3	6
591	но она	1	6
592	можно найти	1	6
593	ведь и	1	6
594	дело здесь	1	6
595	себе а	4	6
596	есть прежде	1	6
597	она является	3	6
598	одновременно и	1	6
599	гораздо больше	1	6
600	и того	1	6
601	к другой	1	6
602	как оно	2	6
603	как на	6	6
604	в зависимости	6	6
605	содержится в	1	6
606	что под	1	6
607	вещи не	1	6
608	который является	1	6
609	содержания и	3	6
610	же мы	2	6
611	и ничего	1	6
612	можно только	1	6
613	перестанет быть	1	6
614	как таковой	1	6
615	из тех	1	6
616	в слове	3	6
617	в известном	2	6
618	для меня	1	6
619	и той	5	6
620	этого слова	5	6
621	с его	3	6
622	одним и	1	6
623	этом отношении	7	6
624	но с	1	6
625	по существу	6	6
626	с той	2	6
627	к своему	2	6
628	которую мы	1	6
629	который мы	1	6
630	дело не	1	6
631	мы его	2	6
632	когда он	11	6
633	стороны и	3	6
634	та или	1	6
635	само по	8	6
636	не к	2	6
637	если его	1	5
638	сама собой	1	5
639	языке и	1	5
640	людей но	1	5
641	от одного	1	5
642	вот что	2	5
643	из самых	2	5
644	у людей	1	5
645	или ином	1	5
646	другое дело	1	5
647	взятый сам	1	5
648	самой же	1	5
649	художественным произведением	3	5
650	в противоположность	1	5
651	и когда	5	5
652	на одну	1	5
653	то чтобы	4	5
654	и еще	1	5
655	о создании	1	5
656	к этому	5	5
657	первого взгляда	1	5
658	как такового	1	5
659	или иная	1	5
660	я не	1	5
661	обстоятельство что	1	5
662	в каждом	5	5
663	о себе	1	5
664	если оно	3	5
665	о предмете	1	5
666	и чтобы	1	5
667	одно и	1	5
668	нужно сказать	1	5
669	и тот	4	5
670	и хотя	1	5
671	между тем	6	5
672	мы видели	2	5
673	утверждать что	9	5
674	его на	1	5
675	поэтому в	1	5
676	сводится к	3	5
677	подобно тому	7	5
678	то на	2	5
679	мы начинаем	1	5
680	ничем не	1	5
681	ясно и	1	5
682	тех пор	2	5
683	обойтись без	1	5
684	только один	2	5
685	к людям	1	5
686	в ряд	1	5
687	он должен	1	5
688	из отдельных	2	5
689	для всякого	1	5
690	что может	1	5
691	о нем	2	5
692	что с	5	5
693	ведь это	1	5
694	что ни	2	5
695	том виде	2	5
696	с теми	2	5
697	представляет собою	1	5
698	этот раз	1	5
699	предмета но	1	5
700	с первого	1	5
701	у того	2	5
702	или другого	1	5
703	человека в	1	5
704	человека и	3	5
705	этой теории	8	5
706	и понятия	2	5
707	которая и	1	5
708	художественное творчество	1	5
709	все что	4	5
710	из всех	4	5
711	нами в	1	5
712	в собственном	4	5
713	предмет и	1	5
714	когда в	1	5
715	сам же	1	5
716	которой он	2	5
717	во многих	1	5
718	виду и	1	5
719	с этими	1	5
720	свое собственное	2	5
721	том чтобы	9	5
722	от его	1	5
723	должно быть	2	5
724	но еще	1	5
725	по мнению	2	5
726	от тех	1	5
727	во внимание	4	5
728	себе не	4	5
729	одна из	5	5
730	в свете	3	5
731	чтобы понять	4	5
732	структуры и	1	5
733	для его	1	5
734	что эта	4	5
735	хотя в	1	5
736	в нее	2	5
737	какой мере	3	5
738	бы его	1	5
739	о его	2	5
740	там где	5	5
741	имеет свою	1	5
742	есть как	3	5
743	собственном смысле	3	5
744	образом и	4	5
745	в область	3	5
746	науки и	1	5
747	как говорят	1	5
748	знает что	1	5
749	которая не	2	5
750	не знаем	2	5
751	а вовсе	1	5
752	или к	1	5
753	смысле что	1	5
754	они не	1	5
755	том числе	1	5
756	без этого	1	5
757	говорить об	1	5
758	или что	4	5
759	он говорит	4	5
760	его не	3	5
761	ту или	2	5
762	тому как	10	5
763	в пределах	1	5
764	от того	6	5
765	отношение к	3	5
766	тот кто	2	5
767	анализа и	1	5
768	в разные	2	5
769	в известной	1	5
770	к другу	1	4
771	со всем	1	4
772	тем как	2	4
773	и был	1	4
774	думается что	3	4
775	на нас	2	4
776	и само	1	4
777	понимается как	1	4
778	в духе	1	4
779	именно о	1	4
780	к другим	2	4
781	мы получаем	4	4
782	на эту	1	4
783	но мы	3	4
784	так например	1	4
785	свой смысл	1	4
786	а вместе	1	4
787	не могли	4	4
788	значения слова	1	4
789	но эти	1	4
790	своим собственным	1	4
791	о них	1	4
792	и те	5	4
793	бесконечное число	1	4
794	к ним	4	4
795	страдания и	1	4
796	именно так	1	4
797	мы конечно	1	4
798	теории и	1	4
799	трагедии и	1	4
800	на котором	2	4
801	случае когда	1	4
802	зачем же	1	4
803	время и	1	4
804	она в	2	4
805	на действительность	1	4
806	это обстоятельство	3	4
807	или иную	1	4
808	одно из	2	4
809	бы что	2	4
810	бы только	1	4
811	больше и	2	4
812	в эту	1	4
813	под влиянием	4	4
814	в русской	1	4
815	смысл и	2	4
816	нашего сознания	3	4
817	тем и	2	4
818	совершенно неверно	1	4
819	то во	1	4
820	должны были	2	4
821	что только	3	4
822	для построения	2	4
823	себе как	1	4
824	в одну	2	4
825	и самое	1	4
826	друг к	1	4
827	и должны	1	4
828	он только	1	4
829	с такой	1	4
830	целое и	1	4
831	же самой	3	4
832	для нашего	1	4
833	смысла и	1	4
834	совершенно правильно	7	4
835	мы встречаемся	1	4
836	для каждого	1	4
837	это время	1	4
838	явлений и	3	4
839	бросается в	1	4
840	и пр	1	4
841	ряд отдельных	1	4
842	в свою	3	4
843	это все	3	4
844	не быть	2	4
845	мы хотели	2	4
846	для нее	1	4
847	и наиболее	1	4
848	что такая	1	4
849	образность или	1	4
850	указывают на	2	4
851	той же	9	4
852	именно то	1	4
853	у них	2	4
854	входящих в	2	4
855	указанием на	2	4
856	именно к	2	4
857	он как	1	4
858	на что	1	4
859	ничего кроме	2	4
860	с их	1	4
861	и вы	1	4
862	на нее	1	4
863	нас к	1	4
864	разница между	3	4
865	отличие от	6	4
866	при всем	3	4
867	числе и	1	4
868	это можно	3	4
869	он с	1	4
870	от него	2	4
871	новое и	1	4
872	эта теория	7	4
873	к этой	2	4
874	дело с	10	4
875	ни стало	1	4
876	во втором	1	4
877	остановиться на	2	4
878	собой разумеется	1	4
879	то не	1	4
880	и просто	1	4
881	за ним	2	4
882	например в	5	4
883	в корне	1	4
884	поскольку он	2	4
885	прикован к	1	4
886	переходит в	1	4
887	этого понятия	1	4
888	мы увидим	4	4
889	в глаза	2	4
890	всегда и	2	4
891	значения этого	1	4
892	должен быть	2	4
893	наряду с	3	4
894	духа и	1	4
895	имеем дело	2	4
896	если эта	1	4
897	ее не	1	4
898	собой и	1	4
899	она и	1	4
900	и всей	1	4
901	теории литературы	1	4
902	начала и	2	4
903	прийти к	1	4
904	то для	1	4
905	там и	1	4
906	есть такая	1	4
907	это мы	2	4
908	которое в	2	4
909	смысле и	2	4
910	теми или	1	4
911	художественном произведении	8	4
912	без которого	2	4
913	которой она	1	4
914	и вместе	2	4
915	виде так	1	4
916	следовательно и	1	4
917	и всякого	1	4
918	могло бы	5	4
919	но к	3	4
920	вопроса о	1	4
921	коем случае	1	4
922	предполагает что	1	4
923	не содержится	1	4
924	очень часто	4	4
925	именно потому	3	4
926	во что	1	4
927	всей этой	2	4
928	что бы	2	4
929	мы называем	1	4
930	и никогда	1	4
931	и др	1	4
932	что без	3	4
933	а как	2	4
934	которого мы	2	4
935	слова это	1	4
936	вещи как	2	4
937	одном случае	1	4
938	которых мы	4	4
939	в сущности	15	4
940	этой точки	7	4
941	или его	3	4
942	вещи но	1	4
943	если это	2	4
944	предметы в	1	4
945	себя и	3	4
946	друг от	1	4
947	это понятие	1	4
948	сознании и	2	4
949	не потому	3	4
950	им в	4	4
951	самого же	2	4
952	их с	2	4
953	л толстой	1	4
954	теперь уже	1	4
955	людей не	1	4
956	ему в	1	4
957	в коем	1	4
958	и за	1	4
959	тут не	1	4
960	исследования мы	2	4
961	если даже	1	4
962	от друга	1	4
963	и которая	1	4
964	в ту	1	4
965	при таком	5	4
966	у древних	1	4
967	для нашей	2	4
968	другом случае	1	4
969	что эти	3	4
970	они все	1	4
971	что от	1	4
972	до тех	3	4
973	в разных	1	4
974	столько же	4	4
975	другим и	1	4
976	так чтобы	1	4
977	если она	2	4
978	что из	1	4
979	всей его	1	4
980	и часто	2	4
981	скажем что	1	4
982	на это	2	4
983	значение слова	1	4
984	одного из	1	4
985	только после	1	4
986	эти два	1	4
987	еще раз	1	3
988	зрения на	2	3
989	что всякая	2	3
990	божественная комедия	1	3
991	и над	1	3
992	и говорить	2	3
993	не столько	1	3
994	точном смысле	1	3
995	самое можно	1	3
996	как об	1	3
997	и другим	1	3
998	вещей с	1	3
999	мир и	1	3
1000	отсутствует и	1	3
1001	что всякое	7	3
1002	отношение и	2	3
1003	всем этим	1	3
1004	представляет собой	2	3
1005	поэтому если	1	3
1006	что вся	2	3
1007	одной и	6	3
1008	с намерением	1	3
1009	образом как	1	3
1010	находится в	1	3
1011	во времена	1	3
1012	чего он	1	3
1013	именно с	1	3
1014	для этой	1	3
1015	но так	2	3
1016	мы видим	8	3
1017	и мы	6	3
1018	соотношение между	1	3
1019	что уже	1	3
1020	он все	2	3
1021	это слово	1	3
1022	есть с	1	3
1023	что а	1	3
1024	есть еще	1	3
1025	совершенно ясно	22	3
1026	чем в	2	3
1027	как таковое	2	3
1028	о смерти	1	3
1029	вещей и	2	3
1030	того и	3	3
1031	есть своя	1	3
1032	а для	1	3
1033	воды и	1	3
1034	только от	1	3
1035	сами не	1	3
1036	такое в	1	3
1037	или это	1	3
1038	или другое	1	3
1039	на чем	1	3
1040	из нас	2	3
1041	все дело	3	3
1042	образом в	3	3
1043	до наших	1	3
1044	не ее	1	3
1045	его к	2	3
1046	мы вовсе	1	3
1047	новых и	1	3
1048	на нем	2	3
1049	себе представить	2	3
1050	о той	1	3
1051	и далее	2	3
1052	которого оно	1	3
1053	и та	1	3
1054	к выводу	2	3
1055	разобраться в	1	3
1056	предмета с	2	3
1057	для человека	1	3
1058	однако мы	1	3
1059	от своего	1	3
1060	и чувств	1	3
1061	на месте	1	3
1062	а уже	1	3
1063	с такими	1	3
1064	к какому	1	3
1065	который не	2	3
1066	сравнению с	3	3
1067	при всех	1	3
1068	в те	1	3
1069	сейчас же	5	3
1070	к той	1	3
1071	который он	3	3
1072	всем этом	1	3
1073	и состоит	2	3
1074	самое же	3	3
1075	мысли и	2	3
1076	в очень	2	3
1077	такую же	1	3
1078	и заключается	4	3
1079	изображения и	1	3
1080	по сравнению	3	3
1081	в новой	2	3
1082	каждой из	3	3
1083	то все	2	3
1084	со всей	1	3
1085	речь идет	4	3
1086	от других	3	3
1087	на основании	7	3
1088	него с	1	3
1089	и земли	1	3
1090	в совершенно	5	3
1091	знаем что	4	3
1092	в отличие	4	3
1093	что самый	2	3
1094	имеет и	1	3
1095	будь то	2	3
1096	как предмет	2	3
1097	как систему	1	3
1098	это одно	1	3
1099	это произведение	1	3
1100	в эстетике	6	3
1101	революции а	1	3
1102	может не	1	3
1103	или когда	1	3
1104	мы совершенно	2	3
1105	имел в	1	3
1106	основана на	1	3
1107	который как	2	3
1108	совсем иное	1	3
1109	которое имеет	1	3
1110	является такой	2	3
1111	в любом	1	3
1112	возможно и	1	3
1113	мы никогда	5	3
1114	слова есть	2	3
1115	один и	2	3
1116	то ясно	1	3
1117	теория искусства	2	3
1118	в каждой	1	3
1119	в одной	3	3
1120	только он	1	3
1121	этих двух	4	3
1122	стоит и	1	3
1123	и других	4	3
1124	эти последние	1	3
1125	в самых	3	3
1126	но при	1	3
1127	здесь совершенно	1	3
1128	взывает к	1	3
1129	образа в	2	3
1130	кто не	1	3
1131	отличать от	1	3
1132	не хотел	1	3
1133	для такого	2	3
1134	одного и	2	3
1135	различие в	1	3
1136	место в	1	3
1137	но я	1	3
1138	является предметом	2	3
1139	и сами	1	3
1140	что было	1	3
1141	выводу что	2	3
1142	русской литературе	1	3
1143	говорят что	1	3
1144	и свой	1	3
1145	говорить что	1	3
1146	в первом	1	3
1147	а во-вторых	1	3
1148	из нее	1	3
1149	результате этого	1	3
1150	мысль о	1	3
1151	там же	2	3
1152	смотреть на	1	3
1153	не обладают	1	3
1154	введение в	1	3
1155	и эстетики	1	3
1156	это опять	1	3
1157	и такие	1	3
1158	как принцип	1	3
1159	учению о	3	3
1160	вот почему	1	3
1161	и другой	6	3
1162	с помощью	1	3
1163	с теорией	3	3
1164	когда она	6	3
1165	оно было	2	3
1166	говорит что	10	3
1167	уже как	1	3
1168	то как	4	3
1169	всего что	1	3
1170	поэтического образа	1	3
1171	так то	1	3
1172	нами теории	2	3
1173	тех случаях	1	3
1174	быть в	2	3
1175	это отношение	2	3
1176	в голове	2	3
1177	от другой	1	3
1178	а следовательно	1	3
1179	о ней	4	3
1180	от ее	1	3
1181	ее и	2	3
1182	после того	2	3
1183	и эту	1	3
1184	указать на	1	3
1185	время в	2	3
1186	т е	3	3
1187	образ в	1	3
1188	совершенно новое	1	3
1189	не обладает	2	3
1190	что между	1	3
1191	видит в	1	3
1192	а к	1	3
1193	образ есть	1	3
1194	речи или	1	3
1195	должен был	1	3
1196	на этом	3	3
1197	ли это	3	3
1198	л в	1	3
1199	от самого	1	3
1200	на другой	3	3
1201	нет никаких	1	3
1202	отношение между	1	3
1203	произведения искусства	4	3
1204	в системе	1	3
1205	всех других	2	3
1206	сущности говоря	6	3
1207	такое что	1	3
1208	художественными образами	1	3
1209	почему же	1	3
1210	известном смысле	1	3
1211	те времена	1	3
1212	рассматривается как	1	3
1213	в первой	1	3
1214	столь же	6	3
1215	значение как	1	3
1216	быть для	1	3
1217	видим и	1	3
1218	и действительно	1	3
1219	а потому	5	3
1220	можно понять	1	3
1221	его с	3	3
1222	должна быть	3	3
1223	и должно	1	3
1224	из того	2	3
1225	закон и	1	3
1226	однако он	1	3
1227	конечно в	1	3
1228	заключается не	2	3
1229	в россии	1	3
1230	существует то	1	3
1231	понимать не	1	3
1232	оно есть	3	3
1233	которые у	1	3
1234	в романе	1	3
1235	в процессе	7	3
1236	относятся к	1	3
1237	предмета не	1	3
1238	с ними	2	3
1239	по самому	7	3
1240	со стороны	5	3
1241	сознательно и	1	3
1242	бы с	1	3
1243	что каждая	2	3
1244	земли и	1	3
1245	теории в	1	3
1246	мы хотим	1	3
1247	потому и	1	3
1248	заметить что	3	3
1249	и многих	1	3
1250	не за	1	3
1251	правды и	1	3
1252	общества в	1	3
1253	том же	4	3
1254	он может	1	3
1255	последней в	1	3
1256	увидим ниже	1	3
1257	в и	1	3
1258	формы и	11	3
1259	чтобы этот	1	3
1260	жизни но	1	3
1261	в более	1	3
1262	выходит за	2	3
1263	убеждаемся в	2	3
1264	вещи для	1	3
1265	как она	4	3
1266	образ или	1	3
1267	как ее	1	3
1268	весь круг	1	3
1269	мысли в	3	3
1270	поскольку она	2	3
1271	еще до	1	3
1272	она должна	2	3
1273	то чего	1	3
1274	может считаться	3	3
1275	однако если	1	3
1276	я вас	1	3
1277	в трех	2	3
1278	думать что	3	3
1279	в понимании	1	3
1280	нуждается в	3	3
1281	ничего подобного	1	3
1282	как для	1	3
1283	что поэт	1	3
1284	возможны только	3	2
1285	писателя и	1	2
1286	есть художественная	1	2
1287	в последнее	4	2
1288	таком понимании	3	2
1289	кто иной	1	2
1290	к действительности	1	2
1291	до самого	1	2
1292	выступают в	1	2
1293	формы в	6	2
1294	в большей	1	2
1295	в общей	1	2
1296	которое является	1	2
1297	сводится на	1	2
1298	есть самая	1	2
1299	только из	9	2
1300	и такое	1	2
1301	в художественную	1	2
1302	в живописи	2	2
1303	из двух	1	2
1304	людей а	2	2
1305	сам собой	3	2
1306	и полное	1	2
1307	ее элементов	1	2
1308	форму и	4	2
1309	исходить из	1	2
1310	какие угодно	1	2
1311	и чувство	1	2
1312	прошлого века	1	2
1313	эстетике и	2	2
1314	по тому	4	2
1315	цели и	1	2
1316	всем его	1	2
1317	чем заключается	1	2
1318	для выражения	7	2
1319	только благодаря	1	2
1320	его жизни	3	2
