N	2gram	Vinokur_St	Narrotol
181	в одном	7	5
182	он сам	1	5
183	точка зрения	1	5
184	себя в	1	5
185	из них	11	5
186	к нему	2	5
187	от его	2	5
188	бы и	4	5
189	не было	7	5
190	но для	3	5
191	я не	13	5
192	между собой	1	5
193	его жизни	3	5
194	в русской	4	5
195	по поводу	13	5
196	точку зрения	3	5
197	и от	2	5
198	и здесь	2	5
199	и вследствие	1	5
200	что это	5	5
201	если не	4	5
202	их в	2	5
203	и у	2	5
204	с ними	1	5
205	да и	4	5
206	о котором	2	5
207	том как	4	5
208	вследствие этого	1	5
209	было бы	21	5
210	и уже	3	5
211	и то	6	5
212	свидетельствует о	2	5
213	мы не	3	5
214	на самом	8	5
215	читателя в	1	5
216	в равной	2	5
217	в какой	4	5
218	тем более	4	5
219	в начале	5	5
220	еще в	3	5
221	в пределах	1	5
222	не случайно	1	5
223	и о	4	5
224	этом и	2	5
225	место в	2	5
226	как будто	5	5
227	еще раз	1	4
228	даже в	5	4
229	не являются	3	4
230	от этих	1	4
231	в виду	6	4
232	по себе	3	4
233	в них	2	4
234	в первом	2	4
235	и с	6	4
236	все его	1	4
237	не вполне	1	4
238	роль в	1	4
239	он является	1	4
240	когда в	1	4
241	следует подчеркнуть	1	4
242	не существует	4	4
243	которой он	1	4
244	хотя бы	8	4
245	только на	1	4
246	но они	3	4
247	и когда	1	4
248	который в	1	4
249	к этому	4	4
250	представить себе	1	4
251	что они	9	4
252	на том	1	4
253	несмотря на	4	4
254	то у	1	4
255	в третьем	1	4
256	и притом	1	4
257	не о	2	4
258	тому что	8	4
259	пребывания в	3	4
260	в ответ	1	4
261	не будет	1	4
262	но зато	1	4
263	из нас	1	4
264	по своей	2	4
265	является событием	1	4
266	и по	6	4
267	на ее	1	4
268	для себя	3	4
269	о которой	3	4
270	не на	3	4
271	со всеми	2	4
272	оно не	3	4
273	о своей	2	4
274	вместе с	5	4
275	не имеет	5	4
276	которая не	1	4
277	в москве	4	4
278	в прозе	1	4
279	в основе	4	4
280	могла бы	1	4
281	не могло	4	4
282	в обоих	2	4
283	мог бы	1	4
284	начиная с	2	4
285	что я	3	4
286	но именно	3	4
287	всяком случае	8	4
288	исключительно в	1	4
289	текста в	5	4
290	нас нет	7	4
291	во всяком	8	4
292	для нас	7	4
293	раз в	4	4
294	а на	4	4
295	а то	3	4
296	и как	2	4
297	так в	1	4
298	ли не	2	4
299	по своему	2	4
300	это было	2	4
301	не все	3	4
302	в области	16	4
303	она не	3	4
304	эти два	1	4
305	быть и	2	4
306	что касается	4	4
307	не с	1	4
308	как он	3	4
309	как по	1	4
310	к ней	1	4
311	как мы	1	4
312	что на	3	4
313	не к	2	4
314	что было	3	3
315	с этой	5	3
316	говорит о	5	3
317	в культуре	1	3
318	в этих	5	3
319	каждый из	1	3
320	обращает на	2	3
321	и дело	2	3
322	входит в	1	3
323	не должен	2	3
324	времени в	1	3
325	к своей	1	3
326	не встречается	1	3
327	говорить о	3	3
328	за собой	1	3
329	точно так	2	3
330	так же	7	3
331	ни одного	4	3
332	к ним	1	3
333	казалось что	1	3
334	в зависимости	2	3
335	что она	5	3
336	что именно	2	3
337	только не	2	3
338	но еще	1	3
339	с точки	10	3
340	подчеркнуть что	5	3
341	одно из	3	3
342	видит в	1	3
343	связи с	3	3
344	но он	5	3
345	не знает	2	3
346	в которой	13	3
347	всех его	1	3
348	что не	3	3
349	между ними	1	3
350	же как	5	3
351	и это	4	3
352	сих пор	12	3
353	должен был	5	3
354	о себе	1	3
355	но как	1	3
356	а с	6	3
357	при отсутствии	1	3
358	например мы	1	3
359	себя внимание	1	3
360	и что	8	3
361	можно было	14	3
362	иметь в	2	3
363	не просто	2	3
364	как известно	2	3
365	в первой	12	3
366	бы быть	1	3
367	а как	5	3
368	или иного	4	3
369	во время	5	3
370	до сих	13	3
371	он уже	1	3
372	я уже	3	3
373	освободиться от	1	3
374	каким он	1	3
375	текста и	1	3
376	ни о	1	3
377	в романе	4	3
378	где в	1	3
379	обращается к	1	3
380	на стороне	1	3
381	и т	36	3
382	бы не	2	3
383	зависимости от	2	3
384	еще и	5	3
385	и другая	1	3
386	что мы	5	3
387	как на	10	3
388	в роли	1	3
389	быть не	2	3
390	и тогда	2	3
391	и лишь	2	3
392	ни для	2	3
393	речь идет	6	3
394	подобного рода	1	3
395	тем же	3	3
396	той же	5	3
397	одной из	4	3
398	до конца	4	3
399	характера и	1	3
400	всякий раз	2	3
401	на этот	5	3
402	но это	9	3
403	и после	1	3
404	текста как	1	3
405	этого эпизода	1	3
406	как к	3	3
407	и вот	1	3
408	от которого	2	3
409	которых он	2	3
410	он и	1	3
411	у карамзина	5	3
412	истории как	1	3
413	чем он	3	3
414	этом в	1	3
415	в виде	3	3
416	дело в	9	3
417	как она	1	3
418	не подлежит	2	3
419	этот раз	2	3
420	все эти	7	3
421	по его	5	3
422	именно эта	1	3
423	так а	2	3
424	должен быть	3	3
425	особенно в	2	3
426	истории о	1	3
427	и потому	3	3
428	того или	4	3
429	только к	2	3
430	а к	2	3
431	его не	3	3
432	дело не	4	3
433	связано с	1	3
434	во второй	10	3
435	истории а	1	3
436	это была	1	3
437	не следует	1	3
438	идет о	3	3
439	лишь в	3	3
440	каждого из	3	3
441	и самого	1	3
442	и только	3	3
443	ли в	3	3
444	если она	1	3
445	новое и	1	2
446	является в	1	2
447	случае в	4	2
448	в момент	1	2
449	которая в	1	2
450	еще более	5	2
451	но о	1	2
452	какой бы	1	2
453	те же	1	2
454	в году	3	2
455	потому не	1	2
456	с той	3	2
457	другой стороны	9	2
458	с собой	1	2
459	в настоящем	1	2
460	чтобы в	1	2
461	более или	2	2
462	но все	9	2
463	жизнь в	1	2
464	мысль о	2	2
465	зато в	2	2
466	целый ряд	3	2
467	тем что	6	2
468	именно они	1	2
469	принадлежат к	1	2
470	и делает	1	2
471	мира это	1	2
472	одновременно и	1	2
473	его собственному	1	2
474	тем или	3	2
475	другое дело	3	2
476	в это	3	2
477	и стал	1	2
478	казалось бы	1	2
479	на мой	1	2
480	было не	3	2
481	собственной жизни	1	2
482	было в	2	2
483	и который	3	2
484	больше не	1	2
485	чего не	1	2
486	героини и	1	2
487	а между	2	2
488	превращается в	2	2
489	на своего	1	2
490	можно ли	5	2
491	ровным счетом	1	2
492	видно что	3	2
493	его собственной	3	2
494	с другим	1	2
495	у себя	1	2
496	вовсе не	24	2
497	не имел	1	2
498	именно так	1	2
499	быть в	2	2
500	к которому	4	2
501	иным как	1	2
502	тут же	1	2
503	бы в	2	2
504	того же	4	2
505	с настоящим	1	2
506	или иным	3	2
507	той мере	2	2
508	к одному	1	2
509	время в	1	2
510	главы в	1	2
511	по мнению	4	2
512	и кажется	1	2
513	что создает	1	2
514	как своего	2	2
515	отношения между	1	2
516	столько же	3	2
517	а за	1	2
518	в изложении	1	2
519	будто бы	4	2
520	одним из	2	2
521	текста если	1	2
522	о смерти	1	2
523	очевидно что	1	2
524	легкой руки	1	2
525	как говорит	3	2
526	ясно что	10	2
527	также в	2	2
528	вследствие того	1	2
529	в двух	4	2
530	себе и	1	2
531	точек зрения	1	2
532	жизни то	1	2
533	в других	2	2
534	во всех	8	2
535	мы можем	1	2
536	мой взгляд	1	2
537	всю свою	1	2
538	которых в	3	2
539	говорил о	1	2
540	бы она	1	2
541	таким каким	1	2
542	сами по	2	2
543	с легкой	1	2
544	времени но	2	2
545	реальной действительности	1	2
546	оснований для	1	2
547	так что	8	2
548	является его	1	2
549	на свой	2	2
550	в городе	1	2
551	одно и	1	2
552	хотя в	2	2
553	и является	1	2
554	им самим	2	2
555	даже не	5	2
556	сомневаться в	3	2
557	она была	2	2
558	т п	11	2
559	выше уже	1	2
560	внимание и	1	2
561	могут быть	5	2
562	и есть	1	2
563	в общем	2	2
564	о роли	1	2
565	его смерти	1	2
566	на рубеже	1	2
567	в особенности	1	2
568	а потому	2	2
569	они и	1	2
570	если в	2	2
571	после него	1	2
572	должна быть	3	2
573	но также	13	2
574	одному из	1	2
575	вот как	1	2
576	в сущности	2	2
577	в наиболее	1	2
578	давно уже	3	2
579	из которых	1	2
580	это их	2	2
581	утверждает что	1	2
582	xix в	6	2
583	для них	2	2
584	он лишь	1	2
585	один человек	1	2
586	от своего	2	2
587	в россии	7	2
588	о самом	1	2
589	этом месте	2	2
590	в составе	1	2
591	значения и	1	2
592	в процессе	3	2
593	можно назвать	3	2
594	присутствует в	3	2
595	как о	2	2
596	у читателя	1	2
597	это время	3	2
598	которые могут	1	2
599	в которых	5	2
600	никто не	4	2
601	который не	3	2
602	так называемая	3	2
603	не до	2	2
604	том смысле	4	2
605	в каком	4	2
606	к другому	1	2
607	это и	5	2
608	его и	1	2
609	действия но	1	2
610	тот кто	1	2
611	бы с	1	2
612	более чем	3	2
613	зрения как	1	2
614	это за	1	2
615	в течение	7	2
616	наконец в	2	2
617	это то	1	2
618	в город	1	2
619	у меня	3	2
620	них как	1	2
621	его характер	1	2
622	на основании	2	2
623	что же	6	2
624	на две	1	2
625	в данной	2	2
626	и во	3	2
627	с нею	3	2
628	именно то	1	2
629	опоры в	1	2
630	только с	4	2
631	только потому	2	2
632	обратиться к	1	2
633	судя по	2	2
634	в более	1	2
635	ни с	3	2
636	только по	1	2
637	это был	3	2
638	не для	3	2
639	бы на	1	2
640	что с	4	2
641	все это	13	2
642	в их	3	2
643	счетом ничего	1	2
644	было видно	1	2
645	но с	7	2
646	и более	4	2
647	или иначе	3	2
648	ряде случаев	1	2
649	на нее	3	2
650	это еще	1	2
651	в ряде	1	2
652	не самим	1	2
653	есть в	2	2
654	как можно	2	2
655	к своему	3	2
656	по словам	7	2
657	но уже	1	2
658	для которого	1	2
659	в каждой	1	2
660	говорит об	4	2
661	или менее	2	2
662	и вообще	5	2
663	мере в	3	2
664	этих двух	4	2
665	этих строк	1	2
666	не могу	2	2
667	церкви и	1	2
668	когда он	1	2
669	не оставляет	2	2
670	а по	1	2
671	чего же	1	2
672	всей его	1	2
673	на это	2	2
674	могло быть	3	2
675	отношение к	3	2
676	во многом	3	2
677	в литературном	3	2
678	ее из	1	2
679	зрения на	1	2
680	рассказе о	1	2
681	никому не	1	2
682	и иные	2	2
683	это в	4	2
684	в сумме	1	1
685	к подлинному	2	1
686	они являются	1	1
687	будто к	1	1
688	этого в	1	1
689	никогда и	1	1
690	с которыми	3	1
691	вывод из	1	1
692	лет назад	2	1
693	которые не	3	1
694	к этой	1	1
695	в печати	8	1
696	за исключением	1	1
697	монастырь в	1	1
698	настроений в	1	1
699	каждого отдельного	1	1
700	без исключения	1	1
701	с самим	1	1
702	из всех	1	1
703	в разных	1	1
704	самое важное	1	1
705	никто ничего	1	1
706	это явление	2	1
707	не как	2	1
708	которые по	1	1
709	воплощенной в	1	1
710	и говорить	1	1
711	что человек	1	1
712	время не	1	1
713	иначе но	1	1
714	это нужно	1	1
715	а есть	1	1
716	близкое к	1	1
717	проглядывает в	1	1
718	его от	1	1
719	то не	3	1
720	но что	2	1
721	москвичи по	1	1
722	что слово	1	1
723	его тело	1	1
724	к тексту	1	1
725	которая была	3	1
726	разговора с	1	1
727	встречаются у	1	1
728	связь с	1	1
729	их не	1	1
730	не вытекает	1	1
731	нет более	1	1
732	предполагает в	1	1
733	по пути	1	1
734	в духе	2	1
735	он имеет	1	1
736	на которых	1	1
737	из двух	3	1
738	и этот	1	1
739	но вполне	1	1
740	все благополучно	1	1
741	на свою	1	1
742	естественно не	1	1
743	дни после	1	1
744	слова с	1	1
745	целый день	1	1
746	представление о	5	1
747	голосом и	1	1
748	самому и	1	1
749	питательную среду	1	1
750	литературного письма	1	1
751	меня в	2	1
752	в корне	1	1
753	самим ее	1	1
754	и внутренне	1	1
755	оказаться в	1	1
756	у которого	1	1
757	кроме самого	1	1
758	обоих случаях	2	1
759	ему по	1	1
760	на эту	5	1
761	например что	1	1
762	внимание что	1	1
763	историей и	1	1
764	ничего а	1	1
765	но у	1	1
766	отличается от	2	1
767	оснований видеть	1	1
768	ответственности перед	1	1
769	и слово	1	1
770	этой стороны	1	1
771	подобные вопросы	1	1
772	в письме	5	1
773	так например	12	1
774	не имели	2	1
775	относиться к	1	1
776	обращение к	1	1
777	себе представить	1	1
778	на материале	1	1
779	и смерти	1	1
780	поле в	1	1
781	с этим	6	1
782	если я	1	1
783	сам же	1	1
784	является их	1	1
785	новую жизнь	1	1
786	как справедливо	1	1
787	некоторые из	1	1
788	сразу же	1	1
789	к одной	1	1
790	при условии	1	1
791	а порой	1	1
792	которые мы	1	1
793	ее своим	1	1
794	не могли	1	1
795	что этот	3	1
796	следовало бы	2	1
797	вопрос о	9	1
798	по тем	1	1
799	совершенно особое	1	1
800	нельзя было	1	1
801	имеет право	2	1
802	он был	5	1
803	отсюда и	1	1
804	читателей в	1	1
805	фактами и	1	1
806	трудно было	1	1
807	создает никаких	1	1
808	в творчестве	1	1
809	данной категории	3	1
810	же итог	1	1
811	с личной	1	1
812	это его	1	1
813	но то	1	1
814	но эти	2	1
815	во многих	3	1
816	имея в	1	1
817	действительно так	1	1
818	что вся	1	1
819	она вся	1	1
820	а когда	1	1
821	которым в	1	1
822	до второй	1	1
823	втором случае	2	1
824	и была	2	1
825	внимания к	1	1
826	в сторону	2	1
827	значительной степени	3	1
828	качеств так	1	1
829	и те	4	1
830	самого начала	3	1
831	он писал	3	1
832	идентичности и	1	1
833	за рамки	1	1
834	но кажется	1	1
835	указания на	1	1
836	в глаза	1	1
837	всего что	2	1
838	второй половины	1	1
839	бы совершенно	1	1
840	в прошлом	1	1
841	разумеется я	1	1
842	не становится	1	1
843	думал о	2	1
844	собственному признанию	1	1
845	не совсем	1	1
846	к фразе	1	1
847	как я	1	1
848	в одной	3	1
849	что все	3	1
850	во всей	1	1
851	не умеет	1	1
852	своей эпохи	1	1
853	в текст	1	1
854	по одной	1	1
855	это прежде	2	1
856	от себя	1	1
857	и чувства	1	1
858	нет никаких	2	1
859	заглянуть в	1	1
860	смысле как	1	1
861	не то	1	1
862	свое собственное	1	1
863	гораздо более	5	1
864	слов от	1	1
865	в перспективе	1	1
866	ближе к	1	1
867	бы то	2	1
868	чтобы сделать	2	1
869	по адресу	3	1
870	эпохи не	3	1
871	в советское	2	1
872	хотелось бы	2	1
873	здесь нет	1	1
874	и всей	2	1
875	и среди	1	1
876	чем нам	1	1
877	указать на	1	1
878	стороны и	1	1
879	которой является	3	1
880	следует сказать	1	1
881	точкой зрения	1	1
882	если к	1	1
883	своей социальной	1	1
884	проявляется в	1	1
885	ни было	1	1
886	относится ни	1	1
887	что при	3	1
888	чем у	2	1
889	место для	1	1
890	художественной и	1	1
891	xix века	2	1
892	согласно которому	1	1
893	опираясь на	1	1
894	в каждый	1	1
895	не годится	1	1
896	оказывается для	1	1
897	внешнего мира	1	1
898	в середине	2	1
899	карамзина а	2	1
900	его в	4	1
901	не была	2	1
902	ни в	5	1
903	все необходимые	1	1
904	о возможности	1	1
905	с изумлением	1	1
906	говорит в	3	1
907	в деревню	1	1
908	всё это	4	1
909	зрения но	1	1
910	и говорит	1	1
911	сказал что	1	1
912	что за	1	1
913	что история	1	1
914	тех же	1	1
915	была в	1	1
916	ему известна	1	1
917	извлечь из	1	1
918	пример из	1	1
919	в последних	1	1
920	с одним	1	1
921	но ведь	8	1
922	будет зависеть	1	1
923	лишь на	1	1
924	следует понимать	1	1
925	время как	2	1
926	хотя не	1	1
927	лет до	2	1
928	и последующего	1	1
929	стола и	2	1
930	и характер	1	1
931	всех их	1	1
932	расхождения в	1	1
933	уже давно	1	1
934	письме к	7	1
935	о которых	3	1
936	слова до	1	1
937	же касается	3	1
938	что только	2	1
939	на границе	1	1
940	а только	1	1
941	числе и	2	1
942	но все-таки	1	1
943	полагает что	1	1
944	это тоже	1	1
945	нельзя недооценивать	1	1
946	ни стилистических	1	1
947	не иначе	1	1
948	и отдельные	1	1
949	подобные явления	1	1
950	вопроса о	3	1
951	отразилось в	1	1
952	равной мере	2	1
953	объяснения в	2	1
954	на которую	1	1
955	именно как	1	1
956	к истине	1	1
957	в уста	3	1
958	и быть	1	1
959	в москву	1	1
960	отнестись к	1	1
961	нами по	1	1
962	не означает	1	1
963	на этом	1	1
964	в исторической	1	1
965	до нас	1	1
966	ср в	5	1
967	две стороны	1	1
968	случаев в	1	1
969	зрения в	2	1
970	на котором	1	1
971	лишь что	1	1
972	то ни	2	1
973	совсем не	3	1
974	так называемую	1	1
975	с какой	1	1
976	эти слова	1	1
977	не один	1	1
978	или же	3	1
979	в герои	1	1
980	i и	1	1
981	о хорошем	1	1
982	в развитии	2	1
983	например слова	1	1
984	если б	5	1
985	оказывается в	2	1
986	никого не	1	1
987	возвращаясь к	1	1
988	что эта	5	1
989	напомню что	2	1
990	и та	1	1
991	в тех	5	1
992	время когда	1	1
993	и тот	1	1
994	за пределы	2	1
995	кажется и	1	1
996	быть общим	1	1
997	тем и	1	1
998	никаких оснований	2	1
999	не представляется	1	1
1000	дела и	2	1
1001	этом смысле	2	1
1002	однако сам	1	1
1003	этот вопрос	6	1
1004	русской но	1	1
1005	значения в	1	1
1006	над ним	1	1
1007	то или	3	1
1008	должны были	1	1
1009	или иное	3	1
1010	это действительно	1	1
1011	а тем	1	1
1012	занимает в	3	1
1013	был для	4	1
1014	на некоторые	1	1
1015	из нее	3	1
1016	истории и	2	1
1017	где слово	1	1
1018	к первому	2	1
1019	вопрос в	4	1
1020	рода в	2	1
1021	следует не	1	1
1022	это вовсе	2	1
1023	на который	2	1
1024	что для	4	1
1025	или о	2	1
1026	бы его	1	1
1027	особенностей и	1	1
1028	его личности	1	1
1029	и какой	1	1
1030	это делает	1	1
1031	же несомненна	1	1
1032	который так	2	1
1033	которая на	1	1
1034	как наивно	1	1
1035	всю жизнь	1	1
1036	вовсе еще	1	1
1037	и языка	6	1
1038	иной раз	1	1
1039	бы эти	1	1
1040	взглянуть на	2	1
1041	из этого	1	1
1042	к сюжету	1	1
1043	быть для	1	1
1044	бы ни	3	1
1045	там где	6	1
1046	этом у	1	1
1047	с с	1	1
1048	этой системе	1	1
1049	а главное	1	1
1050	нам только	1	1
1051	его времени	2	1
1052	так или	3	1
1053	с естественным	1	1
1054	чтобы не	1	1
1055	который для	1	1
1056	в один	1	1
1057	прежде чем	1	1
1058	в одну	1	1
1059	если это	3	1
1060	до его	2	1
1061	границе между	1	1
1062	при жизни	2	1
1063	то время	2	1
1064	на чем	2	1
1065	в последнем	1	1
1066	его мнению	1	1
1067	что тексты	1	1
1068	них в	1	1
1069	и сейчас	6	1
1070	представляется возможным	1	1
1071	в случаях	1	1
1072	с и	1	1
1073	личность это	1	1
1074	которых мы	1	1
1075	был бы	1	1
1076	с такой	1	1
1077	из таких	2	1
1078	была бы	10	1
1079	в свое	3	1
1080	человек с	1	1
1081	содержит в	1	1
1082	и внешнюю	1	1
1083	с тем	3	1
1084	сто лет	3	1
1085	не смеет	1	1
1086	сам по	1	1
1087	не приходится	5	1
1088	он на	1	1
1089	в другой	1	1
1090	нашего времени	1	1
1091	времени когда	1	1
1092	поэтому в	4	1
1093	из того	2	1
1094	в отношении	11	1
1095	бы между	1	1
1096	знаков в	1	1
1097	мы пока	1	1
1098	нет никакого	3	1
1099	и вполне	4	1
1100	за это	1	1
1101	не могут	2	1
1102	в приведенном	1	1
1103	но каждый	1	1
1104	будто и	1	1
1105	из сказанного	1	1
1106	своей а	1	1
1107	и бывшими	1	1
1108	вид будто	1	1
1109	не хотелось	2	1
1110	во что	1	1
1111	вместо того	1	1
1112	выше я	2	1
1113	однако что	1	1
1114	самом тексте	2	1
1115	простым и	1	1
1116	у будущего	1	1
1117	той духовной	1	1
1118	значения как	2	1
1119	следующее место	2	1
1120	живой речи	1	1
1121	отношения к	2	1
1122	к которым	1	1
1123	евгения онегина	6	1
1124	карамзина в	4	1
1125	пор еще	1	1
1126	ср у	3	1
1127	что могло	1	1
1128	как не	1	1
1129	и так	3	1
1130	по душе	1	1
1131	отступает от	2	1
1132	себя и	1	1
1133	только себя	1	1
1134	отношении система	1	1
1135	сравнению с	1	1
1136	именно поэтому	2	1
1137	от всей	1	1
1138	эта последняя	1	1
1139	друг от	1	1
1140	словами и	1	1
1141	по крайней	2	1
1142	как произведение	2	1
1143	то я	1	1
1144	но оно	1	1
1145	только одно	1	1
1146	чуждо и	1	1
1147	не давая	1	1
1148	ни к	1	1
1149	совершенно не	7	1
1150	впечатление что	1	1
1151	чем же	1	1
1152	нее то	1	1
1153	вытекает из	2	1
1154	своем роде	1	1
1155	который всегда	2	1
1156	языка и	4	1
1157	время оно	1	1
1158	произведение не	1	1
1159	что ей	2	1
1160	под понятие	1	1
1161	и чувствовали	1	1
1162	пушкина как	9	1
1163	даже сказать	1	1
1164	если он	1	1
1165	оба эти	4	1
1166	на какой	1	1
1167	совпадает с	3	1
1168	задний план	3	1
1169	отступления от	1	1
1170	здесь всего	1	1
1171	в значительной	2	1
1172	не раз	2	1
1173	не должно	1	1
1174	на основе	1	1
1175	по сравнению	1	1
1176	разговор о	1	1
1177	это только	1	1
1178	в повестях	6	1
1179	не должны	1	1
1180	из его	3	1
1181	не у	2	1
1182	и теперь	2	1
1183	каждой из	1	1
1184	именно на	1	1
1185	то все	1	1
1186	и вся	2	1
1187	письма и	3	1
1188	у шекспира	3	1
1189	отношении к	3	1
1190	и ему	2	1
1191	и придает	1	1
1192	ответы на	1	1
1193	представление будто	1	1
1194	внимания на	1	1
1195	для такой	1	1
1196	и до	2	1
1197	только тем	2	1
1198	принесла с	1	1
1199	так легко	1	1
1200	чем не	2	1
1201	теперь не	1	1
1202	перед глазами	1	1
1203	годится в	1	1
1204	и наоборот	1	1
1205	литературы в	1	1
1206	им в	2	1
1207	раз когда	1	1
1208	образом не	2	1
1209	на более	1	1
1210	не говорится	1	1
1211	что здесь	2	1
1212	литературном отношении	1	1
1213	с текстом	1	1
1214	заметить что	1	1
1215	нет и	1	1
1216	непосредственно из	1	1
1217	знать в	1	1
1218	понимают что	1	1
1219	при котором	1	1
1220	не за	1	1
1221	из истории	3	1
1222	в образе	3	1
1223	в текстах	1	1
1224	практическую победу	1	1
1225	два слова	2	1
1226	смыслу слов	1	1
1227	характерное для	1	1
1228	переход к	1	1
1229	этого слова	2	1
1230	здесь и	1	1
1231	неприемлемый для	1	1
1232	встречается ни	1	1
1233	т д	25	1
1234	не всё	1	1
1235	не видит	1	1
1236	внимания заслуживает	1	1
1237	у них	1	1
1238	только о	1	1
1239	за сто	1	1
1240	в м	2	1
1241	тот же	2	1
1242	с того	2	1
1243	догадаться что	1	1
1244	собой по	1	1
1245	с просьбой	1	1
1246	что есть	1	1
1247	к началу	1	1
1248	об их	1	1
1249	конца как	1	1
1250	сейчас и	1	1
1251	но на	2	1
1252	что оно	4	1
1253	что ему	2	1
1254	конечно но	1	1
1255	которым он	1	1
1256	исторической реальности	1	1
1257	значение в	1	1
1258	так как	7	1
1259	смысле что	2	1
1260	может не	2	1
1261	различие между	1	1
1262	которому не	1	1
1263	и было	1	1
1264	мотивы в	1	1
1265	того как	8	1
1266	бы себе	1	1
1267	том числе	3	1
1268	уже в	3	1
1269	одним и	2	1
1270	ли ты	1	1
1271	лишь то	1	1
1272	же мере	1	1
1273	естественно что	2	1
1274	для всего	1	1
1275	себя самого	1	1
1276	деле не	1	1
1277	что теперь	1	1
1278	этом сам	1	1
1279	причем все	2	1
1280	ее в	2	1
1281	где он	2	1
1282	видеть в	1	1
1283	в полном	1	1
1284	указание на	1	1
1285	ранее не	1	1
1286	стр в	4	1
1287	не умею	1	1
1288	нет это	2	1
1289	о ее	1	1
1290	к месту	1	1
1291	с их	2	1
1292	слова не	1	1
1293	отступление от	1	1
1294	сказать не	1	1
1295	всех прочих	1	1
1296	месту своей	1	1
1297	что ни	2	1
1298	зависеть от	2	1
1299	от друга	1	1
1300	что является	1	1
1301	что к	1	1
1302	этого произведения	2	1
1303	этом не	1	1
1304	изложения и	1	1
1305	и которая	1	1
1306	году как	1	1
1307	и последний	1	1
1308	было для	2	1
1309	как нечто	1	1
1310	поэтому как	1	1
1311	на тему	2	1
1312	очень много	1	1
1313	более что	2	1
1314	случае не	3	1
1315	советское время	2	1
