N	2gram	Bakhtin_fo	KulturaY
410	что даже	2	4
411	здесь идет	1	4
412	и иной	1	4
413	и становится	2	4
414	из них	8	4
415	всего в	4	4
416	подчеркнуть что	1	4
417	аналогии с	1	4
418	как можно	3	4
419	его в	8	4
420	совершенно ясно	1	4
421	но он	4	4
422	не о	2	4
423	это есть	1	4
424	характер и	8	4
425	между ними	5	4
426	же как	2	4
427	в ряду	2	4
428	о которых	1	4
429	себе и	4	4
430	и это	5	4
431	в смысле	5	4
432	чтобы понять	1	4
433	в каждом	2	4
434	выражение в	3	4
435	мы можем	2	4
436	данный момент	1	4
437	сюда же	2	4
438	лишь что	2	4
439	почти всегда	2	4
440	могла бы	1	4
441	так называемого	1	4
442	тот или	1	4
443	и все	10	4
444	же мы	1	4
445	и по	5	4
446	на деле	1	4
447	во втором	2	4
448	уже на	3	4
449	через посредство	1	4
450	то в	2	4
451	которых мы	1	4
452	в гл	1	4
453	это уже	1	4
454	из которых	1	4
455	нам в	1	4
456	здесь мы	4	4
457	на месте	1	4
458	отношения к	7	4
459	пор еще	1	4
460	связанные с	5	4
461	бы не	1	4
462	все они	4	4
463	не имеют	4	4
464	не должно	1	4
465	по сравнению	3	4
466	именно на	1	4
467	на более	1	4
468	в данной	2	4
469	однако в	1	4
470	точку зрения	3	4
471	формы и	4	4
472	но на	4	4
473	и было	4	4
474	в виде	1	4
475	в стороне	2	4
476	в условиях	8	4
477	бы например	1	4
478	но дело	2	4
479	такой же	1	4
480	не более	1	4
481	не к	2	4
482	это на	1	3
483	мы наблюдаем	2	3
484	и другие	6	3
485	культурного развития	1	3
486	все что	2	3
487	случае в	1	3
488	со всем	1	3
489	тех кто	1	3
490	же относится	1	3
491	тем как	1	3
492	в некоторых	4	3
493	что дело	1	3
494	и говорить	1	3
495	и рядом	2	3
496	вопрос об	2	3
497	чтобы в	1	3
498	жизнь в	2	3
499	все дело	1	3
500	из самых	3	3
501	из всего	1	3
502	в последнем	3	3
503	в одно	3	3
504	почти ни	1	3
505	в это	5	3
506	поставить вопрос	1	3
507	но мы	1	3
508	на материале	3	3
509	в дальнейшем	10	3
510	еще один	1	3
511	и дело	1	3
512	и такие	1	3
513	этой почве	1	3
514	раз и	3	3
515	отсюда и	3	3
516	себе в	1	3
517	к ним	3	3
518	наряду с	7	3
519	тех случаях	1	3
520	на него	1	3
521	от них	1	3
522	на котором	2	3
523	для этой	1	3
524	в системе	1	3
525	на своем	1	3
526	мы скажем	1	3
527	что этого	1	3
528	в большинстве	3	3
529	в буквальном	2	3
530	к жизни	2	3
531	же значение	1	3
532	одним из	1	3
533	по аналогии	2	3
534	быть только	4	3
535	литературе и	1	3
536	также в	1	3
537	большинстве случаев	2	3
538	и вместе	1	3
539	и следовательно	5	3
540	из одного	1	3
541	под влиянием	1	3
542	в других	9	3
543	именно как	4	3
544	ряду с	2	3
545	становится и	1	3
546	в целях	1	3
547	зрения в	1	3
548	но зато	1	3
549	не приходится	1	3
550	даже не	2	3
551	она была	1	3
552	смысла и	2	3
553	значение и	7	3
554	самая форма	1	3
555	только с	1	3
556	что есть	1	3
557	которое мы	1	3
558	форм в	2	3
559	мы будем	5	3
560	образом в	1	3
561	чаще всего	1	3
562	на место	1	3
563	во время	7	3
564	в него	2	3
565	и сами	1	3
566	сплошь и	2	3
567	та же	4	3
568	например что	1	3
569	если в	1	3
570	человеческого общения	1	3
571	и дает	3	3
572	одних и	2	3
573	об образе	1	3
574	и делает	1	3
575	этот смысл	1	3
576	исключительно лишь	1	3
577	потребность в	1	3
578	в романе	40	3
579	и действительно	1	3
580	то время	4	3
581	том как	2	3
582	оттенки в	1	3
583	свое значение	1	3
584	его и	2	3
585	вернемся к	2	3
586	своей собственной	3	3
587	во французском	1	3
588	но здесь	1	3
589	и уже	4	3
590	каждой из	1	3
591	с большой	3	3
592	не могло	5	3
593	значение для	3	3
594	каждый из	2	3
595	действия и	1	3
596	в данных	1	3
597	и идеи	3	3
598	что здесь	2	3
599	нет и	4	3
600	она может	1	3
601	форма и	1	3
602	лучше всего	2	3
603	том же	4	3
604	говоря об	1	3
605	это просто	1	3
606	в настоящее	1	3
607	формы как	1	3
608	именно к	1	3
609	в более	2	3
610	значение в	5	3
611	выходит за	1	3
612	следовательно и	3	3
613	в первый	1	3
614	для него	5	3
615	не для	3	3
616	наконец и	4	3
617	как у	2	3
618	сколько угодно	2	3
619	с их	2	3
620	и непосредственно	1	3
621	слова но	1	3
622	менее всего	2	3
623	уже совершенно	1	3
624	в обычном	1	3
625	между собою	1	3
626	сама по	1	3
627	случаях когда	1	3
628	или даже	1	3
629	и дальше	1	3
630	и со	1	3
631	и я	1	3
632	со своей	3	3
633	на минуту	2	3
634	только и	5	3
635	на его	1	3
636	на них	2	3
637	и тех	2	3
638	что от	1	3
639	а как	3	3
640	ему нужно	1	3
641	составные элементы	1	3
642	так называемой	1	3
643	из ряда	1	3
644	не по	1	3
645	конце концов	1	3
646	в искусстве	1	3
647	и может	2	3
648	но она	2	3
649	противоречии с	1	3
650	же что	3	3
651	в начале	3	3
652	и самой	1	3
653	за ними	3	3
654	этой же	1	3
655	таким же	1	3
656	эпохи и	1	3
657	более того	4	3
658	что было	6	2
659	во всем	3	2
660	они имеют	1	2
661	от него	1	2
662	начался процесс	1	2
663	и составляет	1	2
664	которая была	1	2
665	возможно лишь	1	2
666	ровно ничего	1	2
667	здесь то	1	2
668	социального целого	1	2
669	без исключения	1	2
670	дело с	1	2
671	смысле и	1	2
672	из всех	1	2
673	в разных	6	2
674	связи и	1	2
675	которой в	1	2
676	не меняется	3	2
677	далее в	3	2
678	касается до	1	2
679	роман в	6	2
680	его от	3	2
681	нами в	1	2
682	конечно от	1	2
683	в день	1	2
684	можно видеть	1	2
685	приходит к	1	2
686	по пути	1	2
687	он имеет	1	2
688	время как	5	2
689	значения в	2	2
690	если угодно	1	2
691	рано или	1	2
692	в жизни	6	2
693	наблюдаем в	1	2
694	правда в	2	2
695	имеет место	6	2
696	к самому	1	2
697	выход из	2	2
698	всю эту	2	2
699	почти все	4	2
700	и слово	1	2
701	поэтому необходимо	1	2
702	то под	1	2
703	культуры в	1	2
704	моменты в	2	2
705	и выражений	1	2
706	понятно что	4	2
707	нами выше	1	2
708	во все	4	2
709	было в	2	2
710	в основном	12	2
711	что этот	1	2
712	по его	1	2
713	на очень	1	2
714	этот не	2	2
715	имеет в	2	2
716	особенности же	1	2
717	но эти	4	2
718	хотя я	1	2
719	и композиционные	1	2
720	но они	3	2
721	в строгом	2	2
722	такое значение	1	2
723	о таких	1	2
724	здесь прежде	1	2
725	и те	4	2
726	что еще	1	2
727	как оно	2	2
728	где и	3	2
729	в глаза	3	2
730	которого они	1	2
731	и конкретном	1	2
732	такая же	1	2
733	находится в	3	2
734	с этими	2	2
735	а так	1	2
736	момент в	2	2
737	одна из	3	2
738	узком смысле	1	2
739	а следовательно	4	2
740	приближение к	1	2
741	смысле но	2	2
742	некоторой степени	1	2
743	на почве	2	2
744	по природе	2	2
745	не выходит	1	2
746	в научной	1	2
747	явления как	1	2
748	как такового	1	2
749	вообще а	1	2
750	в состоянии	1	2
751	значение которое	1	2
752	на этих	1	2
753	ее можно	1	2
754	и через	1	2
755	ее целом	2	2
756	с другими	3	2
757	наше внимание	1	2
758	лежит в	2	2
759	к настоящему	2	2
760	в собственно	2	2
761	является и	1	2
762	в несколько	1	2
763	борьбы с	1	2
764	связи со	1	2
765	сказал что	1	2
766	и позволяет	1	2
767	к простому	1	2
768	и хорошо	1	2
769	дано в	1	2
770	такова что	1	2
771	себе не	1	2
772	человек в	5	2
773	одном из	1	2
774	место и	3	2
775	покончить с	1	2
776	особенности в	2	2
777	его жизни	11	2
778	в себя	3	2
779	точек зрения	1	2
780	что их	1	2
781	типа в	1	2
782	в противоречии	1	2
783	не был	2	2
784	быть что	1	2
785	научной и	1	2
786	с формами	2	2
787	их не	2	2
788	того в	2	2
789	это как	1	2
790	очень часто	1	2
791	которой и	2	2
792	действие в	1	2
793	природе своей	2	2
794	в быту	4	2
795	уже к	1	2
796	в случае	1	2
797	ни была	2	2
798	ничего нового	1	2
799	и тот	2	2
800	тем и	1	2
801	где в	1	2
802	большое значение	3	2
803	которое конечно	1	2
804	здесь только	2	2
805	это же	1	2
806	на некоторые	1	2
807	ко времени	1	2
808	равно как	4	2
809	вопрос в	1	2
810	между словом	1	2
811	чтобы покончить	1	2
812	это вовсе	1	2
813	его как	1	2
814	но есть	1	2
815	и др	13	2
816	здесь совершенно	2	2
817	когда они	1	2
818	часто и	3	2
819	о власти	1	2
820	в данный	1	2
821	но кроме	1	2
822	для чего	1	2
823	я сам	1	2
824	и самый	3	2
825	и ничего	1	2
826	он лишен	1	2
827	само слово	1	2
828	как с	1	2
829	сказано в	1	2
830	переходит в	1	2
831	этого понятия	1	2
832	вместе со	1	2
833	большую роль	4	2
834	до некоторой	1	2
835	для них	3	2
836	не могла	2	2
837	в плоскости	2	2
838	и строго	1	2
839	от их	1	2
840	поэтому и	4	2
841	значение его	1	2
842	о природе	1	2
843	сами по	2	2
844	строгом смысле	2	2
845	как история	2	2
846	значении этого	1	2
847	доходит до	1	2
848	есть нечто	1	2
849	с такими	1	2
850	подхода к	3	2
851	это время	8	2
852	и так	2	2
853	состоит из	1	2
854	никто не	2	2
855	сравнению с	3	2
856	не до	1	2
857	нет в	2	2
858	к другому	2	2
859	это самое	1	2
860	в словах	1	2
861	самое это	1	2
862	этот процесс	5	2
863	но оно	2	2
864	не является	4	2
865	и величина	1	2
866	где нет	1	2
867	совершенно иной	3	2
868	к отдельным	1	2
869	лежат в	2	2
870	рассматривать как	1	2
871	для нее	1	2
872	и до	7	2
873	друг от	2	2
874	в совершенно	3	2
875	и идей	3	2
876	не употребляет	1	2
877	имеем в	3	2
878	на которые	2	2
879	все в	3	2
880	начиная с	1	2
881	одной из	3	2
882	нашего анализа	2	2
883	характерное для	2	2
884	и возможно	1	2
885	а вовсе	1	2
886	на значение	1	2
887	или поздно	1	2
888	у них	4	2
889	и после	1	2
890	друг другу	4	2
891	строится на	1	2
892	он должен	2	2
893	самое слово	1	2
894	не знают	1	2
895	связан с	2	2
896	в прямом	1	2
897	ничем не	1	2
898	это был	1	2
899	том числе	7	2
900	себе они	1	2
901	конечно в	1	2
902	он и	1	2
903	себя самого	1	2
904	новый тип	2	2
905	в литературе	17	2
906	ее в	2	2
907	где он	2	2
908	здесь в	6	2
909	в широком	3	2
910	а все	1	2
911	по этому	2	2
912	это отношение	1	2
913	сказать не	1	2
914	от друга	2	2
915	когда оно	1	2
916	этих форм	5	2
917	дело в	3	2
918	на такие	1	2
919	бытовой речи	1	2
920	вообще не	4	2
921	чтобы быть	1	2
922	форм но	1	2
923	своему содержанию	1	2
924	является не	2	2
925	иной раз	2	2
926	имеется в	1	2
927	другом месте	2	2
928	к своему	2	2
929	не столь	2	2
930	это было	2	2
931	бы совершенно	2	2
932	путь к	1	2
933	уже за	2	2
934	например такие	1	2
935	в одной	2	2
936	и вообще	3	2
937	разумеется что	2	2
938	и основные	1	2
939	буквальном смысле	2	2
940	и живой	1	2
941	в эти	1	2
942	только к	3	2
943	связанных с	3	2
944	такие же	1	2
945	же к	1	2
946	эти последние	1	2
947	каждом из	2	2
948	деле может	1	2
949	есть одна	1	2
950	ни один	2	2
951	в теории	1	2
952	с совершенно	1	2
953	быть и	4	2
954	есть и	4	2
955	оказывается что	2	2
956	явлений в	1	2
957	это также	1	2
958	например и	1	2
959	наших дней	1	2
960	как то	1	2
961	которой мы	1	2
962	связана с	1	2
963	в большой	1	2
964	во многом	2	2
965	с современными	1	2
966	все содержание	1	2
967	сказать в	2	2
968	даже для	1	2
969	за счет	2	2
970	них как	1	2
971	жизни и	12	2
972	и прежде	4	2
973	все более	2	2
974	ведь и	1	2
975	заявил что	1	2
976	мы сказали	1	2
977	дело здесь	2	2
978	не можем	1	2
979	мы также	1	2
980	форме и	2	2
981	можно только	2	2
982	меньше чем	1	2
983	связаны в	1	1
984	наукой и	1	1
985	можно наблюдать	1	1
986	более не	1	1
987	находим в	1	1
988	чрезвычайно важно	1	1
989	иной форме	1	1
990	что один	1	1
991	определение в	1	1
992	видели в	1	1
993	был и	1	1
994	философии и	1	1
995	только чтобы	1	1
996	же реальное	1	1
997	к другу	2	1
998	это тот	1	1
999	человеческой жизни	9	1
1000	значение лишь	1	1
1001	историческом развитии	1	1
1002	на эти	1	1
1003	выводу что	1	1
1004	никаких сомнений	1	1
1005	с двух	1	1
1006	самого себя	1	1
1007	исходя из	1	1
1008	становятся уже	1	1
1009	есть какие-то	1	1
1010	часть его	1	1
1011	всей жизни	2	1
1012	выступает на	1	1
1013	что люди	2	1
1014	здесь исключительно	1	1
1015	связанных между	1	1
1016	наконец такие	1	1
1017	эта идея	1	1
1018	на второй	1	1
1019	эта новая	1	1
1020	это значит	3	1
1021	роман и	1	1
1022	они конечно	1	1
1023	говорит о	1	1
1024	и лучше	1	1
1025	всем и	1	1
1026	например с	1	1
1027	литературной и	1	1
1028	здесь необходимо	1	1
1029	собой разумеется	2	1
1030	беседу с	1	1
1031	о времени	2	1
1032	с собой	2	1
1033	определяется характером	1	1
1034	и которые	1	1
1035	и самое	5	1
1036	но характерно	1	1
1037	отходит на	1	1
1038	в борьбе	2	1
1039	или во	1	1
1040	или чисто	1	1
1041	стороне от	1	1
1042	с аналогичной	1	1
1043	и сам	2	1
1044	не понятое	1	1
1045	теперь мы	1	1
1046	своем чистом	1	1
1047	жалкое и	1	1
1048	весь этот	1	1
1049	что весь	1	1
1050	самосознание вовсе	1	1
1051	от всего	1	1
1052	в развернутом	1	1
1053	к более	1	1
1054	прямо сказать	2	1
1055	сомнений и	1	1
1056	к другим	1	1
1057	то специфическое	1	1
1058	значительной степени	1	1
1059	из этой	1	1
1060	стороны в	1	1
1061	кн iii	2	1
1062	века мы	1	1
1063	и внутренне	1	1
1064	что по	1	1
1065	их в	6	1
1066	в соображение	1	1
1067	получают значение	2	1
1068	литературных жанров	1	1
1069	борьбе и	1	1
1070	его все	1	1
1071	в изобилии	1	1
1072	как более	1	1
1073	встречаем например	1	1
1074	его личной	1	1
1075	так много	1	1
1076	но связь	1	1
1077	идет об	1	1
1078	мир и	2	1
1079	литературы с	1	1
1080	сравнительно небольших	1	1
1081	одну весьма	1	1
1082	мы встретим	1	1
1083	есть точка	1	1
1084	на первый	2	1
1085	определяется не	2	1
1086	человека о	2	1
1087	и общества	1	1
1088	его эпохи	1	1
1089	самого начала	3	1
1090	существу не	3	1
1091	перестает быть	1	1
1092	решает и	1	1
1093	а чтобы	1	1
1094	она же	2	1
1095	громадная роль	1	1
1096	точностью и	1	1
1097	себе все	1	1
1098	которой он	3	1
1099	и осмысливающей	1	1
1100	классической эпохи	1	1
1101	нас и	1	1
1102	iii и	1	1
1103	раз не	1	1
1104	ее так	1	1
1105	эти проблемы	1	1
1106	но ему	1	1
1107	в понимании	1	1
1108	процесс в	2	1
1109	наблюдает и	2	1
1110	люди на	1	1
1111	всем этим	4	1
1112	и неизбежно	1	1
1113	с другим	1	1
1114	времени в	14	1
1115	которыми он	3	1
1116	с нашим	1	1
1117	в этот	5	1
1118	примера из	1	1
1119	существенное значение	1	1
1120	к своей	2	1
1121	кругом читателей	1	1
1122	есть прежде	1	1
1123	и действия	1	1
1124	же здесь	1	1
1125	писатель как	1	1
1126	у автора	1	1
1127	между двумя	6	1
1128	и специфически	1	1
1129	форм для	1	1
1130	жизни по	2	1
1131	и формы	1	1
1132	представлением о	1	1
1133	только на	3	1
1134	этого жанра	1	1
1135	вопросы эти	3	1
1136	нет поэтому	1	1
1137	несколько примеров	1	1
1138	что подобный	1	1
1139	его по	1	1
1140	природа и	1	1
1141	уже есть	1	1
1142	гл i	1	1
1143	сказать как	1	1
1144	эта проблема	1	1
1145	но этот	1	1
1146	жизни данного	2	1
1147	на ней	1	1
1148	в описании	1	1
1149	не становится	1	1
1150	совершенно ясна	1	1
1151	отношений и	1	1
1152	разрешения этой	1	1
1153	же так	1	1
1154	один или	3	1
1155	поэтому все	3	1
1156	вернуться к	2	1
1157	они всегда	1	1
1158	ее но	1	1
1159	чтобы они	4	1
1160	него не	1	1
1161	и притом	1	1
1162	по которым	1	1
1163	и вместо	1	1
1164	в основу	3	1
1165	сохраняется в	2	1
1166	следующим образом	1	1
1167	есть это	1	1
1168	только во	1	1
1169	отношениях и	1	1
1170	есть по	1	1
1171	о причинах	1	1
1172	во всей	3	1
1173	все без	1	1
1174	они уже	1	1
1175	не им	1	1
1176	речь о	1	1
1177	он сам	2	1
1178	определив некоторые	1	1
1179	эти не	2	1
1180	жизни есть	1	1
1181	здесь эта	1	1
1182	беседа с	2	1
1183	идут в	1	1
1184	с повторяющимися	1	1
1185	этом же	1	1
1186	затем в	3	1
1187	общее замечание	1	1
1188	себя в	2	1
1189	ни даже	1	1
1190	характерно что	5	1
1191	или три	2	1
1192	и неизвестно	2	1
1193	эта работа	1	1
1194	жанра в	1	1
1195	этой площади	1	1
1196	же отношение	1	1
1197	особенности его	1	1
1198	нам важно	2	1
1199	и связей	1	1
1200	для борьбы	1	1
1201	значение все	1	1
1202	во всех	13	1
1203	самое рождение	1	1
1204	и политическая	1	1
1205	влияние на	6	1
1206	непосредственное отношение	1	1
1207	мы видим	4	1
1208	еще одну	1	1
1209	все его	7	1
1210	что то	1	1
1211	не противоречит	1	1
1212	мы как	1	1
1213	она и	1	1
1214	труд в	1	1
1215	а наоборот	1	1
1216	мы принуждены	1	1
1217	от его	1	1
1218	самосознания но	1	1
1219	в частном	1	1
1220	в действии	1	1
1221	это будет	1	1
1222	как средство	1	1
1223	есть одно	1	1
1224	этом ее	1	1
1225	притом не	1	1
1226	самый язык	1	1
1227	первый раз	1	1
1228	при переходе	1	1
1229	для которой	2	1
1230	на нас	3	1
1231	место по	1	1
1232	например природа	1	1
1233	письма в	1	1
1234	гл iii	1	1
1235	на поверхность	1	1
1236	свободу и	1	1
1237	лучше чем	1	1
1238	после этого	2	1
1239	земле в	1	1
1240	эта особенность	2	1
1241	с греческим	1	1
1242	будем говорить	2	1
1243	для своего	2	1
1244	с нашей	3	1
1245	с особенностями	2	1
1246	к определенному	1	1
1247	не обладает	1	1
1248	по типу	1	1
1249	особых форм	2	1
1250	противоречие между	1	1
1251	на данной	1	1
1252	есть еще	1	1
1253	или не	2	1
1254	столько же	1	1
1255	он может	1	1
1256	по ложному	1	1
1257	события в	1	1
1258	были до	1	1
1259	большом количестве	1	1
1260	вообще в	1	1
1261	этим и	1	1
1262	это мы	1	1
1263	но один	1	1
1264	сводится все	1	1
1265	от нее	1	1
1266	как его	3	1
1267	культур в	1	1
1268	из уст	1	1
1269	xviii века	3	1
1270	в совокупности	1	1
1271	вещей и	7	1
1272	здесь же	2	1
1273	или иная	1	1
1274	xx века	1	1
1275	и связи	1	1
1276	необходимости и	1	1
1277	как говорит	1	1
1278	для всякого	1	1
1279	же оно	1	1
1280	лишь на	1	1
1281	как вполне	1	1
1282	есть именно	2	1
1283	можно прямо	2	1
1284	и перед	1	1
1285	они как	2	1
1286	и характер	3	1
1287	толчок к	1	1
1288	удельный вес	2	1
1289	того и	3	1
1290	о более	1	1
1291	и являются	1	1
1292	вообще есть	1	1
1293	между собой	5	1
1294	не определяется	2	1
1295	них возможны	1	1
1296	пока есть	1	1
1297	эта игра	1	1
1298	на границе	1	1
1299	в эту	1	1
1300	себя прежде	1	1
1301	но к	2	1
1302	и первый	1	1
1303	и понимание	1	1
