N	2gram	Propp_Morf	RusskieA
545	и даже	2	2
546	подобные же	2	2
547	две формы	1	2
548	не дает	1	2
549	для наших	3	2
550	ту же	2	2
551	ряда других	1	2
552	он не	5	2
553	решить вопрос	2	2
554	и тем	3	2
555	своих предшественников	1	2
556	имеет целью	1	2
557	что эта	2	2
558	кто же	1	2
559	иметь в	1	2
560	его жизнь	1	2
561	была не	1	2
562	также не	1	2
563	еще упомянуть	1	2
564	когда мы	1	2
565	в гости	1	2
566	не говорится	1	2
567	друг другу	1	2
568	в себе	1	2
569	не значит	3	2
570	он показывает	1	2
571	в силу	1	2
572	могут рассматриваться	1	2
573	из этого	1	2
574	значит что	4	2
575	для чего	1	2
576	остановиться на	1	2
577	в него	1	2
578	должны будем	2	2
579	встречается и	3	2
580	в один	3	2
581	в одну	2	2
582	почему при	1	2
583	не так	2	2
584	выводы можно	1	2
585	в сказках	3	2
586	и должны	1	2
587	на западе	1	2
588	и затем	5	2
589	эти и	1	2
590	уже знаем	1	2
591	три дня	1	2
592	в другой	1	2
593	от другого	3	2
594	борьбы с	1	2
595	оно не	2	2
596	во что	1	2
597	не более	1	2
598	самом деле	4	2
599	показать что	4	2
600	если это	3	2
601	обращается к	1	2
602	и действительно	1	2
603	имеем здесь	1	2
604	отправляется в	3	2
605	xv в	1	2
606	к самым	1	2
607	как не	1	2
608	что такой	1	2
609	этим в	1	2
610	себя и	2	2
611	характерна для	1	2
612	нет в	1	2
613	перед нами	14	2
614	совершенно не	1	2
615	не является	4	2
616	можно установить	2	2
617	вытекает из	2	2
618	в иных	4	2
619	такую же	2	2
620	по земле	1	2
621	какие же	1	2
622	быть не	1	2
623	чем решить	1	2
624	которые можно	1	2
625	целый ряд	3	2
626	к людям	1	2
627	например на	2	2
628	светел месяц	1	2
629	е а	2	2
630	к другому	2	2
631	из одной	1	2
632	на улице	1	2
633	с его	3	2
634	есть формы	4	2
635	иногда в	8	2
636	на дерево	1	2
637	д и	2	2
638	он должен	3	2
639	но оно	2	2
640	или просто	2	2
641	ответ на	2	2
642	но на	1	2
643	что ему	1	2
644	этом сообщает	1	2
645	они не	3	2
646	ряд других	2	2
647	вероятно что	1	2
648	на что	1	2
649	для него	2	2
650	этом отношении	2	2
651	сказки о	6	2
652	состоят из	1	2
653	что каждый	1	2
654	чтобы получить	1	2
655	силу и	1	2
656	особое значение	1	2
657	в церковь	1	2
658	от своих	1	2
659	к заключению	1	2
660	о характере	2	2
661	в другую	2	2
662	но эта	1	2
663	дело в	1	2
664	и начинается	1	2
665	это еще	2	2
666	же выводы	1	2
667	очень много	2	2
668	случае не	4	2
669	этой цели	1	2
670	случаях когда	2	2
671	мнение что	1	2
672	не дают	1	2
673	что им	1	2
674	право на	2	2
675	можно показать	2	2
676	с другом	1	2
677	свет на	1	2
678	а он	1	2
679	и вообще	1	2
680	что эти	3	2
681	еще до	1	2
682	ко всему	1	2
683	разница между	1	2
684	обычно в	2	2
685	может иметь	1	2
686	случаи когда	1	2
687	же из	1	2
688	и притом	1	2
689	само собой	1	2
690	из ряда	3	2
691	то нет	1	2
692	в частности	2	2
693	составные части	10	2
694	в начале	3	2
695	в пределах	3	2
696	на смерть	1	2
697	отношение к	1	2
698	их мы	1	2
699	этом и	1	2
700	по плечу	1	2
701	же можно	3	2
702	а через	1	2
703	окна и	1	2
704	в новой	1	2
705	только одну	1	2
706	если она	2	2
707	этому вопросу	1	2
708	и наконец	1	2
709	в е	1	2
710	в той	1	1
711	можно наблюдать	8	1
712	видели в	1	1
713	можно заметить	2	1
714	понимаются как	1	1
715	могут иметь	2	1
716	еще раз	1	1
717	те или	1	1
718	этого сходства	1	1
719	и очень	1	1
720	только что	3	1
721	рассказ о	1	1
722	совершаться в	1	1
723	она начинает	1	1
724	более широкой	1	1
725	его при	1	1
726	в применении	1	1
727	другой пример	2	1
728	формы в	1	1
729	ее возвращение	1	1
730	в нашу	1	1
731	этот момент	5	1
732	его два	1	1
733	же относится	1	1
734	и был	1	1
735	или нет	2	1
736	думается что	1	1
737	это обычно	1	1
738	сказку как	3	1
739	свой облик	1	1
740	целей нет	2	1
741	те же	1	1
742	по-видимому не	1	1
743	потому не	2	1
744	три ночи	2	1
745	не являются	1	1
746	в с	1	1
747	дается в	2	1
748	случае он	2	1
749	ссылкой на	1	1
750	раскладываются на	1	1
751	не меняет	2	1
752	как таковых	3	1
753	иначе чем	2	1
754	по спине	1	1
755	этом основании	1	1
756	наоборот всегда	1	1
757	материал на	1	1
758	или во	1	1
759	в первом	5	1
760	каким образом	1	1
761	явлений относится	1	1
762	весь этот	1	1
763	не составляют	1	1
764	поется песня	1	1
765	при различных	2	1
766	необходимо для	1	1
767	в собственном	3	1
768	даже просто	1	1
769	одновременно и	1	1
770	кольцо с	1	1
771	их за	2	1
772	это бывает	1	1
773	может дать	2	1
774	живой и	2	1
775	за ней	2	1
776	более как	1	1
777	в брак	1	1
778	нашу задачу	2	1
779	первый взгляд	3	1
780	обычно начинается	1	1
781	уже давно	1	1
782	также представляют	1	1
783	и начинает	1	1
784	в сказку	5	1
785	по тем	1	1
786	которые также	1	1
787	применении к	1	1
788	очень интересен	1	1
789	для а	1	1
790	хотя бы	5	1
791	нашего века	1	1
792	i ii	1	1
793	это делается	2	1
794	же очень	1	1
795	в другом	2	1
796	случае она	1	1
797	а после	1	1
798	очень широко	1	1
799	с трудом	1	1
800	следует остановиться	1	1
801	капитальный труд	1	1
802	идет по	2	1
803	старика и	1	1
804	указать что	1	1
805	собственно не	1	1
806	точно так	2	1
807	на пути	4	1
808	приходит к	1	1
809	и была	1	1
810	говорит что	1	1
811	превращается в	2	1
812	или точнее	1	1
813	не вполне	1	1
814	очень большой	1	1
815	приведенные наблюдения	1	1
816	здесь имеется	2	1
817	видеть здесь	1	1
818	вводится как	2	1
819	за тридевять	1	1
820	всего этого	1	1
821	не приходится	1	1
822	бы совсем	1	1
823	материалы но	1	1
824	установить что	1	1
825	по ней	1	1
826	случаи можно	2	1
827	например кладутся	1	1
828	сведений о	1	1
829	этот вывод	1	1
830	наряду с	7	1
831	они должны	1	1
832	же они	2	1
833	игру в	1	1
834	такая же	1	1
835	основные формы	4	1
836	с этими	1	1
837	же она	3	1
838	ему соответствует	1	1
839	очень многие	1	1
840	за услугу	1	1
841	она может	1	1
842	узнает что	1	1
843	в отдельных	3	1
844	и две	1	1
845	этому прибавляется	2	1
846	ее своей	1	1
847	следует еще	2	1
848	но там	1	1
849	они могут	1	1
850	чем это	2	1
851	д а	2	1
852	эту же	1	1
853	случае когда	1	1
854	и становится	1	1
855	и подобные	2	1
856	свойства и	1	1
857	или три	1	1
858	дать более	1	1
859	в подобных	1	1
860	с перенесением	1	1
861	этого и	1	1
862	которые таким	1	1
863	не вызывает	1	1
864	которую они	1	1
865	в животных	3	1
866	может состоять	1	1
867	чтобы это	1	1
868	в научной	2	1
869	см гл	1	1
870	ниже мы	2	1
871	посева и	2	1
872	которое он	1	1
873	совершенно другой	2	1
874	точного описания	1	1
875	один пример	1	1
876	характерен для	1	1
877	указать на	1	1
878	на спине	2	1
879	правильнее было	1	1
880	в состоянии	1	1
881	описании их	1	1
882	первый раз	1	1
883	и цели	1	1
884	религии в	1	1
885	имеется и	1	1
886	вопрос мы	1	1
887	если они	2	1
888	чрезвычайно разнообразны	1	1
889	в был	1	1
890	два или	1	1
891	может просто	1	1
892	убиение и	1	1
893	не думает	1	1
894	и сама	1	1
895	но чаще	1	1
896	братьев и	1	1
897	очень ярких	2	1
898	два раза	5	1
899	не от	2	1
900	д так	1	1
901	формах в	2	1
902	тем больше	1	1
903	известных в	1	1
904	что очень	1	1
905	бы к	1	1
906	нужно иметь	1	1
907	в горы	1	1
908	отсюда видно	2	1
909	в результате	8	1
910	не знает	2	1
911	перескакивая через	1	1
912	ли мы	1	1
913	интересно что	1	1
914	как видно	1	1
915	не случайны	1	1
916	с двумя	2	1
917	остаться открытым	1	1
918	прежде чем	5	1
919	что его	4	1
920	будто не	2	1
921	ее нужно	1	1
922	что за	1	1
923	точности соответствует	2	1
924	менее следует	1	1
925	что не	1	1
926	смысла но	1	1
927	но для	3	1
928	и своего	1	1
929	которые еще	1	1
930	представляют собою	2	1
931	время как	3	1
932	по одному	1	1
933	тем значением	1	1
934	не есть	1	1
935	даже не	3	1
936	для лучшего	1	1
937	основано на	1	1
938	глаза что	1	1
939	должен остаться	1	1
940	в ряду	1	1
941	не представляет	1	1
942	с некоторой	1	1
943	сравнение этих	1	1
944	вне связи	3	1
945	точек зрения	1	1
946	хотя оно	1	1
947	явление мы	1	1
948	совершенно различные	1	1
949	а другой	2	1
950	держит в	1	1
951	за другой	1	1
952	что следовательно	1	1
953	и отдельные	1	1
954	вопроса о	3	1
955	изучена в	1	1
956	имеет ничего	1	1
957	а потом	2	1
958	формах есть	1	1
959	книга о	1	1
960	сказки а	2	1
961	дворе или	1	1
962	его убивают	1	1
963	но некоторые	1	1
964	вошел в	1	1
965	д с	1	1
966	сколько в	1	1
967	№ и	4	1
968	тесно связаны	1	1
969	ему в	1	1
970	составных частей	1	1
971	я тебе	1	1
972	иногда же	2	1
973	сторонников как	1	1
974	очень часто	6	1
975	мы говорили	1	1
976	конечно ожидать	1	1
977	приводит еще	1	1
978	все остальные	1	1
979	меняются одеждой	1	1
980	происходит на	1	1
981	в сад	2	1
982	по пути	1	1
983	и дети	1	1
984	не играют	1	1
985	иного характера	1	1
986	обрисованное положение	1	1
987	всякого изменения	1	1
988	собой только	1	1
989	i и	1	1
990	это по	1	1
991	не будет	1	1
992	на нем	3	1
993	ином царстве	2	1
994	если же	5	1
995	должны быть	2	1
996	всех других	2	1
997	размаха на	1	1
998	один раз	2	1
999	становится на	1	1
1000	иметь несколько	1	1
1001	значением которое	1	1
1002	составная часть	1	1
1003	почти всегда	1	1
1004	и применение	1	1
1005	что некоторые	2	1
1006	нет таких	2	1
1007	в нее	2	1
1008	несколько ниже	1	1
1009	же относятся	1	1
1010	что бы	1	1
1011	верно и	1	1
1012	как один	1	1
1013	могла бы	4	1
1014	и несколько	1	1
1015	случай встречается	2	1
1016	выходят за	1	1
1017	к первому	1	1
1018	он в	1	1
1019	другие элементы	2	1
1020	и целые	1	1
1021	однако в	2	1
1022	оно имеет	1	1
1023	и каждый	1	1
1024	о его	4	1
1025	подобной же	1	1
1026	приводят к	3	1
1027	иногда это	1	1
1028	них не	1	1
1029	и г	1	1
1030	в первой	1	1
1031	и есть	3	1
1032	показал в	1	1
1033	теми же	1	1
1034	ей не	1	1
1035	до наших	2	1
1036	с того	3	1
1037	заключению что	1	1
1038	очень редко	1	1
1039	происходит при	1	1
1040	обратный случай	3	1
1041	он обращается	1	1
1042	имеет свою	1	1
1043	становятся на	1	1
1044	по формам	1	1
1045	еще одно	1	1
1046	что до	2	1
1047	не имеющий	1	1
1048	другой более	1	1
1049	что делают	1	1
1050	однако и	1	1
1051	собственном смысле	3	1
1052	ее а	1	1
1053	во втором	7	1
1054	но хотя	1	1
1055	образом и	1	1
1056	имеют целью	1	1
1057	другой а	1	1
1058	на дороге	2	1
1059	должна быть	2	1
1060	они ее	1	1
1061	помощь и	1	1
1062	после получения	1	1
1063	и менее	1	1
1064	и дает	2	1
1065	мы получаем	2	1
1066	следует рассмотреть	1	1
1067	действиям которые	1	1
1068	сюда относится	1	1
1069	если прибавить	1	1
1070	рассказывается о	1	1
1071	ходить на	1	1
1072	равным образом	1	1
1073	происходит с	2	1
1074	д сюда	1	1
1075	ни в	3	1
1076	но этого	1	1
1077	бы пойти	1	1
1078	или другого	1	1
1079	совершенно иное	1	1
1080	корабль с	1	1
1081	за это	1	1
1082	не могут	7	1
1083	и вызывает	3	1
1084	со всеми	1	1
1085	их происхождения	1	1
1086	и изготовлением	1	1
1087	если не	1	1
1088	до этого	1	1
1089	прибавить к	1	1
1090	на гору	1	1
1091	более широкого	1	1
1092	как при	1	1
1093	женится на	3	1
1094	отдельности может	1	1
1095	он объявляет	1	1
1096	домой с	1	1
1097	наиболее часто	1	1
1098	превращаются в	1	1
1099	делать не	1	1
1100	или наоборот	2	1
1101	к разным	1	1
1102	и награждают	1	1
1103	и мог	1	1
1104	хранится в	1	1
1105	которые могут	1	1
1106	состоит из	3	1
1107	и просто	1	1
1108	наблюдать что	6	1
1109	явлений и	1	1
1110	на коне	5	1
1111	есть на	1	1
1112	ли он	1	1
1113	этим они	1	1
1114	о котором	1	1
1115	в иное	6	1
1116	важное значение	1	1
1117	со стороны	5	1
1118	всей своей	1	1
1119	собой смерть	1	1
1120	во сне	2	1
1121	здесь нет	1	1
1122	мы однако	1	1
1123	нужно заметить	1	1
1124	в которые	1	1
1125	то здесь	3	1
1126	не входит	2	1
1127	на русском	1	1
1128	они по	1	1
1129	из сказок	2	1
1130	такое положение	1	1
1131	очень ярко	1	1
1132	еще и	1	1
1133	этот сюжет	1	1
1134	велит зарезать	2	1
1135	него он	1	1
1136	что мы	2	1
1137	видим что	12	1
1138	в очень	2	1
1139	тех же	4	1
1140	такой случай	2	1
1141	на той	2	1
1142	но здесь	2	1
1143	рыбную ловлю	1	1
1144	значение этого	1	1
1145	это все	1	1
1146	можно усмотреть	1	1
1147	в борьбу	1	1
1148	но изучение	1	1
1149	может произойти	1	1
1150	очень вероятно	1	1
1151	эти могут	1	1
1152	самых разнообразных	2	1
1153	хотя это	1	1
1154	другой вопрос	2	1
1155	этом кончается	1	1
1156	наблюдения могут	1	1
1157	только один	1	1
1158	смысл который	1	1
1159	в особую	1	1
1160	с религиозными	1	1
1161	и об	1	1
1162	которую он	1	1
1163	от других	2	1
1164	не потому	1	1
1165	вслед за	5	1
1166	большей частью	6	1
1167	более и	1	1
1168	в совершенно	2	1
1169	при помощи	12	1
1170	в каком	2	1
1171	а во	3	1
1172	многое но	1	1
1173	затем уже	2	1
1174	кольцо или	1	1
1175	дворец и	1	1
1176	лучшего понимания	1	1
1177	может послужить	1	1
1178	на сюжеты	2	1
1179	в точности	5	1
1180	без всякого	2	1
1181	вторичное образование	1	1
1182	в данной	2	1
1183	этого нет	2	1
1184	ее не	1	1
1185	в тексте	1	1
1186	тем же	2	1
1187	таких случаев	2	1
1188	мог бы	1	1
1189	возражений но	1	1
1190	одной из	2	1
1191	она имела	1	1
1192	что я	1	1
1193	из первых	2	1
1194	в текстах	1	1
1195	ли можно	1	1
1196	затем они	1	1
1197	он может	2	1
1198	в немецкой	1	1
1199	то как	2	1
1200	к описанию	1	1
1201	русском языке	1	1
1202	последовательность событий	3	1
1203	же он	1	1
1204	мы еще	1	1
1205	собой то	1	1
1206	только о	1	1
1207	свадьбу с	2	1
1208	точку зрения	1	1
1209	относится между	1	1
1210	сказку а	1	1
1211	не сообщает	2	1
1212	как раз	1	1
1213	по особым	1	1
1214	сл в	1	1
1215	поле или	1	1
1216	пойти в	2	1
1217	форм и	1	1
1218	то они	2	1
1219	существу не	1	1
1220	или другому	1	1
1221	на воду	1	1
1222	земле или	1	1
1223	из дома	9	1
1224	ничем не	2	1
1225	многих других	2	1
1226	о степени	1	1
1227	может не	2	1
1228	в коем	1	1
1229	вперед и	1	1
1230	горы и	1	1
1231	по нескольким	1	1
1232	сам он	3	1
1233	наблюдение что	1	1
1234	тридевять земель	1	1
1235	случаев когда	1	1
1236	основных проблем	1	1
1237	при таких	1	1
1238	принимает форму	1	1
1239	она его	2	1
1240	бы на	1	1
1241	ниже пока	1	1
1242	определить в	1	1
1243	он называет	1	1
1244	на открытом	1	1
1245	что вызывает	1	1
1246	обратно и	2	1
1247	что так	1	1
1248	и новое	1	1
1249	о нем	1	1
1250	мало того	1	1
1251	и одна	1	1
1252	выбор и	1	1
1253	важные для	1	1
1254	со смертью	2	1
1255	вытекающее из	1	1
1256	имеет смысла	1	1
1257	на праздник	1	1
1258	чтобы ее	1	1
1259	из форм	1	1
1260	как нечто	1	1
1261	слова а	1	1
1262	таком случае	1	1
1263	но с	2	1
1264	как эти	2	1
1265	то их	1	1
1266	наших дней	2	1
1267	ярких формах	1	1
1268	самые разнообразные	1	1
1269	и где	1	1
1270	и которая	1	1
1271	некоторых случаях	1	1
1272	со двора	1	1
1273	то это	5	1
1274	вообще не	2	1
1275	кто в	1	1
1276	совершенно точно	1	1
1277	сможет быть	1	1
1278	е не	1	1
1279	но по	1	1
1280	говорят о	1	1
1281	и мать	1	1
1282	имеется в	3	1
1283	противном случае	1	1
1284	к концу	1	1
1285	случай который	1	1
1286	и могут	1	1
1287	остановимся на	1	1
1288	из дому	3	1
1289	оно очень	1	1
1290	это было	3	1
1291	она вводится	1	1
1292	пока не	1	1
1293	различных народов	1	1
1294	ее иногда	1	1
1295	и таким	2	1
1296	и представляют	2	1
1297	как все	1	1
1298	разнообразны и	1	1
1299	нельзя было	2	1
1300	эти же	1	1
