N	3gram	Losev_Prob	FransuaR
446	не говорят о	1	1
447	и еще раз	1	1
448	независимо от их	1	1
449	более широком смысле	1	1
450	да и вообще	1	1
451	то есть он	2	1
452	обстоит дело с	1	1
453	в котором он	1	1
454	гораздо более значительное	1	1
455	в каждом из	1	1
456	тем не менее	23	1
457	мы не могли	1	1
458	ведь даже и	1	1
459	сказать и о	2	1
460	содержащий в себе	1	1
461	и многих других	2	1
462	то есть не	5	1
463	не так как	1	1
464	имеет никакого отношения	1	1
465	и не имеет	1	1
466	содержат в себе	1	1
467	думать о том	1	1
468	того что не	1	1
469	несет на себе	3	1
470	не относится к	1	1
471	исследования является не	1	1
472	сами по себе	8	1
473	значение мы уже	1	1
474	в них все	1	1
475	что для него	1	1
476	вовсе не было	1	1
477	но на этот	1	1
478	то же что	1	1
479	не чем иным	2	1
480	жизни и все	1	1
481	в зависимости от	3	1
482	бросается в глаза	1	1
483	как и всякий	1	1
484	из тех больших	1	1
485	само по себе	5	1
486	если бы мы	1	1
487	но как мы	1	1
488	нас не может	1	1
489	а потому что	1	1
490	что они не	1	1
491	вовсе не на	1	1
492	хотя она и	1	1
493	как нам кажется	1	1
494	не имеет ничего	3	1
495	это означает что	1	1
496	в художественном образе	2	1
497	по себе и	2	1
498	имеет для нас	1	1
499	он сам а	1	1
500	поэтому мы и	1	1
501	в виду и	1	1
502	если бы и	1	1
503	мы здесь имеем	1	1
504	для них не	1	1
505	той или другой	6	1
506	выражение только в	1	1
507	как единое и	1	1
508	что он есть	2	1
509	хотя оно и	1	1
510	и как они	1	1
511	тем что он	1	1
512	нечего и говорить	2	1
513	это один и	1	1
514	при помощи которого	1	1
515	само собой разумеется	1	1
516	в том и	1	1
517	так и самого	1	1
518	того или иного	5	1
519	между собою и	1	1
520	в тот момент	1	1
521	эти заимствованы из	1	1
522	почти всегда есть	1	1
523	таким образом к	1	1
524	к тому или	1	1
525	в узком значении	1	1
526	такие образы как	1	1
527	не имеют ничего	1	1
528	в какой мере	1	1
529	на то что	2	1
530	то есть то	1	1
531	значение то есть	1	1
532	между собой в	1	1
533	от того что	1	1
534	не есть нечто	2	1
535	смысле слова мы	1	1
536	особой точки зрения	1	1
537	мы можем перейти	1	1
538	отвлеченной мысли и	1	1
539	до того что	2	1
540	самое нужно сказать	1	1
541	же деле здесь	2	1
542	что же касается	5	1
543	был связан с	1	1
544	сирано де бержерака	1	1
545	не имеющие никакого	1	1
546	и в тех	1	1
547	требует от нас	1	1
548	в вечном и	1	1
549	что он никак	1	1
550	говорить о том	2	1
551	но никак не	4	1
552	а во время	1	1
553	очень близок к	1	1
554	знает что такое	1	1
555	каждый такой элемент	1	1
556	уже и самые	1	1
557	конце концов и	1	1
558	то есть от	2	1
559	не имеет никакого	3	1
560	вопрос о том	1	1
561	но никто не	1	1
562	хотя и не	2	1
563	нас в конце	1	1
564	но для нас	1	1
565	все новое и	1	1
566	и не является	1	1
567	отделяющих его от	1	1
568	из которой состоит	1	1
569	на то или	2	1
570	нас к самым	1	1
571	а только в	1	1
572	имеют дело с	1	1
573	когда во время	1	1
574	и здесь мы	2	1
575	и в эстетике	1	1
576	одно и то	4	1
577	здесь только в	1	1
578	не существует но	1	1
579	и то же	5	1
580	из общего и	1	1
581	буквально так как	1	1
582	только потому что	3	1
583	можно даже сказать	1	1
584	но в этой	1	1
585	речь идет о	1	1
586	до конца и	1	1
587	стало возможным только	1	1
588	никакого отношения к	3	1
589	или иной мере	3	1
590	иначе чем это	1	1
591	так что в	2	1
592	и в новое	1	1
593	и вообще не	2	1
594	несравнимо с тем	1	1
595	есть прежде всего	3	1
596	есть другими словами	2	1
597	конечно и не	1	1
598	входит в область	1	1
599	связь их с	1	1
600	с этим не	1	1
601	всяком случае не	2	1
602	здесь также и	1	1
603	как мы говорим	1	1
604	тех случаях когда	1	1
605	и независимо от	2	1
606	на нем все	1	1
607	все подобного рода	2	1
608	то это было	1	1
609	на первый взгляд	3	1
610	и о которых	1	1
611	но только не	1	1
612	то обстоятельство что	1	1
613	они превращаются в	1	1
614	же самое нужно	1	1
615	как он сам	1	1
616	самом деле и	1	1
617	между прочим и	1	1
618	сих пор мы	2	1
619	к одной и	1	1
620	то время как	6	1
621	мы находим у	1	1
622	по себе конечно	1	1
623	иначе чем в	1	1
624	только в своей	1	1
625	если мы будем	1	1
626	вещи и ее	1	1
