N	3gram	Vygotskiy_	Dialekti
307	в природе и	1	1
308	не входит в	1	1
309	и все прочие	1	1
310	на этот раз	1	1
311	в конечном счете	4	1
312	а с другой	6	1
313	несмотря на все	1	1
314	с и вот	1	1
315	ничего не может	2	1
316	существу с точки	1	1
317	основе ее лежит	1	1
318	и по существу	1	1
319	пр и пр	1	1
320	вот почему в	1	1
321	то обстоятельство что	2	1
322	таким образом и	3	1
323	что для нас	1	1
324	и его отдельных	1	1
325	из объединения этих	1	1
326	всего того что	1	1
327	с другом в	2	1
328	это одно и	1	1
329	же сколько и	1	1
330	существует не только	1	1
331	и если угодно	1	1
332	и эти два	1	1
333	даже тогда когда	1	1
334	может показаться что	1	1
335	в том и	1	1
336	в силу того	1	1
337	в одном из	2	1
338	не имеет никакой	1	1
339	сходство и даже	1	1
340	не может сказать	2	1
341	за то что	1	1
342	отличаются друг от	1	1
343	сказать что эта	1	1
344	вместе с тем	5	1
345	не могло не	1	1
346	знание есть знание	1	1
347	на одной из	1	1
348	нас к еще	1	1
349	и с чем	1	1
350	в какой мере	2	1
351	большей или меньшей	1	1
352	того как в	1	1
353	то понятие которое	1	1
354	но и это	1	1
355	но и в	1	1
356	это так то	1	1
357	мере того как	1	1
358	мы видим в	1	1
359	в том чтобы	6	1
360	что в результате	1	1
361	но мы видим	1	1
362	время как в	2	1
363	же мы находим	1	1
364	во всем его	1	1
365	заключается в том	10	1
366	не мог не	1	1
367	столько же сколько	1	1
368	этом едва ли	1	1
369	поэтому если мы	1	1
370	имеем в виду	1	1
371	все более и	3	1
372	эта точка зрения	1	1
373	и именно в	1	1
374	и что только	1	1
375	в свое время	1	1
376	в самом существе	1	1
377	говорим об отношении	1	1
378	которые могли бы	1	1
379	самом деле не	1	1
380	в ущерб другому	2	1
381	перед нами как	1	1
382	а следовательно и	1	1
383	ясно что с	1	1
384	зависит прежде всего	1	1
385	но не на	1	1
386	одной из них	1	1
387	об этом мы	1	1
388	более и более	3	1
389	во всех своих	1	1
390	первый план то	1	1
391	таким образом ни	1	1
392	это потому что	1	1
393	тому что оно	1	1
394	мы уже говорили	3	1
395	же это не	1	1
396	раз говорит что	1	1
397	на ту же	1	1
398	не содержат в	1	1
399	вопрос об отношении	6	1
400	необходимо иметь в	1	1
401	какой мере не	1	1
402	ничего принципиально нового	1	1
403	если мы не	1	1
404	всего то что	1	1
405	и с точки	1	1
406	что в сущности	3	1
407	включает в себя	1	1
408	именно в этом	3	1
409	том что такое	1	1
410	но что он	1	1
411	но разве не	1	1
412	превратилось бы в	1	1
413	как раз в	3	1
414	так как они	1	1
415	постольку поскольку это	1	1
416	должно привести нас	1	1
417	в чем именно	1	1
418	что перед нами	3	1
419	точки зрения той	1	1
420	в одно и	1	1
421	только для того	2	1
422	как одна из	1	1
423	незаметно для себя	1	1
424	мы имеем в	1	1
425	точки зрения она	1	1
426	не указывает на	1	1
427	во всей его	1	1
428	ее в виде	1	1
429	но тем не	1	1
430	и говорить как	1	1
431	а вместе с	2	1
432	что значит объяснить	1	1
433	с тем чтобы	1	1
434	том что он	2	1
435	в первую очередь	3	1
436	и не то	2	1
437	с ним и	1	1
438	того кто его	1	1
439	в этом вопросе	3	1
440	всего от того	1	1
441	с тем что	1	1
442	может быть выражено	1	1
443	ничего не объясняет	2	1
444	как мы увидим	1	1
445	в современной науке	1	1
446	между тем в	1	1
447	еще яснее это	1	1
448	в своем исследовании	2	1
449	образом связана с	1	1
450	на то как	1	1
451	я не хочу	1	1
452	лежащее в основе	1	1
453	и главным образом	1	1
454	в которой не	1	1
455	по мере того	1	1
456	приводит к тому	3	1
457	своего изменения и	1	1
458	что в этом	1	1
459	прежде всего в	2	1
460	чрезвычайно важный момент	1	1
461	после того как	1	1
462	в результате получается	1	1
463	показал что в	1	1
464	как только в	1	1
465	тот факт что	1	1
466	тоже могут быть	1	1
467	это как мы	1	1
468	ко всем ее	2	1
469	целом и в	1	1
