N	2gram	Propp_Morf	Literetu
245	со своей	1	3
246	вопрос о	10	3
247	он был	1	3
248	во многих	1	3
249	особое место	2	3
250	превращается в	2	3
251	так же	4	3
252	свою очередь	1	3
253	или нет?	1	3
254	следующим образом	4	3
255	который в	2	3
256	и подобные	2	3
257	говорить о	4	3
258	после чего	2	3
259	что такое	3	3
260	а с	2	3
261	как таковое	3	3
262	не есть	1	3
263	герой в	2	3
264	в чем	2	3
265	а для	1	3
266	той или	1	3
267	я был	1	3
268	но как	3	3
269	героя и	3	3
270	однако если	1	3
271	в иных	4	3
272	он в	1	3
273	в первой	1	3
274	там где	5	3
275	в особенности	1	3
276	не так	2	3
277	за ним	1	3
278	если в	7	3
279	во время	6	3
280	должна быть	2	3
281	это уже	3	3
282	из которых	5	3
283	то с	3	3
284	не на	2	3
285	можно было	4	3
286	если не	1	3
287	если бы	3	3
288	и т	62	3
289	они не	3	3
290	не имеет	2	3
291	в итоге	2	3
292	всей своей	1	3
293	которая не	1	3
294	ничего общего	1	3
295	такую же	2	3
296	по земле	1	3
297	того чтобы	4	3
298	из его	2	3
299	и тогда	3	3
300	тех пор	1	3
301	и до	1	3
302	а во	3	3
303	как например	2	3
304	и а	1	3
305	что же	2	3
306	в этот	1	3
307	из наиболее	1	3
308	этом с	1	3
309	здесь не	3	3
310	всяком случае	2	3
311	тот же	1	3
312	ничего не	5	3
313	сколько в	1	3
314	о нем	1	3
315	ее в	3	3
316	в полном	1	3
317	на самом	4	3
318	а на	3	3
319	этого не	2	3
320	дело в	1	3
321	а то	3	3
322	в какой	3	3
323	этой цели	1	3
324	все эти	5	3
325	но по	1	3
326	имеется в	3	3
327	путь к	2	3
328	в плену	1	3
329	как уже	3	3
330	также и	6	3
331	одну из	1	3
332	не по	2	3
333	и иных	2	3
334	же самое	1	3
335	отношение к	1	3
336	в ходе	5	3
337	есть не	1	3
338	в той	1	2
339	во всем	1	2
340	от него	2	2
341	еще раз	1	2
342	для меня	1	2
343	об отношении	1	2
344	в свое	2	2
345	эта мысль	1	2
346	тем как	1	2
347	потому не	2	2
348	например с	2	2
349	в результате	8	2
350	у кого	1	2
351	как было	1	2
352	чтобы в	1	2
353	быть названа	1	2
354	я за	1	2
355	из двух	3	2
356	от текста	1	2
357	и другим	3	2
358	исходной ситуации	1	2
359	начинается с	5	2
360	в бою	3	2
361	на эту	1	2
362	роль в	2	2
363	в это	1	2
364	свою собственную	1	2
365	так например	3	2
366	на первый	3	2
367	первый взгляд	3	2
368	в котором	1	2
369	по тем	1	2
370	только как	1	2
371	это его	1	2
372	с другим	1	2
373	к своей	1	2
374	этой связи	1	2
375	между двумя	1	2
376	приходит к	1	2
377	на номер	1	2
378	так называемых	2	2
379	сказать что	4	2
380	и у	3	2
381	а сам	1	2
382	могло бы	1	2
383	путь от	1	2
384	идут в	1	2
385	его герой	1	2
386	для этой	3	2
387	к нему	3	2
388	дальний путь	1	2
389	не зная	1	2
390	это будет	1	2
391	первый раз	1	2
392	а и	3	2
393	целого а	1	2
394	на войну	1	2
395	и сама	1	2
396	с другими	2	2
397	не от	2	2
398	стремится к	1	2
399	и притом	1	2
400	но он	1	2
401	от тех	1	2
402	и некоторые	1	2
403	сами себе	1	2
404	и говорит	1	2
405	героя с	1	2
406	тому что	5	2
407	лишь на	2	2
408	в ряду	1	2
409	же касается	1	2
410	людей в	1	2
411	вопрос что	3	2
412	человека а	1	2
413	бы в	2	2
414	превращаясь в	1	2
415	не означает	2	2
416	данный момент	1	2
417	лишь при	1	2
418	и однако	1	2
419	с какой	1	2
420	села на	1	2
421	самому себе	1	2
422	кажется что	1	2
423	сюда же	5	2
424	бы они	2	2
425	на нем	3	2
426	одно и	1	2
427	всех других	2	2
428	а от	1	2
429	на свое	1	2
430	целом и	1	2
431	друг другу	1	2
432	и каждый	1	2
433	бы быть	1	2
434	и по	3	2
435	здесь мы	3	2
436	в него	1	2
437	случае это	1	2
438	нет не	1	2
439	герой не	2	2
440	и ее	5	2
441	где мы	1	2
442	однако и	1	2
443	та же	3	2
444	как с	1	2
445	героя в	5	2
446	на первом	1	2
447	из таких	2	2
448	и при	3	2
449	эти и	1	2
450	что они	5	2
451	есть и	4	2
452	основная задача	1	2
453	оно не	2	2
454	с этого	2	2
455	не более	1	2
456	легко и	1	2
457	одновременно с	1	2
458	если это	3	2
459	можно назвать	3	2
460	с ними	1	2
461	что такой	1	2
462	перед нами	14	2
463	это и	3	2
464	он же	1	2
465	и более	2	2
466	а если	4	2
467	диалог с	1	2
468	из этих	2	2
469	так чтобы	1	2
470	есть путь	1	2
471	для нее	1	2
472	или иных	1	2
473	да в	1	2
474	к исторической	1	2
475	и об	1	2
476	он как	1	2
477	от других	2	2
478	в совершенно	2	2
479	и наоборот	4	2
480	им в	1	2
481	но мы	3	2
482	мог бы	1	2
483	то для	1	2
484	из первых	2	2
485	то она	1	2
486	то как	2	2
487	с тех	1	2
488	пример в	1	2
489	этом случае	10	2
490	ответ на	2	2
491	ему в	1	2
492	на вопрос	2	2
493	в первый	1	2
494	мы имеем	19	2
495	бы на	1	2
496	сам себе	1	2
497	и где	1	2
498	реакция на	1	2
499	в последнем	3	2
500	о жизни	1	2
501	между собою	2	2
502	нас к	1	2
503	есть в	1	2
504	к концу	1	2
505	пока не	1	2
506	вследствие чего	1	2
507	а он	1	2
508	как все	1	2
509	но такой	1	2
510	в таком	1	2
511	в поле	5	2
512	могут служить	1	2
513	она не	2	2
514	его не	1	2
515	в ход	3	2
516	дело не	2	2
517	что касается	1	2
518	в нашей	1	2
519	как явление	1	2
520	к которой	1	2
521	в большинстве	3	2
522	собственно говоря	1	2
523	на это	1	2
524	этом и	1	2
525	которое в	1	2
526	тех или	1	2
527	в эти	1	2
528	может и	1	2
529	в лице	1	2
530	не можем	1	2
531	можно указать	3	2
532	совершается в	2	2
533	здесь этот	1	2
534	еще несколько	1	1
535	нет необходимости	7	1
536	всего это	3	1
537	является в	2	1
538	из такой	1	1
539	таких моментов	1	1
540	не единственный	1	1
541	сама собой	1	1
542	в момент	1	1
543	только что	3	1
544	наконец даже	1	1
545	которые не	1	1
546	за исключением	1	1
547	до него	1	1
548	и становятся	2	1
549	сверх того	1	1
550	дело с	1	1
551	в особый	1	1
552	на работу	2	1
553	а этой	1	1
554	в некоторых	4	1
555	мы получим	2	1
556	которое может	2	1
557	просит у	1	1
558	не меняет	2	1
559	которую он	1	1
560	более или	2	1
561	на свой	1	1
562	но все	4	1
563	к персонажу	1	1
564	и просто	1	1
565	ни одна	4	1
566	некоторые другие	1	1
567	имеет характер	1	1
568	вообще всякое	1	1
569	небо и	1	1
570	из самых	1	1
571	том или	1	1
572	элементов здесь	1	1
573	и превращение	1	1
574	свой вопрос	1	1
575	в собственном	3	1
576	их в	2	1
577	духа в	1	1
578	он отвечает	1	1
579	стремления к	1	1
580	лица в	1	1
581	является продолжением	1	1
582	прочим и	1	1
583	задачи в	4	1
584	за ней	2	1
585	а а	2	1
586	с этим	14	1
587	в дальний	1	1
588	рассказ о	1	1
589	ситуации в	1	1
590	ответить на	2	1
591	задним числом	1	1
592	некоторые из	3	1
593	чрезвычайно трудно	1	1
594	от исследователя	1	1
595	совершенно особое	1	1
596	нашего века	1	1
597	имеет в	1	1
598	но эти	3	1
599	на ее	1	1
600	а после	1	1
601	всегда так	1	1
602	уже было	1	1
603	точно и	1	1
604	сохраняет в	1	1
605	но они	2	1
606	последнем случае	3	1
607	победы над	1	1
608	отмечалось выше	1	1
609	втором случае	1	1
610	в различных	2	1
611	и когда	2	1
612	и те	1	1
613	не что	2	1
614	самого начала	1	1
615	момента в	1	1
616	и далее	1	1
617	и начинает	1	1
618	а другой	2	1
619	и три	1	1
620	рук и	1	1
621	убежден что	1	1
622	ср также	1	1
623	наряду с	7	1
624	предоставляется возможность	1	1
625	игру в	1	1
626	такая же	1	1
627	на него	4	1
628	и вдруг	1	1
629	это значит	1	1
630	первоначально это	1	1
631	типа а	1	1
632	следует и	1	1
633	что даже	1	1
634	в отдельных	3	1
635	не выводя	1	1
636	на котором	4	1
637	но так	2	1
638	проходит через	1	1
639	грань между	1	1
640	она имеет	1	1
641	герой и	4	1
642	не противоречит	1	1
643	то оно	1	1
644	как такового	2	1
645	после того	1	1
646	здесь нет	1	1
647	собой в	2	1
648	есть у	1	1
649	в состоянии	1	1
650	по затылку	1	1
651	в образе	6	1
652	из моментов	1	1
653	находится в	1	1
654	что при	3	1
655	в тот	1	1
656	братьев и	1	1
657	многих отношениях	1	1
658	мы находимся	1	1
659	простейший случай	1	1
660	вышел на	1	1
661	видит в	1	1
662	всеми другими	1	1
663	нас явления	1	1
664	чем в	2	1
665	как же	3	1
666	в горы	1	1
667	или не	3	1
668	в интересах	2	1
669	в которой	3	1
670	что там	2	1
671	исходит от	2	1
672	борьбы с	1	1
673	как по	1	1
674	с двумя	2	1
675	прежде чем	5	1
676	что за	1	1
677	это мы	2	1
678	с самого	1	1
679	но для	3	1
680	возвращается к	1	1
681	и хорошо	1	1
682	нашему изучению	1	1
683	и своего	1	1
684	тоской по	1	1
685	на пути	4	1
686	теми или	1	1
687	литературе и	1	1
688	между ними	1	1
689	дома в	2	1
690	также в	2	1
691	и она	1	1
692	большинстве случаев	3	1
693	между прочим	1	1
694	идет по	2	1
695	о которых	1	1
696	больше всего	1	1
697	лишь для	1	1
698	например как	1	1
699	см ниже	2	1
700	для общего	1	1
701	в эту	1	1
702	она становится	1	1
703	в других	5	1
704	подобных случаях	4	1
705	сих пор	1	1
706	чтобы его	2	1
707	вопроса о	3	1
708	лицо которое	3	1
709	имеет ничего	1	1
710	какой степени	1	1
711	мы можем	5	1
712	системе и	1	1
713	составных частей	1	1
714	это совершенно	1	1
715	я тебе	1	1
716	мы уже	4	1
717	сама природа	1	1
718	все остальные	1	1
719	героем как	1	1
720	следует считаться	1	1
721	и дети	1	1
722	в рассказе	1	1
723	для тех	1	1
724	является его	1	1
725	из ряда	3	1
726	как объект	1	1
727	героя хотя	1	1
728	поставить на	1	1
729	и определяет	1	1
730	к композиции	1	1
731	кто же	1	1
732	вспомним что	1	1
733	лишь один	1	1
734	является одним	1	1
735	даже не	3	1
736	была не	1	1
737	также не	1	1
738	образом если	2	1
739	для наших	3	1
740	уже отмечалось	1	1
741	как один	1	1
742	он представляет	1	1
743	когда мы	1	1
744	с большой	2	1
745	пример если	1	1
746	показать что	4	1
747	он вдруг	1	1
748	это делает	1	1
749	о его	4	1
750	приводят к	3	1
751	нем говорится	1	1
752	ее а	1	1
753	столба с	1	1
754	орла на	1	1
755	показал в	1	1
756	и была	1	1
757	другой не	2	1
758	например о	1	1
759	чаще всего	11	1
760	если герой	4	1
761	независимо от	4	1
762	всех этих	1	1
763	выступает за	1	1
764	что этот	2	1
765	в один	3	1
766	в одну	2	1
767	он должен	3	1
768	начальную ситуацию	5	1
769	еще одно	1	1
770	что до	2	1
771	он говорил	1	1
772	как возвращение	1	1
773	он или	1	1
774	жизненных явлений	1	1
775	нет а	1	1
776	формы не	1	1
777	ее появления	1	1
778	до сих	1	1
779	и этот	2	1
780	и здесь	7	1
781	без такого	2	1
782	для каждой	3	1
783	предметы и	3	1
784	его из	1	1
785	путь героя	1	1
786	его с	1	1
787	с такой	1	1
788	материала но	2	1
789	и менее	1	1
790	представляют собой	16	1
791	что это	3	1
792	здесь для	1	1
793	будет сказано	1	1
794	в живых	3	1
795	их как	2	1
796	и делает	1	1
797	он лишь	1	1
798	за это	1	1
799	не могут	7	1
800	ниже в	2	1
801	мотив в	1	1
802	собой и	1	1
803	иметь в	1	1
804	камень под	1	1
805	более широкого	1	1
806	как при	1	1
807	но вот	2	1
808	не делает	1	1
809	и действительно	1	1
810	к разработке	1	1
811	есть нечто	3	1
812	войну а	1	1
813	это время	1	1
814	является функцией	2	1
815	состоит из	3	1
816	и герой	1	1
817	никто не	4	1
818	что иное	2	1
819	и были	1	1
820	в которых	2	1
821	к героям	1	1
822	ключом к	1	1
823	о котором	1	1
824	том как	2	1
825	к другому	2	1
826	путь за	1	1
827	то здесь	3	1
828	этот канон	1	1
829	они по	1	1
830	так уже	1	1
831	всех подобных	1	1
832	на самого	1	1
833	все персонажи	2	1
834	типа все	1	1
835	что мы	2	1
836	те ситуации	1	1
837	это явление	5	1
838	в круг	2	1
839	где есть	1	1
840	бы по	1	1
841	можно лишь	2	1
842	не должно	1	1
843	это все	1	1
844	героем и	1	1
845	в новой	1	1
846	в середине	2	1
847	но подобно	1	1
848	те или	1	1
849	именно на	1	1
850	значение для	1	1
851	ощущается как	2	1
852	они все	1	1
853	на основании	1	1
854	целый ряд	3	1
855	ни были	1	1
856	более и	1	1
857	не ощущается	1	1
858	в каком	2	1
859	затруднительное положение	1	1
860	что здесь	1	1
861	и там	1	1
862	его если	1	1
863	ее не	1	1
864	функционирует как	1	1
865	если мы	6	1
866	же сказка	1	1
867	для изучения	1	1
868	самого в	1	1
869	в текстах	1	1
870	характера и	1	1
871	на этот	2	1
872	не стоит	1	1
873	мать и	1	1
874	у которого	1	1
875	собственному усмотрению	1	1
876	же он	1	1
877	другого и	2	1
878	с того	3	1
879	в другое	1	1
880	бою и	1	1
881	высшей степени	1	1
882	к началу	4	1
883	героя при	1	1
884	об их	1	1
885	или просто	2	1
886	служит в	1	1
887	постольку поскольку	1	1
888	с известными	1	1
889	ничем не	2	1
890	о помощи	3	1
891	многих других	2	1
892	что несмотря	1	1
893	сам он	3	1
894	того как	2	1
895	в последней	1	1
896	который может	3	1
897	как особого	2	1
898	всего мира	1	1
899	материала и	1	1
900	на что	1	1
901	внешний облик	1	1
902	или с	3	1
903	все это	2	1
904	вытекающее из	1	1
905	другого но	1	1
906	силу и	1	1
907	из форм	1	1
908	слова а	1	1
909	к месту	3	1
910	слова не	1	1
911	отступление от	1	1
912	в виде	3	1
913	мы вновь	1	1
914	в таких	3	1
915	что ни	2	1
916	материал для	1	1
917	или в	6	1
918	начала в	1	1
919	существу мысль	1	1
920	сын и	1	1
921	над врагом	1	1
922	но эта	1	1
923	это еще	2	1
924	но впоследствии	1	1
925	исходят из	2	1
926	вообще не	2	1
927	случае не	4	1
928	за которым	2	1
929	герою найти	1	1
930	говорят о	1	1
931	а их	1	1
932	да нам	1	1
933	живой и	2	1
934	перейти к	2	1
935	на одном	1	1
936	на все	1	1
937	и со	1	1
938	один и	1	1
939	по его	1	1
940	мы находим	1	1
941	только и	1	1
942	нисколько не	1	1
943	войти в	1	1
944	это было	3	1
945	трансформаций в	1	1
946	с другом	1	1
947	или менее	2	1
948	чего в	1	1
949	в одной	2	1
950	не все	6	1
951	герой как	1	1
952	земному шару	1	1
953	этих двух	1	1
954	что эти	3	1
955	вопрос не	2	1
956	бы во	1	1
957	и эти	1	1
958	стороны у	1	1
959	и сила	1	1
960	что от	1	1
961	как ни	1	1
962	часто встречается	1	1
963	значимости для	1	1
964	в наши	2	1
965	в самых	2	1
966	во избежание	2	1
967	строится как	1	1
968	где я	1	1
969	уже только	1	1
970	задаваясь вопросом	1	1
971	обстоит дело	1	1
972	вопрос как	3	1
973	требуют от	1	1
974	быть и	2	1
975	есть всегда	1	1
976	к тем	1	1
977	обнаруживается что	1	1
978	и их	3	1
979	оказывается что	1	1
980	конечно в	1	1
981	лишь как	1	1
982	ниже и	1	1
983	как то	2	1
984	и всякая	1	1
985	было указано	1	1
986	но то	1	1
987	с различными	1	1
988	к ней	3	1
989	и вне	3	1
990	в плане	1	1
991	дух в	1	1
992	предмет его	1	1
993	все тем	1	1
994	в высшей	1	1
995	эту мысль	1	1
996	это означает	1	1
997	же можно	3	1
998	может как	1	1
999	момент в	2	1
1000	что данная	1	1
1001	можно будет	3	1
1002	в создании	1	1
1003	персонажей как	1	1
1004	не хватает	4	1
1005	что количество	1	1
1006	невозможно да	1	1
1007	быть выражено	1	1
1008	иное как	2	1
1009	в камень	1	1
1010	походило на	1	1
