N	2gram	Potebnia_M	Marksizm
596	в жизни	5	2
597	его на	3	2
598	бы стать	1	2
599	к самому	1	2
600	в собственном	4	2
601	их в	2	2
602	а именно	1	2
603	может существовать	1	2
604	языка по	2	2
605	своего выражения	1	2
606	отличается от	1	2
607	языка то	4	2
608	так например	5	2
609	начнем с	4	2
610	следующее в	2	2
611	происхождении языка	7	2
612	перестает быть	3	2
613	восприятия и	3	2
614	во все	2	2
615	было в	1	2
616	чувствует себя	1	2
617	два члена	1	2
618	она могла	2	2
619	значение то	1	2
620	всего этого	1	2
621	и другой	1	2
622	сознания в	2	2
623	же касается	1	2
624	слова при	1	2
625	а между	5	2
626	тем самым	6	2
627	почти совершенно	1	2
628	не совпадает	1	2
629	не вполне	1	2
630	то как	1	2
631	не что	2	2
632	чтобы показать	2	2
633	соприкасается с	1	2
634	в прошлом	1	2
635	из виду	2	2
636	но ни	1	2
637	к ним	3	2
638	же так	1	2
639	по которым	2	2
640	ее как	1	2
641	на него	6	2
642	иначе и	1	2
643	можем сказать	1	2
644	мы тем	1	2
645	на предмет	2	2
646	от них	2	2
647	в противном	3	2
648	какой степени	1	2
649	от себя	2	2
650	что само	4	2
651	распадается на	1	2
652	этой системы	1	2
653	голоса и	1	2
654	крайней мере	6	2
655	своего развития	1	2
656	и во	6	2
657	и весь	3	2
658	видели что	2	2
659	ее и	1	2
660	что язык	18	2
661	мышления и	1	2
662	приблизиться к	1	2
663	никакой связи	1	2
664	которое он	2	2
665	слова является	1	2
666	это будет	5	2
667	об одном	1	2
668	в состоянии	5	2
669	быть в	1	2
670	есть его	1	2
671	всех остальных	1	2
672	нашего вопроса	1	2
673	внутренней и	1	2
674	отношения к	2	2
675	такова в	1	2
676	после этого	2	2
677	и за	1	2
678	для них	2	2
679	противоречие между	1	2
680	бы что	2	2
681	эта форма	1	2
682	тому же	1	2
683	и притом	6	2
684	говорит он	4	2
685	организма в	1	2
686	но он	3	2
687	ее от	1	2
688	на которое	2	2
689	что его	2	2
690	из представителей	2	2
691	же как	1	2
692	между прочим	5	2
693	а просто	1	2
694	зрения и	7	2
695	должно было	1	2
696	его жизни	1	2
697	себе и	2	2
698	а только	8	2
699	в чем	6	2
700	звука и	9	2
701	что как	4	2
702	остается в	1	2
703	здесь как	1	2
704	именно как	1	2
705	могли бы	4	2
706	но можно	1	2
707	о происхождении	8	2
708	если оно	1	2
709	только путем	1	2
710	мысль и	1	2
711	эти слова	1	2
712	еще только	2	2
713	ту же	1	2
714	совсем не	1	2
715	бы они	2	2
716	не могла	2	2
717	но только	2	2
718	зрения так	1	2
719	этом смысле	4	2
720	в нее	4	2
721	совершенно справедливо	2	2
722	сравнительно с	5	2
723	когда мы	4	2
724	этот предмет	1	2
725	его как	1	2
726	друг другу	4	2
727	в первой	1	2
728	не то	3	2
729	образом в	5	2
730	в общем	1	2
731	круг предметов	1	2
732	во время	5	2
733	всех этих	2	2
734	языка совершенно	1	2
735	собственном смысле	2	2
736	а потому	14	2
737	все в	2	2
738	та же	1	2
739	оно и	4	2
740	как с	1	2
741	к одной	3	2
742	которые он	1	2
743	понимания с	1	2
744	была бы	3	2
745	ли нужно	1	2
746	тоже только	1	2
747	поэтому в	1	2
748	от общего	2	2
749	и объективного	2	2
750	быть сведены	1	2
751	слова мы	3	2
752	из сказанного	1	2
753	оно не	4	2
754	сами по	8	2
755	мы понимаем	1	2
756	которых и	2	2
757	то на	4	2
758	между которыми	1	2
759	заключается в	3	2
760	содержание и	1	2
761	прибавить еще	1	2
762	вовсе нет	1	2
763	общий характер	1	2
764	языку не	1	2
765	звука а	2	2
766	одно слово	1	2
767	имеет дело	2	2
768	превращаются в	1	2
769	не делает	1	2
770	времени не	1	2
771	живой речи	1	2
772	свой собственный	1	2
773	при более	1	2
774	и так	1	2
775	никто не	3	2
776	явлений и	3	2
777	себя и	3	2
778	бы не	11	2
779	понимания в	1	2
780	из языка	1	2
781	чтобы убедиться	2	2
782	по крайней	6	2
783	самое это	1	2
784	а язык	1	2
785	случае оно	2	2
786	перейти в	1	2
787	где нет	1	2
788	что мы	11	2
789	что самое	2	2
790	и если	6	2
791	и поэтому	2	2
792	явления и	1	2
793	быть не	7	2
794	тех пор	2	2
795	для нее	4	2
796	систему как	1	2
797	и вся	1	2
798	эта мысль	3	2
799	говорящий и	1	2
800	ни были	3	2
801	друг от	3	2
802	каждый из	1	2
803	на которые	1	2
804	известной степени	1	2
805	не совсем	3	2
806	принадлежит к	1	2
807	значение имеет	1	2
808	жизни языка	1	2
809	их с	1	2
810	лучше всего	1	2
811	в сознании	8	2
812	притом так	1	2
813	какие бы	1	2
814	в самой	5	2
815	он должен	2	2
816	уже с	2	2
817	жизни но	2	2
818	к лицу	1	2
819	им как	2	2
820	языке может	1	2
821	их к	2	2
822	положительного и	1	2
823	зависит от	6	2
824	б мы	3	2
825	совершенно иначе	1	2
826	одна и	1	2
827	не без	2	2
828	будет ли	1	2
829	о нем	1	2
830	что с	3	2
831	мы совершенно	1	2
832	и всегда	3	2
833	лицом к	1	2
834	же не	2	2
835	возможно только	6	2
836	свои мысли	1	2
837	в г	2	2
838	но с	3	2
839	от друга	3	2
840	то к	1	2
841	существует как	1	2
842	виду что	2	2
843	это возможно	1	2
844	в определении	2	2
845	указывает на	2	2
846	между собою	10	2
847	сама по	4	2
848	словом и	2	2
849	один момент	1	2
850	виде в	1	2
851	есть в	4	2
852	язык и	6	2
853	противном случае	3	2
854	она по	1	2
855	и могут	1	2
856	остановимся на	3	2
857	по его	7	2
858	впечатления от	2	2
859	первой части	1	2
860	это было	3	2
861	но уже	2	2
862	пока не	1	2
863	на его	1	2
864	для которого	1	2
865	это так	1	2
866	что эти	1	2
867	искать в	3	2
868	до тех	1	2
869	эти последние	3	2
870	то не	5	2
871	его не	3	2
872	и ни	1	2
873	не по	4	2
874	остаются вне	2	2
875	природы как	1	2
876	их взаимодействия	1	2
877	для кого	2	2
878	во второй	1	2
879	не находит	2	2
880	если язык	1	2
881	речи это	1	2
882	оно должно	5	2
883	только по	5	2
884	этом и	1	2
885	ее из	1	2
886	выводить из	1	2
887	иное как	2	2
888	же может	1	2
889	времена и	1	2
890	которой мы	3	2
891	само по	6	2
892	внутреннюю жизнь	1	2
893	сведены к	1	2
894	без помощи	1	2
895	грамматикой и	1	1
896	чтобы легче	1	1
897	с которыми	3	1
898	что один	1	1
899	стать в	1	1
900	души уже	1	1
901	представителей этой	1	1
902	произвол при	1	1
903	звукового языка	1	1
904	его действия	1	1
905	зрения на	1	1
906	говоря уже	1	1
907	этого в	2	1
908	что почти	1	1
909	по временам	1	1
910	на эти	1	1
911	здесь именно	1	1
912	этого направления	1	1
913	почва для	1	1
914	язык а	1	1
915	например голода	1	1
916	народов и	1	1
917	роль и	1	1
918	которые не	5	1
919	языка что	2	1
920	нем в	1	1
921	углубляться в	1	1
922	всех случаях	1	1
923	ровно ничего	1	1
924	и имеет	1	1
925	случае мы	1	1
926	себе никакого	1	1
927	в определенное	1	1
928	заключение в	2	1
929	звук в	2	1
930	может здесь	1	1
931	случае не	1	1
932	с необходимостью	1	1
933	не имеющее	1	1
934	может служить	2	1
935	или нет	3	1
936	примыкает к	1	1
937	не зависит	1	1
938	рядом и	1	1
939	в некоторых	4	1
940	какой форме	1	1
941	но тем	6	1
942	или быть	1	1
943	от особенностей	1	1
944	только отдельные	2	1
945	может так	1	1
946	объяснить его	1	1
947	не нашел	1	1
948	одно из	5	1
949	его от	2	1
950	заключенные в	1	1
951	вошло в	1	1
952	близки к	2	1
953	бы с	2	1
954	раскрывается в	1	1
955	говорить что	1	1
956	из ее	1	1
957	не сказать	1	1
958	же эти	1	1
959	этой последней	2	1
960	это определение	2	1
961	ни одна	2	1
962	и сам	1	1
963	образом что	2	1
964	как одна	1	1
965	и внутри	1	1
966	равно как	1	1
967	существуют и	1	1
968	каким образом	3	1
969	мысль о	8	1
970	значении и	1	1
971	доказывает что	3	1
972	и им	1	1
973	к другим	3	1
974	и связанные	1	1
975	том каким	1	1
976	развития но	1	1
977	сознанием и	1	1
978	всех тех	1	1
979	нашего знания	1	1
980	всегда в	1	1
981	что по	3	1
982	приходит в	1	1
983	притом в	1	1
984	кроме самого	1	1
985	понимания слова	1	1
986	дает слову	1	1
987	знаков из	1	1
988	нужно чтобы	1	1
989	он произносит	1	1
990	они ни	2	1
991	только для	7	1
992	собою разумеется	1	1
993	в природе	11	1
994	как более	1	1
995	человека есть	1	1
996	когда в	3	1
997	свою собственную	1	1
998	как только	1	1
999	нам его	1	1
1000	где оно	2	1
1001	понимание и	1	1
1002	и нет	1	1
1003	всякого рода	1	1
1004	а вместе	7	1
1005	для выражения	1	1
1006	теперь он	1	1
1007	в переносном	1	1
1008	деятельность человека	1	1
1009	природы в	2	1
1010	нам не	2	1
1011	собою не	1	1
1012	рассказ о	1	1
1013	жизни все	2	1
1014	языка о	1	1
1015	других или	1	1
1016	ее к	1	1
1017	из других	1	1
1018	которые мы	7	1
1019	не могли	2	1
1020	то это	8	1
1021	и такие	1	1
1022	будет для	1	1
1023	как та	1	1
1024	раз и	1	1
1025	это последнее	6	1
1026	и истина	1	1
1027	связанных с	1	1
1028	познания и	2	1
1029	не простое	1	1
1030	в сознание	2	1
1031	в противоположность	2	1
1032	органическое единство	1	1
1033	имеет в	1	1
1034	мы признаем	1	1
1035	ни по	2	1
1036	языка от	1	1
1037	но даже	2	1
1038	и первыми	1	1
1039	не должен	1	1
1040	продолжает жить	1	1
1041	бы из	1	1
1042	но во	3	1
1043	другое значение	1	1
1044	но то	1	1
1045	и дают	1	1
1046	поэтому если	1	1
1047	этого языка	2	1
1048	и должна	1	1
1049	во многих	5	1
1050	но или	1	1
1051	не всегда	2	1
1052	уже о	1	1
1053	можем назвать	1	1
1054	их не	2	1
1055	характер они	1	1
1056	существенное значение	1	1
1057	души но	4	1
1058	об отношении	3	1
1059	принадлежит именно	1	1
1060	бы их	2	1
1061	увидим что	4	1
1062	может еще	2	1
1063	самим языком	1	1
1064	будет звук	1	1
1065	втором случае	1	1
1066	содержание в	1	1
1067	принадлежать только	1	1
1068	этим не	1	1
1069	этой речи	1	1
1070	звуком и	4	1
1071	не замечается	1	1
1072	их отношения	1	1
1073	явление значит	1	1
1074	от своей	1	1
1075	природы но	3	1
1076	от наблюдения	1	1
1077	определение языка	1	1
1078	самый звук	2	1
1079	языке таким	1	1
1080	говорит гумбольдт	4	1
1081	от субъективного	1	1
1082	указания на	5	1
1083	за другом	1	1
1084	убедиться в	1	1
1085	его собственной	1	1
1086	на ней	4	1
1087	друг на	2	1
1088	рядом таких	1	1
1089	нам что	1	1
1090	внутреннего опыта	1	1
1091	есть непрерывный	1	1
1092	известным образом	2	1
1093	направленного на	1	1
1094	с такою	2	1
1095	своего языка	2	1
1096	которого они	1	1
1097	из данного	1	1
1098	языка таким	1	1
1099	жизни как	1	1
1100	затем в	1	1
1101	физиологическим и	1	1
1102	так все	1	1
1103	образом как	1	1
1104	конечно если	1	1
1105	к которому	5	1
1106	можно понимать	1	1
1107	от физиологических	1	1
1108	он служит	1	1
1109	может совершиться	1	1
1110	без того	1	1
1111	из сил	2	1
1112	язык во	2	1
1113	не логика	1	1
1114	ли такое	1	1
1115	какие только	1	1
1116	воли и	1	1
1117	что содержание	1	1
1118	что именно	2	1
1119	языка уже	1	1
1120	приближаются к	2	1
1121	из самой	1	1
1122	по поводу	7	1
1123	времени а	1	1
1124	ее член	1	1
1125	явлений с	1	1
1126	действительное бытие	1	1
1127	на котором	1	1
1128	и определенность	2	1
1129	уже по	2	1
1130	и совершается	1	1
1131	в движении	2	1
1132	вопрос и	1	1
1133	следует еще	1	1
1134	она есть	3	1
1135	их жизни	1	1
1136	и субъективная	1	1
1137	на каждое	2	1
1138	или лучше	1	1
1139	в заключение	1	1
1140	что имеет	2	1
1141	мысли ни	1	1
1142	быть с	1	1
1143	та и	1	1
1144	той степени	1	1
1145	может обойтись	2	1
1146	себе самом	1	1
1147	представить себе	3	1
1148	несколько слов	1	1
1149	выводится из	1	1
1150	слово должно	1	1
1151	то вопрос	1	1
1152	только не	2	1
1153	или наоборот	1	1
1154	мы примем	1	1
1155	то очевидно	1	1
1156	в образовании	1	1
1157	своей конкретной	1	1
1158	и мы	1	1
1159	нами не	2	1
1160	то оно	3	1
1161	быть выражены	1	1
1162	единство поэтому	1	1
1163	так можно	1	1
1164	менее в	2	1
1165	после того	3	1
1166	он от	1	1
1167	которая как	1	1
1168	быть названа	1	1
1169	не останется	1	1
1170	животного организма	1	1
1171	где начинается	1	1
1172	человеческой речи	6	1
1173	на том	2	1
1174	такого рода	1	1
1175	внимание на	3	1
1176	следует сказать	2	1
1177	притом не	5	1
1178	чем-то внешним	1	1
1179	слово только	1	1
1180	прийти к	1	1
1181	а и	5	1
1182	данного содержания	2	1
1183	нельзя в	3	1
1184	процесс возникновения	1	1
1185	но слово	2	1
1186	восприятие в	1	1
1187	сущность дела	2	1
1188	латинский язык	1	1
1189	что несмотря	1	1
1190	человека во	1	1
1191	это изменение	1	1
1192	значением слова	2	1
1193	это слово	1	1
1194	свет и	5	1
1195	другого слова	2	1
1196	высокую степень	1	1
1197	внешнего мира	3	1
1198	какие мы	1	1
1199	и развития	2	1
1200	не была	2	1
1201	существует только	2	1
1202	понимания но	1	1
1203	мы на	1	1
1204	бы только	2	1
1205	это зависит	1	1
1206	мы выражаем	1	1
1207	или не	3	1
1208	сущность языка	1	1
1209	в разные	2	1
1210	от тех	1	1
1211	только ради	1	1
1212	но чувство	1	1
1213	его должно	1	1
1214	но совершенно	2	1
1215	мысли к	2	1
1216	звеном между	1	1
1217	не нуждается	2	1
1218	что история	1	1
1219	во внимание	4	1
1220	которое в	1	1
1221	на себя	1	1
1222	быть только	7	1
1223	объективного отношения	2	1
1224	из пределов	1	1
1225	этих наук	1	1
1226	давая ему	1	1
1227	развития как	1	1
1228	взятые в	1	1
1229	ничего и	1	1
1230	может в	1	1
1231	я и	1	1
1232	человек и	1	1
1233	мы предполагаем	1	1
1234	же оно	1	1
1235	что нельзя	2	1
1236	как во	2	1
1237	человек в	1	1
1238	прибавить что	2	1
1239	есть та	1	1
1240	долго и	1	1
1241	в мире	3	1
1242	мысли мы	2	1
1243	место и	1	1
1244	язык представляется	1	1
1245	но когда	1	1
1246	сделать его	2	1
1247	характер но	1	1
1248	а его	3	1
1249	не исключительно	1	1
1250	ни конца	1	1
1251	уже давно	1	1
1252	выше мы	2	1
1253	представляется нам	4	1
1254	о которых	5	1
1255	применить к	1	1
1256	мы делаем	1	1
1257	в себя	2	1
1258	людьми и	2	1
1259	для новой	1	1
1260	и всякого	1	1
1261	а понимание	1	1
1262	в эту	2	1
1263	могло бы	4	1
1264	под влиянием	10	1
1265	не иначе	4	1
1266	и понимание	3	1
1267	то эти	1	1
1268	он себя	1	1
1269	замечаем что	1	1
1270	вопроса о	2	1
1271	из другого	1	1
1272	на которую	3	1
1273	под конец	1	1
1274	всякое понимание	1	1
1275	смешиваются в	1	1
1276	словом это	1	1
1277	слова то	2	1
1278	и быть	1	1
1279	сознания а	1	1
1280	языка поэтому	1	1
1281	при полной	1	1
1282	системе и	1	1
1283	на этом	3	1
1284	к слову	1	1
1285	но между	1	1
1286	этим путем	1	1
1287	предполагает что	1	1
1288	речи каждый	1	1
1289	мысли до	1	1
1290	очень часто	1	1
1291	в наше	1	1
1292	независим от	1	1
1293	этот звук	4	1
1294	близко к	1	1
1295	с какой	1	1
1296	не связанных	1	1
1297	одни формы	1	1
1298	объясняется и	1	1
1299	его внутренней	1	1
1300	же языка	1	1
1301	понимать и	1	1
1302	в ответ	1	1
1303	язык на	1	1
1304	анализом и	1	1
1305	и различных	1	1
