N	2gram	Vinokur_St	VeschiIm
178	или иначе	3	6
179	дело в	9	6
180	и другое	1	6
181	между ними	1	6
182	если я	1	6
183	в нем	9	6
184	и вообще	5	6
185	так или	3	6
186	что является	1	6
187	должны быть	4	6
188	одно и	1	6
189	можно было	14	6
190	этот вопрос	6	6
191	когда мы	1	6
192	как мы	1	6
193	жизни и	6	6
194	независимо от	1	6
195	ведь и	3	6
196	и все	3	6
197	никогда не	7	6
198	больше того	1	6
199	все что	1	5
200	как это	6	5
201	в настоящем	1	5
202	один из	1	5
203	и здесь	2	5
204	даже и	2	5
205	как к	3	5
206	тогда когда	1	5
207	а есть	1	5
208	как о	2	5
209	вместе с	5	5
210	да и	4	5
211	себе в	2	5
212	чем же	1	5
213	быть не	2	5
214	те или	2	5
215	и когда	1	5
216	нет и	1	5
217	это что	1	5
218	точка зрения	1	5
219	того же	4	5
220	о ней	1	5
221	только не	2	5
222	во всех	8	5
223	что у	8	5
224	в его	19	5
225	хотя и	4	5
226	а это	1	5
227	как можно	2	5
228	мы находим	4	5
229	от всех	1	5
230	в которой	13	5
231	но совершенно	1	5
232	на себя	3	5
233	то это	3	5
234	и без	4	5
235	как она	1	5
236	е не	2	5
237	между прочим	10	5
238	об этом	9	5
239	должен быть	3	5
240	кроме того	3	5
241	действительности и	1	5
242	чтобы было	1	5
243	быть и	2	5
244	то или	3	5
245	на это	2	5
246	что для	4	5
247	но тогда	1	5
248	же это	3	5
249	для этого	2	5
250	в каком-то	2	5
251	в чисто	2	5
252	в особенности	1	4
253	и от	2	4
254	еще более	5	4
255	с самим	1	4
256	сам по	1	4
257	говорит о	5	4
258	о которой	3	4
259	говорить что	1	4
260	более или	2	4
261	есть в	2	4
262	если это	3	4
263	то время	2	4
264	или другие	1	4
265	с ними	1	4
266	то как	1	4
267	том как	4	4
268	с этим	6	4
269	во всяком	8	4
270	его и	1	4
271	не существует	4	4
272	в основе	4	4
273	и более	4	4
274	в котором	11	4
275	нельзя было	1	4
276	того чтобы	15	4
277	так чтобы	1	4
278	но то	1	4
279	не быть	1	4
280	вы говорите	1	4
281	о них	3	4
282	отношении к	3	4
283	же время	5	4
284	так же	7	4
285	при помощи	4	4
286	так то	1	4
287	из истории	3	4
288	на него	3	4
289	что все	3	4
290	что именно	2	4
291	тут же	1	4
292	имени к	1	4
293	нею и	1	4
294	тот же	2	4
295	не то	1	4
296	то в	3	4
297	может не	2	4
298	и вот	1	4
299	в качестве	7	4
300	и всем	1	4
301	себя самого	1	4
302	так и	15	4
303	в их	3	4
304	и притом	1	4
305	каком случае	1	4
306	в конце	5	4
307	судить о	1	4
308	время как	2	4
309	что только	2	4
310	или менее	2	4
311	и у	2	4
312	мы можем	1	4
313	на этом	1	4
314	не было	7	4
315	что вы	1	4
316	я должен	1	4
317	в и	143	4
318	дело не	4	4
319	он не	11	4
320	но только	2	4
321	и сам	4	4
322	только то	1	4
323	по своей	2	4
324	в этой	13	4
325	отношение к	3	4
326	к ней	1	4
327	и о	4	4
328	на ее	1	3
329	была бы	10	3
330	случае не	3	3
331	что то	2	3
332	из которых	1	3
333	я могу	1	3
334	из того	2	3
335	остановиться на	1	3
336	другой стороны	9	3
337	нет никакого	3	3
338	в своих	2	3
339	я имею	1	3
340	сами по	2	3
341	если не	4	3
342	но все	9	3
343	ни о	1	3
344	заключается в	5	3
345	допустим что	2	3
346	если он	1	3
347	отношения к	2	3
348	вещей в	1	3
349	состоит из	1	3
350	как в	15	3
351	не имеет	5	3
352	от его	2	3
353	к тому	9	3
354	перед нами	1	3
355	от этого	2	3
356	к данной	1	3
357	но оно	1	3
358	действительности в	1	3
359	ни к	1	3
360	не является	5	3
361	чтобы и	1	3
362	чем мы	1	3
363	было в	2	3
364	применении к	3	3
365	оба эти	4	3
366	принципиально не	1	3
367	но даже	1	3
368	одной стороны	2	3
369	вот почему	1	3
370	у меня	3	3
371	из его	3	3
372	в потенции	1	3
373	только один	1	3
374	только на	1	3
375	чтобы она	1	3
376	говорит что	4	3
377	превращается в	2	3
378	а только	1	3
379	в истории	5	3
380	тогда как	1	3
381	и во	3	3
382	но именно	3	3
383	не все	3	3
384	только с	4	3
385	казалось бы	1	3
386	не мог	3	3
387	вопроса о	3	3
388	в другом	5	3
389	к нему	2	3
390	об их	1	3
391	что ему	2	3
392	различие между	1	3
393	на язык	1	3
394	свидетельствует о	2	3
395	с одной	3	3
396	но еще	1	3
397	бы на	1	3
398	имеем дело	2	3
399	нет это	2	3
400	или иную	1	3
401	как нечто	1	3
402	бы что	3	3
403	у него	3	3
404	в виде	3	3
405	есть еще	1	3
406	всех прочих	1	3
407	но он	5	3
408	или в	1	3
409	у всех	1	3
410	быть ни	1	3
411	по существу	3	3
412	вот это	1	3
413	же как	5	3
414	и понимания	1	3
415	этого вопроса	3	3
416	но уже	1	3
417	я приведу	1	3
418	свое выражение	2	3
419	тем более	4	3
420	той или	1	3
421	ему не	3	3
422	этих двух	4	3
423	к одному	1	3
424	выражение в	2	3
425	но как	1	3
426	и эти	2	3
427	а с	6	3
428	ту или	1	3
429	с какой	1	3
430	является и	1	3
431	оно содержит	1	3
432	в частности	6	3
433	не относится	1	3
434	на меня	2	3
435	нужно было	2	3
436	в науке	1	3
437	чего же	1	3
438	это может	1	3
439	что из	1	3
440	для того	15	3
441	могла бы	1	3
442	а тем	1	3
443	я в	1	3
444	однако в	1	3
445	или о	2	3
446	из этого	1	3
447	бы ни	3	3
448	ли в	3	3
449	можно с	1	3
450	в целом	5	3
451	не к	2	3
452	к другому	1	3
453	а я	1	3
454	какого бы	1	2
455	и к	5	2
456	не так	2	2
457	и другие	3	2
458	является в	1	2
459	а потому	2	2
460	во втором	5	2
461	и возможно	1	2
462	и уже	3	2
463	которая была	3	2
464	я уже	3	2
465	еще раз	1	2
466	можно говорить	1	2
467	и этот	1	2
468	и на	7	2
469	же и	4	2
470	например что	1	2
471	то есть	2	2
472	самого себя	1	2
473	на анализе	1	2
474	и который	3	2
475	бы даже	1	2
476	связан с	3	2
477	и кто	1	2
478	в применении	3	2
479	тому что	8	2
480	и дает	1	2
481	и совершенно	1	2
482	которым они	1	2
483	о чем	4	2
484	нужно сказать	6	2
485	никто ничего	1	2
486	каких условиях	1	2
487	не как	2	2
488	а затем	1	2
489	поэтому в	4	2
490	говорите что	1	2
491	одно из	3	2
492	не годится	1	2
493	не столько	6	2
494	и делает	1	2
495	его от	1	2
496	с собой	1	2
497	но нужно	1	2
498	не на	3	2
499	вопроса но	1	2
500	превращая его	1	2
501	конечно и	5	2
502	отличаются от	1	2
503	в первом	2	2
504	чтобы не	1	2
505	с ней	1	2
506	следовательно в	1	2
507	в россии	7	2
508	именно в	8	2
509	это выражение	1	2
510	исходить из	1	2
511	тем самым	2	2
512	как не	1	2
513	к его	2	2
514	себе совершенно	1	2
515	кем и	2	2
516	и так	3	2
517	в одно	1	2
518	в слове	5	2
519	не знать	1	2
520	другое дело	3	2
521	почти все	2	2
522	о котором	2	2
523	в это	3	2
524	которую я	1	2
525	иметь никакого	1	2
526	а что	1	2
527	свое время	3	2
528	только одно	1	2
529	говорится о	1	2
530	итак если	1	2
531	нужно ли	1	2
532	нас не	3	2
533	тем или	3	2
534	которые мы	1	2
535	или вернее	1	2
536	прочим и	1	2
537	той и	1	2
538	что мне	1	2
539	чем то	1	2
540	на основе	1	2
541	но эти	2	2
542	это только	1	2
543	и другой	1	2
544	нечто целое	1	2
545	относится не	1	2
546	хотя это	2	2
547	бы только	2	2
548	чего не	1	2
549	но о	1	2
550	со всей	1	2
551	но они	3	2
552	быть никакого	1	2
553	очень хорошо	2	2
554	имеет никакого	1	2
555	себе и	1	2
556	конечно не	2	2
557	не вполне	1	2
558	чем не	2	2
559	самого же	2	2
560	на более	1	2
561	что здесь	2	2
562	каждой из	1	2
563	на две	1	2
564	в данной	2	2
565	между собой	1	2
566	тем же	3	2
567	когда и	1	2
568	том чтобы	1	2
569	словами не	1	2
570	именно так	1	2
571	быть в	2	2
572	исходит из	1	2
573	совсем другое	1	2
574	здесь не	1	2
575	в свой	2	2
576	с его	3	2
577	он сам	1	2
578	к этому	4	2
579	всяком случае	8	2
580	у них	1	2
581	к этим	1	2
582	отношении есть	1	2
583	только о	1	2
584	бы его	1	2
585	точку зрения	3	2
586	едва ли	1	2
587	меня не	2	2
588	той же	5	2
589	ближе к	1	2
590	и такой	1	2
591	в свое	3	2
592	но на	2	2
593	в более	1	2
594	то очевидно	2	2
595	с но	1	2
596	смысле что	2	2
597	данном случае	7	2
598	на вопрос	7	2
599	о значении	3	2
600	уже в	3	2
601	не своей	1	2
602	для всего	1	2
603	и новой	1	2
604	к истории	2	2
605	так в	1	2
606	этом отношении	13	2
607	он и	1	2
608	которого я	1	2
609	и нужно	3	2
610	для нас	7	2
611	есть но	1	2
612	при чем	6	2
613	слово в	1	2
614	этом в	1	2
615	них и	2	2
616	связи с	3	2
617	не о	2	2
618	и можно	2	2
619	а также	4	2
620	в виду	6	2
621	но эта	1	2
622	на нее	3	2
623	о каком	1	2
624	всем что	1	2
625	очевидно что	1	2
626	но ведь	8	2
627	но зато	1	2
628	но я	5	2
629	является не	4	2
630	но между	1	2
631	на все	2	2
632	о которых	3	2
633	это было	2	2
634	же касается	3	2
635	раз в	4	2
636	это тоже	1	2
637	и таким	1	2
638	но к	2	2
639	понимать в	1	2
640	не был	1	2
641	мере в	3	2
642	что эти	1	2
643	и быть	1	2
644	но с	7	2
645	только к	2	2
646	в полной	1	2
647	для ее	1	2
648	в руки	1	2
649	именно потому	1	2
650	почему я	1	2
651	ту же	1	2
652	совсем не	3	2
653	раз я	2	2
654	когда он	1	2
655	я бы	2	2
656	что эта	5	2
657	и та	1	2
658	как он	3	2
659	в начале	5	2
660	стороны и	1	2
661	этом смысле	2	2
662	далеко не	1	2
663	при всем	1	2
664	она была	2	2
665	знает и	2	2
666	истории и	2	2
667	это вовсе	2	2
668	для такого	1	2
669	этом и	2	2
670	это можно	3	2
671	слова в	1	2
672	в первой	12	2
673	что о	3	2
674	действительно есть	1	2
675	же мы	1	2
676	как будто	5	2
677	суждения о	2	2
678	нуждается в	2	2
679	конце концов	2	2
680	себе как	1	2
681	гораздо более	5	2
682	нет не	1	2
683	не случайно	1	2
684	но для	3	2
685	в одну	1	2
686	что на	3	2
687	невозможно было	2	2
688	со мною	1	2
689	к подлинному	2	1
690	что было	3	1
691	хотя сам	1	1
692	однако и	2	1
693	очень важно	1	1
694	это утверждение	1	1
695	в защиту	1	1
696	i на	1	1
697	до сих	13	1
698	общую систему	1	1
699	отвечает на	1	1
700	зрения на	1	1
701	этого в	1	1
702	которые совершенно	1	1
703	что касается	4	1
704	от необходимости	1	1
705	мы встречаем	1	1
706	вопрос действительно	1	1
707	они и	1	1
708	что почти	1	1
709	и очень	5	1
710	его мнению	1	1
711	на эти	7	1
712	что этим	1	1
713	них в	1	1
714	что сначала	1	1
715	если в	2	1
716	тогда о	1	1
717	языка что	1	1
718	к этой	1	1
719	которая в	1	1
720	разная степень	1	1
721	почти не	1	1
722	с и	1	1
723	этого понятия	1	1
724	которой не	1	1
725	за исключением	1	1
726	которых мы	1	1
727	же начала	1	1
728	был бы	1	1
729	важно для	1	1
730	же нужно	1	1
731	ней нужно	1	1
732	из таких	2	1
733	д на	1	1
734	у другого	1	1
735	д но	4	1
736	но также	13	1
737	даже в	5	1
738	из всех	1	1
739	какими бы	1	1
740	против него	1	1
741	с искусством	1	1
742	работ по	2	1
743	свою мысль	1	1
744	относясь к	1	1
745	это покрывается	1	1
746	или нет	1	1
747	в некоторых	3	1
748	какой бы	1	1
749	и кажется	1	1
750	действительно можно	1	1
751	представляют собою	1	1
752	мы в	1	1
753	что человек	1	1
754	в отдельном	1	1
755	и является	1	1
756	в живых	1	1
757	и стремится	1	1
758	в социальной	1	1
759	не хочет	2	1
760	только тот	1	1
761	и замечательно	1	1
762	странным и	1	1
763	ни под	1	1
764	эпохи не	3	1
765	еще очень	1	1
766	в выражении	1	1
767	со всеми	2	1
768	в них	2	1
769	зрения этого	1	1
770	этом основании	1	1
771	должен был	5	1
772	связь с	1	1
773	предполагает в	1	1
774	но без	1	1
775	довольно обширная	1	1
776	в духе	2	1
777	вместо того	1	1
778	уже указано	1	1
779	то на	1	1
780	из двух	3	1
781	а во-вторых	2	1
782	дает их	1	1
783	имеет значение	1	1
784	их и	2	1
785	каком же	1	1
786	в моем	1	1
787	как чего-то	1	1
788	это положение	2	1
789	о самом	1	1
790	самостоятельно и	1	1
791	ничем существенным	1	1
792	можно даже	1	1
793	форму и	1	1
794	только несколько	1	1
795	эстетики и	1	1
796	уже на	1	1
797	и действительно	1	1
798	представление о	5	1
799	героев и	1	1
800	я же	1	1
801	говорить в	1	1
802	можно назвать	3	1
803	которые нельзя	1	1
804	к которым	1	1
805	относятся к	3	1
806	в наиболее	1	1
807	стороны в	2	1
808	с ума	1	1
809	неизвестно кем	2	1
810	который сам	1	1
811	нет вообще	1	1
812	с такими	1	1
813	меньшей мере	3	1
814	а именно	3	1
815	кроме самого	1	1
816	дает право	1	1
817	одновременно и	1	1
818	на эту	5	1
819	которого является	1	1
820	в которых	5	1
821	никто не	4	1
822	никем не	2	1
823	на своего	1	1
824	том смысле	4	1
825	области в	1	1
826	кого не	1	1
827	что нового	1	1
828	почему это	1	1
829	участвовать в	1	1
830	к какому	1	1
831	только себя	1	1
832	но у	1	1
833	отрывков из	1	1
834	не знали	2	1
835	трудом можно	1	1
836	зависимости от	2	1
837	из которого	2	1
838	речь идет	6	1
839	этой стороны	1	1
840	которая не	1	1
841	свою собственную	3	1
842	пр но	1	1
843	является то	1	1
844	ничего общего	3	1
845	полноты что	1	1
846	смысле это	1	1
847	раз при	1	1
848	той колоссальной	1	1
849	относиться к	1	1
850	основания и	1	1
851	я укажу	1	1
852	его эпохи	6	1
853	литературы и	3	1
854	сделать в	1	1
855	без труда	1	1
856	на мой	1	1
857	наконец и	1	1
858	было не	3	1
859	которые не	3	1
860	на факты	1	1
861	но тот	1	1
862	претензия на	1	1
863	всего и	1	1
864	сказано что	1	1
865	больше чем	3	1
866	их во	1	1
867	где нет	2	1
868	не могли	1	1
869	который с	1	1
870	не стану	1	1
871	бы с	1	1
872	что этот	3	1
873	было а	1	1
874	язык и	1	1
875	кроме всего	1	1
876	по тем	1	1
877	в очень	4	1
878	существование и	1	1
879	не имеют	2	1
880	что каждая	1	1
881	в пример	1	1
882	это явление	2	1
883	одно целое	1	1
884	согласен с	2	1
885	сам не	1	1
886	случае и	2	1
887	более для	1	1
888	что самое	1	1
889	не знаю	2	1
890	наконец в	2	1
891	еще почти	1	1
892	ii и	2	1
893	не хочу	3	1
894	и и	2	1
895	д в	1	1
896	бы сказал	1	1
897	существенным и	1	1
898	искусства и	1	1
899	пока в	1	1
900	ничего а	1	1
901	приходится спорить	1	1
902	вся задача	1	1
903	не всегда	2	1
904	когда в	1	1
905	эти случаи	1	1
906	точно и	2	1
907	пусть в	1	1
908	не раз	2	1
909	всего я	1	1
910	двух или	1	1
911	е для	1	1
912	не у	2	1
913	лишь в	3	1
914	именно на	1	1
915	и вся	2	1
916	значение для	2	1
917	которой говорят	1	1
918	что также	1	1
919	и ему	2	1
920	втором случае	2	1
921	говорят что	2	1
922	на совершенно	3	1
923	связь между	1	1
924	ни одного	4	1
925	нужно быть	1	1
926	большей частью	1	1
927	времени и	4	1
928	дело с	2	1
929	что такая	1	1
930	уже и	1	1
931	от той	1	1
932	что когда	1	1
933	я буду	1	1
934	перед глазами	1	1
935	оно существует	1	1
936	принцип для	1	1
937	данном месте	2	1
938	до того	4	1
939	всякого сомнения	2	1
940	всегда будет	2	1
941	им в	2	1
942	указания на	1	1
943	при этом	4	1
944	но этот	1	1
945	всегда и	1	1
946	формы но	1	1
947	но все-таки	1	1
948	ii в	1	1
949	имею в	1	1
950	эти факты	1	1
951	и там	1	1
952	в отличие	1	1
953	языка не	2	1
954	основан на	1	1
955	можно найти	3	1
956	с него	1	1
957	наука и	1	1
958	него не	1	1
959	внимании к	1	1
960	понимая что	1	1
961	февраля г	1	1
962	они должны	1	1
963	но разве	3	1
964	таких условиях	1	1
965	одной из	4	1
966	в самое	1	1
967	к которому	4	1
968	эти вопросы	3	1
969	только при	1	1
970	слова он	1	1
971	нигде не	2	1
972	в каждый	1	1
973	сих пор	12	1
974	смыслового анализа	1	1
975	том же	3	1
976	спорить против	1	1
977	в сознании	2	1
978	на этот	5	1
979	отношении данной	1	1
980	с реальными	1	1
981	иначе и	2	1
982	нельзя то	1	1
983	всего к	1	1
984	то здесь	1	1
985	и всякого	1	1
986	здесь и	1	1
987	по меньшей	3	1
988	по поводу	13	1
989	от себя	1	1
990	в понимании	1	1
991	в рукописи	6	1
992	с тех	1	1
993	не видит	1	1
994	в отдельных	2	1
995	на котором	1	1
996	бы это	2	1
997	только потому	2	1
998	из этих	7	1
999	в движении	1	1
1000	последнего слова	1	1
1001	а нас	1	1
1002	но которые	1	1
1003	исключительно в	1	1
1004	есть также	1	1
1005	невозможна без	1	1
1006	доступ к	1	1
1007	смысле как	1	1
1008	пребывания в	3	1
1009	свое собственное	1	1
1010	с каким	1	1
1011	речи а	1	1
1012	обратиться к	1	1
1013	из этой	2	1
1014	он должен	2	1
1015	дела в	1	1
1016	или должно	1	1
1017	представить себе	1	1
1018	вполне и	1	1
1019	этом случае	3	1
1020	не при	5	1
1021	отнесся к	1	1
1022	ответ на	4	1
1023	не зная	2	1
1024	этот термин	1	1
1025	и он	2	1
1026	оно совершенно	1	1
1027	для большинства	1	1
1028	на какой-то	1	1
1029	значение в	1	1
1030	когда речь	2	1
1031	школе и	1	1
1032	сам же	1	1
1033	и также	1	1
1034	нет ни	3	1
1035	есть такой	1	1
1036	они не	2	1
1037	как нам	1	1
1038	другом произведении	1	1
1039	верить в	1	1
1040	в обеих	5	1
1041	и говорить	1	1
1042	всех языках	1	1
1043	указать на	1	1
1044	целых пять	1	1
1045	в основу	5	1
1046	еще до	4	1
1047	голоса в	1	1
1048	на том	1	1
1049	на рассмотрение	1	1
1050	внимание на	5	1
1051	в угоду	1	1
1052	при таких	1	1
1053	годится в	1	1
1054	а вместо	1	1
1055	тогда и	1	1
1056	проявляется в	1	1
1057	важны не	1	1
1058	естественно что	2	1
1059	исторических и	1	1
1060	него самого	2	1
1061	требуется чтобы	1	1
1062	и почему	4	1
1063	что так	3	1
1064	деле не	1	1
1065	по мнению	4	1
1066	на точку	2	1
1067	такое же	2	1
1068	о нем	1	1
1069	что с	4	1
1070	мало того	1	1
1071	причем все	2	1
1072	и последующие	1	1
1073	ее в	2	1
1074	где он	2	1
1075	лиц и	1	1
1076	е уже	1	1
1077	и всегда	2	1
1078	что собственно	1	1
1079	указание на	1	1
1080	более строго	1	1
1081	занимаются не	1	1
1082	для своего	2	1
1083	на самом	8	1
1084	на одной	1	1
1085	что создает	1	1
1086	чтобы получить	1	1
1087	именно то	1	1
1088	отсюда что	1	1
1089	чем он	3	1
1090	не больше	1	1
1091	в течение	7	1
1092	смысле этого	2	1
1093	с их	2	1
1094	дает полное	1	1
1095	в третьем	1	1
1096	по этому	5	1
1097	разумеется все	1	1
1098	и смысл	1	1
1099	тому же	2	1
1100	ли можно	2	1
1101	видит в	1	1
1102	к самой	1	1
1103	а на	4	1
1104	чем в	3	1
1105	об определенном	1	1
1106	на каком	1	1
1107	без всяких	2	1
1108	ли и	3	1
1109	отказаться от	2	1
1110	этого рода	2	1
1111	чтобы я	1	1
1112	а за	1	1
1113	что к	1	1
1114	две разные	1	1
1115	случае есть	1	1
1116	как по	1	1
1117	прежде чем	1	1
1118	в общем	2	1
1119	из других	1	1
1120	полное право	3	1
1121	тот кто	1	1
1122	во внимание	2	1
1123	и которая	1	1
1124	и последний	1	1
1125	было для	2	1
1126	исторической действительности	1	1
1127	которое в	1	1
1128	это еще	1	1
1129	в ту	1	1
1130	опять-таки не	2	1
1131	не те	1	1
1132	продолжать эту	1	1
1133	этого имени	1	1
1134	в таком	4	1
1135	что их	1	1
1136	очень много	1	1
1137	это слово	6	1
1138	кто в	1	1
1139	на другую	1	1
1140	в какой	4	1
1141	мы теперь	1	1
1142	лишь на	1	1
1143	обстоятельство что	4	1
1144	нас к	2	1
1145	не вытекает	1	1
1146	сделать хотя	1	1
1147	если и	1	1
1148	не заслуживает	1	1
1149	я вообще	1	1
1150	в принципиальном	1	1
1151	и вместе	1	1
1152	в этих	5	1
1153	этого слова	2	1
1154	в ряду	1	1
1155	ли не	2	1
1156	к нашей	1	1
1157	должно стать	1	1
1158	уже давно	1	1
1159	не могут	2	1
1160	сразу же	1	1
1161	должно было	5	1
1162	по его	5	1
1163	в новом	4	1
1164	средство для	1	1
1165	бы мы	2	1
1166	в двух	4	1
1167	большим трудом	1	1
1168	на какие	1	1
1169	что слово	1	1
1170	которые с	1	1
1171	бы совершенно	1	1
1172	после всех	1	1
1173	полагает что	1	1
1174	говорит об	4	1
1175	могло бы	3	1
1176	что как	3	1
1177	в других	2	1
1178	не иначе	1	1
1179	думаю что	6	1
1180	в меру	1	1
1181	я позволю	1	1
1182	сказать не	1	1
1183	то понимание	1	1
1184	и по	6	1
1185	на которую	1	1
1186	всегда существенно	1	1
1187	такого же	1	1
1188	для научного	2	1
1189	конечно это	2	1
1190	к истине	1	1
1191	того или	4	1
1192	же образ	1	1
1193	разница между	3	1
1194	литература по	1	1
1195	является вообще	1	1
1196	целое в	1	1
1197	и уходит	1	1
1198	своей части	1	1
1199	настоящем смысле	1	1
1200	на нем	1	1
1201	вообще в	1	1
1202	с самого	4	1
1203	в вопросе	1	1
1204	будто бы	4	1
1205	эти принципа	1	1
1206	к отдельным	1	1
1207	его абсолютной	1	1
1208	отличие от	1	1
1209	понимание этого	1	1
1210	каких бы	2	1
1211	в целях	1	1
1212	этой совершенно	1	1
1213	понять смысл	1	1
1214	очевидный факт	1	1
1215	образцом для	2	1
1216	с с	1	1
1217	в наше	1	1
1218	две стороны	1	1
1219	принципов и	2	1
1220	не могу	2	1
1221	могу судить	1	1
1222	от этих	1	1
1223	зрения в	2	1
1224	к чему-то	1	1
1225	мы любим	4	1
1226	где я	1	1
1227	не дает	2	1
1228	во всей	1	1
1229	доказывать что	2	1
1230	и речи	3	1
1231	однако если	1	1
1232	силе и	1	1
1233	к новым	1	1
1234	не один	1	1
1235	и думаю	1	1
1236	уже к	1	1
1237	только так	1	1
1238	не верить	1	1
1239	взглянуть на	2	1
1240	в случае	2	1
1241	является его	1	1
1242	всегда к	1	1
1243	существуют в	1	1
1244	нечего и	1	1
1245	то обстоятельство	3	1
1246	решительно никаких	1	1
1247	не существовало	1	1
1248	еще только	1	1
1249	от которых	1	1
1250	полной определенностью	1	1
1251	или иные	1	1
1252	не приходится	5	1
1253	хотя в	2	1
1254	не могла	2	1
1255	и тот	1	1
1256	конечно в	1	1
1257	только у	2	1
1258	факт что	6	1
1259	где в	1	1
1260	не следует	1	1
1261	в пределах	1	1
1262	и откровенной	1	1
1263	и я	5	1
1264	одного слова	1	1
1265	том кто	3	1
1266	в современной	1	1
1267	и другая	1	1
1268	е как	2	1
1269	что бы	1	1
1270	и отличаются	1	1
1271	с кем	1	1
1272	необходимой для	1	1
1273	думать что	2	1
1274	и всякая	1	1
1275	эту формулу	1	1
1276	или иное	3	1
1277	входить в	1	1
1278	вопрос можно	1	1
1279	способ рассуждения	1	1
1280	работы на	1	1
1281	это действительно	1	1
1282	от вас	1	1
1283	еще на	1	1
1284	идет о	3	1
1285	жизнь в	1	1
1286	могло быть	3	1
1287	не говорю	3	1
1288	и большинство	2	1
1289	на некоторые	1	1
1290	не интересует	1	1
1291	из книги	3	1
1292	почему же	1	1
1293	есть такое	1	1
1294	выражение для	1	1
1295	что никакого	1	1
1296	ведь это	1	1
1297	вопрос в	4	1
1298	в книге	1	1
1299	явление в	1	1
1300	с большой	1	1
1301	где эта	1	1
1302	зрения его	1	1
1303	тех пор	1	1
1304	во многом	3	1
1305	в плане	1	1
1306	психология и	1	1
1307	и самого	1	1
1308	внимание и	1	1
1309	могут быть	5	1
1310	и какой	1	1
1311	но нет	2	1
1312	в зависимости	2	1
1313	бы он	1	1
1314	одним из	2	1
1315	звуков а	1	1
1316	сам в	3	1
1317	результате этого	1	1
