N	2gram	Propp_Isto	VerxiiNi
326	возможность производить	1	1
327	видели что	5	1
328	социальной жизни	4	1
329	мы видим	16	1
330	вопрос стоит	1	1
331	собой и	1	1
332	можно говорить	2	1
333	и этот	1	1
334	которым он	1	1
335	та же	1	1
336	в прямом	1	1
337	еще позднее	1	1
338	тоже не	2	1
339	строя так	1	1
340	к их	1	1
341	она и	2	1
342	народа в	2	1
343	указывает на	2	1
344	нельзя сказать	1	1
345	они не	8	1
346	может не	1	1
347	выходить из	1	1
348	что такое	3	1
349	ни с	1	1
350	них в	1	1
351	известно что	1	1
352	как средство	1	1
353	первом случае	1	1
354	а ко	1	1
355	должно быть	2	1
356	того как	6	1
357	зависит от	3	1
358	несколько иной	1	1
359	или нескольких	1	1
360	его с	1	1
361	от нее	1	1
362	гораздо слабее	1	1
363	русской сказки	2	1
364	из таких	2	1
365	сказки в	3	1
366	мы читаем	1	1
367	это не	8	1
368	он как	1	1
369	мы знаем	10	1
370	дело с	2	1
371	и другую	1	1
372	к скачкам	1	1
373	людей но	1	1
374	прийти к	1	1
375	нечто подобное	1	1
376	действий которые	1	1
377	имеется и	1	1
378	представляют собой	9	1
379	различны и	1	1
380	плату а	1	1
381	этих мифах	1	1
382	значение которое	1	1
383	с внутренней	1	1
384	чтобы стать	1	1
385	с ним	3	1
386	она уже	1	1
387	на этих	1	1
388	кроме того	3	1
389	о чем	1	1
390	в сущности	2	1
391	в ее	2	1
392	путь есть	1	1
393	есть один	1	1
394	в славянских	1	1
395	как раз	2	1
396	они у	1	1
397	но тем	1	1
398	такое же	1	1
399	те черты	1	1
400	явствует что	1	1
401	может создаться	1	1
402	котором здесь	1	1
403	переворот во	1	1
404	и выйти	1	1
405	и за	1	1
406	совсем так	1	1
407	согласно которой	1	1
408	то самое	1	1
409	ее нет	1	1
410	внешнее сходство	1	1
411	происходит с	1	1
412	с нашей	1	1
413	невозможно и	1	1
414	у нас	1	1
415	на которой	2	1
416	когда его	1	1
417	никуда не	1	1
418	развития не	1	1
419	это и	1	1
420	два раза	1	1
421	ни в	2	1
422	же что	2	1
423	себе не	2	1
424	в догматах	1	1
425	борьбы с	2	1
426	то не	3	1
427	другой стороны	7	1
428	этом направлении	1	1
429	эти явления	1	1
430	смысле этого	2	1
431	или через	1	1
432	по мере	4	1
433	с собой	2	1
434	основана на	1	1
435	совершенно иное	1	1
436	у него	5	1
437	за это	1	1
438	же эти	2	1
439	в их	6	1
440	к рассмотрению	2	1
441	лежит в	2	1
442	его в	15	1
443	совершенно ясно	3	1
444	есть продукт	1	1
445	это предположение	1	1
446	чем в	2	1
447	их не	3	1
448	всегда связан	1	1
449	люди и	1	1
450	предполагается что	1	1
451	сами по	1	1
452	это всегда	1	1
453	нам в	1	1
454	силы природы	3	1
455	в соответствии	1	1
456	не более	2	1
457	самом деле	2	1
458	в первом	1	1
459	когда их	1	1
460	и некоторые	1	1
461	же приходится	1	1
462	как видно	1	1
463	другой вид	1	1
464	а во-вторых	1	1
465	что к	1	1
466	к чему	4	1
467	некоторые другие	1	1
468	как по	1	1
469	уже очень	1	1
470	ставит себе	1	1
471	не велел	1	1
472	их и	1	1
473	этом не	1	1
474	жизнь в	1	1
475	по одному	2	1
476	о характере	1	1
477	в особый	1	1
478	а отсюда	1	1
479	здесь имеется	2	1
480	философскими системами	1	1
481	но эта	1	1
482	это мы	1	1
483	зато в	1	1
484	и предметы	1	1
485	которые как	1	1
486	себе задачей	1	1
487	пор были	1	1
488	магическая сила	1	1
489	вытеснен в	1	1
490	иначе как	1	1
491	тем что	7	1
492	за тем	1	1
493	тела и	1	1
494	еще хуже	1	1
495	она является	1	1
496	прямо не	1	1
497	за свою	1	1
498	с культом	2	1
499	если он	1	1
500	основные черты	1	1
501	в жизни	2	1
502	сказать чтобы	1	1
503	отношения к	2	1
504	происхождения в	1	1
505	видно из	2	1
506	в познании	1	1
507	такое обращение	1	1
508	одном из	1	1
509	как и	5	1
510	и вновь	2	1
511	вышла из	1	1
512	с ними	2	1
513	к нам	1	1
514	время как	3	1
515	помнить что	1	1
516	их в	7	1
517	себя как	1	1
518	а именно	5	1
519	на земле	1	1
520	не есть	2	1
521	только то	1	1
522	в своей	2	1
523	и так	3	1
524	при ближайшем	1	1
525	состоит из	1	1
526	как самое	1	1
527	выйти из	1	1
528	на эту	3	1
529	много но	2	1
530	на этом	3	1
531	как в	7	1
532	стремление к	1	1
533	никто не	3	1
534	у тюркских	1	1
535	во главе	1	1
536	представляли собой	1	1
537	мира и	1	1
538	что еще	1	1
539	отношении можно	1	1
540	эта сила	1	1
541	перед собой	1	1
542	тюркских племен	1	1
543	так сказать	3	1
544	как с	1	1
545	а иногда	2	1
546	ли не	1	1
547	смерти в	1	1
548	от этого	2	1
549	и могут	1	1
550	в такой	2	1
551	его уже	2	1
552	эту сторону	1	1
553	или что	1	1
554	тем или	1	1
555	один и	2	1
556	так называемая	3	1
557	однако это	3	1
558	после того	2	1
559	ее частей	1	1
560	приводило к	2	1
561	том как	3	1
562	и следовательно	1	1
563	в себя	2	1
564	это было	2	1
565	вследствие этого	2	1
566	роль в	3	1
567	он вполне	1	1
568	он сам	1	1
569	на его	2	1
570	народные низы	2	1
571	в сторону	1	1
572	более как	1	1
573	и таких	1	1
574	всей своей	1	1
575	в каком	2	1
576	эта связь	4	1
577	нет в	2	1
578	магии и	1	1
579	связанного с	1	1
580	это тоже	6	1
581	должны прежде	1	1
582	на себе	1	1
583	сейчас же	1	1
584	как только	1	1
585	могло бы	1	1
586	в одной	3	1
587	на такое	1	1
588	и религиозной	1	1
589	к нашей	1	1
590	полагают что	1	1
591	всех народов	1	1
592	сказки не	4	1
593	что они	13	1
594	бы в	2	1
595	его о	1	1
596	однако не	2	1
597	на них	2	1
598	слабее чем	1	1
599	с этим	5	1
600	вошли в	1	1
601	все они	1	1
602	прилетает к	2	1
603	но этим	2	1
604	эволюции религиозных	1	1
605	этой роли	2	1
606	нет ничего	2	1
607	они к	1	1
608	над природой	1	1
609	еще и	2	1
610	могли бы	3	1
611	ни к	3	1
612	с образом	2	1
613	совершенно не	1	1
614	как показывает	1	1
615	все более	1	1
616	материалом для	1	1
617	человека в	1	1
618	там где	5	1
619	на этой	2	1
620	не существует	2	1
621	что от	2	1
622	к этой	5	1
623	и других	1	1
624	жизни а	1	1
625	и более	3	1
626	чтобы найти	1	1
627	число которых	1	1
628	не могли	1	1
629	и состоит	1	1
630	да и	3	1
631	бы с	1	1
632	замечательно что	1	1
633	и пр	11	1
634	отличие от	3	1
635	между собой	4	1
636	его может	1	1
637	и требует	1	1
638	не означает	2	1
639	а просто	1	1
640	видим что	13	1
641	еще недостаточно	1	1
642	в очень	4	1
643	что происходит	2	1
644	от неправильного	1	1
645	смерти и	7	1
646	с каким-нибудь	1	1
647	а весь	1	1
648	рассматриваться как	1	1
649	мы уже	7	1
650	это как	1	1
651	в наше	1	1
652	превратившись в	1	1
653	чистом виде	2	1
654	поскольку они	2	1
655	что этому	2	1
656	превратились в	1	1
657	что фактически	1	1
658	другими словами	8	1
659	от этих	2	1
660	эти слова	3	1
661	она обладает	1	1
662	это нам	1	1
663	входит в	1	1
664	именно потому	2	1
665	по возможности	1	1
666	но даже	1	1
667	живет в	3	1
668	имеются и	1	1
669	ничто не	1	1
670	одну из	1	1
671	при рассмотрении	1	1
672	мы не	12	1
673	была еще	1	1
674	совсем не	1	1
675	не по	2	1
676	с легкостью	1	1
677	же представление	1	1
678	в ней	10	1
679	обстоит дело	4	1
680	но это	8	1
681	это для	2	1
682	стоит и	1	1
683	в деталях	1	1
684	и одной	2	1
685	неправильного понимания	1	1
686	этих народных	1	1
687	дело не	8	1
688	как из	1	1
689	взглянуть на	1	1
690	в этот	1	1
691	представлены и	1	1
692	только тогда	1	1
693	только как	1	1
694	когда она	3	1
695	есть то	1	1
696	к тем	1	1
697	и образуют	1	1
698	но надо	1	1
699	а по	3	1
700	нужно было	2	1
701	целым рядом	1	1
702	что уже	1	1
703	эта мысль	3	1
704	до начала	1	1
705	представлением о	1	1
706	только на	2	1
707	но они	6	1
708	и их	4	1
709	в которую	3	1
710	превратился в	1	1
711	своего отца	3	1
712	речь идет	1	1
713	как она	3	1
714	и об	1	1
715	а бог	1	1
716	в количестве	1	1
717	связь между	4	1
718	начинается с	3	1
719	вспомним что	3	1
720	духом и	1	1
721	нет никакой	1	1
722	оно поможет	2	1
723	иметь в	2	1
724	или его	1	1
725	что дает	1	1
726	по отношению	6	1
727	уже как	1	1
728	если человек	1	1
729	большинство их	1	1
730	это однако	1	1
731	такое здание	1	1
732	душу и	1	1
733	этот вопрос	7	1
734	друга и	1	1
735	но обычно	1	1
736	при помощи	2	1
737	что историческая	1	1
738	в известных	1	1
739	себе в	1	1
740	природы но	1	1
741	должны были	9	1
742	магическую силу	2	1
743	как существо	1	1
744	по окончании	1	1
745	когда мы	4	1
746	его нельзя	1	1
747	идет речь	2	1
748	для совершения	1	1
749	указания на	1	1
750	в глаза	2	1
751	всего этого	1	1
752	всего что	1	1
753	на это	3	1
754	в нашей	2	1
755	было бы	11	1
756	и несколько	1	1
757	имеем в	4	1
758	но среди	1	1
759	некоторое время	3	1
760	без участия	2	1
761	на одну	1	1
762	на более	6	1
763	что здесь	9	1
764	восходят к	6	1
765	вступают в	1	1
766	и сильнее	1	1
767	в отличие	3	1
768	с людьми	1	1
769	заметить что	2	1
770	это позволяет	1	1
771	возможно что	3	1
772	не совсем	5	1
773	на путь	1	1
774	к двум	1	1
775	одного из	1	1
776	ней и	2	1
777	вводят в	1	1
778	однако в	2	1
779	чтобы они	2	1
780	вера в	1	1
781	тем же	1	1
782	нет все	1	1
783	силы или	1	1
784	найти в	1	1
785	по себе	4	1
786	а у	1	1
787	этим дело	1	1
788	речь есть	1	1
789	могут быть	5	1
790	рассматривается как	1	1
791	не можем	4	1
792	о его	1	1
793	соприкосновения с	1	1
794	их с	1	1
795	к старшим	1	1
796	соответствии с	2	1
797	из первых	1	1
798	в нашем	1	1
799	зрения есть	1	1
800	и ввести	1	1
801	с этими	1	1
802	и раньше	1	1
803	эльбы и	1	1
804	жить так	1	1
805	положение на	1	1
806	не знаем	3	1
807	и есть	5	1
808	их можно	1	1
809	них как	1	1
810	попадают в	4	1
811	во всей	2	1
812	надо иметь	2	1
813	в понятие	2	1
814	разве я	1	1
815	связи со	2	1
816	что она	10	1
817	он может	2	1
818	и должно	3	1
819	вызвать то	1	1
820	такой же	2	1
821	бы быть	4	1
822	происходит в	3	1
823	и прежде	1	1
824	если они	1	1
825	чаще всего	1	1
826	повседневной жизни	1	1
827	этого слова	1	1
828	до известной	1	1
829	стороны с	1	1
830	культуры от	1	1
831	моменту когда	1	1
832	и его	5	1
833	они всегда	1	1
834	наоборот все	1	1
835	известной степени	1	1
836	у этих	1	1
837	в лесах	1	1
838	для достижения	1	1
839	а как	2	1
840	этой силы	1	1
841	с представлением	1	1
842	даже в	5	1
843	в европе	1	1
844	только с	4	1
845	в ту	2	1
846	здесь идет	2	1
847	к этим	1	1
848	к своей	1	1
849	друг друга	2	1
850	себя что	1	1
851	видели выше	1	1
852	к обряду	6	1
853	с ее	2	1
854	всех этих	4	1
855	есть ли	1	1
856	таким же	1	1
857	и тот	3	1
858	иногда даже	1	1
859	чтобы не	3	1
860	ними в	1	1
861	дает ему	2	1
862	должны быть	4	1
863	пришлось бы	1	1
864	то о	1	1
865	себя в	2	1
866	при всяком	1	1
867	сделать это	3	1
868	достаточно известно	1	1
869	и ее	3	1
870	здесь не	5	1
871	сливаются в	1	1
872	религиозной культуры	1	1
873	ничего не	6	1
874	есть не	2	1
875	прямом смысле	1	1
876	совершается в	2	1
877	то время	3	1
878	с религией	3	1
879	и во	1	1
880	он должен	3	1
881	той же	1	1
882	котором он	1	1
