N	3gram	Bakhtin_fo	Vladivir
148	в себя и	2	1
149	между ними нет	1	1
150	не было и	2	1
151	всего бытия и	2	1
152	о которых мы	1	1
153	только во время	1	1
154	в философии и	1	1
155	то время в	1	1
156	весьма часто и	1	1
157	наряду с этим	3	1
158	еще вовсе не	1	1
159	в первый раз	1	1
160	не выходит за	1	1
161	очень важный момент	2	1
162	в жизни и	1	1
163	если они не	1	1
164	они не могут	2	1
165	то есть не	3	1
166	вовсе не являются	1	1
167	в строгом смысле	2	1
168	и так сказать	1	1
169	что весь этот	1	1
170	что мы и	1	1
171	важную роль в	1	1
172	и перед смертью	1	1
173	конечно не в	1	1
174	том же месте	1	1
175	то что можно	1	1
176	приходит к выводу	1	1
177	что есть и	1	1
178	той или иной	3	1
179	с тем и	1	1
180	конце концов он	1	1
181	всю человеческую жизнь	1	1
182	и столько же	1	1
183	надо сказать что	1	1
184	и жизни как	1	1
185	в чем не	3	1
186	всю его жизнь	1	1
187	человек может быть	1	1
188	не могло быть	3	1
189	же самое время	1	1
190	что во всех	1	1
191	а за ними	1	1
192	что в основе	1	1
193	этот вопрос в	1	1
194	в данном отношении	1	1
195	как раз наиболее	1	1
196	здесь как и	1	1
197	значит что все	1	1
198	в частности у	1	1
199	ни к какой	1	1
200	то же самое	1	1
201	значении этого слова	1	1
202	сама по себе	1	1
203	момент его жизни	1	1
204	в высшей степени	1	1
205	но все же	3	1
206	в каком же	2	1
207	в буквальном смысле	2	1
208	о том как	2	1
209	и стремится к	1	1
210	бытие и сущность	1	1
211	своей жизни в	2	1
212	находится в состоянии	1	1
213	в положительном смысле	1	1
214	чувствует себя в	1	1
215	разумеется что это	1	1
216	на несколько дней	1	1
217	но он не	2	1
218	на другой день	2	1
219	наше внимание на	1	1
220	и для него	1	1
221	человека и его	8	1
222	но кроме того	1	1
223	равно как и	4	1
224	с этим мы	1	1
225	в значительной мере	2	1
226	и должно быть	2	1
227	все это то	1	1
228	и говорить о	1	1
229	и не могло	1	1
230	и во всяком	1	1
231	природы то есть	1	1
232	прежде всего на	1	1
233	в дальнейшем в	1	1
234	но и в	5	1
235	к тому времени	2	1
236	как и для	2	1
237	каждый из этих	1	1
238	с этой точки	1	1
239	как об этом	1	1
240	жизни так и	1	1
241	что он видел	1	1
242	и в них	1	1
243	еще не было	1	1
244	в средние века	4	1
245	с двух сторон	1	1
246	бы она ни	2	1
247	мы уже касались	1	1
248	и в особенности	5	1
249	во всем и	1	1
250	ее так что	1	1
251	но все это	1	1
252	прежде всего нужно	2	1
253	но в конце	1	1
254	если бы эти	1	1
255	то есть чтобы	1	1
256	своей жизни с	1	1
257	смысле этого слова	1	1
258	в особенности же	1	1
259	включает в себя	1	1
260	никогда не было	1	1
261	этой проблемы и	1	1
262	и в котором	1	1
263	с ним но	2	1
264	со всеми его	2	1
265	и ничего не	1	1
266	и др не	1	1
267	данном случае мы	1	1
268	мы будем называть	1	1
269	большую роль в	2	1
270	и в быту	1	1
271	но отнюдь не	1	1
272	при помощи которой	1	1
273	не говорится ни	1	1
274	и в отрицательном	1	1
275	как раз в	4	1
276	и все его	2	1
277	в один ряд	1	1
278	же как и	2	1
279	у него нет	1	1
280	что касается до	1	1
281	такие слова и	1	1
282	выходит за пределы	1	1
283	в новое время	1	1
284	мы в дальнейшем	1	1
285	а вовсе не	1	1
286	в частном владении	1	1
287	и в литературе	1	1
288	в разных местах	1	1
289	прямое и непосредственное	1	1
290	самого человека и	1	1
291	только с помощью	1	1
292	буквальном смысле слова	1	1
293	времени то есть	2	1
294	этой точки зрения	1	1
295	и не только	2	1
296	а это и	1	1
297	такие категории как	1	1
298	другой день после	1	1
299	не о чем	1	1
300	в виду что	2	1
301	только и не	1	1
302	в конце ее	1	1
303	и в области	1	1
304	его борьбе с	1	1
305	в конце средневековья	1	1
306	ровно ничего не	1	1
307	потому что они	1	1
308	его личной судьбы	1	1
