N	3gram	Bakhtin_Pr	Formalny
145	на первом плане	1	2
146	как если бы	1	2
147	мы отвлечемся от	1	2
148	нужно сказать что	2	2
149	что это не	1	2
150	те же и	1	2
151	в своей книге	2	2
152	в своей изолированности	1	2
153	и входит в	2	2
154	даже и не	1	2
155	и в том	2	2
156	в своем творчестве	1	2
157	может быть только	3	2
158	вовсе не как	1	2
159	к нему и	2	2
160	как со стороны	1	2
161	зависимости от характера	1	2
162	это не так	1	2
163	там где она	2	2
164	так и не	1	2
165	выйти за пределы	1	2
166	один из возможных	1	2
167	имеем в виду	2	2
168	этой точки зрения	3	2
169	и нисколько не	1	2
170	в целом ряде	2	2
171	какой бы то	1	2
172	как один из	1	2
173	ничего общего с	1	2
174	все эти определения	2	2
175	на этот вопрос	1	2
176	своей статье о	1	2
177	лишь одною из	1	2
178	да и не	1	2
179	художественного произведения и	1	2
180	если же мы	1	2
181	же время и	1	2
182	дело в том	1	2
183	так и со	1	2
184	зависимости от того	1	2
185	не только в	2	2
186	и притом в	1	2
187	так же как	4	2
188	они никогда не	2	2
189	в его содержании	1	2
190	и всякое иное	1	2
191	мы имеем в	2	2
192	в этом случае	1	2
193	что в нем	1	2
194	лишь одним из	2	2
195	выходит за пределы	2	2
196	так как и	1	2
197	и не входит	2	2
198	тем что оно	1	2
199	нам важно лишь	1	2
200	что и в	1	2
201	в литературе как	1	2
202	со стороны его	1	2
203	менее всего можно	1	1
204	как она есть	1	1
205	в самом начале	3	1
206	иной чем в	1	1
207	еще одну особенность	1	1
208	в этот период	1	1
209	несмотря на их	1	1
210	бы в точке	1	1
211	и как бы	3	1
212	и пр каждый	1	1
213	не входят в	1	1
214	исторический очерк и	1	1
215	о котором мы	1	1
216	ни на минуту	1	1
217	не приводит к	1	1
218	можно говорить об	1	1
219	да иначе и	1	1
220	том что это	1	1
221	произведения в самом	1	1
222	вполне понятно что	1	1
223	свое выражение в	1	1
224	главе нашей работы	1	1
225	по себе но	1	1
226	его не менее	1	1
227	отношения между ними	1	1
228	можем сказать что	2	1
229	различны в зависимости	1	1
230	и заключается в	1	1
231	то что он	1	1
232	на задний план	1	1
233	на другого человека	1	1
234	героя и его	3	1
235	и потому нет	1	1
236	же это за	1	1
237	том отношении что	1	1
238	от различных художественных	1	1
239	видение и изображение	1	1
240	лишь как момент	1	1
241	и тогда когда	1	1
242	в нем лишь	1	1
243	этой оценки и	1	1
244	по сравнению с	2	1
245	же что и	1	1
246	самом деле в	1	1
247	ведь именно в	1	1
248	и навсегда не	1	1
249	но не их	1	1
250	она так сказать	1	1
251	как и с	1	1
252	была бы разрешена	1	1
253	он и не	3	1
254	в самой действительности	2	1
255	он не может	2	1
256	не то чем	1	1
257	был бы не	1	1
258	что они не	1	1
259	можно выразить так	1	1
260	этом романе и	1	1
261	войти в художественную	1	1
262	до простой мотивировки	1	1
263	нелепо думать что	1	1
264	от того кто	1	1
265	дальнейшее развитие и	1	1
266	другой стороны со	1	1
267	в процессе такой	1	1
268	его сознания и	2	1
269	очень важной особенности	1	1
270	вот что говорит	1	1
271	центр тяжести в	1	1
272	они не могут	1	1
273	то чем является	1	1
274	направлено именно на	1	1
275	если бы герой	1	1
276	настоящая глава посвящена	1	1
277	прежде всего необходимо	1	1
278	резко отличен от	1	1
279	это происходит в	1	1
280	иначе и быть	1	1
281	очень характерно для	1	1
282	было дано в	1	1
283	всяком случае была	1	1
284	одного и того	1	1
285	это не значит	3	1
286	все новые и	1	1
287	но самый факт	1	1
288	говорит он основной	1	1
289	рядом с этим	1	1
290	а так сказать	1	1
291	так и остался	1	1
292	только с точки	1	1
293	не было как	1	1
294	создается впечатление что	1	1
295	мы можем сказать	2	1
296	как их понимает	1	1
297	могут быть поняты	1	1
298	романа в его	5	1
299	ведь в противном	1	1
300	для него нет	2	1
301	лишь там где	2	1
302	со всем этим	1	1
303	это конечно не	1	1
304	не укладывающиеся в	1	1
305	в то что	2	1
306	увидеть и показать	2	1
307	из него как	1	1
308	которому как бы	1	1
309	его творчества и	1	1
310	что в самом	1	1
311	бы нелепо думать	1	1
312	в нем нет	1	1
313	их а не	1	1
314	одной очень важной	1	1
315	одной плоскости в	1	1
316	уже в первый	1	1
317	в одном месте	1	1
318	он есть а	1	1
319	при ознакомлении с	1	1
320	переходит в другое	2	1
321	а потому что	1	1
322	и никогда не	1	1
323	самый художественный замысел	1	1
324	по себе не	1	1
325	таким образом в	2	1
326	конечно не может	1	1
327	так именно и	1	1
328	значит конечно что	3	1
329	зависимости от различных	1	1
330	самом деле нет	1	1
331	они вовсе не	1	1
332	как проблема целого	1	1
333	та же идея	1	1
334	и по отношению	1	1
335	и в нем	1	1
336	функции в произведении	1	1
337	что же это	1	1
338	и в пределах	1	1
339	и того же	1	1
340	является лишь одним	2	1
341	в первой главе	1	1
342	потому что не	2	1
343	к которому как	1	1
344	может быть никаких	1	1
345	как это происходит	1	1
346	при этих условиях	1	1
347	не только с	1	1
348	что для них	1	1
349	что было дано	1	1
350	быть даже и	1	1
351	и до известной	1	1
352	и в его	3	1
353	к истории как	1	1
354	на минуту не	1	1
355	а прежде всего	2	1
356	и пр как	1	1
357	в литературе о	1	1
358	а не только	2	1
359	в виду прежде	1	1
360	в структуре произведения	1	1
361	дело идет не	6	1
362	от него мы	1	1
363	виду прежде всего	1	1
364	материал на котором	1	1
365	тоже не может	1	1
366	существенного от несущественного	1	1
367	прежде всего то	1	1
368	мышления о мире	1	1
369	раз и входит	1	1
370	стороны со стороны	1	1
371	и потому не	1	1
372	мы видим что	2	1
373	между собою в	1	1
374	которые сами по	1	1
375	и достоевский и	1	1
376	между ними не	1	1
377	мы должны подчеркнуть	1	1
378	то что было	3	1
379	может показаться что	1	1
380	мы говорили в	1	1
381	в том и	2	1
382	таким образом мы	1	1
383	друг друга и	2	1
384	кто и когда	1	1
385	лежит в самой	1	1
386	и в романе	3	1
387	но он не	2	1
388	той или иной	3	1
389	момент художественного произведения	1	1
390	в его содержание	1	1
391	в художественную структуру	1	1
392	котором мы говорили	1	1
393	мы увидим дальше	1	1
394	именно в ней	1	1
395	совершенно в той	1	1
396	мы видим не	1	1
397	сознания в этом	1	1
398	и только в	1	1
399	же степени как	1	1
400	таким образом говорит	1	1
401	он должен быть	1	1
402	ни в каком	1	1
403	а вместе с	1	1
404	не столько в	1	1
405	взаимодействие с другими	1	1
406	сказать что и	1	1
407	таким образом все	2	1
408	материал до конца	1	1
409	как и для	1	1
410	может быть дана	1	1
411	в плане художественного	1	1
412	в чем же	1	1
413	мы должны рассматривать	2	1
414	одна из возможных	1	1
415	лишь на почве	1	1
416	в этом рассказе	1	1
417	оно ни было	1	1
418	может быть даже	2	1
419	о том что	5	1
420	уже не действительность	1	1
421	должны подчеркнуть что	1	1
422	образом говорит он	1	1
423	между материалом и	1	1
424	по крайней мере	3	1
425	лицом к лицу	1	1
426	лучшем случае они	1	1
427	и в самом	1	1
428	можно допустить и	1	1
429	было бы сказать	1	1
430	мира в его	2	1
431	но и не	2	1
432	мы бы сказали	1	1
433	художественной формы и	1	1
434	а следовательно и	1	1
435	с самим собою	2	1
436	здесь вовсе не	1	1
437	можно сказать что	3	1
438	реальность в основе	1	1
439	так всегда и	1	1
440	и той же	1	1
441	до крайней степени	1	1
442	как впрочем и	1	1
443	идет не об	6	1
444	форму и содержание	1	1
445	говорит он я	1	1
446	место в творчестве	1	1
447	не может только	1	1
448	в то время	3	1
449	никогда не является	1	1
450	быть понято как	1	1
451	той же степени	1	1
452	зависит от того	1	1
453	точки зрения на	2	1
454	все же не	1	1
455	оно ориентировано на	1	1
456	самом деле это	1	1
457	tertium non datur	1	1
458	но даже в	1	1
459	всю полноту своей	1	1
460	хотя и не	1	1
461	но для нас	1	1
462	не было бы	1	1
463	если бы эти	1	1
464	это объясняется не	1	1
465	резко отличается от	1	1
466	иногда и в	1	1
467	отметить что в	1	1
468	и быть не	1	1
469	лишь с точки	1	1
470	тому как в	2	1
471	что он есть	3	1
472	автора и в	1	1
473	не тем что	1	1
474	он сумел поставить	1	1
475	не может в	1	1
476	эту идею в	1	1
477	в этом произведении	1	1
478	одной и той	1	1
479	что из всего	1	1
480	заключается в том	2	1
481	в самом конце	1	1
482	я и не	1	1
483	как одна из	1	1
484	во всех этих	1	1
485	не соглашаться с	1	1
486	о нем как	1	1
487	оно ни принимало	1	1
488	говорит об этом	2	1
489	во всей его	2	1
490	не значит конечно	3	1
491	возможно лишь там	1	1
492	который был бы	1	1
493	и больше всего	1	1
494	но тем не	1	1
495	в новое время	1	1
496	в сущности не	1	1
497	со всей полнотой	1	1
498	не теряя своей	1	1
499	так чтобы она	1	1
500	тому что он	1	1
501	в том отношении	1	1
502	но именно в	1	1
503	и что в	1	1
504	же как и	3	1
505	нашей работы мы	1	1
506	не изолированно а	1	1
507	сам он не	1	1
508	тем что он	1	1
509	можем судить о	1	1
510	кругозор в его	1	1
511	никогда не может	1	1
512	но не для	1	1
513	по этому вопросу	1	1
514	все равно что	1	1
515	все в нем	2	1
516	быть прежде всего	1	1
517	та или иная	1	1
518	свое значение не	1	1
519	здесь же нам	1	1
520	них есть только	1	1
521	создано так что	1	1
522	другой стороны и	1	1
523	жизни и вот	1	1
524	прежде и больше	1	1
525	он говорит о	1	1
526	ведь то что	1	1
527	совпадает с самим	2	1
528	все это в	1	1
529	одного сознания одного	1	1
530	мы уже говорили	2	1
531	одной плоскости с	4	1
532	не должна быть	1	1
533	жизни и в	1	1
534	теперь мы должны	1	1
535	или же в	1	1
536	бы оно ни	1	1
537	является одним из	2	1
538	это и есть	3	1
539	во всех сферах	1	1
540	к одной очень	1	1
541	можно было бы	4	1
542	уже не как	2	1
543	новые и новые	1	1
544	из них автор	1	1
545	потому что они	2	1
546	они вступают в	1	1
