N	2gram	Propp_Isto	Freidism
196	данном случае	6	4
197	в данном	7	4
198	в котором	5	4
199	мы увидим	6	4
200	потому что	8	4
201	только как	1	4
202	это только	2	4
203	не всегда	7	4
204	в этот	6	4
205	только на	2	4
206	в мир	1	4
207	так же	16	4
208	свою очередь	1	4
209	связанных с	4	4
210	нет и	1	4
211	на него	4	4
212	в своем	2	4
213	нигде не	1	4
214	все время	2	4
215	это вовсе	1	4
216	одна из	2	4
217	только с	2	4
218	но это	5	4
219	дает нам	3	4
220	этот процесс	1	4
221	и за	3	4
222	тем не	6	4
223	человека в	2	4
224	таком случае	1	4
225	у него	4	4
226	мы находим	1	4
227	не существует	1	4
228	в голову	1	4
229	в зависимости	1	4
230	я не	3	4
231	по своему	1	4
232	между собой	2	4
233	нисколько не	1	4
234	войти в	1	4
235	человека к	1	4
236	о себе	3	4
237	в таких	3	4
238	не дает	3	4
239	этом мы	1	4
240	и может	1	4
241	должны быть	1	4
242	в другом	11	4
243	к ней	4	4
244	главным образом	3	4
245	в узком	1	4
246	в области	1	4
247	его к	5	4
248	с ее	2	4
249	в целом	4	4
250	ответ на	1	3
251	для всех	1	3
252	до сих	7	3
253	в центре	1	3
254	и очень	2	3
255	и при	2	3
256	это уже	3	3
257	смерти отца	1	3
258	связанное с	2	3
259	для них	3	3
260	нет никакого	1	3
261	и тот	3	3
262	в них	6	3
263	и даже	4	3
264	все его	1	3
265	их в	6	3
266	очень важный	1	3
267	к его	1	3
268	нам уже	2	3
269	приводит к	1	3
270	где оно	1	3
271	связано с	4	3
272	этот мотив	8	3
273	на этой	2	3
274	что мы	5	3
275	он был	1	3
276	и социальной	1	3
277	ребенка в	3	3
278	этот период	1	3
279	на основе	1	3
280	одной и	2	3
281	между двумя	6	3
282	о них	1	3
283	в одном	9	3
284	можно ли	3	3
285	в совершенно	1	3
286	и той	2	3
287	он дает	1	3
288	уже в	1	3
289	как на	1	3
290	не совсем	5	3
291	и дать	1	3
292	находится в	4	3
293	о том	4	3
294	на этот	1	3
295	это сделать	1	3
296	из него	3	3
297	и становится	2	3
298	представления и	2	3
299	только не	2	3
300	и то	4	3
301	говорит о	1	3
302	видели что	8	3
303	мы видим	15	3
304	они не	4	3
305	жизни так	2	3
306	к себе	3	3
307	не будем	6	3
308	узком смысле	1	3
309	и этим	1	3
310	отцом и	1	3
311	у нас	7	3
312	его совершенно	1	3
313	от всех	1	3
314	этого не	1	3
315	он пытается	1	3
316	одним из	4	3
317	на себя	5	3
318	но для	2	3
319	такой же	3	3
320	случае не	1	3
321	и как	6	3
322	с отцом	1	3
323	и она	5	3
324	есть только	4	3
325	и сам	1	3
326	на все	2	3
327	и следовательно	1	3
328	себе и	2	3
329	которой он	3	3
330	под влиянием	2	3
331	сих пор	7	3
332	следующей главе	1	3
333	этих двух	2	3
334	сказать и	1	3
335	и тех	1	3
336	выйти за	2	3
337	в самых	3	3
338	ни один	2	3
339	между тем	2	3
340	нам важно	3	3
341	когда он	2	3
342	и является	1	3
343	дать ему	1	3
344	как не	2	3
345	человека с	2	3
346	целом и	1	3
347	явление в	1	3
348	себя в	2	3
349	бы он	1	3
350	и от	3	3
351	и есть	3	3
352	конечно совершенно	1	3
353	же мы	2	3
354	формы и	1	3
355	на место	1	3
356	сказать о	1	3
357	а как	2	3
358	независимо от	3	3
359	в эпоху	1	3
360	если это	4	3
361	на это	4	3
362	и другие	6	2
363	социальной жизни	1	2
364	этому времени	1	2
365	вступить в	3	2
366	случае в	2	2
367	и этот	2	2
368	в момент	1	2
369	к этой	2	2
370	которые он	1	2
371	очень много	3	2
372	его с	2	2
373	должна быть	2	2
374	которых мы	1	2
375	и их	4	2
376	по всему	2	2
377	большую роль	1	2
378	связи в	3	2
379	вот как	2	2
380	в некоторых	9	2
381	из которых	1	2
382	не как	1	2
383	не исчерпывается	1	2
384	находятся в	1	2
385	в науке	1	2
386	из того	2	2
387	нас в	1	2
388	для нас	6	2
389	самом же	1	2
390	и об	1	2
391	правда в	1	2
392	его таким	1	2
393	половой зрелости	2	2
394	особого рода	3	2
395	но все	5	2
396	жизнь в	1	2
397	равно как	3	2
398	мы остановимся	1	2
399	из всего	1	2
400	если его	1	2
401	для сознания	1	2
402	в мире	1	2
403	и они	4	2
404	только через	1	2
405	они и	3	2
406	приходит в	3	2
407	а именно	8	2
408	и так	3	2
409	человека на	1	2
410	только для	1	2
411	не имеет	3	2
412	отличается от	1	2
413	да и	2	2
414	легче всего	1	2
415	не пытается	1	2
416	при помощи	11	2
417	матери и	3	2
418	их нельзя	1	2
419	и было	2	2
420	свой смысл	1	2
421	не входит	1	2
422	в дальнейшем	8	2
423	все они	1	2
424	но их	1	2
425	же остальное	1	2
426	его и	6	2
427	в такой	1	2
428	отца в	1	2
429	вопрос о	4	2
430	ст в	1	2
431	отсюда и	1	2
432	и между	1	2
433	в течение	6	2
434	связана с	4	2
435	одной стороны	2	2
436	относится к	3	2
437	представляет собой	6	2
438	являются не	1	2
439	и уже	2	2
440	для нее	2	2
441	в различных	1	2
442	от других	1	2
443	превращается в	10	2
444	еще более	3	2
445	он их	1	2
446	не заметил	2	2
447	цели и	1	2
448	в америке	3	2
449	в глаза	2	2
450	же самое	1	2
451	в мифах	2	2
452	с другой	10	2
453	на более	1	2
454	наука и	1	2
455	заметить что	2	2
456	и во	1	2
457	только одна	3	2
458	за пределами	1	2
459	может оказаться	1	2
460	только при	1	2
461	то она	2	2
462	не имели	1	2
463	друг друга	6	2
464	же он	3	2
465	бы в	1	2
466	отцу он	1	2
467	в связь	2	2
468	из этой	2	2
469	как к	2	2
470	на языке	1	2
471	мы могли	1	2
472	ничем не	2	2
473	и всей	2	2
474	зависит от	1	2
475	с одной	2	2
476	такого рода	1	2
477	в состоянии	2	2
478	и через	1	2
479	еще больше	1	2
480	для всего	1	2
481	он и	4	2
482	что при	3	2
483	такое же	4	2
484	о нем	2	2
485	и сама	1	2
486	в качестве	4	2
487	то мы	3	2
488	но как	2	2
489	на которой	3	2
490	силу и	2	2
491	что между	1	2
492	в следующем	1	2
493	них и	1	2
494	сказать не	1	2
495	а на	5	2
496	от матери	1	2
497	материал для	1	2
498	в несколько	2	2
499	ее от	1	2
500	а также	5	2
501	будто бы	1	2
502	которые мы	1	2
503	в глубине	1	2
504	по их	1	2
505	вообще не	2	2
506	ясно что	2	2
507	обстоятельство что	1	2
508	он в	3	2
509	также в	2	2
510	же как	8	2
511	не есть	3	2
512	но когда	1	2
513	мотива в	2	2
514	другом месте	1	2
515	рассказывает что	1	2
516	к своему	3	2
517	от этого	1	2
518	века в	1	2
519	всей той	1	2
520	это было	1	2
521	должен быть	1	2
522	в эту	1	2
523	что как	2	2
524	в одной	4	2
525	связаны с	1	2
526	на них	2	2
527	же деле	1	2
528	ко всему	1	2
529	из способов	1	2
530	не то	2	2
531	страх перед	1	2
532	же из	1	2
533	а его	1	2
534	на один	2	2
535	ли это	2	2
536	его не	3	2
537	на другой	3	2
538	также и	1	2
539	в работе	3	2
540	обстоит дело	1	2
541	человека как	1	2
542	дело не	3	2
543	с большим	5	2
544	или же	2	2
545	речи и	1	2
546	и тем	2	2
547	то обстоятельство	1	2
548	если же	2	2
549	есть и	7	2
550	и та	1	2
551	в нашей	1	2
552	входит в	1	2
553	не следует	2	2
554	таких случаях	2	2
555	останавливаться на	2	2
556	но вместе	1	2
557	к которой	1	2
558	что бы	1	2
559	на всю	1	2
560	или иное	1	2
561	когда мы	1	2
562	и поэтому	1	2
563	но эти	1	2
564	на свет	1	2
565	в книге	1	2
566	но нет	1	2
567	современной европейской	1	2
568	образом в	2	2
569	или другими	1	2
570	становится уже	1	2
571	всю жизнь	2	2
572	но если	2	2
573	с сыном	1	2
574	из этого	1	2
575	там где	8	2
576	словесное выражение	1	2
577	человек не	1	2
578	в него	3	2
579	три года	6	2
580	в одну	3	2
581	он должен	3	2
582	не к	1	2
583	это желание	1	2
584	в особенности	3	1
585	что было	3	1
586	к сожалению	1	1
587	какую роль	1	1
588	во всем	3	1
589	эти мотивы	2	1
590	утверждать что	2	1
591	будем мы	1	1
592	не нашел	1	1
593	несомненно что	2	1
594	образом и	2	1
595	то нам	1	1
596	по существу	3	1
597	существует но	1	1
598	мы найдем	2	1
599	и здесь	8	1
600	разные формы	1	1
601	с момента	1	1
602	менее он	1	1
603	животное но	1	1
604	друга в	1	1
605	но за	1	1
606	принимает на	1	1
607	которые не	1	1
608	исходя из	2	1
609	части тела	1	1
610	которая в	2	1
611	груди и	3	1
612	на ее	1	1
613	и оттуда	1	1
614	и должно	1	1
615	или по	5	1
616	дело с	2	1
617	природу в	1	1
618	и дает	1	1
619	даже в	4	1
620	была бы	1	1
621	другой пример	1	1
622	его за	1	1
623	из всех	1	1
624	братьев и	1	1
625	что отец	2	1
626	а у	2	1
627	эта новая	1	1
628	художественного творчества	1	1
629	этом случае	8	1
630	они выходят	2	1
631	в разных	1	1
632	на несколько	1	1
633	никак не	1	1
634	но тем	2	1
635	однако еще	1	1
636	в другой	6	1
637	а затем	6	1
638	она знает	2	1
639	в область	1	1
640	что человек	1	1
641	иногда и	1	1
642	лежит это	1	1
643	в работах	1	1
644	остановиться на	1	1
645	живут в	1	1
646	и другими	1	1
647	которых при	1	1
648	его от	3	1
649	близки к	2	1
650	связью с	1	1
651	на заре	1	1
652	с собой	4	1
653	и эти	5	1
654	за что	1	1
655	должен был	5	1
656	на смену	7	1
657	как они	1	1
658	начинается с	3	1
659	в борьбе	1	1
660	вводится в	2	1
661	двух людей	1	1
662	сущность этого	1	1
663	время как	2	1
664	на которых	2	1
665	животного в	2	1
666	для такой	1	1
667	однако мы	1	1
668	целого но	1	1
669	в наших	2	1
670	их и	4	1
671	на волю	4	1
672	каким образом	1	1
673	показать что	1	1
674	любовь и	1	1
675	которые она	1	1
676	как царство	1	1
677	был связан	1	1
678	как при	1	1
679	что весь	2	1
680	форму и	1	1
681	тем что	8	1
682	образом этот	1	1
683	тела и	1	1
684	какая же	1	1
685	она является	1	1
686	при том	1	1
687	позднее время	1	1
688	на месте	2	1
689	уже на	3	1
690	то время	2	1
691	но никогда	1	1
692	представление о	3	1
693	странным образом	2	1
694	другую сторону	2	1
695	например в	3	1
696	эти черты	2	1
697	характер этого	1	1
698	меня в	1	1
699	с тем	3	1
700	когда это	1	1
701	мотивов в	1	1
702	уже нет	2	1
703	там же	2	1
704	к самому	1	1
705	к нам	1	1
706	жизни является	1	1
707	что по	2	1
708	каким-то образом	1	1
709	только те	1	1
710	оказалось что	2	1
711	со всем	1	1
712	что иное	6	1
713	на мелкие	1	1
714	и отдельных	1	1
715	и т	33	1
716	не что	6	1
717	правда не	1	1
718	этим комплексом	1	1
719	совершенно одинаково	1	1
720	а более	1	1
721	или выражаясь	1	1
722	явление и	1	1
723	мир для	1	1
724	духа который	1	1
725	бы не	1	1
726	к какому	1	1
727	становится ясным	2	1
728	знаем теперь	1	1
729	в иной	2	1
730	сравнению с	2	1
731	характерное явление	1	1
732	объясняет почему	1	1
733	своего отца	2	1
734	они говорят	1	1
735	в это	1	1
736	собой нечто	1	1
737	является какой-то	1	1
738	он по	2	1
739	пр но	1	1
740	не его	1	1
741	могут оказаться	1	1
742	мы сейчас	2	1
743	находит его	1	1
744	знакомый нам	1	1
745	все члены	2	1
746	у нашего	1	1
747	и сталкивается	1	1
748	направление в	1	1
749	здесь имеет	1	1
750	поле в	1	1
751	это был	1	1
752	его мать	1	1
753	нет ничего	3	1
754	бросается в	1	1
755	из могилы	4	1
756	во все	4	1
757	на три	2	1
758	человеческого тела	2	1
759	мы рассмотрим	6	1
760	в религиозных	1	1
761	девушки в	2	1
762	то это	5	1
763	можно считать	1	1
764	он находит	1	1
765	что этот	4	1
766	чтобы вызвать	1	1
767	этот недостаток	1	1
768	после того	5	1
769	в какой-нибудь	1	1
770	не имеют	2	1
771	показывает нам	2	1
772	со всех	1	1
773	силы и	1	1
774	два момента	1	1
775	тотчас же	1	1
776	своей целью	1	1
777	и заставляет	1	1
778	мы достаточно	1	1
779	то и	7	1
780	и золотого	1	1
781	его происхождение	1	1
782	это за	1	1
783	силами и	1	1
784	общеизвестно что	1	1
785	и каждое	1	1
786	них самих	1	1
787	о социальной	1	1
788	авторитет и	1	1
789	по сравнению	2	1
790	это все	1	1
791	и известное	1	1
792	повторять и	1	1
793	в каких	1	1
794	и другой	1	1
795	на два	1	1
796	во многих	2	1
797	только временно	2	1
798	еще на	2	1
799	что вся	1	1
800	не отражает	2	1
801	окажется что	1	1
802	перейдем к	1	1
803	в руках	1	1
804	это же	1	1
805	с которой	1	1
806	самый важный	1	1
807	но уже	1	1
808	именно на	2	1
809	итоги мы	1	1
810	к своим	1	1
811	наконец как	1	1
812	которых она	1	1
813	приходит к	1	1
814	план выдвигается	1	1
815	и наиболее	1	1
816	для данного	1	1
817	люди а	1	1
818	а те	1	1
819	целый ряд	3	1
820	мы считаем	1	1
821	они с	1	1
822	порядка но	1	1
823	уже и	1	1
824	и находит	1	1
825	только это	1	1
826	рождение человека	1	1
827	действия и	1	1
828	а во	1	1
829	теперь к	3	1
830	всего что	1	1
831	на ней	5	1
832	постараемся дать	1	1
833	изучение этого	2	1
834	имеем в	6	1
835	этого мира	1	1
836	некоторое время	4	1
837	на одну	2	1
838	слияния представлений	1	1
839	их значение	1	1
840	и там	6	1
841	в точности	4	1
842	без всякого	1	1
843	по линии	2	1
844	о причинах	1	1
845	которых он	1	1
846	говорит об	1	1
847	по которой	2	1
848	таких случаев	1	1
849	незнакомому с	1	1
850	одной из	1	1
851	следующим образом	3	1
852	к которому	6	1
853	с нею	1	1
854	эти вопросы	1	1
855	противоречие в	1	1
856	и производит	1	1
857	который по	1	1
858	его силы	1	1
859	видим в	3	1
860	по-видимому в	1	1
861	и собрал	1	1
862	каждое из	1	1
863	который в	1	1
864	этого слова	3	1
865	сон и	1	1
866	именно с	1	1
867	однако в	1	1
868	ко всей	1	1
869	от них	5	1
870	перед нами	4	1
871	одну группу	1	1
872	изучение этих	1	1
873	друг с	2	1
874	на котором	2	1
875	у них	1	1
876	нет никаких	2	1
877	не мог	2	1
878	что соответствует	1	1
879	все с	1	1
880	к ее	1	1
881	в особом	3	1
882	отцу в	1	1
883	на своем	1	1
884	здесь действительно	1	1
885	о связи	5	1
886	мы еще	3	1
887	ними в	1	1
888	через некоторое	2	1
889	только наиболее	1	1
890	стороны он	1	1
891	характерные для	1	1
892	с того	5	1
893	ли эта	1	1
894	но есть	3	1
895	именно момент	1	1
896	суть дела	1	1
897	уже с	3	1
898	доступ в	1	1
899	и предмет	1	1
900	им как	1	1
901	и весь	1	1
902	связан с	5	1
903	что они	14	1
904	ту роль	2	1
905	или наоборот	2	1
906	но на	1	1
907	жить и	1	1
908	еще одну	3	1
909	только одного	1	1
910	и он	2	1
911	только одно	1	1
912	ему в	2	1
913	но этим	1	1
914	мире у	1	1
915	хотелось бы	2	1
916	рода и	1	1
917	нет ни	1	1
918	от его	1	1
919	отличает его	1	1
920	похожи на	1	1
921	на тех	1	1
922	это сходство	1	1
923	на вопрос	1	1
924	переносится на	3	1
925	и функции	1	1
926	указать на	4	1
927	гл viii	1	1
928	при всей	1	1
929	несколько иной	1	1
930	он делает	2	1
931	собой в	1	1
932	только у	1	1
933	мы ничего	1	1
934	она в	1	1
935	но еще	1	1
936	этого он	1	1
937	совсем так	2	1
938	а вместо	1	1
939	ним в	1	1
940	это происходило	1	1
941	части его	1	1
942	или с	1	1
943	этой мысли	1	1
944	имеется и	1	1
945	как нет	2	1
946	обычно не	1	1
947	хотя и	4	1
948	не хочет	3	1
949	не соответствует	1	1
950	и тут	1	1
951	имеем у	1	1
952	интересен тем	1	1
953	но чаще	1	1
954	со своим	1	1
955	для объяснения	1	1
956	мы легко	1	1
957	человека говорит	1	1
958	понимания этого	1	1
959	нем происходит	1	1
960	уже знакомый	1	1
961	и религиозных	1	1
962	из форм	1	1
963	и один	3	1
964	смысле этого	3	1
965	за другими	1	1
966	даже сами	1	1
967	основана на	1	1
968	не связано	1	1
969	для его	1	1
970	в ином	6	1
971	этим мы	1	1
972	в виде	2	1
973	куда он	1	1
974	однако не	2	1
975	родство с	1	1
976	один пример	1	1
977	чем в	1	1
978	своих детей	2	1
979	часто он	1	1
980	же не	2	1
981	или желания	1	1
982	бы для	1	1
983	или в	14	1
984	когда оно	1	1
985	в свои	1	1
986	к чему	2	1
987	сказание о	1	1
988	не говорит	2	1
989	что его	2	1
990	будет дано	1	1
991	которого она	1	1
992	из сознания	1	1
993	но эта	2	1
994	на нее	4	1
995	это мы	2	1
996	которые как	1	1
997	и эта	1	1
998	там и	1	1
999	чем состоит	2	1
1000	не признает	1	1
1001	ничего удивительного	1	1
1002	на характер	1	1
1003	дано в	1	1
1004	на тот	2	1
1005	наконец даже	1	1
1006	одинаково во	1	1
1007	он берет	1	1
1008	как говорит	1	1
1009	и совсем	1	1
1010	подводя итоги	1	1
1011	что юноша	1	1
1012	совершенно точно	1	1
1013	долгое время	2	1
1014	он теперь	1	1
1015	но я	1	1
1016	по смыслу	1	1
1017	прибавить что	2	1
1018	эти две	1	1
1019	говорят о	2	1
1020	в сборнике	1	1
1021	так на	2	1
1022	имеется в	3	1
1023	и которые	1	1
1024	при таком	1	1
1025	на фоне	1	1
1026	они представляли	1	1
1027	а иногда	1	1
1028	перейти к	2	1
1029	можно только	3	1
1030	не на	2	1
1031	считает ее	1	1
1032	здесь не	6	1
1033	в свете	6	1
1034	пока не	3	1
1035	различных народов	1	1
1036	и это	5	1
1037	человеческое сознание	1	1
1038	в сторону	3	1
1039	особую группу	2	1
1040	с другом	2	1
1041	до того	1	1
1042	вследствие чего	2	1
1043	знакомая нам	1	1
1044	полагает что	1	1
1045	на себе	1	1
1046	свою противоположность	1	1
1047	это так	1	1
1048	особенно в	2	1
1049	мы проследим	1	1
1050	тем более	1	1
1051	говорили выше	1	1
1052	дана в	1	1
1053	не все	7	1
1054	смертью они	1	1
1055	а из	1	1
1056	совершенно ясно	2	1
1057	но конечно	2	1
1058	оказаться весьма	1	1
1059	и власть	1	1
1060	жизнь и	1	1
1061	укажем что	1	1
1062	иметь в	1	1
1063	в русской	5	1
1064	но его	1	1
1065	без всякой	1	1
1066	вопрос не	2	1
1067	говорит он	1	1
1068	выдает себя	1	1
1069	предположить что	11	1
1070	но можно	1	1
1071	имеет своей	2	1
1072	ступени к	1	1
1073	и быть	1	1
1074	это конечно	1	1
1075	за то	1	1
1076	и других	1	1
1077	они стали	1	1
1078	а к	1	1
1079	у различных	1	1
1080	такую же	1	1
1081	не помнит	2	1
1082	тут и	1	1
1083	собственно с	1	1
1084	только путем	1	1
1085	характерно для	2	1
1086	действия в	1	1
1087	ее во	1	1
1088	остановимся только	1	1
1089	связи с	9	1
1090	посвящено несколько	1	1
1091	показывает что	13	1
1092	может возникнуть	1	1
1093	может даже	1	1
1094	все остальные	1	1
1095	называет его	1	1
1096	близко к	1	1
1097	чтобы он	3	1
1098	этих способностей	1	1
1099	здесь она	1	1
1100	зрелости и	1	1
1101	т д	30	1
1102	ту же	2	1
1103	его голову	1	1
1104	с особым	1	1
1105	или не	3	1
1106	тому как	3	1
1107	отец который	1	1
1108	есть так	1	1
1109	этих трех	1	1
1110	это для	1	1
1111	полового созревания	1	1
1112	обычно бывает	1	1
1113	это по	1	1
1114	не будет	1	1
1115	и входит	1	1
1116	новых и	1	1
1117	роль которую	3	1
1118	к тем	2	1
1119	всей этой	1	1
1120	греческий миф	1	1
1121	но она	2	1
1122	от которых	2	1
1123	от отца	1	1
1124	их с	2	1
1125	не с	2	1
1126	что эта	2	1
1127	из каких	1	1
1128	пор не	1	1
1129	как он	1	1
1130	в тех	3	1
1131	для человека	1	1
1132	можно было	3	1
1133	в форме	1	1
1134	др в	1	1
1135	оказывается что	2	1
1136	кто не	1	1
1137	в начале	2	1
1138	говоря о	1	1
1139	быть объяснены	1	1
1140	болезнь и	1	1
1141	и хотя	1	1
1142	даже не	2	1
1143	стороны и	3	1
1144	целью его	1	1
1145	в современной	2	1
1146	отношения людей	1	1
1147	чтобы их	1	1
1148	можно найти	8	1
1149	как же	1	1
1150	в нее	2	1
1151	но этот	3	1
1152	усмотреть что	1	1
1153	они могут	2	1
1154	сталкивается с	1	1
1155	умирает и	1	1
1156	могла бы	1	1
1157	и совершенно	1	1
1158	ты должен	1	1
1159	например не	1	1
1160	о ней	2	1
1161	ни одной	3	1
1162	тем как	1	1
1163	весь тот	1	1
1164	него и	2	1
1165	этим дело	1	1
1166	со своими	2	1
1167	которой можно	1	1
1168	одного из	2	1
1169	общего с	1	1
1170	достаточно указать	3	1
1171	и самого	1	1
1172	внимание и	1	1
1173	друг другу	2	1
1174	не похожи	1	1
1175	здесь к	1	1
1176	и каждый	1	1
1177	как отец	1	1
1178	затем он	1	1
1179	которые в	1	1
1180	этим же	2	1
1181	они приобретают	2	1
1182	умершего отца	2	1
1183	она находит	1	1
1184	что изучение	1	1
1185	это делает	2	1
1186	но прежде	1	1
1187	только по	1	1
1188	в браке	1	1
1189	нашей точки	1	1
1190	это дает	1	1
1191	бы ему	1	1
1192	более позднее	2	1
1193	еще одно	1	1
1194	слова в	1	1
1195	по этому	2	1
1196	мы будем	1	1
1197	до смерти	1	1
1198	же в	6	1
1199	относящиеся сюда	1	1
1200	говорит ему	2	1
1201	действительно в	1	1
1202	о превращении	1	1
1203	не сразу	2	1
1204	мы теперь	1	1
1205	путь и	1	1
1206	нас мы	1	1
1207	как будто	2	1
1208	волю и	1	1
1209	представление об	1	1
1210	на то	4	1
1211	мы слышим	1	1
1212	же это	1	1
1213	здесь мы	6	1
1214	или при	1	1
1215	есть ли	4	1
1216	случае это	1	1
1217	таким же	5	1
1218	смерти как	1	1
1219	разве только	1	1
1220	означает что	1	1
1221	этому вопросу	1	1
1222	животных и	1	1
1223	в один	1	1
1224	дает ему	2	1
1225	отражает в	1	1
1226	нам кажется	1	1
1227	каждого из	1	1
1228	в лице	2	1
1229	следует за	2	1
1230	происходит в	4	1
1231	дело здесь	1	1
1232	за счет	2	1
1233	что на	6	1
1234	есть не	2	1
1235	где мы	1	1
1236	иное как	6	1
1237	здесь рождаются	1	1
1238	превращаются в	2	1
1239	он действительно	1	1
1240	известно из	1	1
1241	с этих	1	1
