N	3gram	Voloshinov	StatiiOP
207	которой не может	1	1
208	том что такое	1	1
209	одно и то	5	1
210	всех этих трех	1	1
211	содержит в себе	1	1
212	то все же	1	1
213	одной и той	4	1
214	бы совершенно иной	1	1
215	должно было быть	1	1
216	одному и тому	1	1
217	и вообще не	1	1
218	хотя бы в	1	1
219	что язык не	2	1
220	чтобы убедиться в	1	1
221	не только ее	1	1
222	выражение прежде всего	2	1
223	одном примере как	1	1
224	и все же	1	1
225	не является ли	1	1
226	что несмотря на	1	1
227	общества так как	1	1
228	к той эпохе	1	1
229	из которых каждая	1	1
230	и не только	2	1
231	должен был бы	1	1
232	в этом творчестве	1	1
233	выбор того или	1	1
234	все еще не	1	1
235	в виду что	1	1
236	все что было	1	1
237	тот или иной	2	1
238	на одном примере	1	1
239	свое выражение прежде	2	1
240	же самое и	1	1
