N	2gram	Tiupa_Lite	Vladivir
333	ее в	1	5
334	со своим	2	5
335	в их	3	5
336	мы находим	1	5
337	этого не	2	5
338	а то	2	5
339	впрочем не	1	5
340	и без	1	5
341	со своей	3	5
342	но уже	2	5
343	с самого	1	5
344	она не	1	5
345	далеко не	4	5
346	только то	3	5
347	еще на	1	5
348	которое в	1	5
349	бытия и	1	5
350	и прежде	4	5
351	в области	5	5
352	и только	4	5
353	не к	3	5
354	только что	1	4
355	которые не	1	4
356	на свою	3	4
357	поскольку он	2	4
358	и стал	1	4
359	мы с	3	4
360	в ноябре	1	4
361	не могли	1	4
362	процесс в	1	4
363	платона и	1	4
364	уже о	2	4
365	уже и	1	4
366	пока еще	1	4
367	наряду с	1	4
368	том чтобы	1	4
369	в трактате	2	4
370	что даже	1	4
371	этом же	1	4
372	крайней мере	2	4
373	с одной	9	4
374	мы можем	1	4
375	нет и	1	4
376	или не	1	4
377	не о	1	4
378	но для	1	4
379	об этой	1	4
380	это тоже	1	4
381	всех своих	3	4
382	если оно	2	4
383	на этом	3	4
384	кажется что	1	4
385	но зато	2	4
386	у которого	1	4
387	я в	12	4
388	всю жизнь	2	4
389	любви к	1	4
390	время он	1	4
391	для тех	1	4
392	эту тему	1	4
393	в статье	2	4
394	вплоть до	4	4
395	в особенности	2	4
396	при жизни	1	4
397	не так	1	4
398	как с	1	4
399	в сущности	5	4
400	о которой	2	4
401	не на	2	4
402	не могут	1	4
403	в возрасте	1	4
404	с ней	1	4
405	есть нечто	1	4
406	и т	2	4
407	себя и	3	4
408	с начала	1	4
409	всей своей	2	4
410	по крайней	2	4
411	перед нами	1	4
412	человека и	2	4
413	но тут	1	4
414	ни к	1	4
415	совершенно не	1	4
416	и более	1	4
417	тех же	3	4
418	лишь в	4	4
419	для нее	2	4
420	русской философии	1	4
421	как например	1	4
422	мог бы	1	4
423	и во	1	4
424	одной из	2	4
425	только с	1	4
426	у них	1	4
427	как к	4	4
428	ему в	2	4
429	тем самым	8	4
430	всех этих	1	4
431	бы на	2	4
432	этом отношении	5	4
433	на самом	1	4
434	но с	3	4
435	этом не	1	4
436	себе в	3	4
437	и вовсе	1	4
438	в такой	1	4
439	не все	1	4
440	это конечно	1	4
441	он говорит	2	4
442	владимира соловьева	1	4
443	во второй	2	4
444	одной стороны	8	4
445	оказывается что	1	4
446	уже тогда	1	4
447	оно должно	1	4
448	и других	4	4
449	так в	6	4
450	и эта	1	4
451	же это	3	4
452	от него	2	3
453	все что	3	3
454	в настоящем	1	3
455	в последнее	1	3
456	можно и	2	3
457	самого себя	3	3
458	которая в	3	3
459	с самим	1	3
460	строго говоря	1	3
461	не как	4	3
462	что человек	1	3
463	из многочисленных	1	3
464	во имя	3	3
465	что по	1	3
466	роль в	2	3
467	к бытию	1	3
468	отличается от	1	3
469	прочим и	1	3
470	мир и	2	3
471	так например	1	3
472	казалось бы	6	3
473	сам же	2	3
474	самого человека	1	3
475	я вижу	2	3
476	и который	1	3
477	в противоположность	2	3
478	только как	1	3
479	свое существование	1	3
480	в другом	3	3
481	во многих	3	3
482	самого начала	1	3
483	свою очередь	2	3
484	году но	1	3
485	было сказано	1	3
486	представляется что	1	3
487	вернуться к	1	3
488	именно так	3	3
489	для понимания	2	3
490	который в	2	3
491	а мы	1	3
492	на котором	1	3
493	гораздо более	1	3
494	него как	1	3
495	теперь же	1	3
496	в состоянии	1	3
497	в тот	1	3
498	если есть	1	3
499	к жизни	2	3
500	в следующем	1	3
501	и всякой	1	3
502	не была	1	3
503	а за	3	3
504	одним из	8	3
505	что не	3	3
506	я и	10	3
507	между ними	1	3
508	же как	3	3
509	на земле	1	3
510	в мире	9	3
511	так сказать	1	3
512	в сторону	1	3
513	бы в	1	3
514	и м	2	3
515	есть бог	1	3
516	только потому	1	3
517	он стал	1	3
518	это едва	1	3
519	одно и	1	3
520	иметь в	1	3
521	вот в	1	3
522	сравнительно с	1	3
523	и выше	2	3
524	как известно	1	3
525	два года	1	3
526	и др	4	3
527	что есть	2	3
528	в силу	4	3
529	дело не	2	3
530	с каким	1	3
531	в подлинном	1	3
532	меня и	1	3
533	и этот	1	3
534	жизни а	1	3
535	на почве	2	3
536	был бы	1	3
537	с такой	1	3
538	не помню	1	3
539	была бы	1	3
540	он на	2	3
541	абсолютная истина	1	3
542	для них	2	3
543	себе не	2	3
544	после прочтения	1	3
545	ниже в	1	3
546	самом деле	2	3
547	от своего	3	3
548	вот и	1	3
549	как о	1	3
550	в которых	1	3
551	было у	2	3
552	этому поводу	1	3
553	не любил	2	3
554	наконец в	2	3
555	в стихотворении	17	3
556	философа в	1	3
557	и вся	1	3
558	не могло	3	3
559	отношении к	2	3
560	здесь о	1	3
561	о своем	3	3
562	в обществе	1	3
563	жизни по	1	3
564	а скорее	2	3
565	в существовании	1	3
566	мы сами	2	3
567	общего с	3	3
568	это делает	1	3
569	произведения как	2	3
570	что такое	2	3
571	на вопрос	1	3
572	ее на	1	3
573	того как	1	3
574	второй половине	1	3
575	том числе	2	3
576	года что	1	3
577	ни на	1	3
578	в литературе	2	3
579	бытие и	1	3
580	с их	3	3
581	единой и	1	3
582	а если	2	3
583	более что	1	3
584	в какой	2	3
585	последнее время	1	3
586	один и	1	3
587	в новом	1	3
588	пока не	2	3
589	через год	1	3
590	истина и	1	3
591	и самого	2	3
592	в полной	1	3
593	субъекта и	3	3
594	к тем	1	3
595	а по	2	3
596	кто не	1	3
597	в трех	1	3
598	борьба с	1	3
599	говоря о	1	3
600	что к	1	3
601	к которой	1	3
602	на всю	1	3
603	при всем	4	3
604	и всякая	1	3
605	все еще	2	3
606	как будто	2	3
607	тех пор	2	3
608	которое мы	1	3
609	в той	1	2
610	является в	1	2
611	для всех	5	2
612	в душе	3	2
613	всю ночь	1	2
614	ней не	1	2
615	в момент	1	2
616	как носитель	2	2
617	до него	1	2
618	случае мы	1	2
619	дело с	1	2
620	но тем	4	2
621	время не	2	2
622	потому не	1	2
623	всем и	2	2
624	например с	1	2
625	представлений о	1	2
626	же году	3	2
627	и само	3	2
628	личности с	2	2
629	отношений в	1	2
630	как было	1	2
631	чтобы в	1	2
632	никогда и	1	2
633	к более	1	2
634	например в	3	2
635	и другим	1	2
636	молодого и	1	2
637	себя к	1	2
638	только для	1	2
639	у достоевского	2	2
640	свою собственную	1	2
641	всем его	1	2
642	и того	2	2
643	а во	2	2
644	при условии	1	2
645	в действительности	2	2
646	пор пока	2	2
647	имеет в	1	2
648	но эти	1	2
649	сила и	1	2
650	времени в	1	2
651	не всегда	1	2
652	в себя	5	2
653	говорить о	1	2
654	шла о	1	2
655	тогда же	1	2
656	приходит к	1	2
657	и те	1	2
658	для вас	2	2
659	второй половины	1	2
660	ней с	1	2
661	именно его	1	2
662	казалось что	1	2
663	однако эти	1	2
664	для всей	2	2
665	духа и	1	2
666	и говорил	1	2
667	как я	3	2
668	во всей	1	2
669	одна из	8	2
670	достоевского но	1	2
671	бы это	1	2
672	с ее	3	2
673	жизни с	2	2
674	все в	1	2
675	в некоторых	1	2
676	встал и	1	2
677	которой я	1	2
678	в годы	3	2
679	собой и	1	2
680	нами не	2	2
681	после того	1	2
682	на том	3	2
683	в произведении	1	2
684	к себе	3	2
685	что уже	1	2
686	первый раз	2	2
687	образом если	1	2
688	и духовных	1	2
689	к истине	1	2
690	но такой	1	2
691	знакомых и	1	2
692	в ее	1	2
693	оказался в	1	2
694	и сама	1	2
695	стремится к	1	2
696	не путем	1	2
697	столько же	1	2
698	xviii века	2	2
699	речь шла	1	2
700	цели но	1	2
701	всем своем	1	2
702	рядом с	1	2
703	и перед	1	2
704	от этого	1	2
705	году и	1	2
706	о невозможности	1	2
707	на себе	1	2
708	могло бы	1	2
709	сих пор	1	2
710	кто из	1	2
711	той или	1	2
712	имеет ничего	1	2
713	в русской	13	2
714	это вполне	1	2
715	признать его	1	2
716	еще только	1	2
717	личности и	1	2
718	с какой	1	2
719	и вы	1	2
720	в объективном	1	2
721	в ответ	1	2
722	в детстве	1	2
723	своего времени	2	2
724	и является	2	2
725	так просто	1	2
726	годов в	2	2
727	превратилась в	1	2
728	однако в	7	2
729	жизни все	1	2
730	этот путь	3	2
731	его личности	2	2
732	однако нельзя	1	2
733	в первой	1	2
734	которые были	1	2
735	базируется на	1	2
736	появляется у	1	2
737	это совершенно	1	2
738	насилия и	1	2
739	это он	1	2
740	на это	2	2
741	он говорил	1	2
742	не мешает	1	2
743	жизни но	1	2
744	до сих	1	2
745	та же	2	2
746	за ним	1	2
747	и свою	1	2
748	если в	2	2
749	которой не	1	2
750	должна быть	3	2
751	тогда когда	1	2
752	году к	1	2
753	целого ряда	1	2
754	из которых	3	2
755	поэтому в	1	2
756	их как	1	2
757	однако он	1	2
758	то с	2	2
759	за это	1	2
760	со всеми	2	2
761	особого рода	3	2
762	нам в	1	2
763	одновременно с	2	2
764	но дело	1	2
765	здесь дело	1	2
766	можно назвать	1	2
767	и поскольку	1	2
768	не знал	1	2
769	никем не	2	2
770	общего дела	4	2
771	поэзии и	3	2
772	знает что	1	2
773	это самое	1	2
774	то здесь	1	2
775	к той	1	2
776	я говорю	1	2
777	все они	2	2
778	он же	2	2
779	не является	3	2
780	в основе	5	2
781	тот кто	1	2
782	европы но	1	2
783	себе уже	1	2
784	относится к	3	2
785	во мне	2	2
786	то чему	1	2
787	но лишь	4	2
788	и уже	1	2
789	жизнь с	1	2
790	те или	1	2
791	со всей	2	2
792	но сам	1	2
793	к делу	1	2
794	еще один	1	2
795	потому и	1	2
796	что вы	1	2
797	не за	1	2
798	ни было	2	2
799	для изучения	1	2
800	но именно	1	2
801	из первых	1	2
802	в глазах	4	2
803	говорил что	1	2
804	этот последний	1	2
805	здесь и	1	2
806	от всякой	2	2
807	же он	1	2
808	подход к	1	2
809	ноябре года	1	2
810	этом случае	2	2
811	ответ на	1	2
812	поскольку здесь	1	2
813	многих других	1	2
814	они не	1	2
815	в первый	2	2
816	сам говорит	1	2
817	только своей	1	2
818	не для	2	2
819	ничего кроме	2	2
820	слова а	1	2
821	имел в	2	2
822	все равно	1	2
823	же именно	1	2
824	с другими	1	2
825	в г	1	2
826	говорил он	1	2
827	что ни	1	2
828	объекта и	2	2
829	о каком	1	2
830	в бытии	1	2
831	в эпоху	1	2
832	перед смертью	1	2
833	этом в	3	2
834	с той	1	2
835	не подлежит	1	2
836	что а	1	2
837	но по	2	2
838	мира и	1	2
839	идеи и	1	2
840	путь к	2	2
841	а он	1	2
842	а так	1	2
843	от других	2	2
844	с первого	1	2
845	людей в	1	2
846	здесь все	1	2
847	к одному	1	2
848	бытия как	1	2
849	человека в	5	2
850	личности в	4	2
851	за то	2	2
852	освобождения от	2	2
853	до тех	2	2
854	и личность	1	2
855	как уже	3	2
856	на ступени	1	2
857	не по	2	2
858	нужно было	1	2
859	свою жизнь	1	2
860	в нашей	2	2
861	гения и	1	2
862	стороны и	1	2
863	и жизни	4	2
864	человека с	1	2
865	как то	1	2
866	разумеется в	1	2
867	которая как	1	2
868	могло быть	2	2
869	он их	1	2
870	люблю но	1	2
871	одного из	4	2
872	к изучению	1	2
873	этом и	1	2
874	может показаться	1	2
875	эту мысль	1	2
876	на рубеже	4	2
877	только после	1	2
878	может и	1	2
879	к своей	2	2
880	бытия в	1	2
881	возможна только	1	2
882	все того	1	2
883	дальше в	1	2
884	не можем	2	2
885	еще несколько	1	1
886	всего это	1	1
887	частности для	1	1
888	и мыслить	1	1
889	только из	1	1
890	мире а	1	1
891	не единственный	1	1
892	сама собой	1	1
893	свой труд	1	1
894	он остановился	1	1
895	со всем	1	1
896	глубоких и	1	1
897	время она	1	1
898	лет назад	1	1
899	исходя из	3	1
900	и самому	1	1
901	мне что	1	1
902	стихи и	1	1
903	сверх того	1	1
904	боролся с	1	1
905	чем ее	1	1
906	на работу	1	1
907	в реальности	1	1
908	не исключают	2	1
909	глаз на	1	1
910	думаю что	1	1
911	помочь ему	1	1
912	она уже	1	1
913	в пользу	1	1
914	для более	1	1
915	еще года	1	1
916	угодно но	1	1
917	какой бы	1	1
918	и единственным	1	1
919	к исторической	2	1
920	мы ее	1	1
921	длинные и	1	1
922	на нас	1	1
923	а потому	4	1
924	ты не	1	1
925	стихотворении с	1	1
926	требует от	1	1
927	человеческой воли	1	1
928	быть может	2	1
929	не меняет	1	1
930	впрочем это	1	1
931	с собой	4	1
932	же этой	1	1
933	мыслится как	5	1
934	их не	2	1
935	к тебе	1	1
936	быть названа	2	1
937	без другого	1	1
938	такими же	1	1
939	то было	1	1
940	для любого	1	1
941	мысль о	2	1
942	вообще является	1	1
943	что со	1	1
944	от всего	1	1
945	по терминологии	2	1
946	признавать за	1	1
947	общего или	1	1
948	и следовало	1	1
949	не пошел	1	1
950	уже об	1	1
951	самому и	1	1
952	когда это	1	1
953	общения людей	2	1
954	я от	2	1
955	движется в	1	1
956	власти над	1	1
957	этот наш	1	1
958	единого и	1	1
959	мы встретились	1	1
960	я из	2	1
961	пишет и	1	1
962	обнимает все	1	1
963	который впрочем	1	1
964	работает в	1	1
965	наш взгляд	7	1
966	природы это	1	1
967	смерть в	1	1
968	другом месте	1	1
969	от самой	1	1
970	всех подобных	1	1
971	на цыпочках	1	1
972	и сделал	1	1
973	теперь не	1	1
974	до своего	1	1
975	речь идет	3	1
976	что писал	1	1
977	жизни на	3	1
978	тогда как	20	1
979	жизни к	1	1
980	и нет	4	1
981	при всей	5	1
982	перестает быть	5	1
983	нам не	1	1
984	если судить	1	1
985	при наличии	1	1
986	жизнь для	1	1
987	значение только	1	1
988	что карамзин	1	1
989	по тем	2	1
990	чем за	1	1
991	однако его	2	1
992	новый завет	1	1
993	духовной жизни	4	1
994	о классике	1	1
995	личность не	3	1
996	раз не	1	1
997	данной стадии	1	1
998	что подобное	1	1
999	от меня	1	1
1000	жизнь а	1	1
1001	того он	1	1
1002	это его	1	1
1003	уже у	1	1
1004	представляет собой	5	1
1005	искусства и	6	1
1006	вот почему	1	1
1007	это работа	2	1
1008	его сердце	2	1
1009	а после	1	1
1010	больше в	1	1
1011	которых не	1	1
1012	сознания в	14	1
1013	уже было	1	1
1014	назревает новый	1	1
1015	между двумя	1	1
1016	но может	1	1
1017	путь для	1	1
1018	трактуется как	1	1
1019	ей но	1	1
1020	но они	1	1
1021	здоровья и	1	1
1022	о них	1	1
1023	кантом и	1	1
1024	за собой	2	1
1025	и внешнее	1	1
1026	в различных	1	1
1027	в строгом	1	1
1028	столь существенного	1	1
1029	и когда	1	1
1030	ему во	1	1
1031	был по	1	1
1032	по отношению	6	1
1033	принадлежит не	1	1
1034	как таковую	1	1
1035	за рамки	1	1
1036	какие он	1	1
1037	перед ним	2	1
1038	жил и	2	1
1039	означает не	1	1
1040	близость к	1	1
1041	самом начале	1	1
1042	утверждал что	2	1
1043	убежден что	1	1
1044	я с	1	1
1045	из всех	1	1
1046	письма где	1	1
1047	нас на	1	1
1048	по которой	1	1
1049	жизни как	3	1
1050	затем в	1	1
1051	у п	1	1
1052	в контексте	1	1
1053	откровения а	1	1
1054	только этим	1	1
1055	а сам	1	1
1056	сколько о	1	1
1057	андрея и	1	1
1058	имеем дело	2	1
1059	каком отношении	1	1
1060	впрочем как	1	1
1061	во всякой	1	1
1062	бы само	1	1
1063	от них	1	1
1064	в сфере	7	1
1065	лишь при	1	1
1066	на рожон	1	1
1067	в системе	1	1
1068	всего со	1	1
1069	и нигде	1	1
1070	более важное	1	1
1071	в обращении	1	1
1072	искусство с	1	1
1073	писал в	2	1
1074	внутреннего мира	1	1
1075	вполне адекватно	1	1
1076	и приходится	1	1
1077	свое собственное	3	1
1078	вне человеческого	1	1
1079	одно что	1	1
1080	всего в	4	1
1081	традиция и	1	1
1082	представить себе	1	1
1083	все мы	1	1
1084	как внутреннего	1	1
1085	не выходит	1	1
1086	связь всего	1	1
1087	мышления и	3	1
1088	словами то	1	1
1089	года уже	1	1
1090	от его	1	1
1091	как нам	2	1
1092	мы в	3	1
1093	но собственно	1	1
1094	есть у	1	1
1095	я перед	1	1
1096	в стиле	1	1
1097	этой же	1	1
1098	бытия не	2	1
1099	его основная	1	1
1100	религиозного сознания	1	1
1101	с тех	1	1
1102	в последующие	1	1
1103	что при	1	1
1104	души и	1	1
1105	страданий жизни	1	1
1106	глаза на	1	1
1107	существенное изменение	1	1
1108	многих отношениях	1	1
1109	раннего детства	1	1
1110	и будет	2	1
1111	одно из	3	1
1112	не обладает	2	1
1113	запада и	1	1
1114	только три	1	1
1115	отношения между	3	1
1116	этой книге	3	1
1117	ушел он	1	1
1118	знал и	1	1
1119	борьбы с	1	1
1120	и позволяет	1	1
1121	не нуждается	1	1
1122	произведение как	1	1
1123	более глубоких	1	1
1124	в день	1	1
1125	как таковое	1	1
1126	место лишь	1	1
1127	унаследовав от	1	1
1128	и хорошо	1	1
1129	как следует	1	1
1130	очевидно что	2	1
1131	между этими	1	1
1132	вся в	1	1
1133	простой и	1	1
1134	этом последнем	1	1
1135	я совершенно	1	1
1136	приводили к	1	1
1137	чего бы	2	1
1138	себя как	2	1
1139	человеческого существования	2	1
1140	текста но	1	1
1141	здесь мыслится	1	1
1142	связанным с	1	1
1143	другим а	1	1
1144	что слово	1	1
1145	менее важным	2	1
1146	вопрос что	1	1
1147	человека а	2	1
1148	искусство не	2	1
1149	а для	3	1
1150	вопроса о	1	1
1151	творчество в	1	1
1152	в каждом	2	1
1153	избегал не	1	1
1154	здесь как	2	1
1155	только от	1	1
1156	находит свое	1	1
1157	на нашем	1	1
1158	сознания а	2	1
1159	за ту	1	1
1160	он внутренне	1	1
1161	в души	1	1
1162	говоря в	1	1
1163	а напротив	1	1
1164	с творческой	3	1
1165	на страницах	1	1
1166	другие я	1	1
1167	эти слова	2	1
1168	этой точки	3	1
1169	и сказал	1	1
1170	для наших	1	1
1171	ту же	4	1
1172	яркий и	1	1
1173	с некоторыми	1	1
1174	за обедом	1	1
1175	самому себе	2	1
1176	теперь сказали	1	1
1177	об исторической	1	1
1178	процесса в	2	1
1179	точно в	1	1
1180	на чем	1	1
1181	объект как	1	1
1182	если б	2	1
1183	как сам	2	1
1184	году когда	1	1
1185	выше весьма	1	1
1186	за ними	1	1
1187	в личной	1	1
1188	этом свете	1	1
1189	и определяет	1	1
1190	последовательное освоение	1	1
1191	как автор	1	1
1192	представлена как	1	1
1193	александр введенский	1	1
1194	в историческом	1	1
1195	абсолют и	1	1
1196	как п	1	1
1197	которого в	1	1
1198	многих случаях	1	1
1199	первом слоге	1	1
1200	того кто	2	1
1201	я это	3	1
1202	так называемого	2	1
1203	но без	2	1
1204	т п	2	1
1205	что никакого	1	1
1206	великим и	2	1
1207	себе никакой	1	1
1208	писатели и	1	1
1209	жизнь как	1	1
1210	жизни не	2	1
1211	говорит это	1	1
1212	и каждый	2	1
1213	искусства но	1	1
1214	и противоположный	1	1
1215	когда они	1	1
1216	истории новейшей	1	1
1217	что может	1	1
1218	другой даже	1	1
1219	толстой в	1	1
1220	столь же	5	1
1221	другой не	1	1
1222	например о	1	1
1223	от года	1	1
1224	путь и	3	1
1225	автора как	1	1
1226	а как	2	1
1227	что подробно	1	1
1228	приходится признать	1	1
1229	в него	1	1
1230	себе как	2	1
1231	нет не	2	1
1232	именно таким	1	1
1233	в один	1	1
1234	поэтому он	1	1
1235	где мы	1	1
1236	могли быть	1	1
1237	в человеческих	1	1
1238	от самого	2	1
1239	вытекающее из	1	1
1240	все творчество	1	1
1241	своего рода	22	1
1242	опере но	1	1
1243	по мысли	2	1
1244	на жизнь	1	1
1245	было на	1	1
1246	мире и	1	1
1247	романа с	1	1
1248	во втором	3	1
1249	от материи	1	1
1250	господствовать над	1	1
1251	человеческой личности	1	1
1252	было но	1	1
1253	каждому из	1	1
1254	в очерке	1	1
1255	в столь	3	1
1256	является здесь	1	1
1257	не позволяет	1	1
1258	о работе	1	1
1259	из стихотворений	1	1
1260	и конечно	1	1
1261	на самые	1	1
1262	например что	1	1
1263	сказано в	3	1
1264	времени от	1	1
1265	своего собственного	1	1
1266	время у	1	1
1267	ним и	1	1
1268	во власти	1	1
1269	со своего	1	1
1270	оно было	1	1
1271	и одно	1	1
1272	лишь только	1	1
1273	само собою	1	1
1274	представляют собой	1	1
1275	со второй	1	1
1276	это уже	2	1
1277	ему ты	1	1
1278	мне и	1	1
1279	не исчерпывается	1	1
1280	этот не	1	1
1281	личной судьбы	1	1
1282	гораздо раньше	1	1
1283	поэтому что	1	1
1284	не ставит	1	1
1285	социализма и	1	1
1286	его собственный	1	1
1287	ему принадлежат	1	1
1288	него нет	1	1
1289	огромное и	1	1
1290	слова у	1	1
1291	строгой и	1	1
1292	и сделать	1	1
1293	начинается с	1	1
1294	он достаточно	1	1
1295	и одновременно	2	1
1296	оказывается в	1	1
1297	его собственная	1	1
1298	года а	1	1
1299	в моем	1	1
1300	ко всеобщему	1	1
1301	все существует	1	1
1302	сознание от	1	1
1303	мы говорим	1	1
1304	и вечный	1	1
1305	легко и	2	1
1306	если говорить	1	1
1307	предполагать что	1	1
1308	мышления о	1	1
1309	человеческого духа	2	1
1310	что такой	1	1
1311	не делает	1	1
1312	ничего такого	1	1
1313	вас не	1	1
