N	2gram	Propp_Morf	Istorich
190	нас к	1	17
191	когда герой	2	17
192	очень много	2	17
193	и этим	7	17
194	выше мы	1	17
195	том как	2	17
196	по существу	13	17
197	дело не	2	17
198	и только	3	17
199	и она	1	16
200	герой в	2	16
201	во всех	6	16
202	этот вопрос	4	16
203	возможно что	1	16
204	всех этих	1	16
205	коня и	2	16
206	то мы	5	16
207	в котором	1	16
208	между двумя	1	16
209	не вполне	1	16
210	и действительно	1	16
211	и все	1	16
212	со стороны	5	16
213	перед нами	14	16
214	связана с	3	16
215	что мотив	1	16
216	даже в	1	15
217	в пределах	3	15
218	случаи когда	1	15
219	увидим что	2	15
220	за тридевять	1	15
221	что при	3	15
222	но есть	3	15
223	в особенности	1	15
224	уже знаем	1	15
225	и то	1	15
226	в своей	1	15
227	в которых	2	15
228	на коне	5	15
229	данном случае	2	15
230	его и	2	15
231	волшебной сказки	3	15
232	и там	1	15
233	трудные задачи	4	15
234	в одной	2	15
235	и эти	1	15
236	как будто	2	15
237	нет необходимости	7	15
238	и даже	2	15
239	на его	5	15
240	в америке	1	15
241	детей в	1	15
242	некоторых случаях	1	15
243	и тем	3	15
244	он в	1	15
245	друг друга	3	15
246	в целом	5	15
247	с этой	3	14
248	от него	2	14
249	но мы	3	14
250	по отношению	7	14
251	находится в	1	14
252	можно было	4	14
253	мы еще	1	14
254	в него	1	14
255	и ее	5	14
256	одной из	2	14
257	на вопрос	2	14
258	у нас	3	14
259	образом мы	7	14
260	со змеем	5	14
261	право на	2	14
262	должна быть	2	14
263	но они	2	14
264	и есть	3	14
265	из которых	5	14
266	увидим ниже	6	14
267	с того	3	14
268	тридевять земель	1	14
269	такое же	1	14
270	а также	7	14
271	уже видели	2	14
272	отношение к	1	14
273	отношению к	7	14
274	и наконец	1	14
275	или на	3	13
276	трудных задач	4	13
277	в сказку	5	13
278	на котором	4	13
279	в животных	3	13
280	время как	3	13
281	сказки в	3	13
282	то время	3	13
283	сказки и	6	13
284	после смерти	1	13
285	тогда как	2	13
286	и для	4	13
287	в себе	1	13
288	в таких	3	13
289	все что	1	13
290	установить что	1	13
291	волшебное средство	15	13
292	из дома	9	13
293	и у	3	13
294	на этом	4	13
295	в форме	6	13
296	в нее	2	13
297	с ними	1	13
298	не имеет	2	13
299	змей в	1	13
300	как указано	1	13
301	в руки	4	13
302	его не	1	13
303	же можно	3	13
304	что иное	2	13
305	таким же	1	13
306	во всем	1	12
307	кроме того	3	12
308	на землю	1	12
309	хотя бы	5	12
310	к себе	2	12
311	а потом	2	12
312	утверждать что	3	12
313	и герой	1	12
314	ответ на	2	12
315	о нем	1	12
316	в их	1	12
317	к ней	3	12
318	к этой	1	12
319	случай мы	3	12
320	не знает	2	12
321	одним из	2	12
322	что не	1	12
323	между прочим	1	12
324	чаще всего	11	12
325	дает ему	1	12
326	за ним	1	12
327	случаях когда	2	12
328	и их	3	12
329	у нее	2	12
330	сказка знает	3	11
331	интересно что	1	11
332	герой получает	5	11
333	в этот	1	11
334	точки зрения	7	11
335	ясно что	5	11
336	у яги	3	11
337	должны быть	2	11
338	главным образом	5	11
339	связанные с	1	11
340	никто не	4	11
341	иное как	2	11
342	в очень	2	11
343	же в	3	11
344	если он	2	11
345	имеется в	3	11
346	из дому	3	11
347	не что	2	11
348	тех случаях	2	11
349	хотя и	5	11
350	женится на	3	11
351	д к	1	11
352	сказке она	1	11
353	но оно	2	11
354	дает нам	1	11
355	и вот	1	11
356	на которой	1	11
357	и более	2	11
358	этого не	2	11
359	такой же	1	11
360	это царство	1	11
361	лес и	2	11
362	далеко не	5	11
363	и к	4	10
364	не как	1	10
365	но так	2	10
366	указать что	1	10
367	в немецкой	1	10
368	в которой	3	10
369	а с	2	10
370	и тот	2	10
371	почти всегда	1	10
372	его к	1	10
373	вступает в	1	10
374	вслед за	5	10
375	что же	2	10
376	таких случаев	2	10
377	но если	10	10
378	исторической действительности	1	10
379	пока не	1	10
380	о чем	1	10
381	то не	1	10
382	там же	1	10
383	начинается с	5	10
384	в это	1	10
385	в различных	2	10
386	приходит к	1	10
387	друг с	1	10
388	себя в	2	10
389	в состоянии	1	10
390	в ее	1	10
391	эта форма	14	10
392	но как	3	10
393	сказки с	6	10
394	заключению что	1	10
395	ни в	3	10
396	если не	1	10
397	ли он	1	10
398	можно установить	2	10
399	а если	4	10
400	в точности	5	10
401	он может	2	10
402	а на	3	10
403	к заключению	1	10
404	царство и	1	10
405	что эти	3	10
406	то чего	1	10
407	что эта	2	10
408	не можем	1	10
409	три года	4	10
410	более или	2	9
411	змей и	2	9
412	на первый	3	9
413	не представляет	1	9
414	но эти	3	9
415	только на	1	9
416	она в	2	9
417	с конем	1	9
418	но для	3	9
419	дома в	2	9
420	в чем	2	9
421	героя и	3	9
422	волшебного средства	23	9
423	сюда же	5	9
424	не будет	1	9
425	также не	1	9
426	герой не	2	9
427	силу и	1	9
428	превращаться в	2	9
429	со сказкой	2	9
430	это и	3	9
431	в течение	1	9
432	в свою	1	9
433	целый ряд	3	9
434	на этот	2	9
435	тот же	1	9
436	он должен	3	9
437	случай когда	1	9
438	к жениху	1	9
439	бы мы	1	9
440	из этого	1	9
441	а по	3	9
442	из другой	3	9
443	царских детей	2	9
444	он имеет	1	9
445	следующим образом	4	9
446	что за	1	9
447	и сказка	2	9
448	не могут	7	9
449	или же	7	9
450	он показывает	1	9
451	означает что	3	9
452	если это	3	9
453	здесь нет	1	9
454	в основе	2	9
455	по воздуху	3	9
456	немецкой сказке	1	9
457	с его	3	9
458	ему в	1	9
459	ее за	1	9
460	же не	1	9
461	волшебных предметов	1	9
462	но по	1	9
463	с другом	1	9
464	яги и	1	9
465	в лесной	1	9
466	или менее	2	9
467	это так	2	9
468	но здесь	2	9
469	таких случаях	2	9
470	стоит в	1	9
471	приводит к	3	9
472	говорилось выше	1	9
473	этот материал	1	8
474	только что	3	8
475	это значит	1	8
476	именно в	1	8
477	во всяком	2	8
478	он был	1	8
479	это делается	2	8
480	они должны	1	8
481	с другими	2	8
482	отсюда видно	2	8
483	большинстве случаев	3	8
484	чем это	2	8
485	на другой	1	8
486	ином царстве	2	8
487	в мужском	1	8
488	приводят к	3	8
489	мы будем	3	8
490	не так	2	8
491	та же	3	8
492	на нем	3	8
493	подобно тому	6	8
494	он же	1	8
495	в отдельности	1	8
496	из его	2	8
497	именно на	1	8
498	и наоборот	4	8
499	видели выше	1	8
500	горы и	1	8
501	к яге	1	8
502	сказке не	1	8
503	независимо от	4	8
504	ту же	2	8
505	и другое	1	8
506	что им	1	8
507	в приведенных	1	8
508	значит что	4	8
509	но она	1	8
510	не с	2	8
511	не ешь	1	8
512	оказывается что	1	8
513	на смерть	1	8
514	же самое	1	8
515	которые в	1	8
516	конь и	1	8
517	можно наблюдать	8	8
518	случаях мы	1	8
519	или по	2	8
520	одно из	1	8
521	роль в	2	8
522	можно сказать	2	8
523	входит в	4	8
524	а он	1	8
525	эти задачи	2	8
526	что его	4	8
527	здесь же	3	8
528	встречается в	4	8
529	я тебе	1	8
530	не дает	1	8
531	надо сказать	1	8
532	можно бы	2	8
533	ни одной	2	8
534	это положение	2	8
535	иногда это	1	8
536	сказка как	1	8
537	образом и	1	8
538	одном случае	1	8
539	его с	1	8
540	не говорится	1	8
541	за это	1	8
542	на своем	1	8
543	с ягой	1	8
544	большей частью	6	8
545	во сне	2	8
546	кажется что	1	8
547	что такое	3	8
548	дочь в	1	8
549	но с	2	8
550	вообще не	2	8
551	это явление	5	8
552	тому как	5	8
553	от того	4	8
554	на это	1	8
555	этим же	2	8
556	можно указать	3	8
557	же относится	1	7
558	не столько	1	7
559	этим объясняется	1	7
560	первый взгляд	3	7
561	и когда	2	7
562	а сам	1	7
563	этот момент	5	7
564	и некоторые	1	7
565	тому что	5	7
566	не есть	1	7
567	между собой	5	7
568	о которых	1	7
569	в эту	1	7
570	земель в	1	7
571	между тем	5	7
572	мы опять	1	7
573	небо и	1	7
574	если в	7	7
575	и при	3	7
576	большую роль	1	7
577	вспомним что	1	7
578	самом деле	4	7
579	обращается к	1	7
580	превращаются в	1	7
581	нет в	1	7
582	то здесь	3	7
583	состоит в	3	7
584	где он	1	7
585	на самом	4	7
586	что ни	2	7
587	но эта	1	7
588	можно предположить	1	7
589	сказках где	1	7
590	герой например	1	7
591	не по	2	7
592	уже только	1	7
593	время боя	2	7
594	иногда и	2	7
595	мы пока	2	7
596	в начале	3	7
597	еще в	1	7
598	это видно	1	7
599	это означает	1	7
600	в области	1	7
601	вплоть до	1	7
602	не единственный	1	7
603	свою жену	1	7
604	по всему	3	7
605	те же	1	7
606	поставить вопрос	2	7
607	в каких	2	7
608	из земли	1	7
609	во многих	1	7
610	как на	1	7
611	он живет	1	7
612	убивает его	2	7
613	указать на	1	7
614	это мы	2	7
615	также в	2	7
616	уже давно	1	7
617	и конь	2	7
618	когда мы	1	7
619	однако в	2	7
620	не то	1	7
621	однако что	1	7
622	не противоречит	1	7
623	состоит из	3	7
624	совершенно не	1	7
625	тех же	4	7
626	такой случай	2	7
627	того чтобы	4	7
628	им в	1	7
629	если мы	6	7
630	что я	1	7
631	всяком случае	2	7
632	садится на	1	7
633	он бросает	1	7
634	для него	2	7
635	она его	2	7
636	а то	3	7
637	свет на	1	7
638	по его	1	7
639	с самого	1	7
640	в какой	3	7
641	эти формы	2	7
642	составные части	10	7
643	думать что	1	7
644	в большинстве	3	7
645	есть не	1	7
646	же и	1	6
647	с героем	2	6
648	дочери и	1	6
649	между ними	1	6
650	не потому	1	6
651	на эту	1	6
652	этой связи	1	6
653	дело с	1	6
654	можно ли	1	6
655	сказке мы	1	6
656	характерно что	1	6
657	не происходит	3	6
658	что там	2	6
659	из приведенных	3	6
660	от царя	1	6
661	волшебного помощника	2	6
662	иногда не	1	6
663	домой и	1	6
664	сына в	2	6
665	же герой	1	6
666	доходит до	1	6
667	сказках о	1	6
668	только о	1	6
669	равно как	1	6
670	оно может	4	6
671	должны будем	2	6
672	в одну	2	6
673	еще одно	1	6
674	на курьих	2	6
675	изучения сказки	5	6
676	быть рассмотрены	1	6
677	сам он	3	6
678	где нет	1	6
679	задачи в	4	6
680	героем и	1	6
681	а через	1	6
682	довольно много	1	6
683	сказки о	6	6
684	это еще	2	6
685	становится понятным	1	6
686	возвращается с	1	6
687	случаях герой	1	6
688	этих двух	1	6
689	отличие от	1	6
690	курьих ножках	2	6
691	также и	6	6
692	одну из	1	6
693	от отца	2	6
694	для того	3	6
695	волшебная сказка	3	6
696	быть поставлен	1	6
697	этой сказки	1	6
698	д но	4	6
699	в море	5	6
700	яга и	1	6
701	сказка дает	1	6
702	он является	1	6
703	самого начала	1	6
704	такие случаи	3	6
705	а после	1	6
706	говорит что	1	6
707	что ее	1	6
708	же происходит	2	6
709	и становится	1	6
710	то в	3	6
711	с большим	1	6
712	отец и	1	6
713	вопрос не	2	6
714	имеется и	1	6
715	и за	2	6
716	что все	1	6
717	будет ниже	1	6
718	к чему	3	6
719	сказки не	4	6
720	даже не	3	6
721	же случай	1	6
722	другой сказке	1	6
723	имеет свою	1	6
724	быть и	2	6
725	были бы	1	6
726	они и	5	6
727	помощника и	1	6
728	между героем	1	6
729	отношения к	1	6
730	д все	2	6
731	борьбы с	1	6
732	не на	2	6
733	этой точки	1	6
734	на гору	1	6
735	отправляется в	3	6
736	к которой	1	6
737	или как	1	6
738	можно усмотреть	1	6
739	и тогда	3	6
740	в середине	2	6
741	героя а	4	6
742	заметить что	11	6
743	мог бы	1	6
744	же он	1	6
745	в другое	1	6
746	меня не	1	6
747	ничем не	2	6
748	у тебя	1	6
749	одной сказке	1	6
750	говорят о	1	6
751	для изучения	1	6
752	дочь и	2	6
753	на той	2	6
754	обстоит дело	1	6
755	вступают в	3	6
756	в виду	1	5
757	в своих	2	5
758	лет в	1	5
759	получает от	2	5
760	и очень	1	5
761	бы в	2	5
762	за ней	2	5
763	во все	1	5
764	только как	1	5
765	к своей	1	5
766	за ночь	2	5
767	царства и	1	5
768	тот свет	1	5
769	царь не	2	5
770	или наоборот	2	5
771	легко узнаем	1	5
772	мы легко	1	5
773	из воды	1	5
774	героя с	1	5
775	или не	3	5
776	нами в	4	5
777	д то	1	5
778	бегство и	2	5
779	с золотыми	2	5
780	несколько случаев	2	5
781	для наших	3	5
782	или иное	1	5
783	могла бы	4	5
784	благодарные животные	2	5
785	них не	1	5
786	до наших	2	5
787	в пропасть	4	5
788	для чего	1	5
789	с ее	1	5
790	сказка в	4	5
791	бы составить	2	5
792	из таких	2	5
793	переносится в	1	5
794	оно не	2	5
795	их и	1	5
796	в саду	1	5
797	можно назвать	3	5
798	это время	1	5
799	этим в	1	5
800	наблюдать что	6	5
801	есть на	1	5
802	о котором	1	5
803	в каком	2	5
804	в главе	1	5
805	его дочери	1	5
806	сказок о	1	5
807	он как	1	5
808	волшебный помощник	1	5
809	в совершенно	2	5
810	дворец и	1	5
811	от героя	1	5
812	она может	1	5
813	связь сказки	1	5
814	волшебных сказок	8	5
815	иногда в	8	5
816	д и	2	5
817	не означает	2	5
818	в свое	2	5
819	другие формы	3	5
820	со мной	1	5
821	е мы	1	5
822	или с	3	5
823	уже очень	1	5
824	далее мы	2	5
825	эти две	1	5
826	по своему	2	5
827	на все	1	5
828	часто встречается	1	5
829	в самых	2	5
830	и может	1	5
831	или другого	1	5
832	д в	2	5
833	это можно	2	5
834	три ночи	2	5
835	видели в	1	5
836	которые не	1	5
837	другой пример	2	5
838	совершенно точно	1	5
839	только для	2	5
840	в запретном	1	5
841	со своей	1	5
842	к другой	2	5
843	мужа на	1	5
844	формы его	1	5
845	очень многих	3	5
846	материал в	1	5
847	см гл	1	5
848	несмотря на	4	5
849	его но	1	5
850	видит в	1	5
851	что от	1	5
852	своих детей	1	5
853	что под	1	5
854	в таком	1	5
855	на тот	1	5
856	героя из	2	5
857	до этого	1	5
858	и затем	5	5
859	друг другу	1	5
860	это делает	1	5
861	всмотреться в	2	5
862	бы быть	1	5
863	если они	2	5
864	на дочери	1	5
865	если герой	4	5
866	в один	3	5
867	он или	1	5
868	как таковой	2	5
869	это уже	3	5
870	яги или	1	5
871	вот как	2	5
872	показать что	4	5
873	от погони	3	5
874	в нашей	1	5
875	одним словом	1	5
876	этому же	1	5
877	с изучением	2	5
878	наших целей	2	5
879	мы получим	2	5
880	эта задача	1	5
881	без всякого	2	5
882	ее не	1	5
883	сказка начинается	1	5
884	как нечто	1	5
885	наших дней	2	5
886	животных и	3	5
887	к концу	1	5
888	это было	3	5
889	можно показать	2	5
890	при изучении	1	5
891	их на	2	5
892	в плену	1	5
893	лесной избушке	1	5
894	может иметь	1	5
895	тут и	1	5
896	как уже	3	5
897	момент когда	3	5
898	поставлен вопрос	1	5
899	что данный	1	5
900	имеем здесь	1	5
901	можно утверждать	1	5
902	других случаях	2	5
903	запретном чулане	1	5
904	в лице	1	5
905	еще несколько	1	4
906	они имеют	1	4
907	но наряду	1	4
908	до него	1	4
909	он женится	1	4
910	в результате	8	4
911	различных животных	1	4
912	рассказы о	2	4
913	на которых	1	4
914	некоторые другие	1	4
915	главе мы	1	4
916	в числе	2	4
917	быть разрешен	3	4
918	ход действия	8	4
919	герой сказки	1	4
920	собственно не	1	4
921	на пути	4	4
922	и те	1	4
923	материала по	1	4
924	и начинает	1	4
925	друг на	2	4
926	могло бы	1	4
927	формы в	1	4
928	во всей	1	4
929	что именно	2	4
930	чаще однако	1	4
931	говорит ты	1	4
932	он сам	1	4
933	для этой	3	4
934	герой и	4	4
935	отправляется искать	1	4
936	на птице	2	4
937	о происхождении	2	4
938	не хватает	4	4
939	чем в	2	4
940	руки героя	3	4
941	это один	1	4
942	из одного	1	4
943	чтобы герой	3	4
944	тесно связаны	1	4
945	идет по	2	4
946	царь или	1	4
947	элементы сказки	3	4
948	но вот	2	4
949	две формы	1	4
950	тот момент	1	4
951	можем наблюдать	1	4
952	избушка на	1	4
953	что отец	1	4
954	семь лет	1	4
955	рассказывается как	1	4
956	где же	1	4
957	иметь в	1	4
958	как один	1	4
959	помощи которой	2	4
960	задачи не	1	4
961	встречается и	3	4
962	следует за	3	4
963	сказку как	3	4
964	это одна	1	4
965	хочет его	1	4
966	и дает	2	4
967	царевны и	2	4
968	то можно	5	4
969	мужа в	2	4
970	один раз	2	4
971	под этим	1	4
972	ниже в	2	4
973	с этого	2	4
974	герой по	1	4
975	следует брак	2	4
976	герой видит	1	4
977	к браку	1	4
978	собой смерть	1	4
979	такую же	2	4
980	себя за	2	4
981	на друга	2	4
982	царя и	2	4
983	быть не	1	4
984	для нее	1	4
985	и больше	2	4
986	нос в	1	4
987	затем уже	2	4
988	ходу действия	1	4
989	затем он	1	4
990	но на	1	4
991	что одна	2	4
992	не покидать	1	4
993	эта сказка	1	4
994	мы нашли	1	4
995	один сюжет	1	4
996	в потолок	1	4
997	чем перейти	1	4
998	отдельных случаев	1	4
999	нами выше	1	4
1000	не существует	3	4
1001	приведенных случаях	1	4
1002	здесь имеется	2	4
1003	есть в	1	4
1004	он пришел	1	4
1005	перейти к	2	4
1006	перед боем	2	4
1007	требует специального	1	4
1008	некоторые сказки	2	4
1009	могут служить	1	4
1010	здесь только	2	4
1011	задача может	1	4
1012	другой и	1	4
1013	хотя он	1	4
1014	некоторые черты	1	4
1015	лесу на	1	4
1016	сказки это	2	4
1017	или нет	2	4
1018	мифах и	1	4
1019	привести к	1	4
1020	не ходи	1	4
1021	мысль о	1	4
1022	ведет к	1	4
1023	представляли собой	1	4
1024	меня на	1	4
1025	прочим и	1	4
1026	когда в	2	4
1027	так если	3	4
1028	так чтобы	1	4
1029	ответить на	2	4
1030	д здесь	1	4
1031	это испытание	1	4
1032	здесь сказка	1	4
1033	нельзя было	2	4
1034	он получает	2	4
1035	других сказках	1	4
1036	задачи и	1	4
1037	перед ним	1	4
1038	в глаза	2	4
1039	и три	1	4
1040	с этими	1	4
1041	и вообще	1	4
1042	на берег	2	4
1043	который в	2	4
1044	содержится в	1	4
1045	на спине	2	4
1046	выдает себя	2	4
1047	с точки	6	4
1048	герой хочет	1	4
1049	как раз	1	4
1050	по ночам	2	4
1051	не от	2	4
1052	там и	1	4
1053	всему миру	1	4
1054	для исследователя	1	4
1055	герой возвращается	1	4
1056	они могут	1	4
1057	некоторый свет	1	4
1058	сказки а	2	4
1059	нарушение запрета	2	4
1060	не знаешь	2	4
1061	узнает что	1	4
1062	здесь как	1	4
1063	играет роль	1	4
1064	в сад	2	4
1065	где герой	1	4
1066	можно сделать	2	4
1067	если же	5	4
1068	б в	2	4
1069	с большой	2	4
1070	о его	4	4
1071	здесь также	1	4
1072	см ниже	2	4
1073	типична для	2	4
1074	происходит при	1	4
1075	до его	1	4
1076	и этот	2	4
1077	к иному	1	4
1078	трудная задача	7	4
1079	что касается	1	4
1080	только те	1	4
1081	на съедение	2	4
1082	проходит сквозь	1	4
1083	сказке царевна	1	4
1084	связанное с	1	4
1085	будет сказано	1	4
1086	происходит с	2	4
1087	и вызывает	3	4
1088	себя и	2	4
1089	отец не	1	4
1090	все они	1	4
1091	еще и	1	4
1092	ни к	2	4
1093	часто также	1	4
1094	вытекает из	2	4
1095	трех коней	1	4
1096	жениться на	1	4
1097	вводится в	1	4
1098	действия и	2	4
1099	она все	1	4
1100	или вообще	2	4
1101	лесной избушки	2	4
1102	по отдельным	2	4
1103	подземное царство	1	4
1104	на дерево	1	4
1105	или просто	2	4
1106	многих других	2	4
1107	дает сказка	2	4
1108	вывод что	2	4
1109	в тот	1	4
1110	чтобы получить	1	4
1111	из форм	1	4
1112	что например	1	4
1113	этой формы	3	4
1114	без всяких	1	4
1115	ее отец	1	4
1116	входить в	2	4
1117	дело в	1	4
1118	идет на	1	4
1119	нисколько не	1	4
1120	войти в	1	4
1121	для героя	3	4
1122	путь к	2	4
1123	и змей	3	4
1124	на корабле	1	4
1125	во второй	2	4
1126	к тем	1	4
1127	с царевной	1	4
1128	как не	1	4
1129	в который	1	4
1130	брак и	2	4
1131	тех которые	1	4
1132	в полночь	1	4
1133	с религией	1	4
1134	предпосылки что	1	3
1135	было так	1	3
1136	является в	2	3
1137	можно заметить	2	3
1138	сказку с	1	3
1139	мы постараемся	2	3
1140	нашли что	1	3
1141	уходит из	1	3
1142	которые здесь	1	3
1143	мы находим	1	3
1144	того есть	1	3
1145	тем как	1	3
1146	заметим что	3	3
1147	царской дочери	1	3
1148	а есть	1	3
1149	раз он	3	3
1150	о змееборстве	1	3
1151	где оно	2	3
1152	у царя	1	3
1153	золотые волосы	1	3
1154	и убивает	3	3
1155	так называемых	2	3
1156	отдельных сюжетов	2	3
1157	в подземное	1	3
1158	такая же	1	3
1159	видно и	1	3
1160	он убивается	3	3
1161	что даже	1	3
1162	колодец и	2	3
1163	другое явление	1	3
1164	сказке сказать	1	3
1165	мотив не	2	3
1166	с перенесением	1	3
1167	бы то	3	3
1168	других более	1	3
1169	она имеет	1	3
1170	нашего материала	4	3
1171	ниже мы	2	3
1172	увидим дальше	1	3
1173	второй раз	2	3
1174	обращаются с	3	3
1175	вопрос мы	1	3
1176	с тех	1	3
1177	не дают	1	3
1178	третий раз	1	3
1179	с сватовством	4	3
1180	сказочный материал	1	3
1181	с двумя	2	3
1182	как таковое	3	3
1183	в третий	1	3
1184	конь не	1	3
1185	сказки но	1	3
1186	помощника но	1	3
1187	имеем то	1	3
1188	а другой	2	3
1189	дочь царя	2	3
1190	воды и	1	3
1191	в яму	2	3
1192	могли бы	2	3
1193	о себе	1	3
1194	но можно	1	3
1195	все задачи	3	3
1196	в темницу	1	3
1197	яга или	2	3
1198	что некоторые	2	3
1199	в иных	4	3
1200	совсем не	3	3
1201	имеет характер	1	3
1202	можно вызвать	2	3
1203	яги она	1	3
1204	слишком далеко	1	3
1205	отправляется на	1	3
1206	в обоих	2	3
1207	быть рассмотрена	1	3
1208	где мы	1	3
1209	роль играют	1	3
1210	на дороге	2	3
1211	которые он	1	3
1212	морской царь	4	3
1213	или другие	1	3
1214	домой или	1	3
1215	и делает	1	3
1216	два типа	1	3
1217	что животное	1	3
1218	одновременно с	1	3
1219	ложный герой	5	3
1220	другой вопрос	2	3
1221	к таким	1	3
1222	вряд ли	2	3
1223	бы не	1	3
1224	к другому	2	3
1225	герой подвергается	2	3
1226	на другие	2	3
1227	такое положение	1	3
1228	рассказ о	1	3
1229	требует чтобы	3	3
1230	может его	1	3
1231	это все	1	3
1232	сказки то	2	3
1233	тех пор	1	3
1234	самых разнообразных	2	3
1235	только один	1	3
1236	которые можно	1	3
1237	на основании	1	3
1238	а при	1	3
1239	при анализе	1	3
1240	должен узнать	1	3
1241	например на	2	3
1242	уточку и	1	3
1243	тем же	2	3
1244	сказке имеется	1	3
1245	много лет	1	3
1246	сказка о	4	3
1247	мать и	1	3
1248	своего помощника	1	3
1249	или другой	2	3
1250	она иногда	1	3
1251	как к	1	3
1252	то они	2	3
1253	если всмотреться	1	3
1254	и многие	1	3
1255	как таковая	2	3
1256	в последней	1	3
1257	поле на	1	3
1258	принимает форму	1	3
1259	существа и	1	3
1260	эта черта	1	3
1261	и волшебное	1	3
1262	нам еще	2	3
1263	эти сказки	1	3
1264	особое значение	1	3
1265	спасается от	3	3
1266	как эти	2	3
1267	герою в	2	3
1268	героя герой	2	3
1269	в другую	2	3
1270	с теми	4	3
1271	или чтобы	1	3
1272	то получится	1	3
1273	верхом на	1	3
1274	в уточку	1	3
1275	его отец	1	3
1276	мы перейдем	1	3
1277	он состоит	1	3
1278	на одном	1	3
1279	и могут	1	3
1280	один и	1	3
1281	ее искать	1	3
1282	берет с	1	3
1283	сказку об	1	3
1284	и хочет	1	3
1285	из ряда	3	3
1286	погони и	1	3
1287	или герой	1	3
1288	очень важны	1	3
1289	рассматривать как	1	3
1290	сказки так	2	3
1291	эту функцию	1	3
1292	в тексте	1	3
1293	и вне	3	3
1294	о пощаде	4	3
1295	состоят в	1	3
1296	его имени	1	3
1297	многие другие	1	3
1298	можно будет	3	3
1299	д если	2	3
1300	сказки как	3	3
