N	2gram	Losev_Dial	slovoVRo
247	всегда в	1	4
248	что он	18	4
249	влияния на	1	4
250	от его	2	4
251	ли он	1	4
252	так же	7	4
253	которая не	2	4
254	как только	5	4
255	на первый	4	4
256	к тому	4	4
257	зрения и	1	4
258	и образ	1	4
259	дело не	2	4
260	даже и	9	4
261	того чтобы	1	4
262	сознание и	4	4
263	тогда когда	9	4
264	и уже	5	4
265	именно на	1	4
266	с этой	7	4
267	точками зрения	1	4
268	в чем	11	4
269	и формы	2	4
270	и во	3	4
271	новое время	1	4
272	он может	2	4
273	в свой	1	4
274	однако в	1	4
275	на предмет	1	4
276	но это	10	4
277	его как	6	4
278	из них	4	4
279	того что	22	4
280	он должен	3	4
281	лишь тогда	1	4
282	все его	2	4
283	что оно	9	4
284	одной из	3	4
285	том же	1	4
286	быть только	2	4
287	о себе	2	4
288	как раз	11	4
289	что и	8	4
290	они в	1	4
291	в виде	11	4
292	в которой	1	4
293	здесь как	1	4
294	и как	13	4
295	же как	4	4
296	можно прямо	1	4
297	так в	2	4
298	следовательно и	2	4
299	только и	3	4
300	в условиях	2	4
301	в себя	4	4
302	от предмета	1	4
303	сих пор	1	4
304	всех своих	1	4
305	уже сказали	2	4
306	именно как	3	4
307	но как	3	4
308	первый план	4	4
309	в частности	3	4
310	одно и	6	4
311	из него	1	4
312	или как	3	4
313	при всем	5	4
314	и о	9	4
315	вообще не	3	4
316	всех сторон	1	4
317	в лучшем	2	4
318	образом в	1	4
319	не всегда	3	4
320	из этого	3	4
321	бы ни	1	4
322	очень трудно	1	4
323	лучшем случае	2	4
324	и исторические	1	4
325	и ее	8	4
326	однако и	1	3
327	собственном смысле	1	3
328	все что	3	3
329	из многих	1	3
330	даны в	1	3
331	его с	1	3
332	смысле слова	1	3
333	эта идея	1	3
334	в разных	2	3
335	не требует	1	3
336	не приходится	2	3
337	от этой	1	3
338	и то	7	3
339	нас в	3	3
340	в связи	3	3
341	или к	2	3
342	исторического развития	1	3
343	и они	3	3
344	самом предмете	1	3
345	в духе	1	3
346	в первом	2	3
347	с таким	1	3
348	и событий	1	3
349	по всей	1	3
350	тем что	5	3
351	или на	2	3
352	в корне	1	3
353	в собственном	3	3
354	жизни в	1	3
355	предмета и	1	3
356	пределах одной	1	3
357	мир и	6	3
358	не его	1	3
359	от этого	5	3
360	и нет	9	3
361	так уже	1	3
362	отличается от	9	3
363	со всех	1	3
364	было бы	13	3
365	почти все	1	3
366	связана с	1	3
367	как это	8	3
368	не должно	2	3
369	всем этим	1	3
370	не должны	1	3
371	но лишь	2	3
372	сознания в	2	3
373	из себя	3	3
374	не могло	1	3
375	или иных	2	3
376	в этой	3	3
377	людей и	2	3
378	целый ряд	3	3
379	как оно	1	3
380	и вообще	7	3
381	без всякого	2	3
382	если мы	5	3
383	такая же	1	3
384	на него	1	3
385	входят в	1	3
386	на котором	2	3
387	и две	1	3
388	материал и	1	3
389	движения и	3	3
390	и становления	1	3
391	в свое	1	3
392	форм и	1	3
393	или наоборот	1	3
394	ни с	4	3
395	от поэтического	1	3
396	должно быть	7	3
397	на том	1	3
398	не предполагает	2	3
399	к пустой	1	3
400	не знаем	1	3
401	них и	1	3
402	чем в	2	3
403	его от	2	3
404	входить в	1	3
405	и где	2	3
406	сама по	11	3
407	тому что	5	3
408	и без	4	3
409	лишь на	1	3
410	возможно и	1	3
411	не есть	95	3
412	а иногда	1	3
413	на все	1	3
414	того и	2	3
415	если она	4	3
416	в новом	1	3
417	в свете	3	3
418	нисколько не	4	3
419	это было	5	3
420	и это	12	3
421	смысл и	2	3
422	к слову	1	3
423	личности и	15	3
424	может и	3	3
425	в такой	1	3
426	потому что	21	3
427	и тем	3	3
428	из этих	5	3
429	как таковые	2	3
430	на нем	3	3
431	в устах	1	3
432	но она	4	3
433	свой предмет	1	3
434	и вне	3	3
435	лишь как	4	3
436	не выходит	1	3
437	к этому	3	3
438	данном случае	3	3
439	такой же	1	3
440	эта категория	1	3
441	включает в	1	3
442	тех или	6	3
443	или иного	3	3
444	ведь и	3	3
445	вещей и	6	3
446	того или	6	3
447	с идеей	1	3
448	себя то	2	3
449	как для	1	3
450	таков например	1	3
451	мы наблюдаем	1	2
452	к такому	1	2
453	утверждать что	6	2
454	никак нельзя	1	2
455	можно говорить	2	2
456	та же	5	2
457	за ним	1	2
458	мы и	4	2
459	от необходимости	1	2
460	в самостоятельный	1	2
461	их из	1	2
462	как с	2	2
463	которая в	1	2
464	эти три	1	2
465	и вся	1	2
466	был бы	2	2
467	некоторой степени	1	2
468	и кроме	2	2
469	без исключения	1	2
470	есть для	1	2
471	они уже	1	2
472	до некоторой	1	2
473	этого второго	1	2
474	связанное с	1	2
475	художественном образе	1	2
476	и этого	2	2
477	эта общая	1	2
478	как он	4	2
479	от этих	2	2
480	и которые	1	2
481	на которую	1	2
482	связь с	1	2
483	особого рода	3	2
484	этой точки	4	2
485	все то	1	2
486	и чужой	1	2
487	вот что	1	2
488	и она	4	2
489	ни о	8	2
490	жизнь в	2	2
491	заключается в	3	2
492	из самых	3	2
493	то время	6	2
494	в жизни	4	2
495	как о	6	2
496	а именно	7	2
497	которые при	1	2
498	них он	1	2
499	на себе	4	2
500	можно утверждать	2	2
501	да и	4	2
502	не нужно	2	2
503	при всех	1	2
504	в известном	1	2
505	этом его	1	2
506	слова о	1	2
507	не меньше	2	2
508	всем его	1	2
509	по своему	2	2
510	перестает быть	2	2
511	это и	12	2
512	ни к	3	2
513	и отчасти	1	2
514	и мыслит	2	2
515	то что	25	2
516	в котором	2	2
517	отличии от	1	2
518	воплощен в	1	2
519	он был	1	2
520	самого же	1	2
521	во все	1	2
522	ибо в	1	2
523	то и	5	2
524	в течение	4	2
525	о которых	1	2
526	только как	7	2
527	явления и	4	2
528	них как	2	2
529	своим собственным	3	2
530	самый этот	1	2
531	когда она	4	2
532	мы все	1	2
533	но они	3	2
534	есть свой	1	2
535	существенной и	1	2
536	случае не	4	2
537	нет никакой	7	2
538	его именно	1	2
539	все категории	1	2
540	рано или	1	2
541	совершенно не	6	2
542	тот факт	1	2
543	чем не	1	2
544	он есть	7	2
545	цели и	1	2
546	самого начала	1	2
547	как например	2	2
548	например во	1	2
549	точке зрения	1	2
550	всегда и	4	2
551	несмотря на	2	2
552	к ним	1	2
553	оно требует	1	2
554	нет и	5	2
555	нем не	2	2
556	во всякой	2	2
557	в сфере	3	2
558	социальные и	1	2
559	и у	3	2
560	смысле не	4	2
561	в основу	1	2
562	и философии	1	2
563	лишь о	1	2
564	предмета в	1	2
565	сущности и	6	2
566	в образе	1	2
567	в нашем	1	2
568	корнями в	1	2
569	как от	1	2
570	судьбы и	1	2
571	что все	16	2
572	во всей	1	2
573	не умеет	2	2
574	есть только	13	2
575	момент в	1	2
576	свой смысл	1	2
577	логикой и	1	2
578	а следовательно	1	2
579	влиять на	2	2
580	у них	1	2
581	категории и	3	2
582	не из	1	2
583	же он	2	2
584	не просто	20	2
585	то или	4	2
586	в ее	5	2
587	и становится	2	2
588	на них	2	2
589	от всякого	5	2
590	жизни но	1	2
591	самое слово	2	2
592	ближе к	1	2
593	слово слово	1	2
594	только не	10	2
595	речь в	1	2
596	мы видим	4	2
597	не можем	3	2
598	но прежде	1	2
599	указать на	1	2
600	того как	2	2
601	к себе	1	2
602	что уже	3	2
603	ни было	1	2
604	таком же	1	2
605	тем не	10	2
606	и за	1	2
607	есть в	4	2
608	зрения самого	1	2
609	что для	5	2
610	на самом	2	2
611	у нас	7	2
612	и есть	24	2
613	и всякой	2	2
614	положение чтобы	1	2
615	мировоззрения и	1	2
616	бы только	3	2
617	без всяких	1	2
618	человека правда	1	2
619	такое понимание	2	2
620	живет и	1	2
621	не для	1	2
622	этого не	2	2
623	же тему	1	2
624	ее от	2	2
625	или иначе	2	2
626	и всякое	2	2
627	в другую	1	2
628	что она	13	2
629	и эта	1	2
630	что не	8	2
631	где нет	1	2
632	только два	1	2
633	между ними	1	2
634	то в	5	2
635	и само	3	2
636	время как	6	2
637	себя как	3	2
638	при таком	2	2
639	а его	1	2
640	не столь	1	2
641	есть все	2	2
642	именно эта	1	2
643	и оно	1	2
644	в сторону	1	2
645	об этом	8	2
646	при его	3	2
647	что как	1	2
648	что они	2	2
649	однако не	2	2
650	и свои	1	2
651	поскольку она	1	2
652	в стиле	1	2
653	мы можем	3	2
654	и эти	2	2
655	если оно	4	2
656	как ни	1	2
657	с самого	1	2
658	в своих	3	2
659	они же	1	2
660	а просто	1	2
661	от характера	1	2
662	очень часто	1	2
663	это как	3	2
664	или поздно	1	2
665	и ни	3	2
666	не видят	1	2
667	быть также	1	2
668	так что	11	2
669	его всегда	1	2
670	и та	4	2
671	пор не	1	2
672	и что	21	2
673	в xvii	1	2
674	нового времени	2	2
675	не могла	1	2
676	иметь в	3	2
677	или его	1	2
678	факт что	1	2
679	в подлинном	1	2
680	и жизни	8	2
681	в историческом	1	2
682	по своей	1	2
683	это может	1	2
684	или иное	4	2
685	значение и	1	2
686	только о	4	2
687	и той	4	2
688	тот или	2	2
689	к ней	1	2
690	культуры и	2	2
691	и воля	1	2
692	бы его	2	2
693	друг другу	1	2
694	не значит	5	2
695	действительно не	2	2
696	место в	2	2
697	же в	2	2
698	бы быть	2	2
699	на то	5	2
700	систем и	1	2
701	мира в	1	2
702	могут не	2	2
703	и только	6	2
704	как одна	1	2
705	просто не	1	2
706	независимо от	3	2
707	чаще всего	3	2
708	и обратно	1	2
709	в один	2	2
710	основе их	1	2
711	есть не	11	2
712	на ту	2	2
713	не к	1	2
714	вне ее	1	2
715	в единство	1	2
716	в непрерывном	1	2
717	меньше чем	2	2
718	с которой	2	1
719	употребляет их	1	1
720	и клеветы	1	1
721	ведет к	1	1
722	сознания вовсе	1	1
723	не мешает	3	1
724	с полной	3	1
725	целого никакое	1	1
726	а потому	1	1
727	во втором	1	1
728	было с	1	1
729	они осуществляются	1	1
730	в душе	1	1
731	это привело	2	1
732	случае в	1	1
733	всего в	2	1
734	и установлено	1	1
735	из сторон	1	1
736	является здесь	1	1
737	но может	1	1
738	интерпретация и	1	1
739	мир как	8	1
740	никогда и	1	1
741	его нельзя	1	1
742	и труднее	1	1
743	историческом развитии	1	1
744	как таковой	6	1
745	и должны	1	1
746	только те	1	1
747	представить себе	1	1
748	в конце	2	1
749	и лишь	1	1
750	в вопросах	1	1
751	бы то	3	1
752	можно и	6	1
753	или только	4	1
754	к этой	2	1
755	если он	2	1
756	трудно сказать	1	1
757	в общий	1	1
758	своего собственного	2	1
759	которые он	1	1
760	он только	1	1
761	и свое	1	1
762	оно стоит	1	1
763	образа в	1	1
764	как особое	2	1
765	он как	1	1
766	ровно ничего	9	1
767	и имеет	1	1
768	для себя	2	1
769	самостоятельности и	1	1
770	и должно	1	1
771	она всегда	4	1
772	момента в	1	1
773	и дает	1	1
774	рассматривать с	1	1
775	свободного и	1	1
776	существенный признак	1	1
777	вещи и	3	1
778	он видит	1	1
779	становление и	2	1
780	невозможно никакое	1	1
781	не уходит	1	1
782	этого мало	1	1
783	или нет	8	1
784	бы говорить	1	1
785	должны иметь	1	1
786	о чем	2	1
787	никак не	3	1
788	свои а	1	1
789	но тем	1	1
790	мы замечаем	1	1
791	говорит о	5	1
792	заложенная в	1	1
793	из которых	4	1
794	истории в	1	1
795	и говорить	3	1
796	если нет	6	1
797	находятся в	1	1
798	событиях и	1	1
799	общения с	2	1
800	потому не	1	1
801	миф в	2	1
802	науке и	1	1
803	самом же	1	1
804	одно из	8	1
805	и об	2	1
806	самое точное	1	1
807	явления с	1	1
808	то с	1	1
809	уже нет	1	1
810	говорить что	4	1
811	именно эти	1	1
812	же собственное	1	1
813	без него	1	1
814	днем и	1	1
815	но что	11	1
816	и такое	1	1
817	в единой	2	1
818	его формы	1	1
819	там в	1	1
820	вопрос об	3	1
821	порядок и	1	1
822	от их	1	1
823	действовать и	1	1
824	произведение и	1	1
825	могут стать	1	1
826	как они	1	1
827	и одной	1	1
828	и он	3	1
829	так или	2	1
830	единая и	1	1
831	сами по	3	1
832	между самим	1	1
833	гл xiv	1	1
834	но только	7	1
835	и еще	1	1
836	мы понимаем	3	1
837	не мертвый	1	1
838	своему существу	1	1
839	воля и	1	1
840	от своего	2	1
841	до полного	1	1
842	жизни или	1	1
843	и этот	1	1
844	о мире	1	1
845	его собственная	1	1
846	равно как	2	1
847	все дело	1	1
848	о самом	1	1
849	мы говорим	4	1
850	его идеалов	1	1
851	в некотором	1	1
852	или действительного	1	1
853	форму и	1	1
854	пусть это	2	1
855	этого в	1	1
856	зрения в	3	1
857	судить по	1	1
858	конечном счете	1	1
859	тему и	1	1
860	его интерпретация	1	1
861	явления как	2	1
862	исходить из	1	1
863	этот общий	1	1
864	относятся к	1	1
865	когда это	1	1
866	также не	3	1
867	в нормальном	1	1
868	и существенные	1	1
869	таких которые	1	1
870	специфическое содержание	1	1
871	здесь именно	2	1
872	и просто	1	1
873	и так	2	1
874	состоит из	2	1
875	возможно лишь	1	1
876	в которых	1	1
877	становится тем	1	1
878	души в	1	1
879	но почему	2	1
880	как предмету	1	1
881	который не	2	1
882	она вообще	1	1
883	о котором	4	1
884	от поэзии	2	1
885	от того	9	1
886	предмету но	1	1
887	со стороны	5	1
888	к своим	1	1
889	в это	4	1
890	далек от	1	1
891	речь идет	1	1
892	говорить и	2	1
893	эта последняя	1	1
894	может находиться	1	1
895	глубину и	1	1
896	к другому	2	1
897	нем нет	3	1
898	только теперь	2	1
899	по крайней	10	1
900	науки в	1	1
901	на одном	1	1
902	лишь те	1	1
903	сознание должно	1	1
904	я говорю	2	1
905	всякого рода	1	1
906	через все	1	1
907	свое время	1	1
908	в рассмотрение	1	1
909	частей и	1	1
910	было у	1	1
911	прислушаться к	1	1
912	эта точка	1	1
913	каждый из	1	1
914	только одно	4	1
915	сам же	1	1
916	нет ничего	14	1
917	одного и	1	1
918	такая подмена	1	1
919	дробление в	1	1
920	сам он	1	1
921	с какой	1	1
922	то он	1	1
923	чем же	3	1
924	не существует	10	1
925	на социальное	1	1
926	при условии	5	1
927	моменты и	2	1
928	близости к	1	1
929	для жизни	1	1
930	сфере религиозного	1	1
931	и логической	2	1
932	что мы	10	1
933	некоторых своих	1	1
934	видим что	3	1
935	применении к	1	1
936	не имеют	2	1
937	представим себе	1	1
938	категорий но	1	1
939	раз и	3	1
940	говорить не	3	1
941	как одно	1	1
942	тотчас же	3	1
943	тот предмет	1	1
944	предмет на	1	1
945	начиная от	1	1
946	представления о	1	1
947	полной очевидностью	1	1
948	всего этого	2	1
949	говорящего на	1	1
950	и если	5	1
951	можно лишь	1	1
952	на друга	1	1
953	особенности же	1	1
954	бы из	1	1
955	это его	1	1
956	по самому	2	1
957	это только	1	1
958	он к	1	1
959	быть не	3	1
960	единство как	1	1
961	он является	1	1
962	переходим ко	1	1
963	где не	1	1
964	с другим	2	1
965	а может	1	1
966	чем именно	2	1
967	коренное отличие	1	1
968	в этот	3	1
969	значений и	2	1
970	он просто	4	1
971	в эстетической	1	1
972	поэтому мы	1	1
973	нашем случае	1	1
974	одной и	4	1
975	новом свете	1	1
976	для нее	1	1
977	как чистое	3	1
978	себя не	1	1
979	только один	1	1
980	чего не	7	1
981	из своего	1	1
982	здоровья и	1	1
983	здесь о	1	1
984	о своем	1	1
985	сущности можно	1	1
986	на основании	3	1
987	чем его	1	1
988	превращается в	6	1
989	а только	2	1
990	можно ли	6	1
991	друга и	1	1
992	именно для	1	1
993	те которые	1	1
994	существует особая	1	1
995	далее также	1	1
996	как таковую	3	1
997	ничего нет	5	1
998	оно оказывается	1	1
999	в обществе	1	1
1000	знает что	2	1
1001	в чистом	1	1
1002	различен лишь	1	1
1003	всего что	1	1
1004	друг на	1	1
1005	при их	1	1
1006	формами и	1	1
1007	как свой	1	1
1008	имеем в	1	1
1009	о способах	1	1
1010	процесс и	1	1
1011	живое и	2	1
1012	как на	6	1
1013	поэтического образа	1	1
1014	есть своя	1	1
1015	вообще и	1	1
1016	оно с	1	1
1017	говорят или	1	1
1018	что отношение	1	1
1019	тоже нет	1	1
1020	только одна	3	1
1021	порождать из	1	1
1022	но явно	1	1
1023	знающего только	1	1
1024	сознания но	2	1
1025	в споре	1	1
1026	именно так	2	1
1027	в которые	1	1
1028	форма и	3	1
1029	сложнее и	1	1
1030	быть в	4	1
1031	с нею	1	1
1032	можно понимать	3	1
1033	находится в	2	1
1034	есть по	2	1
1035	и возможна	1	1
1036	как все	3	1
1037	а это	2	1
1038	на этот	1	1
1039	действительности и	1	1
1040	исходит из	2	1
1041	и умирают	1	1
1042	еще дальше	1	1
1043	но если	11	1
1044	он сам	1	1
1045	и именно	1	1
1046	состояние его	1	1
1047	от них	1	1
1048	не получает	1	1
1049	ничему не	1	1
1050	он молился	1	1
1051	заключается именно	1	1
1052	что даже	2	1
1053	сама она	2	1
1054	и силу	1	1
1055	событием и	1	1
1056	мы берем	1	1
1057	и после	1	1
1058	но самый	1	1
1059	к ее	2	1
1060	мы еще	2	1
1061	в самой	1	1
1062	из слова	1	1
1063	раз на	2	1
1064	крайней мере	10	1
1065	спокойного и	1	1
1066	языков не	1	1
1067	и служит	1	1
1068	тот же	1	1
1069	мог бы	2	1
1070	признания и	1	1
1071	движении но	1	1
1072	нельзя говорить	1	1
1073	всего своего	1	1
1074	его можно	1	1
1075	человека но	1	1
1076	гораздо более	1	1
1077	же за	1	1
1078	или иным	1	1
1079	разные эпохи	1	1
1080	как часто	1	1
1081	своем месте	1	1
1082	есть необходимый	1	1
1083	этого и	1	1
1084	она имеет	1	1
1085	к общему	1	1
1086	сторон в	1	1
1087	не зная	2	1
1088	но на	2	1
1089	значение может	1	1
1090	менее чем	1	1
1091	всякого живого	1	1
1092	находить и	1	1
1093	времени вне	1	1
1094	данной эпохи	1	1
1095	нами не	1	1
1096	ничем не	7	1
1097	мир в	3	1
1098	так можно	1	1
1099	фактически очень	1	1
1100	в систему	1	1
1101	менее в	1	1
1102	а наоборот	1	1
1103	нет ни	5	1
1104	мифа над	1	1
1105	и события	3	1
1106	и строить	1	1
1107	первых двух	2	1
1108	и всей	1	1
1109	жизни так	1	1
1110	нему и	1	1
1111	организации пространства	1	1
1112	зависит от	4	1
1113	и грубых	1	1
1114	и вот	13	1
1115	она в	3	1
1116	его моменты	1	1
1117	в состоянии	1	1
1118	в указанном	1	1
1119	для всякого	1	1
1120	мы имеем	3	1
1121	эпохи в	1	1
1122	идет о	1	1
1123	в бесконечность	1	1
1124	и гам	2	1
1125	быть отнесены	1	1
1126	что мир	7	1
1127	которых он	1	1
1128	признать что	1	1
1129	или с	1	1
1130	бы на	1	1
1131	обычно не	2	1
1132	к истории	2	1
1133	только его	2	1
1134	стать на	1	1
1135	он и	3	1
1136	себя самого	4	1
1137	бесконечным разнообразием	1	1
1138	похоже на	1	1
1139	только чисто	1	1
1140	что так	1	1
1141	души и	3	1
1142	ему только	1	1
1143	от времени	1	1
1144	ничего что	1	1
1145	чем у	1	1
1146	и через	1	1
1147	значит не	1	1
1148	зрения категории	1	1
1149	а предмет	1	1
1150	для своего	1	1
1151	то мы	3	1
1152	эти две	5	1
1153	или иную	1	1
1154	сознания и	5	1
1155	на одной	1	1
1156	как миф	6	1
1157	ни чисто	4	1
1158	теперь эта	1	1
1159	не от	2	1
1160	и нарочито	1	1
1161	это именно	1	1
1162	возможно только	7	1
1163	если есть	3	1
1164	взаимоотношения и	1	1
1165	и свободно	1	1
1166	все равно	5	1
1167	есть уже	2	1
1168	мы находим	5	1
1169	знания и	2	1
1170	есть еще	4	1
1171	только он	2	1
1172	что момент	1	1
1173	этого сознания	1	1
1174	в конечном	1	1
1175	оно только	1	1
1176	но с	1	1
1177	не суть	7	1
1178	ко второму	2	1
1179	и притом	10	1
1180	нет это	2	1
1181	бывает очень	1	1
1182	и относительном	1	1
1183	одно а	2	1
1184	в разные	2	1
1185	силу и	1	1
1186	что совершенно	1	1
1187	иногда и	1	1
1188	не о	6	1
1189	из форм	1	1
1190	и дней	1	1
1191	говорят в	1	1
1192	сознания на	1	1
1193	в свои	1	1
1194	что к	1	1
1195	все ее	1	1
1196	степенях и	1	1
1197	прежде чем	2	1
1198	как таковая	5	1
1199	и говорит	1	1
1200	что его	5	1
1201	к миру	1	1
1202	может сказать	1	1
1203	что под	1	1
1204	особой организации	1	1
1205	ибо все	2	1
1206	резкая грань	1	1
1207	вносить в	1	1
1208	приводит не	1	1
1209	этого утверждения	1	1
1210	исходить от	1	1
1211	всегда есть	5	1
1212	распространенный в	1	1
1213	в силах	2	1
1214	из пределов	1	1
1215	становления не	2	1
1216	исходят из	2	1
1217	не те	1	1
1218	на тему	1	1
1219	чтобы быть	5	1
1220	не бывает	1	1
1221	мы ее	1	1
1222	и историческому	1	1
1223	с той	1	1
1224	ней не	2	1
1225	или же	3	1
1226	идея но	1	1
1227	как точка	1	1
1228	напряженном и	1	1
1229	же две	1	1
1230	подобно тому	5	1
1231	нас к	2	1
1232	и прежде	6	1
1233	как целое	3	1
1234	этой цели	1	1
1235	может только	1	1
1236	есть именно	6	1
1237	всем своем	1	1
1238	которой живет	1	1
1239	говорят о	2	1
1240	в мире	2	1
1241	одном из	1	1
1242	понимающих друг	1	1
1243	смысловой и	1	1
1244	не мешало	2	1
1245	как душа	1	1
1246	образом речь	1	1
1247	внести в	1	1
1248	силы для	1	1
1249	лежащее в	2	1
1250	личности не	1	1
1251	необходимо иметь	1	1
1252	говорить как	1	1
1253	должно было	1	1
1254	его жизни	1	1
1255	как не	4	1
1256	бы мы	1	1
1257	и художественного	1	1
1258	предмете а	1	1
1259	действии и	1	1
1260	от личности	5	1
1261	слово оказалось	1	1
1262	и влияние	1	1
1263	в ином	1	1
1264	себе и	1	1
1265	людьми и	1	1
1266	ибо и	3	1
1267	знает ни	1	1
1268	искусстве в	1	1
1269	к необходимости	1	1
1270	и таким	1	1
1271	это так	2	1
1272	которая есть	1	1
1273	в меру	1	1
1274	бы в	5	1
1275	быть настолько	1	1
1276	есть логическая	1	1
1277	привносит в	1	1
1278	с очень	1	1
1279	выдвигает на	1	1
1280	сказать и	1	1
1281	но его	3	1
1282	нее нет	1	1
1283	же деле	1	1
1284	себе самом	1	1
1285	конечно это	1	1
1286	она или	1	1
1287	что такое	25	1
1288	их не	3	1
1289	мир с	1	1
1290	на всем	1	1
1291	раз это	2	1
1292	лица и	1	1
1293	что же?	1	1
1294	выйти за	3	1
1295	жизнь и	9	1
1296	и далее	1	1
1297	и мира	4	1
1298	его степенях	1	1
1299	тем более	5	1
1300	по которому	3	1
1301	мир он	1	1
1302	он ни	1	1
1303	такие же	1	1
1304	часто и	1	1
1305	и становление	2	1
1306	и личность	2	1
1307	ибо они	2	1
1308	прибавление к	2	1
1309	с первым	2	1
1310	мысль и	1	1
1311	своем историческом	1	1
1312	ко всем	1	1
1313	него есть	1	1
