N	2gram	Bakhtin_Fr	Tragedij
118	в таком	2	2
119	перед судьбой	1	2
120	между этими	3	2
121	ничем не	1	2
122	вряд ли	1	2
123	состоит из	2	2
124	дома и	1	2
125	веру в	1	2
126	имеет в	1	2
127	и это	5	2
128	очень важно	2	2
129	она как	1	2
130	но особенно	2	2
131	отца и	1	2
132	под влиянием	1	2
133	уже не	1	2
134	к тому	4	2
135	о том	8	2
136	перед нами	6	2
137	не был	1	2
138	не имеет	4	2
139	в данном	4	2
140	права на	2	2
141	что этот	1	2
142	отличие от	3	2
143	раз и	1	2
144	он был	8	2
145	потому что	8	2
146	не играют	1	2
147	так что	1	2
148	времени в	2	2
149	он не	9	2
150	по поводу	5	2
151	в частности	4	2
152	и детей	1	2
153	но они	6	2
154	в это	1	2
155	в одном	7	2
156	и до	3	2
157	она все	1	2
158	в отличие	3	2
159	отношение к	1	2
160	году в	1	2
161	в ходе	1	2
162	о его	1	2
163	до конца	2	2
164	в глазах	1	2
165	столь же	1	2
166	что она	4	2
167	одна из	1	2
168	с его	11	2
169	а как	3	2
170	тут же	2	2
171	не мог	8	2
172	тем что	3	2
173	не просто	1	2
174	не случайно	3	2
175	только о	2	2
176	и ее	2	2
177	никогда не	6	2
178	в известной	5	2
179	ничего не	5	2
180	жизнью и	1	2
181	друг друга	1	2
182	создается впечатление	1	2
183	любви и	1	2
184	в той	2	1
185	для самого	1	1
186	в особенности	7	1
187	во всем	1	1
188	он очень	1	1
189	им как	1	1
190	то в	3	1
191	с помощью	6	1
192	в кругу	1	1
193	от него	2	1
194	утверждать что	1	1
195	могут быть	1	1
196	в последующих	1	1
197	мы видим	6	1
198	в центре	1	1
199	и прямо	1	1
200	что ему	1	1
201	по природе	1	1
202	и мира	2	1
203	таким образом	20	1
204	по всем	1	1
205	после того	1	1
206	с начала	1	1
207	на вопрос	1	1
208	здесь есть	1	1
209	также что	1	1
210	известно что	1	1
211	свидетельствует о	1	1
212	не нужен	1	1
213	часто и	1	1
214	того как	1	1
215	почти не	2	1
216	перестает быть	3	1
217	которой не	1	1
218	с одной	2	1
219	и вот	4	1
220	его с	1	1
221	что даже	2	1
222	должна быть	1	1
223	но еще	1	1
224	он считает	1	1
225	что уже	1	1
226	вот его	1	1
227	с этой	1	1
228	словами о	1	1
229	и при	2	1
230	на столе	3	1
231	ко всему	3	1
232	любовь к	1	1
233	начала и	1	1
234	тогда и	2	1
235	новую жизнь	1	1
236	что эта	3	1
237	xii и	2	1
238	добра и	1	1
239	эта встреча	1	1
240	с образом	1	1
241	подчеркнуть что	5	1
242	романа в	2	1
243	что при	1	1
244	с этими	1	1
245	того что	4	1
246	и xiii	2	1
247	тем не	1	1
248	основа образа	1	1
249	не вызывает	1	1
250	о нем	2	1
251	любит и	1	1
252	сам автор	1	1
253	не как	3	1
254	так можно	1	1
255	а затем	7	1
256	буржуазной эпохи	2	1
257	может так	1	1
258	где он	2	1
259	в отдаленном	1	1
260	и всегда	1	1
261	части романа	1	1
262	одно из	2	1
263	на одной	1	1
264	как он	3	1
265	как своего	1	1
266	xix века	1	1
267	дается в	4	1
268	же не	2	1
269	оттого что	2	1
270	в результате	5	1
271	ориентацией в	1	1
272	только за	1	1
273	в виду	2	1
274	рот и	3	1
275	из ее	1	1
276	создания этого	1	1
277	характерна и	1	1
278	разговоре с	1	1
279	только в	6	1
280	не столько	5	1
281	особое значение	1	1
282	эта речь	1	1
283	в самой	8	1
284	видит в	1	1
285	юности то	1	1
286	отметим что	1	1
287	говорит он	1	1
288	и притом	2	1
289	не было	3	1
290	мире при	1	1
291	ко всем	1	1
292	в борьбе	1	1
293	в духе	4	1
294	но он	5	1
295	мировой литературы	1	1
296	своей книге	1	1
297	до этого	1	1
298	и силе	1	1
299	для постановки	1	1
300	наших дней	1	1
301	необходимо отметить	1	1
302	а также	4	1
303	может случиться	1	1
304	что под	1	1
305	в россии	1	1
306	тот кто	1	1
307	заключается в	1	1
308	на нее	1	1
309	и судьбы	2	1
310	одним из	7	1
311	же по	1	1
312	в мыслях	1	1
313	не исчерпываются	1	1
314	эти образы	13	1
315	что не	4	1
316	как его	2	1
317	все события	1	1
318	напомним что	3	1
319	в эпоху	17	1
320	нет он	1	1
321	откуда же	1	1
322	именно в	5	1
323	весьма напоминает	1	1
324	это право	2	1
325	игры в	11	1
326	обоих случаях	1	1
327	облике и	1	1
328	указывает на	1	1
329	вообще не	3	1
330	это выражение	1	1
331	сходство с	1	1
332	из популярнейших	1	1
333	но самое	1	1
334	тому что	1	1
335	эти черты	1	1
336	веке в	1	1
337	когда его	1	1
338	в связи	5	1
339	с жизнью	4	1
340	завершения в	1	1
341	встречается в	1	1
342	с ними	1	1
343	и она	3	1
344	с такими	1	1
345	самой действительности	1	1
346	такой образ	1	1
347	переплетается с	2	1
348	это чувство	1	1
349	страха и	6	1
350	есть в	5	1
351	есть элементы	1	1
352	на земле	2	1
353	сливается с	1	1
354	в переводе	1	1
355	в своей	6	1
356	рядом с	6	1
357	вместе с	5	1
358	что ж	1	1
359	на этом	7	1
360	стремление к	1	1
361	жизни в	3	1
362	роль в	5	1
363	не менее	4	1
364	так сказать	2	1
365	была и	1	1
366	второй части	1	1
367	на все	4	1
368	на стол	1	1
369	бы не	2	1
370	полноте и	1	1
371	века в	3	1
372	роли в	1	1
373	средство для	1	1
374	власти и	1	1
375	в двух	1	1
376	когда в	2	1
377	это было	4	1
378	но уже	1	1
379	шутов и	1	1
380	играть в	1	1
381	в чем	6	1
382	все как	1	1
383	и начинают	1	1
384	но мы	3	1
385	человеком и	2	1
386	и стал	1	1
387	всему что	2	1
388	бранью и	1	1
389	могло бы	1	1
390	мира сего	2	1
391	творца и	1	1
392	это самое	1	1
393	года и	2	1
394	а из	1	1
395	бы в	5	1
396	в них	12	1
397	на них	2	1
398	и образ	3	1
399	происходит во	1	1
400	во всех	20	1
401	на свете	1	1
402	который он	1	1
403	борьба двух	1	1
404	говорится о	1	1
405	во всяком	1	1
406	и потому	1	1
407	понятно что	1	1
408	это и	10	1
409	о себе	1	1
410	тем чем	1	1
411	в жизнь	1	1
412	чтоб я	1	1
413	никакой роли	1	1
414	материалом для	1	1
415	но как	1	1
416	более чем	1	1
417	чем же	5	1
418	он любит	1	1
419	начинается словами	2	1
420	это как	1	1
421	в котором	3	1
422	в пьесе	2	1
423	ему в	1	1
424	с самого	3	1
425	не могли	1	1
426	как нечто	1	1
427	и начинает	1	1
428	которой он	1	1
429	на свои	1	1
430	эта связь	4	1
431	связи с	7	1
432	чувствует себя	2	1
433	его а	1	1
434	за все	2	1
435	два противоположных	1	1
436	образами в	1	1
437	он пытался	1	1
438	смеются и	1	1
439	была его	1	1
440	хотя бы	2	1
441	связь и	1	1
442	этом мы	1	1
443	распространяется на	2	1
444	того чтобы	9	1
445	и если	3	1
446	на другой	1	1
447	власть и	1	1
448	но не	6	1
449	в другом	4	1
450	природе своей	1	1
451	хочет и	2	1
452	дистанции между	2	1
453	между тем	3	1
454	xvii века	1	1
455	и должна	1	1
456	в ней	10	1
457	вот почему	1	1
458	у ней	1	1
459	в ход	1	1
460	мы узнаем	1	1
461	в условиях	3	1
462	характерны для	1	1
463	романа на	1	1
464	за три	1	1
465	и чтобы	1	1
466	в новой	1	1
467	самом деле	6	1
468	самого автора	2	1
469	он стал	2	1
470	из себя	1	1
471	о совершенно	1	1
472	этой связи	3	1
473	в развитии	1	1
474	в которой	1	1
475	идет в	2	1
476	в образах	9	1
477	лишь в	3	1
478	именно на	3	1
479	не понимает	1	1
480	только один	1	1
481	а не	6	1
482	а за	2	1
483	но затем	2	1
484	все образы	5	1
485	только на	1	1
486	и их	6	1
487	он именно	1	1
488	свою жизнь	1	1
489	есть и	8	1
490	за свои	3	1
491	один раз	2	1
492	связь между	1	1
493	это была	1	1
494	можно было	5	1
495	вещами и	2	1
496	в форме	2	1
497	за пределы	4	1
498	но только	1	1
499	конечно в	4	1
500	вместо того	1	1
501	тем и	1	1
502	себя на	1	1
503	эта книга	2	1
504	самых знаменитых	1	1
505	доходит до	2	1
506	не вполне	1	1
507	их отношения	1	1
508	в истории	2	1
509	рассказывает о	2	1
510	человека с	5	1
511	несколько раз	1	1
512	ту же	3	1
513	свое значение	2	1
514	вы не	1	1
515	в обоих	1	1
516	над ним	1	1
517	человека и	1	1
518	говорили что	2	1
519	отметить что	3	1
520	на всю	1	1
521	самого начала	3	1
522	литературы и	3	1
523	на смерть	1	1
524	должны были	1	1
525	всегда будет	1	1
526	жизни на	2	1
527	в карты	1	1
528	в настоящей	1	1
529	и т.д	2	1
530	у которого	1	1
531	он еще	1	1
532	всего этого	3	1
533	но этот	5	1
534	в какой-то	2	1
535	значение и	3	1
536	это же	1	1
537	последнее слово	1	1
538	но теперь	1	1
539	могло быть	1	1
540	знает и	1	1
541	известной степени	4	1
542	к ним	2	1
543	и еще	1	1
544	в эпизоде	11	1
545	и любви	3	1
546	ту сторону	1	1
547	в книге	2	1
548	он в	4	1
549	к ней	2	1
550	как мы	16	1
551	со своими	1	1
552	и особенно	1	1
553	и о	8	1
554	ее не	1	1
555	в голове	1	1
556	его как	4	1
557	образы и	4	1
558	той же	6	1
559	и др	11	1
560	затем он	1	1
561	самой природе	1	1
562	хлеб и	3	1
563	характерно что	4	1
564	обратимся к	2	1
565	еще по	1	1
566	тот самый	1	1
567	и политических	1	1
568	из первых	1	1
569	узнаем в	1	1
570	почему бы	1	1
571	этот тон	1	1
572	на улице	2	1
573	входит и	1	1
574	и от	6	1
575	и есть	5	1
576	роль играет	4	1
577	все время	3	1
578	совершенно иная	1	1
579	в общем	5	1
580	причем в	1	1
581	на этот	4	1
582	никому не	1	1
583	по улицам	2	1
584	из трех	1	1
585	для понимания	1	1
586	этого слова	1	1
587	например в	6	1
588	году и	1	1
589	в период	2	1
590	что именно	1	1
591	всех людей	1	1
592	право на	10	1
593	понимал что	1	1
594	но если	1	1
595	время он	1	1
596	в литературе	4	1
597	в области	2	1
598	и по	3	1
599	слова нельзя	1	1
600	и эта	2	1
601	нуждается в	3	1
602	евангелие и	1	1
603	для характеристики	1	1
604	человек не	1	1
605	это в	3	1
606	ее содержание	1	1
607	я вижу	2	1
608	в разговоре	1	1
609	на котором	2	1
610	эту сцену	1	1
611	конце концов	1	1
612	не удалось	1	1
613	ее своей	1	1
614	распадается на	1	1
615	до начала	1	1
616	был вполне	1	1
617	не из	1	1
618	чтобы не	2	1
619	будущего и	1	1
620	за себя	1	1
621	он с	1	1
622	за счет	2	1
623	и наконец	5	1
624	что на	3	1
625	эту тему	2	1
626	вплоть до	2	1
627	известной мере	5	1
628	с того	1	1
629	государства но	1	1
630	людей в	1	1
631	время с	1	1
632	чем у	1	1
633	сильнее и	2	1
