N	3gram	Vinokur_St	Myslijsy
112	не говоря уже	2	3
113	можно было бы	8	3
114	бы они ни	1	3
115	в таком виде	2	3
116	что же касается	3	3
117	но с другой	2	3
118	а может быть	1	2
119	что у нас	1	2
120	по его словам	1	2
121	о том как	1	2
122	в г д	1	2
123	мы говорим о	1	2
124	том что как	1	2
125	таким образом уже	1	2
126	и все это	1	2
127	могло бы быть	1	2
128	и не имеет	1	2
129	на этом основании	1	2
130	то что она	1	2
131	хотя бы даже	1	2
132	что в нем	2	2
133	даже и в	1	2
134	в каждом отдельном	1	2
135	в глазах самого	1	2
136	и в других	1	2
137	и по отношению	1	2
138	же и в	2	2
139	что это не	2	2
140	и для самого	1	2
141	там где нет	1	2
142	и говорить о	1	2
143	но все же	3	2
144	для кого не	1	2
145	только то что	1	2
146	то ни было	1	2
147	имея в виду	1	2
148	так же и	1	2
149	так как в	2	2
150	уже о том	2	2
151	ни для кого	2	2
152	и не может	1	2
153	мы имеем дело	1	2
154	не следует однако	1	2
155	слова не было	1	2
156	в этих словах	2	2
157	тем что в	2	2
158	но дело в	1	2
159	что в таком	1	2
160	и в отношении	1	2
161	в свое время	3	2
162	не имел бы	1	2
163	и не в	1	2
164	не только к	1	2
165	в разной мере	1	2
166	в таких случаях	1	2
167	но столь же	2	2
168	во внимание что	1	2
169	так же как	5	2
170	они ни были	1	2
171	всяком случае не	2	2
172	было бы совершенно	1	2
173	том смысле как	1	2
174	как на самом	1	2
175	первому из этих	1	1
176	таких условиях и	1	1
177	для него самого	2	1
178	что я в	1	1
179	таким образом при	1	1
180	но то что	1	1
181	в самом деле	7	1
182	но все эти	1	1
183	мере в какой	3	1
184	звуков а не	1	1
185	их и не	2	1
186	имеет ничего общего	2	1
187	как увидим ниже	1	1
188	каждого из них	3	1
189	второй половины xix	1	1
190	заключается именно в	1	1
191	а не на	1	1
192	же время не	1	1
193	на которую указывает	1	1
194	на мой взгляд	1	1
195	здесь дело не	1	1
196	с тех пор	1	1
197	том что этот	1	1
198	и на все	1	1
199	и в этих	1	1
200	в той мере	2	1
201	в той же	2	1
202	но если это	2	1
203	одной точки зрения	1	1
204	то что он	3	1
205	могут быть приведены	1	1
206	и так в	1	1
207	точки зрения но	1	1
208	во всех этих	1	1
209	не все в	1	1
210	в ту же	1	1
211	себе отчет в	1	1
212	будет видно из	1	1
213	на том что	1	1
214	что в одном	1	1
215	судить о том	1	1
216	по сравнению с	1	1
217	должно было быть	1	1
218	не нашел бы	1	1
219	точки зрения той	1	1
220	из нее то	1	1
221	д и т	1	1
222	не представляется возможным	1	1
223	не могут и	1	1
224	ни одно из	1	1
225	вовсе не в	2	1
226	до недавнего времени	2	1
227	уже на первом	1	1
228	то что называют	1	1
229	ни в одном	2	1
230	в том числе	3	1
231	что каждая из	1	1
232	то что оно	1	1
233	во что бы	1	1
234	потому что она	1	1
235	на вопрос о	3	1
236	но и с	2	1
237	и что во	1	1
238	но даже и	1	1
239	только тем что	1	1
240	если бы и	2	1
241	во втором случае	2	1
242	нет сомнения что	2	1
243	во многих отношениях	1	1
244	это похоже на	1	1
245	и языка и	1	1
246	т д в	1	1
247	можно утверждать только	1	1
248	что и для	1	1
249	сказать что в	3	1
250	первой из этих	1	1
251	нужно было бы	1	1
252	если бы это	1	1
253	как в самом	1	1
254	иметь в виду	2	1
255	и стремление к	1	1
256	что он в	1	1
257	чтобы убедиться в	1	1
258	той и другой	1	1
259	другой стороны и	1	1
260	том числе и	2	1
261	как и всякая	1	1
262	каждое из них	1	1
263	как бы он	1	1
264	но это его	1	1
265	в каждом из	1	1
266	в отличие от	1	1
267	той мере в	2	1
268	каждом из этих	1	1
269	к тому же	2	1
270	не имеет ничего	2	1
271	уже после того	2	1
272	очень далеко от	1	1
273	том что она	1	1
274	выйти за пределы	1	1
275	при некотором внимании	1	1
276	по этому поводу	4	1
277	не менее и	1	1
278	из этих наук	1	1
279	но все это	2	1
280	показать что и	1	1
281	т п но	1	1
282	прежде всего его	1	1
283	имеет такое же	1	1
284	и совершенно не	1	1
285	в каком он	2	1
286	что у него	1	1
287	что оно совершенно	1	1
288	и о том	1	1
289	отношению к своему	1	1
290	а есть только	1	1
291	эти проклятые вопросы	1	1
292	приводит в пример	1	1
293	каждой из этих	1	1
294	что мне представляется	1	1
295	живой речи в	1	1
296	то ни стало	1	1
297	что разница между	1	1
298	с другой и	1	1
299	у пушкина в	1	1
300	с нашей точки	1	1
301	и теперь еще	1	1
302	в ответ на	1	1
303	сих пор не	1	1
304	ответить на вопрос	1	1
305	столь же несомненно	1	1
306	а если бы	1	1
307	всякого внимания к	1	1
308	т д и	2	1
309	пушкина может быть	1	1
310	и в отдельных	1	1
311	за то что	5	1
312	в которой все	1	1
313	такое же значение	1	1
314	но это их	1	1
315	мысль о том	1	1
316	что то что	1	1
317	следует обратить внимание	1	1
318	том что слово	1	1
319	она ни была	1	1
320	уже в прошлом	1	1
321	знал что ему	1	1
322	в чем же	1	1
323	из них это	1	1
324	а не для	1	1
325	и вместе с	1	1
326	мы до сих	1	1
327	в наших глазах	2	1
328	ему самому и	1	1
329	не выходя за	1	1
330	в это время	3	1
331	притом не в	1	1
332	а не по	1	1
333	известно например что	1	1
334	нее то что	1	1
335	может быть иначе	1	1
336	и в тех	1	1
337	сказать будто в	1	1
338	та что в	1	1
339	не будет иметь	1	1
340	во время своего	1	1
341	что же до	1	1
342	выходя за пределы	1	1
343	есть такой же	1	1
344	было бы не	2	1
345	если бы она	1	1
346	чтобы найти эти	1	1
347	что у меня	1	1
348	или вернее сказать	1	1
349	в настоящее время	2	1
350	при этом и	1	1
351	тем более что	2	1
352	пушкина в его	2	1
353	и по этому	1	1
354	следующее место из	1	1
355	же значение как	1	1
356	и как он	1	1
357	в том самом	1	1
358	в эту сторону	1	1
359	того что значит	1	1
360	не имеет никакого	1	1
361	не подходят под	1	1
362	вряд ли можно	2	1
363	это можно утверждать	1	1
364	тем фактом что	1	1
365	прямого отношения к	1	1
366	ошибки могут быть	1	1
367	указание на то	1	1
368	что бы то	1	1
369	того что и	1	1
370	того как он	1	1
371	во всех случаях	1	1
372	и быть не	1	1
373	об этом можно	1	1
374	что в сознании	1	1
375	него самого и	1	1
376	и во всей	1	1
377	смысле этого понятия	1	1
378	языка не может	1	1
379	том что и	1	1
380	так и на	1	1
381	том что здесь	2	1
382	те или другие	1	1
383	если бы все	1	1
384	пор не имеет	1	1
385	явления до сих	1	1
386	сих пор еще	1	1
387	если судить по	1	1
388	и тогда и	1	1
389	речь идет о	3	1
390	большую роль в	1	1
391	с одной точки	1	1
392	в этом месте	2	1
393	но если б	1	1
394	иначе и быть	1	1
395	непосредственно вытекает из	1	1
396	убедиться в этом	1	1
397	без всякого внимания	1	1
398	может быть признана	1	1
399	же как и	1	1
400	не имеют никакой	1	1
401	он не знает	1	1
402	по меньшей мере	3	1
403	ясно что и	1	1
404	достаточно для того	3	1
405	во второй половине	1	1
406	этот вопрос можно	1	1
407	что в отдельных	1	1
408	в примечании к	1	1
409	в такой форме	1	1
410	я никогда не	1	1
411	потому что они	1	1
412	дело не в	2	1
413	и находя в	1	1
414	в виду что	1	1
415	при таких условиях	1	1
416	заметить что человек	1	1
417	в котором была	1	1
418	имеем дело с	2	1
419	не было они	1	1
420	может быть и	2	1
