N	3gram	Bakhtin_Fr	formyVre
501	времени а следовательно	1	1
502	во время обеда	1	1
503	все это в	1	1
504	все они как	1	1
505	другой день после	1	1
506	средних веков и	2	1
507	этих образов в	1	1
508	метафоры и сравнения	1	1
509	в основе их	1	1
510	в честь богини	1	1
511	i гл xxiii	1	1
512	и связанные с	2	1
513	чем мы уже	1	1
514	ровно ничего не	2	1
515	в другом случае	1	1
516	есть все то	1	1
517	в его гротескном	1	1
