N	2gram	Bakhtin_fo	Morfolog
338	действия и	1	2
339	в глаза	3	2
340	друг на	4	2
341	за другом	2	2
342	в данной	2	2
343	тем же	3	2
344	тех случаях	1	2
345	одной из	3	2
346	на этот	1	2
347	он может	1	2
348	на берег	1	2
349	момент в	2	2
350	а вовсе	1	2
351	появляется в	1	2
352	всяком случае	1	2
353	себя в	2	2
354	или другой	1	2
355	для него	5	2
356	то они	2	2
357	в научной	1	2
358	элемент в	1	2
359	ничем не	1	2
360	как такового	1	2
361	может не	1	2
362	данном случае	2	2
363	ряд других	1	2
364	в доме	1	2
365	в основу	3	2
366	собой в	1	2
367	с одной	5	2
368	и за	1	2
369	ни к	3	2
370	этом отношении	5	2
371	нам еще	1	2
372	для нас	2	2
373	все это	10	2
374	переходят на	1	2
375	с другими	3	2
376	чем в	3	2
377	не знает	4	2
378	наших дней	1	2
379	в другую	3	2
380	это мы	1	2
381	одним из	1	2
382	вообще не	4	2
383	между собою	1	2
384	очень много	1	2
385	же оно	1	2
386	лишь с	1	2
387	также в	1	2
388	случаях когда	1	2
389	герой в	2	2
390	всех пяти	1	2
391	у него	8	2
392	по своему	3	2
393	к вопросу	2	2
394	в чем	3	2
395	путь к	1	2
396	играют в	1	2
397	бегство и	1	2
398	в одной	2	2
399	бы в	1	2
400	а потом	2	2
401	без всякой	1	2
402	могли бы	1	2
403	обычно в	2	2
404	друг за	2	2
405	и даже	5	2
406	свою жертву	1	2
407	она не	2	2
408	нет но	3	2
409	ту же	4	2
410	здесь только	2	2
411	не по	1	2
412	в поступках	2	2
413	дело не	1	2
414	быть и	4	2
415	эти формы	2	2
416	в частности	11	2
417	из этих	5	2
418	должны быть	2	2
419	от отца	1	2
420	всех других	1	2
421	невесте и	1	2
422	тем и	1	2
423	уже видели	1	2
424	имеет свои	1	2
425	как то	1	2
426	можно бы	1	2
427	как их	2	2
428	вопрос в	1	2
429	этого нет	1	2
430	однако в	1	2
431	брак и	1	2
432	помощи которой	1	2
433	до наших	2	2
434	если они	2	2
435	когда герой	1	2
436	но они	3	2
437	должны будем	1	2
438	герой не	1	2
439	в той	5	1
440	в особенности	15	1
441	были бы	1	1
442	во всем	3	1
443	это на	1	1
444	они имеют	1	1
445	и может	2	1
446	правда очень	1	1
447	все что	2	1
448	образом и	2	1
449	для всех	3	1
450	до сих	4	1
451	всего в	4	1
452	они их	1	1
453	и на	13	1
454	но наряду	1	1
455	на эти	1	1
456	же и	2	1
457	как с	1	1
458	в момент	1	1
459	было так	1	1
460	с двух	1	1
461	конечно чтобы	1	1
462	на анализе	2	1
463	он только	2	1
464	путь героя	1	1
465	его с	2	1
466	до него	1	1
467	других и	1	1
468	этой формой	1	1
469	на ее	1	1
470	некоторые мотивы	1	1
471	своих героев	1	1
472	лишь функции	1	1
473	дело с	1	1
474	большую роль	4	1
475	при этом	8	1
476	переносится в	1	1
477	все формы	1	1
478	формы в	1	1
479	видели в	1	1
480	уже знаем	1	1
481	его чтобы	1	1
482	это значит	3	1
483	также совершенно	1	1
484	же относится	1	1
485	тем как	1	1
486	и был	1	1
487	здесь для	1	1
488	не вызывает	1	1
489	служит в	1	1
490	рассказывается о	1	1
491	и получает	1	1
492	те же	5	1
493	мы обозначим	1	1
494	и рядом	2	1
495	его но	4	1
496	не являются	3	1
497	остановиться на	1	1
498	с известной	1	1
499	одно из	3	1
500	не столько	2	1
501	и делает	1	1
502	борьбы с	1	1
503	достигается лишь	1	1
504	два типа	1	1
505	его рождения	2	1
506	он лишь	1	1
507	функции в	1	1
508	как испытание	2	1
509	она становится	3	1
510	со всеми	4	1
511	в них	11	1
512	и самая	2	1
513	этим объясняется	1	1
514	чтобы в	1	1
515	или во	1	1
516	если не	3	1
517	этой точки	1	1
518	по пути	1	1
519	он имеет	1	1
520	конечно и	5	1
521	мы понимаем	1	1
522	новое значение	2	1
523	на свой	1	1
524	средство от	1	1
525	возвращается на	1	1
526	и с	10	1
527	существу является	1	1
528	их и	3	1
529	из нее	2	1
530	равно как	4	1
531	обходится без	1	1
532	и прекрасная	1	1
533	и все	10	1
534	одновременно с	2	1
535	за нами	1	1
536	из самых	3	1
537	еще в	1	1
538	весь этот	1	1
539	ведь для	1	1
540	все события	1	1
541	комплекс мотивов	1	1
542	постараемся показать	1	1
543	этой схемы	1	1
544	именно в	5	1
545	не делает	1	1
546	и действительно	1	1
547	доме не	1	1
548	отношения к	7	1
549	литературных жанров	1	1
550	может получить	1	1
551	стороны оно	1	1
552	те формы	1	1
553	там же	1	1
554	как не	1	1
555	с ними	1	1
556	и очень	1	1
557	в точном	3	1
558	это время	8	1
559	даже просто	1	1
560	в своей	2	1
561	которые могут	1	1
562	кем и	1	1
563	во славу	1	1
564	его судьбе	1	1
565	связанные с	5	1
566	дело идет	2	1
567	явлений и	3	1
568	и были	2	1
569	бы не	1	1
570	есть на	1	1
571	этим в	2	1
572	с третьим	1	1
573	на следующий	2	1
574	функций в	1	1
575	самых неожиданных	2	1
576	важное значение	3	1
577	влияния на	2	1
578	в это	5	1
579	для их	1	1
580	еще придется	1	1
581	на своем	1	1
582	нет в	2	1
583	здесь нет	3	1
584	словами и	1	1
585	к созданию	1	1
586	содержания но	1	1
587	др здесь	1	1
588	огромную роль	1	1
589	формах но	1	1
590	совершенно безразлично	2	1
591	от различных	2	1
592	и нет	2	1
593	службу и	1	1
594	бы нас	2	1
595	второй тип	2	1
596	где только	1	1
597	такое положение	1	1
598	существу не	3	1
599	все они	4	1
600	играть роль	1	1
601	его мать	1	1
602	так уже	1	1
603	строится как	1	1
604	бросается в	1	1
605	еще и	3	1
606	иногда очень	3	1
607	совершенно не	3	1
608	нами выше	1	1
609	он же	1	1
610	во все	4	1
611	действия но	1	1
612	этим мы	2	1
613	к этой	1	1
614	в главе	3	1
615	больше чем	1	1
616	гл vii	1	1
617	в котором	8	1
618	понятия и	1	1
619	возвращаемся к	2	1
620	xiv в	1	1
621	совершенно особое	1	1
622	обладает и	1	1
623	связь его	1	1
624	в свою	2	1
625	имеет в	2	1
626	по земле	1	1
627	следует его	1	1
628	лежат в	2	1
629	не должно	1	1
630	наконец могут	1	1
631	чем они	3	1
632	решается на	1	1
633	в отдельности	1	1
634	явления и	2	1
635	героем и	1	1
636	где герои	1	1
637	в мифах	1	1
638	очень широко	1	1
639	в этот	5	1
640	всех случаях	1	1
641	в новой	1	1
642	с трудом	1	1
643	к своей	2	1
644	можно условно	1	1
645	после смерти	1	1
646	в критический	1	1
647	с помощью	5	1
648	для нее	1	1
649	между двумя	6	1
650	именно на	1	1
651	только один	2	1
652	основе ее	1	1
653	значение для	3	1
654	только на	3	1
655	смысл который	1	1
656	вступает в	2	1
657	приходит к	1	1
658	вызывает никаких	1	1
659	на землю	2	1
660	и до	7	1
661	более и	2	1
662	по горизонтали	1	1
663	и те	4	1
664	не вполне	1	1
665	типы и	2	1
666	же время	13	1
667	идет об	1	1
668	существовать и	1	1
669	при анализе	1	1
670	самого начала	3	1
671	свою очередь	1	1
672	форм мы	1	1
673	самим героем	1	1
674	похожи друг	2	1
675	за тридевять	1	1
676	и создают	1	1
677	им в	1	1
678	же самое	2	1
679	всего этого	3	1
680	с другим	1	1
681	и наши	1	1
682	и три	1	1
683	известной степени	1	1
684	своей госпожи	1	1
685	на те	1	1
686	человека эта	1	1
687	может послужить	1	1
688	как на	2	1
689	что здесь	2	1
690	одно и	4	1
691	не совсем	1	1
692	отношение к	5	1
693	не как	2	1
694	она может	1	1
695	этих типов	1	1
696	они должны	1	1
697	самого героя	1	1
698	для изучения	1	1
699	такая же	1	1
700	с этими	2	1
701	только во	1	1
702	будем говорить	2	1
703	он служит	1	1
704	подготовляет и	1	1
705	первый тип	6	1
706	перебраться в	1	1
707	формы для	3	1
708	на ряд	1	1
709	как во	1	1
710	все виды	1	1
711	до известной	1	1
712	он сам	2	1
713	и возможно	1	1
714	в гл	1	1
715	что даже	2	1
716	друг с	5	1
717	идут в	1	1
718	в эти	1	1
719	о чем	4	1
720	она есть	1	1
721	лишь один	2	1
722	мы еще	5	1
723	в ее	6	1
724	и становится	2	1
725	ее облик	1	1
726	свойства и	1	1
727	характерно что	5	1
728	тот же	4	1
729	проходит через	3	1
730	или три	2	1
731	это обычно	1	1
732	в другое	1	1
733	в брак	1	1
734	общий вопрос	1	1
735	правильно но	1	1
736	пример в	1	1
737	высшей степени	1	1
738	мы привели	1	1
739	что действия	1	1
740	по особым	1	1
741	она имеет	1	1
742	переходим к	1	1
743	которую они	1	1
744	и то	5	1
745	форм и	1	1
746	не зная	2	1
747	чтобы это	1	1
748	в себе	7	1
749	но на	4	1
750	подчиняются и	1	1
751	что ему	1	1
752	же точностью	1	1
753	встречу с	1	1
754	ему в	3	1
755	не противоречит	1	1
756	существу и	1	1
757	см гл	1	1
758	героев в	1	1
759	сила или	1	1
760	но прежде	1	1
761	во всей	3	1
762	это будет	1	1
763	указать на	2	1
764	должно быть	6	1
765	тридевять земель	1	1
766	время и	4	1
767	в первый	1	1
768	других для	2	1
769	и вот	2	1
770	с любовью	1	1
771	специфические формы	2	1
772	в состоянии	1	1
773	вторым и	1	1
774	в его	19	1
775	у тебя	1	1
776	он как	1	1
777	первый раз	1	1
778	всего мира	1	1
779	увидим дальше	1	1
780	даже такие	1	1
781	имеется и	3	1
782	бы на	1	1
783	находится в	3	1
784	ее можно	1	1
785	два или	1	1
786	вне своего	1	1
787	мы нашли	1	1
788	как раз	13	1
789	в формах	1	1
790	сторона в	1	1
791	такое же	1	1
792	гл vi	1	1
793	и сама	1	1
794	где он	2	1
795	в полном	2	1
796	в тот	1	1
797	как разные	1	1
798	в немецкой	1	1
799	силу и	1	1
800	из форм	1	1
801	стремится к	2	1
802	что качество	1	1
803	и сила	1	1
804	особое значение	2	1
805	что все	4	1
806	на нескольких	1	1
807	в их	9	1
808	мы находим	2	1
809	отступление от	1	1
810	вещей на	1	1
811	в церковь	1	1
812	совершенно ясно	1	1
813	тем больше	1	1
814	место занимают	1	1
815	вне этой	1	1
816	ко второму	1	1
817	и притом	1	1
818	без всяких	1	1
819	как ни	1	1
820	или иной	4	1
821	сюда прежде	1	1
822	и некоторые	1	1
823	как по	2	1
824	начала в	1	1
825	существу здесь	1	1
826	в виду	5	1
827	чтобы вернуться	1	1
828	этим и	1	1
829	но эта	5	1
830	дело в	3	1
831	что не	3	1
832	как его	3	1
833	уже совершенно	1	1
834	этих условиях	2	1
835	даются и	1	1
836	форме диалога	1	1
837	где нет	1	1
838	о жизни	1	1
839	и хорошо	1	1
840	чрезвычайно важно	1	1
841	точном смысле	3	1
842	в таком	4	1
843	и своего	1	1
844	литературе и	1	1
845	испытания героя	1	1
846	все вопросы	1	1
847	между ними	5	1
848	быть или	2	1
849	есть в	3	1
850	но по	2	1
851	между прочим	1	1
852	в мире	4	1
853	ее поэтому	2	1
854	для лучшего	1	1
855	так в	2	1
856	золотом серебряном	1	1
857	в ряду	2	1
858	к концу	3	1
859	в последовательности	1	1
860	на одном	1	1
861	и со	1	1
862	уже давно	1	1
863	со своей	3	1
864	что им	1	1
865	по его	1	1
866	разновидности и	1	1
867	эпизод в	1	1
868	служит для	1	1
869	о которых	1	1
870	только и	5	1
871	нисколько не	1	1
872	сохраняется и	2	1
873	бы поставить	1	1
874	критический момент	1	1
875	войти в	1	1
876	короля и	1	1
877	пока не	1	1
878	выдерживает испытание	1	1
879	точек зрения	1	1
880	и это	5	1
881	с другом	5	1
882	получает новый	1	1
883	из одного	1	1
884	в эту	1	1
885	они есть	1	1
886	могло бы	1	1
887	время уже	1	1
888	но к	2	1
889	сих пор	4	1
890	как все	1	1
891	и вообще	3	1
892	той или	3	1
893	большой интерес	1	1
894	я был	3	1
895	специфическая особенность	2	1
896	из головы	1	1
897	этих двух	1	1
898	пр все	1	1
899	в каждом	2	1
900	его дочери	1	1
901	здесь как	3	1
902	быть объяснена	1	1
903	может иметь	1	1
904	вошел в	1	1
905	него самого	1	1
906	изучения этих	1	1
907	что от	1	1
908	ряду с	2	1
909	таким же	1	1
910	с самого	3	1
911	возвращается к	1	1
912	отличие от	3	1
913	такие же	1	1
914	данный момент	1	1
915	само собой	2	1
916	и третьим	1	1
917	дана в	1	1
918	на корабле	1	1
919	это герои	1	1
920	мы говорили	3	1
921	имен и	1	1
922	значение но	2	1
923	сама природа	2	1
924	и условно	1	1
925	так называемой	1	1
926	непосредственно после	1	1
927	и ни	1	1
928	на другой	2	1
929	одну из	2	1
930	второму типу	1	1
931	в течение	2	1
932	но всегда	1	1
933	разбойники и	1	1
934	что всякий	1	1
935	тот момент	1	1
936	но он	4	1
937	в быту	4	1
938	обстоит дело	1	1
939	так что	4	1
940	не более	1	1
941	и разновидности	3	1
942	все основные	3	1
943	что касается	1	1
944	поиски то	1	1
945	надо сказать	1	1
946	но она	2	1
947	не приходится	1	1
948	пор не	1	1
949	как он	4	1
950	и определяет	1	1
951	составная часть	1	1
952	оказывается что	2	1
953	героя его	1	1
954	конечно в	1	1
955	почти всегда	2	1
956	включается в	1	1
957	это то	2	1
958	его жизнь	2	1
959	доходит до	1	1
960	не место	2	1
961	лишь как	3	1
962	по вертикали	6	1
963	или как	5	1
964	иногда этот	1	1
965	очень важны	1	1
966	когда мы	2	1
967	у которого	1	1
968	рассматривать как	1	1
969	роль играют	1	1
970	другую страну	2	1
971	и несколько	2	1
972	появляются в	1	1
973	также с	1	1
974	море и	1	1
975	не говорится	1	1
976	и сюжета	1	1
977	относятся только	1	1
978	форма как	1	1
979	в плане	1	1
980	точку зрения	3	1
981	друг другу	4	1
982	и каждый	2	1
983	изучения и	1	1
984	и много	1	1
985	которые в	2	1
986	все содержание	1	1
987	обычно только	1	1
988	бы он	2	1
989	это делает	1	1
990	едой и	1	1
991	этом и	1	1
992	материала в	1	1
993	них не	2	1
994	эта черта	3	1
995	в сюжеты	2	1
996	приобретают совершенно	1	1
997	подвергается преследованию	1	1
998	теперь когда	1	1
999	же случай	1	1
1000	и гораздо	1	1
1001	вопросы эти	3	1
1002	то их	1	1
1003	теми же	1	1
1004	ей не	1	1
1005	и художественной	1	1
1006	здесь также	2	1
1007	чувства их	1	1
1008	такой же	1	1
1009	многообразие в	1	1
1010	этого и	1	1
1011	ее название	1	1
1012	в области	1	1
1013	его к	2	1
1014	все более	2	1
1015	все другие	2	1
1016	но кроме	1	1
1017	развитие и	1	1
1018	второго типа	5	1
1019	в золотом	4	1
1020	надо было	1	1
1021	к третьей	2	1
1022	быть названы	1	1
1023	для чего	1	1
1024	вне этих	1	1
1025	ведь и	1	1
1026	в высшей	1	1
1027	в него	2	1
1028	природой и	1	1
1029	его можно	1	1
1030	с ее	7	1
1031	всех этих	9	1
1032	он был	2	1
1033	этому вопросу	2	1
1034	из этой	1	1
1035	и совершенно	3	1
1036	мы скажем	1	1
1037	до его	1	1
1038	не можем	1	1
1039	и наконец	6	1
1040	проявляются в	1	1
1041	вплоть до	3	1
1042	есть не	4	1
1043	их трансформации	1	1
1044	вопросом о	1	1
