N	3gram	Vygotskiy_	RusskieA
114	но и по	1	1
115	не могло бы	1	1
116	это слово к	1	1
117	подробнее остановиться на	1	1
118	одни и те	3	1
119	в животном мире	5	1
120	каждую из них	1	1
121	в совершенно ином	1	1
122	связанных друг с	1	1
123	так например в	1	1
124	следующим образом в	1	1
125	далеко не всегда	1	1
126	потому что она	1	1
127	только потому что	2	1
128	в другое время	1	1
129	более высокой ступени	1	1
130	не встречаются в	1	1
131	одного и того	5	1
132	сам по себе	2	1
133	все же в	2	1
134	мы знаем что	1	1
135	может быть не	1	1
136	даже если бы	1	1
137	в такой же	2	1
138	она не может	1	1
139	видеть в этом	1	1
140	представлений и действий	1	1
141	друг друга при	1	1
142	легко заметить что	1	1
143	между тем как	4	1
144	той и другой	2	1
145	по аналогии с	1	1
146	точно так же	4	1
147	а в связи	1	1
148	тогда когда они	2	1
149	и таким образом	1	1
150	то увидим что	4	1
151	нас не может	1	1
152	и в нашем	1	1
153	из них не	1	1
154	на этот вопрос	2	1
155	фаза в развитии	2	1
156	что в основе	7	1
157	и во многих	1	1
158	мы видим что	2	1
159	не имеет ничего	1	1
160	у них на	1	1
161	это означает что	2	1
162	и того же	5	1
163	при этом он	1	1
164	не соответствует действительности	1	1
165	то же самое	9	1
166	не входит в	1	1
167	сама по себе	1	1
168	мы склонны видеть	3	1
169	никаких данных для	1	1
170	это вытекает из	1	1
171	в другом месте	3	1
172	для его решения	1	1
173	более подробно на	1	1
174	для нас важно	1	1
175	ступени ее развития	1	1
176	оно все же	1	1
177	значит что они	1	1
178	или во всяком	1	1
179	в применении к	1	1
180	одном и том	2	1
181	имея в виду	1	1
182	идет не о	1	1
183	в значительной степени	1	1
184	из других источников	1	1
185	в своем значении	1	1
186	те из них	1	1
187	в своем исследовании	1	1
188	собой не что	1	1
189	том основании что	1	1
190	если верно что	1	1
191	и том же	2	1
192	в некоторых других	1	1
193	так как он	2	1
194	и те же	3	1
195	а вместе с	1	1
196	не имеют ничего	1	1
197	но и в	1	1
198	в качестве средства	4	1
199	а затем уже	2	1
200	со всеми его	1	1
201	не потому что	1	1
202	в целом ряде	1	1
203	то что в	3	1
204	на некоторое время	1	1
205	имеют ничего общего	1	1
206	ничего общего но	1	1
207	сказать что в	1	1
208	только в том	4	1
209	что они были	1	1
210	сомнения в том	1	1
211	тем и другим	1	1
212	так как этот	1	1
213	и что следовательно	1	1
214	при этом не	1	1
215	независимо от того	3	1
216	свое внимание на	1	1
217	так как оно	2	1
218	и не случайно	1	1
219	которые еще не	1	1
220	которые можно было	1	1
221	из того что	3	1
222	показывает что в	1	1
223	выводу что в	2	1
224	как это ни	1	1
225	не отличаются от	1	1
226	одно во всяком	1	1
227	и та же	1	1
228	что мы имеем	1	1
229	приводит к тому	1	1
230	смысле этого слова	10	1
231	как и все	1	1
232	там где это	1	1
233	всех этих случаях	1	1
234	самом деле как	1	1
235	между собой и	2	1
236	не только потому	1	1
237	высокой ступени ее	1	1
238	у разных народов	1	1
239	к этому типу	1	1
240	не во всей	1	1
241	в первую очередь	2	1
242	в собственном смысле	12	1
243	которые могут иметь	1	1
244	же кругу явлений	1	1
245	в русском языке	1	1
246	том что они	2	1
247	в связь с	1	1
248	одна и та	1	1
249	то здесь мы	1	1
250	что в истории	1	1
251	вне связи с	1	1
252	и не только	1	1
253	другое время не	1	1
254	в себе и	2	1
255	то время как	5	1
256	что и в	6	1
257	мы остановимся ниже	1	1
258	один из основных	1	1
259	он был бы	1	1
