N	3gram	Bakhtin_Fr	Marksizm
156	нет даже и	1	1
157	это так же	1	1
158	не совпадает с	1	1
159	в особенности же	1	1
160	для правильного понимания	1	1
161	между собой и	1	1
162	друг за другом	2	1
163	вместо того чтобы	2	1
164	по аналогии с	1	1
165	тема как мы	1	1
166	и для самого	1	1
167	и появляется впервые	1	1
168	тесно связаны с	3	1
169	глубокий и тонкий	1	1
170	по ту сторону	1	1
171	выше или ниже	1	1
172	яркое выражение в	1	1
173	эпоху и в	1	1
174	а с другой	1	1
175	и по отношению	2	1
176	его так же	1	1
177	которые с точки	1	1
178	кровь от крови	1	1
179	все эти формы	1	1
180	мы увидим дальше	1	1
181	имел в виду	1	1
182	и на все	1	1
183	не подлежит конечно	1	1
184	и т.п но	2	1
185	понимания и оценки	1	1
186	же время они	1	1
187	у нас и	1	1
188	мы еще вернемся	2	1
189	и тонкий анализ	1	1
190	таким образом и	2	1
191	и в этой	2	1
192	в последнем счете	1	1
193	таким образом не	1	1
194	итоги нашего анализа	2	1
195	вовсе не как	1	1
196	то есть в	6	1
197	но он не	1	1
198	все же в	1	1
199	в своем родном	1	1
200	рядом с ней	1	1
201	говорить в следующей	1	1
202	от плоти и	1	1
203	большей или меньшей	2	1
204	и во всяком	1	1
205	тем что в	1	1
206	в обычных условиях	1	1
207	что иное как	1	1
208	плоти и кровь	1	1
209	характерно что и	1	1
210	в одной из	1	1
211	к которым мы	1	1
212	и еще один	1	1
213	и землю и	1	1
214	в той форме	1	1
215	здесь как и	1	1
216	в другом месте	3	1
217	можно определить как	1	1
218	в гораздо большей	1	1
219	в себе и	1	1
220	что же касается	1	1
221	в целом ряде	1	1
222	то что в	2	1
223	никто не смеет	1	1
224	почти ничего не	2	1
225	в этом отрывке	2	1
226	несколько слов об	2	1
227	мы здесь не	1	1
228	конечно не в	2	1
229	при этом совершенно	1	1
230	характерен для эпохи	1	1
231	именно то что	1	1
232	верх и низ	2	1
233	есть и еще	1	1
234	в то время	1	1
235	и в ней	1	1
236	он может стать	1	1
237	же время это	1	1
238	но к ним	1	1
239	и с помощью	2	1
240	с такою же	2	1
241	в большей или	2	1
242	и т.п все	1	1
243	одно из важнейших	1	1
244	и кровь от	1	1
245	как в своем	1	1
246	но уже в	2	1
247	не что иное	1	1
248	все же они	1	1
249	дело в том	2	1
250	в отрыве от	2	1
251	и все его	1	1
252	как мы видим	5	1
253	именно в его	1	1
254	уже говорили что	3	1
255	в сущности почти	1	1
256	это не совсем	1	1
257	во всех этих	1	1
258	никакого отношения к	1	1
259	большого влияния на	1	1
260	с самим собой	1	1
261	с этим не	1	1
262	вышедшей в году	1	1
263	гораздо большей степени	1	1
264	в xvii веке	1	1
265	выходит за пределы	1	1
266	насколько нам известно	1	1
267	если мы вспомним	1	1
268	в новое время	1	1
269	плоть от плоти	1	1
270	в этой же	2	1
271	всего того что	1	1
272	и в сущности	1	1
273	будем говорить в	1	1
274	того же самого	1	1
275	притом не только	1	1
276	мы увидим в	1	1
277	в основе своей	1	1
278	мы уже говорили	12	1
279	слов выражений и	1	1
280	в той же	5	1
281	прямо сказать что	1	1
282	бы оно ни	2	1
283	это прежде всего	3	1
284	и связанные с	1	1
285	связанных с ними	1	1
286	после того как	6	1
287	в другом случае	1	1
288	мы уже сказали	2	1
