N	2gram	Vygotskiy_	Poddanst
225	в случаях	2	1
226	к этой	2	1
227	в основном	4	1
228	исходить из	2	1
229	с и	1	1
230	что каждая	2	1
231	и который	1	1
232	она не	7	1
233	уже в	3	1
234	пор пока	1	1
235	при отсутствии	1	1
236	наших глазах	4	1
237	них самих	1	1
238	есть прежде	1	1
239	связана с	4	1
240	только как	2	1
241	последствий для	1	1
242	из авторов	1	1
243	того чтобы	26	1
244	мы знаем	5	1
245	равным образом	1	1
246	на основе	5	1
247	только мы	1	1
248	ее место	1	1
249	представляет собой	23	1
250	в отдельности	1	1
251	прийти к	1	1
252	к идеям	1	1
253	как известно	6	1
254	но до	1	1
255	из всех	5	1
256	в определенном	2	1
257	что это	7	1
258	одно и	3	1
259	есть путь	1	1
260	с трудом	1	1
261	думается что	1	1
262	что при	4	1
263	и центральной	1	1
264	два основных	1	1
265	есть как	1	1
266	не были	1	1
267	и уже	1	1
268	мысли и	13	1
269	из тех	2	1
270	все основные	1	1
271	какой бы	1	1
272	должна была	1	1
273	из этих	6	1
274	жить и	2	1
275	что если	2	1
276	что с	7	1
277	что то	4	1
278	положение что	1	1
279	связанные с	3	1
280	не как	1	1
281	и другие	1	1
282	а затем	2	1
283	что уже	2	1
284	в каждом	3	1
285	только на	5	1
286	ч в	1	1
287	и через	1	1
288	глаза на	1	1
289	не исключает	2	1
290	не с	3	1
291	что эта	7	1
292	может оказаться	1	1
293	ярчайший пример	1	1
294	не об	1	1
295	да в	1	1
296	в других	2	1
297	и при	2	1
298	и что	14	1
299	обособления и	1	1
300	не могла	2	1
301	связь между	10	1
302	и современная	1	1
303	всех доступных	1	1
304	на основании	2	1
305	что и	4	1
306	кто не	1	1
307	мир существует	1	1
308	тем и	2	1
309	связывается с	1	1
310	мы хотим	1	1
311	другой стороны	3	1
312	еще в	3	1
313	как ни	1	1
314	более раннего	1	1
315	этом смысле	2	1
316	выражается в	2	1
317	эта проблема	2	1
318	далеко не	1	1
319	в современной	2	1
320	в этих	2	1
321	и действуют	1	1
322	что все	6	1
323	движение и	3	1
324	в истории	1	1
325	как оно	2	1
326	основном и	1	1
327	как по	5	1
328	в ином	3	1
329	так же	26	1
330	человека с	1	1
331	в рамки	1	1
332	также и	2	1
333	этой последней	2	1
334	как она	6	1
335	его в	7	1
336	это имеет	1	1
337	знаем что	3	1
338	речь но	1	1
339	тем больше	1	1
340	над ним	1	1
341	совершенно новое	1	1
342	вопрос об	1	1
343	в большинстве	2	1
344	и наоборот	1	1
345	бы часть	1	1
346	и движение	2	1
347	все же	7	1
348	при виде	1	1
349	и притом	4	1
350	чтобы в	1	1
351	идет речь	2	1
352	которого в	1	1
353	этого процесса	3	1
354	в настоящее	1	1
355	но на	3	1
356	рассматривать как	1	1
357	что его	2	1
358	в результате	3	1
359	и слова	6	1
360	в которой	16	1
361	и поставить	1	1
362	оказывается в	1	1
363	в прошлом	1	1
364	должен быть	1	1
365	не связаны	1	1
366	в этой	7	1
367	числе и	2	1
368	разрыва между	1	1
369	в наших	8	1
370	к ним	1	1
371	прежде чем	3	1
372	и еще	1	1
373	к первому	1	1
374	что по	2	1
375	в отличие	4	1
376	и которая	1	1
377	из двух	3	1
378	само по	1	1
379	оно есть	5	1
380	существенно и	1	1
381	известном смысле	2	1
382	настоящее время	1	1
383	видим в	3	1
384	отдельности и	1	1
385	же как	14	1
386	чтобы понять	1	1
387	она может	2	1
388	а она	1	1
389	что не	2	1
390	величайшим трудом	1	1
391	мы и	5	1
392	развития в	5	1
393	если мы	6	1
394	иначе как	10	1
395	тем же	8	1
396	но для	2	1
397	в каком	2	1
398	не осуществляется	1	1
399	в ходе	14	1
400	что есть	2	1
401	ответа на	1	1
402	свои собственные	1	1
403	к другим	11	1
404	развитие в	1	1
405	в сферу	3	1
406	более что	1	1
407	тогда когда	12	1
408	значения но	1	1
409	не тождественны	1	1
410	относящиеся к	2	1
411	находится в	3	1
412	доказательство в	1	1
413	в сложной	1	1
414	в живом	3	1
415	представляют собой	2	1
416	в какой	6	1
417	ясно что	4	1
418	с собой	3	1
419	отношения в	1	1
420	место в	1	1
421	как и	19	1
422	определяется как	1	1
423	с которым	1	1
424	входят в	2	1
425	также в	1	1
426	и само	1	1
427	или иной	2	1
428	дети которых	1	1
429	в собственном	4	1
430	и внутренне	1	1
431	от первой	1	1
432	случаях когда	1	1
433	по одному	1	1
434	и именно	1	1
435	начала в	1	1
436	из внешней	1	1
437	для каждого	2	1
438	притом в	1	1
439	факты в	1	1
440	большинстве случаев	2	1
441	из чего	1	1
442	с величайшим	1	1
443	последней в	1	1
444	мыслей к	1	1
445	оценка этих	1	1
446	одновременно и	3	1
447	не та	1	1
448	в одно	1	1
449	именно потому	1	1
450	сделана попытка	1	1
451	дело идет	1	1
452	на то	5	1
453	на фоне	3	1
454	ли не	3	1
455	и по	6	1
456	и я	1	1
457	там где	7	1
458	в эти	1	1
459	тех пор	1	1
460	и жизнь	1	1
461	он живет	1	1
462	широты и	1	1
463	что во	1	1
464	и только	7	1
465	это сделать	1	1
466	к предмету	6	1
467	друг с	6	1
468	они ведут	1	1
469	как одна	1	1
470	в и	1	1
471	поэзии и	2	1
472	она оказывается	1	1
473	казалось бы	4	1
474	всяком случае	1	1
475	в иной	2	1
476	в свете	9	1
477	о котором	1	1
478	пути который	1	1
479	бы мы	1	1
480	сравнению с	21	1
481	эти последние	2	1
482	в условиях	1	1
483	он будет	1	1
484	и центрального	1	1
485	друг друга	9	1
486	в себя	4	1
487	в это	1	1
488	без которой	1	1
489	для этого	4	1
490	с ее	2	1
491	противоречии с	1	1
492	в известном	2	1
493	более частным	1	1
494	более как	1	1
495	с другом	6	1
496	гораздо более	4	1
497	не просто	1	1
498	формах и	1	1
499	не имеет	6	1
500	есть и	1	1
501	за тем	1	1
502	и особенно	2	1
503	одно из	6	1
504	из недр	1	1
505	пути к	1	1
506	проблема эта	1	1
507	и ее	3	1
508	применительно к	3	1
509	явление и	1	1
510	будущее в	2	1
511	что проблема	2	1
512	в развитии	27	1
513	и средств	1	1
514	к более	3	1
515	создается и	1	1
516	обратиться к	1	1
517	из этой	1	1
518	никогда не	7	1
519	к истокам	1	1
520	еще не	5	1
