N	2gram	Voloshinov	DiskursI
185	высказывания не	1	5
186	я и	7	5
187	так сказать	7	5
188	же касается	3	5
189	в сторону	1	5
190	внутренней речи	5	5
191	на этом	8	5
192	но при	1	5
193	рода в	1	5
194	с ее	4	5
195	тем что	1	5
196	во второй	5	5
197	во втором	3	5
198	один из	10	5
199	за пределы	10	5
200	оно не	3	5
201	в свою	6	5
202	известной степени	1	5
203	переход от	1	5
204	к той	1	5
205	ничего не	5	5
206	того что	7	5
207	общения в	1	5
208	о нем	2	5
209	здесь в	6	5
210	в ней	8	5
211	мира и	1	5
212	в их	2	5
213	и потому	12	5
214	из этих	6	5
215	но она	1	5
216	стороны и	1	5
217	же самое	2	5
218	как будто	1	5
219	не к	2	5
220	в самом	12	4
221	и к	7	4
222	оказывается не	2	4
223	по выражению	1	4
224	говорит о	3	4
225	в результате	3	4
226	в первом	2	4
227	и до	5	4
228	в жизни	7	4
229	отличается от	2	4
230	во всяком	9	4
231	между двумя	3	4
232	только на	4	4
233	из виду	1	4
234	точка зрения	15	4
235	бытия а	1	4
236	что они	1	4
237	по преимуществу	2	4
238	указать на	1	4
239	тем не	4	4
240	аналогии с	1	4
241	связи с	1	4
242	будто бы	2	4
243	одним из	3	4
244	который по	1	4
245	я не	4	4
246	не есть	2	4
247	по себе	4	4
248	и это	1	4
249	частной жизни	1	4
250	в наше	1	4
251	и тем	2	4
252	как это	5	4
253	должны быть	4	4
254	и есть	3	4
255	события в	1	4
256	или иного	1	4
257	наше время	1	4
258	однако и	2	4
259	опирается на	2	4
260	жизни а	2	4
261	с ним	14	4
262	не ограничивается	1	4
263	из того	2	4
264	не могут	7	4
265	особого рода	2	4
266	не более	1	4
267	можно назвать	1	4
268	свое время	1	4
269	принципиально не	2	4
270	в современном	1	4
271	на примере	1	4
272	тот или	1	4
273	и во	2	4
274	до конца	7	4
275	до известной	1	4
276	у них	1	4
277	этом случае	1	4
278	в свое	1	4
279	зависит от	2	4
280	трагедии в	1	4
281	того и	1	4
282	мы имеем	6	4
283	во внешнем	12	4
284	есть в	1	4
285	поведения в	2	4
286	и др	9	4
287	со своим	1	4
288	или в	1	4
289	с той	1	4
290	в какой	3	4
291	по своему	4	4
292	но уже	1	4
293	вследствие чего	1	4
294	а на	2	4
295	того или	1	4
296	может иметь	1	4
297	а к	1	4
298	своей основе	4	4
299	и прежде	7	4
300	может и	1	4
301	более того	7	4
302	в момент	2	3
303	которая в	1	3
304	дело с	1	3
305	характер и	4	3
306	существенно для	1	3
307	не бывает	1	3
308	на смену	1	3
309	но все	2	3
310	и сам	3	3
311	к другим	2	3
312	там же	1	3
313	их в	3	3
314	чем не	5	3
315	на первый	5	3
316	первый взгляд	1	3
317	с этим	8	3
318	вопрос о	2	3
319	входит в	2	3
320	имея в	1	3
321	как на	3	3
322	момент в	1	3
323	это прежде	2	3
324	базируется на	1	3
325	о ней	1	3
326	ближе к	1	3
327	на почве	3	3
328	и он	1	3
329	данного высказывания	1	3
330	к которому	1	3
331	в опыте	1	3
332	и притом	3	3
333	или не	1	3
334	в которой	5	3
335	к чему	1	3
336	из важнейших	2	3
337	и приводит	1	3
338	по аналогии	1	3
339	на себя	3	3
340	в области	4	3
341	между собой	4	3
342	о себе	4	3
343	но как	2	3
344	действия в	1	3
345	одно и	1	3
346	и что	6	3
347	в тех	1	3
348	для человека	1	3
349	в форме	1	3
350	но так	2	3
351	то ни	4	3
352	было бы	8	3
353	и от	3	3
354	и по	5	3
355	имеет дело	3	3
356	еще одно	1	3
357	мире и	1	3
358	они и	2	3
359	них в	1	3
360	должна быть	2	3
361	литературного произведения	1	3
362	заключается в	5	3
363	себя с	3	3
364	отношения к	2	3
365	как не	3	3
366	вместе с	5	3
367	не имеет	2	3
368	да и	2	3
369	роли в	2	3
370	в следующей	5	3
371	но оно	1	3
372	это и	4	3
373	своей собственной	1	3
374	который не	1	3
375	слова и	4	3
376	значение для	2	3
377	в первых	2	3
378	на основании	5	3
379	заметить что	2	3
380	тем же	3	3
381	как мы	18	3
382	их с	1	3
383	может оказаться	2	3
384	то она	2	3
385	всяком случае	8	3
386	по этой	1	3
387	к содержанию	1	3
388	жизни но	2	3
389	на языке	2	3
390	ему в	1	3
391	они не	3	3
392	различие между	1	3
393	и было	2	3
394	уже в	3	3
395	мы не	9	3
396	внешнем мире	4	3
397	в формах	1	3
398	с их	5	3
399	однако не	1	3
400	этого рода	1	3
401	и всякое	1	3
402	и без	1	3
403	все эти	15	3
404	ли не	1	3
405	в каждой	1	3
406	об этом	7	3
407	особенно в	1	3
408	не говоря	1	3
409	а его	2	3
410	она не	6	3
411	хотя бы	7	3
412	дело не	2	3
413	когда он	3	3
414	в начале	1	3
415	в большинстве	5	3
416	рассматривать как	1	3
417	к ней	4	3
418	слова в	1	3
419	жизни и	7	3
420	себе самому	1	3
421	для этого	6	3
422	и наконец	12	3
423	что на	1	3
424	мира с	1	3
425	котором он	1	3
426	что было	1	2
427	во всем	1	2
428	мы можем	20	2
429	о поведении	2	2
430	для всех	3	2
431	в душе	13	2
432	в настоящем	1	2
433	различия в	1	2
434	т.е в	5	2
435	все люди	1	2
436	или по	1	2
437	именно о	1	2
438	еще более	2	2
439	о них	3	2
440	этом к	1	2
441	мысли и	4	2
442	в некоторых	2	2
443	можно определить	1	2
444	те же	9	2
445	нас в	2	2
446	требует от	1	2
447	не сможет	3	2
448	в предыдущей	2	2
449	следует понимать	1	2
450	или во	2	2
451	и с	10	2
452	жизнь в	2	2
453	их взаимоотношения	1	2
454	от всего	1	2
455	представление о	1	2
456	из той	1	2
457	упускать из	1	2
458	в собственном	4	2
459	только через	2	2
460	приходит в	2	2
461	за которыми	1	2
462	различные формы	1	2
463	определяется не	1	2
464	реальности и	2	2
465	отсюда и	2	2
466	о которых	2	2
467	для того	6	2
468	и другой	1	2
469	сознания в	3	2
470	одной и	3	2
471	с помощью	20	2
472	в ранний	1	2
473	мы все	1	2
474	в различных	2	2
475	к которой	2	2
476	а между	1	2
477	принадлежит не	1	2
478	самого начала	5	2
479	точке зрения	1	2
480	обратим внимание	1	2
481	жизни как	1	2
482	все то	3	2
483	в нашем	3	2
484	на него	4	2
485	для понимания	2	2
486	который в	1	2
487	он сам	5	2
488	по поводу	5	2
489	что даже	1	2
490	едва ли	4	2
491	не то	2	2
492	своего развития	1	2
493	к нему	9	2
494	бы то	3	2
495	этих двух	3	2
496	сознания с	7	2
497	на язык	4	2
498	должно быть	2	2
499	время в	2	2
500	начала и	1	2
501	я как	1	2
502	ни было	2	2
503	не соответствует	1	2
504	бытия и	1	2
505	человек как	1	2
506	с другими	8	2
507	не обладает	1	2
508	у него	4	2
509	вспомнить о	2	2
510	обнаруживает себя	1	2
511	что она	5	2
512	можно так	1	2
513	как его	2	2
514	но для	3	2
515	о смерти	1	2
516	человек в	1	2
517	же как	2	2
518	большинстве случаев	6	2
519	предыдущей главе	2	2
520	служит для	1	2
521	себе и	3	2
522	на границе	1	2
523	а только	4	2
524	в чем	9	2
525	что как	2	2
526	не был	1	2
527	остается в	3	2
528	в каждом	1	2
529	точкой зрения	1	2
530	не имея	1	2
531	и быть	1	2
532	решающее значение	1	2
533	личности и	4	2
534	и собственно	1	2
535	речи и	2	2
536	но зато	1	2
537	не приходится	3	2
538	иметь в	1	2
539	в современной	1	2
540	первого и	2	2
541	могла бы	1	2
542	вторая часть	3	2
543	целом и	3	2
544	только с	4	2
545	в поведении	3	2
546	что может	5	2
547	в первой	1	2
548	теми же	2	2
549	историю не	1	2
550	его к	4	2
551	а как	3	2
552	она оказывается	1	2
553	является его	2	2
554	и ведет	1	2
555	в него	2	2
556	себе как	1	2
557	мы видели	12	2
558	утверждать что	1	2
559	а потому	4	2
560	не позволяет	2	2
561	речевой деятельности	1	2
562	в последнем	4	2
563	как с	4	2
564	в хх	1	2
565	в основном	4	2
566	как к	2	2
567	его с	2	2
568	на ее	1	2
569	хх веке	1	2
570	и при	3	2
571	и должно	1	2
572	не всякий	1	2
573	из которых	2	2
574	поэтому в	1	2
575	интерес к	1	2
576	к различным	1	2
577	в отношении	2	2
578	этом как	1	2
579	в плоскости	1	2
580	и строго	1	2
581	так выразиться	1	2
582	к искусству	1	2
583	если бы	4	2
584	самом деле	14	2
585	ни о	6	2
586	с таким	2	2
587	ни одно	2	2
588	в различные	1	2
589	не делает	3	2
590	и они	2	2
591	в теории	1	2
592	же остается	2	2
593	от его	1	2
594	не приводит	1	2
595	влияния на	1	2
596	себя и	4	2
597	если можно	1	2
598	непосредственно и	1	2
599	лирическое произведение	1	2
600	которых можно	1	2
601	тех же	5	2
602	не имеют	1	2
603	в круг	2	2
604	мы его	1	2
605	на основе	3	2
606	и теперь	2	2
607	отношении к	1	2
608	целый ряд	1	2
609	не представляет	1	2
610	в выявлении	1	2
611	и той	3	2
612	из наиболее	3	2
613	со своими	1	2
614	не знаем	1	2
615	на этот	3	2
616	этого слова	1	2
617	его составе	1	2
618	друг друга	2	2
619	в особом	1	2
620	только о	2	2
621	во внутреннем	5	2
622	ответ на	3	2
623	но на	1	2
624	это делает	1	2
625	значение в	3	2
626	не поддается	3	2
627	выходит за	2	2
628	в первый	4	2
629	не всякая	1	2
630	возникает в	1	2
631	все это	12	2
632	что с	2	2
633	ее в	5	2
634	высказывания с	1	2
635	в широком	2	2
636	же не	1	2
637	чем он	2	2
638	возможно только	3	2
639	в г	3	2
640	отказаться от	2	2
641	что является	1	2
642	наших дней	3	2
643	по существу	1	2
644	свидетельствуют о	1	2
645	лежит на	1	2
646	на фоне	1	2
647	рассказывает что	2	2
648	к своему	2	2
649	это было	2	2
650	говорит об	1	2
651	вовсе не	16	2
652	и вообще	4	2
653	тем более	1	2
654	и другого	1	2
655	связаны с	2	2
656	и тех	3	2
657	с самого	7	2
658	он ни	1	2
659	же к	1	2
660	реплики в	1	2
661	его не	2	2
662	ни один	3	2
663	не по	1	2
664	нельзя не	1	2
665	обстоит дело	2	2
666	мы должны	9	2
667	оказывается по	2	2
668	быть и	7	2
669	и их	2	2
670	в науке	2	2
671	отказ от	1	2
672	целого в	1	2
673	только то	5	2
674	по-видимому в	1	2
675	чтобы не	2	2
676	человека с	3	2
677	всей его	2	2
678	в книге	2	2
679	в голову	4	2
680	такой же	3	2
681	на то	1	2
682	и только	6	2
683	определить как	1	2
684	же это	1	2
685	человек не	2	2
686	к работе	2	2
687	за счет	1	2
688	есть не	1	2
689	науки о	1	1
690	образования в	1	1
691	с которыми	4	1
692	мы обратимся	1	1
693	уже во	1	1
694	чему служат	1	1
695	всего это	1	1
696	протекает в	1	1
697	новое и	2	1
698	и другие	2	1
699	и правильно	1	1
700	к сожалению	1	1
701	котором они	1	1
702	для нее	2	1
703	что если	1	1
704	разные формы	1	1
705	мы и	4	1
706	оно достаточно	1	1
707	всего на	1	1
708	типа как	1	1
709	этих событий	1	1
710	индивидуальной жизни	1	1
711	наконец даже	1	1
712	самого себя	2	1
713	к этой	2	1
714	и самому	1	1
715	случайным в	1	1
716	от трагедии	1	1
717	в применении	2	1
718	чувства как	1	1
719	тому что	5	1
720	даже в	1	1
721	помимо воли	2	1
722	его за	1	1
723	события его	1	1
724	в разных	1	1
725	остается верен	1	1
726	совершенно иные	1	1
727	тем как	1	1
728	и власти	1	1
729	примыкает к	1	1
730	поэтому они	2	1
731	как говорит	1	1
732	для восприятия	2	1
733	что человек	1	1
734	себя я	1	1
735	социальной жизни	2	1
736	могут восприниматься	1	1
737	его от	1	1
738	само себя	1	1
739	в правильности	1	1
740	противоречие с	2	1
741	плане в	1	1
742	ценность и	1	1
743	всей ее	1	1
744	его знаменитой	1	1
745	ее во	1	1
746	этим путем	1	1
747	читателя и	1	1
748	вводится в	1	1
749	случае в	2	1
750	на которых	1	1
751	мы живем	1	1
752	внешним объективным	2	1
753	на мир	1	1
754	по их	2	1
755	равно как	2	1
756	и там	1	1
757	образов в	1	1
758	вопрос этот	1	1
759	в снах	1	1
760	свое наиболее	1	1
761	с самою	1	1
762	человека для	1	1
763	а иногда	1	1
764	форму и	1	1
765	под давлением	1	1
766	психики и	3	1
767	в освещении	1	1
768	и должен	1	1
769	с тем	1	1
770	на определенной	1	1
771	к самому	1	1
772	а именно	2	1
773	с еще	1	1
774	выход из	1	1
775	жизненного потока	1	1
776	при таком	1	1
777	мотивов но	1	1
778	от я	1	1
779	такой границы	1	1
780	своего исследования	1	1
781	которое не	3	1
782	целым рядом	1	1
783	в это	1	1
784	действительного не	1	1
785	своего существования	1	1
786	при помощи	2	1
787	отца и	3	1
788	их нельзя	2	1
789	всему что	1	1
790	и смерть	3	1
791	социальной ситуации	1	1
792	не имели	2	1
793	все их	1	1
794	на одном	1	1
795	и нет	1	1
796	относящимся к	1	1
797	на все	3	1
798	и смерти	2	1
799	в такой	2	1
800	которые не	1	1
801	во все	1	1
802	не существует	4	1
803	ее к	1	1
804	осуществляется в	1	1
805	она же	1	1
806	здесь возможны	1	1
807	то это	1	1
808	речью и	1	1
809	можно считать	1	1
810	о чем-то	1	1
811	не согласиться	1	1
812	применении к	2	1
813	которой он	3	1
814	раз и	3	1
815	об ее	2	1
816	в динамике	1	1
817	дело только	2	1
818	он был	3	1
819	что всякое	1	1
820	даже и	1	1
821	не между	1	1
822	но даже	1	1
823	понятия в	1	1
824	в каких	1	1
825	но эти	2	1
826	в этот	4	1
827	что вся	1	1
828	как совокупность	2	1
829	душе человека	5	1
830	образуется в	1	1
831	которых является	1	1
832	в изучении	2	1
833	как небо	1	1
834	которых она	1	1
835	приходит к	1	1
836	значение чем	1	1
837	и желания	3	1
838	определяется его	1	1
839	превращается в	2	1
840	ее по	1	1
841	в смысле	1	1
842	и те	5	1
843	после пробуждения	1	1
844	не что	1	1
845	и внутренней	1	1
846	этой картины	1	1
847	так же	4	1
848	даже с	1	1
849	здесь имеет	1	1
850	отметить что	4	1
851	что те	1	1
852	и начинает	1	1
853	каждая вещь	1	1
854	в глаза	2	1
855	всего что	1	1
856	друг на	1	1
857	некоторое время	1	1
858	от рождения	1	1
859	слов о	1	1
860	человека эта	1	1
861	но ни	1	1
862	и еще	1	1
863	границы во	1	1
864	если это	3	1
865	всех областях	2	1
866	тезис о	1	1
867	этих последних	1	1
868	сохраняется в	1	1
869	следующим образом	1	1
870	находится в	3	1
871	учения и	1	1
872	художественного творчества	1	1
873	деятельности человека	1	1
874	учения об	4	1
875	объект и	1	1
876	от простейшего	1	1
877	русской литературы	1	1
878	теории и	2	1
879	в атмосфере	1	1
880	каждое из	1	1
881	согласиться с	3	1
882	состязания и	1	1
883	связи в	2	1
884	от них	1	1
885	пародия на	1	1
886	в сфере	1	1
887	были в	2	1
888	чувства в	1	1
889	на котором	1	1
890	к этим	2	1
891	трагедия по	1	1
892	этом же	1	1
893	интерпретации фактов	1	1
894	в заключение	5	1
895	действительно в	1	1
896	его жизненного	1	1
897	на них	2	1
898	в историю	2	1
899	себе самом	3	1
900	только не	3	1
901	не зная	1	1
902	и страха	1	1
903	но более	2	1
904	жизни т.е	1	1
905	то оно	1	1
906	ведь для	1	1
907	и разложения	1	1
908	т.е по	1	1
909	что иное	1	1
910	существует еще	1	1
911	после того	1	1
912	похожи на	1	1
913	но из	1	1
914	совершаются в	1	1
915	страха или	1	1
916	собой в	1	1
917	но еще	1	1
918	в состоянии	2	1
919	план для	1	1
920	его себе	1	1
921	в совершенно	3	1
922	ним в	1	1
923	но от	1	1
924	обычно не	1	1
925	трудно не	1	1
926	между различными	1	1
927	не хочет	1	1
928	совершается на	1	1
929	по мнению	8	1
930	желал бы	2	1
931	другое о	1	1
932	отказывается от	1	1
933	смысла в	1	1
934	поставленный вопрос	1	1
935	они будут	1	1
936	и один	1	1
937	там и	1	1
938	свет и	1	1
939	в европейской	1	1
940	все прочие	1	1
941	позиция самого	1	1
942	чем в	1	1
943	поведении человека	3	1
944	прошлого с	1	1
945	природы не	1	1
946	о возможности	1	1
947	сознания на	1	1
948	не говорит	1	1
949	выпадает из	2	1
950	зрения но	1	1
951	что его	1	1
952	получает возможность	1	1
953	всех его	1	1
954	в изложении	1	1
955	про себя	1	1
956	развития как	3	1
957	в конце	2	1
958	в таком	6	1
959	не остается	3	1
960	оно в	1	1
961	учение о	6	1
962	как видим	1	1
963	между ними	5	1
964	он помещает	1	1
965	для накопления	1	1
966	свободен в	1	1
967	всем своем	2	1
968	только его	2	1
969	так на	1	1
970	бытия с	1	1
971	сознания как	2	1
972	от этого	2	1
973	быть ничего	1	1
974	составляющих ее	1	1
975	в двух	1	1
976	благодаря тому	2	1
977	и следовательно	3	1
978	лишь для	1	1
979	не знала	1	1
980	в первые	1	1
981	для современной	1	1
982	точек зрения	1	1
983	из одного	1	1
984	жизни то	2	1
985	сих пор	3	1
986	внутреннего сопротивления	1	1
987	бы в	2	1
988	в индивидуальном	1	1
989	что хотя	1	1
990	проявляет себя	1	1
991	не имеющие	4	1
992	должен был	1	1
993	и позиция	1	1
994	внешней и	1	1
995	что такое	6	1
996	всякое конкретное	1	1
997	уже сказано	1	1
998	является собственно	1	1
999	в эпохи	1	1
1000	разрыв между	2	1
1001	человеческой деятельности	1	1
1002	делает его	1	1
1003	говорил о	1	1
1004	все остальные	1	1
1005	близко к	1	1
1006	другом и	1	1
1007	образований и	1	1
1008	детскому возрасту	1	1
1009	я оно	2	1
1010	не дает	4	1
1011	на область	1	1
1012	в работе	2	1
1013	от содержания	1	1
1014	человека как	2	1
1015	этих трех	1	1
1016	или же	2	1
1017	идей и	1	1
1018	он стал	1	1
1019	это по	1	1
1020	в развитии	4	1
1021	что отец	1	1
1022	не мог	1	1
1023	на чем	1	1
1024	не будет	1	1
1025	и существенно	1	1
1026	всей этой	1	1
1027	все с	1	1
1028	всех других	2	1
1029	именно и	4	1
1030	и является	3	1
1031	других людей	1	1
1032	к ее	1	1
1033	но только	1	1
1034	отдельных лиц	1	1
1035	даже не	1	1
1036	человеческой психики	4	1
1037	этом смысле	2	1
1038	проникнуть в	2	1
1039	где все	1	1
1040	существенное отличие	1	1
1041	то или	2	1
1042	целого но	1	1
1043	вражды и	1	1
1044	или иное	2	1
1045	мы еще	1	1
1046	когда мы	2	1
1047	самых ранних	1	1
1048	этот период	3	1
1049	он еще	1	1
1050	сознания от	1	1
1051	например не	1	1
1052	занимает в	1	1
1053	не наиболее	1	1
1054	никакого отношения	1	1
1055	так называемого	1	1
1056	исключительно в	2	1
1057	стороны он	1	1
1058	все дело	1	1
1059	функций и	1	1
1060	природы и	3	1
1061	мы называем	3	1
1062	но есть	1	1
1063	к человеческому	1	1
1064	любви в	2	1
1065	и тоже	1	1
1066	но прежде	1	1
1067	которое мы	1	1
1068	о других	1	1
1069	более позднее	1	1
1070	даже если	2	1
1071	и мотивы	2	1
1072	содержание и	2	1
1073	жизни с	1	1
1074	образом в	2	1
1075	в человеческой	1	1
1076	именно ему	1	1
1077	в общем	5	1
1078	сведения о	1	1
1079	формы и	3	1
1080	из этого	2	1
1081	процесса и	1	1
1082	к человеку	3	1
1083	как система	2	1
1084	счете оказывается	1	1
1085	оно может	3	1
1086	следует заметить	1	1
1087	там где	2	1
1088	вводит в	1	1
1089	во время	6	1
1090	его времени	1	1
1091	что существенно	1	1
1092	и чем	1	1
1093	нет не	1	1
1094	означает что	1	1
1095	в философии	1	1
1096	где мы	1	1
1097	искусства в	1	1
1098	конкретное высказывание	1	1
1099	на слово	1	1
1100	это новое	2	1
1101	можно только	1	1
1102	суть такие	1	1
1103	так ли	1	1
1104	человеческой личности	1	1
1105	образом и	1	1
1106	ранних лет	1	1
1107	этому времени	2	1
1108	область в	1	1
1109	писателя или	1	1
1110	до сих	3	1
1111	в тени	2	1
1112	от сознания	1	1
1113	ни малейшего	1	1
1114	и здесь	1	1
1115	является но	1	1
1116	и должны	3	1
1117	он стремится	1	1
1118	сказано в	1	1
1119	в случаях	1	1
1120	почти не	1	1
1121	творчества между	1	1
1122	не сложилось	1	1
1123	если же	2	1
1124	которая по	1	1
1125	со своего	1	1
1126	оно было	1	1
1127	групп и	1	1
1128	и дает	1	1
1129	содержания и	1	1
1130	что это	5	1
1131	это уже	3	1
1132	вот как	2	1
1133	никак не	1	1
1134	сам по	4	1
1135	в глубинах	1	1
1136	сводить к	1	1
1137	первых двух	1	1
1138	не исчерпывается	2	1
1139	о которой	3	1
1140	в область	1	1
1141	мы в	3	1
1142	сцене и	1	1
1143	утверждает что	3	1
1144	к выводу	1	1
1145	к сознанию	3	1
1146	для них	3	1
1147	его таким	2	1
1148	мотивов в	1	1
1149	не признает	1	1
1150	целом ряде	1	1
1151	можно было	1	1
1152	в более	5	1
1153	только еще	1	1
1154	со всеми	5	1
1155	их перед	1	1
1156	от их	1	1
1157	поэтому и	1	1
1158	начинается с	1	1
1159	с ними	5	1
1160	ряде других	1	1
1161	отличаются от	1	1
1162	придает здесь	1	1
1163	сил и	3	1
1164	этот род	1	1
1165	более широкого	1	1
1166	как при	1	1
1167	эпоху его	1	1
1168	все события	1	1
1169	то время	1	1
1170	вполне последовательно	1	1
1171	отдельного человека	1	1
1172	может стать	4	1
1173	для каждого	1	1
1174	фактов и	2	1
1175	и так	2	1
1176	в слове	1	1
1177	странное и	1	1
1178	работе над	1	1
1179	как наука	1	1
1180	бы не	1	1
1181	отделения от	1	1
1182	сравнению с	1	1
1183	зависимости от	4	1
1184	классическими и	1	1
1185	его точка	1	1
1186	в каком	7	1
1187	на своем	1	1
1188	своем собственном	1	1
1189	на другие	3	1
1190	который и	1	1
1191	жизненных обстоятельств	1	1
1192	является для	2	1
1193	нет ничего	1	1
1194	но их	2	1
1195	именно такой	1	1
1196	его и	2	1
1197	этом пункте	1	1
1198	бы и	2	1
1199	не склонен	1	1
1200	где нет	1	1
1201	произведение искусства	2	1
1202	совершенно иной	2	1
1203	оба эти	1	1
1204	то и	1	1
1205	и между	2	1
1206	действительности это	1	1
1207	мы ничего	1	1
1208	связана с	2	1
1209	наконец в	1	1
1210	того чтобы	5	1
1211	сознание и	5	1
1212	к чужой	1	1
1213	на друга	1	1
1214	лежат в	2	1
1215	по сравнению	1	1
1216	это только	4	1
1217	этом пути	1	1
1218	целого как	1	1
1219	своего происхождения	1	1
1220	общение с	1	1
1221	обойтись без	1	1
1222	развития и	1	1
1223	природы в	1	1
1224	я это	1	1
1225	какую бы	1	1
1226	общие черты	1	1
1227	событие общения	1	1
1228	слов и	1	1
1229	др в	1	1
1230	о своем	1	1
1231	главным героем	1	1
1232	человека только	1	1
1233	в мир	4	1
1234	например для	1	1
1235	реальности в	1	1
1236	цели и	2	1
1237	перед глазами	1	1
1238	только это	1	1
1239	действия и	1	1
1240	новое качество	1	1
1241	потому и	5	1
1242	не динамика	1	1
1243	таким путем	5	1
1244	человеческого поведения	9	1
1245	на более	2	1
1246	нет и	4	1
1247	он в	2	1
1248	непосредственно из	3	1
1249	на две	3	1
1250	как некое	1	1
1251	и служит	2	1
1252	мог бы	2	1
1253	чем она	1	1
1254	в самую	1	1
1255	исторического существования	1	1
1256	громадное значение	1	1
1257	но именно	2	1
1258	только при	2	1
1259	следует упускать	1	1
1260	том же	1	1
1261	утрачивает свою	1	1
1262	в теоретическом	1	1
1263	быть все	1	1
1264	всего к	3	1
1265	своей не	1	1
1266	но если	2	1
1267	в понимании	1	1
1268	что во	1	1
1269	связано с	3	1
1270	теперь уже	2	1
1271	именно этот	1	1
1272	так называемое	1	1
1273	только потому	1	1
1274	и страшный	1	1
1275	сторону от	1	1
1276	точку зрения	12	1
1277	часто и	1	1
1278	тот же	10	1
1279	подойти к	2	1
1280	к окружающему	1	1
1281	теории нет	1	1
1282	человека но	1	1
1283	он должен	2	1
1284	и каждый	1	1
1285	в дальнейшем	2	1
1286	звучит в	1	1
1287	вырастает из	1	1
1288	целому ряду	1	1
1289	читатель может	1	1
1290	об их	1	1
1291	им как	1	1
1292	этим же	1	1
1293	как со	1	1
1294	обе стороны	2	1
1295	от начала	2	1
1296	ничем не	2	1
1297	так как	15	1
1298	мир в	3	1
1299	и события	1	1
1300	только по	1	1
1301	этот процесс	4	1
1302	на три	1	1
