N	2gram	Losev_Prob	Otkroven
242	бы даже	3	1
243	но еще	1	1
244	больше всего	1	1
245	ведь этот	1	1
246	смысле слова	19	1
247	связана с	1	1
248	не идет	1	1
249	не приходит	1	1
250	здесь нужно	1	1
251	не погибает	1	1
252	еще больше	1	1
253	еще более	3	1
254	также и	22	1
255	ту же	1	1
256	но не	6	1
257	отношениях к	1	1
258	по сравнению	3	1
259	это все	1	1
260	из жизни	1	1
261	вопросу о	1	1
262	необходимо подчеркнуть	2	1
263	образ и	4	1
264	быть не	1	1
265	для раскрытия	1	1
266	от которого	1	1
267	был бы	1	1
268	в ней	12	1
269	у самого	1	1
270	из всех	1	1
271	сердца людей	1	1
272	выходе из	1	1
273	еще страшнее	1	1
274	на два	1	1
275	и дело	1	1
276	что это	3	1
277	из романов	1	1
278	в отношениях	1	1
279	а ведь	4	1
280	и тогда	3	1
281	а это	6	1
282	речи и	1	1
283	для тех	2	1
284	и был	1	1
285	всяком случае	8	1
286	он и	3	1
287	о чем	4	1
288	их жизни	1	1
289	в свое	1	1
290	из которой	1	1
291	кажется что	2	1
292	лучше сказать	2	1
293	сам по	11	1
294	только их	1	1
295	свободу и	1	1
296	все новое	1	1
297	в частности	4	1
298	говорит о	1	1
299	как это	4	1
300	может принимать	1	1
301	о нем	2	1
302	и больше	4	1
303	но может	1	1
304	строгом смысле	1	1
305	можно наметить	1	1
306	что только	1	1
307	чего не	1	1
308	на нем	3	1
309	и тут	3	1
310	со всей	1	1
311	своих героев	2	1
312	в науке	1	1
313	не с	1	1
314	за собой	1	1
315	не хочет	1	1
316	и что	9	1
317	но сам	1	1
318	в одном	4	1
319	на самом	13	1
320	у нас	17	1
321	в отношении	4	1
322	можно было	7	1
323	дается в	2	1
324	оказывается что	2	1
325	нет никакой	4	1
326	не потому	1	1
327	же не	2	1
328	себе есть	1	1
329	бы и	7	1
330	и это	11	1
331	этого типа	1	1
332	есть самая	1	1
333	это есть	5	1
334	смысле этого	1	1
335	там и	4	1
336	всякого человека	1	1
337	и когда	4	1
338	и до	3	1
339	нет никакого	4	1
340	доходит до	2	1
341	с их	2	1
342	тысячи лет	1	1
343	не вполне	3	1
344	иначе чем	2	1
345	есть уже	4	1
346	по своей	1	1
347	от того	2	1
348	чего же	4	1
349	цели и	1	1
350	не изображал	1	1
351	всем а	1	1
352	думать что	1	1
353	в них	6	1
354	эта есть	1	1
355	значение что	1	1
356	сказать с	1	1
357	и всех	1	1
358	видно что	1	1
359	было сделать	1	1
360	и даже	21	1
361	в чистом	4	1
362	в глаза	1	1
363	особого рода	1	1
364	всего что	1	1
365	всегда и	1	1
366	себя тот	1	1
367	если бы	9	1
368	самом деле	6	1
369	из бесконечного	1	1
370	до последней	1	1
371	религиозное значение	1	1
372	и формы	1	1
373	и более	6	1
374	с ними	2	1
375	была бы	2	1
376	и сам	6	1
377	тут все	1	1
378	почему же	1	1
379	во тьме	1	1
380	всегда в	1	1
381	или лучше	1	1
382	и можно	3	1
383	может ли	2	1
384	человеческого общества	1	1
385	есть просто	4	1
386	будто бы	7	1
387	в виду	20	1
388	на этот	4	1
389	дело в	6	1
390	вечной жизни	1	1
391	месте и	1	1
392	стремится к	1	1
393	подчеркнуть еще	1	1
394	раз навсегда	1	1
395	и эта	1	1
396	в эпоху	2	1
397	к каким	1	1
398	его как	3	1
399	отношения к	3	1
400	тем же	2	1
401	опять-таки не	2	1
402	но есть	1	1
403	духа и	1	1
404	и каждый	2	1
405	от которой	1	1
406	заключается в	8	1
407	начиная с	1	1
408	действительно в	1	1
409	и действительно	2	1
410	вещей и	2	1
411	он говорит	1	1
412	бы он	2	1
413	в конце	7	1
414	указывает на	13	1
415	в процессе	2	1
416	например в	1	1
417	в жизни	1	1
418	человеком и	1	1
419	но к	2	1
420	находится в	1	1
421	и почему	1	1
422	захватывает и	1	1
423	с той	5	1
424	и без	9	1
425	свой собственный	3	1
426	и как	4	1
427	то в	4	1
428	особенное значение	1	1
429	лишь с	1	1
430	в голову	2	1
431	всех тех	1	1
432	все время	2	1
433	к его	1	1
434	есть не	13	1
435	чего бы	2	1
436	бытовой жизни	1	1
437	страха и	1	1
438	что она	5	1
439	есть та	1	1
440	а именно	12	1
441	чтобы все	2	1
442	не одно	1	1
443	жизни и	7	1
444	человеком в	1	1
445	в разных	4	1
446	состоит из	6	1
447	и прежде	3	1
448	в одно	4	1
449	который в	2	1
450	и вопрос	1	1
451	как в	10	1
452	этого слова	5	1
453	как будто	11	1
454	в совершенно	1	1
455	речь о	2	1
456	даже до	1	1
457	на то	6	1
458	но у	1	1
459	в уме	1	1
460	от образа	1	1
461	говорят о	4	1
462	он более	1	1
463	не стоит	2	1
464	л толстого	1	1
465	толстого не	2	1
466	от этого	1	1
467	есть на	1	1
468	нуждается в	1	1
469	эпоху возрождения	1	1
470	бы сама	1	1
471	отличается от	8	1
472	да и	9	1
473	ли он	1	1
474	бы от	1	1
475	в вечном	3	1
476	нисколько не	2	1
477	нужно считать	1	1
478	сравнению с	3	1
479	но это	13	1
480	и после	2	1
481	в это	1	1
482	из него	2	1
483	себе и	4	1
484	которой нет	1	1
485	чтобы не	2	1
486	нем все	1	1
487	она и	1	1
488	само по	5	1
489	жизни не	2	1
490	из них	4	1
491	что их	2	1
492	вовсе не	62	1
493	это так	2	1
494	уже не	12	1
495	указать на	1	1
496	мысли в	1	1
497	писателя а	1	1
498	недостатки в	1	1
499	в противоречии	1	1
500	есть один	1	1
501	особенно в	2	1
502	свое собственное	2	1
503	со всеми	1	1
504	с каким	1	1
505	и самый	3	1
506	бы ни	1	1
507	и общественной	2	1
508	бы в	3	1
509	отметить что	1	1
510	есть их	1	1
