N	2gram	Medvedev_V	StatiiOP
262	в в	1	6
263	том смысле	1	6
264	в известном	1	6
265	в стихах	2	6
266	по крайней	2	6
267	и во	1	6
268	говорил что	3	6
269	с его	4	6
270	мы не	1	6
271	по существу	4	6
272	должен быть	4	6
273	еще до	1	6
274	его не	3	6
275	что на	1	6
276	в пользу	2	5
277	как говорит	5	5
278	не как	1	5
279	в духе	1	5
280	целый ряд	1	5
281	на эту	1	5
282	уже не	1	5
283	то это	2	5
284	одной стороны	2	5
285	конечно не	1	5
286	можно ли	2	5
287	самого начала	1	5
288	том чтобы	2	5
289	на протяжении	1	5
290	что эти	1	5
291	после того	2	5
292	с одной	2	5
293	хотя и	2	5
294	его в	3	5
295	не о	2	5
296	на себя	1	5
297	что не	3	5
298	даже не	2	5
299	не был	1	5
300	если не	1	5
301	если б	1	5
302	не приходится	2	5
303	или иного	1	5
304	всех этих	3	5
305	утверждать что	5	5
306	один из	6	5
307	должна быть	2	5
308	поэтому в	1	5
309	в слове	3	5
310	ни с	2	5
311	и если	1	5
312	не могло	1	5
313	в творчестве	3	5
314	нет и	3	5
315	том же	6	5
316	ее в	4	5
317	о значении	1	5
318	это и	6	5
319	в прозе	1	5
320	этого рода	2	5
321	представляет собою	11	5
322	нас к	1	5
323	является не	4	5
324	другом месте	2	5
325	и потому	2	5
326	того или	2	5
327	не по	2	5
328	как он	3	5
329	на это	2	5
330	к ней	1	5
331	как будто	1	5
332	и другие	1	4
333	только что	4	4
334	которые не	1	4
335	в применении	1	4
336	не являются	1	4
337	и без	1	4
338	и творчества	1	4
339	что по	1	4
340	а именно	1	4
341	что ни	2	4
342	не имели	1	4
343	казалось бы	1	4
344	применении к	1	4
345	не всегда	2	4
346	предисловии к	1	4
347	на него	2	4
348	эти вопросы	2	4
349	который в	2	4
350	мы видим	1	4
351	и он	3	4
352	статье о	1	4
353	на язык	2	4
354	которой является	1	4
355	что трагедия	1	4
356	и эти	1	4
357	как можно	1	4
358	тому же	1	4
359	будто бы	2	4
360	очевидно что	7	4
361	в таком	1	4
362	представляют собою	2	4
363	в связи	4	4
364	одна из	4	4
365	на этом	2	4
366	не могут	10	4
367	в свете	1	4
368	и у	2	4
369	могло бы	2	4
370	но как	3	4
371	для его	4	4
372	очень часто	1	4
373	только с	2	4
374	и речи	1	4
375	должны быть	2	4
376	иметь в	2	4
377	у которого	1	4
378	отношении что	2	4
379	общего с	1	4
380	показывает что	2	4
381	для которых	2	4
382	за пределы	1	4
383	а потому	1	4
384	в последнем	2	4
385	то есть	1	4
386	если в	2	4
387	сюда относится	1	4
388	в форме	3	4
389	так или	1	4
390	сами по	1	4
391	они не	2	4
392	в прямом	1	4
393	в романе	4	4
394	в процессе	17	4
395	как о	3	4
396	это время	1	4
397	и так	1	4
398	от его	2	4
399	да и	2	4
400	поэзии и	1	4
401	ничего общего	1	4
402	все они	2	4
403	бы и	6	4
404	в основе	1	4
405	более чем	1	4
406	в значительной	3	4
407	связана с	2	4
408	как известно	2	4
409	относится к	2	4
410	не для	1	4
411	начиная с	2	4
412	в образе	2	4
413	с нею	2	4
414	которые в	2	4
415	что оно	3	4
416	из писем	2	4
417	нет ни	2	4
418	в поэзии	1	4
419	материала и	1	4
420	естественно что	3	4
421	как у	2	4
422	и всегда	1	4
423	чем он	1	4
424	или в	3	4
425	или иначе	1	4
426	есть в	1	4
427	в каждой	1	4
428	бы совершенно	1	4
429	разница между	1	4
430	он говорит	5	4
431	значит что	2	4
432	печатном тексте	1	4
433	е в	2	4
434	а по	1	4
435	и их	3	4
436	еще в	1	4
437	работал над	3	4
438	что его	2	4
439	как мы	1	4
440	для этого	1	4
441	но для	2	4
442	от него	1	3
443	является в	1	3
444	писателя и	2	3
445	говоря уже	1	3
446	е не	1	3
447	по тому	1	3
448	к числу	1	3
449	в следующих	1	3
450	др но	1	3
451	а затем	2	3
452	его от	2	3
453	но что	1	3
454	или иной	2	3
455	более или	6	3
456	бы все	1	3
457	работы в	1	3
458	их в	7	3
459	почти все	1	3
460	пушкина например	1	3
461	себе в	1	3
462	без труда	1	3
463	при всей	2	3
464	к этой	1	3
465	даже и	3	3
466	искусства и	2	3
467	смысле слова	2	3
468	может служить	1	3
469	к дельвигу	1	3
470	я с	1	3
471	быть в	1	3
472	во всей	2	3
473	или из	1	3
474	от них	2	3
475	нет никаких	2	3
476	к этим	2	3
477	без всякой	1	3
478	произведения и	7	3
479	не говоря	1	3
480	что при	2	3
481	пушкину и	2	3
482	говорит в	3	3
483	не очень	1	3
484	и некоторые	2	3
485	в деле	1	3
486	бы в	3	3
487	формы в	1	3
488	имеет ничего	1	3
489	находит свое	1	3
490	этой главы	1	3
491	до нас	2	3
492	в лучшем	1	3
493	не дает	1	3
494	в системе	2	3
495	я бы	2	3
496	его работе	1	3
497	им самим	1	3
498	или иное	1	3
499	что во	1	3
500	образом в	3	3
501	при оценке	1	3
502	каждого из	1	3
503	что до	1	3
504	и самый	1	3
505	однако и	1	3
506	взгляд на	1	3
507	причем в	1	3
508	смотреть на	1	3
509	почти не	1	3
510	тогда когда	2	3
511	вот как	4	3
512	целого ряда	2	3
513	которой я	1	3
514	из того	1	3
515	которая должна	1	3
516	что нет	2	3
517	меньшей мере	1	3
518	сомнению что	1	3
519	если это	1	3
520	относятся к	1	3
521	от ума	1	3
522	к его	2	3
523	себя и	1	3
524	бы не	2	3
525	о котором	1	3
526	которая не	2	3
527	перед нами	5	3
528	вытекает из	1	3
529	в свою	1	3
530	наконец в	1	3
531	на основе	5	3
532	в стихотворении	2	3
533	медного всадника	1	3
534	и ему	1	3
535	на основании	8	3
536	слова с	1	3
537	связанных с	1	3
538	заметить что	1	3
539	в данной	1	3
540	черновой редакции	3	3
541	в сознании	4	3
542	здесь не	1	3
543	по меньшей	1	3
544	идей и	3	3
545	то или	1	3
546	в классической	1	3
547	он должен	1	3
548	судя по	1	3
549	этом случае	1	3
550	но на	1	3
551	эти годы	1	3
552	смысле что	1	3
553	в нашей	4	3
554	может не	2	3
555	том числе	2	3
556	он и	2	3
557	не значит	1	3
558	что так	2	3
559	в русском	1	3
560	них и	1	3
561	а к	2	3
562	еще что	1	3
563	и как	3	3
564	не подлежит	2	3
565	при таком	1	3
566	а иногда	1	3
567	или менее	6	3
568	она не	3	3
569	когда он	4	3
570	только у	2	3
571	писал в	3	3
572	от того	2	3
573	что из	1	3
574	в книге	2	3
575	в плане	5	3
576	и ее	4	3
577	этом и	2	3
578	свидетельствуют о	2	3
579	и других	1	3
580	прямом смысле	1	3
581	в каком-то	1	3
582	слова в	1	3
583	и наконец	2	3
584	не к	1	3
585	пушкин придавал	1	3
586	стихотворений и	1	2
587	что один	1	2
588	работой над	2	2
589	строчки и	1	2
590	мы и	1	2
591	между собою	2	2
592	совершенно неосновательно	1	2
593	рассказ о	1	2
594	в наследство	1	2
595	дело с	1	2
596	это значит	1	2
597	с по	1	2
598	по мере	1	2
599	в живом	1	2
600	а во-вторых	2	2
601	жизнь в	1	2
602	по их	1	2
603	мысль о	2	2
604	его произведений	2	2
605	каждом отдельном	2	2
606	французской революции	1	2
607	зрения на	1	2
608	дают возможность	3	2
609	само собою	2	2
610	стороны в	2	2
611	кстати сказать	1	2
612	одновременно и	1	2
613	роль в	4	2
614	но у	1	2
615	ли не	2	2
616	при создании	3	2
617	ответить на	1	2
618	на этой	1	2
619	известном письме	1	2
620	было в	2	2
621	этой почве	1	2
622	доходят до	1	2
623	которой он	1	2
624	письмо к	1	2
625	этот туман	1	2
626	входит в	1	2
627	это его	1	2
628	но то	2	2
629	примером может	1	2
630	вот почему	5	2
631	не признать	1	2
632	а между	1	2
633	для своей	1	2
634	то как	1	2
635	а только	1	2
636	свою очередь	1	2
637	мере не	1	2
638	и еще	1	2
639	что их	1	2
640	значит и	3	2
641	но к	2	2
642	имеем дело	1	2
643	в зависимости	6	2
644	в анненкова	1	2
645	сам по	1	2
646	мы знаем	3	2
647	проявляется в	1	2
648	это обстоятельство	1	2
649	писем к	2	2
650	их что	1	2
651	ума и	2	2
652	так было	1	2
653	в представлении	2	2
654	ноября года	1	2
655	с жизнью	1	2
656	указывает что	1	2
657	долго и	1	2
658	и вместе	1	2
659	так сказать	2	2
660	между собой	1	2
661	литературной жизни	1	2
662	на себе	1	2
663	действительности и	7	2
664	той или	1	2
665	чтобы понять	1	2
666	этих формах	1	2
667	мой взгляд	1	2
668	вообще в	1	2
669	эти примеры	2	2
670	ту же	2	2
671	характерны для	1	2
672	др в	3	2
673	из сказанного	1	2
674	но только	1	2
675	действительному положению	1	2
676	ни одной	1	2
677	это вовсе	1	2
678	что есть	1	2
679	вот несколько	1	2
680	и от	3	2
681	бы быть	1	2
682	чаще всего	1	2
683	о роли	1	2
684	и насколько	1	2
685	с ее	1	2
686	не случайно	1	2
687	мы видели	3	2
688	быть и	1	2
689	для самого	1	2
690	были бы	1	2
691	не нашел	1	2
692	и этот	2	2
693	например что	3	2
694	и при	5	2
695	говорит и	8	2
696	художественного творчества	19	2
697	сказать еще	1	2
698	связанное с	2	2
699	и из	1	2
700	фактов и	1	2
701	никак не	3	2
702	хотя в	1	2
703	мы в	1	2
704	для них	2	2
705	области не	1	2
706	за это	1	2
707	все его	2	2
708	нам в	1	2
709	их и	4	2
710	это положение	1	2
711	произведения в	7	2
712	о своей	1	2
713	но вот	2	2
714	свидетельство о	1	2
715	как не	1	2
716	состоит из	1	2
717	никем не	1	2
718	работе над	6	2
719	этого материала	1	2
720	как произведение	1	2
721	в черновиках	1	2
722	чем же	4	2
723	сам поэт	1	2
724	а если	1	2
725	тех же	1	2
726	это явление	1	2
727	важно подчеркнуть	2	2
728	нет даже	1	2
729	это то	1	2
730	это особенно	2	2
731	зависимости от	5	2
732	так называемым	1	2
733	тебе что	1	2
734	только тогда	1	2
735	пишет он	1	2
736	что если	1	2
737	каждой из	2	2
738	те или	1	2
739	значение для	1	2
740	приводит в	1	2
741	от других	1	2
742	это имеет	1	2
743	никаких оснований	2	2
744	и той	1	2
745	образом не	3	2
746	имеем в	1	2
747	соответствии с	1	2
748	этой категории	1	2
749	ответа на	1	2
750	или с	1	2
751	виде не	1	2
752	лишь о	1	2
753	далеко не	3	2
754	он может	2	2
755	у них	2	2
756	только о	2	2
757	исключительно в	1	2
758	в м	1	2
759	сомнения в	1	2
760	с того	1	2
761	чуть ли	2	2
762	не означает	1	2
763	это делает	3	2
764	произведения как	6	2
765	свидетельствует о	1	2
766	которых можно	1	2
767	мысль в	1	2
768	которых он	1	2
769	исторического романа	1	2
770	видеть в	3	2
771	из своих	2	2
772	так пушкин	1	2
773	собой в	1	2
774	как нечто	1	2
775	любопытно что	1	2
776	ведь это	1	2
777	нет это	1	2
778	который как	1	2
779	с теми	1	2
780	говорят о	1	2
781	становится понятным	1	2
782	по своему	1	2
783	первой части	1	2
784	в ином	1	2
785	что тот	1	2
786	жизнь и	1	2
787	и тех	1	2
788	всего необходимо	1	2
789	в таких	1	2
790	так называемой	1	2
791	стихах и	1	2
792	ни один	8	2
793	и ни	1	2
794	пушкине и	1	2
795	и может	2	2
796	в характере	1	2
797	выйти за	1	2
798	на четыре	1	2
799	в пределах	5	2
800	историческая и	1	2
801	этого образа	1	2
802	но вместе	1	2
803	было указано	1	2
804	отношение в	1	2
805	в какой-то	1	2
806	знает и	1	2
807	самые разнообразные	1	2
808	числе и	2	2
809	показывает как	2	2
810	же самое	2	2
811	к изучению	1	2
812	бы он	1	2
813	пишет в	4	2
814	с рукописями	1	2
815	в известной	2	2
816	жизнью и	1	2
817	могут иметь	1	1
818	им было	1	1
819	еще раз	1	1
820	можно говорить	1	1
821	этого в	1	1
822	вещи в	1	1
823	со вторым	1	1
824	свидетельствует и	1	1
825	можно и	1	1
826	самого себя	2	1
827	конце года	1	1
828	совершенно очевидно	1	1
829	и имеет	1	1
830	кажется у	1	1
831	стиль в	1	1
832	и преодоления	1	1
833	и исключительной	1	1
834	что творчество	2	1
835	оказывается не	1	1
836	декабря года	1	1
837	и социальной	2	1
838	строго говоря	1	1
839	особенностей в	1	1
840	отсюда как	1	1
841	воплощенной в	1	1
842	начале своей	1	1
843	приступает к	1	1
844	него в	3	1
845	например с	1	1
846	когда говорят	1	1
847	поэта как	2	1
848	пушкина возник	1	1
849	в рамки	1	1
850	вполне естественно	4	1
851	это определение	1	1
852	и самые	1	1
853	быть признана	1	1
854	и каково	1	1
855	на свою	1	1
856	результате этого	1	1
857	его основной	1	1
858	как сказал	1	1
859	к более	1	1
860	если он	1	1
861	является выражением	1	1
862	видно из	3	1
863	необходимо для	1	1
864	ф м	1	1
865	начинается с	2	1
866	помимо всего	1	1
867	в порядке	6	1
868	к действительности	1	1
869	его собственному	1	1
870	что действие	2	1
871	и колорита	1	1
872	является для	1	1
873	оснований видеть	1	1
874	петра великого	1	1
875	до самых	1	1
876	целым рядом	1	1
877	то своеобразное	1	1
878	не его	1	1
879	художественное произведение	7	1
880	своем рассказе	1	1
881	обращение к	1	1
882	следует подчеркнуть	1	1
883	моменты в	1	1
884	освобождается от	1	1
885	отражается в	1	1
886	ведь ни	1	1
887	в дальнейшем	1	1
888	исследований и	1	1
889	или только	1	1
890	это с	1	1
891	некоторые из	3	1
892	а порой	1	1
893	очень точно	1	1
894	этому типу	1	1
895	н ф	2	1
896	духовной жизни	1	1
897	собою особенно	1	1
898	всего этого	1	1
899	но даже	3	1
900	в нескольких	1	1
901	процесс в	1	1
902	почти исключительно	1	1
903	заимствовал из	1	1
904	иной мере	1	1
905	те из	2	1
906	случае она	1	1
907	понимаем как	1	1
908	теперь к	1	1
909	нечто целое	1	1
910	значительной мере	3	1
911	практике но	1	1
912	только на	1	1
913	произведения но	1	1
914	достаточно красноречивы	1	1
915	приходит к	1	1
916	себе и	2	1
917	сил в	1	1
918	не вполне	2	1
919	что еще	1	1
920	что ее	1	1
921	как оно	1	1
922	стихи о	1	1
923	в глаза	1	1
924	по в	1	1
925	двух лет	1	1
926	так то	1	1
927	к ним	2	1
928	основания для	1	1
929	как некую	1	1
930	вообще и	2	1
931	собственному признанию	1	1
932	же ночь	1	1
933	она у	1	1
934	он отстаивает	1	1
935	они должны	2	1
936	самые неожиданные	1	1
937	н н	2	1
938	находится в	1	1
939	место для	1	1
940	как от	2	1
941	без того	1	1
942	материал в	1	1
943	и отдельные	2	1
944	это что	1	1
945	не удивительно	4	1
946	порою и	2	1
947	согласиться с	1	1
948	иным как	1	1
949	этому сводится	2	1
950	себя до	1	1
951	он сам	2	1
952	на шекспировскую	1	1
953	который у	1	1
954	свое воплощение	1	1
955	его пушкин	1	1
956	и чувства	1	1
957	являются для	1	1
958	природе и	1	1
959	говорит следующее	4	1
960	этом же	2	1
961	затем в	1	1
962	дает возможность	1	1
963	эти отдельные	1	1
964	своего развития	1	1
965	каждого произведения	1	1
966	представить себе	2	1
967	еще одну	1	1
968	не противоречит	1	1
969	последний этап	1	1
970	отражение в	1	1
971	характеристики действующих	1	1
972	похожи на	1	1
973	известной статье	1	1
974	время и	1	1
975	судьба человека	1	1
976	с отдельными	1	1
977	в состоянии	1	1
978	и поэтом	1	1
979	у каждого	2	1
980	в гг	1	1
981	еще больше	1	1
982	возможность поднять	1	1
983	своей социальной	1	1
984	есть его	1	1
985	а и	1	1
986	интересны в	1	1
987	более поздних	1	1
988	марта года	2	1
989	обычно не	1	1
990	пушкина хотя	1	1
991	явилась у	1	1
992	обратил внимание	1	1
993	данные в	1	1
994	или иную	1	1
995	с другими	2	1
996	об их	1	1
997	научного и	1	1
998	так не	1	1
999	произведении но	1	1
1000	правильного понимания	1	1
1001	процесс работы	1	1
1002	в несколько	1	1
1003	причастные к	1	1
1004	из приведенных	3	1
1005	его тут	1	1
1006	всех его	2	1
1007	неустойчивость и	1	1
1008	снять с	1	1
1009	признается что	1	1
1010	читателей и	1	1
1011	тут и	1	1
1012	проблем и	1	1
1013	раскрывается в	1	1
1014	по аналогии	1	1
1015	него со	1	1
1016	всем что	1	1
1017	о присылке	1	1
1018	между этими	1	1
1019	в последних	1	1
1020	и цельной	1	1
1021	же оно	1	1
1022	как видим	9	1
1023	между ними	3	1
1024	их он	1	1
1025	следует понимать	5	1
1026	по одному	2	1
1027	произведение с	1	1
1028	принципиальную высоту	1	1
1029	и характер	1	1
1030	о более	2	1
1031	в целях	2	1
1032	связь этого	1	1
1033	поводу легенды	1	1
1034	например как	2	1
1035	вопрос что	1	1
1036	этой системе	1	1
1037	для правильного	1	1
1038	через свое	1	1
1039	следует однако	1	1
1040	к истине	1	1
1041	творческих сил	6	1
1042	замысла а	1	1
1043	как правильно	1	1
1044	и быть	2	1
1045	его развития	1	1
1046	увидим ниже	1	1
1047	стихотворение по	1	1
1048	но между	1	1
1049	говоря в	1	1
1050	не нашли	1	1
1051	говорил о	1	1
1052	не составляет	1	1
1053	от характера	2	1
1054	в нечто	1	1
1055	не отличается	1	1
1056	в обычных	1	1
1057	при отсутствии	1	1
1058	близко к	1	1
1059	нужно как	1	1
1060	пишет о	3	1
1061	когда писал	2	1
1062	возник замысел	1	1
1063	приводит и	1	1
1064	всего лишь	3	1
1065	исключительное значение	1	1
1066	в работе	3	1
1067	не один	1	1
1068	понимать в	1	1
1069	его творчества	1	1
1070	ряда других	1	1
1071	какую-то особую	1	1
1072	уже по	2	1
1073	с принципом	1	1
1074	процесса в	2	1
1075	идет в	1	1
1076	содержания и	1	1
1077	одно и	1	1
1078	ли считать	1	1
1079	и та	1	1
1080	и определение	1	1
1081	самого замысла	2	1
1082	один раз	1	1
1083	несколько неожиданно	1	1
1084	второй этап	1	1
1085	бы уже	1	1
1086	следующих словах	1	1
1087	в анненков	1	1
1088	видим у	1	1
1089	общая схема	4	1
1090	без обстоятельного	1	1
1091	под понятие	1	1
1092	работы на	1	1
1093	почти каждый	1	1
1094	стихотворения и	1	1
1095	на некоторые	1	1
1096	тот или	1	1
1097	он в	2	1
1098	сходные с	1	1
1099	у некоторых	2	1
1100	разлад с	1	1
1101	могут пригодиться	1	1
1102	гармонии звуков	1	1
1103	и никогда	2	1
1104	в систему	1	1
1105	друг другу	1	1
1106	эпохе в	1	1
1107	речь может	1	1
1108	особенностей и	1	1
1109	о его	2	1
1110	материала в	1	1
1111	несомненно и	1	1
1112	ее а	1	1
1113	и есть	5	1
1114	особенно наглядно	2	1
1115	показывают что	5	1
1116	в силу	14	1
1117	пушкина чтобы	1	1
1118	вне общего	1	1
1119	я признаюсь	1	1
1120	оно может	1	1
1121	пушкин а	1	1
1122	материалов в	3	1
1123	что главное	1	1
1124	речи о	1	1
1125	вероятно в	1	1
1126	прав в	1	1
1127	чтобы не	2	1
1128	и играть	1	1
1129	жанровых особенностей	1	1
1130	можно отметить	1	1
1131	начинается его	2	1
1132	писал все	1	1
1133	те вопросы	1	1
1134	образом и	1	1
1135	некоторые места	1	1
1136	произведения именно	1	1
1137	опирается на	1	1
1138	они и	2	1
1139	его мнению	1	1
1140	отдельных фактов	1	1
1141	что этим	1	1
1142	эти определения	1	1
1143	вот по	1	1
1144	первый этап	1	1
1145	в основном	7	1
1146	своих героев	2	1
1147	полностью в	1	1
1148	или иные	1	1
1149	будет правильным	1	1
1150	освободиться от	1	1
1151	по принципу	1	1
1152	романа и	1	1
1153	с ним	1	1
1154	романа в	1	1
1155	в большом	1	1
1156	всегда были	1	1
1157	воображения и	1	1
1158	в действии	1	1
1159	в науке	2	1
1160	утверждает что	3	1
1161	основная функция	1	1
1162	с каждым	1	1
1163	творчества с	1	1
1164	они в	1	1
1165	этапы в	1	1
1166	и дает	1	1
1167	слова вот	1	1
1168	и автор	1	1
1169	и создает	1	1
1170	для творчества	1	1
1171	поводу с	1	1
1172	следующими словами	1	1
1173	связанная с	1	1
1174	за царя	1	1
1175	творчества и	3	1
1176	теперь на	1	1
1177	очень любопытно	1	1
1178	этого процесса	1	1
1179	е тот	1	1
1180	этой точки	2	1
1181	к искусству	1	1
1182	к уничтожению	1	1
1183	все то	1	1
1184	в соответствии	1	1
1185	указанием в	1	1
1186	сил и	3	1
1187	смысла и	1	1
1188	частью в	1	1
1189	об отсутствии	1	1
1190	мы говорим	1	1
1191	с целью	1	1
1192	эстетики и	1	1
1193	приведенных выше	4	1
1194	быть даже	1	1
1195	пушкин все	1	1
1196	января года	3	1
1197	значения и	1	1
1198	от реальной	1	1
1199	правильным только	1	1
1200	общим правилом	1	1
1201	и просто	2	1
1202	теорий в	1	1
1203	в количестве	1	1
1204	и отдельных	3	1
1205	не знать	1	1
1206	работу над	1	1
1207	приводит к	6	1
1208	к какому	1	1
1209	свидетельств и	1	1
1210	дело так	1	1
1211	если можно	1	1
1212	сравнению с	1	1
1213	быть никакого	1	1
1214	формах не	1	1
1215	от всей	1	1
1216	знает что	1	1
1217	на своем	1	1
1218	автор не	1	1
1219	сейчас же	1	1
1220	это самое	1	1
1221	лишь те	1	1
1222	особый род	1	1
1223	ли пушкин	1	1
1224	при всем	3	1
1225	нет ничего	1	1
1226	пишет следующее	1	1
1227	ни к	1	1
1228	его и	1	1
1229	попал в	3	1
1230	наконец и	1	1
1231	воплощение в	2	1
1232	как художественное	1	1
1233	должно быть	2	1
1234	все типичные	1	1
1235	можно установить	1	1
1236	примеры показывают	1	1
1237	всех индивидуальных	1	1
1238	была найдена	1	1
1239	бы с	1	1
1240	в историю	1	1
1241	около двух	1	1
1242	побывал в	1	1
1243	критики но	1	1
1244	из элементов	3	1
1245	со всех	1	1
1246	в роли	1	1
1247	что самое	1	1
1248	художественных произведений	1	1
1249	это только	4	1
1250	в послании	1	1
1251	ими в	1	1
1252	самого автора	1	1
1253	нужно уметь	1	1
1254	в образах	2	1
1255	только один	1	1
1256	то все	1	1
1257	которые должны	1	1
1258	что многие	2	1
1259	не полностью	1	1
1260	не интересует	2	1
1261	своей работе	1	1
1262	о своем	2	1
1263	нас особенно	1	1
1264	очень разнообразен	1	1
1265	подобного рода	1	1
1266	этой жизни	1	1
1267	что чтение	1	1
1268	каждый из	1	1
1269	образы не	1	1
1270	не представляет	1	1
1271	образом уже	1	1
1272	и идей	1	1
1273	процесс и	1	1
1274	приблизительно в	1	1
1275	из наиболее	1	1
1276	к поэту	1	1
1277	данного автора	3	1
1278	модель для	1	1
1279	основное содержание	1	1
1280	февраля г	1	1
1281	слов в	1	1
1282	данного произведения	3	1
1283	в определенном	1	1
1284	формы для	1	1
1285	деле в	1	1
1286	его литературной	1	1
1287	над своими	2	1
1288	и значит	2	1
1289	месте в	1	1
1290	детальное изучение	1	1
1291	неотделимо от	1	1
