N	2gram	Propp_Russ	Marksizm
186	тем же	1	6
187	тот же	2	6
188	он и	1	6
189	все это	12	6
190	слово в	1	6
191	в какой	3	6
192	вопрос о	4	6
193	мы должны	3	6
194	из этих	6	6
195	же в	5	6
196	пр и	1	6
197	не к	3	6
198	о чем	7	5
199	самом же	2	5
200	в одном	4	5
201	в виду	3	5
202	в первом	1	5
203	не менее	3	5
204	связано с	3	5
205	как на	2	5
206	от того	1	5
207	по преимуществу	1	5
208	должно быть	2	5
209	необходимо чтобы	1	5
210	все время	1	5
211	от этого	2	5
212	в двух	2	5
213	и у	5	5
214	в целях	4	5
215	и тем	1	5
216	этих форм	1	5
217	же он	1	5
218	в конце	1	5
219	направления в	2	5
220	для себя	1	5
221	вместе с	16	5
222	так называемая	2	5
223	ее в	7	5
224	хотя и	3	5
225	точку зрения	1	5
226	этом случае	9	5
227	форм и	1	5
228	в более	2	5
229	значение в	2	5
230	этом отношении	1	5
231	таком случае	1	5
232	или в	7	5
233	но не	7	5
234	тем более	1	5
235	же деле	2	5
236	она не	4	5
237	одни и	1	5
238	в особенности	3	5
239	и к	3	4
240	же и	1	4
241	только что	1	4
242	именно эти	1	4
243	в них	10	4
244	связь с	1	4
245	но все	3	4
246	тем что	7	4
247	из всего	1	4
248	он был	2	4
249	этой связи	1	4
250	следующим образом	9	4
251	как от	1	4
252	во всей	2	4
253	к ее	1	4
254	из них	12	4
255	что они	8	4
256	влияние на	3	4
257	и он	1	4
258	несмотря на	4	4
259	что все	2	4
260	не знает	1	4
261	в которой	3	4
262	именно здесь	1	4
263	одним из	2	4
264	что она	4	4
265	но для	1	4
266	следовательно и	2	4
267	его значение	1	4
268	в других	24	4
269	не дает	1	4
270	между двумя	2	4
271	к этим	1	4
272	так что	4	4
273	если же	1	4
274	всех других	1	4
275	в тех	5	4
276	из этого	1	4
277	его к	3	4
278	независимо от	3	4
279	имеет свою	1	4
280	и особенно	1	4
281	от нее	1	4
282	уже знаем	2	4
283	не могут	1	4
284	и действительно	2	4
285	значения и	2	4
286	можно назвать	1	4
287	целый ряд	1	4
288	и до	3	4
289	что здесь	4	4
290	переход от	3	4
291	нет и	1	4
292	только при	1	4
293	и то	2	4
294	только с	2	4
295	нас не	3	4
296	уже в	2	4
297	не будем	5	4
298	это и	1	4
299	можно сказать	1	4
300	или даже	3	4
301	в одной	1	4
302	так называемой	3	4
303	как он	2	4
304	относится к	1	4
305	стороны и	1	4
306	к пониманию	1	4
307	жизни и	1	4
308	в области	3	4
309	нуждается в	1	4
310	что было	1	3
311	не могло	1	3
312	в применении	1	3
313	однако и	1	3
314	в своих	3	3
315	границы между	1	3
316	с тем	14	3
317	так в	5	3
318	на первый	3	3
319	себя от	1	3
320	в дальнейшем	2	3
321	в объяснении	1	3
322	применении к	1	3
323	мы увидим	8	3
324	всем этим	1	3
325	в этот	19	3
326	в руках	3	3
327	но они	4	3
328	говорить о	2	3
329	на пути	1	3
330	находится в	3	3
331	с ним	2	3
332	а следовательно	1	3
333	друг с	1	3
334	мы видим	2	3
335	здесь нет	1	3
336	к себе	1	3
337	в году	5	3
338	вопрос мы	1	3
339	тем не	3	3
340	там и	2	3
341	и всюду	1	3
342	не о	1	3
343	прежде чем	1	3
344	между собой	4	3
345	в русской	1	3
346	все остальные	1	3
347	более или	1	3
348	как это	11	3
349	мы ограничимся	1	3
350	что эта	1	3
351	не приходится	1	3
352	и та	1	3
353	могла бы	1	3
354	значение и	2	3
355	общего с	1	3
356	что во	1	3
357	и др	4	3
358	и есть	1	3
359	как знак	1	3
360	не так	1	3
361	во втором	1	3
362	они и	2	3
363	если он	1	3
364	слово для	1	3
365	тогда когда	4	3
366	и при	2	3
367	в другой	1	3
368	из которых	2	3
369	имеет место	3	3
370	не на	2	3
371	можно было	3	3
372	должен был	3	3
373	от их	1	3
374	поэтому и	1	3
375	все то	1	3
376	для каждого	1	3
377	мы остановимся	1	3
378	еще в	6	3
379	в которых	8	3
380	приводит к	4	3
381	еще и	1	3
382	его и	2	3
383	потому что	15	3
384	этот случай	2	3
385	на этот	3	3
386	здесь не	1	3
387	но если	2	3
388	главным образом	5	3
389	у них	2	3
390	но это	5	3
391	подойти к	2	3
392	ответ на	2	3
393	они не	1	3
394	свидетельствует о	1	3
395	того как	6	3
396	и сама	1	3
397	основных проблем	1	3
398	из основных	2	3
399	она будет	1	3
400	в каком-нибудь	1	3
401	однако не	1	3
402	и непосредственно	2	3
403	на нее	5	3
404	в ту	1	3
405	говорить об	1	3
406	а иногда	6	3
407	на все	3	3
408	с другом	1	3
409	в виде	10	3
410	должен быть	2	3
411	или менее	1	3
412	и вообще	1	3
413	не все	4	3
414	связаны с	6	3
415	к жизни	3	3
416	на них	4	3
417	и по	10	3
418	того или	1	3
419	и других	9	3
420	совпадает с	1	3
421	также и	1	3
422	эти формы	1	3
423	иногда и	7	3
424	когда он	3	3
425	а по	1	3
426	не с	5	3
427	в нашей	1	3
428	не следует	1	3
429	или как	1	3
430	со своими	1	3
431	и о	4	3
432	двух направлениях	1	3
433	и значения	1	3
434	в целом	2	3
435	или точнее	1	3
436	мы наблюдаем	2	2
437	во всем	2	2
438	и другие	24	2
439	свет на	1	2
440	вообще не	1	2
441	наблюдения и	1	2
442	к этой	1	2
443	с этой	2	2
444	из всех	1	2
445	они уже	1	2
446	в разных	3	2
447	этот момент	1	2
448	на смену	1	2
449	как они	2	2
450	в духе	1	2
451	из нее	2	2
452	слова с	1	2
453	мы и	1	2
454	где они	2	2
455	превращается в	1	2
456	например в	3	2
457	в жизни	2	2
458	его на	1	2
459	и воссоздает	1	2
460	в собственном	1	2
461	их в	7	2
462	а именно	2	2
463	так например	7	2
464	начнем с	1	2
465	звучало в	1	2
466	следующее в	2	2
467	г в	5	2
468	во все	1	2
469	мы рассмотрим	5	2
470	было в	1	2
471	сам и	1	2
472	этом мы	1	2
473	всего этого	1	2
474	и другой	5	2
475	а между	1	2
476	привела к	1	2
477	не вполне	1	2
478	не что	3	2
479	характерной для	1	2
480	в прошлом	2	2
481	но ни	2	2
482	к ним	4	2
483	него не	1	2
484	по которым	1	2
485	ее как	1	2
486	за него	1	2
487	такая же	1	2
488	на него	1	2
489	иные формы	2	2
490	согласиться с	1	2
491	от них	4	2
492	в противном	2	2
493	какой степени	3	2
494	не просто	3	2
495	они могут	1	2
496	и во	2	2
497	видели что	1	2
498	ее и	2	2
499	собой и	2	2
500	которое он	1	2
501	и всей	2	2
502	характерен для	1	2
503	она в	4	2
504	в состоянии	1	2
505	после этого	6	2
506	и за	2	2
507	для них	5	2
508	тому же	1	2
509	и притом	1	2
510	является и	1	2
511	но он	3	2
512	ее от	2	2
513	что его	1	2
514	по аналогии	1	2
515	они сами	1	2
516	также в	5	2
517	же как	5	2
518	между прочим	2	2
519	должно было	5	2
520	себе и	1	2
521	а только	1	2
522	в чем	1	2
523	остается в	1	2
524	всей их	1	2
525	и руки	1	2
526	но можно	2	2
527	о происхождении	1	2
528	а с	6	2
529	того в	3	2
530	бы к	1	2
531	не нашли	1	2
532	эти слова	1	2
533	зрения в	1	2
534	ту же	2	2
535	совсем не	1	2
536	уже к	1	2
537	общего не	2	2
538	при такой	1	2
539	не могла	1	2
540	даже не	1	2
541	также не	2	2
542	в современной	1	2
543	мы здесь	2	2
544	когда мы	2	2
545	его как	2	2
546	найти в	1	2
547	вопроса в	1	2
548	не значит	2	2
549	в первой	1	2
550	или может	1	2
551	образом в	2	2
552	в общем	1	2
553	во время	23	2
554	прав в	1	2
555	всех этих	2	2
556	собственном смысле	1	2
557	в частности	2	2
558	все в	2	2
559	та же	4	2
560	в самый	2	2
561	каждая область	1	2
562	от общего	1	2
563	к выводу	3	2
564	способность слова	1	2
565	всякой связи	1	2
566	целом ряде	1	2
567	оно не	2	2
568	то на	3	2
569	ни о	1	2
570	смысла и	1	2
571	с целью	2	2
572	превращаются в	1	2
573	это та	1	2
574	как о	1	2
575	при более	1	2
576	и так	2	2
577	направление в	1	2
578	себя и	2	2
579	нет в	2	2
580	он же	4	2
581	тех форм	1	2
582	него он	1	2
583	что мы	1	2
584	нет даже	1	2
585	и поэтому	3	2
586	быть не	1	2
587	к своим	1	2
588	в совершенно	1	2
589	каждый из	3	2
590	этой же	2	2
591	на которые	1	2
592	или вообще	3	2
593	не совсем	6	2
594	и служит	1	2
595	значение имеет	1	2
596	их с	1	2
597	за пределами	2	2
598	по всем	3	2
599	это значение	1	2
600	мы еще	1	2
601	он должен	2	2
602	их к	2	2
603	в коем	1	2
604	данном случае	8	2
605	зависит от	1	2
606	одна и	1	2
607	не без	1	2
608	в литературе	1	2
609	что с	2	2
610	и всегда	1	2
611	же не	2	2
612	два раза	1	2
613	в г	6	2
614	который как	1	2
615	виду что	2	2
616	с той	2	2
617	сможет быть	1	2
618	есть в	2	2
619	противном случае	1	2
620	очень распространен	1	2
621	ли не	1	2
622	и могут	1	2
623	этого вопроса	1	2
624	по его	2	2
625	это так	1	2
626	что эти	2	2
627	без всякой	1	2
628	в эти	4	2
629	рождения и	1	2
630	значение так	1	2
631	языках в	1	2
632	с первым	1	2
633	не по	1	2
634	другой в	1	2
635	но здесь	1	2
636	во второй	1	2
637	и формами	1	2
638	есть и	2	2
639	останавливаться на	2	2
640	как из	1	2
641	явление в	1	2
642	только по	2	2
643	этом и	1	2
644	и иные	1	2
645	иное как	3	2
646	для современного	1	2
647	и самый	1	2
648	и наконец	2	2
649	с которыми	1	1
650	имеет большое	1	1
651	что один	2	1
652	истории русского	1	1
653	и объяснить	2	1
654	оно все	1	1
655	можно говорить	2	1
656	и очень	1	1
657	выводу что	3	1
658	которые не	3	1
659	исходя из	2	1
660	будем здесь	2	1
661	совершаться в	1	1
662	случае мы	1	1
663	более широкой	1	1
664	по всему	2	1
665	до самого	1	1
666	только этот	1	1
667	под ним	2	1
668	а совершенно	1	1
669	случае не	1	1
670	может служить	1	1
671	или нет	1	1
672	это объяснение	1	1
673	примыкает к	1	1
674	в некоторых	11	1
675	поэтому они	1	1
676	но тем	2	1
677	труда и	1	1
678	говорит о	3	1
679	может так	1	1
680	это нужно	1	1
681	объяснить его	1	1
682	него в	1	1
683	не являются	1	1
684	одно из	6	1
685	самой проблемы	1	1
686	далее в	2	1
687	и другими	3	1
688	его от	2	1
689	этого момента	3	1
690	с собой	4	1
691	древнерусской письменности	1	1
692	и сохранять	1	1
693	в нижнем	1	1
694	приблизимся к	1	1
695	в предыдущей	1	1
696	по пути	1	1
697	на которых	2	1
698	ни одна	2	1
699	относится и	1	1
700	и сам	1	1
701	каким образом	1	1
702	пока это	1	1
703	и им	1	1
704	чем их	1	1
705	или на	11	1
706	представление о	5	1
707	и связанные	2	1
708	места и	1	1
709	развития но	1	1
710	и должен	1	1
711	же но	2	1
712	что по	7	1
713	на эту	1	1
714	собой не	1	1
715	области в	1	1
716	только для	3	1
717	в природе	2	1
718	как более	1	1
719	может дать	1	1
720	первое место	1	1
721	за ней	1	1
722	ней как	1	1
723	сделать из	2	1
724	как только	2	1
725	вносят в	1	1
726	всякого рода	3	1
727	а вместе	1	1
728	имеется ряд	1	1
729	нам не	1	1
730	наша задача	1	1
731	было не	1	1
732	в первую	1	1
733	ее к	2	1
734	из других	2	1
735	еще далеко	2	1
736	не могли	1	1
737	то это	1	1
738	и такие	1	1
739	будет для	1	1
740	на части	9	1
741	увидим не	1	1
742	которой он	1	1
743	эта связь	2	1
744	вторая часть	1	1
745	связанных с	2	1
746	нашего века	1	1
747	но даже	2	1
748	часто в	1	1
749	особенности же	1	1
750	при рассмотрении	3	1
751	и должна	2	1
752	во многих	14	1
753	по традиции	1	1
754	ошибка его	1	1
755	не всегда	4	1
756	из их	1	1
757	их не	2	1
758	характер в	1	1
759	вид что	1	1
760	должна была	6	1
761	в него	2	1
762	но может	1	1
763	из своего	1	1
764	увидим что	2	1
765	о них	2	1
766	всего как	1	1
767	собственно не	1	1
768	тогда же	1	1
769	приходит к	1	1
770	людей и	1	1
771	несколько примеров	1	1
772	этим не	1	1
773	уже почти	1	1
774	труды его	1	1
775	характер или	1	1
776	пытается объяснить	2	1
777	автора его	1	1
778	на ней	1	1
779	нам что	1	1
780	и еще	2	1
781	связи которые	1	1
782	они состоят	1	1
783	которого они	1	1
784	чтобы они	4	1
785	жизни как	1	1
786	затем в	1	1
787	мы проследили	1	1
788	тех случаях	2	1
789	просто в	1	1
790	но возможно	1	1
791	к которому	1	1
792	можно понимать	1	1
793	употребление в	2	1
794	встречается реже	1	1
795	на того	1	1
796	отсюда возникает	1	1
797	работа в	2	1
798	что именно	3	1
799	по поводу	1	1
800	следует еще	1	1
801	широкой и	1	1
802	этом же	1	1
803	такого сопоставления	1	1
804	но весь	1	1
805	в заключение	2	1
806	вся эта	2	1
807	ближе к	1	1
808	представить себе	1	1
809	которую можно	1	1
810	то кто	1	1
811	он очень	1	1
812	или наоборот	1	1
813	которой оно	1	1
814	и мы	1	1
815	содержится в	1	1
816	носят по	1	1
817	а наоборот	1	1
818	землю и	2	1
819	после того	3	1
820	тем ярче	1	1
821	его чрезвычайно	1	1
822	на том	1	1
823	внимание на	1	1
824	притом не	1	1
825	теории в	1	1
826	а и	7	1
827	случае идет	1	1
828	как нет	1	1
829	близка к	1	1
830	не соответствует	1	1
831	совершается на	1	1
832	большинство лингвистов	1	1
833	выходят из	1	1
834	и через	2	1
835	к необходимости	1	1
836	многих отношениях	2	1
837	это слово	1	1
838	в воскресенье	3	1
839	и развитие	1	1
840	и один	1	1
841	принадлежащий к	1	1
842	в третьем	1	1
843	что между	1	1
844	хозяина дома	1	1
845	не была	1	1
846	особенно если	1	1
847	распространена в	1	1
848	здесь явно	1	1
849	или не	2	1
850	в разные	4	1
851	в несколько	1	1
852	ее развития	1	1
853	изображениями или	1	1
854	но совершенно	1	1
855	она знаменует	1	1
856	которое в	2	1
857	на себя	4	1
858	на заре	1	1
859	на тот	1	1
860	с одним	1	1
861	что тема	1	1
862	уподобление является	1	1
863	указывает что	1	1
864	прибавить что	1	1
865	есть та	1	1
866	этот вывод	1	1
867	уже давно	1	1
868	выше мы	1	1
869	и теми	1	1
870	к вопросу	2	1
871	точек зрения	1	1
872	западной европе	2	1
873	в эту	3	1
874	что их	1	1
875	могло бы	1	1
876	под влиянием	1	1
877	до нас	1	1
878	мы приведем	1	1
879	на которую	1	1
880	не понимают	1	1
881	вошел в	1	1
882	тесно связаны	1	1
883	приводит его	1	1
884	не означает	2	1
885	на этом	6	1
886	к слову	3	1
887	они же	2	1
888	они становятся	2	1
889	очень хорошо	1	1
890	для наших	2	1
891	и третья	1	1
892	не связанных	1	1
893	том где	1	1
894	это по	1	1
895	имеет целью	1	1
896	можно сделать	3	1
897	однако эта	1	1
898	на нем	1	1
899	через нее	1	1
900	становится на	1	1
901	за руку	1	1
902	в приведенном	1	1
903	тем и	4	1
904	себя на	1	1
905	и некоторое	1	1
906	дела и	1	1
907	и затем	1	1
908	не сами	1	1
909	не оставляют	1	1
910	должны были	3	1
911	равной степени	2	1
912	например по	2	1
913	в иных	2	1
914	в землю	8	1
915	работы на	2	1
916	участвующих в	1	1
917	как известно	2	1
918	почти каждый	1	1
919	между формами	1	1
920	другая форма	1	1
921	ту сторону	1	1
922	он в	1	1
923	основное в	1	1
924	и целые	1	1
925	однако в	1	1
926	что для	4	1
927	но есть	3	1
928	что есть	2	1
929	звучит в	1	1
930	это приводит	2	1
931	приводят к	1	1
932	хлеб и	1	1
933	в доме	2	1
934	с элементами	2	1
935	теми же	1	1
936	и определяется	1	1
937	в силу	2	1
938	ней в	2	1
939	деле это	1	1
940	если они	1	1
941	иной раз	1	1
942	значение как	1	1
943	те кто	1	1
944	ее нужно	1	1
945	бы ни	1	1
946	на место	2	1
947	очень редко	1	1
948	зимой в	1	1
949	значит что	2	1
950	интерес к	2	1
951	для чего	1	1
952	еще менее	1	1
953	чтобы не	1	1
954	уходит в	1	1
955	в один	2	1
956	пришел к	1	1
957	не отличается	1	1
958	встреча не	1	1
959	первую очередь	1	1
960	не единственная	1	1
961	прямо и	1	1
962	здесь на	1	1
963	за ним	3	1
964	в старой	1	1
965	его мнению	1	1
966	которым можно	1	1
967	них в	2	1
968	если в	3	1
969	также что	2	1
970	где-нибудь в	2	1
971	группа имеет	1	1
972	с и	1	1
973	его с	4	1
974	которых мы	1	1
975	оно могло	1	1
976	еще лучше	1	1
977	эти случаи	1	1
978	оно было	1	1
979	признаков как	1	1
980	говорит и	1	1
981	человек с	1	1
982	этого мало	2	1
983	оставляют в	1	1
984	и из	3	1
985	года он	1	1
986	здесь он	1	1
987	и этого	1	1
988	он на	1	1
989	истории в	1	1
990	совсем так	1	1
991	из того	1	1
992	в работах	1	1
993	как воплощение	1	1
994	но этого	1	1
995	это дерево	1	1
996	но выражают	1	1
997	подобно тому	3	1
998	перед ними	1	1
999	смысла в	1	1
1000	него нет	1	1
1001	за это	1	1
1002	к самым	1	1
1003	поэтому формы	1	1
1004	объяснить но	1	1
1005	если не	1	1
1006	которое как	1	1
1007	с ней	7	1
1008	с таким	2	1
1009	их и	3	1
1010	так называемый	2	1
1011	что у	3	1
1012	в россии	4	1
1013	показать что	1	1
1014	вряд ли	2	1
1015	из могил	1	1
1016	в различные	2	1
1017	то время	3	1
1018	они связаны	1	1
1019	большое значение	1	1
1020	всего два	1	1
1021	и мог	1	1
1022	и роль	1	1
1023	будем останавливаться	2	1
1024	к русским	3	1
1025	связанные с	5	1
1026	что иное	3	1
1027	другие однако	1	1
1028	о единстве	1	1
1029	форме а	1	1
1030	он есть	2	1
1031	не до	1	1
1032	при всех	2	1
1033	на каждом	3	1
1034	их во	1	1
1035	и было	1	1
1036	мы однако	1	1
1037	в которые	1	1
1038	в любой	1	1
1039	этому же	3	1
1040	не умели	1	1
1041	это был	1	1
1042	но оно	1	1
1043	только одно	2	1
1044	очень ярко	1	1
1045	ли они	1	1
1046	можно в	1	1
1047	всем этом	1	1
1048	рассмотрим и	1	1
1049	сливается с	1	1
1050	какие же	2	1
1051	ясно и	1	1
1052	в круг	3	1
1053	и жены	2	1
1054	на некоторых	1	1
1055	в роли	1	1
1056	в течение	7	1
1057	в иной	1	1
1058	о котором	1	1
1059	неясным остается	1	1
1060	таком виде	2	1
1061	ее до	1	1
1062	которое не	1	1
1063	а может	1	1
1064	в борьбу	1	1
1065	как самого	1	1
1066	а через	1	1
1067	другой вопрос	1	1
1068	в середине	4	1
1069	только тогда	3	1
1070	и нового	2	1
1071	в это	4	1
1072	мир и	1	1
1073	на основании	1	1
1074	и соответствующих	1	1
1075	и различные	1	1
1076	ее под	1	1
1077	и целый	1	1
1078	и существует	1	1
1079	случае с	1	1
1080	если здесь	1	1
1081	которые и	1	1
1082	из глубин	1	1
1083	н а	5	1
1084	из наиболее	2	1
1085	и там	2	1
1086	них же	1	1
1087	деле как	1	1
1088	этого времени	2	1
1089	и под	4	1
1090	замечается и	1	1
1091	ее не	1	1
1092	только одна	1	1
1093	которые уже	1	1
1094	другие элементы	1	1
1095	смотрят на	1	1
1096	что я	1	1
1097	в образе	3	1
1098	том же	6	1
1099	характерное для	1	1
1100	природы и	3	1
1101	из задач	1	1
1102	трудно в	1	1
1103	имеет и	1	1
1104	здесь и	1	1
1105	трудов и	1	1
1106	такое уподобление	1	1
1107	видел в	2	1
1108	стоящего на	1	1
1109	и углубленной	1	1
1110	сомнения в	1	1
1111	они были	2	1
1112	форм есть	1	1
1113	которые в	2	1
1114	или просто	2	1
1115	быть принято	1	1
1116	из специальных	1	1
1117	но на	1	1
1118	что ему	2	1
1119	многих других	1	1
1120	аналогии с	1	1
1121	образом к	1	1
1122	на тех	2	1
1123	рассказов и	1	1
1124	ее на	3	1
1125	однако как	3	1
1126	сколько в	1	1
1127	и форма	1	1
1128	которые приводят	1	1
1129	изложение и	1	1
1130	состав этих	1	1
1131	это часто	1	1
1132	или с	4	1
1133	прямо в	1	1
1134	имеет совершенно	1	1
1135	как у	2	1
1136	выбор и	1	1
1137	которые с	2	1
1138	состоят из	2	1
1139	на которой	2	1
1140	силу и	2	1
1141	где эти	1	1
1142	вызывают к	1	1
1143	слова а	1	1
1144	когда же	1	1
1145	различаются не	1	1
1146	от своих	1	1
1147	а на	8	1
1148	указывали что	1	1
1149	в старом	1	1
1150	искал в	1	1
1151	как эти	1	1
1152	же цели	1	1
1153	новой и	1	1
1154	жизни это	1	1
1155	по типу	1	1
1156	на какую-то	1	1
1157	здесь имеется	1	1
1158	в другую	1	1
1159	и начинается	1	1
1160	по существу	7	1
1161	теперь еще	1	1
1162	в изучение	1	1
1163	себе в	1	1
1164	что однако	1	1
1165	очень много	2	1
1166	в ряде	1	1
1167	в равной	2	1
1168	кто в	1	1
1169	по теории	1	1
1170	и без	1	1
1171	является по	1	1
1172	цель и	1	1
1173	этой цели	2	1
1174	не хуже	1	1
1175	могла быть	1	1
1176	имеется в	1	1
1177	да все	1	1
1178	другом месте	1	1
1179	при таком	1	1
1180	и носит	1	1
1181	по своему	2	1
1182	что им	1	1
1183	были не	1	1
1184	это хорошо	1	1
1185	или их	2	1
1186	так а	1	1
1187	и другим	3	1
1188	в каждой	1	1
1189	дело и	1	1
1190	этих элементов	1	1
1191	с себя	1	1
1192	и представляют	1	1
1193	может относиться	1	1
1194	в меру	1	1
1195	ему не	1	1
1196	чтобы сделать	2	1
1197	стоит и	1	1
1198	мы попытаемся	2	1
1199	его словам	1	1
1200	и эти	1	1
1201	можно ответить	1	1
1202	оно в	1	1
1203	лежит не	1	1
1204	предыдущей главе	1	1
1205	же к	1	1
1206	которую мы	1	1
1207	влияние и	1	1
1208	были для	1	1
1209	или совсем	1	1
1210	их но	1	1
1211	а из	1	1
1212	тому как	3	1
1213	этот поток	1	1
1214	это для	1	1
1215	через которые	1	1
1216	к тем	4	1
1217	чем речь	1	1
1218	но она	3	1
1219	или другого	1	1
1220	так чтобы	2	1
1221	случаях когда	2	1
1222	или его	1	1
1223	такое которое	1	1
1224	время они	1	1
1225	можно найти	1	1
1226	несколько подробнее	1	1
1227	этих случаях	1	1
1228	человека и	1	1
1229	на всю	1	1
1230	и всех	2	1
1231	слова если	1	1
1232	еще на	1	1
1233	значение слова	1	1
1234	очень велико	1	1
1235	в отрыве	1	1
1236	же на	1	1
1237	отношение к	1	1
1238	к ней	4	1
1239	этого нет	1	1
1240	содержанием и	1	1
1241	для обозначения	2	1
1242	был он	1	1
1243	того времени	1	1
1244	дело в	1	1
1245	в западной	2	1
1246	к новому	2	1
1247	как будто	6	1
1248	не оправдывается	1	1
1249	все другие	1	1
1250	в новой	1	1
1251	для этого	6	1
1252	и обратно	1	1
1253	других языках	1	1
1254	хотя они	1	1
1255	именно это	1	1
1256	из значений	1	1
1257	не можем	5	1
