N	2gram	Losev_Prob	OGranits
315	не всегда	5	1
316	в своем	16	1
317	или же	2	1
318	и тогда	4	1
319	говорить не	1	1
320	этот момент	1	1
321	значительной мере	3	1
322	этом отношении	4	1
323	однако этот	1	1
324	тем как	2	1
325	необходимо учитывать	1	1
326	время в	2	1
327	века однако	1	1
328	остается только	1	1
329	тем не	8	1
330	но тем	2	1
331	здесь он	2	1
332	в другой	1	1
333	как это	5	1
334	в художественной	1	1
335	творчества но	1	1
336	те или	1	1
337	в свои	2	1
338	не думает	1	1
339	что такое	1	1
340	мы в	1	1
341	мы все	1	1
342	то мы	1	1
343	своей истории	1	1
344	только на	2	1
345	в указанных	1	1
346	об этом	11	1
347	содержания и	1	1
348	борьбе с	3	1
349	вступает в	1	1
350	только потому	1	1
351	себе на	1	1
352	имеется еще	2	1
353	нужно сказать	1	1
354	остановиться на	2	1
355	всего его	1	1
356	никто не	1	1
357	в науке	2	1
358	и что	9	1
359	встал на	1	1
360	на самом	2	1
361	или иную	1	1
362	для человека	2	1
363	в различных	1	1
364	для них	3	1
365	материи и	2	1
366	предисловии к	2	1
367	можно было	4	1
368	в этой	14	1
369	поэта как	1	1
370	которое является	1	1
371	людей и	13	1
372	полное торжество	1	1
373	это слово	1	1
374	чуть ли	1	1
375	включается в	1	1
376	его чисто	1	1
377	в начале	6	1
378	всякой возможности	1	1
379	во все	3	1
380	в виду	3	1
381	в нашей	3	1
382	что к	1	1
383	весьма важная	1	1
384	к другому	5	1
385	поэтому вполне	1	1
386	и до	2	1
387	и создавать	1	1
388	сводится к	1	1
389	здесь уже	1	1
390	истории и	1	1
391	нет никакого	6	1
392	с их	1	1
393	и есть	4	1
394	конечно не	2	1
395	к общей	1	1
396	и вполне	7	1
397	уже видели	1	1
398	но это	7	1
399	не вполне	2	1
400	по себе	5	1
401	понимается как	2	1
402	в совершенно	1	1
403	этот вопрос	1	1
404	функции в	1	1
405	в истории	1	1
406	все равно	1	1
407	вспомнить о	1	1
408	по своей	3	1
409	же время	1	1
410	поэтому не	1	1
411	в новых	2	1
412	что слово	1	1
413	весьма характерное	1	1
414	его в	9	1
415	на основе	1	1
416	со всеми	5	1
417	человека и	4	1
418	то или	1	1
419	на всю	1	1
420	или как	1	1
421	как то	1	1
422	а на	1	1
423	быть это	1	1
424	работы и	1	1
425	до того	3	1
426	высокой и	1	1
427	стиль и	1	1
428	или иное	1	1
429	на широкую	1	1
430	мы здесь	2	1
431	не было	4	1
432	когда мы	1	1
433	связи с	11	1
434	в борьбе	2	1
435	единая и	1	1
436	если не	6	1
437	же не	4	1
438	этой точки	2	1
439	что касается	5	1
440	о возможности	1	1
441	состоит в	1	1
442	если только	2	1
443	или в	7	1
444	от одного	4	1
445	и хозяйства	1	1
446	почему же	1	1
447	ему становится	1	1
448	на то	2	1
449	ни о	1	1
450	греции и	1	1
451	этого произведения	2	1
452	же самое	2	1
453	и глубоко	1	1
454	что едва	1	1
455	и над	1	1
456	равно как	2	1
457	вся эта	3	1
458	их в	1	1
459	и структуру	1	1
460	нет и	3	1
461	и превращается	1	1
462	хотя они	2	1
463	заключается в	1	1
464	одним из	1	1
465	и чисто	2	1
466	отношение к	3	1
467	природы и	2	1
468	весь этот	3	1
469	сказать что	13	1
470	на себя	2	1
471	и никогда	3	1
472	в эпоху	5	1
473	ему в	3	1
474	него не	2	1
475	или менее	1	1
476	и предварительно	1	1
477	найти в	1	1
478	и находит	1	1
479	она ни	1	1
480	он все	3	1
481	или на	1	1
482	здесь всюду	1	1
483	где нет	1	1
484	уже на	2	1
485	и указание	1	1
486	это является	1	1
487	представление о	2	1
488	он говорит	2	1
489	такой же	1	1
490	с большим	1	1
491	отдельных произведений	1	1
492	является той	1	1
493	в конце	10	1
494	одной из	5	1
495	например в	1	1
496	живом историческом	1	1
497	в контексте	1	1
498	в образе	2	1
499	путь от	1	1
500	о помощи	1	1
501	и философия	1	1
502	в живом	1	1
503	бы что	1	1
504	к более	1	1
505	к этому	2	1
506	все указанные	1	1
507	этом мы	1	1
508	в одной	2	1
509	за которым	1	1
510	и как	10	1
511	не дается	2	1
512	лишь с	1	1
513	как о	6	1
514	вплоть до	2	1
515	отождествляется с	1	1
516	от матери	2	1
517	до конца	4	1
518	равно не	1	1
519	все время	5	1
520	что он	12	1
521	в предисловии	2	1
522	столь же	1	1
523	времени в	1	1
524	им и	1	1
525	позволим себе	1	1
526	привести только	1	1
527	что она	2	1
528	писателей и	1	1
529	или даже	4	1
530	всем своем	2	1
531	далеко не	6	1
532	и о	9	1
533	в античной	3	1
534	является не	2	1
535	в мире	1	1
536	на который	1	1
537	вместе с	15	1
538	же остается	1	1
539	который в	10	1
540	себе я	1	1
541	и вместе	3	1
542	на эту	2	1
543	но когда	1	1
544	ли кто-нибудь	2	1
545	но не	12	1
546	собой разумеется	2	1
547	и своей	2	1
548	и всякого	1	1
549	именно с	1	1
550	одно из	2	1
551	с его	3	1
552	же автора	2	1
553	при изучении	1	1
554	ли не	2	1
555	на одном	2	1
556	себя и	1	1
557	поэзии в	1	1
558	по поводу	2	1
559	на место	1	1
560	в природе	1	1
561	тех или	2	1
562	в такой	3	1
563	и являются	1	1
564	ничего в	1	1
565	быть и	1	1
566	в то	6	1
567	а вовсе	1	1
568	тут же	7	1
569	платон в	2	1
570	больше и	1	1
571	должно было	1	1
572	отнюдь не	14	1
573	даже у	1	1
574	виде но	1	1
575	и самый	1	1
576	поэтической формы	1	1
577	о которых	2	1
578	метода так	1	1
579	работ в	1	1
580	символа к	1	1
581	и оно	1	1
582	ведь и	1	1
583	он как-то	1	1
584	когда в	1	1
585	уже самое	1	1
586	это произведение	3	1
587	для этого	2	1
588	с ее	1	1
589	из него	1	1
590	художественного творчества	10	1
591	как весьма	2	1
592	и это	3	1
593	переходе от	1	1
594	возможности но	1	1
595	того же	7	1
596	пусть эта	1	1
597	только они	2	1
598	в едином	1	1
599	в самой	5	1
600	в виде	25	1
601	общего не	1	1
602	только о	3	1
603	от него	1	1
604	творцу и	1	1
605	здесь нет	4	1
606	как для	1	1
607	и другое	6	1
608	к нему	3	1
609	едва ли	13	1
610	сливаются в	2	1
611	часто и	1	1
612	виде неподвижной	1	1
613	последнее время	1	1
614	познать его	1	1
615	встречаются в	1	1
616	говорит как	1	1
617	мысли в	2	1
618	тем более	2	1
619	то можно	1	1
620	в сборник	1	1
621	искусства в	2	1
622	не входит	2	1
623	которая и	1	1
624	слушателя и	1	1
625	как из	1	1
626	что такой	2	1
627	себе а	3	1
628	на все	1	1
629	нам представляется	1	1
630	еще не	4	1
631	для анализа	1	1
