N	2gram	Tiupa_Narr	KFilosof
146	для другого	2	4
147	каждого участника	1	4
148	жизни но	3	3
149	ближе к	1	3
150	та же	2	3
151	и на	5	3
152	слово не	1	3
153	здесь нет	1	3
154	мы не	5	3
155	для которой	1	3
156	того что	7	3
157	где он	1	3
158	сознания и	2	3
159	на самом	1	3
160	ясно что	2	3
161	а все	1	3
162	в виду	2	3
163	и тот	1	3
164	и делает	1	3
165	самом деле	4	3
166	прошлое и	1	3
167	в некотором	2	3
168	тем что	1	3
169	но для	5	3
170	людей и	2	3
171	в акте	1	3
172	меня в	1	3
173	в корне	1	3
174	что этот	1	3
175	не менее	6	3
176	по своему	3	3
177	бы не	1	3
178	здесь не	4	3
179	один и	2	3
180	его жизни	5	3
181	поскольку он	1	3
182	себе и	2	3
183	в момент	1	3
184	своей значимости	1	3
185	и другого	1	3
186	той или	7	3
187	эти момента	1	3
188	себя не	1	3
189	это и	2	3
190	того или	3	3
191	данный момент	1	3
192	что не	2	3
193	событие бытия	1	3
194	не могу	2	3
195	в свою	4	3
196	не должен	1	3
197	мира не	1	3
198	в другом	5	3
199	для того	4	3
200	в ней	5	3
201	ее жизни	1	3
202	быть и	3	3
203	вступает в	2	3
204	и та	1	3
205	к чему	3	3
206	этом смысле	1	3
207	в современной	4	3
208	не я	1	3
209	а лишь	1	3
210	из его	1	3
211	только с	2	3
212	могут быть	1	3
213	до конца	2	3
214	своей единственной	1	3
215	о том	5	3
216	тем как	1	3
217	в данный	1	3
218	в то	9	3
219	для которого	1	3
220	события в	3	3
221	или иного	3	3
222	и совершенно	1	3
223	тот же	1	3
224	и тем	9	3
225	ничего не	8	3
226	в единство	2	3
227	котором он	1	3
228	или иным	2	2
229	возможность в	1	2
230	бы то	1	2
231	как к	3	2
232	события и	1	2
233	не со	1	2
234	и значимость	2	2
235	в теоретической	1	2
236	один из	8	2
237	я уже	2	2
238	и мы	1	2
239	ему в	2	2
240	может не	1	2
241	можно ли	1	2
242	и того	5	2
243	случае мы	1	2
244	дело с	4	2
245	одна и	1	2
246	еще более	1	2
247	конечно в	1	2
248	тому что	4	2
249	бытия не	1	2
250	есть его	1	2
251	к ценности	1	2
252	чтобы стать	2	2
253	именно она	1	2
254	это уже	3	2
255	тем не	7	2
256	содержание не	2	2
257	так и	12	2
258	смысловой значимости	1	2
259	из которых	1	2
260	в принципе	6	2
261	и то	3	2
262	своей истории	2	2
263	в качестве	27	2
264	и когда	3	2
265	сводится к	10	2
266	и само	1	2
267	по себе	4	2
268	и смысл	1	2
269	в виде	2	2
270	все остальное	1	2
271	со всеми	3	2
272	целом как	1	2
273	оно не	4	2
274	если не	4	2
275	он имеет	1	2
276	он может	1	2
277	не о	2	2
278	ни одна	1	2
279	однако что	1	2
280	всех его	2	2
281	сознания не	1	2
282	в сознании	6	2
283	что за	1	2
284	дело в	2	2
285	пространство и	1	2
286	содержание и	1	2
287	в составе	2	2
288	дело здесь	1	2
289	не следует	3	2
290	в процессе	2	2
291	в жизни	9	2
292	не остается	1	2
293	с тем	1	2
294	человек и	2	2
295	его на	1	2
296	и как	4	2
297	лишь с	1	2
298	что он	7	2
299	в соответствии	8	2
300	и она	1	2
301	различия в	1	2
302	как в	9	2
303	события так	1	2
304	если я	1	2
305	есть на	1	2
306	в событие	2	2
307	с действительной	1	2
308	это было	3	2
309	вследствие этого	1	2
310	и смысловой	1	2
311	ли это	1	2
312	жизни является	1	2
313	а для	4	2
314	и смерти	1	2
315	жизнь и	1	2
316	все они	1	2
317	поскольку она	1	2
318	к этому	2	2
319	и потому	2	2
320	было и	2	2
321	его и	2	2
322	может иметь	1	2
323	где этот	1	2
324	а с	2	2
325	в данном	17	2
326	же с	1	2
327	вытекает из	1	2
328	вопрос о	1	2
329	ни у	1	2
330	раскол между	2	2
331	которой он	4	2
332	раз и	2	2
333	оба эти	1	2
334	она не	2	2
335	потому что	7	2
336	того чтобы	7	2
337	то ни	1	2
338	быть не	3	2
339	с этого	1	2
340	другое дело	1	2
341	дело не	3	2
342	к себе	11	2
343	не будет	2	2
344	в него	2	2
345	именно на	1	2
346	а по	2	2
347	знает и	1	2
348	свою жизнь	2	2
349	что эта	1	2
350	для этого	1	2
351	отношении к	1	2
352	не из	1	2
353	всей своей	1	2
354	же время	7	2
355	хотя его	1	2
356	всей его	1	2
357	себя за	1	2
358	основе своей	1	2
359	это только	1	2
360	и будущее	1	2
361	в этой	8	2
362	он и	2	2
363	психический процесс	1	2
364	входит как	1	2
365	соответствии с	7	2
366	нем не	2	2
367	него и	1	2
368	ее как	1	2
369	при условии	1	2
370	только по	1	2
371	что только	1	2
372	слова в	4	2
373	или иной	6	2
374	с его	6	2
375	определяется с	1	2
376	значимость и	2	2
377	в области	4	2
378	его к	1	2
379	а как	2	2
380	человек не	1	2
381	постольку поскольку	1	2
382	приобщается к	1	2
383	с ее	3	2
384	чтобы не	1	2
385	сознания в	3	2
386	и ее	3	2
387	едва ли	5	2
388	одного и	2	2
389	вся эта	1	2
390	гораздо более	1	2
391	себе а	1	2
392	истории а	2	1
393	она сама	2	1
394	как произойдет	1	1
395	мир не	1	1
396	более не	3	1
397	в самом	8	1
398	и к	7	1
399	именно к	1	1
400	сознание может	1	1
401	новое и	2	1
402	было показано	1	1
403	только не	2	1
404	или просто	2	1
405	обрести единство	1	1
406	смерть и	1	1
407	во втором	6	1
408	все что	4	1
409	как это	7	1
410	в единую	1	1
411	события а	1	1
412	до сих	3	1
413	рождение и	1	1
414	в душе	3	1
415	и он	8	1
416	и всякий	1	1
417	автор и	1	1
418	всем своим	1	1
419	и мира	4	1
420	и автора	1	1
421	един и	1	1
422	ничем не	1	1
423	так как	1	1
424	в чужой	2	1
425	в последнем	1	1
426	так она	1	1
427	например что	1	1
428	как с	1	1
429	христа в	1	1
430	и своего	1	1
431	только что	4	1
432	и было	1	1
433	то есть	15	1
434	это будет	1	1
435	как содержание	1	1
436	первом случае	3	1
437	за которую	1	1
438	зависит от	3	1
439	и вследствие	1	1
440	за исключением	1	1
441	бы себе	1	1
442	на том	2	1
443	социально значимое	1	1
444	не за	1	1
445	живет в	1	1
446	и функция	1	1
447	событийности бытия	2	1
448	на ее	2	1
449	она в	3	1
450	мог бы	1	1
451	это открытие	1	1
452	предположение что	1	1
453	он как	1	1
454	ценности к	1	1
455	смысл которого	1	1
456	отношения к	1	1
457	а тот	1	1
458	нет места	1	1
459	в предыдущем	1	1
460	несмотря на	1	1
461	другого человека	2	1
462	была бы	1	1
463	освободиться от	2	1
464	которых он	1	1
465	из всех	1	1
466	и наконец	2	1
467	элементов из	1	1
468	для всего	1	1
469	хотя и	8	1
470	содержит в	1	1
471	не падает	1	1
472	для одного	2	1
473	возможна не	1	1
474	участия в	2	1
475	как раз	9	1
476	о принципе	1	1
477	в литературе	8	1
478	только со	1	1
479	свою позицию	3	1
480	причем все	1	1
481	ее в	1	1
482	но достаточно	2	1
483	находятся в	1	1
484	поэтому в	1	1
485	и сама	2	1
486	и через	2	1
487	можно сказать	11	1
488	в человеке	2	1
489	не являются	2	1
490	смысла своей	1	1
491	не субъективно	1	1
492	событие не	1	1
493	а есть	1	1
494	одно из	2	1
495	сознанию мы	1	1
496	смысле можно	2	1
497	в отношении	1	1
498	нет это	1	1
499	однако он	1	1
500	его от	1	1
501	в результате	4	1
502	этого момента	1	1
503	сама система	1	1
504	не от	1	1
505	до их	1	1
506	по способу	1	1
507	нет никакого	1	1
508	противоречие с	1	1
509	с собой	2	1
510	в третьем	4	1
511	этого человека	1	1
512	него нет	1	1
513	между жизнью	1	1
514	что между	1	1
515	все равно	2	1
516	различия между	1	1
517	за границей	3	1
518	мог стать	1	1
519	не была	1	1
520	связь с	1	1
521	в конечном	6	1
522	их не	1	1
523	в зависимости	3	1
524	и даже	4	1
525	к его	5	1
526	видения в	1	1
527	именно что	1	1
528	имеет смысл	2	1
529	вместо того	1	1
530	но он	2	1
531	в разные	1	1
532	не более	1	1
533	поступок а	1	1
534	факторов и	1	1
535	до этого	1	1
536	в которой	2	1
537	или в	7	1
538	в первом	4	1
539	а за	2	1
540	этого не	2	1
541	именно оно	1	1
542	и с	3	1
543	ни о	3	1
544	и времени	1	1
545	выводит из	1	1
546	и социальные	1	1
547	и чисто	1	1
548	мысль о	1	1
549	не растворяется	1	1
550	и кажется	1	1
551	позицию по	1	1
552	значения как	1	1
553	сказать и	1	1
554	а то	2	1
555	ней в	2	1
556	всю жизнь	1	1
557	действующих лица	1	1
558	превращается в	2	1
559	конечном счете	4	1
560	я или	1	1
561	к такой	1	1
562	вся его	1	1
563	в стороне	1	1
564	тем же	3	1
565	этом последнем	2	1
566	характер и	3	1
567	из другого	1	1
568	отдельного человека	1	1
569	в какой	2	1
570	имеет место	4	1
571	как о	2	1
572	как не	1	1
573	имеет дело	1	1
574	их в	4	1
575	ведь и	1	1
576	для каждого	1	1
577	вследствие того	2	1
578	а именно	2	1
579	возможно и	1	1
580	большинстве случаев	1	1
581	которые могут	2	1
582	одновременно и	1	1
583	и так	1	1
584	вместе с	3	1
585	себе момент	1	1
586	на этом	1	1
587	определено как	1	1
588	при таком	1	1
589	в этих	3	1
590	никто не	1	1
591	есть только	1	1
592	противном случае	1	1
593	живет не	1	1
594	и этих	1	1
595	в живой	1	1
596	связи между	1	1
597	они не	3	1
598	стремящееся к	1	1
599	и утверждается	1	1
600	к бытию	1	1
601	приводит к	2	1
602	предмета и	1	1
603	только себя	1	1
604	остановимся на	1	1
605	смысл но	1	1
606	уже давно	1	1
607	тем или	2	1
608	отличается от	1	1
609	между собой	3	1
610	который не	2	1
611	между ними	3	1
612	мы делаем	1	1
613	зависимости от	3	1
614	при всех	1	1
615	том смысле	1	1
616	но уже	2	1
617	переживаемой жизни	1	1
618	принципиально иначе	1	1
619	мир и	2	1
620	сомнению но	1	1
621	в известном	4	1
622	для героя	1	1
623	к человеку	1	1
624	не смысл	1	1
625	точек зрения	2	1
626	на границе	1	1
627	а только	1	1
628	направлен на	1	1
629	делает его	1	1
630	об этом	8	1
631	а он	1	1
632	и смерть	2	1
633	к тому	13	1
634	время является	1	1
635	его самого	1	1
636	сих пор	3	1
637	особенно в	3	1
638	и всей	1	1
639	к той	1	1
640	бы ни	1	1
641	смерти и	1	1
642	еще одной	1	1
643	жизнь может	1	1
644	с этим	1	1
645	только одно	1	1
646	сам же	1	1
647	жизнь человека	1	1
648	должен был	1	1
649	для друга	2	1
650	во всяком	2	1
651	к смыслу	1	1
652	только от	2	1
653	событийной единственности	1	1
654	в жизнь	1	1
655	том случае	1	1
656	нуждается в	1	1
657	таков предмет	1	1
658	мы можем	2	1
659	мыслящего и	1	1
660	не является	7	1
661	не существует	3	1
662	шире и	2	1
663	но с	1	1
664	только к	3	1
665	а к	3	1
666	жизни а	4	1
667	осуществляется в	1	1
668	в действительности	2	1
669	не он	1	1
670	в специальном	2	1
671	жизни я	1	1
672	что мы	2	1
673	события с	1	1
674	совершенно иной	1	1
675	и видит	1	1
676	действие которое	1	1
677	две жизни	4	1
678	он его	1	1
679	этой своей	2	1
680	событийности того	1	1
681	и мысли	1	1
682	более чем	2	1
683	мы уже	1	1
684	которой и	1	1
685	всю свою	2	1
686	во все	1	1
687	другими словами	1	1
688	каким бы	1	1
689	но при	5	1
690	всяком случае	2	1
691	мы его	2	1
692	значимость в	1	1
693	его не	1	1
694	ни один	1	1
695	пространстве его	1	1
696	и передачи	1	1
697	не тот	1	1
698	мира на	2	1
699	и иных	3	1
700	также и	4	1
701	но во	1	1
702	но эти	1	1
703	из жизни	1	1
704	вся жизнь	2	1
705	другой в	1	1
706	смысл бытия	1	1
707	существенно не	1	1
708	у меня	2	1
709	мир так	1	1
710	субъекта и	2	1
711	к каждому	1	1
712	и продукт	1	1
713	и оно	1	1
714	из их	1	1
715	жизни жизнь	1	1
716	и чтобы	1	1
717	просто не	1	1
718	собственных имен	1	1
719	мы должны	1	1
720	я а	1	1
721	по поводу	3	1
722	не оставив	1	1
723	слова и	1	1
724	в искусстве	1	1
725	христос уже	1	1
726	как свой	1	1
727	и уже	4	1
728	растворяется в	1	1
729	с которой	1	1
730	когда он	1	1
731	важно в	1	1
732	субъекта в	1	1
733	на чем	1	1
734	взаимопроникновения их	1	1
735	и теперь	1	1
736	себя со	1	1
737	историю если	1	1
738	но о	1	1
739	не могло	3	1
740	только на	4	1
741	в эстетике	1	1
742	смысл который	1	1
743	не с	1	1
744	может служить	5	1
745	в противоречие	1	1
746	за собой	1	1
747	было единственным	1	1
748	при такой	3	1
749	кризис в	1	1
750	в различных	1	1
751	нового времени	2	1
752	жизни это	2	1
753	в форме	7	1
754	него с	1	1
755	виду и	1	1
756	же самое	3	1
757	смысл это	1	1
758	ориентирована на	1	1
759	говоря о	2	1
760	главным образом	1	1
761	местом которое	1	1
762	и до	1	1
763	слышит и	1	1
764	выразить это	1	1
765	событийности но	1	1
766	что ее	1	1
767	по своей	3	1
768	он есть	1	1
769	этих случаях	1	1
770	современный человек	1	1
771	над ним	1	1
772	в большинстве	1	1
773	свою очередь	2	1
774	а во	5	1
775	признать что	1	1
776	оказывается с	1	1
777	всякий другой	1	1
778	еще на	1	1
779	не раз	1	1
780	скорее наоборот	1	1
781	а тем	1	1
782	в не	1	1
783	не само	1	1
784	задний план	1	1
785	и мыслится	1	1
786	я в	7	1
787	я как	1	1
788	но мы	1	1
789	пока еще	4	1
790	не становится	1	1
791	это существенно	1	1
792	человека его	1	1
793	это позволяет	1	1
794	и где	1	1
795	не подлежит	3	1
796	бытию а	1	1
797	это весь	1	1
798	к ней	3	1
799	известном смысле	4	1
800	не для	1	1
801	состояния тогда	1	1
802	она может	2	1
803	своей жизни	2	1
804	не случаен	1	1
805	по которой	1	1
806	бы его	1	1
807	той же	2	1
808	и каждый	1	1
809	человеческой жизни	3	1
810	о каких	1	1
811	веков и	1	1
812	все содержание	1	1
813	человеком как	1	1
814	о его	3	1
815	игра в	1	1
816	событийного контекста	1	1
817	одной из	2	1
818	такая же	1	1
819	что может	2	1
820	человека как	2	1
821	в нашем	4	1
822	значительной степени	1	1
823	быть определено	1	1
824	и смысловую	1	1
825	к двум	2	1
826	в первой	3	1
827	и от	3	1
828	относится к	1	1
829	что все	1	1
830	мы будем	1	1
831	с которым	1	1
832	только извне	1	1
833	и смысла	1	1
834	как все	2	1
835	столь же	6	1
836	меня самого	1	1
837	к миру	2	1
838	же в	6	1
839	подлежит сомнению	1	1
840	что она	3	1
841	в данной	2	1
842	и о	4	1
843	в значительной	1	1
844	и будущего	2	1
845	одна из	5	1
846	возвышается над	1	1
847	что именно	2	1
848	его значимым	1	1
849	на то	4	1
850	так называемые	1	1
851	она принципиально	1	1
852	не мыслится	1	1
853	себе самому	5	1
854	здесь и	1	1
855	и по	3	1
856	течения времени	1	1
857	в противном	1	1
858	определения как	1	1
859	он живет	1	1
860	или не	5	1
861	к другим	1	1
862	понятие о	1	1
863	в точке	2	1
864	все для	1	1
865	отрешенный от	1	1
866	друг друга	2	1
867	не мог	7	1
868	не вступает	1	1
869	как если	2	1
870	в системе	1	1
871	это ее	1	1
872	того же	2	1
873	недостатках и	1	1
874	человека но	1	1
875	и перенос	1	1
876	не просто	2	1
877	не случайно	2	1
878	был не	1	1
879	который и	1	1
880	в один	1	1
881	эстетический субъект	1	1
882	само по	1	1
883	жизни не	1	1
884	друг для	2	1
885	возможно это	1	1
886	не можем	2	1
887	оказались бы	1	1
888	не превращается	1	1
889	и т.п	11	1
890	я теперь	1	1
891	жизнью и	1	1
892	как мы	3	1
893	мысли и	1	1
894	и иные	1	1
895	но поскольку	1	1
896	не к	4	1
897	или другой	1	1
898	возможна только	1	1
899	мире где	1	1
900	а я	1	1
901	себя но	2	1
902	не зависит	1	1
903	любви и	1	1
904	может претендовать	1	1
905	во второй	2	1
906	в историю	1	1
