N	2gram	Vygotskiy_	VeschiIm
460	и она	2	3
461	же как	14	3
462	и понимания	2	3
463	этого вопроса	3	3
464	свое выражение	8	3
465	тем более	1	3
466	две вещи	1	3
467	той или	2	3
468	а потом	1	3
469	этих двух	4	3
470	к одному	1	3
471	выражение в	6	3
472	но как	3	3
473	а с	3	3
474	мы уже	5	3
475	соответствует и	1	3
476	без чего	1	3
477	есть как	1	3
478	и может	2	3
479	в частности	4	3
480	нужно было	4	3
481	но она	1	3
482	к ее	1	3
483	кто не	1	3
484	для того	24	3
485	мы будем	1	3
486	к пониманию	4	3
487	в уме	4	3
488	видели что	3	3
489	из этого	4	3
490	оно может	2	3
491	быть совершенно	1	3
492	может и	3	3
493	в целом	7	3
494	я сам	1	3
495	мы видели	10	3
496	не к	1	3
497	к другому	5	3
498	во всем	4	2
499	находим в	2	2
500	и к	11	2
501	от нее	3	2
502	не так	1	2
503	к действительности	2	2
504	и другие	1	2
505	является в	7	2
506	а потому	1	2
507	во втором	5	2
508	и уже	1	2
509	в возможности	2	2
510	еще раз	1	2
511	можно говорить	2	2
512	и этот	1	2
513	факты и	1	2
514	и на	4	2
515	только те	3	2
516	например что	1	2
517	самого себя	1	2
518	и который	1	2
519	с развитием	6	2
520	тому что	14	2
521	о чем	8	2
522	и наличие	1	2
523	одном и	4	2
524	не как	1	2
525	а затем	2	2
526	поэтому в	2	2
527	в работах	2	2
528	одно из	6	2
529	в связи	1	2
530	не годится	1	2
531	и делает	2	2
532	его от	2	2
533	с собой	3	2
534	и ничего	2	2
535	уме в	1	2
536	ни вообще	1	2
537	не вещь	1	2
538	все то	1	2
539	функции и	4	2
540	в первом	6	2
541	от одного	3	2
542	целиком и	3	2
543	с ней	3	2
544	по природе	2	2
545	существенно и	1	2
546	именно в	9	2
547	исходить из	2	2
548	том или	1	2
549	и закономерно	1	2
550	себе или	1	2
551	оно всегда	1	2
552	тем самым	14	2
553	как не	1	2
554	к его	3	2
555	в одно	1	2
556	в слове	11	2
557	всякого реального	1	2
558	не знать	1	2
559	приводит к	10	2
560	сами собой	1	2
561	это понимание	1	2
562	о котором	1	2
563	но раз	1	2
564	в это	1	2
565	себя от	2	2
566	как учение	1	2
567	сразу и	3	2
568	только одно	2	2
569	говорится о	1	2
570	и того	3	2
571	нам не	1	2
572	самое главное	1	2
573	на этой	7	2
574	нас не	1	2
575	которые мы	4	2
576	совершенно в	2	2
577	природе слова	3	2
578	или другим	1	2
579	своей собственной	2	2
580	той и	3	2
581	он только	1	2
582	а чисто	1	2
583	она могла	1	2
584	только как	2	2
585	структур в	1	2
586	на основе	5	2
587	только мы	1	2
588	но эти	2	2
589	и другой	3	2
590	с трудом	1	2
591	хотя это	2	2
592	для нее	3	2
593	что если	2	2
594	чего не	1	2
595	но они	1	2
596	себе и	2	2
597	конечно не	2	2
598	ли вы	1	2
599	одну вещь	1	2
600	действительность в	2	2
601	это различие	1	2
602	еще один	2	2
603	образом на	1	2
604	на более	1	2
605	вещи от	1	2
606	что здесь	2	2
607	каждой из	5	2
608	переход от	5	2
609	в данной	1	2
610	отдельности и	1	2
611	собой если	2	2
612	между собой	15	2
613	тем же	8	2
614	том чтобы	1	2
615	быть в	1	2
616	не обозначает	1	2
617	бы сказать	4	2
618	исходит из	2	2
619	здесь не	1	2
620	с его	1	2
621	он сам	2	2
622	к этому	2	2
623	друг с	6	2
624	всяком случае	1	2
625	у них	2	2
626	ее но	1	2
627	к этим	1	2
628	не из	2	2
629	в особом	1	2
630	только о	3	2
631	точку зрения	4	2
632	моментов в	2	2
633	едва ли	5	2
634	во внутреннем	1	2
635	к учению	1	2
636	той же	13	2
637	ближе к	2	2
638	находятся в	2	2
639	он остался	1	2
640	но на	3	2
641	в более	1	2
642	то очевидно	1	2
643	вещь то	1	2
644	в научной	1	2
645	уже сейчас	1	2
646	смысле что	3	2
647	данном случае	5	2
648	на вопрос	6	2
649	ее на	1	2
650	первом случае	5	2
651	перехода к	1	2
652	зависит от	3	2
653	уже в	3	2
654	в состоянии	4	2
655	оно будет	1	2
656	языка как	1	2
657	в определенном	2	2
658	для всего	2	2
659	этом отношении	7	2
660	он и	1	2
661	которого я	1	2
662	для нас	4	2
663	часто бывает	1	2
664	понятие должно	1	2
665	этого смыслового	1	2
666	понятии и	1	2
667	когда вы	1	2
668	не хватает	1	2
669	что между	2	2
670	ее к	1	2
671	и сознания	1	2
672	связи с	4	2
673	просто как	2	2
674	к чему	1	2
675	и можно	1	2
676	в виду	5	2
677	но эта	2	2
678	же по	1	2
679	даже оно	1	2
680	очевидно что	6	2
681	в сферу	3	2
682	но ведь	1	2
683	но зато	1	2
684	учение о	3	2
685	от слова	7	2
686	но я	1	2
687	можно выразить	1	2
688	является не	4	2
689	же точно	6	2
690	но между	2	2
691	живой и	1	2
692	значения эти	1	2
693	следовательно и	1	2
694	на все	1	2
695	того и	2	2
696	зрения и	1	2
697	предмету и	1	2
698	о которых	3	2
699	это было	2	2
700	с другом	6	2
701	раз в	4	2
702	раз и	1	2
703	и таким	1	2
704	но к	1	2
705	до последней	1	2
706	она только	1	2
707	определенном направлении	1	2
708	не был	1	2
709	мере в	2	2
710	выражение и	1	2
711	вопрос об	1	2
712	понятий и	11	2
713	что эти	3	2
714	здесь как	2	2
715	только от	1	2
716	и внутреннее	1	2
717	человека в	1	2
718	для его	2	2
719	но с	4	2
720	только к	4	2
721	жизнь и	1	2
722	одной вещи	2	2
723	он говорит	1	2
724	которую мы	1	2
725	мы говорили	3	2
726	для ее	1	2
727	в руки	1	2
728	именно потому	1	2
729	начиная от	1	2
730	ту же	4	2
731	совсем не	2	2
732	тот момент	1	2
733	а ее	1	2
734	ибо это	1	2
735	когда он	2	2
736	который есть	1	2
737	за ними	1	2
738	что эта	7	2
739	совершенно невозможно	1	2
740	как он	1	2
741	в начале	6	2
742	учения о	4	2
743	стороны и	6	2
744	этом смысле	2	2
745	далеко не	1	2
746	признать что	2	2
747	и самой	1	2
748	как совершенно	3	2
749	говорить ни	1	2
750	и вне	1	2
751	одного из	2	2
752	наряду с	2	2
753	его как	1	2
754	или другом	1	2
755	этом и	2	2
756	к чисто	1	2
757	чувственности и	1	2
758	и значения	3	2
759	слова в	7	2
760	в первой	3	2
761	как будто	1	2
762	есть все	1	2
763	по законам	1	2
764	же тогда	1	2
765	на двух	2	2
766	нуждается в	5	2
767	конце концов	1	2
768	гораздо более	4	2
769	но для	2	2
770	мы сказали	1	2
771	в одну	2	2
772	себя из	1	2
773	нет я	1	2
774	что на	5	2
775	невозможно было	2	2
776	степени и	1	2
777	в реальных	1	1
778	одной и	5	1
779	это внутреннее	2	1
780	что было	2	1
781	могут так	1	1
782	той которая	1	1
783	к целому	2	1
784	сказывается в	2	1
785	вещи к	2	1
786	и составляет	2	1
787	прямо и	4	1
788	и объяснить	2	1
789	в единую	2	1
790	и целиком	1	1
791	ее внутреннее	1	1
792	для всех	2	1
793	до сих	6	1
794	этих вопросов	1	1
795	которое было	2	1
796	та же	2	1
797	и чем-то	1	1
798	по общим	1	1
799	мы и	5	1
800	которые совершенно	1	1
801	от необходимости	1	1
802	мы встречаем	2	1
803	что всякая	1	1
804	обратное если	1	1
805	одном случае	2	1
806	является ее	1	1
807	они и	2	1
808	и очень	1	1
809	как таковой	1	1
810	ней не	1	1
811	что этим	1	1
812	них в	1	1
813	что общение	1	1
814	и свою	1	1
815	сравнению со	3	1
816	если в	6	1
817	раз так	1	1
818	к этой	2	1
819	жизни а	1	1
820	в основном	4	1
821	почти не	1	1
822	с и	1	1
823	этого понятия	3	1
824	своего собственного	1	1
825	понятия просто	1	1
826	его с	3	1
827	содержится как	1	1
828	которых мы	5	1
829	памяти я	1	1
830	отношении с	1	1
831	ним и	1	1
832	таком понимании	1	1
833	отличное от	1	1
834	оно было	1	1
835	ними существует	2	1
836	и должно	1	1
837	именно к	1	1
838	у такой	1	1
839	разными путями	1	1
840	но также	3	1
841	даже в	2	1
842	из всех	5	1
843	самому своему	1	1
844	эта новая	1	1
845	против него	1	1
846	свою мысль	2	1
847	целого к	1	1
848	свойствам и	1	1
849	смысле полного	1	1
850	связанное с	1	1
851	то общение	1	1
852	нечто такое	2	1
853	себе смысл	1	1
854	какой бы	1	1
855	и кажется	1	1
856	всегда предполагает	1	1
857	она проявляется	1	1
858	всех ее	1	1
859	мы в	3	1
860	направлений в	2	1
861	что нами	1	1
862	представим себе	1	1
863	ощущения и	2	1
864	в отдельном	1	1
865	этот принцип	1	1
866	и является	5	1
867	в общей	1	1
868	самом же	1	1
869	мышление и	2	1
870	всего оно	1	1
871	нами в	6	1
872	мы даем	1	1
873	исторического развития	3	1
874	знания в	2	1
875	в живом	3	1
876	его ни	1	1
877	как простая	3	1
878	в выражении	1	1
879	движение и	3	1
880	и первый	2	1
881	это определение	1	1
882	со всеми	2	1
883	сторона ее	1	1
884	в них	3	1
885	и примитивных	1	1
886	верно что	2	1
887	должен был	2	1
888	связь с	1	1
889	границы между	2	1
890	о природе	9	1
891	стоит в	1	1
892	было сказать	1	1
893	вместо того	2	1
894	самых основных	2	1
895	каждое новое	1	1
896	здесь мы	2	1
897	нами уже	1	1
898	из двух	3	1
899	и единство	1	1
900	всегда в	2	1
901	с таким	3	1
902	эта действительность	1	1
903	есть развитие	1	1
904	в моем	1	1
905	все дело	1	1
906	это положение	4	1
907	происходит не	1	1
908	вывести из	1	1
909	самостоятельно и	1	1
910	всякой социальной	1	1
911	ему в	1	1
912	как при	1	1
913	на элементы	2	1
914	идея может	1	1
915	и факты	1	1
916	где они	4	1
917	чем их	1	1
918	иначе как	10	1
919	впервые к	1	1
920	предполагает это	1	1
921	от одной	4	1
922	вы мне	1	1
923	из всего	1	1
924	и будет	1	1
925	представление о	8	1
926	к другим	11	1
927	пор мы	1	1
928	в порядке	3	1
929	отвлеченный и	1	1
930	мы получаем	1	1
931	к которым	1	1
932	с чем-то	1	1
933	относящиеся к	2	1
934	относятся к	1	1
935	и должен	1	1
936	когда это	1	1
937	к самому	2	1
938	и неразрывно	1	1
939	на фактах	3	1
940	может стать	2	1
941	меньшей мере	3	1
942	а именно	1	1
943	выражения и	2	1
944	одинаковой мере	1	1
945	одновременно и	3	1
946	которого является	1	1
947	научного исследования	1	1
948	необходимо предполагает	1	1
949	в которых	3	1
950	никто не	2	1
951	никем не	2	1
952	может существовать	2	1
953	и фантазии	1	1
954	том смысле	2	1
955	поняла и	1	1
956	что нового	1	1
957	из недр	1	1
958	в словах	1	1
959	почему это	1	1
960	существует не	1	1
961	без которых	1	1
962	будет все	1	1
963	самых грубых	1	1
964	но у	1	1
965	мы имели	1	1
966	состоит как	1	1
967	мышление не	1	1
968	зависимости от	6	1
969	в нее	1	1
970	начала своего	1	1
971	понятие и	2	1
972	они говорят	2	1
973	из которого	3	1
974	речь идет	1	1
975	или образом	1	1
976	слово от	1	1
977	состоять из	2	1
978	которая не	1	1
979	ничего общего	1	1
980	но мы	5	1
981	на первый	1	1
982	большее что	1	1
983	ее судьба	1	1
984	к той	1	1
985	как возможно	2	1
986	необходимых для	2	1
987	и логики	5	1
988	также что	1	1
989	предмета и	3	1
990	эти момента	3	1
991	понять эту	1	1
992	как то	1	1
993	что обе	1	1
994	вещами а	1	1
995	такое положение	1	1
996	эта точка	1	1
997	и житейского	2	1
998	видно уже	1	1
999	процесса еще	1	1
1000	понятно что	3	1
1001	каждому кто	1	1
1002	было не	1	1
1003	которые не	1	1
1004	восприятия и	3	1
1005	сказано что	1	1
1006	мы брали	1	1
1007	них мы	1	1
1008	первым и	1	1
1009	перейти в	1	1
1010	и всех	1	1
1011	уже из	1	1
1012	как самостоятельная	1	1
1013	не могли	5	1
1014	дело заключается	1	1
1015	бы с	2	1
1016	же правом	2	1
1017	что этот	6	1
1018	в любом	2	1
1019	ни у	1	1
1020	по тем	3	1
1021	ясно и	1	1
1022	в очень	1	1
1023	эта связь	2	1
1024	от целого	1	1
1025	что каждая	2	1
1026	можем установить	1	1
1027	что сила	1	1
1028	нас и	2	1
1029	тогда я	1	1
1030	что всякое	2	1
1031	своей природе	8	1
1032	и заключается	3	1
1033	случае и	1	1
1034	между вещами	1	1
1035	что самое	1	1
1036	в противоположность	1	1
1037	мы его	1	1
1038	которыми только	1	1
1039	имеет в	4	1
1040	общее чем	1	1
1041	смысловой и	4	1
1042	наконец в	3	1
1043	не хочу	1	1
1044	этого положения	1	1
1045	являются не	1	1
1046	говорится об	1	1
1047	наш анализ	1	1
1048	отличия и	1	1
1049	самое большее	1	1
1050	но вся	1	1
1051	как эта	3	1
1052	не раз	2	1
1053	двух или	1	1
1054	своей внутренней	2	1
1055	лишь в	3	1
1056	между двумя	5	1
1057	и переходит	1	1
1058	процесса но	1	1
1059	структуру в	1	1
1060	основе ее	1	1
1061	имеет дело	1	1
1062	значение для	2	1
1063	целом однако	2	1
1064	словесного значения	3	1
1065	слов и	6	1
1066	втором случае	5	1
1067	связь между	10	1
1068	и наиболее	2	1
1069	это слово?	1	1
1070	было то	1	1
1071	они относятся	1	1
1072	ни одного	1	1
1073	образом что	1	1
1074	мы хотим	1	1
1075	времени и	1	1
1076	скажем сначала	1	1
1077	его значение	2	1
1078	его заключается	1	1
1079	видим таким	1	1
1080	принадлежит не	1	1
1081	дело с	3	1
1082	и общий	1	1
1083	что еще	1	1
1084	стороны как	2	1
1085	и внутренней	3	1
1086	от той	1	1
1087	что можно	2	1
1088	даже с	2	1
1089	является как	2	1
1090	до того	2	1
1091	то его	1	1
1092	всем другим	1	1
1093	и движение	2	1
1094	чем во	2	1
1095	им в	1	1
1096	она все	3	1
1097	было сказано	3	1
1098	всего этого	1	1
1099	при этом	4	1
1100	но этот	2	1
1101	связанной с	1	1
1102	существенным признакам	1	1
1103	на ней	2	1
1104	до самого	1	1
1105	но все-таки	1	1
1106	анализ слова	1	1
1107	этого мы	3	1
1108	вещь а	1	1
1109	и мышления	2	1
1110	ряд структур	1	1
1111	эти факты	1	1
1112	и там	3	1
1113	в отличие	4	1
1114	совершенно иным	1	1
1115	стороны ее	1	1
1116	самом начале	5	1
1117	сравнить ее	1	1
1118	связанными между	1	1
1119	этот как	1	1
1120	это сейчас	1	1
1121	из живой	1	1
1122	самих по	1	1
1123	понятие в	3	1
1124	обзор основных	1	1
1125	гипотеза и	2	1
1126	быть изучены	1	1
1127	исчерпывающее представление	1	1
1128	они должны	1	1
1129	но разве	1	1
1130	с большим	2	1
1131	одной из	4	1
1132	совершенно особая	1	1
1133	в самое	1	1
1134	к которому	3	1
1135	эти вопросы	1	1
1136	это отношение	3	1
1137	того метода	1	1
1138	только при	1	1
1139	слова он	2	1
1140	его только	1	1
1141	в каждый	1	1
1142	в определенную	1	1
1143	мы взяли	1	1
1144	сих пор	6	1
1145	и значении	1	1
1146	все время	3	1
1147	ее внутренней	2	1
1148	ибо она	1	1
1149	том же	7	1
1150	отдельные звуки	1	1
1151	в сознании	11	1
1152	которой как	1	1
1153	на этот	2	1
1154	который по	2	1
1155	и непосредственного	1	1
1156	теории и	1	1
1157	на ряд	1	1
1158	этого понимания	1	1
1159	проявления и	1	1
1160	предмет а	1	1
1161	то здесь	1	1
1162	не мыслится	1	1
1163	иного кроме	1	1
1164	по поводу	3	1
1165	спрашиваю как	1	1
1166	сказать с	1	1
1167	к новой	2	1
1168	от реального	1	1
1169	в понимании	2	1
1170	наглядного и	2	1
1171	бы так	1	1
1172	и внешней	1	1
1173	не видит	2	1
1174	причины и	1	1
1175	с вопросом	1	1
1176	понимании его	1	1
1177	в отдельных	1	1
1178	на котором	4	1
1179	это одно	2	1
1180	на этих	2	1
1181	именно этот	1	1
1182	какова природа	1	1
1183	только потому	3	1
1184	из этих	6	1
1185	этими словами	1	1
1186	у вас	1	1
1187	из такого	1	1
1188	к языку	1	1
1189	но которые	1	1
1190	этот основной	1	1
1191	последнего времени	1	1
1192	работе мы	1	1
1193	другого и	1	1
1194	вполне удовлетворительно	1	1
1195	в заключение	2	1
1196	формы и	1	1
1197	они были	1	1
1198	не имеющих	1	1
1199	речи а	5	1
1200	обратиться к	1	1
1201	из этой	1	1
1202	и том	3	1
1203	он должен	1	1
1204	уже с	1	1
1205	внутренней жизни	1	1
1206	представить себе	5	1
1207	этих моментов	1	1
1208	и весь	3	1
1209	этом случае	15	1
1210	метода который	1	1
1211	ответ на	3	1
1212	природу самого	1	1
1213	от более	4	1
1214	и он	4	1
1215	дано сразу	1	1
1216	всех наших	2	1
1217	собой и	1	1
1218	значение в	3	1
1219	когда речь	1	1
1220	и иначе	2	1
1221	мы как	2	1
1222	мышления и	16	1
1223	как две	1	1
1224	и реальной	1	1
1225	есть такой	2	1
1226	они не	2	1
1227	необходимо должно	2	1
1228	другом произведении	1	1
1229	следовательно мы	1	1
1230	вывод что	2	1
1231	и новое	1	1
1232	и повседневной	1	1
1233	нее нет	2	1
1234	имеют в	1	1
1235	в основу	1	1
1236	еще до	1	1
1237	именно ее	1	1
1238	на том	2	1
1239	всю проблему	2	1
1240	внимание на	4	1
1241	что уже	2	1
1242	он как	1	1
1243	мы знаем	5	1
1244	если у	1	1
1245	мы действительно	1	1
1246	ведь они	1	1
1247	находиться в	1	1
1248	естественно что	3	1
1249	же самую	1	1
1250	на одно	2	1
1251	из моментов	1	1
1252	что принцип	1	1
1253	внутренней и	2	1
1254	этого расхождения	1	1
1255	и структура	1	1
1256	о принципиальной	1	1
1257	отличия от	1	1
1258	о нем	1	1
1259	что с	7	1
1260	ее в	11	1
1261	что несмотря	1	1
1262	даже если	2	1
1263	кроме как	1	1
1264	для своего	1	1
1265	на самом	3	1
1266	на одной	2	1
1267	они в	1	1
1268	чтобы получить	1	1
1269	ответ нет	1	1
1270	силу и	1	1
1271	совершенно новое	1	1
1272	возможно только	4	1
1273	смысле этого	4	1
1274	нам и	1	1
1275	с их	2	1
1276	и отождествление	1	1
1277	по этому	4	1
1278	слова есть	2	1
1279	и вопрос	1	1
1280	поэтому не	1	1
1281	тому же	2	1
1282	происхождении и	1	1
1283	к самой	1	1
1284	содержат в	4	1
1285	чем в	5	1
1286	в учебниках	1	1
1287	без всяких	1	1
1288	внутреннее строение	1	1
1289	именем как	1	1
1290	себе но	1	1
1291	как видно	1	1
1292	как понятия	1	1
1293	и отношения	3	1
1294	что к	1	1
1295	расхождения и	1	1
1296	две разные	1	1
1297	как по	5	1
1298	без остатка	1	1
1299	прежде чем	3	1
1300	уже это	1	1
1301	полной ясностью	1	1
1302	слово или	1	1
