N	2gram	Potebnia_M	Problema
462	в понятии	2	7
463	его как	1	7
464	для чего	1	7
465	уже с	2	7
466	жизни а	1	7
467	оно не	4	7
468	свой собственный	1	7
469	к другому	2	7
470	общего между	1	7
471	и поэтому	2	7
472	что понятие	3	7
473	на этот	2	7
474	находятся в	3	7
475	мы могли	1	7
476	была бы	3	7
477	а еще	1	7
478	перейти к	3	7
479	в такой	2	7
480	мере в	1	7
481	не можем	5	7
482	что на	9	7
483	еще более	2	7
484	не прямо	1	7
485	уже о	1	7
486	самого начала	5	7
487	есть по	1	7
488	никакой возможности	2	7
489	тому же	1	7
490	же как	1	7
491	такого же	2	7
492	определенным образом	1	7
493	в науке	1	7
494	не на	3	7
495	и так	1	7
496	все они	3	7
497	времени и	3	7
498	друг друга	6	7
499	человека но	1	7
500	ее в	1	7
501	сознания и	2	7
502	же не	2	7
503	может иметь	1	7
504	в какой	2	7
505	что касается	2	7
506	с понятием	2	7
507	с которыми	3	6
508	не как	4	6
509	а есть	1	6
510	что слово	5	6
511	именно он	1	6
512	предмета и	3	6
513	в действительности	6	6
514	себе все	1	6
515	только как	5	6
516	не всегда	2	6
517	имеем в	1	6
518	видно что	2	6
519	на него	6	6
520	что именно	2	6
521	уже по	2	6
522	нами не	2	6
523	мышления и	1	6
524	от всякой	1	6
525	после этого	2	6
526	или не	3	6
527	но когда	1	6
528	слова то	2	6
529	по своей	2	6
530	заставляет нас	2	6
531	в общем	1	6
532	сказать о	1	6
533	чтобы не	3	6
534	понятия и	3	6
535	и делает	1	6
536	есть тоже	1	6
537	отношения к	2	6
538	том смысле	7	6
539	этот вопрос	2	6
540	зависимости от	1	6
541	но оно	3	6
542	и уже	6	6
543	с которой	1	6
544	и об	1	6
545	природы и	1	6
546	есть самый	1	6
547	могут быть	17	6
548	то мы	4	6
549	и всегда	3	6
550	людей в	1	6
551	независимо от	15	6
552	и может	5	6
553	но она	3	6
554	скажет что	2	6
555	к ней	3	6
556	а скорее	2	6
557	себе а	1	6
558	самого себя	4	6
559	ровно ничего	1	6
560	если он	1	6
561	перестает быть	3	6
562	и того	6	6
563	к другой	1	6
564	как оно	2	6
565	как на	5	6
566	в зависимости	1	6
567	не мог	3	6
568	нельзя сказать	2	6
569	прежде чем	4	6
570	бы быть	7	6
571	во время	5	6
572	из тех	1	6
573	в слове	21	6
574	в известном	2	6
575	для меня	4	6
576	и той	4	6
577	этого слова	5	6
578	с его	3	6
579	этом отношении	1	6
580	есть уже	4	6
581	но с	3	6
582	без всяких	1	6
583	для которого	1	6
584	только к	1	6
585	которую мы	1	6
586	который мы	2	6
587	в теории	2	6
588	когда он	1	6
589	факт что	1	6
590	стороны и	3	6
591	ли в	2	6
592	само по	6	6
593	не к	1	6
594	языке и	2	5
595	от одного	2	5
596	к самому	1	5
597	требует для	1	5
598	в противоположность	2	5
599	в этот	1	5
600	указания на	5	5
601	к этому	3	5
602	которого он	1	5
603	тоже имеет	1	5
604	на себя	1	5
605	по одному	1	5
606	отдельно от	1	5
607	в каждом	6	5
608	если оно	1	5
609	только путем	1	5
610	о предмете	3	5
611	оно и	4	5
612	еще только	2	5
613	одно и	1	5
614	чем больше	1	5
615	и тот	1	5
616	человеческого духа	6	5
617	и хотя	1	5
618	между тем	7	5
619	нам кажется	2	5
620	мы видели	5	5
621	iii в	1	5
622	его на	3	5
623	поэтому в	1	5
624	подобно тому	7	5
625	то на	4	5
626	ничем не	2	5
627	ясно и	2	5
628	тех пор	2	5
629	обойтись без	1	5
630	только один	3	5
631	и вся	1	5
632	видели выше	1	5
633	он должен	2	5
634	для всякого	3	5
635	что может	1	5
636	для всего	1	5
637	о нем	1	5
638	что с	3	5
639	что ни	2	5
640	ни об	1	5
641	том виде	1	5
642	которые как	1	5
643	с теми	2	5
644	чем мы	1	5
645	по его	7	5
646	огня и	1	5
647	с первого	1	5
648	себе что	1	5
649	или другого	1	5
650	человека в	3	5
651	человека и	2	5
652	предмета так	1	5
653	этой теории	4	5
654	и понятия	2	5
655	мы бы	3	5
656	все что	5	5
657	из всех	1	5
658	нами в	2	5
659	этой последней	2	5
660	в собственном	4	5
661	предмет и	2	5
662	когда в	3	5
663	до того	2	5
664	в каких	1	5
665	во многих	5	5
666	с этими	1	5
667	себя в	1	5
668	свое собственное	1	5
669	менее в	2	5
670	должно быть	9	5
671	но еще	1	5
672	по мнению	4	5
673	все прочие	1	5
674	мы действительно	1	5
675	от тех	1	5
676	во внимание	4	5
677	одним из	2	5
678	как его	1	5
679	себе не	3	5
680	одна из	4	5
681	хотя в	3	5
682	в нее	4	5
683	этот предмет	1	5
684	бы его	1	5
685	о его	2	5
686	лучше сказать	2	5
687	слова как	1	5
688	там где	8	5
689	имеет свою	1	5
690	есть как	2	5
691	собственном смысле	2	5
692	образом и	2	5
693	как говорят	1	5
694	существует и	1	5
695	без которых	1	5
696	которая не	1	5
697	не должны	1	5
698	не знаем	2	5
699	в предмете	1	5
700	смысле что	2	5
701	они не	5	5
702	не для	2	5
703	без этого	1	5
704	слова но	4	5
705	или что	3	5
706	он говорит	1	5
707	его не	3	5
708	тому как	8	5
709	в отвлеченном	1	5
710	от того	9	5
711	лишь в	2	5
712	отношение к	1	5
713	для обозначения	2	5
714	только по	5	5
715	в разные	2	5
716	и прежде	1	5
717	к другу	1	4
718	самого предмета	4	4
719	тем как	3	4
720	на нас	1	4
721	в духе	1	4
722	ни одна	2	4
723	на свою	1	4
724	в мир	1	4
725	к другим	3	4
726	я могу	2	4
727	может существовать	1	4
728	человеческой речи	6	4
729	но мы	3	4
730	так например	5	4
731	а вместе	7	4
732	не могли	2	4
733	говорим что	1	4
734	но эти	4	4
735	любви к	1	4
736	к ним	3	4
737	страдания и	1	4
738	именно так	2	4
739	только ради	1	4
740	теории и	2	4
741	без которой	2	4
742	вернее сказать	1	4
743	на котором	1	4
744	бы вполне	1	4
745	время и	2	4
746	сам предмет	1	4
747	для своего	1	4
748	одно из	5	4
749	бы что	2	4
750	существует только	2	4
751	бы только	2	4
752	ничего и	1	4
753	человек и	1	4
754	смысл но	1	4
755	в эту	2	4
756	под влиянием	10	4
757	человека а	1	4
758	предмета есть	1	4
759	спросим себя	1	4
760	было только	2	4
761	тем и	1	4
762	должны были	2	4
763	а тем	1	4
764	что во	4	4
765	возникает только	1	4
766	что только	1	4
767	себе как	1	4
768	любви и	1	4
769	от нее	6	4
770	и самое	3	4
771	друг к	1	4
772	с такой	1	4
773	будет иметь	1	4
774	для нашего	1	4
775	можно назвать	1	4
776	и они	2	4
777	для каждого	1	4
778	явлений и	3	4
779	не знали	2	4
780	в свою	8	4
781	это все	1	4
782	и независимо	2	4
783	для нее	4	4
784	что такая	2	4
785	у человека	2	4
786	указывают на	3	4
787	той же	3	4
788	начиная с	2	4
789	бы никакого	1	4
790	этот последний	1	4
791	именно к	1	4
792	мы произносим	2	4
793	но на	3	4
794	о значении	1	4
795	на что	3	4
796	ничего кроме	2	4
797	из указанных	1	4
798	только его	1	4
799	то тем	2	4
800	можем даже	1	4
801	с их	1	4
802	на нее	2	4
803	это возможно	1	4
804	и совсем	1	4
805	нас к	1	4
806	на одном	1	4
807	разница между	5	4
808	отличие от	1	4
809	но всегда	3	4
810	при всем	1	4
811	или другими	1	4
812	от него	8	4
813	к этой	3	4
814	дело с	2	4
815	сам собою	1	4
816	ни стало	1	4
817	во втором	6	4
818	остановиться на	1	4
819	то не	5	4
820	и просто	1	4
821	равно как	1	4
822	за ним	2	4
823	например в	4	4
824	мы только	1	4
825	переходит в	2	4
826	мы увидим	3	4
827	должен быть	2	4
828	духа и	8	4
829	ее не	1	4
830	начала и	1	4
831	прийти к	1	4
832	этот мир	2	4
833	свободы и	3	4
834	что вы	1	4
835	которое в	1	4
836	все наше	2	4
837	смысле и	1	4
838	и вместе	5	4
839	следовательно и	2	4
840	представляется нам	4	4
841	и всякого	1	4
842	могло бы	4	4
843	вопроса о	2	4
844	предполагает что	1	4
845	очень часто	1	4
846	во что	1	4
847	кажется что	1	4
848	понятий в	3	4
849	что бы	2	4
850	на который	1	4
851	мы называем	4	4
852	и др	1	4
853	с чем	1	4
854	что без	2	4
855	действительно есть	2	4
856	а как	3	4
857	не отличается	1	4
858	одном случае	1	4
859	к одной	3	4
860	которых мы	3	4
861	в человеческом	3	4
862	в сущности	2	4
863	от другого	3	4
864	этой точки	2	4
865	он будет	1	4
866	если это	2	4
867	себя и	3	4
868	друг от	3	4
869	свое значение	1	4
870	вместе со	3	4
871	сразу и	1	4
872	не потому	2	4
873	из него	3	4
874	только тем	2	4
875	им в	1	4
876	мог бы	5	4
877	их с	1	4
878	предмета к	1	4
879	с нею	6	4
880	теперь уже	2	4
881	дает нам	2	4
882	ему в	1	4
883	и за	1	4
884	который бы	1	4
885	бы на	1	4
886	если даже	1	4
887	от друга	3	4
888	что к	2	4
889	при таком	5	4
890	для нашей	1	4
891	что эти	1	4
892	что от	1	4
893	до тех	1	4
894	в разных	2	4
895	всю свою	1	4
896	от всяких	1	4
897	есть чисто	1	4
898	столько же	4	4
899	другим и	3	4
900	если она	1	4
901	что из	2	4
902	еще на	1	4
903	скажем что	1	4
904	на это	2	4
905	значение слова	2	4
906	вообще все	1	4
907	одного из	3	4
908	бы он	1	4
909	только после	2	4
910	или точнее	1	4
911	это содержание	1	4
912	в душе	28	3
913	зрения на	1	3
914	таковы например	1	3
915	он видит	2	3
916	человеческом языке	1	3
917	время не	1	3
918	не столько	3	3
919	живые существа	1	3
920	чтобы в	1	3
921	о необходимости	1	3
922	в некотором	2	3
923	есть та	1	3
924	этого предмета	1	3
925	и другим	1	3
926	существует ли	1	3
927	когда это	1	3
928	мир и	1	3
929	свою собственную	1	3
930	и возможность	1	3
931	а что	1	3
932	значение только	1	3
933	языка в	6	3
934	что всякое	1	3
935	поэтому если	1	3
936	одной и	4	3
937	образом что	2	3
938	страха и	1	3
939	образом как	1	3
940	находится в	2	3
941	чего он	1	3
942	именно с	1	3
943	природы которая	1	3
944	от них	2	3
945	но так	1	3
946	но тем	6	3
947	мы видим	5	3
948	и мы	1	3
949	к их	2	3
950	на которую	3	3
951	оно стало	1	3
952	что уже	1	3
953	проявляется в	2	3
954	еще больше	1	3
955	это слово	1	3
956	есть с	1	3
957	в определении	2	3
958	что а	3	3
959	есть еще	1	3
960	совершенно ясно	1	3
961	чем в	2	3
962	менее он	1	3
963	я и	1	3
964	есть своя	1	3
965	жизни то	1	3
966	что хотя	1	3
967	только от	2	3
968	сами не	2	3
969	но можно	1	3
970	это вполне	1	3
971	удовольствия но	1	3
972	эти слова	1	3
973	ничего нового	1	3
974	на некоторые	1	3
975	них не	3	3
976	образом в	5	3
977	его к	3	3
978	например что	3	3
979	на небе	1	3
980	на нем	1	3
981	себе представить	8	3
982	его из	1	3
983	тоже только	1	3
984	и та	1	3
985	в логике	1	3
986	предмета с	1	3
987	для человека	3	3
988	что нет	2	3
989	от своего	2	3
990	и чувств	2	3
991	только там	1	3
992	выражается в	2	3
993	от чего	1	3
994	связанные с	3	3
995	который не	1	3
996	сравнению с	1	3
997	представляется в	1	3
998	виде то	1	3
999	в природе	11	3
1000	всем этом	2	3
1001	мысли и	9	3
1002	не полное	1	3
1003	такую же	2	3
1004	предмет в	1	3
1005	по сравнению	1	3
1006	то все	6	3
1007	на основании	3	3
1008	знаем что	1	3
1009	каждый из	1	3
1010	будет уже	1	3
1011	в отличие	1	3
1012	предмета в	3	3
1013	его только	2	3
1014	есть общее	3	3
1015	имеет и	1	3
1016	как предмет	3	3
1017	и вероятно	1	3
1018	но есть	1	3
1019	не во	3	3
1020	или когда	1	3
1021	мы совершенно	1	3
1022	где он	2	3
1023	чем перейти	1	3
1024	многое другое	1	3
1025	бы для	2	3
1026	мифа и	1	3
1027	что будет	1	3
1028	нас только	1	3
1029	совсем иное	1	3
1030	нам на	1	3
1031	возможно и	1	3
1032	слова есть	6	3
1033	один и	1	3
1034	пока не	1	3
1035	в каждой	1	3
1036	в одной	2	3
1037	этих двух	1	3
1038	и человека	1	3
1039	и других	6	3
1040	эти последние	3	3
1041	каждом из	1	3
1042	в самых	2	3
1043	но при	3	3
1044	но такое	2	3
1045	одного и	6	3
1046	место в	3	3
1047	в голову	1	3
1048	можно будет	1	3
1049	и своя	1	3
1050	может и	1	3
1051	и сами	3	3
1052	здесь именно	1	3
1053	рассказ о	1	3
1054	родовые понятия	1	3
1055	что дело	2	3
1056	язык как	7	3
1057	например с	2	3
1058	не годится	1	3
1059	есть отношение	1	3
1060	говорить что	1	3
1061	в первом	5	3
1062	а во-вторых	1	3
1063	имеет для	2	3
1064	из нее	2	3
1065	мысль о	8	3
1066	и общее	2	3
1067	там же	9	3
1068	смотреть на	1	3
1069	кого не	2	3
1070	ни для	2	3
1071	нечто новое	2	3
1072	для их	2	3
1073	остается только	6	3
1074	это опять	1	3
1075	или ее	1	3
1076	и такие	1	3
1077	одно целое	3	3
1078	и прочих	1	3
1079	и другой	1	3
1080	имея в	3	3
1081	не сама	1	3
1082	говорит что	1	3
1083	уже как	1	3
1084	превращается в	2	3
1085	то как	1	3
1086	всего этого	1	3
1087	можно понимать	1	3
1088	быть в	1	3
1089	языка как	6	3
1090	а следовательно	1	3
1091	или лучше	1	3
1092	смысле как	1	3
1093	может обойтись	2	3
1094	представим себе	1	3
1095	ее и	1	3
1096	после того	3	3
1097	и эту	1	3
1098	указать на	1	3
1099	а дело	1	3
1100	значением слова	2	3
1101	весь мир	1	3
1102	видит в	2	3
1103	в мысли	13	3
1104	а к	1	3
1105	не говорит	1	3
1106	выше мы	2	3
1107	понятие не	1	3
1108	делает его	1	3
1109	собою и	2	3
1110	но все-таки	1	3
1111	должен был	1	3
1112	вообще в	1	3
1113	на этом	3	3
1114	от самого	1	3
1115	на другой	2	3
1116	всех других	1	3
1117	что смысл	1	3
1118	например не	1	3
1119	понятия но	1	3
1120	и стремление	2	3
1121	друг другу	4	3
1122	которая хотя	1	3
1123	в первой	1	3
1124	столь же	6	3
1125	если они	1	3
1126	быть для	2	3
1127	значения как	1	3
1128	и действительно	1	3
1129	а потому	14	3
1130	мы назвали	1	3
1131	его с	3	3
1132	должна быть	4	3
1133	и должно	2	3
1134	самой жизни	1	3
1135	о которой	2	3
1136	из того	3	3
1137	отношений между	5	3
1138	ни звук	1	3
1139	мы понимаем	1	3
1140	любовь и	1	3
1141	оно есть	1	3
1142	в процессе	1	3
1143	относятся к	2	3
1144	с ними	2	3
1145	здесь будет	1	3
1146	со стороны	11	3
1147	всей своей	1	3
1148	же есть	2	3
1149	поэтому не	1	3
1150	бы с	2	3
1151	язык и	6	3
1152	что каждая	1	3
1153	хотя это	1	3
1154	самый этот	1	3
1155	развития и	3	3
1156	что многие	2	3
1157	нужно говорить	1	3
1158	мы хотим	1	3
1159	о языке	3	3
1160	заметить что	7	3
1161	не за	1	3
1162	в образе	1	3
1163	том же	3	3
1164	он может	2	3
1165	последней в	1	3
1166	и обозначаемое	1	3
1167	жизни но	2	3
1168	в более	4	3
1169	многих других	2	3
1170	от которого	2	3
1171	возможно только	6	3
1172	этих предметов	1	3
1173	и непосредственно	2	3
1174	как она	3	3
1175	помнить что	6	3
1176	как ее	1	3
1177	остановимся на	3	3
1178	нами только	1	3
1179	одного предмета	1	3
1180	при его	1	3
1181	это так	1	3
1182	мысли в	11	3
1183	самого этого	1	3
1184	себе еще	1	3
1185	то чего	2	3
1186	может считаться	1	3
1187	на такие	2	3
1188	в трех	1	3
1189	думать что	6	3
1190	мы указали	1	3
1191	нуждается в	2	3
1192	предмета а	2	3
1193	не отвечает	1	3
1194	самое нужно	1	3
1195	как для	2	3
1196	в чисто	1	3
1197	женщины в	1	2
1198	нашей собственной	1	2
1199	и имеет	1	2
1200	между этими	2	2
1201	он считает	1	2
1202	мы рассматривали	1	2
1203	формы в	1	2
1204	в химии	1	2
1205	какой бы	1	2
1206	будет ли	1	2
1207	на известное	2	2
1208	чтобы она	1	2
1209	только из	3	2
1210	и такое	2	2
1211	же эти	1	2
1212	это определение	2	2
1213	общее понятие	2	2
1214	чего бы	2	2
1215	каждом отдельном	1	2
1216	ни были	3	2
1217	видно из	3	2
1218	нужно будет	4	2
1219	дом и	1	2
1220	и чувство	1	2
1221	мысли о	6	2
1222	самом акте	1	2
1223	по тому	1	2
1224	цели и	1	2
1225	тогда не	1	2
1226	не имели	1	2
1227	чем заключается	1	2
1228	для выражения	1	2
1229	тот не	1	2
1230	явлений но	1	2
1231	его жизни	1	2
1232	хотя с	1	2
1233	мы признаем	1	2
1234	но во	3	2
1235	можем назвать	1	2
1236	могут не	3	2
1237	они относятся	1	2
1238	свою очередь	8	2
1239	то его	1	2
1240	так называемых	1	2
1241	точке зрения	4	2
1242	друг на	2	2
1243	с другим	3	2
1244	в прошлом	1	2
1245	обратим внимание	1	2
1246	с такою	2	2
1247	есть действительно	1	2
1248	нас на	2	2
1249	ее как	1	2
1250	он служит	1	2
1251	отношения в	1	2
1252	человека вообще	1	2
1253	на понятие	1	2
1254	иначе и	1	2
1255	но повторяем	1	2
1256	в чем-нибудь	1	2
1257	что само	4	2
1258	понятие о	2	2
1259	вносит в	1	2
1260	себя самой	1	2
1261	выводится из	1	2
1262	такой степени	2	2
1263	все его	2	2
1264	ниже мы	1	2
1265	при переходе	1	2
1266	смысле есть	2	2
1267	здесь быть	1	2
1268	в следующем	1	2
1269	цвета мы	1	2
1270	такой точки	1	2
1271	и говорит	1	2
1272	только понятие	1	2
1273	такие которые	2	2
1274	не нуждается	2	2
1275	случае и	1	2
1276	есть понятие	2	2
1277	большинстве случаев	1	2
1278	в данное	2	2
1279	существуют только	1	2
1280	иначе чем	2	2
1281	был не	1	2
1282	вопрос что	1	2
1283	это могло	1	2
1284	при полной	1	2
1285	взятые в	1	2
1286	между внешним	1	2
1287	есть указание	1	2
1288	говоря только	1	2
1289	именно что	2	2
1290	время когда	2	2
1291	в нас	10	2
1292	с общим	3	2
1293	не совпадает	1	2
1294	значение мы	1	2
1295	язык не	5	2
1296	что есть	3	2
1297	для изображения	1	2
1298	они были	1	2
1299	бы ни	8	2
1300	с с	1	2
1301	же необходимо	1	2
1302	и чем	1	2
1303	мы до	1	2
1304	для самого	5	2
1305	бы они	2	2
1306	когда уже	3	2
1307	есть образ	1	2
1308	до времени	1	2
1309	отличное от	1	2
1310	должны быть	11	2
1311	его содержание	2	2
1312	и дает	1	2
1313	в картине	1	2
1314	он на	1	2
1315	его во	1	2
1316	же нам	1	2
1317	том и	2	2
1318	понятие которое	2	2
1319	которому принадлежит	1	2
