N	2gram	Medvedev_U	Formalny
149	произведения а	1	6
150	их в	1	6
151	при таком	2	6
152	о том	1	6
153	художественного восприятия	1	6
154	он был	1	6
155	мы полагаем	1	6
156	в которой	1	6
157	но для	1	6
158	в конце	2	6
159	и это	1	6
160	формализма в	1	6
161	материал и	1	6
162	основные понятия	1	6
163	за пределы	1	6
164	сам по	1	6
165	в россии	4	6
166	его и	2	6
167	в произведении	1	6
168	художественных произведений	2	6
169	нет и	1	6
170	той же	1	6
171	данном случае	1	6
172	полагаем что	1	6
173	ее в	1	6
174	смысле этого	2	6
175	как таковая	1	6
176	произведения искусства	3	6
177	в частности	3	6
178	искусства и	1	6
179	наших формалистов	1	5
180	на лингвистику	1	5
181	в виду	1	5
182	равно как	1	5
183	и истории	1	5
184	перестает быть	5	5
185	можно сказать	1	5
186	восприятия и	1	5
187	в котором	1	5
188	шкловского в	1	5
189	и формы	3	5
190	как на	1	5
191	конструктивный принцип	1	5
192	на выражение	1	5
193	не столько	2	5
194	как прием	2	5
195	слово как	1	5
196	мы можем	1	5
197	не приходится	2	5
198	и что	1	5
199	этом смысле	2	5
200	его как	1	5
201	друг другу	1	5
202	а как	2	5
203	даже не	1	5
204	приводит к	1	5
205	бы и	2	5
206	то и	1	5
207	в значительной	1	5
208	и то	3	5
209	он становится	1	5
210	тому чтобы	1	5
211	в широком	2	5
212	а о	2	5
213	и эта	1	5
214	по теории	1	5
215	она должна	1	5
216	же в	1	5
217	что было	1	4
218	является в	2	4
219	мы и	2	4
220	литературной науки	4	4
221	об искусстве	1	4
222	формалистов к	1	4
223	приема и	1	4
224	исходить из	1	4
225	теоретической поэтики	2	4
226	как элементы	1	4
227	литературного ряда	1	4
228	только как	1	4
229	но даже	2	4
230	от произведения	1	4
231	должна была	2	4
232	превращается в	2	4
233	все в	1	4
234	в некоторых	2	4
235	произведений и	1	4
236	что такое	4	4
237	очевидно что	3	4
238	в таком	1	4
239	конце концов	2	4
240	тогда когда	1	4
241	изучаемого объекта	1	4
242	место и	1	4
243	содержания и	1	4
244	он в	1	4
245	что для	1	4
246	не значит	1	4
247	и содержание	1	4
248	поэтика должна	1	4
249	литературного факта	1	4
250	и действительно	1	4
251	данного произведения	1	4
252	но именно	1	4
253	только при	1	4
254	но если	1	4
255	этот процесс	1	4
256	не для	1	4
257	о нем	1	4
258	или иначе	1	4
259	материал как	2	4
260	литературные произведения	1	4
261	или даже	1	4
262	наука о	1	4
263	такое понимание	1	4
264	одним из	2	4
265	искусство как	1	4
266	к сожалению	3	3
267	для всех	2	3
268	это значит	1	3
269	время не	1	3
270	но что	1	3
271	историю литературы	1	3
272	слово является	1	3
273	в точном	1	3
274	широком смысле	1	3
275	на первый	2	3
276	в противовес	2	3
277	язык в	1	3
278	это было	2	3
279	к проблеме	1	3
280	с проблемой	2	3
281	в различных	1	3
282	содержания в	1	3
283	формы в	3	3
284	друг с	1	3
285	в системе	2	3
286	не то	1	3
287	образом на	1	3
288	от смысла	1	3
289	начала и	1	3
290	что при	1	3
291	в качестве	1	3
292	и через	2	3
293	метод должен	1	3
294	как таковым	1	3
295	но он	1	3
296	исторической поэтики	1	3
297	вопроса о	2	3
298	в противном	2	3
299	раннего формализма	1	3
300	не связанных	1	3
301	формальном методе	1	3
302	жирмунский в	1	3
303	о формальном	3	3
304	художественного творчества	5	3
305	фактов и	2	3
306	так или	1	3
307	содержание и	1	3
308	вряд ли	3	3
309	в которых	1	3
310	на своем	1	3
311	к созданию	1	3
312	в словах	1	3
313	все они	2	3
314	это то	1	3
315	оно является	1	3
316	что материал	2	3
317	своей работе	1	3
318	поэтики на	2	3
319	к следующему	1	3
320	он может	1	3
321	морали религии	1	3
322	пришлось бы	3	3
323	тот же	1	3
324	этого термина	2	3
325	находятся в	1	3
326	материал для	2	3
327	противном случае	2	3
328	и приемы	1	3
329	на его	1	3
330	с другом	1	3
331	тем более	1	3
332	метод и	1	3
333	но конечно	2	3
334	первый план	1	3
335	же самое	2	3
336	или точнее	3	3
337	и вне	1	3
338	и прежде	1	3
339	идет не	1	3
340	на то	1	3
341	в понятии	1	3
342	все что	1	2
343	таком понимании	1	2
344	тезис формалистов	1	2
345	о чем	2	2
346	строго говоря	1	2
347	до крайности	1	2
348	о необходимости	1	2
349	формальным методом	1	2
350	его на	1	2
351	и барокко	1	2
352	поскольку он	1	2
353	установку на	2	2
354	сделан дон-кихот	1	2
355	ее к	1	2
356	переходит в	1	2
357	направлено на	1	2
358	говорить не	1	2
359	предмет изучения	2	2
360	в этот	1	2
361	предмете изучения	1	2
362	без труда	1	2
363	так то	1	2
364	отдельности и	1	2
365	ее как	1	2
366	что она	2	2
367	жанра в	1	2
368	слишком часто	1	2
369	искусства не	1	2
370	построения и	1	2
371	этого и	1	2
372	отношении очень	1	2
373	историческая поэтика	1	2
374	о литературном	1	2
375	они в	1	2
376	эйхенбаума о	1	2
377	смысле и	1	2
378	в данное	1	2
379	представляется нам	2	2
380	а для	1	2
381	как сделан	1	2
382	вообще в	1	2
383	принципов и	1	2
384	сюда же	1	2
385	только материал	1	2
386	объясняется и	1	2
387	они находятся	1	2
388	самый прием	1	2
389	и материал	1	2
390	прием и	2	2
391	почти не	1	2
392	это уже	2	2
393	процессе художественного	1	2
394	слова у	1	2
395	и форм	1	2
396	где же	1	2
397	их и	2	2
398	не делает	1	2
399	далеко не	1	2
400	и так	1	2
401	правда не	1	2
402	изучения литературы	1	2
403	формалистов на	1	2
404	в отдельности	1	2
405	в современном	1	2
406	и вся	1	2
407	или иных	2	2
408	материал не	2	2
409	данное время	1	2
410	было и	1	2
411	имеем в	1	2
412	метода не	1	2
413	и лингвистика	1	2
414	является только	1	2
415	именно этот	1	2
416	художественной формы	2	2
417	этом случае	1	2
418	или просто	1	2
419	как элемент	1	2
420	связанных с	1	2
421	мы имеем	1	2
422	р якобсон	1	2
423	же не	2	2
424	оформления материала	1	2
425	в виде	1	2
426	и техники	1	2
427	у толстого	1	2
428	слагается из	1	2
429	искусства как	2	2
430	что этот	1	2
431	что мы	2	2
432	форма в	1	2
433	и литературного	1	2
434	конечно это	1	2
435	только к	3	2
436	как данность	1	2
437	отказ от	1	2
438	человека и	1	2
439	к изучению	1	2
440	и необходимо	1	2
441	тех или	2	2
442	это в	1	2
443	пишет в	1	2
444	как целого	1	2
445	формалисты отнюдь	1	2
446	с которыми	1	1
447	поэтикой и	1	1
448	и возможностей	1	1
449	оно все	1	1
450	еще раз	1	1
451	склонен рассматривать	1	1
452	религии и	1	1
453	ней не	1	1
454	и направлено	1	1
455	с самим	1	1
456	что основной	1	1
457	в большей	1	1
458	сколько и	1	1
459	если нет	1	1
460	нас в	2	1
461	метода он	1	1
462	одно из	1	1
463	не простой	1	1
464	о методах	1	1
465	чем рассказывается	1	1
466	постулирует историческую	1	1
467	исследовательской работе	1	1
468	определений и	1	1
469	из самых	1	1
470	приемы своим	1	1
471	форму и	2	1
472	мы получаем	2	1
473	стороны в	1	1
474	в порядке	1	1
475	живого человека	1	1
476	на эту	2	1
477	только для	1	1
478	науки они	1	1
479	искусство и	1	1
480	определяется не	1	1
481	и эстетики	1	1
482	тем в	1	1
483	наша задача	1	1
484	в первую	1	1
485	поэмы гг	1	1
486	не существует	1	1
487	вне его	1	1
488	об ее	1	1
489	отсюда и	1	1
490	для формального	1	1
491	материал поэзии	1	1
492	художественным произведением	1	1
493	формализм как	3	1
494	вот почему	7	1
495	дифференциация его	1	1
496	для себя	1	1
497	она принуждается	1	1
498	признать приемы	1	1
499	поэтики это	1	1
500	а между	2	1
501	которых так	1	1
502	содержание душа	1	1
503	и отчетливо	1	1
504	не вполне	1	1
505	утверждение примата	1	1
506	психологические документы	1	1
507	наукой она	1	1
508	исторических фактов	1	1
509	художественном творчестве	2	1
510	литературном факте	1	1
511	современном европейском	1	1
512	очень показательна	2	1
513	понимании форма	1	1
514	правило форма	1	1
515	сдвиг в	1	1
516	формалистов для	1	1
517	и теоретической	1	1
518	что все	2	1
519	к вопросам	1	1
520	свыше сил	1	1
521	методом и	1	1
522	л толстого	1	1
523	формалистов вся	1	1
524	то о	1	1
525	крайней мере	2	1
526	степени характерно	1	1
527	этой тенденции	1	1
528	этом плане	1	1
529	сводить к	1	1
530	прием в	2	1
531	как нам	1	1
532	и всей	1	1
533	она в	1	1
534	лингвистику в	1	1
535	методах изучения	1	1
536	может пройти	1	1
537	творчества правда	1	1
538	каждом шагу	2	1
539	по мнению	1	1
540	эта новизна	1	1
541	чуждых друг	1	1
542	не обладает	1	1
543	связанных и	1	1
544	у него	1	1
545	мировоззрения и	1	1
546	случилось с	1	1
547	эстетический объект	1	1
548	бы только	1	1
549	же литературного	1	1
550	столько же	1	1
551	и единого	1	1
552	что под	1	1
553	вопрос идет	1	1
554	принципа в	1	1
555	на элемент	1	1
556	содержательно как	1	1
557	душа сюда	1	1
558	в совокупности	1	1
559	точном смысле	1	1
560	теории и	1	1
561	развитие в	1	1
562	для поэзии	2	1
563	формалистическое мировоззрение	4	1
564	отношении статья	1	1
565	приемов так	1	1
566	метода как	2	1
567	и у	2	1
568	литературную эпоху	1	1
569	их система	1	1
570	остается в	1	1
571	и быть	1	1
572	смысла слов	1	1
573	поэтики в	1	1
574	на материал	1	1
575	если не	2	1
576	словесных произведений	1	1
577	ориентации поэтики	1	1
578	на эстетику	1	1
579	является одним	1	1
580	самое ее	1	1
581	все детали	1	1
582	и конструктивное	1	1
583	поэтики еще	1	1
584	создает для	1	1
585	как психологические	1	1
586	или меньшей	1	1
587	явлением и	1	1
588	обычное правило	1	1
589	существует в	1	1
590	рассматривать не	1	1
591	не метод	1	1
592	которое мы	1	1
593	что только	1	1
594	наталкиваемся на	1	1
595	он пытается	1	1
596	материалом в	3	1
597	формы слова	1	1
598	полагая что	1	1
599	существенным является	1	1
600	него самая	1	1
601	есть ли	1	1
602	меньшей степени	2	1
603	вопросам методологии	1	1
604	еще одно	1	1
605	поэзия говорит	1	1
606	так всегда	1	1
607	к лицу	1	1
608	он уже	1	1
609	широком и	1	1
610	сколько угодно	2	1
611	этого построения	1	1
612	книги об	1	1
613	пушкин и	1	1
614	дан в	1	1
615	основоположений формализма	1	1
616	из которых	1	1
617	пройти мимо	1	1
618	прием а	1	1
619	смысле можно	1	1
620	и делает	1	1
621	не ставит	1	1
622	он вводит	1	1
623	и являлись	1	1
624	приема как	1	1
625	как мычание	2	1
626	при построении	1	1
627	он будет	1	1
628	методологии истории	1	1
629	и роль	2	1
630	поэтики и	1	1
631	меньшей мере	1	1
632	что такой	1	1
633	р якобсона	2	1
634	состоит из	1	1
635	много но	1	1
636	словесного искусства	1	1
637	связанные с	1	1
638	его представителей	1	1
639	поэзии и	1	1
640	этой области	3	1
641	о котором	1	1
642	формалистов оказывается	1	1
643	в итоге	2	1
644	на каждом	2	1
645	к которой	1	1
646	система приемов	1	1
647	себя содержание	1	1
648	основные определения	1	1
649	по крайней	2	1
650	противников в	1	1
651	ориентация на	1	1
652	методе и	1	1
653	большей или	1	1
654	и творчество	1	1
655	и отчетливых	1	1
656	конкретную жизнь	1	1
657	восприятия а	1	1
658	его стилистических	2	1
659	чистая форма	1	1
660	творчество и	1	1
661	быть не	1	1
662	краткий срок	1	1
663	форма создает	1	1
664	принуждается признать	1	1
665	пишет он	2	1
666	историческую индивидуальность	1	1
667	ее существование	1	1
668	стилистических приемов	5	1
669	чего является	1	1
670	стать наукой	1	1
671	органического единства	1	1
672	еще один	1	1
673	поэтика и	1	1
674	это же	1	1
675	изучение этого	1	1
676	о лермонтове	1	1
677	впервые в	1	1
678	речи в	1	1
679	своим единственным	1	1
680	из первых	1	1
681	эволюции как	1	1
682	истории искусств	1	1
683	гораздо больше	1	1
684	по меньшей	1	1
685	является с	1	1
686	сторону от	1	1
687	литературе хочет	1	1
688	и случилось	1	1
689	другом не	1	1
690	хочет стать	1	1
691	произведения нельзя	1	1
692	на положение	1	1
693	все элементы	1	1
694	даны не	1	1
695	того как	1	1
696	по композиции	2	1
697	понятие формы	1	1
698	художественного задания	2	1
699	прием без	1	1
700	а это	1	1
701	литературной эпохи	1	1
702	что с	1	1
703	сумме его	2	1
704	недаром и	1	1
705	к голому	2	1
706	слова а	1	1
707	представлений и	1	1
708	любопытно что	1	1
709	чистое и	1	1
710	больше чем	1	1
711	этого не	1	1
712	только прием	2	1
713	но по	1	1
714	ошибок но	1	1
715	без этого	1	1
716	словами как	1	1
717	вводит понятие	1	1
718	об этом	1	1
719	случайной и	1	1
720	эйхенбаума и	1	1
721	только фактом	1	1
722	не все	2	1
723	вообще очень	1	1
724	о сущности	1	1
725	в г	1	1
726	эти тенденции	1	1
727	часто встречается	1	1
728	основными понятиями	1	1
729	весь и	1	1
730	эйхенбаума об	1	1
731	а его	2	1
732	общее правило	1	1
733	как литературные	1	1
734	и сплошь	1	1
735	надо было	2	1
736	нам думается	1	1
737	общих принципов	1	1
738	в течение	1	1
739	ее содержании	1	1
740	это для	1	1
741	современного романа	1	1
742	если наука	1	1
743	анализ его	1	1
744	но такое	1	1
745	необходимость ее	1	1
746	философии это	1	1
747	работах формалистов	1	1
748	которых она	1	1
749	конечно нет	2	1
750	была уже	1	1
751	единственным героем	1	1
752	на форму	1	1
753	искусствоведения и	1	1
754	не словами	1	1
755	довести до	1	1
756	интереса к	2	1
757	из приемов	1	1
758	сожалению и	1	1
759	художественное творчество	1	1
760	степени и	1	1
