N	2gram	Bakhtin_Pr	Istorich
199	как будто	4	15
200	и даже	5	15
201	на его	2	15
202	и тем	1	15
203	он в	3	15
204	друг друга	4	15
205	в целом	8	15
206	с этой	2	14
207	от него	1	14
208	по отношению	12	14
209	находится в	2	14
210	можно было	3	14
211	в него	6	14
212	и ее	5	14
213	одной из	1	14
214	на вопрос	2	14
215	у нас	3	14
216	его на	2	14
217	должна быть	8	14
218	но они	2	14
219	и есть	3	14
220	из которых	3	14
221	с ней	1	14
222	должен был	1	14
223	отношение к	4	14
224	него и	1	14
225	отношению к	12	14
226	на себя	4	14
227	и наконец	7	14
228	на ней	2	13
229	в своем	12	13
230	на котором	3	13
231	время как	2	13
232	по себе	16	13
233	то время	2	13
234	тогда как	1	13
235	и для	7	13
236	в себе	11	13
237	все что	4	13
238	своего рода	1	13
239	и у	3	13
240	на этом	2	13
241	в форме	8	13
242	и от	3	13
243	с ними	2	13
244	не имеет	2	13
245	в книге	2	13
246	к своему	2	13
247	его не	1	13
248	и если	2	13
249	таким же	3	13
250	во всем	1	12
251	кроме того	5	12
252	хотя бы	4	12
253	к себе	6	12
254	в основном	2	12
255	и герой	3	12
256	ответ на	1	12
257	о нем	15	12
258	в их	6	12
259	к этой	1	12
260	не знает	6	12
261	одним из	7	12
262	что не	3	12
263	ни один	3	12
264	за ним	4	12
265	в более	1	12
266	и их	3	12
267	к которому	2	11
268	точки зрения	31	11
269	я не	6	11
270	от этого	2	11
271	должны быть	3	11
272	у меня	6	11
273	только с	1	11
274	уже в	5	11
275	на нее	1	11
276	же в	2	11
277	по мере	4	11
278	но уже	1	11
279	хотя и	5	11
280	же мы	1	11
281	относится к	1	11
282	но оно	1	11
283	и вот	1	11
284	на которой	1	11
285	такой же	4	11
286	человека в	8	11
287	е в	3	11
288	далеко не	7	11
289	и к	5	10
290	не как	20	10
291	к ним	1	10
292	от них	3	10
293	но так	2	10
294	не было	5	10
295	в которой	2	10
296	за собой	1	10
297	а с	2	10
298	почти всегда	2	10
299	его к	4	10
300	вступает в	1	10
301	еще один	1	10
302	связанных с	1	10
303	что же	9	10
304	но если	1	10
305	ее на	1	10
306	он и	8	10
307	и других	1	10
308	о чем	1	10
309	в это	1	10
310	на этой	1	10
311	в различных	3	10
312	друг с	4	10
313	не мог	1	10
314	себя в	3	10
315	в состоянии	1	10
316	в ее	2	10
317	эта форма	3	10
318	но как	4	10
319	ни в	5	10
320	если не	1	10
321	ли он	1	10
322	не знаем	1	10
323	он может	4	10
324	а на	1	10
325	указывает на	2	10
326	более или	4	9
327	на первый	1	9
328	но эти	4	9
329	только на	3	9
330	себе в	1	9
331	она в	1	9
332	но для	3	9
333	героя и	14	9
334	сюда же	1	9
335	не будет	1	9
336	также не	2	9
337	герой не	2	9
338	социальной жизни	2	9
339	тогда когда	1	9
340	силу и	1	9
341	и так	2	9
342	зависимости от	5	9
343	это и	5	9
344	в свою	1	9
345	целый ряд	2	9
346	на этот	4	9
347	тот же	2	9
348	он должен	2	9
349	зависит от	1	9
350	ты не	1	9
351	вот почему	1	9
352	что за	1	9
353	не могут	10	9
354	в себя	6	9
355	или же	2	9
356	а как	11	9
357	если это	1	9
358	здесь нет	4	9
359	в основе	4	9
360	в истории	2	9
361	с его	11	9
362	из него	1	9
363	же не	4	9
364	с другом	3	9
365	или менее	4	9
366	но здесь	4	9
367	стороны и	4	9
368	приводит к	8	9
369	что на	1	9
370	по этому	1	9
371	жизни и	3	9
372	этот материал	1	8
373	только что	1	8
374	и сам	6	8
375	в некотором	1	8
376	именно в	5	8
377	во всяком	7	8
378	он был	2	8
379	из своего	3	8
380	конечно не	4	8
381	это тоже	1	8
382	они должны	1	8
383	с другими	8	8
384	мере того	1	8
385	большинстве случаев	10	8
386	мы будем	2	8
387	не так	1	8
388	та же	1	8
389	также что	1	8
390	подобно тому	3	8
391	из его	3	8
392	именно на	3	8
393	говорят что	1	8
394	у них	1	8
395	независимо от	1	8
396	смысле этого	1	8
397	ту же	2	8
398	и другое	1	8
399	или даже	2	8
400	и потому	7	8
401	но она	1	8
402	не с	1	8
403	же самое	1	8
404	которые в	1	8
405	для этого	3	8
406	одно из	2	8
407	роль в	1	8
408	можно сказать	2	8
409	входит в	9	8
410	в зависимости	5	8
411	она и	1	8
412	здесь же	1	8
413	не дает	3	8
414	ни одной	2	8
415	это положение	1	8
416	образом и	4	8
417	его с	1	8
418	на своем	1	8
419	кажется что	4	8
420	что такое	2	8
421	здесь в	2	8
422	но с	4	8
423	и эта	2	8
424	вообще не	2	8
425	должен быть	1	8
426	он говорит	2	8
427	тому как	3	8
428	в жизни	5	8
429	от того	4	8
430	на это	1	8
431	же относится	1	7
432	не столько	1	7
433	приходит в	2	7
434	первый взгляд	1	7
435	и когда	1	7
436	уже и	2	7
437	землю и	1	7
438	будто бы	1	7
439	тому что	3	7
440	не есть	4	7
441	между собой	2	7
442	о которых	1	7
443	под влиянием	1	7
444	случаев в	2	7
445	в работе	1	7
446	между тем	7	7
447	над ним	1	7
448	если в	1	7
449	и при	2	7
450	самом деле	10	7
451	к которым	1	7
452	нет в	1	7
453	то здесь	1	7
454	что оно	2	7
455	он делает	1	7
456	где он	1	7
457	на самом	5	7
458	что ни	1	7
459	образом в	1	7
460	но эта	5	7
461	герой например	1	7
462	здесь совершенно	1	7
463	в начале	1	7
464	в области	1	7
465	по всему	1	7
466	те же	3	7
467	всякого рода	1	7
468	в каких	1	7
469	как на	4	7
470	он живет	2	7
471	в европе	1	7
472	ее и	1	7
473	в конце	8	7
474	себе и	5	7
475	а только	1	7
476	того же	3	7
477	однако в	3	7
478	не то	1	7
479	был бы	6	7
480	однако что	1	7
481	не знал	2	7
482	совершенно не	5	7
483	то он	3	7
484	того чтобы	2	7
485	им в	1	7
486	если мы	3	7
487	что я	7	7
488	этого слова	3	7
489	всяком случае	4	7
490	он бросает	1	7
491	для него	23	7
492	как у	1	7
493	со своим	2	7
494	а то	3	7
495	с самого	1	7
496	в какой	2	7
497	только у	3	7
498	в большинстве	11	7
499	со своими	2	7
500	и о	7	7
501	об этой	1	7
502	героя но	4	7
503	же и	5	6
504	с героем	3	6
505	между ними	6	6
506	но что	1	6
507	не потому	2	6
508	уже нет	1	6
509	вид что	1	6
510	той же	8	6
511	все его	3	6
512	как можно	2	6
513	с одним	1	6
514	что как	2	6
515	не могла	1	6
516	его как	5	6
517	оно может	2	6
518	нам кажется	7	6
519	меня и	1	6
520	к сожалению	2	6
521	с миром	1	6
522	где нет	1	6
523	это за	1	6
524	героем и	2	6
525	связь и	1	6
526	отсюда же	2	6
527	этих двух	1	6
528	отличие от	4	6
529	также и	3	6
530	одну из	1	6
531	же что	5	6
532	но дело	1	6
533	для того	1	6
534	но тем	1	6
535	он является	3	6
536	самого начала	2	6
537	до того	1	6
538	от себя	1	6
539	так у	1	6
540	и становится	1	6
541	нам важно	2	6
542	то в	2	6
543	с большим	1	6
544	от его	1	6
545	имеется и	2	6
546	и за	1	6
547	что все	2	6
548	тому же	2	6
549	к чему	1	6
550	себе не	2	6
551	я его	1	6
552	даже не	1	6
553	быть и	2	6
554	видим и	1	6
555	были бы	5	6
556	они и	1	6
557	между героем	1	6
558	почти не	3	6
559	отношения к	5	6
560	не на	7	6
561	этой точки	2	6
562	к которой	1	6
563	или как	8	6
564	со всех	1	6
565	и тогда	1	6
566	героя а	6	6
567	своей работе	1	6
568	а я	1	6
569	заметить что	2	6
570	мог бы	1	6
571	он все	3	6
572	же он	1	6
573	в другое	2	6
574	меня не	1	6
575	ничем не	1	6
576	видеть в	2	6
577	из которого	1	6
578	и оно	1	6
579	обстоит дело	1	6
580	вступают в	1	6
581	на ту	1	6
582	и уже	3	6
583	в три	1	5
584	не хочет	3	5
585	в виду	3	5
586	в своих	4	5
587	мы и	2	5
588	и очень	1	5
589	бы в	7	5
590	за ней	1	5
591	во все	2	5
592	только как	2	5
593	ее как	4	5
594	показывает как	1	5
595	или наоборот	2	5
596	и мы	2	5
597	с образом	1	5
598	героя с	6	5
599	нами в	3	5
600	в сторону	2	5
601	проникнуть в	1	5
602	для наших	2	5
603	могла бы	1	5
604	них не	1	5
605	для чего	1	5
606	с ее	1	5
607	это он	1	5
608	ним и	3	5
609	из таких	1	5
610	переносится в	1	5
611	для них	1	5
612	оно не	3	5
613	от своего	2	5
614	их и	2	5
615	можно назвать	1	5
616	да и	2	5
617	о котором	1	5
618	в каком	1	5
619	в главе	1	5
620	ясно и	1	5
621	это только	1	5
622	что если	3	5
623	он как	1	5
624	в совершенно	1	5
625	в отличие	4	5
626	она может	2	5
627	не видит	1	5
628	этом он	1	5
629	эти две	1	5
630	другом месте	1	5
631	по своему	1	5
632	однако не	3	5
633	тоже не	3	5
634	но при	4	5
635	или другого	1	5
636	а ты	1	5
637	которые не	1	5
638	я знаю	1	5
639	еще более	2	5
640	в одно	4	5
641	со своей	1	5
642	к другой	1	5
643	но даже	1	5
644	формы его	1	5
645	самый факт	3	5
646	но этот	1	5
647	художественного творчества	5	5
648	материал в	2	5
649	ней и	1	5
650	в связь	1	5
651	такого рода	1	5
652	несмотря на	7	5
653	его но	1	5
654	видит в	1	5
655	говорит он	6	5
656	в таком	3	5
657	героя из	1	5
658	она или	1	5
659	нем и	1	5
660	друг другу	3	5
661	бы быть	1	5
662	если они	1	5
663	в один	2	5
664	вступить в	1	5
665	как таковой	2	5
666	переходит в	1	5
667	лежит в	2	5
668	вот как	3	5
669	никак не	4	5
670	мы это	1	5
671	одним словом	1	5
672	наших целей	1	5
673	не могло	2	5
674	знает что	2	5
675	ее с	2	5
676	без всякого	1	5
677	том числе	1	5
678	отличается от	5	5
679	или иначе	1	5
680	чтобы быть	1	5
681	им и	1	5
682	мира и	7	5
683	к концу	1	5
684	это было	1	5
685	может иметь	1	5
686	тут и	2	5
687	это в	2	5
688	например у	3	5
689	и социальной	1	5
690	как уже	1	5
691	что из	2	5
692	в самом	17	4
693	только из	1	4
694	героя здесь	1	4
695	до него	1	4
696	его он	1	4
697	в результате	7	4
698	эти три	1	4
699	на которых	1	4
700	относится и	2	4
701	на свою	1	4
702	в мир	4	4
703	что весь	1	4
704	этим он	1	4
705	по своим	4	4
706	быть разрешен	1	4
707	а что	5	4
708	каждый из	1	4
709	знаем о	1	4
710	в действительности	1	4
711	уже у	1	4
712	собственно не	1	4
713	на пути	2	4
714	друг на	2	4
715	на одну	2	4
716	могло бы	1	4
717	формы в	1	4
718	во всей	3	4
719	что именно	1	4
720	он сам	5	4
721	и во	3	4
722	к этим	2	4
723	герой и	3	4
724	к их	1	4
725	чем в	3	4
726	одном из	2	4
727	из одного	8	4
728	достаточно чтобы	2	4
729	нами как	1	4
730	него есть	1	4
731	вера в	1	4
732	три раза	1	4
733	где же	1	4
734	иметь в	2	4
735	и знает	1	4
736	как один	2	4
737	не раз	2	4
738	того кто	1	4
739	что есть	1	4
740	в ответ	1	4
741	следует за	1	4
742	от нее	2	4
743	он уже	1	4
744	она знает	1	4
745	так или	1	4
746	сами по	4	4
747	впечатление что	1	4
748	себя за	1	4
749	на друга	2	4
750	по сравнению	1	4
751	быть не	1	4
752	с которой	2	4
753	и больше	1	4
754	которых он	1	4
755	новые и	1	4
756	но на	3	4
757	он становится	1	4
758	в литературе	4	4
759	героя или	1	4
760	не существует	1	4
761	в стороне	1	4
762	есть в	2	4
763	перейти к	1	4
764	говорит об	1	4
765	а так	1	4
766	особенно в	2	4
767	а его	2	4
768	две стороны	1	4
769	важна не	1	4
770	выходит из	1	4
771	в свои	1	4
772	человека с	1	4
773	человека и	2	4
774	явление в	1	4
775	другой и	1	4
776	превращения в	1	4
777	хотя он	1	4
778	что было	6	4
779	теперь мы	1	4
780	ведет к	1	4
781	правда в	2	4
782	он по	1	4
783	так чтобы	7	4
784	силы и	1	4
785	в руках	3	4
786	он получает	1	4
787	здесь имеет	1	4
788	перед ним	1	4
789	в чистом	1	4
790	все время	3	4
791	и вообще	1	4
792	исходит из	1	4
793	бросает в	2	4
794	который в	1	4
795	на почве	5	4
796	она ему	1	4
797	с точки	21	4
798	как раз	9	4
799	не от	1	4
800	прямо не	1	4
801	они могут	4	4
802	что их	1	4
803	мы проследим	1	4
804	таким является	1	4
805	здесь как	1	4
806	как человек	3	4
807	где герой	1	4
808	можно сделать	1	4
809	если же	7	4
810	бы его	1	4
811	найти в	1	4
812	особое внимание	1	4
813	до его	1	4
814	эту задачу	1	4
815	все в	3	4
816	к иному	1	4
817	что касается	1	4
818	знаю что	4	4
819	и вызывает	2	4
820	себя и	5	4
821	все они	2	4
822	еще и	1	4
823	и между	1	4
824	на столе	1	4
825	она все	1	4
826	принадлежит к	1	4
827	их с	1	4
828	в чужую	1	4
829	можно собрать	1	4
830	ни с	1	4
831	на тех	1	4
832	почти никогда	1	4
833	этой формы	1	4
834	входить в	1	4
835	дело в	2	4
836	нисколько не	3	4
837	войти в	2	4
838	для героя	1	4
839	ему как	1	4
840	но конечно	1	4
841	искать в	2	4
842	не могу	1	4
843	во второй	2	4
844	в человеческом	1	4
845	только то	3	4
846	как не	9	4
847	слова в	12	4
848	тех которые	1	4
849	быть только	1	4
850	и новые	1	4
851	понял что	1	3
852	было так	1	3
853	является в	2	3
854	которые здесь	1	3
855	а у	1	3
856	на своей	1	3
857	мы находим	1	3
858	тем как	5	3
859	него в	5	3
860	человек в	1	3
861	он у	2	3
862	эти черты	1	3
863	к самому	2	3
864	не его	1	3
865	не непосредственно	1	3
866	не могли	1	3
867	раз и	6	3
868	в противоположность	2	3
869	о них	1	3
870	не обязательно	1	3
871	отметить что	1	3
872	приносит с	1	3
873	из всех	1	3
874	в голове	1	3
875	нигде не	1	3
876	и вступает	1	3
877	будет сказать	1	3
878	что даже	1	3
879	точка зрения	13	3
880	бы то	3	3
881	она имеет	2	3
882	не при	1	3
883	здесь могут	1	3
884	об одном	1	3
885	увидим дальше	2	3
886	этой же	1	3
887	вопрос мы	1	3
888	форма его	1	3
889	которого он	1	3
890	под его	2	3
891	их он	1	3
892	так сказать	9	3
893	воздействия на	1	3
894	могли бы	2	3
895	о себе	19	3
896	но можно	1	3
897	и быть	1	3
898	становится и	1	3
899	и приносит	1	3
900	оно и	2	3
901	и та	1	3
902	вот в	1	3
903	говорили что	1	3
904	но тут	1	3
905	центр тяжести	1	3
906	даже если	1	3
907	который был	1	3
908	показывает нам	1	3
909	чтобы не	1	3
910	поэтому он	2	3
911	дальше что	1	3
912	его уже	1	3
913	которые он	1	3
914	явление но	1	3
915	была бы	5	3
916	поэтому в	3	3
917	чего герой	1	3
918	один вид	1	3
919	другой вопрос	1	3
920	к его	1	3
921	бы не	2	3
922	ему и	1	3
923	к другому	6	3
924	такое положение	1	3
925	можно в	1	3
926	это все	1	3
927	только один	1	3
928	он подошел	1	3
929	как если	3	3
930	переходит к	2	3
931	выражения как	1	3
932	необходимо указать	1	3
933	при анализе	1	3
934	тем же	3	3
935	этой мысли	1	3
936	в самую	1	3
937	о смысле	1	3
938	только при	1	3
939	нельзя сказать	2	3
940	в особом	4	3
941	как к	3	3
942	именно к	2	3
943	то они	2	3
944	на языке	2	3
945	когда они	1	3
946	принимает форму	1	3
947	существа и	1	3
948	кто он	3	3
949	все равно	2	3
950	это предположение	1	3
951	нет мы	1	3
952	героя герой	1	3
953	от всех	1	3
954	с теми	1	3
955	слагается из	1	3
956	на одном	1	3
957	и могут	3	3
958	в такой	1	3
959	один и	1	3
960	ему не	2	3
961	и хочет	1	3
962	и происходит	1	3
963	это как	1	3
964	относится например	1	3
965	рассматривать как	1	3
966	он их	1	3
967	эту функцию	2	3
968	и вне	1	3
969	никому не	2	3
970	мы обратимся	1	3
971	которая была	1	3
972	на эти	1	3
973	роль и	1	3
974	которая в	1	3
975	совершенно очевидно	1	3
976	они уже	3	3
977	она уже	1	3
978	в борьбе	1	3
979	из нее	1	3
980	и должен	1	3
981	и нет	6	3
982	при всей	2	3
983	но то	1	3
984	а пока	1	3
985	н я	1	3
986	этого мира	6	3
987	что еще	1	3
988	вследствие чего	1	3
989	так то	1	3
990	же она	2	3
991	этот образ	1	3
992	он узнает	1	3
993	героя то	2	3
994	едва ли	1	3
995	и весь	1	3
996	должно быть	8	3
997	и заставляет	1	3
998	этого он	1	3
999	есть у	1	3
1000	ни было	4	3
1001	все новые	1	3
1002	этими двумя	1	3
1003	входят в	2	3
1004	как же	6	3
1005	говорит в	1	3
1006	как его	4	3
1007	и именно	1	3
1008	есть та	1	3
1009	здесь перед	1	3
1010	не существенно	2	3
1011	того он	1	3
1012	из другого	1	3
1013	даже там	2	3
1014	именно как	2	3
1015	вошел в	1	3
1016	нет но	2	3
1017	то ни	3	3
1018	героя за	1	3
1019	но зато	2	3
1020	сюда относятся	1	3
1021	все те	3	3
1022	души в	2	3
1023	а от	1	3
1024	сравнительно с	1	3
1025	почему же	2	3
1026	и каждый	1	3
1027	их к	1	3
1028	сам в	1	3
1029	связь в	1	3
1030	ней в	1	3
1031	которые были	2	3
1032	вот он	1	3
1033	всего в	2	3
1034	героя не	5	3
1035	к одной	1	3
1036	в языке	1	3
1037	только не	2	3
1038	и вполне	2	3
1039	все то	5	3
1040	оно есть	1	3
1041	не делает	1	3
1042	которые могут	1	3
1043	как нам	3	3
1044	своей жизни	2	3
1045	в которые	2	3
1046	сливается с	6	3
1047	сравнению с	1	3
1048	вследствие этого	2	3
1049	уже говорили	3	3
1050	и до	6	3
1051	просто на	1	3
1052	не делают	1	3
1053	точку зрения	7	3
1054	подойти к	1	3
1055	из этой	1	3
1056	нет ни	2	3
1057	с начала	2	3
1058	и соответствующие	2	3
1059	что так	2	3
1060	в формах	3	3
1061	о герое	5	3
1062	только он	2	3
1063	непосредственно в	2	3
1064	просто как	1	3
1065	из двух	1	3
1066	бы с	2	3
1067	строится на	1	3
1068	является не	2	3
1069	бы дать	1	3
1070	и рассказ	3	3
1071	другом случае	2	3
1072	себе что	2	3
1073	выйти за	2	3
1074	пор не	1	3
1075	идет речь	1	3
1076	которых они	1	3
1077	как из	1	3
1078	знает и	1	3
1079	как их	4	3
1080	бы он	4	3
1081	в эти	1	3
1082	само по	4	3
1083	они являются	1	2
1084	сам был	2	2
1085	с которыми	1	2
1086	отчего же	3	2
1087	теперь что	1	2
1088	истории его	1	2
1089	в большей	2	2
1090	у его	1	2
1091	наш герой	1	2
1092	же эти	1	2
1093	и дух	1	2
1094	в центре	1	2
1095	к другу	1	2
1096	берет его	1	2
1097	от одного	2	2
1098	именно и	3	2
1099	героя как	2	2
1100	жизнь в	2	2
1101	это те	1	2
1102	к другим	1	2
1103	целое и	1	2
1104	можно еще	1	2
1105	и перед	2	2
1106	и земли	2	2
1107	здесь происходит	1	2
1108	большей или	2	2
1109	функций в	2	2
1110	из героев	2	2
1111	мы считаем	1	2
1112	свою собственную	1	2
1113	для выражения	1	2
1114	и иногда	2	2
1115	не служит	2	2
1116	здесь конечно	3	2
1117	а порой	1	2
1118	можно не	1	2
1119	очень важное	1	2
1120	отсюда и	3	2
1121	и становятся	1	2
1122	характер в	1	2
1123	е для	1	2
1124	сюжета мы	1	2
1125	дать ответ	1	2
1126	природы но	1	2
1127	свою очередь	1	2
1128	свой материал	2	2
1129	с другим	1	2
1130	герой может	1	2
1131	и еще	2	2
1132	имеется одно	1	2
1133	него не	4	2
1134	в основу	1	2
1135	эти вопросы	1	2
1136	увидим в	1	2
1137	чего он	1	2
1138	в тягость	5	2
1139	человека а	1	2
1140	перед нею	1	2
1141	мы привели	1	2
1142	мышления и	1	2
1143	но из	1	2
1144	так он	1	2
1145	и чрезвычайно	1	2
1146	за пределами	2	2
1147	наконец он	2	2
1148	не путем	1	2
1149	словом в	4	2
1150	а за	3	2
1151	ее от	1	2
1152	дано в	3	2
1153	человек и	2	2
1154	характер и	1	2
1155	не вытекает	1	2
1156	по одному	1	2
1157	особенности в	1	2
1158	данного типа	1	2
1159	и следовательно	7	2
1160	говорилось о	1	2
1161	не нужно	2	2
1162	вводит в	3	2
1163	в каждом	15	2
1164	полное совпадение	1	2
1165	т п	10	2
1166	он ничего	2	2
1167	и социальном	1	2
1168	этих трех	3	2
1169	на свой	6	2
1170	одно и	1	2
1171	часто не	1	2
1172	есть герой	1	2
1173	он пишет	2	2
1174	она была	1	2
1175	меняется и	1	2
1176	он еще	1	2
1177	или наконец	4	2
1178	опять к	1	2
1179	ту сторону	2	2
1180	что для	2	2
1181	материала в	1	2
1182	и ты	1	2
1183	индивидуального облика	1	2
1184	из самых	1	2
1185	бы ни	3	2
1186	сказать о	2	2
1187	это совершенно	1	2
1188	героя он	1	2
1189	она является	2	2
1190	и самый	1	2
1191	в последнем	1	2
1192	и должны	1	2
1193	что этим	1	2
1194	на первом	1	2
1195	оно было	1	2
1196	связей с	1	2
1197	другого человека	7	2
1198	сам по	2	2
1199	действует в	1	2
1200	к ложным	1	2
1201	сюжета и	1	2
1202	вместо того	1	2
1203	важно не	2	2
1204	делают его	2	2
1205	мы остановимся	3	2
1206	эти явления	1	2
1207	быть назван	1	2
1208	все как	1	2
1209	или совершенно	1	2
1210	автор не	2	2
1211	не трудно	1	2
1212	не входит	5	2
1213	к той	1	2
1214	показать как	1	2
1215	дальнейшее развитие	1	2
1216	или этот	1	2
1217	тогда я	1	2
1218	наконец в	4	2
1219	он часто	1	2
1220	остается только	1	2
1221	со всей	1	2
1222	чтобы она	1	2
1223	нет например	1	2
1224	от других	1	2
1225	организации и	1	2
1226	надо еще	1	2
1227	отсюда вытекает	1	2
1228	стороны эта	1	2
1229	как например	2	2
1230	эта вера	1	2
1231	затем его	1	2
1232	нет и	1	2
1233	в данной	1	2
1234	событий в	1	2
1235	глубже чем	1	2
1236	но значение	1	2
1237	а уж	1	2
1238	они еще	1	2
1239	обойти его	1	2
1240	не из	3	2
1241	у вас	2	2
1242	объяснение этого	1	2
1243	и всякий	1	2
1244	не поддается	2	2
1245	перестает быть	4	2
1246	они входят	1	2
1247	для всего	1	2
1248	что с	1	2
1249	слова а	2	2
1250	таком случае	1	2
1251	себе но	2	2
1252	ее нельзя	1	2
1253	соответственно этому	1	2
1254	иначе обстоит	1	2
1255	этом не	2	2
1256	стремление к	1	2
1257	и со	4	2
1258	и выходит	2	2
1259	не создает	1	2
1260	видим не	1	2
1261	жизнь уже	1	2
1262	с изображением	1	2
1263	эти же	1	2
1264	друга но	1	2
1265	к одному	7	2
1266	перед тем	1	2
1267	в полной	1	2
1268	быть объяснены	1	2
1269	такие же	1	2
1270	случае если	1	2
1271	с полным	1	2
1272	на другое	1	2
1273	позволяет нам	1	2
1274	уже после	2	2
1275	как таковые	1	2
1276	форма есть	1	2
1277	не следует	1	2
1278	людей он	1	2
1279	как этот	1	2
1280	он его	1	2
1281	числе и	1	2
1282	случае это	1	2
1283	имеет еще	1	2
1284	из условий	1	2
1285	действительно не	1	2
1286	место в	1	2
1287	дело конечно	1	2
1288	я все	1	2
1289	идет не	2	2
1290	же это	1	2
1291	человек не	1	2
1292	может и	1	2
1293	в мышлении	1	2
1294	дело здесь	2	2
1295	образов и	1	2
1296	себе а	3	2
1297	мир не	1	2
1298	почва для	1	2
1299	они друг	1	2
1300	изнутри и	1	2
1301	в момент	1	2
1302	всего человека	1	2
1303	сама по	5	2
1304	отношения не	1	2
1305	быть сделан	1	2
1306	учителя и	1	2
1307	это лишь	1	2
1308	души человеческой	3	2
1309	которой они	1	2
1310	что дело	1	2
1311	одному из	1	2
1312	и другими	1	2
1313	е не	2	2
1314	входящий в	2	2
1315	могла быть	1	2
1316	весь этот	2	2
1317	к более	2	2
1318	предмет и	1	2
1319	духа в	1	2
1320	был очень	1	2
1321	ней так	1	2
1322	не стало	1	2
1323	на материале	5	2
1324	одно время	1	2
1325	на западе	2	2
1326	случае они	1	2
1327	случайно и	2	2
1328	и наиболее	1	2
1329	не боится	1	2
1330	от лица	1	2
1331	материал но	1	2
