N	2gram	Vygotskiy_	Problema
310	но он	8	10
311	что для	2	10
312	один из	4	10
313	от нас	1	10
314	со всеми	2	10
315	бы не	1	10
316	что оно	9	10
317	бы даже	1	10
318	в одном	3	10
319	и которые	2	10
320	представление о	2	10
321	отличается от	2	10
322	которые мы	2	10
323	все время	3	10
324	не то	5	10
325	в заключение	1	10
326	это будет	2	10
327	и сама	1	10
328	он в	3	10
329	однако в	1	10
330	из которых	3	10
331	не имеют	4	10
332	относится к	3	10
333	внимание на	1	10
334	общего и	1	10
335	или менее	1	10
336	только то	4	10
337	слова и	3	10
338	и другие	13	9
339	что если	6	9
340	говоря уже	1	9
341	в своих	5	9
342	их в	3	9
343	вопрос о	15	9
344	что даже	1	9
345	представить себе	2	9
346	не нужно	2	9
347	как иначе	1	9
348	в тех	2	9
349	тогда когда	10	9
350	в которых	2	9
351	о котором	1	9
352	то он	1	9
353	только тогда	5	9
354	того как	6	9
355	но эта	1	9
356	она не	2	9
357	которые в	4	9
358	само собой	3	9
359	находим в	1	9
360	языка и	6	9
361	в жизни	2	9
362	только для	2	9
363	бы в	6	9
364	мы говорили	5	9
365	здесь мы	1	9
366	с ней	3	9
367	известного рода	1	9
368	в условиях	3	9
369	это было	1	9
370	как же	2	9
371	идет речь	1	9
372	и наконец	3	9
373	во всем	2	8
374	является в	2	8
375	только что	6	8
376	с этой	8	8
377	является для	2	8
378	или вернее	1	8
379	он был	1	8
380	во всей	3	8
381	тем же	1	8
382	что при	4	8
383	но для	3	8
384	от этого	1	8
385	между собой	17	8
386	а потом	1	8
387	почти всегда	2	8
388	иметь в	1	8
389	и по	5	8
390	с ее	1	8
391	и самый	2	8
392	и при	4	8
393	только еще	1	8
394	к его	4	8
395	никто не	2	8
396	из этих	2	8
397	и больше	1	8
398	только с	1	8
399	только потому	1	8
400	значение в	3	8
401	мы будем	4	8
402	на его	4	8
403	еще в	3	8
404	в период	1	8
405	для всех	2	8
406	были бы	1	8
407	которые не	5	8
408	как они	4	8
409	как только	4	8
410	если в	4	8
411	входит в	1	8
412	в чистом	1	8
413	и он	3	8
414	ни было	1	8
415	себе и	1	8
416	чистом виде	1	8
417	если же	1	8
418	которое мы	1	8
419	не значит	1	8
420	в силу	14	8
421	том как	3	8
422	а если	2	8
423	и понятие	3	8
424	в сознании	5	8
425	для него	9	8
426	говорим о	2	8
427	а то	1	8
428	является не	2	8
429	с самого	8	8
430	как он	7	8
431	даже в	1	7
432	но что	6	7
433	во все	1	7
434	из себя	1	7
435	что их	2	7
436	она есть	1	7
437	в понятии	1	7
438	а с	3	7
439	но вот	1	7
440	в случае	2	7
441	или иные	1	7
442	для чего	1	7
443	своего собственного	3	7
444	оно не	2	7
445	быть даже	1	7
446	виде как	1	7
447	эта последняя	1	7
448	к другому	3	7
449	общего между	2	7
450	и поэтому	2	7
451	что понятие	5	7
452	одной из	5	7
453	на этот	9	7
454	находятся в	3	7
455	мы могли	16	7
456	была бы	1	7
457	перейти к	4	7
458	в такой	5	7
459	мере в	5	7
460	же это	1	7
461	это в	2	7
462	не можем	2	7
463	что на	2	7
464	еще более	5	7
465	он является	1	7
466	уже о	2	7
467	самого начала	8	7
468	есть по	1	7
469	тому же	3	7
470	на тот	1	7
471	же как	9	7
472	даже не	1	7
473	в советской	1	7
474	однако и	1	7
475	нашего исследования	4	7
476	не на	5	7
477	учения о	2	7
478	и так	1	7
479	в основе	12	7
480	сейчас мы	2	7
481	друг друга	1	7
482	хотели бы	1	7
483	мы возьмем	1	7
484	этой области	3	7
485	ее в	3	7
486	сознания и	3	7
487	может иметь	3	7
488	в какой	8	7
489	что касается	1	7
490	с понятием	2	7
491	с которыми	2	6
492	не как	3	6
493	а есть	1	6
494	уже на	3	6
495	или другие	1	6
496	предмета и	2	6
497	тем или	2	6
498	в действительности	6	6
499	с самой	1	6
500	знака в	1	6
501	имеем в	1	6
502	от всякого	2	6
503	что именно	4	6
504	уже по	5	6
505	не имеющих	1	6
506	мышления и	8	6
507	до конца	3	6
508	есть просто	1	6
509	после этого	1	6
510	является чем-то	3	6
511	или не	2	6
512	но когда	2	6
513	и речи	1	6
514	по своей	7	6
515	заставляет нас	1	6
516	в общем	1	6
517	сказать о	1	6
518	в него	1	6
519	понятия и	11	6
520	в статье	1	6
521	и делает	2	6
522	функции в	4	6
523	отношения к	2	6
524	том смысле	1	6
525	этот вопрос	8	6
526	зависимости от	3	6
527	и уже	1	6
528	с которой	2	6
529	именно на	1	6
530	имеет никакого	1	6
531	но который	2	6
532	и после	1	6
533	могут быть	7	6
534	то мы	1	6
535	и всегда	1	6
536	независимо от	3	6
537	просто как	1	6
538	и может	4	6
539	но она	1	6
540	к ней	1	6
541	и слишком	1	6
542	себе а	1	6
543	самого себя	1	6
544	есть прежде	1	6
545	если он	4	6
546	гораздо больше	1	6
547	нам представляется	1	6
548	и того	8	6
549	к другой	2	6
550	на первом	1	6
551	как оно	1	6
552	как на	4	6
553	в зависимости	2	6
554	не мог	1	6
555	есть также	1	6
556	вся эта	1	6
557	содержится в	5	6
558	нельзя сказать	1	6
559	не знает	6	6
560	прежде чем	2	6
561	содержания и	2	6
562	же мы	2	6
563	во время	1	6
564	и ничего	1	6
565	можно только	2	6
566	как таковой	2	6
567	в слове	1	6
568	в известном	9	6
569	и той	3	6
570	этого слова	3	6
571	с его	3	6
572	одним и	1	6
573	этом отношении	7	6
574	но с	2	6
575	без всяких	2	6
576	по существу	5	6
577	с той	1	6
578	часто бывает	1	6
579	только к	4	6
580	первый план	2	6
581	которую мы	3	6
582	который мы	2	6
583	в теории	4	6
584	дело не	2	6
585	мы его	4	6
586	когда он	3	6
587	факт что	1	6
588	стороны и	3	6
589	само по	2	6
590	в настоящем	1	5
591	если его	1	5
592	языке и	1	5
593	имеют ничего	2	5
594	из самых	1	5
595	или на	2	5
596	требует для	1	5
597	в этот	4	5
598	это же	1	5
599	и когда	1	5
600	к этому	7	5
601	первого взгляда	1	5
602	виде и	1	5
603	которого он	2	5
604	я не	6	5
605	обстоятельство что	5	5
606	по одному	5	5
607	в каждом	1	5
608	если оно	1	5
609	о предмете	1	5
610	одно и	2	5
611	чем больше	1	5
612	и тот	5	5
613	и хотя	2	5
614	доходит до	1	5
615	говорили что	2	5
616	между тем	5	5
617	нам кажется	2	5
618	мы видели	10	5
619	первую очередь	4	5
620	утверждать что	1	5
621	но зато	1	5
622	его на	2	5
623	сводится к	1	5
624	подобно тому	6	5
625	нам в	2	5
626	мы начинаем	1	5
627	и будет	1	5
628	только одной	2	5
629	своей собственной	2	5
630	только один	4	5
631	это является	1	5
632	он должен	9	5
633	из отдельных	1	5
634	для всякого	1	5
635	что с	7	5
636	раз в	4	5
637	что ни	1	5
638	том виде	1	5
639	с теми	1	5
640	этот раз	1	5
641	чем мы	1	5
642	предмета но	1	5
643	с первого	2	5
644	себе что	1	5
645	предмета так	1	5
646	этой теории	9	5
647	и понятия	1	5
648	которая и	1	5
649	все что	2	5
650	оказывается не	2	5
651	нами в	4	5
652	этой последней	2	5
653	в собственном	2	5
654	до того	4	5
655	действительности в	1	5
656	в первую	4	5
657	больше чем	6	5
658	находит в	1	5
659	которой он	1	5
660	и мышления	2	5
661	представляется что	1	5
662	с этими	1	5
663	себя в	4	5
664	том чтобы	3	5
665	от его	1	5
666	должно быть	10	5
667	но еще	1	5
668	сама же	1	5
669	по мнению	2	5
670	мы действительно	2	5
671	от тех	1	5
672	во внимание	4	5
673	одним из	4	5
674	как его	2	5
675	в свете	4	5
676	чтобы понять	2	5
677	для его	2	5
678	что эта	7	5
679	хотя в	2	5
680	какой мере	1	5
681	стороны это	1	5
682	этот предмет	2	5
683	там где	2	5
684	имеет свою	5	5
685	есть как	1	5
686	собственном смысле	2	5
687	образом и	1	5
688	не требует	3	5
689	и этого	1	5
690	в область	2	5
691	в наших	2	5
692	же о	1	5
693	можно даже	1	5
694	без которых	1	5
695	ли он	1	5
696	знает что	5	5
697	которая не	1	5
698	этих случаях	1	5
699	не должны	2	5
700	здесь и	1	5
701	а вовсе	1	5
702	смысле что	1	5
703	они не	7	5
704	том числе	2	5
705	без этого	1	5
706	но по	1	5
707	говорили выше	2	5
708	он говорит	3	5
709	его не	1	5
710	тому как	6	5
711	в пределах	6	5
712	от того	8	5
713	которые тоже	1	5
714	лишь в	1	5
715	отношение к	12	5
716	для обозначения	1	5
717	только по	4	5
718	анализа и	1	5
719	и прежде	1	5
720	в известной	3	5
721	к другу	4	4
722	более общее	1	4
723	чем оно	3	4
724	думается что	5	4
725	в общую	1	4
726	есть функция	1	4
727	понимается как	1	4
728	в духе	1	4
729	ни одна	1	4
730	на свою	2	4
731	к другим	2	4
732	мы получаем	1	4
733	на эту	1	4
734	является то	4	4
735	но мы	7	4
736	этим мы	1	4
737	не могли	1	4
738	знал что	1	4
739	говорим что	2	4
740	значения слова	1	4
741	ничто не	3	4
742	но эти	1	4
743	и те	2	4
744	к ним	2	4
745	теории и	4	4
746	вернее сказать	1	4
747	на котором	3	4
748	как нам	1	4
749	она в	1	4
750	это обстоятельство	1	4
751	для своего	1	4
752	бы что	2	4
753	существует только	2	4
754	мы это	2	4
755	и всю	1	4
756	больше и	1	4
757	под влиянием	4	4
758	нашего сознания	1	4
759	тот момент	4	4
760	тем и	2	4
761	то во	1	4
762	должны были	3	4
763	а тем	2	4
764	что во	1	4
765	что только	3	4
766	для построения	1	4
767	в одну	1	4
768	от нее	1	4
769	и самое	1	4
770	друг к	3	4
771	и должны	1	4
772	целое и	1	4
773	особого рода	1	4
774	с целью	1	4
775	совершенно правильно	1	4
776	мы встречаемся	1	4
777	и они	1	4
778	даже сказать	1	4
779	в свою	5	4
780	самым мы	2	4
781	не быть	1	4
782	и независимо	1	4
783	мы хотели	1	4
784	и наиболее	2	4
785	что такая	1	4
786	той же	7	4
787	начиная с	1	4
788	именно то	3	4
789	и значит	1	4
790	у них	1	4
791	указанием на	1	4
792	этот путь	2	4
793	но на	2	4
794	о значении	1	4
795	на что	1	4
796	ничего кроме	3	4
797	только его	2	4
798	на отдельные	2	4
799	с их	4	4
800	что является	2	4
801	на нее	2	4
802	нас к	6	4
803	бы нам	2	4
804	которые являются	2	4
805	на одном	2	4
806	разница между	1	4
807	отличие от	3	4
808	но всегда	1	4
809	то обстоятельство	5	4
810	а главное	1	4
811	нам о	1	4
812	числе и	2	4
813	эту тему	1	4
814	огромное значение	1	4
815	это можно	1	4
816	от него	3	4
817	новое и	1	4
818	эта теория	5	4
819	к этой	3	4
820	дело с	2	4
821	во втором	2	4
822	остановиться на	3	4
823	требует от	6	4
824	собой разумеется	1	4
825	и просто	1	4
826	равно как	1	4
827	за ним	1	4
828	например в	1	4
829	в корне	2	4
830	мы только	1	4
831	множество других	1	4
832	логики и	1	4
833	этого понятия	3	4
834	мы увидим	3	4
835	в глаза	1	4
836	всегда и	1	4
837	но они	2	4
838	должен быть	1	4
839	наряду с	3	4
840	для ее	1	4
841	имеем дело	2	4
842	если эта	1	4
843	собой и	3	4
844	сейчас в	1	4
845	прийти к	1	4
846	это мы	3	4
847	которое в	1	4
848	от одной	2	4
849	и вместе	1	4
850	виде так	1	4
851	представляется нам	4	4
852	предмета на	1	4
853	но к	1	4
854	вопроса о	5	4
855	именно потому	3	4
856	и понятием	1	4
857	понятий в	24	4
858	на который	2	4
859	мы называем	1	4
860	и никогда	1	4
861	и др	1	4
862	с которым	2	4
863	что без	1	4
864	бы оно	3	4
865	иное чем	1	4
866	а как	1	4
867	которого мы	2	4
868	не отличается	1	4
869	к одной	1	4
870	которых мы	1	4
871	и менее	1	4
872	в сущности	17	4
873	этой точки	7	4
874	себя и	2	4
875	связаны между	3	4
876	друг от	5	4
877	это понятие	3	4
878	не потому	1	4
879	из него	3	4
880	только тем	1	4
881	мог бы	1	4
882	не стоит	1	4
883	они вовсе	1	4
884	дает нам	1	4
885	ему в	2	4
886	и за	1	4
887	исследования мы	2	4
888	если даже	3	4
889	чем он	5	4
890	от друга	5	4
891	что к	2	4
892	и которая	1	4
893	в ту	1	4
894	при таком	1	4
895	другом случае	2	4
896	что эти	4	4
897	всю свою	1	4
898	есть чисто	1	4
899	столько же	1	4
900	так чтобы	1	4
901	что из	1	4
902	на всю	2	4
903	еще на	1	4
904	скажем что	1	4
905	значение слова	4	4
906	вообще все	1	4
907	одного из	1	4
908	бы он	1	4
909	образов и	1	4
910	эти два	1	4
911	гуманитарных наук	1	4
912	более не	1	3
913	они являются	2	3
914	рабочих и	1	3
915	зрения на	1	3
916	этого необходимо	1	3
917	этого однако	1	3
918	он видит	1	3
919	не столько	3	3
920	до последнего	1	3
921	и другим	2	3
922	существует ли	2	3
923	когда это	2	3
924	функций в	1	3
925	есть возможность	1	3
926	свою собственную	1	3
927	и возможность	1	3
928	значение этого	1	3
929	можем говорить	2	3
930	значение только	1	3
931	языка в	1	3
932	что всякое	3	3
933	представляет собой	11	3
934	с трудом	1	3
935	что вся	1	3
936	одной и	3	3
937	образом что	2	3
938	предметов с	1	3
939	может ли	2	3
940	что существует	1	3
941	они должны	1	3
942	образом как	1	3
943	путь от	4	3
944	находится в	2	3
945	чего он	3	3
946	в отдельных	1	3
947	не будут	1	3
948	для этой	1	3
949	но так	1	3
950	и которое	3	3
951	но тем	1	3
952	мы видим	6	3
953	к их	2	3
954	на которую	1	3
955	подобно этому	2	3
956	что уже	3	3
957	действительности мы	1	3
958	этом понятии	1	3
959	и крестьян	1	3
960	это слово	3	3
961	совершенно ясно	2	3
962	чем в	6	3
963	необходимы для	2	3
964	этот вывод	1	3
965	если я	4	3
966	здесь мыслится	1	3
967	а для	1	3
968	что хотя	1	3
969	нами как	1	3
970	это вполне	1	3
971	ведь в	1	3
972	эти слова	1	3
973	на чем	1	3
974	от которых	1	3
975	ничего нового	1	3
976	только одним	2	3
977	относится и	1	3
978	и знает	1	3
979	вот в	1	3
980	все дело	2	3
981	образом в	2	3
982	его к	2	3
983	появляется у	1	3
984	для тех	1	3
985	в какой-то	1	3
986	новых и	1	3
987	на нем	2	3
988	его из	1	3
989	о той	1	3
990	понимать что	1	3
991	к выводу	3	3
992	для человека	1	3
993	и максимально	1	3
994	выражается в	1	3
995	слово дом	1	3
996	связанные с	6	3
997	сравнению с	9	3
998	сейчас же	2	3
999	представляется в	1	3
1000	к той	1	3
1001	такое положение	1	3
1002	в природе	1	3
1003	который он	1	3
1004	понятий не	6	3
1005	и состоит	1	3
1006	мысли и	7	3
1007	в очень	1	3
1008	и заключается	2	3
1009	по сравнению	9	3
1010	оно является	4	3
1011	в новой	5	3
1012	со всей	1	3
1013	речь идет	1	3
1014	на основании	2	3
1015	в совершенно	2	3
1016	знаем что	2	3
1017	каждый из	1	3
1018	в отличие	3	3
1019	которые уже	1	3
1020	что самый	1	3
1021	его только	1	3
1022	котором мы	1	3
1023	есть миф	1	3
1024	имеет и	1	3
1025	к предмету	2	3
1026	это одно	1	3
1027	разных предметов	1	3
1028	мышления в	4	3
1029	может не	3	3
1030	что значит	3	3
1031	естественно что	4	3
1032	где он	1	3
1033	чем перейти	2	3
1034	имел в	1	3
1035	а все	1	3
1036	бы для	1	3
1037	как такая	1	3
1038	мы никогда	1	3
1039	слова есть	1	3
1040	один и	5	3
1041	о понятии	2	3
1042	а он	1	3
1043	в одной	2	3
1044	этих двух	4	3
1045	стоит и	1	3
1046	и человека	2	3
1047	и других	7	3
1048	эти последние	1	3
1049	в самых	4	3
1050	но при	2	3
1051	даже самое	2	3
1052	кто не	2	3
1053	что нам	3	3
1054	есть закон	1	3
1055	для такого	1	3
1056	одного и	9	3
1057	различие в	3	3
1058	место в	2	3
1059	происходит в	3	3
1060	и сами	2	3
1061	что было	2	3
1062	которая была	1	3
1063	выводу что	3	3
1064	которая в	3	3
1065	нечто такое	2	3
1066	которой они	1	3
1067	случае он	1	3
1068	от этих	1	3
1069	которых она	1	3
1070	в первом	4	3
1071	из нее	5	3
1072	результате этого	1	3
1073	мысль о	1	3
1074	и требует	2	3
1075	ведь когда	1	3
1076	не обладают	1	3
1077	остается только	2	3
1078	вот почему	3	3
1079	и другой	2	3
1080	одному тому	2	3
1081	поэтому мы	1	3
1082	с помощью	32	3
1083	к проблеме	2	3
1084	оно было	1	3
1085	говорит что	7	3
1086	то как	3	3
1087	предмета который	1	3
1088	всего этого	1	3
1089	но этот	3	3
1090	так то	1	3
1091	тех случаях	1	3
1092	быть в	3	3
1093	это отношение	1	3
1094	в голове	2	3
1095	смысле как	1	3
1096	отражение в	1	3
1097	после того	2	3
1098	и эту	1	3
1099	самим же	1	3
1100	речь не	3	3
1101	значением слова	1	3
1102	к действию	2	3
1103	что между	5	3
1104	видит в	1	3
1105	в мысли	8	3
1106	не говорит	3	3
1107	и своего	1	3
1108	в последние	1	3
1109	типа и	1	3
1110	выше мы	1	3
1111	понятие не	1	3
1112	речи или	1	3
1113	должен был	3	3
1114	вообще в	2	3
1115	на этом	8	3
1116	перехода от	3	3
1117	на другой	1	3
1118	нет никаких	2	3
1119	отношение между	4	3
1120	в системе	4	3
1121	всех других	1	3
1122	сущности говоря	5	3
1123	такое что	1	3
1124	понятия но	1	3
1125	известном смысле	7	3
1126	друг другу	2	3
1127	рассматривается как	1	3
1128	в первой	2	3
1129	столь же	5	3
1130	значения как	1	3
1131	и нельзя	1	3
1132	многие другие	1	3
1133	а потому	3	3
1134	значений слова	1	3
1135	только более	1	3
1136	мы назвали	1	3
1137	должна быть	7	3
1138	из того	12	3
1139	закон и	2	3
1140	отношений между	4	3
1141	конечно в	1	3
1142	простым и	1	3
1143	следовательно в	1	3
1144	которые у	1	3
1145	в процессе	37	3
1146	относятся к	1	3
1147	оно всегда	1	3
1148	с ними	4	3
1149	анализа в	1	3
1150	по самому	1	3
1151	со стороны	3	3
1152	всей своей	1	3
1153	сознательно и	3	3
1154	же есть	1	3
1155	второго порядка	1	3
1156	язык и	2	3
1157	в середине	1	3
1158	развития и	21	3
1159	теории в	2	3
1160	и наша	2	3
1161	мы хотим	1	3
1162	имеющих ничего	1	3
1163	потому и	4	3
1164	о языке	1	3
1165	собой но	2	3
1166	том же	1	3
1167	он может	5	3
1168	слово и	2	3
1169	связан с	1	3
1170	в более	2	3
1171	от которого	1	3
1172	деле если	2	3
1173	возможно только	2	3
1174	этих предметов	2	3
1175	и непосредственно	1	3
1176	как она	3	3
1177	случаях когда	1	3
1178	тогда это	1	3
1179	одного предмета	1	3
1180	это так	1	3
1181	мысли в	5	3
1182	только та	1	3
1183	и сливаются	1	3
1184	поскольку она	1	3
1185	как показывает	6	3
1186	в трех	1	3
1187	думать что	1	3
1188	в понимании	1	3
1189	отношении не	1	3
1190	нуждается в	3	3
1191	отличаются друг	1	3
1192	как для	1	3
1193	вывод из	1	2
1194	таком понимании	1	2
1195	между этими	3	2
1196	к действительности	1	2
1197	до самого	2	2
1198	формы в	1	2
1199	говорили в	1	2
1200	под руководством	1	2
1201	в большей	1	2
1202	в общей	1	2
1203	которое является	2	2
1204	чтобы она	1	2
1205	и самыми	1	2
1206	только из	1	2
1207	в живом	1	2
1208	общее понятие	1	2
1209	из двух	2	2
1210	ни были	1	2
1211	видно из	1	2
1212	всеми своими	1	2
1213	более высокую	1	2
1214	это суждение	1	2
1215	научное понятие	5	2
1216	чем заключается	2	2
1217	понять как	2	2
1218	боя и	1	2
1219	тот не	1	2
1220	еще большей	1	2
1221	явлений но	1	2
1222	является более	1	2
1223	и каждое	1	2
1224	почти исключительно	1	2
1225	но во	1	2
1226	что представляет	3	2
1227	можем назвать	1	2
1228	в два	1	2
1229	не исключает	1	2
1230	развернутом виде	1	2
1231	за собой	4	2
1232	они относятся	1	2
1233	свою очередь	4	2
1234	то его	1	2
1235	точке зрения	1	2
1236	друг на	2	2
1237	с другим	1	2
1238	в прошлом	2	2
1239	утверждал что	1	2
1240	еще нет	1	2
1241	нас на	1	2
1242	понятием которое	1	2
1243	то чем	1	2
1244	отношения в	1	2
1245	ли что	1	2
1246	в чем-нибудь	1	2
1247	что само	2	2
1248	понятие о	3	2
1249	еще у	1	2
1250	точка зрения	8	2
1251	чем это	2	2
1252	что обычно	1	2
1253	исключает всякую	3	2
1254	все его	1	2
1255	понимать его	1	2
1256	ниже мы	1	2
1257	не сознавая	1	2
1258	при переходе	2	2
1259	таблицы умножения	3	2
1260	близка к	1	2
1261	по типу	4	2
1262	не хватает	1	2
1263	в следующем	1	2
1264	другого как	1	2
1265	в будущем	1	2
1266	даже вовсе	1	2
1267	и конкретных	1	2
1268	не нуждается	1	2
1269	случае и	2	2
1270	своей структуре	2	2
1271	эту проблему	1	2
1272	иначе чем	2	2
1273	уже сама	1	2
1274	вопрос что	2	2
1275	принять во	3	2
1276	взятые в	1	2
1277	не означает	5	2
1278	что чем	1	2
1279	бы она	1	2
1280	чтобы он	1	2
1281	говоря только	1	2
1282	по пути	1	2
1283	именно что	1	2
1284	этого факта	4	2
1285	не совпадает	2	2
1286	также как	1	2
1287	что есть	1	2
1288	когда они	1	2
1289	показывает исследование	4	2
1290	является законом	1	2
1291	который был	1	2
1292	же необходимо	1	2
1293	он его	1	2
1294	мы до	1	2
1295	бы мало	1	2
1296	он уже	1	2
1297	является ее	1	2
1298	понятие и	2	2
1299	в самый	1	2
1300	анализа не	1	2
1301	должны быть	2	2
1302	слов в	1	2
1303	никакому сомнению	1	2
1304	произвольной и	1	2
1305	том и	1	2
1306	дать в	1	2
1307	как функция	1	2
1308	о природе	1	2
1309	имел бы	2	2
1310	же раз	1	2
1311	одновременно с	4	2
1312	по отношению	19	2
1313	научного понятия	11	2
1314	допустим что	1	2
1315	к которым	2	2
