N	2gram	Tiupa_Vved	Istorich
759	переход от	1	3
760	из всех	1	3
761	общих чертах	1	3
762	точка зрения	3	3
763	не самому	1	3
764	это своего	3	3
765	смерти с	1	3
766	внимание на	4	3
767	всякий раз	2	3
768	так сказать	2	3
769	и смертью	1	3
770	воздействия на	1	3
771	изнутри а	1	3
772	встрече с	3	3
773	могли бы	3	3
774	о себе	1	3
775	стороны не	1	3
776	становится и	1	3
777	отразилось в	1	3
778	бы она	1	3
779	оно и	1	3
780	и та	1	3
781	но тут	1	3
782	в иных	1	3
783	совсем не	1	3
784	даже если	1	3
785	в обоих	3	3
786	как кажется	1	3
787	связи и	1	3
788	его уже	1	3
789	нам в	1	3
790	к его	5	3
791	том смысле	1	3
792	бы не	3	3
793	каждого из	2	3
794	не превращается	1	3
795	рассказ о	1	3
796	но их	1	3
797	требует чтобы	1	3
798	это все	1	3
799	это ее	1	3
800	народов и	1	3
801	как если	1	3
802	переходит к	1	3
803	на основании	1	3
804	он весь	1	3
805	тем же	1	3
806	начиная с	3	3
807	это ясно	1	3
808	мать и	1	3
809	и после	2	3
810	или другой	1	3
811	как к	1	3
812	именно к	2	3
813	то они	1	3
814	его мы	1	3
815	мог быть	1	3
816	одна и	1	3
817	все равно	2	3
818	это всегда	2	3
819	и могут	1	3
820	и я	1	3
821	один и	1	3
822	или их	1	3
823	страны мертвых	1	3
824	этих действий	1	3
825	ему не	1	3
826	все тех	1	3
827	что можно	1	3
828	в тексте	11	3
829	состоят в	1	3
830	жизнью и	1	3
831	с возникновением	1	3
832	которая была	1	3
833	при которой	3	3
834	роль и	1	3
835	исходя из	4	3
836	которая в	3	3
837	она уже	1	3
838	этом направлении	2	3
839	из нее	1	3
840	он представляется	1	3
841	и должен	1	3
842	стороны в	1	3
843	обоих случаях	1	3
844	при таком	2	3
845	речь идет	3	3
846	и нет	1	3
847	при всей	3	3
848	к мифу	2	3
849	имеет право	1	3
850	имеет в	1	3
851	как оно	2	3
852	вследствие чего	1	3
853	это означало	1	3
854	же она	1	3
855	состояла в	1	3
856	момент в	1	3
857	а мы	2	3
858	героя то	1	3
859	на свет	1	3
860	едва ли	4	3
861	этого он	1	3
862	есть у	1	3
863	имеем дело	5	3
864	в угол	1	3
865	в несколько	1	3
866	исходит от	1	3
867	исчезает из	1	3
868	как его	2	3
869	таким например	1	3
870	с некоторой	1	3
871	из другого	1	3
872	чтобы понять	1	3
873	действия которые	1	3
874	мире и	1	3
875	вошел в	1	3
876	его развития	1	3
877	и животным	1	3
878	ему на	1	3
879	у древних	1	3
880	но зато	1	3
881	сюда относятся	1	3
882	всегда имеет	1	3
883	их к	1	3
884	рассматривается как	1	3
885	вот он	1	3
886	но никогда	1	3
887	всего в	1	3
888	приближается к	1	3
889	представить себе	2	3
890	к одной	2	3
891	же еще	1	3
892	только не	1	3
893	из того	1	3
894	его еще	1	3
895	и вполне	1	3
896	все то	1	3
897	оказывается в	3	3
898	которые могут	2	3
899	своей жизни	3	3
900	как мне	1	3
901	сравнению с	1	3
902	вследствие этого	5	3
903	и до	1	3
904	на горизонте	1	3
905	первобытного человека	2	3
906	при котором	1	3
907	и увидел	1	3
908	точку зрения	2	3
909	ряд других	1	3
910	и было	1	3
911	человека за	1	3
912	бы на	1	3
913	при встрече	1	3
914	и соответствующие	1	3
915	в формах	1	3
916	о герое	1	3
917	здесь все	1	3
918	в эпоху	1	3
919	это очевидно	1	3
920	по смыслу	1	3
921	о своих	1	3
922	другом случае	1	3
923	оно в	1	3
924	вопрос как	1	3
925	в науке	1	3
926	это то	1	3
927	еще до	2	3
928	бы он	1	3
929	означало бы	2	3
930	само по	1	3
931	этого персонажа	2	2
932	но впоследствии	1	2
933	хочет ее	2	2
934	общие черты	1	2
935	в центре	4	2
936	жизнь в	1	2
937	людей а	1	2
938	к другим	1	2
939	и другим	1	2
940	случаях в	1	2
941	пути к	1	2
942	смерть в	1	2
943	большей или	1	2
944	в солнечном	1	2
945	а порой	1	2
946	располагает к	1	2
947	в предыдущих	3	2
948	из их	1	2
949	одной и	1	2
950	особое место	1	2
951	уже имеется	1	2
952	при некоторых	1	2
953	свою очередь	5	2
954	с другим	1	2
955	мы ни	1	2
956	и еще	1	2
957	в непосредственной	1	2
958	и вдруг	1	2
959	немного погодя	3	2
960	к смерти	1	2
961	к ее	3	2
962	на глазах	1	2
963	иного порядка	1	2
964	детей от	1	2
965	похожи на	1	2
966	жизни так	2	2
967	и тотчас	1	2
968	стране мертвых	1	2
969	за пределами	3	2
970	объединены в	1	2
971	в конечном	2	2
972	ли и	1	2
973	а за	1	2
974	как по	2	2
975	первобытного мышления	1	2
976	человек и	1	2
977	характер и	1	2
978	не вытекает	1	2
979	данного типа	1	2
980	земле и	1	2
981	сохраняется и	3	2
982	смотри же	1	2
983	не нужно	1	2
984	полагает что	1	2
985	вводит в	1	2
986	кто из	1	2
987	а для	2	2
988	по имени	1	2
989	выступает в	1	2
990	из рассмотрения	1	2
991	все остальные	1	2
992	не тот	1	2
993	может соответствовать	1	2
994	теперь уже	2	2
995	мы всегда	1	2
996	с какой	1	2
997	сторону в	1	2
998	одно и	1	2
999	часто не	1	2
1000	то или	1	2
1001	она была	2	2
1002	на некоторых	1	2
1003	не само	1	2
1004	природы и	1	2
1005	что для	2	2
1006	в общих	1	2
1007	шире чем	1	2
1008	этом очень	1	2
1009	при жизни	1	2
1010	мы встречаем	1	2
1011	себе представить	1	2
1012	на первом	1	2
1013	оно было	1	2
1014	другого человека	2	2
1015	а кто	1	2
1016	предполагается что	1	2
1017	вместо того	2	2
1018	важно не	2	2
1019	более глубокую	1	2
1020	приведенных выше	1	2
1021	тому назад	1	2
1022	которого не	1	2
1023	что вообще	1	2
1024	оговорить что	1	2
1025	не входит	2	2
1026	такая точка	1	2
1027	дальнейшее развитие	1	2
1028	к нашему	1	2
1029	где у	1	2
1030	наконец в	1	2
1031	они видят	1	2
1032	из которой	2	2
1033	и вся	3	2
1034	в свет	1	2
1035	и ему	1	2
1036	без другого	1	2
1037	она узнает	1	2
1038	стороны эта	1	2
1039	свое существование	1	2
1040	служит не	1	2
1041	в данной	2	2
1042	событий в	2	2
1043	от которой	1	2
1044	с мужем	1	2
1045	не имел	1	2
1046	это сделать	1	2
1047	только потому	1	2
1048	указанием на	1	2
1049	обратиться к	2	2
1050	смерти как	1	2
1051	герой узнает	1	2
1052	и всякий	1	2
1053	не поддается	1	2
1054	перестает быть	1	2
1055	один с	1	2
1056	естественно что	1	2
1057	что одно	1	2
1058	слова а	1	2
1059	участие в	1	2
1060	таком случае	1	2
1061	знания и	1	2
1062	материал для	1	2
1063	бы для	1	2
1064	этого рода	1	2
1065	иначе обстоит	1	2
1066	этом не	2	2
1067	об этих	1	2
1068	без этой	1	2
1069	в ряде	1	2
1070	говорится но	1	2
1071	иметь для	1	2
1072	сказание о	1	2
1073	и со	1	2
1074	видим не	1	2
1075	мифы о	1	2
1076	встречаются в	1	2
1077	героя через	1	2
1078	миф но	1	2
1079	стоит и	1	2
1080	к одному	2	2
1081	в полной	1	2
1082	с сохранением	1	2
1083	в поле	1	2
1084	непосредственной связи	1	2
1085	один день	1	2
1086	на другое	1	2
1087	не следует	3	2
1088	как то	1	2
1089	при всем	1	2
1090	он его	1	2
1091	числе и	1	2
1092	случае это	4	2
1093	в ходе	3	2
1094	мы бы	1	2
1095	иных форм	1	2
1096	место в	2	2
1097	может и	1	2
1098	однако все	1	2
1099	природой и	1	2
1100	по комнатам	1	2
1101	им не	1	2
1102	дело здесь	1	2
1103	но такой	1	2
1104	мир не	1	2
1105	деталей мы	1	2
1106	уже дает	1	2
1107	более высокой	1	2
1108	все люди	1	2
1109	глаза и	1	2
1110	исторический факт	1	2
1111	одному из	1	2
1112	от этих	2	2
1113	обращаясь к	1	2
1114	отметим что	1	2
1115	но после	2	2
1116	и была	1	2
1117	а во-вторых	1	2
1118	два способа	1	2
1119	духа в	1	2
1120	однако между	1	2
1121	себя не	1	2
1122	них в	1	2
1123	жизни на	2	2
1124	отца и	1	2
1125	только теперь	1	2
1126	и жена	1	2
1127	на материале	1	2
1128	он из	1	2
1129	здесь достаточно	1	2
1130	шире и	1	2
1131	которые мы	1	2
1132	и наиболее	1	2
1133	от лица	1	2
1134	но ему	1	2
1135	уже было	1	2
1136	с помощью	1	2
1137	говорить о	5	2
1138	дети в	1	2
1139	то чтобы	1	2
1140	или точнее	2	2
1141	не любой	1	2
1142	пока еще	6	2
1143	у себя	1	2
1144	вернуться к	2	2
1145	и вместо	1	2
1146	быть в	1	2
1147	в нашем	9	2
1148	как я	1	2
1149	чтобы стать	3	2
1150	нам как	1	2
1151	выходя из	1	2
1152	же было	1	2
1153	это будет	1	2
1154	или нескольких	3	2
1155	а тот	1	2
1156	того или	1	2
1157	от друга	2	2
1158	подчеркнуть что	5	2
1159	в работах	1	2
1160	другого мира	1	2
1161	далеко за	1	2
1162	не о	2	2
1163	уже говорилось	1	2
1164	и можно	1	2
1165	всех его	2	2
1166	в изложении	3	2
1167	при каждом	1	2
1168	между этими	1	2
1169	в мире	9	2
1170	служит для	1	2
1171	такой вывод	1	2
1172	но все-таки	1	2
1173	на себе	1	2
1174	для его	1	2
1175	и цель	1	2
1176	как следует	1	2
1177	им от	1	2
1178	например мы	1	2
1179	в приведенном	2	2
1180	также может	1	2
1181	несколько иначе	1	2
1182	или меньшей	1	2
1183	на который	1	2
1184	одновременно в	1	2
1185	с женой	1	2
1186	нет ли	1	2
1187	в состав	5	2
1188	как одна	1	2
1189	случае уже	1	2
1190	которых мы	1	2
1191	в сущности	3	2
1192	лет тому	1	2
1193	него нет	1	2
1194	как с	1	2
1195	мы понимаем	1	2
1196	так называемый	1	2
1197	встречаются и	1	2
1198	в процессе	1	2
1199	его очень	1	2
1200	порой в	1	2
1201	героя на	1	2
1202	и жизни	1	2
1203	в особую	1	2
1204	выражается в	1	2
1205	древних греков	2	2
1206	друг от	2	2
1207	всей своей	4	2
1208	только одно	1	2
1209	истории не	1	2
1210	в город	1	2
1211	каждый в	1	2
1212	не должны	1	2
1213	этой смены	1	2
1214	его нельзя	1	2
1215	а о	1	2
1216	для такой	1	2
1217	он есть	1	2
1218	а во	2	2
1219	объясняется тем	1	2
1220	также имеется	1	2
1221	в проблему	1	2
1222	то она	1	2
1223	к миру	1	2
1224	в сознании	5	2
1225	и воскресение	1	2
1226	можно полагать	1	2
1227	вопрос в	1	2
1228	в и	1	2
1229	нее и	1	2
1230	который при	2	2
1231	от более	1	2
1232	свидетельствует о	5	2
1233	о человеке	1	2
1234	основе которого	1	2
1235	тому чтобы	1	2
1236	не для	1	2
1237	в определенных	1	2
1238	мире в	1	2
1239	со словами	1	2
1240	в рамках	5	2
1241	которому она	1	2
1242	что к	1	2
1243	и где	1	2
1244	случае не	1	2
1245	мира а	2	2
1246	является также	1	2
1247	исходили из	1	2
1248	у этого	1	2
1249	во многом	1	2
1250	жизнь и	1	2
1251	на свете	1	2
1252	сюжета в	2	2
1253	и тех	1	2
1254	одного лица	1	2
1255	частности в	2	2
1256	не видим	1	2
1257	если она	2	2
1258	время они	1	2
1259	с кем	1	2
1260	с человеком	2	2
1261	лишь в	4	2
1262	этом и	2	2
1263	жены и	1	2
1264	детей не	1	2
1265	и прежде	1	2
1266	и конец	2	2
1267	ли в	1	2
1268	именно это	1	2
1269	говорит не	1	2
1270	совершается в	1	2
1271	не к	4	2
1272	все было	2	2
1273	здесь играют	1	1
1274	пределах одного	1	1
1275	к такого	1	1
1276	могло произойти	1	1
1277	в настоящем	2	1
1278	еще раз	1	1
1279	показалось что	2	1
1280	отсылают к	3	1
1281	более не	2	1
1282	принимает на	1	1
1283	способности героя	1	1
1284	на второй	1	1
1285	именно она	1	1
1286	не зависит	2	1
1287	однако из	1	1
1288	так можно	1	1
1289	в извлечении	1	1
1290	принадлежности к	1	1
1291	время не	1	1
1292	потому не	2	1
1293	более широкий	1	1
1294	подавляющее большинство	1	1
1295	без него	1	1
1296	основывается на	2	1
1297	чтобы в	1	1
1298	значение это	1	1
1299	как образ	2	1
1300	он остается	1	1
1301	я за	1	1
1302	ни одна	1	1
1303	которое по	3	1
1304	иначе как	1	1
1305	мира это	2	1
1306	ну уж	1	1
1307	далее этот	1	1
1308	мысли о	1	1
1309	собой не	1	1
1310	мир и	1	1
1311	подобные вопросы	1	1
1312	и смерти	2	1
1313	образом при	1	1
1314	разных языках	1	1
1315	говорится о	1	1
1316	нам не	1	1
