N	2gram	Bakhtin_Pr	Myshleni
239	из которых	3	19
240	речь в	2	19
241	во всем	1	18
242	во всей	3	18
243	одного и	1	18
244	но это	6	18
245	в отличие	4	18
246	и другое	1	18
247	отличие от	4	18
248	этом смысле	12	18
249	слов и	2	18
250	всяком случае	4	18
251	чем в	3	18
252	от мысли	1	18
253	в этих	5	17
254	в своих	4	17
255	к другим	1	17
256	их в	8	17
257	от внешней	1	17
258	в одном	20	17
259	я не	6	17
260	не есть	4	17
261	сих пор	9	17
262	до сих	9	17
263	мысль не	4	17
264	это положение	1	17
265	в свою	1	17
266	в совершенно	1	17
267	тем же	3	17
268	до конца	10	17
269	и для	7	17
270	для этого	3	17
271	все что	4	17
272	нами в	3	17
273	иначе как	1	17
274	у него	11	17
275	этой точки	2	17
276	ту же	2	17
277	и речь	2	17
278	и от	3	17
279	и есть	3	17
280	то и	3	17
281	совпадает с	2	17
282	мы находим	1	17
283	и только	3	17
284	и другие	1	16
285	в которых	4	16
286	слово и	9	16
287	бы сказать	2	16
288	значение в	2	16
289	мы имеем	1	16
290	вовсе не	12	16
291	к одному	7	16
292	такой же	4	16
293	которые не	1	16
294	и даже	5	16
295	на этой	1	16
296	между двумя	1	16
297	между отдельными	2	16
298	по поводу	1	16
299	то в	2	16
300	в мысли	1	16
301	для нас	2	16
302	которые в	1	16
303	тому как	3	16
304	таким же	3	16
305	является в	2	15
306	в них	5	15
307	от этого	2	15
308	и это	8	15
309	и является	2	15
310	подобно тому	3	15
311	со всеми	2	15
312	что если	3	15
313	данном случае	2	15
314	хотя бы	4	15
315	в начале	1	15
316	те же	3	15
317	отличается от	5	15
318	в письменной	1	15
319	между этими	1	15
320	к мысли	1	15
321	но как	4	15
322	известном смысле	1	15
323	том же	4	15
324	ничего не	8	15
325	вообще не	2	15
326	является не	2	15
327	когда он	2	15
328	по этому	1	15
329	уже говорили	3	14
330	но что	1	14
331	свою очередь	1	14
332	одно и	1	14
333	точка зрения	13	14
334	что у	2	14
335	что для	2	14
336	точку зрения	7	14
337	и здесь	6	14
338	слова к	1	14
339	со всей	1	14
340	одним из	7	14
341	одной из	1	14
342	он должен	2	14
343	один и	1	14
344	этих двух	1	14
345	от друга	1	14
346	о чем	1	14
347	который в	1	14
348	это есть	1	14
349	друг от	1	14
350	значение для	3	14
351	и во	3	14
352	с его	11	14
353	к которым	1	14
354	об этом	3	14
355	в действительности	1	13
356	с другими	8	13
357	его к	4	13
358	если в	1	13
359	в основном	2	13
360	смысле слова	2	13
361	к его	1	13
362	они не	5	13
363	но на	3	13
364	другом месте	1	13
365	на его	2	13
366	она не	10	13
367	человека и	2	13
368	точно так	1	13
369	но все	6	13
370	этой проблемы	1	13
371	слова как	3	13
372	с ней	1	13
373	в состоянии	1	13
374	лишь в	4	13
375	стороны и	4	13
376	благодаря этому	3	13
377	все более	1	13
378	с которыми	1	12
379	к другу	1	12
380	даже в	6	12
381	а затем	1	12
382	на первый	1	12
383	только на	3	12
384	нашей работы	2	12
385	но он	4	12
386	должны были	1	12
387	речи от	1	12
388	функции в	2	12
389	за пределы	7	12
390	к другому	6	12
391	с их	7	12
392	в одной	8	12
393	и потому	7	12
394	и обратно	1	12
395	еще более	2	12
396	в первом	2	12
397	к нему	11	12
398	от его	1	12
399	несмотря на	7	12
400	в ее	2	12
401	тем не	2	12
402	тому же	2	12
403	выражение в	6	12
404	но только	1	12
405	и речью	1	12
406	были бы	5	12
407	которых мы	1	12
408	никак не	4	12
409	и между	1	12
410	мог бы	1	12
411	это и	5	12
412	только к	1	12
413	первый план	1	12
414	в ней	2	12
415	входит в	9	12
416	они являются	1	11
417	не столько	1	11
418	с собой	3	11
419	не могли	1	11
420	в других	2	11
421	находится в	2	11
422	на котором	3	11
423	на том	2	11
424	по типу	1	11
425	отношения к	5	11
426	мы будем	2	11
427	с ее	1	11
428	и при	2	11
429	в каком	1	11
430	друг другу	3	11
431	ответ на	1	11
432	на самом	5	11
433	раз в	1	11
434	есть в	2	11
435	идет о	5	11
436	что на	1	11
437	одно из	2	11
438	например в	5	11
439	что этот	2	11
440	мы увидим	6	11
441	вот почему	1	11
442	не знает	6	11
443	в конце	8	11
444	а только	1	11
445	он в	3	11
446	в один	2	11
447	ничего общего	1	11
448	слово в	10	11
449	лежит в	2	11
450	или менее	4	11
451	в пределах	24	11
452	и наконец	7	11
453	мысли как	1	10
454	является для	3	10
455	друг на	2	10
456	в основу	1	10
457	что именно	1	10
458	но для	3	10
459	о которых	1	10
460	что как	2	10
461	что такое	2	10
462	в случае	1	10
463	опирается на	2	10
464	в другой	4	10
465	не совпадает	1	10
466	на друга	2	10
467	у нас	3	10
468	перейти к	1	10
469	числе и	1	10
470	или иной	1	10
471	указывает на	2	10
472	из всех	1	10
473	за собой	1	10
474	речью и	1	10
475	и т.п	1	10
476	но этот	1	10
477	учение о	1	10
478	и у	3	10
479	вопроса о	1	10
480	вместо того	1	10
481	здесь мы	4	10
482	во второй	2	10
483	как с	1	10
484	речь как	1	10
485	если не	1	10
486	относится к	1	10
487	не могло	2	10
488	и слово	4	10
489	том числе	1	10
490	чем он	1	10
491	и слова	2	10
492	и до	6	9
493	связано с	1	9
494	понятно что	2	9
495	для всей	1	9
496	к этим	2	9
497	по одному	1	9
498	под влиянием	1	9
499	той или	1	9
500	более или	4	9
501	должны быть	3	9
502	в тех	1	9
503	та же	1	9
504	друг к	1	9
505	оно не	3	9
506	зависит от	1	9
507	основе этого	1	9
508	оно является	2	9
509	что же	9	9
510	к предмету	1	9
511	развитии и	1	9
512	может не	1	9
513	но эта	5	9
514	сама по	5	9
515	также и	3	9
516	не с	1	9
517	в плане	6	9
518	место в	1	9
519	в момент	1	9
520	к этой	1	9
521	поэтому мы	1	9
522	не то	1	9
523	и он	5	9
524	и притом	1	9
525	представляется нам	2	9
526	находит свое	2	9
527	в первой	3	9
528	оно есть	1	9
529	совершенно не	5	9
530	такого рода	1	9
531	он может	4	9
532	хотя и	5	9
533	в самой	9	9
534	переход к	1	9
535	но с	4	9
536	или в	7	9
537	должен быть	1	9
538	само по	4	9
539	не как	20	8
540	на которых	1	8
541	из двух	1	8
542	эти исследования	1	8
543	о котором	1	8
544	увидим что	1	8
545	уже и	2	8
546	не умеет	1	8
547	одному и	1	8
548	эти три	1	8
549	почти всегда	2	8
550	в направлении	4	8
551	речи именно	1	8
552	от нее	2	8
553	сам по	2	8
554	поэтому в	3	8
555	отношении к	5	8
556	эти связи	1	8
557	еще один	1	8
558	мысли но	1	8
559	тенденция к	1	8
560	все равно	2	8
561	образом в	1	8
562	на одном	1	8
563	только и	1	8
564	мы наблюдаем	1	8
565	осознания и	2	8
566	к другой	1	8
567	совершенно в	1	8
568	убедиться в	1	8
569	не мог	1	8
570	не возникает	2	8
571	и функции	2	8
572	себе и	5	8
573	остается в	2	8
574	и др	7	8
575	во время	1	8
576	не на	7	8
577	должен был	1	8
578	со стороны	1	8
579	бы с	2	8
580	и тогда	1	8
581	что я	7	8
582	связан с	1	8
583	в более	1	8
584	на которой	1	8
585	в равной	1	8
586	нисколько не	3	8
587	мы его	2	8
588	только то	3	8
589	что не	3	8
590	в известной	1	8
591	в таком	3	7
592	и сам	6	7
593	слова с	7	7
594	сознания в	1	7
595	на него	6	7
596	он сам	5	7
597	из важнейших	1	7
598	в живом	1	7
599	со словом	1	7
600	не совершается	1	7
601	в общем	1	7
602	структурные особенности	2	7
603	всех этих	2	7
604	мы остановимся	3	7
605	говорили что	1	7
606	его и	3	7
607	в значительной	1	7
608	переходит к	2	7
609	при анализе	1	7
610	у них	1	7
611	которых он	1	7
612	ничего кроме	1	7
613	для всего	1	7
614	восприятия и	1	7
615	это предположение	1	7
616	с теми	1	7
617	одну из	1	7
618	позволяет нам	1	7
619	же в	2	7
620	это в	2	7
621	мы обратимся	1	7
622	которая в	1	7
623	но тем	1	7
624	образом и	4	7
625	из нее	1	7
626	за ним	4	7
627	мышления которые	1	7
628	в жизни	5	7
629	не существует	1	7
630	но они	2	7
631	что речь	1	7
632	до того	1	7
633	слово не	8	7
634	первом случае	1	7
635	мы думаем	1	7
636	именно потому	2	7
637	и особенно	2	7
638	во втором	1	7
639	его с	1	7
640	должна быть	8	7
641	он что	1	7
642	эти отношения	2	7
643	с внешней	1	7
644	с ними	2	7
645	без всякого	1	7
646	его мысль	1	7
647	принадлежит к	1	7
648	ничем не	1	7
649	здесь в	2	7
650	сознания и	8	7
651	слова не	2	7
652	это слово	6	7
653	и непосредственно	1	7
654	же по	1	7
655	случае не	1	7
656	он говорит	2	7
657	признать что	1	7
658	лучшем случае	2	7
659	только один	1	6
660	до самого	1	6
661	это противоречие	1	6
662	от одного	2	6
663	уже не	15	6
664	знаем о	1	6
665	как например	2	6
666	раз и	6	6
667	что всякое	1	6
668	для данного	1	6
669	себе в	1	6
670	с другим	1	6
671	что их	1	6
672	образом как	3	6
673	но так	2	6
674	всего в	2	6
675	и мы	2	6
676	в каждом	15	6
677	в лучшем	2	6
678	последнего времени	1	6
679	оно может	2	6
680	и самый	1	6
681	как к	3	6
682	том и	2	6
683	в словах	4	6
684	ни на	3	6
685	бы и	6	6
686	всеми остальными	1	6
687	значение этого	1	6
688	наконец в	4	6
689	и больше	1	6
690	и наиболее	1	6
691	и там	1	6
692	нет и	1	6
693	он как	1	6
694	чем слово	1	6
695	себе что	2	6
696	в сферу	1	6
697	или даже	2	6
698	словом как	3	6
699	в условиях	2	6
700	и вообще	1	6
701	которая как	3	6
702	и эти	1	6
703	лежит не	1	6
704	что было	6	6
705	как два	1	6
706	иное отношение	1	6
707	и другими	1	6
708	его на	2	6
709	действительности в	1	6
710	в различных	3	6
711	является как	2	6
712	перед ним	1	6
713	одна из	5	6
714	и теоретически	1	6
715	слов в	2	6
716	этими двумя	1	6
717	к чему	1	6
718	как его	4	6
719	типа и	4	6
720	которой она	1	6
721	точек зрения	7	6
722	его значение	1	6
723	могло бы	1	6
724	к речи	1	6
725	для его	4	6
726	очень часто	1	6
727	в связь	1	6
728	что может	4	6
729	как таковой	2	6
730	на ее	1	6
731	слова мы	2	6
732	если принять	1	6
733	может стать	5	6
734	которые могут	1	6
735	знает что	2	6
736	еще и	1	6
737	лежат в	1	6
738	роль в	1	6
739	из которого	1	6
740	потому и	1	6
741	не способен	2	6
742	дело в	2	6
743	и понимания	4	6
744	ли не	1	6
745	это было	1	6
746	и о	7	6
747	формы в	1	5
748	кроме того	5	5
749	в большей	2	5
750	думаем что	1	5
751	к самому	2	5
752	приходит в	2	5
753	им в	1	5
754	мысль от	1	5
755	свою собственную	1	5
756	в противоположность	2	5
757	только как	2	5
758	может служить	3	5
759	от той	1	5
760	к ним	1	5
761	в контексте	2	5
762	нигде не	1	5
763	слово как	5	5
764	новые и	1	5
765	все его	3	5
766	об одном	1	5
767	того в	1	5
768	пути и	3	5
769	поэтому он	2	5
770	того и	4	5
771	не дает	3	5
772	в него	6	5
773	ведет к	1	5
774	речи здесь	1	5
775	которые он	1	5
776	на первом	1	5
777	для них	1	5
778	сам с	2	5
779	который не	2	5
780	на их	2	5
781	этом пункте	1	5
782	своей собственной	1	5
783	он является	3	5
784	как если	3	5
785	при определении	1	5
786	на две	1	5
787	в данной	1	5
788	котором мы	1	5
789	на ряд	2	5
790	не видит	1	5
791	только с	1	5
792	что ему	1	5
793	когда они	1	5
794	ее на	1	5
795	он делает	1	5
796	только его	2	5
797	то мы	1	5
798	однако не	3	5
799	все они	2	5
800	от всех	1	5
801	сами по	4	5
802	менее всего	7	5
803	в стороне	1	5
804	и другого	3	5
805	связь и	1	5
806	же что	5	5
807	утверждает что	1	5
808	человека с	1	5
809	рассматривать как	1	5
810	ни один	3	5
811	социальной среде	1	5
812	и ту	1	5
813	от него	1	5
814	на эти	1	5
815	совершенно очевидно	1	5
816	есть прежде	1	5
817	свою мысль	1	5
818	неизбежно приводит	1	5
819	мы только	1	5
820	самого слова	1	5
821	в новом	1	5
822	но даже	1	5
823	но то	1	5
824	существующих в	1	5
825	значительной степени	1	5
826	что еще	1	5
827	всегда и	1	5
828	вообще и	1	5
829	говорит об	1	5
830	первостепенное значение	2	5
831	что говорит	2	5
832	а следовательно	2	5
833	себя в	3	5
834	и весь	1	5
835	после того	1	5
836	что каждая	1	5
837	чем у	2	5
838	может иметь	1	5
839	видит в	1	5
840	мысль с	1	5
841	бы к	2	5
842	это как	1	5
843	другими словами	1	5
844	все те	3	5
845	в форме	8	5
846	и возникает	1	5
847	вопрос в	1	5
848	не для	1	5
849	а потому	2	5
850	был бы	6	5
851	поэтому она	1	5
852	есть нечто	2	5
853	что должно	1	5
854	если это	1	5
855	из тех	2	5
856	лежащие в	2	5
857	не потому	2	5
858	заметить что	2	5
859	их с	1	5
860	стороны мы	1	5
861	как у	1	5
862	видеть в	2	5
863	указание на	1	5
864	этому возникает	1	5
865	слова но	4	5
866	слова на	5	5
867	чтобы сделать	2	5
868	конце концов	7	5
869	плана в	1	5
870	всей его	2	5
871	прежде чем	1	5
872	бы он	4	5
873	для другого	2	5
874	более того	8	5
875	в центре	1	4
876	зрения на	8	4
877	мысль как	2	4
878	тем как	5	4
879	предполагает наличие	1	4
880	далее что	1	4
881	но ведь	3	4
882	вот что	1	4
883	мне кажется	1	4
884	как более	1	4
885	за ней	1	4
886	есть то	3	4
887	во все	2	4
888	языка в	1	4
889	в пределе	1	4
890	собой как	1	4
891	для разрешения	1	4
892	ничто не	1	4
893	что вся	2	4
894	на пути	2	4
895	и когда	1	4
896	предисловии к	1	4
897	и другом	1	4
898	конечно не	4	4
899	ни одного	3	4
900	чего он	1	4
901	бы то	3	4
902	она в	1	4
903	лишь после	1	4
904	которого он	1	4
905	своего пути	1	4
906	не путем	1	4
907	эпоху в	1	4
908	не было	5	4
909	и говорит	1	4
910	рядом с	19	4
911	так сказать	9	4
912	особенности в	1	4
913	если оно	3	4
914	из слов	1	4
915	в ответ	1	4
916	и та	1	4
917	также не	2	4
918	он еще	1	4
919	ту сторону	2	4
920	что есть	1	4
921	слова от	1	4
922	для построения	2	4
923	и сами	3	4
924	одним словом	1	4
925	своего собственного	1	4
926	была бы	5	4
927	же слово	1	4
928	влияния на	1	4
929	то здесь	1	4
930	к той	1	4
931	он представляет	1	4
932	речи он	1	4
933	и вот	1	4
934	из его	3	4
935	с которой	2	4
936	вступает в	1	4
937	от других	1	4
938	которую он	3	4
939	она может	2	4
940	только при	1	4
941	слова он	2	4
942	речи на	1	4
943	здесь не	7	4
944	слов с	2	4
945	в корне	1	4
946	не из	3	4
947	самое слово	2	4
948	слова так	1	4
949	из отдельных	1	4
950	всеми своими	3	4
951	первом месте	1	4
952	на нее	1	4
953	является по	1	4
954	движение по	1	4
955	и со	4	4
956	и могут	3	4
957	в каждой	2	4
958	того или	1	4
959	то он	3	4
960	с полным	1	4
961	иное чем	1	4
962	не оставляет	1	4
963	есть и	5	4
964	к которой	1	4
965	или как	8	4
966	но эти	4	4
967	сохраняет свою	1	4
968	действительно не	1	4
969	как будто	4	4
970	противоречии с	1	4
971	мечты и	1	4
972	образов и	1	4
973	его построения	1	4
974	однако и	1	4
975	строго говоря	1	4
976	к более	2	4
977	а именно	2	4
978	и самое	4	4
979	в одно	4	4
980	то это	3	4
981	почти не	3	4
982	это последнее	2	4
983	превращается в	5	4
984	самого понятия	1	4
985	мы полагаем	1	4
986	всего этого	2	4
987	входят в	2	4
988	исходит из	1	4
989	говорит сам	2	4
990	на предмет	4	4
991	отдельными элементами	1	4
992	и становится	1	4
993	но сама	1	4
994	эти же	1	4
995	как слово	5	4
996	нельзя сказать	2	4
997	ни было	4	4
998	далеко за	1	4
999	и сама	2	4
1000	про себя	2	4
1001	целом ряде	3	4
1002	они действительно	2	4
1003	или к	3	4
1004	но при	4	4
1005	и одновременно	3	4
1006	его не	1	4
1007	в приведенном	2	4
1008	сравнительно с	1	4
1009	предмет но	1	4
1010	на который	1	4
1011	однако в	3	4
1012	бы оно	2	4
1013	а как	11	4
1014	слова до	1	4
1015	к одной	1	4
1016	не идет	1	4
1017	основной вопрос	1	4
1018	этих отношений	1	4
1019	слова у	1	4
1020	связанная с	1	4
1021	она становится	1	4
1022	одну и	2	4
1023	одно слово	1	4
1024	себя и	5	4
1025	поэтому не	2	4
1026	совершенно иной	2	4
1027	и если	2	4
1028	вопроса и	1	4
1029	тому или	1	4
1030	перед глазами	1	4
1031	с мыслью	1	4
1032	речь речь	1	4
1033	из него	1	4
1034	слово но	1	4
1035	этой формы	1	4
1036	просто как	1	4
1037	то к	1	4
1038	и эта	2	4
1039	нет надобности	1	4
1040	развивается не	1	4
1041	быть совершенно	1	4
1042	и тех	1	4
1043	не могу	1	4
1044	нельзя не	1	4
1045	к области	1	4
1046	ее от	1	4
1047	вплотную к	1	4
1048	или иному	1	4
1049	развивается в	1	4
1050	идет речь	1	4
1051	как их	4	4
1052	выражения в	2	4
1053	жизни и	3	4
1054	известной степени	2	4
1055	не удалось	1	4
1056	в чисто	3	4
1057	не к	1	4
1058	только из	1	3
1059	приводящего к	1	3
1060	тех связей	1	3
1061	не слово	2	3
1062	в настоящем	2	3
1063	и лишь	2	3
1064	с двух	1	3
1065	и становятся	1	3
1066	или иных	1	3
1067	и само	2	3
1068	о мире	7	3
1069	и именно	1	3
1070	по своим	4	3
1071	зрения с	1	3
1072	в речь	3	3
1073	о чем-то	1	3
1074	уже у	1	3
1075	всем этим	2	3
1076	оно как	1	3
1077	слов но	1	3
1078	должна была	4	3
1079	не исключает	1	3
1080	каждое слово	1	3
1081	на практике	1	3
1082	это осознание	1	3
1083	и еще	2	3
1084	в голове	1	3
1085	и новые	1	3
1086	ее как	4	3
1087	что отличает	1	3
1088	эта новая	1	3
1089	эти вопросы	1	3
1090	увидим в	1	3
1091	именно на	3	3
1092	от них	3	3
1093	что даже	1	3
1094	в структуре	3	3
1095	кажется нам	2	3
1096	его собственного	2	3
1097	по природе	2	3
1098	в научной	1	3
1099	к их	1	3
1100	сознание если	1	3
1101	или иными	1	3
1102	ибо само	1	3
1103	показал как	1	3
1104	как можно	2	3
1105	мы это	1	3
1106	и всю	1	3
1107	или иная	1	3
1108	одном из	2	3
1109	единство сознания	2	3
1110	не стоит	1	3
1111	всей их	1	3
1112	нами как	1	3
1113	не отличается	1	3
1114	этих трех	3	3
1115	не могла	1	3
1116	часто не	1	3
1117	функции слова	1	3
1118	развитие этой	1	3
1119	могла бы	1	3
1120	проблемы в	1	3
1121	она уже	1	3
1122	отдельной мысли	2	3
1123	связь по	1	3
1124	но прежде	1	3
1125	даже если	1	3
1126	новой формы	1	3
1127	и чужого	2	3
1128	нам кажется	7	3
1129	следует за	1	3
1130	эту последнюю	1	3
1131	на слово	2	3
1132	к сожалению	2	3
1133	не так	1	3
1134	даны в	3	3
1135	и должны	1	3
1136	ним и	3	3
1137	оно было	1	3
1138	и должен	1	3
1139	самую существенную	1	3
1140	целое и	1	3
1141	в плоскости	6	3
1142	самим собой	1	3
1143	является одним	1	3
1144	бы не	2	3
1145	да и	2	3
1146	не входит	5	3
1147	дальнейшее развитие	1	3
1148	образом все	2	3
1149	в неразрывной	1	3
1150	так чтобы	7	3
1151	в новый	1	3
1152	и независимо	1	3
1153	остается только	1	3
1154	одной плоскости	7	3
1155	ближе всего	1	3
1156	и различные	2	3
1157	ни были	3	3
1158	тогда как	1	3
1159	каждый из	1	3
1160	впервые в	1	3
1161	мысли ее	1	3
1162	совершенно особая	1	3
1163	внешних условий	1	3
1164	до известной	1	3
1165	появляется в	1	3
1166	влиять на	1	3
1167	является только	1	3
1168	этого нового	2	3
1169	правда с	1	3
1170	всего того	1	3
1171	для выражения	1	3
1172	именно к	2	3
1173	благоприятные условия	1	3
1174	связанных с	1	3
1175	и пр	5	3
1176	слово а	2	3
1177	этой мысли	1	3
1178	о нем	15	3
1179	ведь это	4	3
1180	своей книге	1	3
1181	его собственную	1	3
1182	в движение	1	3
1183	на фоне	5	3
1184	не создает	1	3
1185	направлении в	1	3
1186	но уже	1	3
1187	бы совершенно	1	3
1188	как ни	1	3
1189	такие же	1	3
1190	его речи	2	3
1191	данное слово	2	3
1192	прибегать к	1	3
1193	благодаря чему	2	3
1194	этих случаях	2	3
1195	и всегда	2	3
1196	оно должно	2	3
1197	имеет еще	1	3
1198	самого последнего	1	3
1199	направленность на	1	3
1200	же это	1	3
1201	может и	1	3
1202	не надо	1	3
1203	степени и	1	3
1204	речь если	1	3
1205	другом но	1	3
1206	которой они	1	3
1207	как одна	1	3
1208	она является	2	3
1209	отношением к	1	3
1210	и внутренне	4	3
1211	значение не	1	3
1212	в это	1	3
1213	плоскости в	1	3
1214	случае они	1	3
1215	личности не	1	3
1216	при наличии	1	3
1217	неизбежно должны	1	3
1218	направлено на	3	3
1219	в языке	1	3
1220	живет в	1	3
1221	он получает	1	3
1222	почти совершенно	1	3
1223	теперь в	1	3
1224	даже с	1	3
1225	мере не	1	3
1226	слову и	2	3
1227	настоящее время	3	3
1228	от детей	1	3
1229	с большим	1	3
1230	для понимания	4	3
1231	они могут	4	3
1232	действительно в	1	3
1233	от ее	3	3
1234	речь с	1	3
1235	эта форма	3	3
1236	как же	6	3
1237	говорит в	1	3
1238	что за	1	3
1239	прямо не	1	3
1240	себя как	3	3
1241	следовательно и	3	3
1242	зрения и	5	3
1243	но к	1	3
1244	мы проследим	1	3
1245	здесь как	1	3
1246	то ни	3	3
1247	явления в	2	3
1248	если же	7	3
1249	не приходится	1	3
1250	чтобы их	1	3
1251	условия для	1	3
1252	речь а	2	3
1253	ней в	1	3
1254	бы быть	1	3
1255	же мы	1	3
1256	или иного	1	3
1257	определяется в	1	3
1258	сказать так	1	3
1259	относится ко	1	3
1260	взгляд на	1	3
1261	и менее	1	3
1262	человек с	2	3
1263	вот как	3	3
1264	всего его	1	3
1265	очень легко	1	3
1266	и приобретает	1	3
1267	они даны	2	3
1268	и единство	3	3
1269	наблюдений над	1	3
1270	месте и	2	3
1271	же самый	1	3
1272	словом но	2	3
1273	быть понято	1	3
1274	дело идет	6	3
1275	ли он	1	3
1276	чтобы убедиться	1	3
1277	сразу и	1	3
1278	всякая мысль	1	3
1279	слово или	2	3
1280	сливается с	6	3
1281	из системы	1	3
1282	случае и	1	3
1283	всего на	2	3
1284	друга и	2	3
1285	же время	13	3
1286	только это	1	3
1287	она все	1	3
1288	имеем в	1	3
1289	чем его	1	3
1290	а и	1	3
1291	а скорее	1	3
1292	но именно	3	3
1293	не знаем	1	3
1294	о предмете	1	3
1295	прямо противоположным	1	3
1296	та или	1	3
1297	материал и	4	3
1298	в настоящее	3	3
1299	подойти к	1	3
1300	из этой	1	3
1301	в первый	1	3
1302	слово потому	1	3
1303	на одно	1	3
1304	к истории	1	3
1305	одного только	1	3
1306	что так	2	3
1307	слово с	5	3
1308	что каждый	1	3
1309	со словами	1	3
1310	же не	4	3
1311	по ту	2	3
1312	не выражается	1	3
1313	или иначе	1	3
1314	положение в	2	3
1315	мира и	7	3
1316	к своему	2	3
