N	2gram	Bakhtin_Pr	Narrotol
258	в ответ	1	4
259	не будет	1	4
260	но зато	2	4
261	равной степени	1	4
262	и по	1	4
263	и ее	5	4
264	принципиальная особенность	1	4
265	жизни а	3	4
266	на ее	1	4
267	для себя	3	4
268	нового времени	3	4
269	не на	7	4
270	со всеми	2	4
271	оно не	3	4
272	о своей	1	4
273	вместе с	1	4
274	не имеет	2	4
275	в аспекте	1	4
276	в прозе	1	4
277	в основе	4	4
278	могла бы	1	4
279	не могло	2	4
280	мог бы	1	4
281	что я	7	4
282	но именно	3	4
283	всяком случае	4	4
284	в произведениях	6	4
285	друг друга	4	4
286	зависит от	1	4
287	во всяком	7	4
288	для нас	2	4
289	раз в	1	4
290	а на	1	4
291	а то	3	4
292	и как	9	4
293	или даже	2	4
294	так в	1	4
295	ли не	1	4
296	по своему	1	4
297	это было	1	4
298	не все	1	4
299	в области	1	4
300	человека в	8	4
301	она не	10	4
302	быть и	2	4
303	бытия в	3	4
304	что касается	1	4
305	не с	1	4
306	как он	3	4
307	чужого слова	23	4
308	как мы	13	4
309	другого сознания	1	4
310	что на	1	4
311	не к	1	4
312	что было	6	3
313	на одном	1	3
314	с этой	2	3
315	не бывает	1	3
316	по мере	4	3
317	в этих	5	3
318	о своем	3	3
319	имеет смысл	1	3
320	каждый из	1	3
321	для автора	4	3
322	личность не	1	3
323	входит в	9	3
324	и иных	1	3
325	времени в	1	3
326	сознания в	1	3
327	за собой	1	3
328	точно так	1	3
329	не обязательно	1	3
330	так же	8	3
331	друг на	2	3
332	ни одного	3	3
333	к ним	1	3
334	жизни как	1	3
335	в зависимости	5	3
336	все время	3	3
337	что она	7	3
338	что именно	1	3
339	в чужой	1	3
340	только не	2	3
341	ее и	1	3
342	по природе	2	3
343	об одном	1	3
344	она в	1	3
345	с точки	21	3
346	и сама	2	3
347	одно из	2	3
348	видит в	1	3
349	связи с	3	3
350	но он	4	3
351	не знает	6	3
352	в которой	2	3
353	к чему	1	3
354	всех его	1	3
355	что не	3	3
356	из уст	1	3
357	характер и	1	3
358	в связи	1	3
359	между ними	6	3
360	же как	2	3
361	героя к	2	3
362	и это	8	3
363	рассказа не	1	3
364	героя из	1	3
365	сих пор	9	3
366	из участников	1	3
367	должен был	1	3
368	могли бы	2	3
369	о себе	19	3
370	но как	4	3
371	а с	2	3
372	прошлого и	1	3
373	и что	5	3
374	можно было	3	3
375	часто не	1	3
376	иметь в	2	3
377	как уже	1	3
378	первого и	1	3
379	со словами	1	3
380	в направлении	4	3
381	первом случае	1	3
382	даже если	1	3
383	в первой	3	3
384	бы быть	1	3
385	а как	11	3
386	здесь мы	4	3
387	в точке	2	3
388	или иного	1	3
389	во время	1	3
390	в него	6	3
391	в пространстве	3	3
392	до сих	9	3
393	он уже	1	3
394	освободиться от	1	3
395	то они	2	3
396	самим собой	1	3
397	с таким	1	3
398	в романе	12	3
399	и т	14	3
400	приводит к	8	3
401	бы не	2	3
402	зависимости от	5	3
403	своей жизни	2	3
404	еще и	1	3
405	что мы	1	3
406	как на	4	3
407	на друга	2	3
408	быть не	1	3
409	и тогда	1	3
410	и лишь	2	3
411	а лишь	3	3
412	тем же	3	3
413	той же	8	3
414	одной из	1	3
415	до конца	10	3
416	на этот	4	3
417	появляется в	1	3
418	но это	6	3
419	в едином	4	3
420	жизни не	2	3
421	как к	3	3
422	хоть и	4	3
423	произведения как	2	3
424	и вот	1	3
425	которых он	1	3
426	он и	8	3
427	истории как	1	3
428	несет в	1	3
429	же не	4	3
430	о герое	5	3
431	чем он	1	3
432	все равно	2	3
433	а о	1	3
434	для других	2	3
435	дело в	2	3
436	все эти	13	3
437	на фоне	5	3
438	со своей	1	3
439	должен быть	1	3
440	особенно в	2	3
441	и потому	7	3
442	того или	1	3
443	только к	1	3
444	а к	1	3
445	а его	2	3
446	его не	1	3
447	связано с	1	3
448	позволяет нам	1	3
449	во второй	2	3
450	не следует	1	3
451	идет о	5	3
452	лишь в	4	3
453	же самое	1	3
454	со своими	2	3
455	и самого	4	3
456	и только	3	3
457	героя но	4	3
458	мир не	1	2
459	является в	2	2
460	мы и	2	2
461	в момент	1	2
462	которая в	1	2
463	еще более	2	2
464	какой бы	2	2
465	те же	3	2
466	глубоко и	1	2
467	потому не	1	2
468	случае он	1	2
469	другой стороны	6	2
470	как если	3	2
471	с собой	3	2
472	лишь с	1	2
473	в настоящем	2	2
474	чтобы в	2	2
475	более или	4	2
476	как образ	3	2
477	но все	6	2
478	жизнь в	2	2
479	в некотором	1	2
480	целый ряд	2	2
481	иначе как	1	2
482	тем что	6	2
483	дело здесь	2	2
484	большей или	2	2
485	тем или	2	2
486	достоевского и	9	2
487	в это	1	2
488	мир и	5	2
489	на первый	1	2
490	первый взгляд	1	2
491	было не	1	2
492	и наиболее	1	2
493	в событие	1	2
494	в действительности	1	2
495	один и	1	2
496	раз и	6	2
497	от лица	1	2
498	глава третья	1	2
499	с помощью	2	2
500	глава первая	2	2
501	а между	2	2
502	превращается в	5	2
503	на своего	1	2
504	и еще	2	2
505	с другим	1	2
506	дистанция между	1	2
507	у себя	1	2
508	в контексте	2	2
509	вовсе не	12	2
510	личность же	1	2
511	к которому	2	2
512	нести в	3	2
513	же она	2	2
514	слово не	8	2
515	также является	2	2
516	он живет	2	2
517	выходя из	1	2
518	так у	1	2
519	бы в	7	2
520	того же	3	2
521	они могут	4	2
522	из другого	1	2
523	жизни с	1	2
524	что обычно	1	2
525	и слушать	1	2
526	от ее	3	2
527	того о	1	2
528	или иным	1	2
529	себе самом	12	2
530	принадлежит к	1	2
531	и мы	2	2
532	нами не	1	2
533	к их	1	2
534	к одному	7	2
535	героев в	4	2
536	должно быть	8	2
537	него уже	1	2
538	в произведении	7	2
539	личной жизни	2	2
540	в человеке	6	2
541	слов в	2	2
542	второй план	1	2
543	или иному	1	2
544	искать в	2	2
545	иного рода	2	2
546	отношения между	1	2
547	а за	3	2
548	героя с	6	2
549	сознания не	4	2
550	своего и	1	2
551	установки и	2	2
552	будто бы	1	2
553	одним из	7	2
554	быть только	1	2
555	в диалогической	1	2
556	у тургенева	6	2
557	человек и	2	2
558	этом последнем	1	2
559	не есть	4	2
560	и всякий	1	2
561	себе и	5	2
562	точек зрения	7	2
563	есть своя	1	2
564	в других	2	2
565	обращено к	3	2
566	во всех	4	2
567	я себе	1	2
568	смысл и	1	2
569	мы можем	1	2
570	и пространства	1	2
571	этой своей	1	2
572	сами по	4	2
573	и про	2	2
574	человека как	1	2
575	так что	6	2
576	является его	1	2
577	на свой	6	2
578	оно и	2	2
579	если же	7	2
580	его смысла	1	2
581	одно и	1	2
582	и является	2	2
583	все те	3	2
584	важно не	2	2
585	даже не	1	2
586	также не	2	2
587	сознания героя	1	2
588	она была	1	2
589	того кто	1	2
590	не сливаются	1	2
591	т п	10	2
592	одного сознания	9	2
593	его как	5	2
594	могут быть	9	2
595	что может	4	2
596	в зеркале	1	2
597	и есть	3	2
598	мы будем	2	2
599	все остальное	2	2
600	в общем	1	2
601	ней в	1	2
602	значимость и	2	2
603	рассказ в	3	2
604	его смерти	1	2
605	в сюжете	1	2
606	и чужого	2	2
607	с героями	2	2
608	я сам	1	2
609	это он	1	2
610	одного и	1	2
611	сливаются в	1	2
612	в единство	9	2
613	и сами	3	2
614	в особенности	1	2
615	один голос	2	2
616	а потому	2	2
617	та же	1	2
618	всем своим	1	2
619	опирается на	2	2
620	они и	1	2
621	если в	1	2
622	живет в	1	2
623	должна быть	8	2
624	своих героев	2	2
625	другого человека	7	2
626	сознании героя	1	2
627	одному из	1	2
628	вот как	3	2
629	в сущности	10	2
630	его внутреннего	1	2
631	из которых	3	2
632	утверждает что	1	2
633	к различным	2	2
634	для них	1	2
635	себе не	2	2
636	ориентировано на	1	2
637	все то	5	2
638	и одновременно	3	2
639	от своего	2	2
640	на столе	1	2
641	в россии	2	2
642	о самом	2	2
643	события но	1	2
644	в процессе	6	2
645	можно назвать	1	2
646	слово но	1	2
647	которые могут	1	2
648	в которых	4	2
649	установкой на	1	2
650	который не	2	2
651	ли он	1	2
652	в каком	1	2
653	к другому	6	2
654	не входит	5	2
655	это и	5	2
656	его и	3	2
657	бы с	2	2
658	по своим	4	2
659	своей собственной	1	2
660	совершенно иной	2	2
661	внутренняя жизнь	1	2
662	зрения как	3	2
663	это за	1	2
664	наконец в	4	2
665	автора и	7	2
666	это все	1	2
667	у меня	6	2
668	слова и	8	2
669	всего на	2	2
670	вступает в	1	2
671	в мир	4	2
672	тому или	1	2
673	всеми своими	3	2
674	автора в	4	2
675	что же	9	2
676	на две	1	2
677	в данной	1	2
678	нем не	1	2
679	она может	2	2
680	и во	3	2
681	в самую	1	2
682	своего я	1	2
683	с нею	2	2
684	утрачивает свою	1	2
685	к миру	3	2
686	он может	4	2
687	только с	1	2
688	из него	1	2
689	мира не	2	2
690	рассказа от	2	2
691	слово то	2	2
692	бывает в	1	2
693	будто он	1	2
694	именно к	2	2
695	в более	1	2
696	ни с	1	2
697	не для	1	2
698	мире в	3	2
699	в формах	3	2
700	что с	1	2
701	все это	9	2
702	со своим	2	2
703	сознания и	8	2
704	в их	6	2
705	слова а	2	2
706	таком случае	1	2
707	однако не	3	2
708	но с	4	2
709	себе но	2	2
710	в присутствии	1	2
711	или иначе	1	2
712	на нее	1	2
713	в бытии	1	2
714	указывает на	2	2
715	есть в	2	2
716	как можно	2	2
717	к своему	2	2
718	но уже	1	2
719	в каждой	2	2
720	говорит об	1	2
721	или менее	4	2
722	и вообще	1	2
723	и другого	3	2
724	глава вторая	2	2
725	этих двух	1	2
726	в пределе	1	2
727	личности в	4	2
728	он говорит	2	2
729	слово это	1	2
730	не могу	1	2
731	вся жизнь	1	2
732	обстоит дело	1	2
733	его объект	1	2
734	мы его	2	2
735	когда он	2	2
736	не оставляет	1	2
737	глава четвертая	1	2
738	с установкой	1	2
739	меньшей степени	2	2
740	мира на	1	2
741	возникает проблема	1	2
742	всей его	2	2
743	признать что	1	2
744	на это	1	2
745	рассказа но	1	2
746	отношение к	4	2
747	во многом	1	2
748	в литературном	1	2
749	в категориях	2	2
750	к чужому	8	2
751	зрения на	8	2
752	никому не	2	2
753	бытия и	1	2
754	это в	2	2
755	таким же	3	2
756	или точнее	1	2
757	и наконец	7	2
758	не слышит	1	2
759	для другого	2	2
760	не выступает	1	1
761	во всем	1	1
762	они являются	1	1
763	мире а	3	1
764	породившей его	1	1
765	повествования к	1	1
766	произведения оно	1	1
767	этого в	1	1
768	с которыми	1	1
769	это первое	1	1
770	ее возможность	1	1
771	с героем	3	1
772	вывод из	2	1
773	как теперь	1	1
774	которые не	1	1
775	к этой	1	1
776	тех кто	1	1
777	и люди	1	1
778	подходом к	2	1
779	любовь к	1	1
780	отдельности не	1	1
781	души человеческой	3	1
782	и взаимодействие	2	1
783	с самим	3	1
784	из всех	1	1
785	эта новая	1	1
786	точке соприкосновения	1	1
787	тем как	5	1
788	и был	1	1
789	в большей	2	1
790	мысли и	6	1
791	у его	1	1
792	человек есть	1	1
793	предполагает наличие	1	1
794	зиждется на	1	1
795	к смысловой	1	1
796	сам автор	1	1
797	не как	20	1
798	и говорить	2	1
799	время не	3	1
800	как реализм	1	1
801	вы из	1	1
802	но изнутри	1	1
803	в живом	1	1
804	не оставляющей	1	1
805	но что	1	1
806	нами простой	1	1
807	всей ее	1	1
808	среди других	2	1
809	в кухне	2	1
810	одновременно все	1	1
811	которая была	1	1
812	поэтому их	1	1
813	в рассказчике	1	1
814	установки на	5	1
815	не вытекает	1	1
816	в духе	4	1
817	не речевой	1	1
818	он остается	1	1
819	между характером	1	1
820	на которых	1	1
821	не обращался	1	1
822	типов в	1	1
823	из двух	1	1
824	ни одна	1	1
825	относится и	2	1
826	на мир	6	1
827	на свою	1	1
828	слова с	7	1
829	тонах и	1	1
830	чем его	1	1
831	к другим	1	1
832	отношением к	1	1
833	том или	2	1
834	самому и	1	1
835	и должен	1	1
836	в корне	1	1
837	его на	2	1
838	чужого сознания	3	1
839	сознанием и	1	1
840	событийного взаимодействия	1	1
841	и внутренне	4	1
842	оказаться в	1	1
843	приходит в	2	1
844	у которого	1	1
845	мысли о	1	1
846	на авторскую	1	1
847	лица в	1	1
848	ничего а	1	1
849	но у	4	1
850	отличается от	5	1
851	произведении и	1	1
852	рассказ не	1	1
853	зрения с	1	1
854	и слово	4	1
855	из героев	2	1
856	в письме	2	1
857	социальной ситуации	1	1
858	рассказа все	1	1
859	обращение к	1	1
860	окружающей действительности	2	1
861	и нет	6	1
862	на материале	5	1
863	приходится искать	1	1
864	особенности в	1	1
865	и образ	1	1
866	в речь	3	1
867	с этим	3	1
868	за личностью	1	1
869	условии что	1	1
870	является их	1	1
871	его лица	1	1
872	не служит	2	1
873	творчества в	1	1
874	во все	2	1
875	на этой	1	1
876	к одной	1	1
877	мире не	1	1
878	при условии	2	1
879	а порой	1	1
880	его любовь	1	1
881	не непосредственно	1	1
882	не могли	1	1
883	можно не	1	1
884	что этот	2	1
885	и взаимодействия	2	1
886	вопрос о	3	1
887	про него	1	1
888	сознаний и	3	1
889	как принцип	1	1
890	нет своего	1	1
891	он был	2	1
892	мы увидим	6	1
893	отсюда и	3	1
894	действительности как	1	1
895	чужое слово	43	1
896	говорящего как	1	1
897	и иван	1	1
898	говорить не	1	1
899	в творчестве	6	1
900	же авторского	1	1
901	но то	1	1
902	но эти	4	1
903	и неизбежно	1	1
904	зрения героя	1	1
905	оно как	1	1
906	истину и	1	1
907	что вся	2	1
908	позиции автора	1	1
909	не убеждает	1	1
910	своем кругозоре	1	1
911	и показывает	1	1
912	существующих в	1	1
913	мира концепция	1	1
914	уходит так	1	1
915	облик героя	1	1
916	в различных	3	1
917	для данного	1	1
918	в сторону	2	1
919	тип слова	2	1
920	определяется его	1	1
921	значительной степени	1	1
922	что речь	1	1
923	что еще	1	1
924	между позицией	1	1
925	на практике	1	1
926	даже с	1	1
927	здесь имеет	1	1
928	самого начала	2	1
929	он писал	2	1
930	не я	1	1
931	это осознание	1	1
932	бы совершенно	1	1
933	мы привыкли	1	1
934	с авторской	3	1
935	воспринимать и	1	1
936	принадлежащих к	2	1
937	чужой голос	2	1
938	не становится	6	1
939	с рассказом	1	1
940	которых может	2	1
941	своего сознания	1	1
942	целого но	1	1
943	ее как	4	1
944	установка на	4	1
945	выборе и	1	1
946	гораздо существеннее	1	1
947	речь не	1	1
948	автор как	3	1
949	в одной	8	1
950	него вдруг	1	1
951	что все	2	1
952	чего он	1	1
953	во всей	3	1
954	не умеет	1	1
955	фоне его	1	1
956	по одной	1	1
957	речь о	1	1
958	это прежде	1	1
959	и внутренняя	2	1
960	говорит сам	2	1
961	на предмет	4	1
962	в противном	1	1
963	от себя	1	1
964	что даже	1	1
965	друг с	4	1
966	она уже	1	1
967	в структуре	3	1
968	с собственной	1	1
969	они характеризуют	1	1
970	но так	2	1
971	смысле как	1	1
972	не то	1	1
973	вся эта	1	1
974	перед нею	1	1
975	отсутствует но	1	1
976	сознаний не	1	1
977	чужую личность	2	1
978	героя не	5	1
979	к восприятию	1	1
980	бы то	3	1
981	его собственного	2	1
982	чтобы сделать	2	1
983	музыки и	1	1
984	она и	1	1
985	сюжет в	1	1
986	думает о	1	1
987	здесь нет	4	1
988	о слове	2	1
989	и среди	2	1
990	стороны и	4	1
991	включено в	2	1
992	слова эта	1	1
993	в состоянии	1	1
994	мы знаем	1	1
995	что сама	1	1
996	точкой зрения	2	1
997	получает в	1	1
998	второй смысл	1	1
999	своей социальной	1	1
1000	они определяются	1	1
1001	ни было	4	1
1002	лишь после	1	1
1003	далеко за	1	1
1004	и оценку	1	1
1005	чем у	2	1
1006	место для	1	1
1007	между голосами	1	1
1008	отказывается от	1	1
1009	с другими	8	1
1010	не от	1	1
1011	внешнего мира	3	1
1012	его в	8	1
1013	не была	4	1
1014	говорит он	6	1
1015	ни в	5	1
1016	как же	6	1
1017	высказываний и	1	1
1018	о возможности	1	1
1019	говорит в	1	1
1020	мере усиления	2	1
1021	пути и	3	1
1022	тех событий	1	1
1023	некоторого события	1	1
1024	в нарушении	2	1
1025	и говорит	1	1
1026	личностями и	1	1
1027	что за	1	1
1028	и чисто	1	1
1029	адресата к	1	1
1030	героя о	4	1
1031	прямо не	1	1
1032	слов с	2	1
1033	таков принцип	1	1
1034	мы это	1	1
1035	здесь же	1	1
1036	как рассказчик	1	1
1037	не он	1	1
1038	между этими	1	1
1039	с одним	1	1
1040	но ведь	3	1
1041	настоящим и	1	1
1042	лишь на	5	1
1043	звучит как	3	1
1044	и само	2	1
1045	эти три	1	1
1046	время как	2	1
1047	слово здесь	4	1
1048	и она	1	1
1049	как во	2	1
1050	большинстве случаев	10	1
1051	в пределы	4	1
1052	сообщение о	1	1
1053	не улавливает	1	1
1054	того и	4	1
1055	зрения и	5	1
1056	письме к	2	1
1057	о которых	1	1
1058	слова до	1	1
1059	последовательность и	1	1
1060	лишь для	2	1
1061	же касается	1	1
1062	воздействия на	1	1
1063	был не	1	1
1064	человеческое сознание	1	1
1065	а только	1	1
1066	из одного	8	1
1067	числе и	1	1
1068	не нужно	2	1
1069	я все	1	1
1070	к некоторым	1	1
1071	это тоже	1	1
1072	всю ее	1	1
1073	вопроса о	1	1
1074	они становятся	1	1
1075	которого была	1	1
1076	героями но	1	1
1077	именно как	2	1
1078	чрезвычайно существенно	1	1
1079	полное совпадение	1	1
1080	рождается в	1	1
1081	не имея	1	1
1082	повестях белкина	1	1
1083	она или	1	1
1084	человек как	1	1
1085	вошел в	1	1
1086	в уста	4	1
1087	для его	4	1
1088	и быть	1	1
1089	сознания а	1	1
1090	на этом	2	1
1091	к слову	2	1
1092	становится и	1	1
1093	предполагает что	1	1
1094	говорилось о	1	1
1095	о предмете	1	1
1096	как субъект	1	1
1097	него или	1	1
1098	собой это	1	1
1099	мир где	2	1
1100	две стороны	1	1
1101	внешний мир	1	1
1102	мы уже	4	1
1103	него есть	1	1
1104	он ничего	2	1
1105	по данному	1	1
1106	случаев в	2	1
1107	другом и	1	1
1108	на котором	3	1
1109	низводится до	1	1
1110	определенным образом	1	1
1111	связь и	1	1
1112	то ни	3	1
1113	отношение между	2	1
1114	или же	2	1
1115	интенции автора	2	1
1116	чужое я	4	1
1117	для художника	1	1
1118	например слова	1	1
1119	если б	2	1
1120	понимает и	1	1
1121	ничто не	1	1
1122	реакции на	3	1
1123	деревенской жизни	1	1
1124	и та	1	1
1125	за свои	1	1
1126	героя тем	1	1
1127	в тех	1	1
1128	за пределы	7	1
1129	и знает	1	1
1130	этом смысле	12	1
1131	такие определения	1	1
1132	этот вопрос	4	1
1133	повествований и	1	1
1134	одну из	1	1
1135	отношения с	1	1
1136	над ним	1	1
1137	говорили что	1	1
1138	как один	2	1
1139	но тут	1	1
1140	должны были	1	1
1141	в самой	9	1
1142	себя за	1	1
1143	и возникает	1	1
1144	или наконец	4	1
1145	неразрывно связано	1	1
1146	к каждому	2	1
1147	занимает в	1	1
1148	или меньшей	2	1
1149	из нее	1	1
1150	истории и	1	1
1151	другое противоположное	1	1
1152	лишь одно	1	1
1153	рассказчика также	1	1
1154	так значит	1	1
1155	другому сознанию	1	1
1156	вопрос в	1	1
1157	голоса и	2	1
1158	это вовсе	2	1
1159	на который	1	1
1160	нами был	1	1
1161	что для	2	1
1162	бы его	1	1
1163	и каждый	1	1
1164	его личности	1	1
1165	их к	1	1
1166	оставляет в	1	1
1167	звучит так	1	1
1168	них не	1	1
1169	видения жизни	1	1
1170	героев для	1	1
1171	часов с	1	1
1172	я но	1	1
1173	теми же	1	1
1174	пределы своего	1	1
1175	вовсе еще	1	1
1176	но благодаря	1	1
1177	если они	1	1
1178	иной раз	1	1
1179	бы эти	1	1
1180	она принципиально	1	1
1181	кругозор героя	2	1
1182	бы ни	3	1
1183	речи и	4	1
1184	его к	4	1
1185	слова как	3	1
1186	там где	12	1
1187	вот он	1	1
1188	приходится признать	1	1
1189	не доказывает	1	1
1190	случае это	1	1
1191	так или	1	1
1192	до времени	1	1
1193	чтобы не	1	1
1194	он его	1	1
1195	в один	2	1
1196	прежде чем	1	1
1197	мир но	1	1
1198	и особенно	2	1
1199	отклоняется от	1	1
1200	если это	1	1
1201	до его	1	1
1202	мы видели	1	1
1203	не отличается	1	1
1204	и рождается	1	1
1205	к автору	1	1
1206	видим и	1	1
1207	слова героя	4	1
1208	то время	2	1
1209	образом и	4	1
1210	него только	1	1
1211	за ним	4	1
1212	полной мере	1	1
1213	ходит по	1	1
1214	мере того	1	1
1215	в последнем	1	1
1216	как с	1	1
1217	речи но	1	1
1218	всеми этими	1	1
1219	он только	2	1
1220	наиболее существенных	1	1
1221	которых мы	1	1
1222	был бы	6	1
1223	свой характер	1	1
1224	из таких	1	1
1225	оно было	1	1
1226	рассказа и	1	1
1227	непосредственно но	1	1
1228	сложное и	1	1
1229	была бы	5	1
1230	речь как	1	1
1231	человек с	2	1
1232	ни единого	1	1
1233	сам по	2	1
1234	не приходится	1	1
1235	и неуверенность	1	1
1236	в другой	4	1
1237	не исчерпывается	2	1
1238	этот не	1	1
1239	поэтому в	3	1
1240	из существеннейших	1	1
1241	речи как	3	1
1242	он мыслится	1	1
1243	их как	1	1
1244	лишь из	1	1
1245	он несет	1	1
1246	слезами и	1	1
1247	в отношении	5	1
1248	высказывания на	1	1
1249	однако он	1	1
1250	хоть одно	1	1
1251	автор в	1	1
1252	и вполне	2	1
1253	него нет	3	1
1254	на минуту	1	1
1255	не могут	10	1
1256	в плоскости	6	1
1257	слова у	1	1
1258	в приведенном	2	1
1259	и строго	1	1
1260	его собственными	1	1
1261	будто и	2	1
1262	этой точки	2	1
1263	во что	2	1
1264	вместо того	1	1
1265	именно оно	1	1
1266	однако что	1	1
1267	слов не	1	1
1268	третьего лица	1	1
1269	не знающего	1	1
1270	по преимуществу	2	1
1271	в большинстве	11	1
1272	развития в	1	1
1273	границу между	1	1
1274	одно слово	1	1
1275	его сознания	2	1
1276	с женой	1	1
1277	что когда-то	1	1
1278	не делает	1	1
1279	же слово	1	1
1280	и лишает	1	1
1281	отношения к	5	1
1282	эти сознания	1	1
1283	здесь автор	1	1
1284	к которым	1	1
1285	и внутренние	2	1
1286	и соответственно	1	1
1287	что могло	1	1
1288	и они	2	1
1289	его сознании	1	1
1290	как не	9	1
1291	и так	2	1
1292	ними не	1	1
1293	в творческом	1	1
1294	третьего типа	15	1
1295	форме рассказа	1	1
1296	себя и	5	1
1297	только себя	1	1
1298	сравнению с	1	1
1299	при всех	2	1
1300	речью героя	1	1
1301	эта последняя	1	1
1302	друг от	1	1
1303	слове и	1	1
