N	2gram	Vygotskiy_	VLabPisa
700	перейти к	6	1
701	что ее	2	1
702	на одном	1	1
703	мы только	1	1
704	по своему	11	1
705	себя и	2	1
706	не имеет	6	1
707	говоря если	1	1
708	зрения и	1	1
709	но у	1	1
710	между собой	15	1
711	никем не	2	1
712	в свете	9	1
713	о котором	1	1
714	сравнению с	21	1
715	на известной	1	1
716	и обусловливает	1	1
717	том смысле	2	1
718	это было	2	1
719	плане не	1	1
720	связанный с	1	1
721	до самых	1	1
722	есть то	4	1
723	речь идет	1	1
724	в известном	2	1
725	образом это	1	1
726	тем свободнее	1	1
727	и это	2	1
728	его значение	2	1
729	в каждой	4	1
730	а только	2	1
731	в каком	2	1
732	не его	1	1
733	ничего общего	1	1
734	поэтому у	1	1
735	и из	2	1
736	что тот	1	1
737	на себе	1	1
738	что их	2	1
739	запоминание и	1	1
740	мысли в	12	1
741	говорят об	1	1
742	обращение к	1	1
743	слова к	7	1
744	ином отношении	1	1
745	казалось бы	4	1
746	процессом в	1	1
747	было продиктовано	1	1
748	в математике	2	1
749	сразу и	3	1
750	эти определения	1	1
751	той или	2	1
752	чтобы понять	1	1
753	сопоставить эти	1	1
754	и значения	3	1
755	жизнь и	1	1
756	авторов и	1	1
757	данном этапе	1	1
758	удивительно поэтому	2	1
759	основная тенденция	1	1
760	всех видов	1	1
761	нас этот	1	1
762	что эти	3	1
763	не обособлена	1	1
764	же направлении	2	1
765	исследований и	1	1
766	поле сознания	1	1
767	поскольку она	1	1
768	еще до	1	1
769	при определенных	1	1
770	ни к	1	1
771	его и	2	1
772	совершенно не	2	1
773	признать что	2	1
774	как показывает	7	1
775	тенденций в	1	1
776	исходя из	1	1
777	на природу	1	1
778	ответить на	1	1
779	в прозе	1	1
780	это с	2	1
781	на этой	7	1
782	находит свое	3	1
783	она помогает	1	1
784	а с	3	1
785	в данном	7	1
786	противоположным этому	1	1
787	все основания	1	1
788	от других	1	1
789	в основе	5	1
790	старая психология	1	1
791	а процесс	2	1
792	его развития	1	1
793	вытекают из	1	1
794	восприятии и	1	1
795	в классической	1	1
796	проявляется не	2	1
797	тем более	1	1
798	несомненно и	1	1
799	уже из	1	1
800	хотя ни	1	1
801	говорит по	1	1
802	бы с	2	1
803	оно в	1	1
804	что этот	6	1
805	вопрос о	9	1
806	не означает	4	1
807	но между	2	1
808	это понятие	1	1
809	же говорят	1	1
810	этой главы	1	1
811	говоря в	1	1
812	которой он	2	1
813	к типу	1	1
814	но ведь	1	1
815	поэзии и	2	1
816	об одном	4	1
817	очень часто	2	1
818	в лучшем	3	1
819	это как	1	1
820	функцию но	1	1
821	в светлое	1	1
822	следовало ожидать	1	1
823	как совершенно	3	1
824	роли и	1	1
825	есть в	5	1
826	конечно не	2	1
827	с новыми	1	1
828	а чисто	1	1
829	при отсутствии	1	1
830	что самое	1	1
831	образов памяти	2	1
832	входит в	3	1
833	всего этого	1	1
834	нам в	2	1
835	говоря только	1	1
836	наконец в	3	1
837	в нескольких	1	1
838	приводит и	1	1
839	процесс в	2	1
840	уже в	3	1
841	лежат в	1	1
842	по сравнению	23	1
843	историю развития	1	1
844	согласуется с	1	1
845	осмыслить и	1	1
846	нельзя не	2	1
847	случае она	1	1
848	основе этого	1	1
849	другой в	1	1
850	самое существенное	2	1
851	процесса при	1	1
852	в понятие	1	1
853	их структуры	2	1
854	деятельности а	1	1
855	необходимость для	1	1
856	друг друга	9	1
857	потому что	26	1
858	в свою	3	1
859	и тем	10	1
860	слова и	10	1
861	наиболее полно	1	1
862	идет в	3	1
863	только тогда	1	1
864	если б	1	1
865	и поэтому	1	1
866	социальной функции	1	1
867	оно и	1	1
868	свойств и	1	1
869	то все	1	1
870	путь для	3	1
871	а по	4	1
872	не могло	3	1
873	но она	1	1
874	значение для	2	1
875	только на	5	1
876	если же	2	1
877	выйти за	1	1
878	которые должны	1	1
879	что эта	7	1
880	для этого	4	1
881	одно и	3	1
882	быть выражена	3	1
883	на его	3	1
884	есть и	1	1
885	вещь в	1	1
886	хотя в	1	1
887	все те	2	1
888	и что	14	1
889	в каком-то	1	1
890	дело не	1	1
891	один раз	4	1
892	к области	1	1
893	в любой	2	1
894	приходит к	1	1
895	за пределы	2	1
896	к анализу	4	1
897	если все	1	1
898	и целиком	1	1
899	но только	5	1
900	заключает в	2	1
901	говорит что	3	1
902	подобного рода	2	1
903	в начале	6	1
904	и частного	2	1
905	мы хотим	1	1
906	еще в	3	1
907	слова с	5	1
908	из всей	1	1
909	и частных	1	1
910	особый вид	1	1
911	то как	3	1
912	что еще	1	1
913	в истории	1	1
914	как оно	2	1
915	деятельность в	1	1
916	знаем не	1	1
917	многих авторов	1	1
918	это имеет	1	1
919	этом смысле	2	1
920	себя от	2	1
921	с законами	1	1
922	имеет свои	1	1
923	или как	1	1
924	верно и	1	1
925	самого начала	13	1
926	и речи	19	1
927	бы совершенно	1	1
928	себе в	5	1
929	свою очередь	3	1
930	и наоборот	1	1
931	и движение	2	1
932	не представляет	3	1
933	какой мере	2	1
934	и музыке	1	1
935	силу но	1	1
936	и ту	1	1
937	связанных с	2	1
938	мере не	2	1
939	мы полагаем	1	1
940	связанной с	1	1
941	строение и	1	1
942	с понятиями	1	1
943	в словесной	1	1
944	иного типа	1	1
945	значение и	2	1
946	и той	5	1
947	приблизительно в	1	1
948	сейчас же	1	1
949	и еще	1	1
950	целом и	1	1
951	всей полноты	1	1
952	отношение к	8	1
953	и связанное	1	1
954	как мы	24	1
955	со своими	1	1
956	соответствии с	1	1
957	его связей	1	1
958	к ней	2	1
959	к двум	2	1
960	эти сложные	1	1
961	к сокращению	8	1
962	в данной	1	1
963	к изучению	4	1
964	но по	1	1
965	видим в	3	1
966	мыслей но	1	1
967	не случайное	1	1
968	и мысль	2	1
969	эту внутреннюю	1	1
970	общего с	1	1
971	изучение этих	1	1
972	в понимании	2	1
973	но вместе	2	1
974	что во	1	1
975	свете этих	1	1
976	в систему	1	1
977	говорить только	1	1
978	заметить что	1	1
979	к ее	1	1
980	в ходе	14	1
981	и во	5	1
982	что есть	2	1
983	особенностей и	1	1
984	законов и	3	1
985	бы он	1	1
986	исключительно к	1	1
987	выражения в	3	1
988	приводят к	2	1
989	благодаря этому	3	1
990	тенденции к	5	1
991	обратимся к	3	1
992	связи между	11	1
993	больше того	1	1
994	но пожалуй	1	1
995	анализа и	1	1
996	психологии в	3	1
997	быть в	1	1
998	но ее	1	1
999	сущности и	1	1
1000	находится в	3	1
1001	уже не	1	1
1002	за его	1	1
1003	имеем дело	2	1
1004	эту мысль	3	1
1005	слова в	7	1
1006	из моментов	1	1
1007	чего он	1	1
1008	связи со	1	1
1009	причем в	1	1
1010	действительности можно	1	1
1011	на этот	2	1
1012	как увидим	2	1
1013	не имели	1	1
1014	не представляют	1	1
1015	происходит в	2	1
1016	и других	5	1
1017	свести к	1	1
1018	иным как	2	1
1019	в понятиях	5	1
1020	как будто	1	1
1021	их отношение	1	1
1022	здесь не	1	1
1023	по законам	1	1
1024	процесса и	2	1
1025	представляется как	1	1
1026	оно может	2	1
1027	как возможно	2	1
1028	каком направлении	1	1
1029	их на	1	1
1030	силу того	6	1
1031	один путь	1	1
1032	увидим ниже	3	1
1033	это в	2	1
1034	протекает в	2	1
1035	их со	1	1
1036	положению вещей	1	1
1037	является общим	2	1
1038	все для	1	1
1039	речи о	4	1
1040	решающую роль	1	1
1041	но это	4	1
1042	благодаря чему	1	1
1043	не хватает	1	1
1044	и продолжается	1	1
1045	так называемое	1	1
1046	приводят нас	1	1
1047	связанные как	1	1
1048	с ее	2	1
1049	не имеющих	1	1
1050	именно таким	1	1
1051	которой мы	2	1
1052	в самой	3	1
1053	не был	1	1
1054	если только	1	1
1055	становится в	1	1
1056	и особенно	2	1
1057	он должен	1	1
1058	начинает с	1	1
1059	в м	2	1
1060	сомнения в	2	1
1061	тому же	2	1
1062	что на	5	1
1063	деятельности и	4	1
1064	проявляются в	2	1
1065	в заключение	2	1
1066	образом на	1	1
1067	что должно	1	1
1068	не к	1	1
1069	ясность в	1	1
1070	структура и	1	1
1071	своего развития	4	1
1072	говорит как	1	1
1073	этому же	2	1
1074	воззрения на	1	1
