N	2gram	Propp_Isto	Freidism
194	из которого	1	4
195	ничего общего	1	4
196	полагают что	2	4
197	это и	3	4
198	данном случае	2	4
199	в данном	3	4
200	в котором	2	4
201	мы увидим	6	4
202	потому что	18	4
203	только как	1	4
204	это только	2	4
205	и оно	2	4
206	не всегда	9	4
207	в этот	2	4
208	только на	2	4
209	а только	1	4
210	в истории	7	4
211	так же	14	4
212	свою очередь	1	4
213	связанных с	1	4
214	на него	10	4
215	в своем	3	4
216	одна из	6	4
217	не лучше	1	4
218	только с	1	4
219	но это	10	4
220	едва ли	1	4
221	дает нам	2	4
222	что оно	4	4
223	тем не	6	4
224	человека в	5	4
225	таком случае	1	4
226	у него	7	4
227	мы находим	1	4
228	в зависимости	1	4
229	я не	1	4
230	по своему	1	4
231	войти в	1	4
232	и вообще	3	4
233	первый план	1	4
234	в таких	3	4
235	не дает	2	4
236	не тот	1	4
237	этом мы	2	4
238	в развитии	2	4
239	и может	2	4
240	должны быть	2	4
241	в другом	2	4
242	к ней	2	4
243	главным образом	2	4
244	в систему	1	4
245	в области	1	4
246	его к	3	4
247	в целом	4	4
248	ответ на	1	3
249	не так	1	3
250	во втором	1	3
251	до сих	7	3
252	и должны	1	3
253	на почве	1	3
254	часть его	1	3
255	и при	3	3
256	это уже	2	3
257	мы в	1	3
258	утверждает что	1	3
259	в результате	1	3
260	и тот	1	3
261	в них	3	3
262	оно не	1	3
263	и даже	4	3
264	ступенях развития	2	3
265	все его	2	3
266	их в	7	3
267	к его	2	3
268	приводит к	2	3
269	во сне	5	3
270	сейчас же	2	3
271	и смерть	2	3
272	связано с	7	3
273	при анализе	2	3
274	этот мотив	10	3
275	на этой	5	3
276	что мы	4	3
277	он был	2	3
278	ни на	1	3
279	и социальной	1	3
280	на основе	1	3
281	между двумя	7	3
282	о них	1	3
283	в одном	2	3
284	уже в	4	3
285	как на	3	3
286	из наиболее	1	3
287	не совсем	6	3
288	на две	1	3
289	тем же	1	3
290	находится в	2	3
291	с этими	3	3
292	о том	11	3
293	во всей	1	3
294	в сознании	1	3
295	на этот	2	3
296	единства и	1	3
297	из него	3	3
298	того же	3	3
299	представления и	2	3
300	и то	5	3
301	говорит о	4	3
302	действительно ли	1	3
303	видели что	2	3
304	мы видим	12	3
305	не поддается	1	3
306	они не	5	3
307	к себе	3	3
308	не будем	6	3
309	не без	1	3
310	миф и	1	3
311	и этим	6	3
312	у нас	1	3
313	этого не	2	3
314	он пытается	1	3
315	одним из	4	3
316	на себя	4	3
317	но для	4	3
318	такой же	3	3
319	и как	5	3
320	и она	3	3
321	есть только	1	3
322	и сам	2	3
323	на все	2	3
324	в свой	3	3
325	себе и	2	3
326	которой он	2	3
327	и таким	2	3
328	под влиянием	2	3
329	сих пор	7	3
330	этих двух	1	3
331	остается в	1	3
332	этого сна	1	3
333	такие же	1	3
334	в самых	1	3
335	ни один	1	3
336	между тем	1	3
337	в искусстве	1	3
338	когда он	7	3
339	и ни	1	3
340	борьба с	1	3
341	человека с	2	3
342	или как	3	3
343	центр тяжести	2	3
344	явление в	2	3
345	себя в	6	3
346	них не	2	3
347	и от	1	3
348	и есть	3	3
349	на другие	1	3
350	чаще всего	3	3
351	формы и	3	3
352	на место	2	3
353	а как	3	3
354	независимо от	1	3
355	на это	1	3
356	с основным	1	2
357	и другие	5	2
358	социальной жизни	3	2
359	вступить в	1	2
360	в момент	1	2
361	к этой	3	2
362	и животных	1	2
363	очень много	2	2
364	его с	3	2
365	должна быть	3	2
366	тогда когда	3	2
367	человек может	2	2
368	по всему	1	2
369	большую роль	1	2
370	другого человека	1	2
371	связи в	1	2
372	в некоторых	6	2
373	из которых	7	2
374	не как	5	2
375	находятся в	2	2
376	в науке	1	2
377	из того	1	2
378	нас в	1	2
379	для нас	6	2
380	правда в	1	2
381	же что	2	2
382	половой зрелости	1	2
383	нас к	10	2
384	их не	3	2
385	или во	1	2
386	особого рода	1	2
387	но все	8	2
388	относится и	1	2
389	равно как	1	2
390	мы остановимся	1	2
391	к другим	1	2
392	в мире	1	2
393	наступления половой	1	2
394	и они	5	2
395	они и	1	2
396	приходит в	1	2
397	меньшей мере	1	2
398	а именно	8	2
399	тому назад	2	2
400	в широком	1	2
401	и так	1	2
402	такие представления	2	2
403	его все	1	2
404	мы только	1	2
405	предмета и	1	2
406	только для	1	2
407	не имеет	4	2
408	является для	1	2
409	ли он	2	2
410	не пытается	1	2
411	при помощи	11	2
412	нет в	2	2
413	свой смысл	1	2
414	в дальнейшем	6	2
415	все они	1	2
416	тому кто	1	2
417	его и	2	2
418	нами выше	1	2
419	отца в	1	2
420	вопрос о	5	2
421	и начинается	1	2
422	доказать что	1	2
423	в течение	2	2
424	связана с	1	2
425	одной стороны	7	2
426	относится к	3	2
427	представляет собой	8	2
428	утверждают что	1	2
429	время в	2	2
430	и уже	2	2
431	пишет он	1	2
432	в различных	3	2
433	у других	1	2
434	превращается в	10	2
435	в америке	5	2
436	быть это	1	2
437	на первых	1	2
438	же самое	1	2
439	в мифах	9	2
440	с другой	11	2
441	он сохраняет	1	2
442	на более	2	2
443	в отличие	1	2
444	когда человек	2	2
445	заметить что	1	2
446	мог бы	2	2
447	и во	1	2
448	только одна	3	2
449	за пределами	1	2
450	вещи и	1	2
451	может оказаться	1	2
452	не имели	3	2
453	всех людей	3	2
454	были в	1	2
455	друг друга	5	2
456	же он	2	2
457	бы в	1	2
458	но так	3	2
459	только о	1	2
460	в связь	2	2
461	исключительно в	1	2
462	проходит через	1	2
463	носит название	1	2
464	как к	1	2
465	на языке	1	2
466	что с	2	2
467	и служит	1	2
468	своему содержанию	1	2
469	зависит от	4	2
470	с одной	7	2
471	такого рода	2	2
472	в состоянии	1	2
473	и через	1	2
474	и борьбы	1	2
475	что при	5	2
476	такое же	3	2
477	о нем	3	2
478	матери а	1	2
479	в качестве	13	2
480	то мы	3	2
481	но как	2	2
482	на которой	4	2
483	чтобы получить	1	2
484	силу и	2	2
485	в их	1	2
486	а на	2	2
487	а также	5	2
488	будто бы	2	2
489	все наше	1	2
490	в глубине	1	2
491	слагается из	1	2
492	в конце	1	2
493	вообще не	1	2
494	противоречие с	1	2
495	на другую	1	2
496	ясно что	5	2
497	обстоятельство что	1	2
498	он в	3	2
499	также в	2	2
500	эти три	1	2
501	есть та	1	2
502	же как	12	2
503	не есть	1	2
504	но когда	3	2
505	стремление к	1	2
506	постановка вопроса	1	2
507	должны прежде	1	2
508	к своему	2	2
509	от этого	6	2
510	о которых	4	2
511	это было	2	2
512	должен быть	2	2
513	что как	1	2
514	в одной	5	2
515	связаны с	3	2
516	на них	2	2
517	смысл и	1	2
518	все другие	2	2
519	не то	1	2
520	а с	2	2
521	страх перед	1	2
522	отличие от	1	2
523	ли это	2	2
524	его не	3	2
525	на другой	1	2
526	также и	2	2
527	всегда может	1	2
528	к этим	3	2
529	дело не	1	2
530	или же	6	2
531	и тем	7	2
532	то обстоятельство	1	2
533	одним словом	1	2
534	можно сделать	1	2
535	всех других	1	2
536	есть и	3	2
537	вспомним что	2	2
538	быть как	1	2
539	в нашей	2	2
540	входит в	5	2
541	проникнуть в	1	2
542	таких случаях	2	2
543	но вместе	4	2
544	к которой	1	2
545	то или	2	2
546	думать что	2	2
547	на всю	1	2
548	или иное	2	2
549	и часто	1	2
550	более подробном	1	2
551	и поэтому	1	2
552	но эти	4	2
553	на свет	1	2
554	в книге	3	2
555	во многом	1	2
556	ли мы	1	2
557	но нет	1	2
558	речь и	1	2
559	даже если	2	2
560	образом в	3	2
561	или иной	1	2
562	но если	2	2
563	из этого	3	2
564	там где	11	2
565	то в	2	2
566	в него	5	2
567	он должен	2	2
568	как для	1	2
569	не к	1	2
570	в особенности	6	1
571	что было	1	1
572	к сожалению	1	1
573	во всем	4	1
574	находим в	1	1
575	и любой	1	1
576	они являются	1	1
577	мире и	1	1
578	аналогии с	1	1
579	всего это	1	1
580	утверждать что	2	1
581	бы они	1	1
582	образом и	1	1
583	по существу	2	1
584	и здесь	12	1
585	та же	2	1
586	остается совершенно	1	1
587	ней мы	1	1
588	он стремится	1	1
589	на неудачу	1	1
590	у одних	1	1
591	тесно связана	1	1
592	находясь в	1	1
593	необходимо только	1	1
594	которые не	2	1
595	части тела	2	1
596	почти не	1	1
597	случае уже	1	1
598	до него	4	1
599	все люди	2	1
600	же является	1	1
601	и оттуда	1	1
602	из таких	3	1
603	оно было	1	1
604	ними существует	1	1
605	самым важным	1	1
606	и вслед	1	1
607	или по	1	1
608	и далее	1	1
609	нужно искать	1	1
610	даже в	4	1
611	не всякий	1	1
612	другой пример	2	1
613	его за	2	1
614	истории его	1	1
615	принимают форму	1	1
616	переносится в	2	1
617	художественного творчества	1	1
618	думаю что	1	1
619	этом случае	13	1
620	она основана	1	1
621	три дня	2	1
622	никак не	1	1
623	но тем	1	1
624	мифах и	3	1
625	в другой	5	1
626	теряет своей	1	1
627	а затем	7	1
628	что человек	1	1
629	иногда и	4	1
630	это нужно	2	1
631	потому не	1	1
632	заметим что	1	1
633	заранее обречены	1	1
634	остановиться на	1	1
635	извне и	1	1
636	а есть	1	1
637	живут в	2	1
638	близки к	1	1
639	только за	1	1
640	очень на	1	1
641	еще очень	1	1
642	поэтому она	1	1
643	часто даже	1	1
644	лет тому	2	1
645	какую же	1	1
646	с собой	6	1
647	этом как	1	1
648	только еще	1	1
649	одно очень	1	1
650	и эти	1	1
651	по предписанию	1	1
652	такого же	2	1
653	за что	2	1
654	должен был	1	1
655	на смену	4	1
656	как они	1	1
657	этого мифа	2	1
658	что нет	1	1
659	время как	3	1
660	на которых	1	1
661	животного в	1	1
662	однако мы	1	1
663	происходит процесс	1	1
664	который она	1	1
665	этом месте	1	1
666	вопрос этот	3	1
667	как царство	1	1
668	был связан	1	1
669	человека для	1	1
670	в различные	1	1
671	тем что	12	1
672	тела и	2	1
673	эта опасность	2	1
674	какая же	1	1
675	еще с	1	1
676	и начало	1	1
677	позднее время	1	1
678	на месте	1	1
679	то время	3	1
680	представление о	22	1
681	другую сторону	1	1
682	например в	11	1
683	характер этого	1	1
684	он вернулся	1	1
685	то за	1	1
686	меня в	4	1
687	с тем	9	1
688	когда это	1	1
689	уже нет	3	1
690	там же	2	1
691	тем ближе	1	1
692	этот сон	1	1
693	что по	1	1
694	каким-то образом	1	1
695	только те	1	1
696	со всем	1	1
697	что иное	1	1
698	на мелкие	1	1
699	и т	39	1
700	не что	1	1
701	совершенно одинаково	1	1
702	нас интересует	1	1
703	становится ясным	1	1
704	мы имели	1	1
705	который не	1	1
706	так называемая	1	1
707	в иной	12	1
708	сравнению с	1	1
709	объясняет почему	1	1
710	своего отца	1	1
711	в это	3	1
712	он по	2	1
713	дословном переводе	1	1
714	дальше и	2	1
715	на таком	1	1
716	мы сейчас	1	1
717	на одном	2	1
718	к той	1	1
719	а две	1	1
720	но оно	3	1
721	то наоборот	1	1
722	который он	1	1
723	нет ничего	1	1
724	которых можно	4	1
725	бросается в	2	1
726	ними и	1	1
727	ответить на	1	1
728	во все	1	1
729	сна с	1	1
730	на три	2	1
731	ее к	2	1
732	о второй	1	1
733	мы рассмотрим	4	1
734	истории не	1	1
735	и прочие	1	1
736	перейти в	1	1
737	он поставил	1	1
738	из других	2	1
739	знаем о	2	1
740	уже из	1	1
741	где нет	2	1
742	то это	8	1
743	можно считать	1	1
744	он находит	1	1
745	соответствует действительности	1	1
746	что этот	5	1
747	которого затем	1	1
748	чтобы вызвать	2	1
749	что-то что	1	1
750	более ранних	5	1
751	после того	4	1
752	в землю	2	1
753	не сделал	1	1
754	очень важное	1	1
755	не имеют	2	1
756	смерти и	3	1
757	его образования	1	1
758	силы и	2	1
759	и заставляет	2	1
760	даже и	2	1
761	то и	1	1
762	он еще	1	1
763	в противоположность	1	1
764	мы его	1	1
765	наконец в	1	1
766	но даже	2	1
767	на друга	1	1
768	по сравнению	1	1
769	это его	1	1
770	в каких	1	1
771	еще одного	2	1
772	тело и	1	1
773	быть не	1	1
774	и другой	1	1
775	во многих	1	1
776	миф о	6	1
777	пока я	1	1
778	еще на	1	1
779	и тогда	2	1
780	в современном	1	1
781	перейдем к	3	1
782	в руках	1	1
783	это же	4	1
784	с которой	1	1
785	но уже	5	1
786	именно на	2	1
787	только один	3	1
788	стороны формы	1	1
789	и три	3	1
790	в которую	2	1
791	он хочет	1	1
792	в противоречие	1	1
793	за собой	5	1
794	образом из	1	1
795	и когда	1	1
796	приходит к	3	1
797	план выдвигается	1	1
798	него было	1	1
799	людей и	2	1
800	в дословном	1	1
801	человека что	1	1
802	целый ряд	4	1
803	уже почти	1	1
804	мы считаем	1	1
805	не признают	1	1
806	уже и	3	1
807	и находит	1	1
808	что когда	3	1
809	даже с	1	1
810	только это	1	1
811	что те	1	1
812	и начинает	3	1
813	не представляет	2	1
814	она все	1	1
815	на ней	2	1
816	друг на	1	1
817	мы ни	1	1
818	они остались	1	1
819	имеем в	2	1
820	некоторое время	2	1
821	на одну	1	1
822	обратим внимание	2	1
823	и там	3	1
824	и еще	1	1
825	других видов	1	1
826	в точности	1	1
827	уже более	1	1
828	переход от	2	1
829	без всякого	1	1
830	по линии	1	1
831	под ним	1	1
832	позволит нам	1	1
833	которых он	1	1
834	в голове	2	1
835	к следующему	1	1
836	говорит об	2	1
837	этой категории	1	1
838	по которой	2	1
839	таких случаев	2	1
840	затем в	3	1
841	семейных отношений	2	1
842	в самую	2	1
843	еще ничего	1	1
844	одной из	3	1
845	сохраняется в	1	1
846	следующим образом	1	1
847	общие черты	1	1
848	оно дает	1	1
849	же она	2	1
850	в маленькой	1	1
851	лучше всего	1	1
852	и значении	1	1
853	вопрос какую	1	1
854	покойника с	1	1
855	он может	4	1
856	они сами	2	1
857	видим в	2	1
858	момент в	1	1
859	этого слова	1	1
860	именно с	1	1
861	однако в	2	1
862	от них	2	1
863	перед нами	2	1
864	важно чтобы	1	1
865	его роль	1	1
866	что даже	2	1
867	друг с	2	1
868	одну сторону	1	1
869	же относится	2	1
870	на котором	3	1
871	у них	2	1
872	оно особенно	1	1
873	имели бы	1	1
874	нет никаких	1	1
875	только потому	1	1
876	не мог	3	1
877	к ее	1	1
878	так у	4	1
879	не найдут	1	1
880	хочет есть	1	1
881	на своем	1	1
882	о связи	1	1
883	мы еще	2	1
884	только наиболее	1	1
885	мужчин и	1	1
886	он входит	1	1
887	два основных	1	1
888	но есть	4	1
889	на дне	2	1
890	поглощения в	2	1
891	чтобы убить	5	1
892	оно важно	1	1
893	самых ранних	2	1
894	мотив остается	1	1
895	связан с	7	1
896	что они	3	1
897	комплекс в	1	1
898	все попытки	1	1
899	в свое	2	1
900	служит в	1	1
901	ее и	3	1
902	или наоборот	1	1
903	так сильно	1	1
904	но на	1	1
905	еще одну	1	1
906	только одного	1	1
907	и он	9	1
908	он умер	1	1
909	ему в	3	1
910	см гл	4	1
911	понять этот	1	1
912	от его	1	1
913	на тех	2	1
914	на вопрос	3	1
915	переносится на	1	1
916	сами должны	1	1
917	указать на	1	1
918	борьбы в	2	1
919	гл viii	1	1
920	не всякая	1	1
921	несколько иной	1	1
922	он делает	2	1
923	собой в	1	1
924	только у	2	1
925	иметь дело	1	1
926	она в	2	1
927	внимание на	1	1
928	общение с	1	1
929	вывод что	1	1
930	не теряет	1	1
931	черты этой	1	1
932	это происходило	2	1
933	даже такие	1	1
934	части его	2	1
935	или с	1	1
936	имеется и	3	1
937	бы на	1	1
938	обычно не	1	1
939	хотя и	1	1
940	типичные примеры	1	1
941	переход к	1	1
942	а это	1	1
943	близка к	2	1
944	происхождения из	1	1
945	и соответствующие	1	1
946	и раньше	2	1
947	не соответствует	1	1
948	в специальных	1	1
949	в стадии	1	1
950	есть в	2	1
951	соединения с	1	1
952	половое общение	2	1
953	интересен тем	1	1
954	имеет только	1	1
955	не ставят	1	1
956	велико что	1	1
957	но чаще	1	1
958	со своим	2	1
959	мы легко	2	1
960	два раза	1	1
961	из форм	1	1
962	многих отношениях	1	1
963	и один	1	1
964	смысле этого	1	1
965	не знаем	3	1
966	в движение	1	1
967	переносятся на	2	1
968	в формах	2	1
969	основана на	2	1
970	не связано	1	1
971	противоположность и	1	1
972	мотива не	1	1
973	и смысл	1	1
974	в ином	3	1
975	в виде	13	1
976	ноги и	1	1
977	в самые	1	1
978	указывали что	1	1
979	который делает	1	1
980	чем в	1	1
981	на каком	1	1
982	своих детей	2	1
983	без всяких	4	1
984	же не	1	1
985	и иными	1	1
986	пределах одной	1	1
987	или в	7	1
988	трудно бывает	1	1
989	нам никакого	1	1
990	не говорит	2	1
991	на которое	1	1
992	что его	4	1
993	но эта	2	1
994	на нее	3	1
995	это мы	3	1
996	себе задачей	1	1
997	там мы	1	1
998	исходят из	1	1
999	чтобы узнать	1	1
1000	о смерти	7	1
1001	много лет	2	1
1002	он один	1	1
1003	приведенные нами	1	1
1004	на тот	1	1
1005	дана только	1	1
1006	борьбы и	1	1
1007	процесс его	1	1
1008	которых является	1	1
1009	ведь он	1	1
1010	как говорит	3	1
1011	мира а	2	1
1012	и совсем	1	1
1013	с той	2	1
1014	не умирает	1	1
1015	совершенно точно	1	1
1016	некоторых других	1	1
1017	чтобы ответить	1	1
1018	от случайных	1	1
1019	было до	1	1
1020	человек в	2	1
1021	прибавить что	2	1
1022	эти две	1	1
1023	язык и	2	1
1024	все виды	1	1
1025	в переводе	1	1
1026	так на	1	1
1027	пока как	1	1
1028	имеется в	1	1
1029	обречены на	1	1
1030	души в	1	1
1031	мира и	2	1
1032	а иногда	2	1
1033	перейти к	2	1
1034	можно только	1	1
1035	особенности в	2	1
1036	не на	1	1
1037	именно эту	1	1
1038	это общение	1	1
1039	здесь не	3	1
1040	этой главы	1	1
1041	служит для	1	1
1042	в свете	5	1
1043	того он	1	1
1044	пока не	1	1
1045	различных народов	1	1
1046	и это	5	1
1047	словами мы	1	1
1048	с другом	2	1
1049	на границе	1	1
1050	в лодке	7	1
1051	до того	1	1
1052	вследствие чего	1	1
1053	говорится когда	1	1
1054	свою противоположность	2	1
1055	ним а	1	1
1056	в пропасть	1	1
1057	же существо	1	1
1058	это так	2	1
1059	особенно в	2	1
1060	и тело	1	1
1061	мы проследим	2	1
1062	тем более	1	1
1063	не все	1	1
1064	совершенно ясно	6	1
1065	не был	1	1
1066	только он	1	1
1067	мы указывали	1	1
1068	иметь в	1	1
1069	приобщиться к	1	1
1070	в русской	8	1
1071	без всякой	1	1
1072	вопрос не	1	1
1073	на те	1	1
1074	говорит он	2	1
1075	выдает себя	1	1
1076	предположить что	3	1
1077	того или	1	1
1078	гораздо шире	1	1
1079	же все	1	1
1080	может иметь	2	1
1081	она играет	1	1
1082	служить ему	2	1
1083	и быть	2	1
1084	и других	5	1
1085	они стали	3	1
1086	области и	1	1
1087	такую же	2	1
1088	в мифологии	1	1
1089	тут и	1	1
1090	чрезвычайно интересны	1	1
1091	его развития	2	1
1092	кульминационный пункт	1	1
1093	можем утверждать	1	1
1094	он ни	1	1
1095	борьбу с	2	1
1096	ее во	1	1
1097	остановимся только	1	1
1098	связи с	10	1
1099	показывает что	7	1
1100	он наоборот	2	1
1101	некоторых его	1	1
1102	в наше	2	1
1103	совершенно непонятным	1	1
1104	все остальные	1	1
1105	служащие для	1	1
1106	но при	2	1
1107	в угол	1	1
1108	чтобы он	3	1
1109	этих способностей	1	1
1110	здесь она	1	1
1111	борьбы со	2	1
1112	как уже	1	1
1113	т д	36	1
1114	можно назвать	1	1
1115	ту же	2	1
1116	мотив мы	1	1
1117	дать полную	1	1
1118	и социальном	2	1
1119	тому как	2	1
1120	не по	3	1
1121	а некоторые	2	1
1122	одни и	1	1
1123	это для	2	1
1124	нас то	1	1
1125	общение между	1	1
1126	обычно бывает	1	1
1127	он стал	2	1
1128	не будет	1	1
1129	и входит	1	1
1130	к тем	1	1
1131	но зато	1	1
1132	но она	1	1
1133	составные части	1	1
1134	что эта	2	1
1135	одно и	2	1
1136	пор не	1	1
1137	часто может	1	1
1138	как он	6	1
1139	в тех	4	1
1140	о первых	1	1
1141	от земли	2	1
1142	не видим	1	1
1143	в форме	5	1
1144	оказывается что	2	1
1145	этого факта	1	1
1146	видели также	1	1
1147	все приведенные	1	1
1148	еще в	2	1
1149	болезнь и	1	1
1150	и хотя	4	1
1151	даже не	2	1
1152	стороны и	1	1
1153	он связан	1	1
1154	в современной	1	1
1155	вот в	1	1
1156	можно найти	4	1
1157	как же	1	1
1158	не касается	1	1
1159	в нее	7	1
1160	но этот	1	1
1161	как то	1	1
1162	как вообще	1	1
1163	они могут	1	1
1164	форме мы	1	1
1165	основе своей	1	1
1166	рассматривать как	1	1
1167	идущее от	1	1
1168	не приобретает	1	1
1169	например не	1	1
1170	нем и	3	1
1171	о ней	1	1
1172	что дает	1	1
1173	ни одной	1	1
1174	и внутри	1	1
1175	что можно	1	1
1176	рассмотренный нами	1	1
1177	объяснить эту	1	1
1178	переходит на	2	1
1179	мир но	1	1
1180	тот или	1	1
1181	что если	1	1
1182	него и	6	1
1183	культуры но	1	1
1184	со своими	3	1
1185	одного из	3	1
1186	общего с	1	1
1187	что во	2	1
1188	друг другу	1	1
1189	затем он	1	1
1190	когда они	3	1
1191	только по	1	1
1192	материала в	1	1
1193	а часто	1	1
1194	сказать я	1	1
1195	по аналогии	1	1
1196	более позднее	3	1
1197	же явление	1	1
1198	еще одно	1	1
1199	слова в	1	1
1200	это означает	2	1
1201	задачей изучить	1	1
1202	по этому	1	1
1203	мы будем	1	1
1204	отождествляется с	1	1
1205	что половое	1	1
1206	же в	3	1
1207	к пониманию	2	1
1208	теперь с	1	1
1209	о превращении	4	1
1210	всем тем	1	1
1211	не сразу	2	1
1212	общества и	1	1
1213	как будто	2	1
1214	жизни индивида	1	1
1215	этой же	1	1
1216	представление об	5	1
1217	на то	3	1
1218	человека или	1	1
1219	должны признать	1	1
1220	из данных	1	1
1221	бы ни	1	1
1222	ведь эти	1	1
1223	нам как	1	1
1224	же это	1	1
1225	здесь мы	7	1
1226	эти сведения	1	1
1227	может и	1	1
1228	его телом	1	1
1229	это более	1	1
1230	его смерти	1	1
1231	есть ли	2	1
1232	таким же	5	1
1233	смерти как	1	1
1234	означает что	3	1
1235	животных и	2	1
1236	в один	1	1
1237	дает ему	6	1
1238	каждого из	1	1
1239	в лице	2	1
1240	следует за	2	1
1241	происходит в	1	1
1242	помощи и	1	1
1243	о гибели	1	1
1244	половой голод	1	1
1245	что на	1	1
1246	есть не	2	1
1247	где мы	1	1
1248	поэтому мы	1	1
1249	иное как	1	1
1250	превращаются в	2	1
1251	очень важен	1	1
1252	и сами	1	1
