N	2gram	Potebnia_M	VelikijI
222	он говорит	1	1
223	будто бы	1	1
224	и на	8	1
225	ничем не	2	1
226	вопрос о	5	1
227	крепко и	1	1
228	что бог	1	1
229	на этом	3	1
230	же и	1	1
231	может быть	47	1
232	они не	5	1
233	что нет	2	1
234	после того	3	1
235	между собою	10	1
236	себя только	3	1
237	к человеку	1	1
238	не имеют	7	1
239	раз и	1	1
240	и свою	1	1
241	человека не	2	1
242	если в	3	1
243	для успокоения	1	1
244	ее на	1	1
245	одно целое	3	1
246	слова для	5	1
247	указать на	1	1
248	того как	12	1
249	он будто	1	1
250	это как	1	1
251	где есть	1	1
252	мы увидим	3	1
253	и вообще	5	1
254	всего можно	1	1
255	о красоте	1	1
256	до времени	1	1
257	его с	3	1
258	она не	3	1
259	но она	3	1
260	уже в	5	1
261	всякого смысла	1	1
262	ничего выше	1	1
263	сходятся и	1	1
264	которое может	2	1
265	б и	2	1
266	нас как	1	1
267	в состоянии	5	1
268	для себя	4	1
269	что уже	1	1
270	с этой	3	1
271	то же	13	1
272	и если	6	1
273	слово только	1	1
274	для всякого	3	1
275	есть знак	1	1
276	во что	1	1
277	по сравнению	1	1
278	то ни	3	1
279	для того	8	1
280	сложное и	1	1
281	и могли	1	1
282	можно искать	1	1
283	не по	4	1
284	законам природы	1	1
285	больше или	1	1
286	не для	2	1
287	и должна	1	1
288	кто знает	1	1
289	нам могут	1	1
290	ничего кроме	2	1
291	что это	5	1
292	это значит	1	1
293	не всегда	2	1
294	в разных	2	1
295	людей как	1	1
296	от всякой	1	1
297	по закону	1	1
298	в глазах	4	1
299	их было	1	1
300	кроме себя	1	1
301	их жизни	1	1
302	с такой	1	1
303	нужна для	1	1
304	что свобода	2	1
305	в ее	2	1
306	первые слова	1	1
307	и тем	5	1
308	и уже	6	1
309	души и	9	1
310	если б	7	1
311	нашего времени	1	1
312	как это	1	1
313	в утверждении	2	1
314	от людей	1	1
315	этот мир	2	1
316	не понимает	2	1
317	есть еще	1	1
318	искать в	3	1
319	от этой	1	1
320	мы в	2	1
321	я вижу	1	1
322	что человек	6	1
323	и всегда	3	1
324	в человеке	14	1
325	не были	2	1
326	слова не	2	1
327	и внешнее	1	1
328	теми которые	1	1
329	в одном	13	1
330	же что	2	1
331	у нас	3	1
332	человечества не	1	1
333	в этой	3	1
334	есть продукт	1	1
335	это слово	1	1
336	в результате	1	1
337	в трех	1	1
338	говорит что	1	1
339	свобода есть	1	1
340	природу человека	1	1
341	в виду	2	1
342	другой стороны	7	1
343	человека что	1	1
344	слова с	2	1
345	есть свобода	2	1
346	человеческого духа	6	1
347	человеческой воли	1	1
348	еще больше	1	1
349	и хотя	1	1
350	нет никакого	1	1
351	и чем	1	1
352	но что	2	1
353	как можно	1	1
354	человека к	1	1
355	уже и	2	1
356	у него	3	1
357	по словам	1	1
358	существует и	1	1
359	не существует	2	1
360	ведет не	1	1
361	так же	7	1
362	в виде	1	1
363	тогда как	10	1
364	что бы	2	1
365	над ним	1	1
366	не была	2	1
367	только это	1	1
368	любви к	1	1
369	самого ощущения	1	1
370	их не	2	1
371	но с	3	1
372	и божественного	3	1
373	и самые	1	1
374	в своих	4	1
375	управляющих ими	1	1
376	наука не	1	1
377	существ и	1	1
378	в противоположность	2	1
379	их и	2	1
380	и жажды	1	1
381	человеческой природы	4	1
382	отказаться от	1	1
383	в разные	2	1
384	с другой	13	1
385	в которой	5	1
386	словах и	1	1
387	но все	4	1
388	ее от	1	1
389	и с	3	1
390	можно вывести	1	1
391	к ним	3	1
392	времени с	1	1
393	и говорит	1	1
394	существует как	1	1
395	могут и	1	1
396	в лице	1	1
397	видно и	1	1
398	и опять	1	1
399	каким образом	3	1
400	отношение к	1	1
401	основанное на	1	1
402	ко всем	4	1
403	на нее	2	1
404	его если	1	1
405	было для	1	1
406	которого они	1	1
407	идея в	1	1
408	бытия и	3	1
409	в мир	1	1
410	то и	15	1
411	или даже	3	1
412	они нам	1	1
413	и другое	7	1
414	нем но	1	1
415	как мы	3	1
416	ведет к	1	1
417	человеческую личность	1	1
418	имеет своим	1	1
419	из всего	2	1
420	их к	2	1
421	и до	1	1
422	в процессе	1	1
423	дух в	1	1
424	истина не	1	1
425	образование в	1	1
426	у человека	2	1
427	его свободы	1	1
428	смысле и	1	1
429	сущности и	1	1
430	на него	6	1
431	в своем	3	1
432	человек и	1	1
433	ни стало	1	1
434	стороны в	1	1
435	его на	3	1
436	еще и	1	1
437	теперь когда	1	1
438	и от	5	1
439	нам и	2	1
440	быть может	6	1
441	него то	2	1
442	мы будем	3	1
443	этих словах	1	1
444	как она	3	1
445	ничего не	2	1
446	весь мир	1	1
447	от слова	4	1
448	с ними	2	1
449	всегда в	1	1
450	чего бы	2	1
451	им и	1	1
452	в сознании	8	1
453	к высшему	1	1
454	по крайней	6	1
455	для человеческого	1	1
456	о которой	2	1
457	природы и	1	1
458	и так	1	1
459	вместе с	12	1
460	все же	11	1
461	в одно	5	1
462	человека когда	1	1
463	и вместе	5	1
464	природе в	1	1
465	если они	1	1
466	и которые	3	1
467	переход к	1	1
468	как в	18	1
469	жизни человечества	2	1
470	этого слова	5	1
471	в которых	2	1
472	находится в	2	1
473	по законам	3	1
474	роль в	1	1
475	им в	1	1
476	сделать его	2	1
477	будет еще	1	1
478	в словах	6	1
479	бы ни	8	1
480	себя и	3	1
481	а его	3	1
482	и по	8	1
483	и путем	1	1
484	человеке и	2	1
485	их на	1	1
486	и могут	1	1
487	и высшее	2	1
488	к этому	3	1
489	призыва к	1	1
490	и частей	1	1
491	человека есть	1	1
492	в их	3	1
493	и внешней	1	1
494	какие бы	1	1
495	если исключить	1	1
496	в практическом	1	1
497	есть одна	1	1
498	не сумеет	1	1
499	божественного происхождения	1	1
500	сравнению с	1	1
501	может и	1	1
502	для чего	1	1
503	духа а	1	1
504	зависимости от	1	1
505	даже что	1	1
506	ни для	2	1
507	которого не	1	1
508	в известном	2	1
509	к ее	2	1
510	таким же	3	1
511	себе и	2	1
512	жил и	1	1
513	стать в	1	1
514	в целом	3	1
515	крайней мере	6	1
516	видеть во	1	1
517	и ее	1	1
518	вовсе не	13	1
519	человеческого в	2	1
520	что на	9	1
521	это самое	2	1
522	есть не	7	1
523	д и	2	1
524	бы это	1	1
525	и нет	1	1
526	бы в	6	1
527	к нему	2	1
528	от них	2	1
529	а потом	1	1
