N	2gram	Tiupa_Narr	Dialekti
157	собственно говоря	3	13
158	именно в	5	12
159	и нет	1	12
160	с этим	1	12
161	вопрос о	1	12
162	не говорит	4	12
163	нет никакого	1	12
164	но как	3	12
165	но не	7	12
166	даже не	1	12
167	могут быть	1	12
168	иной раз	1	12
169	никак не	5	12
170	не могут	1	12
171	перед нами	9	12
172	еще не	6	12
173	и тогда	2	12
174	все равно	2	12
175	все эти	3	12
176	тем более	2	12
177	а в	19	12
178	от всего	1	11
179	нечто существующее	1	11
180	в данном	17	11
181	только на	4	11
182	о личности	2	11
183	что я	4	11
184	быть в	2	11
185	не о	2	11
186	и тем	9	11
187	из них	4	11
188	та же	2	11
189	себе не	1	11
190	ничем не	1	11
191	мы имеем	6	11
192	или в	7	11
193	есть в	1	11
194	нисколько не	1	11
195	его не	1	11
196	мы должны	1	11
197	только то	1	11
198	в одну	1	11
199	во всем	1	10
200	в душе	3	10
201	с этой	3	10
202	одно из	2	10
203	в результате	4	10
204	в жизни	9	10
205	к тому	13	10
206	во всяком	2	10
207	для того	4	10
208	можно ли	1	10
209	это будет	1	10
210	в ее	4	10
211	себе и	2	10
212	а потом	2	10
213	только потому	1	10
214	и для	4	10
215	если же	2	10
216	что для	1	10
217	чтобы не	1	10
218	содержит в	1	10
219	за пределы	1	10
220	оно не	4	10
221	то и	3	10
222	времени и	9	10
223	только о	1	10
224	или другой	1	10
225	в его	12	10
226	в их	1	10
227	это было	3	10
228	в частности	23	10
229	как мы	3	10
230	бытия и	1	10
231	как будто	4	10
232	и уже	4	10
233	при этом	31	9
234	тому что	4	9
235	случае не	1	9
236	не как	1	9
237	быть может	1	9
238	в этих	3	9
239	и на	5	9
240	мир и	2	9
241	в котором	3	9
242	в противоположность	1	9
243	ничто не	1	9
244	в одном	5	9
245	и когда	3	9
246	превращается в	2	9
247	точка зрения	5	9
248	и он	8	9
249	мы можем	2	9
250	же как	2	9
251	бы в	2	9
252	на этом	1	9
253	иметь в	1	9
254	и по	3	9
255	была бы	1	9
256	подобно тому	4	9
257	с ними	5	9
258	то время	1	9
259	как о	2	9
260	и более	2	9
261	той же	2	9
262	и от	3	9
263	или иной	6	9
264	как он	3	9
265	о чуде	1	9
266	тому как	4	9
267	даже в	1	8
268	в отношении	1	8
269	но все	1	8
270	при условии	1	8
271	миф о	1	8
272	все время	2	8
273	себя в	4	8
274	с одной	5	8
275	ни от	2	8
276	и чисто	1	8
277	не будет	2	8
278	что эта	1	8
279	этом смысле	1	8
280	в этой	8	8
281	или иначе	2	8
282	один из	8	8
283	не на	1	8
284	как не	1	8
285	у меня	2	8
286	в сфере	2	8
287	одна и	1	8
288	у нас	4	8
289	на самом	1	8
290	как нечто	1	8
291	и без	1	8
292	того или	3	8
293	но она	1	8
294	если она	3	8
295	все что	4	7
296	мы и	2	7
297	как она	2	7
298	тем что	1	7
299	зависимости от	3	7
300	но он	2	7
301	на другое	1	7
302	мира и	2	7
303	на первый	1	7
304	и образ	1	7
305	не всегда	4	7
306	точно так	2	7
307	как на	2	7
308	он сам	4	7
309	от себя	1	7
310	и сама	2	7
311	связи с	3	7
312	не знает	2	7
313	но для	5	7
314	в конце	4	7
315	в связи	3	7
316	в мире	8	7
317	а только	1	7
318	то ни	1	7
319	истории и	1	7
320	его как	2	7
321	даже если	2	7
322	и ничего	1	7
323	из которых	1	7
324	так или	1	7
325	сами по	2	7
326	отношения к	1	7
327	как в	9	7
328	со стороны	14	7
329	только одно	1	7
330	с его	6	7
331	и всякий	1	7
332	и где	1	7
333	что этот	1	7
334	и я	1	7
335	не говоря	1	7
336	из этих	6	7
337	тем самым	9	7
338	нуждается в	1	7
339	эти два	2	7
340	более не	3	6
341	о чем	6	6
342	то не	1	6
343	более или	2	6
344	может существовать	1	6
345	уже в	1	6
346	я вижу	1	6
347	одной стороны	5	6
348	в другом	5	6
349	в себя	3	6
350	когда она	2	6
351	но они	4	6
352	образ и	1	6
353	в зависимости	3	6
354	одна из	5	6
355	тут же	1	6
356	во всех	2	6
357	она в	3	6
358	по своей	3	6
359	тут тоже	1	6
360	в которой	2	6
361	быть только	1	6
362	от самого	1	6
363	можно было	2	6
364	того кто	2	6
365	не отличается	1	6
366	с тем	1	6
367	в личности	1	6
368	и они	1	6
369	вместе с	3	6
370	никто не	1	6
371	может не	1	6
372	о котором	4	6
373	еще и	1	6
374	того чтобы	7	6
375	это все	1	6
376	но о	1	6
377	на основании	1	6
378	мог бы	1	6
379	всяком случае	2	6
380	если только	1	6
381	для него	8	6
382	природы и	1	6
383	о нем	5	6
384	они не	3	6
385	того как	1	6
386	того и	1	6
387	ее в	1	6
388	но с	1	6
389	по своему	3	6
390	его в	1	6
391	или менее	2	6
392	как все	2	6
393	бы ни	1	6
394	мере в	1	6
395	может иметь	1	6
396	дело не	3	6
397	не с	1	6
398	оказывается что	1	6
399	стороны и	1	6
400	и времени	1	6
401	этой точки	1	6
402	в один	1	6
403	отношение к	2	6
404	для этого	1	6
405	и совершенно	1	6
406	а я	1	6
407	в той	4	5
408	а есть	1	5
409	до сих	3	5
410	их не	1	5
411	в своих	2	5
412	или на	1	5
413	например в	2	5
414	их в	4	5
415	тем или	2	5
416	речь идет	3	5
417	но мы	1	5
418	об ее	1	5
419	но даже	1	5
420	двух или	4	5
421	солнце и	1	5
422	не обязательно	3	5
423	и еще	2	5
424	есть личность	1	5
425	к этому	2	5
426	нет никаких	1	5
427	едва ли	5	5
428	гораздо более	1	5
429	все его	4	5
430	что у	6	5
431	после этого	1	5
432	в качестве	27	5
433	тому же	9	5
434	тот кто	2	5
435	большею частью	1	5
436	и она	1	5
437	и у	4	5
438	сих пор	3	5
439	бытия но	1	5
440	ли это	1	5
441	оно и	1	5
442	также не	2	5
443	но тут	1	5
444	не раз	1	5
445	все остальное	1	5
446	в него	2	5
447	одного и	2	5
448	чуда как	1	5
449	если в	2	5
450	то я	1	5
451	из того	1	5
452	и так	1	5
453	том смысле	1	5
454	личностного бытия	1	5
455	сравнению с	1	5
456	которая не	3	5
457	не является	7	5
458	это за	2	5
459	в течение	1	5
460	по сравнению	1	5
461	для нее	2	5
462	отношении к	1	5
463	он может	1	5
464	во времени	9	5
465	мы еще	1	5
466	точку зрения	3	5
467	зависит от	3	5
468	он и	2	5
469	что с	2	5
470	с той	2	5
471	есть все	1	5
472	раз и	2	5
473	и другого	1	5
474	в области	4	5
475	только к	3	5
476	надо было	1	5
477	когда он	1	5
478	говоря о	2	5
479	к ней	3	5
480	и наконец	2	5
481	что на	4	5
482	вплоть до	5	5
483	и мира	4	4
484	еще более	1	4
485	не зависит	1	4
486	что человек	1	4
487	нас в	2	4
488	от этих	3	4
489	и само	1	4
490	его на	1	4
491	к мифу	1	4
492	говорить не	1	4
493	видно что	2	4
494	с другим	2	4
495	к ним	2	4
496	уже знаем	1	4
497	что даже	1	4
498	а мы	1	4
499	о ней	5	4
500	представить себе	3	4
501	бы то	1	4
502	есть выражение	1	4
503	личности а	1	4
504	его самого	1	4
505	у него	13	4
506	к чему	3	4
507	сказал что	1	4
508	но совершенно	1	4
509	будто бы	2	4
510	на себя	5	4
511	человек и	2	4
512	но ведь	1	4
513	и личность	2	4
514	точек зрения	2	4
515	о себе	2	4
516	людей и	2	4
517	личность в	1	4
518	внешний мир	1	4
519	если не	4	4
520	и является	2	4
521	из двух	1	4
522	не по	5	4
523	т п	2	4
524	главным образом	1	4
525	мы будем	1	4
526	необходимо чтобы	1	4
527	а как	2	4
528	а главное	1	4
529	иначе не	1	4
530	а потому	2	4
531	это время	1	4
532	и здесь	3	4
533	как с	1	4
534	это уже	3	4
535	со всеми	3	4
536	можно назвать	2	4
537	без которых	1	4
538	историческое событие	1	4
539	который не	2	4
540	том как	3	4
541	слово есть	1	4
542	своей собственной	2	4
543	у которого	1	4
544	это только	1	4
545	быть не	3	4
546	живая личность	1	4
547	и смерть	2	4
548	но именно	3	4
549	с нею	2	4
550	у них	1	4
551	друг друга	2	4
552	тоже не	1	4
553	данном случае	12	4
554	она сама	2	4
555	в предыдущем	1	4
556	личности как	2	4
557	этом отношении	5	4
558	себя самого	1	4
559	что ни	1	4
560	в общем	1	4
561	по смыслу	1	4
562	однако это	1	4
563	сразу же	1	4
564	но уже	2	4
565	как результат	1	4
566	к жизни	3	4
567	как формы	1	4
568	ни один	1	4
569	что касается	3	4
570	же самое	3	4
571	говорил о	2	4
572	же можно	1	4
573	же в	6	4
574	а он	1	4
575	ведь и	1	4
576	на небо	1	4
577	не можем	2	4
578	себе а	1	4
579	что было	1	3
580	мир не	1	3
581	душе и	1	3
582	мы воспринимаем	1	3
583	для всех	1	3
584	очевидно что	1	3
585	ней не	1	3
586	к этой	1	3
587	тех кто	1	3
588	этот момент	1	3
589	мысли и	1	3
590	по мере	2	3
591	нас к	1	3
592	в первом	4	3
593	на мир	1	3
594	в корне	1	3
595	ни было	1	3
596	обоих случаях	1	3
597	этой стороны	1	3
598	и смерти	1	3
599	только благодаря	1	3
600	а лишь	1	3
601	а стало	2	3
602	не могли	1	3
603	как принцип	1	3
604	но то	1	3
605	из жизни	1	3
606	сознания в	3	3
607	он чувствовал	1	3
608	на него	4	3
609	же она	1	3
610	не умеет	1	3
611	момент в	1	3
612	к ее	3	3
613	важно что	1	3
614	себе самом	2	3
615	знания это	1	3
616	событий а	1	3
617	личности мы	1	3
618	указать на	1	3
619	об одном	2	3
620	такая же	1	3
621	имеем дело	4	3
622	и личности	1	3
623	верит в	1	3
624	с другими	1	3
625	не от	1	3
626	стремится к	1	3
627	то она	1	3
628	о внутреннем	1	3
629	есть жизнь	1	3
630	на земле	1	3
631	если я	1	3
632	уже давно	1	3
633	в некий	1	3
634	я был	1	3
635	только от	2	3
636	она или	1	3
637	а с	2	3
638	данный момент	1	3
639	между тем	5	3
640	не более	1	3
641	и чтобы	1	3
642	зрения в	1	3
643	не мог	7	3
644	не приходится	1	3
645	суть не	1	3
646	в москве	2	3
647	она была	2	3
648	как известно	3	3
649	я в	7	3
650	это вовсе	1	3
651	всю жизнь	1	3
652	в данный	1	3
653	или иного	3	3
654	я сам	2	3
655	а более	1	3
656	и смысл	1	3
657	и сейчас	1	3
658	для себя	3	3
659	времени когда	1	3
660	утверждает что	2	3
661	же о	1	3
662	и делает	1	3
663	однако что	1	3
664	и событий	1	3
665	претендует на	1	3
666	не понимают	1	3
667	оно всегда	1	3
668	солнца и	2	3
669	в слове	4	3
670	от его	2	3
671	в которых	1	3
672	говорить и	2	3
673	к другому	2	3
674	все они	1	3
675	как один	1	3
676	бы не	1	3
677	тех же	1	3
678	еще на	1	3
679	с которой	1	3
680	гласит что	1	3
681	о своем	2	3
682	вслед за	4	3
683	целый ряд	1	3
684	чем не	1	3
685	реальности в	1	3
686	никаких оснований	1	3
687	если их	1	3
688	тем же	3	3
689	должна иметь	1	3
690	по преимуществу	1	3
691	одной из	2	3
692	не знаем	1	3
693	в сознании	6	3
694	здесь не	4	3
695	знания но	1	3
696	только с	2	3
697	ни что	1	3
698	тот же	1	3
699	человека но	1	3
700	в свое	1	3
701	или просто	2	3
702	но на	1	3
703	как у	6	3
704	для нас	2	3
705	указание на	1	3
706	место в	3	3
707	различия между	1	3
708	как именно	2	3
709	однако не	2	3
710	истории не	3	3
711	этого не	2	3
712	а то	2	3
713	указывает на	1	3
714	в какой	2	3
715	является не	1	3
716	при таком	1	3
717	так в	4	3
718	к своему	2	3
719	по его	3	3
720	когда же	2	3
721	и оно	1	3
722	должен быть	1	3
723	ничего нельзя	1	3
724	миф но	1	3
725	сказать и	1	3
726	отличие от	6	3
727	на свои	1	3
728	знание а	1	3
729	церкви и	2	3
730	а из	1	3
731	во время	2	3
732	просто не	1	3
733	в свою	4	3
734	в искусстве	1	3
735	свою историю	1	3
736	нового времени	2	3
737	далеко не	6	3
738	как то	1	3
739	идет о	3	3
740	человеческого сознания	2	3
741	лишь в	3	3
742	история это	2	3
743	что можно	1	3
744	в голову	1	3
745	в современной	4	3
746	именно это	1	3
747	себя но	2	3
748	или точнее	1	3
749	происходит в	1	3
750	не к	4	3
751	возможна только	1	3
752	они являются	1	2
753	или хотя	1	2
754	еще раз	3	2
755	человеческой жизни	3	2
756	он входит	1	2
757	которые не	1	2
758	которая в	2	2
759	в общий	1	2
760	собою все	1	2
761	сказать с	1	2
762	строго говоря	2	2
763	мира а	1	2
764	своей истории	2	2
765	смысл не	2	2
766	чем говорить	1	2
767	его от	1	2
768	по способу	1	2
769	основывается на	1	2
770	на сцену	1	2
771	встречается в	1	2
772	как образ	2	2
773	он имеет	1	2
774	именно он	1	2
775	не предполагает	1	2
776	и сам	4	2
777	и опять	2	2
778	мысль о	1	2
779	в некотором	2	2
780	чем его	1	2
781	это опять-таки	1	2
782	том или	1	2
783	меня в	1	2
784	имеет место	4	2
785	страдает и	1	2
786	роль в	4	2
787	внимание что	1	2
788	история в	1	2
789	он является	4	2
790	когда в	4	2
791	поскольку он	1	2
792	и слово	1	2
793	о субъекте	1	2
794	и физически	2	2
795	связано с	2	2
796	первый взгляд	1	2
797	сам же	1	2
798	условии что	1	2
799	при всей	5	2
800	во все	1	2
801	которые мы	1	2
802	он был	1	2
803	реальности как	1	2
804	своей природе	1	2
805	мы увидим	1	2
806	этом я	1	2
807	не должен	1	2
808	жизнь а	1	2
809	это его	1	2
810	говорит об	1	2
811	во многих	1	2
812	времени в	3	2
813	из их	1	2
814	она вся	1	2
815	уже было	1	2
816	и показывает	1	2
817	а когда	1	2
818	природе как	1	2
819	о них	5	2
820	в различных	1	2
821	ни одного	2	2
822	не вполне	3	2
823	свою очередь	2	2
824	в глаза	1	2
825	по характеру	1	2
826	речь как	1	2
827	обратим внимание	2	2
828	не становится	1	2
829	еще нет	1	2
830	наряду с	2	2
831	тем кто	1	2
832	в нашем	4	2
833	к которому	1	2
834	объект и	1	2
835	в первобытной	1	2
836	на предмет	1	2
837	она может	2	2
838	всю ее	1	2
839	друг с	1	2
840	нем не	2	2
841	на котором	1	2
842	понятие о	1	2
843	в системе	1	2
844	из другого	1	2
845	солнечный свет	1	2
846	жизни с	1	2
847	начало и	3	2
848	что обычно	1	2
849	или иным	2	2
850	не замечают	1	2
851	ближе к	1	2
852	он только	1	2
853	реально и	1	2
854	ее и	1	2
855	по природе	1	2
856	нами не	2	2
857	жизни так	3	2
858	на том	2	2
859	но еще	1	2
860	происходит это	2	2
861	потому не	2	2
862	есть его	1	2
863	не мыслится	1	2
864	самих этих	1	2
865	человеческого опыта	3	2
866	как можно	2	2
867	сознания ни	2	2
868	в полной	1	2
869	на этот	2	2
870	столько же	2	2
871	в разные	1	2
872	от тех	1	2
873	пока только	1	2
874	прежде чем	1	2
875	в образ	1	2
876	не остается	1	2
877	как видим	1	2
878	между ними	3	2
879	и внутреннего	3	2
880	эти три	1	2
881	человек в	3	2
882	его жизни	5	2
883	которым не	1	2
884	в сторону	1	2
885	в других	2	2
886	а для	4	2
887	вопроса о	1	2
888	категория которая	1	2
889	на которую	1	2
890	проявляет себя	1	2
891	не имея	1	2
892	человек как	1	2
893	и быть	1	2
894	становится и	1	2
895	бы она	1	2
896	времени но	2	2
897	но при	5	2
898	и собственно	1	2
899	существенно не	1	2
900	котором уже	1	2
901	жизни мы	2	2
902	но зато	4	2
903	в тех	1	2
904	не могла	2	2
905	а все	1	2
906	без этих	1	2
907	перед лицом	1	2
908	сомневаться в	2	2
909	этот вопрос	1	2
910	однако в	4	2
911	на лошади	1	2
912	его личности	1	2
913	существует в	1	2
914	силу своей	1	2
915	я лично	1	2
916	своего существования	2	2
917	сливаются в	2	2
918	вот и	1	2
919	его внутренней	3	2
920	перед нею	1	2
921	его можно	1	2
922	и нельзя	1	2
923	понять что	1	2
924	и сами	2	2
925	для личности	1	2
926	во втором	6	2
927	они и	2	2
928	них в	1	2
929	то есть	15	2
930	жизни а	4	2
931	и прочих	2	2
932	но также	1	2
933	смысле они	1	2
934	он на	1	2
935	опытом и	1	2
936	в человеке	2	2
937	постольку поскольку	1	2
938	за это	1	2
939	только еще	1	2
940	понятие которое	1	2
941	в я	1	2
942	находятся в	1	2
943	кто не	1	2
944	выше я	1	2
945	прошлое и	1	2
946	именно оно	1	2
947	содержание и	1	2
948	однако тут	1	2
949	в процессе	2	2
950	другой как	1	2
951	к его	5	2
952	которые могут	2	2
953	жизни в	7	2
954	ли он	2	2
955	января г	1	2
956	всей своей	1	2
957	природе своей	1	2
958	своей жизни	2	2
959	слова о	1	2
960	не сами	1	2
961	и состоит	6	2
962	не объясняет	2	2
963	смерти и	1	2
964	наконец в	1	2
965	относится к	1	2
966	это то	1	2
967	могла бы	1	2
968	которое не	2	2
969	внимание на	7	2
970	них как	2	2
971	как вещь	1	2
972	слова и	1	2
973	и теперь	1	2
974	пространства времени	1	2
975	именно на	1	2
976	не понимает	1	2
977	и вся	1	2
978	и ему	1	2
979	а о	2	2
980	и до	1	2
981	есть имя	1	2
982	взгляда на	1	2
983	у человека	1	2
984	друг от	1	2
985	определенного рода	1	2
986	в обоих	4	2
987	было и	2	2
988	свое существование	1	2
989	него и	1	2
990	художественное произведение	1	2
991	от которой	2	2
992	в образе	1	2
993	может оказаться	2	2
994	именно то	1	2
995	в аспекте	3	2
996	с чужой	1	2
997	который от	1	2
998	по этой	1	2
999	долго не	1	2
1000	мира не	1	2
1001	в особом	1	2
1002	формы бытия	1	2
1003	бы его	1	2
1004	жизни не	1	2
1005	повествование о	1	2
1006	этого термина	1	2
1007	жизни но	3	2
1008	об их	1	2
1009	как к	3	2
1010	существует ни	1	2
1011	сам себя	2	2
1012	и уж	1	2
1013	он как	1	2
1014	под собой	1	2
1015	не для	1	2
1016	бы на	1	2
1017	его и	2	2
1018	причем все	1	2
1019	что только	1	2
1020	в полном	1	2
1021	нет это	1	2
1022	оно живет	1	2
1023	чем он	3	2
1024	некоторые из	1	2
1025	волосы как	1	2
1026	раз в	4	2
1027	с которым	1	2
1028	осуществляется в	1	2
1029	себе но	2	2
1030	от друга	1	2
1031	об этих	1	2
1032	на нее	2	2
1033	дело в	2	2
1034	это еще	1	2
1035	в бытии	1	2
1036	ни одна	1	2
1037	только два	1	2
1038	на одном	2	2
1039	в такой	1	2
1040	в новом	1	2
1041	с другом	1	2
1042	в каждой	1	2
1043	это так	1	2
1044	а так	1	2
1045	ее жизнь	1	2
1046	ему не	1	2
1047	этих двух	2	2
1048	человека в	2	2
1049	там где	1	2
1050	тут и	1	2
1051	выше и	1	2
1052	зависеть от	1	2
1053	выше в	1	2
1054	в акте	1	2
1055	бытия в	2	2
1056	исходит от	1	2
1057	не миф	1	2
1058	не видим	1	2
1059	можно представить	1	2
1060	в нашей	1	2
1061	еще в	4	2
1062	у нее	8	2
1063	всей его	1	2
1064	со своими	3	2
1065	во многом	1	2
1066	одного из	6	2
1067	что история	1	2
1068	и самого	3	2
1069	для такого	1	2
1070	только по	1	2
1071	в пространстве	3	2
1072	интереса к	1	2
1073	небе и	1	2
1074	является ли	1	2
1075	говорит не	1	2
1076	однако все	1	2
1077	бытия то	2	2
1078	в целом	5	2
1079	как для	2	2
1080	мира в	4	2
1081	нечто иное	1	2
1082	психических состояний	1	1
1083	это на	1	1
1084	что один	1	1
1085	до которого	1	1
1086	новое и	2	1
1087	себе ее	1	1
1088	в единую	1	1
1089	к чуду	1	1
1090	идет по	2	1
1091	между двумя	6	1
1092	имея в	1	1
1093	зрения на	2	1
1094	бытия личности	1	1
1095	общий контекст	1	1
1096	христа в	1	1
1097	исходя из	4	1
1098	в такое	1	1
1099	который сразу	1	1
1100	есть время	1	1
1101	каждого отдельного	1	1
1102	случае мы	1	1
1103	постоянство в	1	1
1104	без исключения	1	1
1105	отношениях к	1	1
1106	связанных между	1	1
1107	не имеющее	1	1
1108	она уже	1	1
1109	бытия на	1	1
1110	было непонятно	1	1
1111	средствами в	1	1
1112	которые по	1	1
1113	что перед	1	1
1114	которое может	2	1
1115	так например	1	1
1116	объяснить его	1	1
1117	здесь говорить	1	1
1118	одному из	1	1
1119	извне и	1	1
1120	но эти	1	1
1121	случае он	2	1
1122	не нуждаясь	1	1
1123	ни слова	2	1
1124	всей ее	1	1
1125	церковь и	1	1
1126	его тело	1	1
1127	есть продукт	1	1
1128	мыслится как	2	1
1129	как субъекта	2	1
1130	чтобы в	1	1
1131	обладает не	1	1
1132	этой необходимости	1	1
1133	он остается	1	1
1134	на свой	1	1
1135	идти в	1	1
1136	и соответствующих	1	1
1137	вовсе еще	1	1
1138	людей а	1	1
1139	встречи двух	1	1
1140	может варьироваться	1	1
1141	которое по	1	1
1142	у людей	1	1
1143	где они	2	1
1144	ведет к	3	1
1145	конечном счете	4	1
1146	голосом и	1	1
1147	давно уже	2	1
1148	себе с	1	1
1149	от первой	2	1
1150	мысли о	1	1
1151	одновременно и	1	1
1152	единую и	1	1
1153	себе момент	1	1
1154	по форме	1	1
1155	не обладают	1	1
1156	предмета и	1	1
1157	или ином	1	1
1158	большей или	2	1
1159	смыслу или	1	1
1160	веков и	1	1
1161	другое дело	1	1
1162	зрения с	1	1
1163	себя не	1	1
1164	не думал	1	1
1165	этих случаях	1	1
1166	относительно это	1	1
1167	то сердце	1	1
1168	их между	1	1
1169	для исследования	1	1
1170	казалось бы	2	1
1171	после его	1	1
1172	совершенно новых	1	1
1173	эти момента	1	1
1174	жизнь человека	1	1
1175	большей части	5	1
1176	еще слишком	1	1
1177	и дело	2	1
1178	на молитву	1	1
1179	во внешнем	1	1
1180	для автора	2	1
1181	и предполагает	1	1
1182	личности не	1	1
1183	века в	1	1
1184	когда на	1	1
1185	уже до	1	1
1186	направлено на	1	1
1187	тех слов	1	1
1188	вниз а	1	1
1189	которой он	4	1
1190	в пределе	2	1
1191	действительности как	1	1
1192	личность не	3	1
1193	собой один	1	1
1194	в лесу	1	1
1195	входит в	2	1
1196	именно эта	2	1
1197	бы из	1	1
1198	сложности и	1	1
1199	зрения одного	1	1
1200	и неизбежно	1	1
1201	это очевидно	1	1
1202	истории только	1	1
1203	исходные и	1	1
1204	что вся	1	1
1205	к своей	2	1
1206	внешнего и	1	1
1207	и действия	2	1
1208	нашем случае	1	1
1209	слышим и	1	1
1210	жизни по	1	1
1211	выкинуть из	1	1
1212	втором случае	1	1
1213	виду и	1	1
1214	образом что	1	1
1215	есть некоторая	1	1
1216	внимания к	1	1
1217	как характер	1	1
1218	что одно	2	1
1219	что ее	1	1
1220	рассуждение о	1	1
1221	имеют для	1	1
1222	их гибели	1	1
1223	а уничтожение	1	1
1224	друг на	2	1
1225	и три	1	1
1226	и очевидный	1	1
1227	у себя	2	1
1228	казалось что	2	1
1229	чтобы они	1	1
1230	этого обряда	1	1
1231	из слова	1	1
1232	как выразить	1	1
1233	в вечно	1	1
1234	личность же	2	1
1235	следующим образом	1	1
1236	за все	1	1
1237	у рака	1	1
1238	существовали в	1	1
1239	подобное рассуждение	1	1
1240	как знание	1	1
1241	реализуется в	1	1
1242	понимают что	1	1
1243	а со	1	1
1244	какие только	1	1
1245	иным как	2	1
1246	в реальной	1	1
1247	речь о	1	1
1248	языком в	1	1
1249	также является	2	1
1250	историю и	1	1
1251	жизни есть	1	1
1252	его имело	1	1
1253	не знания	1	1
1254	состояний или	1	1
1255	тоже могут	1	1
1256	которая обладает	1	1
1257	оказались бы	1	1
1258	смысле как	1	1
1259	опыта в	2	1
1260	свое собственное	1	1
1261	но поскольку	1	1
1262	вся эта	1	1
1263	своей болезни	1	1
1264	от ее	1	1
1265	представлениями о	1	1
1266	того о	2	1
1267	в контексте	1	1
1268	не происходит	3	1
1269	быстро что	1	1
1270	события а	1	1
1271	этого сказать	1	1
1272	возвращение к	1	1
1273	так можно	1	1
1274	в принципе	6	1
1275	нами два	1	1
1276	так она	1	1
1277	необходимо должно	1	1
1278	к человеку	1	1
1279	вопрос не	1	1
1280	и читатель	3	1
1281	не рассматривается	1	1
1282	и всей	1	1
1283	жить в	1	1
1284	в психологии	1	1
1285	как средство	1	1
1286	не останется	1	1
1287	собой в	1	1
1288	теперь же	1	1
1289	к себе	11	1
1290	который часто	1	1
1291	для которой	1	1
1292	бытия не	1	1
1293	я беру	1	1
1294	который можно	1	1
1295	чем у	1	1
1296	верующего сознания	1	1
1297	и через	2	1
1298	это верно	1	1
1299	место для	1	1
1300	к еще	1	1
1301	в пустую	1	1
1302	своей точки	1	1
1303	до их	1	1
1304	слова однако	1	1
1305	этого человека	1	1
1306	стремящееся к	1	1
1307	что между	1	1
1308	сон в	1	1
1309	чего он	1	1
1310	видит в	3	1
1311	не была	1	1
1312	в конечном	6	1
1313	в будущем	1	1
1314	говорит в	1	1
1315	а за	2	1
1316	чувствовал не	1	1
1317	всех его	2	1
1318	в изложении	1	1
