N	2gram	Voloshinov	Narrotol
168	хотя бы	5	4
169	только на	3	4
170	к этому	2	4
171	внутренней речи	3	4
172	ситуации и	1	4
173	что они	1	4
174	несмотря на	1	4
175	и притом	2	4
176	в себя	2	4
177	но зато	2	4
178	по своей	1	4
179	и по	3	4
180	в воспринимающем	1	4
181	и ее	3	4
182	в событии	2	4
183	это уже	1	4
184	не на	1	4
185	оно не	2	4
186	вместе с	2	4
187	в основе	1	4
188	в обоих	1	4
189	что я	1	4
190	всяком случае	1	4
191	друг друга	1	4
192	зависит от	2	4
193	во всяком	1	4
194	для нас	7	4
195	или даже	1	4
196	в области	1	4
197	она не	2	4
198	быть и	3	4
199	как мы	1	4
200	не к	3	4
201	с этой	2	3
202	говорит о	1	3
203	не бывает	1	3
204	по мере	1	3
205	в этих	2	3
206	ситуации в	1	3
207	входит в	1	3
208	не должен	1	3
209	и иных	1	3
210	так же	3	3
211	к ним	2	3
212	наряду с	1	3
213	в зависимости	2	3
214	все время	6	3
215	что она	1	3
216	что именно	1	3
217	ее и	3	3
218	по природе	2	3
219	она в	1	3
220	с точки	2	3
221	подчеркнуть что	2	3
222	одно из	1	3
223	связи с	1	3
224	не знает	1	3
225	что не	4	3
226	характер и	1	3
227	между ними	2	3
228	же как	1	3
229	и это	1	3
230	сих пор	3	3
231	а с	1	3
232	его внутренней	1	3
233	и что	2	3
234	можно было	1	3
235	как уже	2	3
236	со словами	1	3
237	здесь мы	1	3
238	или иного	1	3
239	лицо и	1	3
240	в пространстве	1	3
241	до сих	3	3
242	с таким	1	3
243	бы не	2	3
244	зависимости от	4	3
245	говорить и	1	3
246	что мы	5	3
247	как на	2	3
248	и тогда	1	3
249	а лишь	1	3
250	тем же	1	3
251	до конца	2	3
252	но это	2	3
253	как к	3	3
254	и уж	1	3
255	и вот	1	3
256	же не	1	3
257	участие в	1	3
258	все равно	1	3
259	в виде	1	3
260	для других	2	3
261	дело в	4	3
262	кругозора и	2	3
263	все эти	3	3
264	именно эта	1	3
265	и потому	2	3
266	только к	1	3
267	а к	2	3
268	же самое	2	3
269	и только	1	3
270	если она	1	3
271	является в	1	2
272	в момент	2	2
273	русской литературе	1	2
274	еще более	1	2
275	на второй	1	2
276	какой бы	1	2
277	те же	2	2
278	потому не	1	2
279	другой стороны	2	2
280	как если	4	2
281	более или	1	2
282	но все	2	2
283	где они	1	2
284	от всего	1	2
285	и делает	1	2
286	как только	2	2
287	было в	1	2
288	один и	1	2
289	и который	1	2
290	с помощью	6	2
291	а между	1	2
292	с такою	1	2
293	вовсе не	1	2
294	к которому	1	2
295	слово не	1	2
296	тем это	1	2
297	художественного высказывания	1	2
298	того о	1	2
299	или иным	1	2
300	к герою	3	2
301	и мы	1	2
302	к одному	1	2
303	должно быть	1	2
304	в произведении	1	2
305	слов в	1	2
306	второй план	1	2
307	по мнению	1	2
308	о ком	2	2
309	отношения между	1	2
310	героя с	1	2
311	сознания не	1	2
312	по аналогии	1	2
313	быть только	2	2
314	высказывания как	4	2
315	человек и	1	2
316	ясно что	3	2
317	не есть	2	2
318	в двух	1	2
319	себе и	1	2
320	точек зрения	3	2
321	во всех	1	2
322	смысл и	2	2
323	мы можем	2	2
324	сами по	1	2
325	если же	2	2
326	его смысла	1	2
327	одно и	2	2
328	и является	4	2
329	важно не	1	2
330	того кто	1	2
331	не сливаются	1	2
332	его как	2	2
333	могут быть	2	2
334	в общем	1	2
335	своего героя	1	2
336	зрительный образ	1	2
337	сливаются в	1	2
338	в особенности	2	2
339	та же	1	2
340	опирается на	1	2
341	должна быть	5	2
342	для них	1	2
343	себе не	1	2
344	все то	1	2
345	о самом	1	2
346	значения и	2	2
347	в процессе	6	2
348	как о	1	2
349	так называемая	1	2
350	ли он	1	2
351	в каком	3	2
352	это и	1	2
353	его и	1	2
354	зрения как	1	2
355	автора и	2	2
356	слова и	6	2
357	комнате в	1	2
358	жизненной ситуации	2	2
359	вступает в	1	2
360	и во	1	2
361	из него	2	2
362	или просто	1	2
363	в формах	2	2
364	все это	3	2
365	и более	3	2
366	в организации	1	2
367	есть в	1	2
368	но уже	1	2
369	или менее	1	2
370	и вообще	3	2
371	и другого	1	2
372	этих двух	2	2
373	слово это	2	2
374	может идти	1	2
375	обстоит дело	1	2
376	когда он	3	2
377	частности в	1	2
378	чего же	1	2
379	всей его	1	2
380	признать что	1	2
381	на это	2	2
382	отношение к	4	2
383	не можем	1	2
384	зрения на	1	2
385	бытия и	1	2
386	и наконец	3	2
387	жизнью и	2	2
388	это на	1	1
389	они являются	1	1
390	видели в	1	1
391	породившей его	2	1
392	с героем	3	1
393	случае мы	1	1
394	всей жизни	1	1
395	себя роль	1	1
396	тем как	2	1
397	оно становится	1	1
398	не как	1	1
399	так можно	1	1
400	время не	1	1
401	классической и	1	1
402	этом направлении	1	1
403	слушателя в	2	1
404	но что	2	1
405	что слово	2	1
406	связь с	2	1
407	предполагает в	1	1
408	думает и	1	1
409	читателя и	1	1
410	он имеет	1	1
411	зрения вполне	1	1
412	из двух	1	1
413	слова с	1	1
414	к другим	1	1
415	в корне	2	1
416	себе с	1	1
417	на эту	1	1
418	это бывает	1	1
419	и слово	2	1
420	этой стороны	2	1
421	художественное произведение	3	1
422	социальной ситуации	1	1
423	обращение к	1	1
424	на материале	2	1
425	действия и	2	1
426	к одной	1	1
427	которые мы	2	1
428	нельзя было	1	1
429	мы увидим	1	1
430	в творчестве	3	1
431	имеет в	3	1
432	словесного творчества	1	1
433	но то	1	1
434	но эти	1	1
435	и продукт	1	1
436	во многих	1	1
437	умирает в	1	1
438	позиции автора	1	1
439	нашем случае	1	1
440	общения и	2	1
441	содержание в	1	1
442	виду и	1	1
443	он думает	1	1
444	значительной степени	1	1
445	и те	2	1
446	попытка понять	1	1
447	им она	1	1
448	здесь имеет	1	1
449	самого начала	1	1
450	в комнате	2	1
451	говорящих и	1	1
452	тем кто	1	1
453	следующим образом	1	1
454	автор как	1	1
455	в одной	1	1
456	что все	1	1
457	из трех	1	1
458	момент в	1	1
459	это прежде	1	1
460	в противном	1	1
461	и внешней	1	1
462	с собственной	1	1
463	не то	1	1
464	бы то	3	1
465	есть выражение	1	1
466	события а	1	1
467	и автора	1	1
468	только а	1	1
469	и точек	1	1
470	необходимо все	1	1
471	стороны и	2	1
472	но отнюдь	2	1
473	ни было	4	1
474	аналогии с	1	1
475	они захватывают	1	1
476	произведения эта	1	1
477	отказывается от	1	1
478	с другими	2	1
479	опираясь на	2	1
480	в поэтике	1	1
481	его в	4	1
482	ни в	3	1
483	как же	2	1
484	некоторого события	1	1
485	или хотя	1	1
486	мы это	1	1
487	здесь же	1	1
488	в атмосфере	2	1
489	которой было	1	1
490	не остается	2	1
491	эти три	1	1
492	время как	1	1
493	слово здесь	1	1
494	и она	1	1
495	сохраняет при	1	1
496	образом для	1	1
497	зрения и	1	1
498	на границе	3	1
499	из одного	1	1
500	мы воспринимаем	1	1
501	не нужно	1	1
502	взаимодействие и	1	1
503	только внешней	1	1
504	на которую	1	1
505	отделилась от	1	1
506	слово есть	1	1
507	на этом	1	1
508	к слову	2	1
509	как зеркало	1	1
510	мы уже	1	1
511	кругозором и	1	1
512	говорят героя	1	1
513	нашего сознания	2	1
514	определенным образом	1	1
515	то ни	3	1
516	так называемую	1	1
517	так называемые	1	1
518	это по	1	1
519	однако эта	1	1
520	бы но	1	1
521	и та	2	1
522	и тот	1	1
523	за пределы	4	1
524	этом смысле	1	1
525	или наконец	1	1
526	значение и	1	1
527	в хоровой	1	1
528	из нее	1	1
529	общей для	2	1
530	себя однако	1	1
531	на который	1	1
532	всегда имеет	1	1
533	что для	1	1
534	или о	1	1
535	это делает	1	1
536	обратимся к	1	1
537	звучит так	2	1
538	и признания	1	1
539	на ранних	1	1
540	из этого	3	1
541	его к	2	1
542	слова как	1	1
543	там где	2	1
544	приходится признать	1	1
545	чтобы не	1	1
546	художественного события	4	1
547	мы видели	1	1
548	и рождается	1	1
549	к автору	4	1
550	было на	1	1
551	за ее	1	1
552	то время	1	1
553	явно не	1	1
554	приближается к	1	1
555	обоих этих	1	1
556	них в	1	1
557	и сейчас	1	1
558	следует ли	1	1
559	бытия именно	1	1
560	принимают участие	1	1
561	была бы	2	1
562	ни единого	1	1
563	сам по	1	1
564	от социального	1	1
565	нему в	1	1
566	нашего времени	1	1
567	не обходится	1	1
568	ком или	1	1
569	в отношении	2	1
570	однако он	1	1
571	и создает	1	1
572	деле и	1	1
573	и вполне	2	1
574	не могут	1	1
575	в приведенном	1	1
576	социального взаимодействия	3	1
577	этой точки	3	1
578	так называемый	1	1
579	по преимуществу	1	1
580	миром и	1	1
581	в большинстве	1	1
582	имеет дело	1	1
583	оно всегда	1	1
584	как не	2	1
585	анализа в	1	1
586	и так	2	1
587	отражение в	1	1
588	говорящего автора	1	1
589	свою художественную	1	1
590	себя и	2	1
591	для обоих	1	1
592	эта последняя	2	1
593	словами и	2	1
594	по крайней	1	1
595	который и	1	1
596	все они	2	1
597	что ситуация	1	1
598	смысл высказывания	1	1
599	произведение не	1	1
600	собственной внутренней	1	1
601	важный для	1	1
602	становится лишь	1	1
603	совпадает с	2	1
604	каким бы	1	1
605	в значительной	1	1
606	относится к	2	1
607	не должно	1	1
608	на основе	1	1
609	это только	1	1
610	поле зрения	1	1
611	из его	1	1
612	в новой	1	1
613	с которой	1	1
614	и вся	1	1
615	отношении к	3	1
616	слов и	1	1
617	он как	1	1
618	одна и	1	1
619	чем не	1	1
620	установку на	1	1
621	чем говорят	1	1
622	еще один	1	1
623	литературы в	1	1
624	им в	1	1
625	делает его	2	1
626	образом не	1	1
627	известной степени	2	1
628	но мы	2	1
629	между людьми	1	1
630	что здесь	1	1
631	ситуации как	1	1
632	тоже может	1	1
633	произведения и	3	1
634	то она	1	1
635	сомневается в	1	1
636	деле в	1	1
637	до известной	2	1
638	со словом	2	1
639	событием и	1	1
640	этими словами	1	1
641	не из	1	1
642	в особом	1	1
643	мы еще	1	1
644	моментов в	1	1
645	тот же	1	1
646	другого и	1	1
647	события и	1	1
648	вместе со	2	1
649	продукт социального	2	1
650	проникает в	1	1
651	что оно	1	1
652	общения в	1	1
653	так как	9	1
654	основе своей	1	1
655	автору и	3	1
656	и было	1	1
657	не подлежащее	1	1
658	форме так	1	1
659	перестает быть	2	1
660	можно в	1	1
661	уже в	2	1
662	одним и	1	1
663	нам не	1	1
664	трех говорящего	1	1
665	на что	1	1
666	для всего	1	1
667	из особенностей	1	1
668	всего тем	1	1
669	что каждый	1	1
670	к внешнему	1	1
671	слова не	1	1
672	речь но	1	1
673	художественного смысла	1	1
674	что является	1	1
675	слова но	2	1
676	позицию по	1	1
677	как нечто	1	1
678	и без	1	1
679	при таком	1	1
680	есть только	1	1
681	противном случае	1	1
682	в такой	3	1
683	нас является	1	1
684	и оно	1	1
685	взятый в	1	1
686	бы это	1	1
687	выражение и	2	1
688	не нуждаются	1	1
689	жизнь и	1	1
690	произведения с	1	1
691	и тех	1	1
692	захватывают и	1	1
693	смысла то	1	1
694	с самого	1	1
695	и героев	1	1
696	так называемой	3	1
697	именно этим	1	1
698	материал для	1	1
699	а из	1	1
700	взаимоотношений и	1	1
701	ведь и	3	1
702	мы должны	1	1
703	на другое	1	1
704	в искусстве	1	1
705	эта сторона	1	1
706	два человека	1	1
707	и их	1	1
708	к некоторому	1	1
709	кто не	1	1
710	взаимодействия трех	1	1
711	конечно в	2	1
712	только то	1	1
713	что можно	1	1
714	ее пределы	1	1
715	самой своей	1	1
716	крайней мере	1	1
717	говорящего но	2	1
718	и относительно	1	1
719	нуждается в	3	1
720	может и	1	1
721	для этого	1	1
722	героического эпоса	1	1
723	и совершенно	2	1
724	им не	2	1
725	в лице	1	1
726	может претендовать	1	1
727	он то	1	1
728	возможна только	2	1
729	более того	2	1
