N	3gram	Propp_Isto	Problema
376	если я буду	2	1
377	при помощи этого	1	1
378	и действительно в	1	1
379	одной или нескольких	1	1
380	он является если	1	1
381	мы имеем например	1	1
382	и в средние	2	1
383	мы и здесь	1	1
384	в некоторых случаях	6	1
385	был связан с	1	1
386	перед тем как	1	1
387	указывает на его	1	1
388	от них же	1	1
389	и многое другое	1	1
390	и только после	1	1
391	между прочим и	2	1
392	из земли а	1	1
393	о себе в	1	1
394	к людям и	1	1
395	они находятся в	1	1
396	и что при	1	1
397	на земле в	1	1
398	по содержанию и	1	1
399	здесь кроется нечто	1	1
400	он стоит на	1	1
401	дает нам право	2	1
402	что указывает на	1	1
403	а в его	1	1
404	со своим конем	1	1
405	здесь можно было	3	1
406	большей частью это	1	1
407	не только что	1	1
408	то что этот	1	1
409	и от них	1	1
410	имеем дело с	1	1
411	можно установить что	1	1
