N	2gram	Bakhtin_KF	VerxiiNi
204	и другой	1	2
205	относится к	1	2
206	или иной	2	2
207	жизни и	8	2
208	что именно	1	2
209	на то	1	2
210	с его	2	2
211	от них	1	2
212	и все	9	2
213	для этого	2	2
214	и из	1	2
215	то или	2	2
216	мира его	1	2
217	тот же	3	2
218	и наконец	1	2
219	той или	3	2
220	не к	1	2
221	можно только	1	2
222	или иным	2	1
223	как основной	1	1
224	все в	1	1
225	мир не	1	1
226	культуры который	1	1
227	мире и	1	1
228	на почве	1	1
229	ввиду того	1	1
230	новое и	1	1
231	нему в	4	1
232	смерть и	1	1
233	во втором	1	1
234	случае мы	2	1
235	постольку поскольку	2	1
236	от до	1	1
237	мы видим	1	1
238	рождение и	1	1
239	в душе	1	1
240	и всякий	1	1
241	в заблуждение	1	1
242	собой и	1	1
243	можно говорить	1	1
244	и этот	3	1
245	потому только	1	1
246	та же	3	1
247	и конечно	2	1
248	свою очередь	1	1
249	она и	1	1
250	со всем	5	1
251	они не	1	1
252	землю и	1	1
253	и музыка	1	1
254	может не	2	1
255	и этими	1	1
256	в план	1	1
257	в момент	3	1
258	пассивности и	1	1
259	бытие не	4	1
260	не нужен	2	1
261	первом случае	1	1
262	должно быть	6	1
263	т.е к	1	1
264	время и	5	1
265	зависит от	1	1
266	как к	2	1
267	за исключением	1	1
268	его с	2	1
269	мы ничего	1	1
270	притом не	1	1
271	для себя	7	1
272	смысле слова	1	1
273	это не	10	1
274	он как	1	1
275	целом есть	1	1
276	именно к	1	1
277	а тот	1	1
278	он становится	1	1
279	только от	1	1
280	дело с	2	1
281	и другую	1	1
282	и менее	1	1
283	людей но	1	1
284	нечто подобное	1	1
285	что мир	1	1
286	начало а	1	1
287	не для	1	1
288	которых он	1	1
289	но такой	1	1
290	то для	1	1
291	быть совершено	1	1
292	определить в	2	1
293	чтобы стать	2	1
294	с ним	5	1
295	это уже	2	1
296	бы человек	1	1
297	нашей точки	1	1
298	в ее	17	1
299	как раз	1	1
300	и относит	1	1
301	этот мир	2	1
302	все и	1	1
303	и за	2	1
304	и через	1	1
305	него в	1	1
306	с нашей	1	1
307	это и	3	1
308	ни в	12	1
309	и делает	3	1
310	это слово	1	1
311	картина мира	1	1
312	этого момента	1	1
313	это есть	2	1
314	смысле этого	1	1
315	содержанием в	1	1
316	конечно невозможно	1	1
317	теоретически и	1	1
318	не является	1	1
319	с собой	1	1
320	весь мир	2	1
321	основана на	1	1
322	этого человека	1	1
323	жизни мира	2	1
324	в их	9	1
325	в данном	2	1
326	лежит в	1	1
327	его в	5	1
328	материальные и	1	1
329	только он	1	1
330	чем в	1	1
331	их не	1	1
332	в своих	4	1
333	языка это	1	1
334	в разные	1	1
335	в соответствии	2	1
336	не более	1	1
337	самом деле	3	1
338	от исторического	1	1
339	оставаясь в	1	1
340	живет и	1	1
341	в первом	1	1
342	жизни это	1	1
343	к чему	3	1
344	имеет для	1	1
345	как этот	1	1
346	всегда в	1	1
347	их и	1	1
348	жизнь в	1	1
349	же поступок	1	1
350	всех его	2	1
351	но эта	6	1
352	которые как	1	1
353	лишь постольку	2	1
354	сознании в	1	1
355	всем что	1	1
356	тем что	3	1
357	она является	1	1
358	за свою	1	1
359	и своего	1	1
360	если он	1	1
361	в жизни	2	1
362	отношения к	1	1
363	есть что	1	1
364	в корне	3	1
365	этом последнем	1	1
366	знать о	1	1
367	как и	5	1
368	как не	1	1
369	вышла из	1	1
370	с ними	4	1
371	и вокруг	2	1
372	помнить что	1	1
373	есть тот	1	1
374	их в	1	1
375	вследствие того	1	1
376	себя как	2	1
377	а именно	1	1
378	ничто в	1	1
379	не есть	22	1
380	в своей	11	1
381	и так	1	1
382	выйти из	1	1
383	на этом	1	1
384	как в	2	1
385	его все	1	1
386	никто не	1	1
387	во главе	2	1
388	мира и	4	1
389	следовательно и	1	1
390	есть единственное	1	1
391	как с	1	1
392	от этого	2	1
393	остается лишь	1	1
394	тем или	1	1
395	один и	3	1
396	в себя	8	1
397	это было	2	1
398	себя не	3	1
399	вследствие этого	2	1
400	на его	1	1
401	людьми и	1	1
402	всей своей	2	1
403	в чем	4	1
404	в каком	4	1
405	не стоит	1	1
406	нет в	4	1
407	разные стороны	1	1
408	культуры в	1	1
409	и смерть	1	1
410	могло бы	4	1
411	в одной	1	1
412	не был	1	1
413	и смерти	2	1
414	частей и	1	1
415	с этим	1	1
416	вошли в	2	1
417	все они	2	1
418	сказать и	1	1
419	нет ничего	1	1
420	и того	2	1
421	и отсюда	2	1
422	даже там	1	1
423	такую принципиальную	1	1
424	ни к	2	1
425	ни на	1	1
426	совершенно не	7	1
427	там где	5	1
428	бы и	3	1
429	и ясно	2	1
430	не существует	1	1
431	и других	2	1
432	жизни а	1	1
433	бытия или	1	1
434	него выйти	1	1
435	любовь ко	1	1
436	близости к	1	1
437	и пр	3	1
438	между собой	1	1
439	и требует	1	1
440	на задний	1	1
441	действия в	1	1
442	бытие но	2	1
443	а просто	1	1
444	его бытие	1	1
445	своей культуре	1	1
446	смерти и	1	1
447	мира как	2	1
448	мы уже	1	1
449	других для	2	1
450	вообще невозможно	1	1
451	совпадает с	1	1
452	другими словами	1	1
453	эти слова	1	1
454	человека все	1	1
455	чему не	2	1
456	входит в	4	1
457	где я	4	1
458	живет в	1	1
459	не должно	3	1
460	мы не	3	1
461	совсем не	2	1
462	не по	4	1
463	не отличаются	1	1
464	с этого	2	1
465	в ней	3	1
466	есть проблема	1	1
467	но это	6	1
468	дело не	2	1
469	как из	1	1
470	а через	1	1
471	в этот	1	1
472	ей придется	1	1
473	только тогда	1	1
474	эти различия	1	1
475	только как	4	1
476	и весь	4	1
477	а по	2	1
478	что уже	1	1
479	эта мысль	1	1
480	воплощается в	1	1
481	только на	1	1
482	и их	6	1
483	в которую	1	1
484	пор не	1	1
485	связь между	1	1
486	по отношению	26	1
487	не следует	2	1
488	и до	1	1
489	характерной чертой	1	1
490	тот единственный	1	1
491	от своего	1	1
492	между отдельными	1	1
493	этического смысла	1	1
494	себе в	1	1
495	любви к	1	1
496	когда мы	1	1
497	не совпадает	1	1
498	всего этого	1	1
499	всего что	1	1
500	бы по	1	1
501	смысла и	2	1
502	было бы	8	1
503	ибо он	1	1
504	и будущее	2	1
505	имеем в	2	1
506	знает и	2	1
507	этого мира	3	1
508	задний план	1	1
509	это позволяет	1	1
510	человеческой жизни	1	1
511	к двум	1	1
512	настоящее время	1	1
513	по всей	1	1
514	тем же	1	1
515	этих последних	1	1
516	по себе	2	1
517	лишь общие	1	1
518	могут быть	3	1
519	нет выхода	2	1
520	этот выход	1	1
521	не можем	1	1
522	о его	1	1
523	человека и	3	1
524	книги но	1	1
525	целого и	1	1
526	соответствии с	2	1
527	в нашем	1	1
528	на которого	1	1
529	и есть	10	1
530	место в	6	1
531	во всей	4	1
532	занимают в	1	1
533	т.е как	1	1
534	том же	1	1
535	в сознании	2	1
536	же в	1	1
537	что она	1	1
538	он может	2	1
539	бытия и	10	1
540	и должно	1	1
541	такой же	1	1
542	бы быть	5	1
543	это бытие	1	1
544	этого слова	2	1
545	течение жизни	2	1
546	и его	18	1
547	его к	2	1
548	мира в	6	1
549	своей теоретической	1	1
550	а как	2	1
551	и никогда	1	1
552	а следовательно	3	1
553	действенное отношение	1	1
554	события в	3	1
555	только с	3	1
556	по методу	1	1
557	в ту	2	1
558	быть в	4	1
559	к этим	1	1
560	друг друга	1	1
561	растворяется в	1	1
562	бытия в	5	1
563	с ее	2	1
564	всех этих	3	1
565	и тот	3	1
566	чтобы не	2	1
567	этих людей	2	1
568	в настоящее	1	1
569	но для	3	1
570	и совершенно	3	1
571	должны быть	1	1
572	себя в	8	1
573	и ее	2	1
574	здесь не	3	1
575	одного и	2	1
576	думать что	2	1
577	ничего не	3	1
578	лишь по	1	1
579	могли быть	1	1
580	и во	1	1
581	он должен	1	1
582	той же	1	1
583	котором он	3	1
