N	3gram	Losev_Vesc	Narrotol
98	однако об этом	1	1
99	однако подобное рассуждение	1	1
100	в этом смысле	2	1
101	по сравнению с	7	1
102	в целом он	1	1
103	то что не	2	1
104	ничего не говорит	1	1
105	указывает не на	1	1
106	самом деле в	1	1
107	то или иное	1	1
108	я уже не	1	1
109	однако и здесь	1	1
110	свою позицию как	1	1
111	и еще более	1	1
112	и со стороны	1	1
113	что они все	1	1
114	со стороны внутренней	1	1
115	что они не	1	1
116	ни у кого	1	1
117	она не могла	1	1
118	из наиболее существенных	1	1
119	и многих других	1	1
120	того что является	2	1
121	ни с чем	2	1
122	а за ними	1	1
123	необходимо должна быть	1	1
124	свидетельствует о том	3	1
125	не может существовать	1	1
126	так или иначе	5	1
127	в самом общем	1	1
128	сам по себе	4	1
129	в ней не	1	1
130	друг с другом	2	1
131	что только в	2	1
132	никто ничего не	1	1
133	и оно не	1	1
134	с этой стороны	1	1
135	таким образом что	1	1
136	к другому человеку	1	1
137	само по себе	4	1
138	в полной мере	1	1
139	не могла бы	1	1
140	в том или	2	1
141	и уж во	1	1
142	быть не только	2	1
143	потому что оно	1	1
144	в качестве одного	1	1
145	необходимо должно быть	1	1
146	то ни было	12	1
147	не может не	3	1
148	и даже не	3	1
149	в третьем случае	1	1
150	но в этом	1	1
151	как раз и	2	1
152	по себе но	1	1
153	какой бы то	1	1
154	а не в	2	1
155	что с точки	1	1
156	только то что	3	1
157	с другой стороны	3	1
158	той или другой	3	1
159	в этой связи	1	1
160	бы то ни	12	1
161	из того что	3	1
162	во втором случае	1	1
163	а не только	2	1
164	не то что	1	1
165	в чем же	5	1
166	поэтому в качестве	1	1
167	не мог бы	2	1
168	или хотя бы	1	1
169	в ней есть	1	1
170	сливаются в один	1	1
171	может быть только	6	1
172	и т д	36	1
173	уж во всяком	1	1
174	есть не что	8	1
175	имя может быть	1	1
176	жизни в жизни	1	1
177	и тем не	5	1
178	отождествление с ним	1	1
179	только в учебниках	1	1
180	качестве одного из	1	1
181	дело не с	2	1
182	не может идти	1	1
183	в интересующей нас	1	1
184	по крайней мере	10	1
185	в данный момент	1	1
186	как это было	1	1
187	оно не только	1	1
188	первом случае мы	1	1
189	в чем он	1	1
190	не годится в	1	1
191	один и тот	1	1
192	себе не только	1	1
193	этой точки зрения	3	1
194	и в самом	1	1
195	что не только	1	1
196	самом деле не	1	1
197	не только к	2	1
198	и не было	1	1
199	но и к	1	1
200	не я сам	1	1
201	и в чем	1	1
202	у нас есть	1	1
203	один из наиболее	1	1
204	в то время	4	1
205	и вот я	1	1
206	несмотря на ее	1	1
207	вовсе еще не	1	1
208	и не только	6	1
209	я не могу	1	1
210	не что иное	12	1
211	и здесь мы	1	1
212	тех кто не	1	1
213	содержит в себе	11	1
214	тем же самым	1	1
215	том что и	1	1
216	мы не знаем	1	1
217	что человек есть	1	1
218	в себя не	1	1
219	это уже не	1	1
220	равным образом и	2	1
221	то время как	4	1
222	в себе не	1	1
223	том что он	2	1
224	у него нет	1	1
225	не может обойтись	1	1
226	он говорит о	1	1
227	того что есть	1	1
228	она может быть	2	1
229	не просто слово	1	1
230	одна из модификаций	1	1
231	вместо того чтобы	1	1
232	и как именно	1	1
233	то что я	2	1
234	то что мы	3	1
235	оба эти момента	1	1
236	в основе своей	2	1
237	что и в	1	1
238	на эту тему	1	1
239	с этой точки	3	1
240	мы не можем	3	1
241	может быть и	1	1
