N	2gram	Bakhtin_Fr	Psycholo
198	бы в	2	14
199	должна быть	1	14
200	это есть	1	14
201	всяком случае	2	14
202	этом отношении	5	14
203	или в	2	14
204	по существу	2	14
205	есть только	3	14
206	в области	10	14
207	с ним	6	14
208	именно в	6	13
209	не могли	1	13
210	точка зрения	3	13
211	могла бы	2	13
212	этот вопрос	2	13
213	знаем что	1	13
214	в той	5	13
215	речь идет	1	13
216	когда она	1	13
217	и он	3	13
218	как он	1	13
219	должен был	2	13
220	со стороны	1	13
221	и другие	10	12
222	в этих	6	12
223	их в	3	12
224	не менее	2	12
225	в основу	2	12
226	того же	1	12
227	я не	1	12
228	в самой	5	12
229	совершенно правильно	1	12
230	и уже	1	12
231	и этот	1	12
232	и может	1	12
233	это в	5	12
234	конце концов	1	12
235	и очень	2	12
236	и с	8	12
237	например в	3	12
238	что по	2	12
239	что этот	1	12
240	что не	3	12
241	и до	6	12
242	действия и	1	12
243	характера и	1	12
244	ничего не	3	12
245	об этом	2	12
246	что эти	1	12
247	так например	3	11
248	понятно что	2	11
249	конечно не	2	11
250	не было	3	11
251	мы видели	3	11
252	подобно тому	2	11
253	сравнению с	2	11
254	оба эти	1	11
255	по сравнению	2	11
256	на этот	3	11
257	как к	3	11
258	уже в	5	11
259	раз в	4	11
260	на все	5	11
261	и других	6	11
262	отличие от	5	11
263	есть в	6	11
264	по поводу	2	11
265	его в	7	11
266	образом и	1	11
267	отдельного человека	1	11
268	у шекспира	3	11
269	с его	9	11
270	думать что	2	11
271	на это	2	11
272	во всем	5	10
273	в другом	2	10
274	смысл и	1	10
275	в тех	5	10
276	нам кажется	2	10
277	сами по	1	10
278	именно на	2	10
279	в их	6	10
280	с теми	1	10
281	в одной	1	10
282	от него	2	10
283	отличается от	1	10
284	в состоянии	3	10
285	тому же	1	10
286	и у	7	10
287	но как	3	10
288	и от	3	10
289	мы в	1	10
290	здесь мы	2	10
291	не является	4	10
292	ее в	2	10
293	тому чтобы	1	10
294	это было	2	10
295	и их	3	10
296	мы найдем	2	9
297	не есть	1	9
298	так сказать	5	9
299	на него	2	9
300	кажется нам	1	9
301	и говорит	1	9
302	и следовательно	3	9
303	в чем	2	9
304	под влиянием	3	9
305	и та	2	9
306	мы будем	4	9
307	это совершенно	1	9
308	в него	2	9
309	с ее	3	9
310	бы не	1	9
311	его и	1	9
312	в отличие	4	9
313	в виде	1	9
314	по своему	9	9
315	по его	3	9
316	на его	4	9
317	и по	3	9
318	в самых	1	9
319	тем самым	1	9
320	и ее	1	9
321	которые не	1	9
322	о чем	3	9
323	но все	5	9
324	роль в	6	9
325	можно сказать	4	9
326	к чему	1	9
327	и именно	2	9
328	мы говорили	1	9
329	в силу	1	9
330	мы хотим	1	9
331	и дальше	2	9
332	должен быть	1	9
333	и наконец	2	9
334	не к	2	9
335	это значит	1	8
336	со всей	1	8
337	для выражения	2	8
338	себе и	2	8
339	чтобы показать	1	8
340	на сцене	1	8
341	жизни с	1	8
342	будто бы	1	8
343	в общем	4	8
344	нам придется	2	8
345	и конечно	1	8
346	ни на	3	8
347	он в	2	8
348	тем же	1	8
349	о нем	4	8
350	в такой	1	8
351	и вообще	5	8
352	место в	4	8
353	и эта	5	8
354	которой мы	1	8
355	из всех	3	8
356	представление о	2	8
357	в собственном	4	8
358	целым рядом	1	8
359	и значение	2	8
360	с другом	2	8
361	наряду с	2	8
362	по преимуществу	3	8
363	в произведении	1	8
364	уже давно	1	8
365	друг с	2	8
366	именно потому	1	8
367	кажется что	1	8
368	во время	14	8
369	к нему	5	8
370	в процессе	2	8
371	из которого	1	8
372	из области	1	8
373	и более	4	8
374	относится к	4	8
375	ссылается на	1	8
376	и во	6	8
377	он может	1	8
378	жизнь и	3	8
379	которую мы	1	8
380	эти два	2	8
381	только то	1	8
382	еще раз	4	7
383	он видит	1	7
384	мысли и	4	7
385	к самому	1	7
386	от этого	1	7
387	во все	2	7
388	ни одного	1	7
389	связи с	5	7
390	что такое	1	7
391	что только	2	7
392	в особенности	7	7
393	шекспира и	5	7
394	принадлежат к	1	7
395	и при	1	7
396	имеет место	2	7
397	и дает	1	7
398	со всеми	2	7
399	они не	1	7
400	в течение	3	7
401	только один	1	7
402	к ним	1	7
403	не существует	1	7
404	того или	1	7
405	но при	2	7
406	это можно	2	7
407	же в	4	7
408	все что	2	7
409	для всех	1	7
410	нас в	1	7
411	одно из	7	7
412	нашего исследования	2	7
413	как они	1	7
414	которые мы	1	7
415	в руках	1	7
416	в глаза	1	7
417	в нашем	3	7
418	от этой	1	7
419	и заставляет	1	7
420	время в	3	7
421	в качестве	1	7
422	и эти	2	7
423	к жизни	2	7
424	лежит в	1	7
425	видит в	1	7
426	какой мере	1	7
427	же мы	1	7
428	а как	1	7
429	которого мы	2	7
430	за ним	2	7
431	если это	1	7
432	и действительно	2	7
433	себя и	2	7
434	совпадает с	1	7
435	времени и	9	7
436	что здесь	1	7
437	в полном	1	7
438	здесь в	14	7
439	а на	1	7
440	и которая	1	7
441	дело в	2	7
442	на тему	1	7
443	даже в	6	6
444	из самых	1	6
445	он был	3	6
446	только как	1	6
447	что вся	1	6
448	людей и	2	6
449	утверждал что	1	6
450	что как	1	6
451	к этим	2	6
452	бы что	1	6
453	эти три	1	6
454	рядом с	9	6
455	из него	1	6
456	не могла	2	6
457	она была	6	6
458	образом в	3	6
459	всех этих	10	6
460	смотреть на	1	6
461	таким путем	1	6
462	в отношении	7	6
463	оно не	2	6
464	никто не	1	6
465	приводит к	2	6
466	да и	5	6
467	в стихах	1	6
468	и вся	2	6
469	как если	1	6
470	от других	1	6
471	на две	1	6
472	только с	3	6
473	в эстетике	2	6
474	ее на	1	6
475	нуждается в	1	6
476	материал для	1	6
477	от всех	3	6
478	за этим	1	6
479	и без	4	6
480	как ни	1	6
481	и ни	4	6
482	к ней	2	6
483	которые в	1	6
484	слова и	1	6
485	еще более	6	6
486	остановиться на	1	6
487	и которые	1	6
488	почти все	3	6
489	совершенно в	1	6
490	имеет в	1	6
491	говорить о	1	6
492	есть по	1	6
493	для понимания	1	6
494	что за	1	6
495	в себя	9	6
496	мысль и	1	6
497	внутренняя форма	1	6
498	за пределы	10	6
499	уже не	3	6
500	о его	1	6
501	или иного	1	6
502	независимо от	1	6
503	а потому	1	6
504	как не	1	6
505	то и	1	6
506	не потому	1	6
507	без всякого	3	6
508	в плане	2	6
509	жизни но	2	6
510	совершенно иначе	1	6
511	так в	4	6
512	что касается	3	6
513	отношение к	9	6
514	совершается в	1	6
515	в последнее	1	5
516	а затем	4	5
517	между ними	4	5
518	и сам	2	5
519	на эту	2	5
520	им в	1	5
521	с конца	3	5
522	нас и	1	5
523	в смысле	2	5
524	можно ли	1	5
525	и еще	5	5
526	к которому	2	5
527	во всей	4	5
528	что самая	1	5
529	и кажется	1	5
530	ее от	1	5
531	дано в	1	5
532	в эту	6	5
533	в лучшем	1	5
534	эти слова	1	5
535	тем и	1	5
536	над ним	1	5
537	точку зрения	2	5
538	его к	2	5
539	и чем	1	5
540	в одну	1	5
541	и самый	2	5
542	он только	1	5
543	смысла и	2	5
544	отношения к	5	5
545	одновременно и	3	5
546	к таким	1	5
547	он является	1	5
548	значение и	3	5
549	и теперь	1	5
550	и больше	1	5
551	не понимает	4	5
552	и часто	3	5
553	нет и	2	5
554	то или	1	5
555	когда они	1	5
556	он как	2	5
557	одна и	1	5
558	и смысл	2	5
559	однако не	1	5
560	бы это	1	5
561	и лессинг	1	5
562	мысли в	1	5
563	но она	1	5
564	человека и	4	5
565	связь с	8	5
566	только для	1	5
567	но даже	2	5
568	но они	4	5
569	которые с	1	5
570	не мог	1	5
571	видели что	1	5
572	но еще	1	5
573	хотя и	4	5
574	здесь с	2	5
575	и за	2	5
576	не знает	6	5
577	которое в	2	5
578	и она	2	5
579	в других	3	5
580	именно как	1	5
581	это делает	1	5
582	в один	1	5
583	собственном смысле	3	5
584	в область	1	5
585	целом ряде	2	5
586	в романе	8	5
587	она и	1	5
588	в известном	1	5
589	знает что	1	5
590	еще и	6	5
591	слов и	2	5
592	в творчестве	2	5
593	он дает	4	5
594	принадлежит к	1	5
595	силу того	1	5
596	есть к	1	5
597	все они	1	5
598	это означает	1	5
599	мы находим	4	5
600	это очень	2	5
601	в очень	2	5
602	человеком и	1	5
603	человека в	1	5
604	смотрит на	1	5
605	конечно в	2	5
606	одного из	1	5
607	все более	1	5
608	с которыми	1	4
609	уже говорили	12	4
610	в применении	3	4
611	оно становится	1	4
612	характер и	4	4
613	его от	2	4
614	с собой	1	4
615	в живописи	2	4
616	и другим	1	4
617	где она	1	4
618	на самой	1	4
619	и смерти	6	4
620	нам в	1	4
621	применении к	3	4
622	в противоположность	3	4
623	но вся	2	4
624	с самой	1	4
625	а между	1	4
626	из одного	1	4
627	искусстве и	1	4
628	и формы	1	4
629	находится в	1	4
630	для своего	2	4
631	но для	3	4
632	не остается	1	4
633	в связи	2	4
634	одном из	1	4
635	если оно	1	4
636	все остальные	1	4
637	должны были	1	4
638	или иное	1	4
639	этой фразы	1	4
640	фантазии и	1	4
641	всего того	2	4
642	и материал	1	4
643	же самой	1	4
644	от своего	2	4
645	он мог	1	4
646	что такие	1	4
647	с которой	1	4
648	она дает	1	4
649	отношении к	1	4
650	которую он	1	4
651	как например	2	4
652	всех трех	1	4
653	отступает от	1	4
654	конца и	1	4
655	одной из	3	4
656	тот самый	1	4
657	это вовсе	1	4
658	этот второй	1	4
659	здесь не	3	4
660	это одно	1	4
661	только потому	1	4
662	значение в	1	4
663	основе своей	2	4
664	где он	1	4
665	который как	1	4
666	но эта	2	4
667	короля и	1	4
668	также и	3	4
669	именно эта	2	4
670	что нам	1	4
671	или как	1	4
672	при всем	1	4
673	показывает как	1	4
674	идет не	1	4
675	к совершенно	1	4
676	вплоть до	2	4
677	к числу	2	4
678	строго говоря	1	4
679	в некоторых	2	4
680	никак нельзя	1	4
681	в день	3	4
682	именно эти	2	4
683	по отношению	2	4
684	в это	2	4
685	тем в	1	4
686	остановимся на	1	4
687	в вино	1	4
688	вот почему	1	4
689	с помощью	1	4
690	настоящее время	1	4
691	ней и	1	4
692	с этими	2	4
693	говорили выше	1	4
694	который в	1	4
695	своей сущности	1	4
696	нигде не	1	4
697	в несколько	1	4
698	такое понимание	1	4
699	здравого смысла	2	4
700	в мире	1	4
701	его жизни	1	4
702	чрезвычайно интересно	1	4
703	в свете	3	4
704	в уста	1	4
705	взглянуть на	3	4
706	всех других	2	4
707	литературы и	7	4
708	что может	1	4
709	что без	1	4
710	означает что	1	4
711	в состав	1	4
712	почти не	2	4
713	в языке	1	4
714	не на	2	4
715	если не	1	4
716	прибегать к	1	4
717	может стать	1	4
718	с ней	2	4
719	в настоящее	1	4
720	с ними	2	4
721	ли он	1	4
722	автора и	2	4
723	более и	1	4
724	в истории	5	4
725	же время	5	4
726	имеем в	2	4
727	и под	1	4
728	стороны он	1	4
729	подойти к	2	4
730	форм и	11	4
731	на тех	2	4
732	не для	2	4
733	без всяких	1	4
734	и где	1	4
735	в ту	2	4
736	к концу	1	4
737	к своему	1	4
738	ли не	1	4
739	это так	1	4
740	страх и	1	4
741	так называемой	1	4
742	говоря о	2	4
743	в пределах	3	4
744	благодаря этому	4	4
745	считает что	1	4
746	и объяснить	1	3
747	в центре	1	3
748	зрения на	3	3
749	здесь же	3	3
750	в игре	1	3
751	же и	1	3
752	со всем	1	3
753	образа в	1	3
754	кроме того	2	3
755	в большей	8	3
756	не столько	1	3
757	на шекспира	1	3
758	именно он	1	3
759	жизнь в	1	3
760	или на	1	3
761	первой половине	1	3
762	по своим	1	3
763	на первый	1	3
764	людей с	1	3
765	всем его	1	3
766	связано с	2	3
767	можем сказать	1	3
768	все и	1	3
769	мы рассмотрим	1	3
770	было в	1	3
771	в этот	1	3
772	к своей	1	3
773	по которым	1	3
774	образом как	1	3
775	во времена	1	3
776	в разных	2	3
777	даже у	1	3
778	на котором	3	3
779	ближе к	1	3
780	переходим к	1	3
781	самой природе	1	3
782	мышления и	1	3
783	под маской	1	3
784	как нам	1	3
785	где начинается	1	3
786	души в	1	3
787	здесь как	1	3
788	сильнее и	1	3
789	которого он	1	3
790	лучше всего	1	3
791	есть еще	1	3
792	в самые	3	3
793	это произошло	1	3
794	была в	1	3
795	как таковое	1	3
796	их от	2	3
797	на земле	3	3
798	они как	1	3
799	если я	1	3
800	романе в	1	3
801	бы она	1	3
802	в наше	1	3
803	мы всегда	2	3
804	здесь на	3	3
805	и другая	1	3
806	это действительно	1	3
807	его как	1	3
808	теми же	1	3
809	порядка и	1	3
810	человеческого тела	2	3
811	который утверждал	1	3
812	оно было	2	3
813	от нас	1	3
814	целого ряда	1	3
815	в более	4	3
816	один человек	1	3
817	в форме	6	3
818	и самая	1	3
819	от игры	1	3
820	то на	1	3
821	это время	2	3
822	на их	1	3
823	то я	1	3
824	нет ничего	3	3
825	бросается в	1	3
826	своем роде	1	3
827	и воображения	1	3
828	может его	1	3
829	на основе	1	3
830	в которую	1	3
831	вступает в	1	3
832	формой и	1	3
833	элемента в	1	3
834	этой истории	1	3
835	котором мы	1	3
836	чувством и	1	3
837	мы дадим	2	3
838	еще в	3	3
839	не из	1	3
840	мы еще	1	3
841	моментов в	1	3
842	этом случае	1	3
843	на что	3	3
844	он и	3	3
845	смысл этой	1	3
846	как именно	2	3
847	к самой	1	3
848	в таких	2	3
849	можно выразить	1	3
850	стремление к	2	3
851	со своей	1	3
852	вероятно не	1	3
853	но уже	1	3
854	как результат	1	3
855	бы ни	2	3
856	связаны с	5	3
857	на них	3	3
858	это конечно	1	3
859	встречаемся с	1	3
860	чистом виде	1	3
861	в комедии	1	3
862	те времена	1	3
863	могло быть	1	3
864	животных в	1	3
865	понять что	1	3
866	он с	1	3
867	за счет	1	3
868	мы и	4	3
869	случае не	1	3
870	социальной и	1	3
871	ко всем	1	3
872	или во	1	3
873	его на	2	3
874	там же	2	3
875	всегда в	3	3
876	нем нет	1	3
877	что им	1	3
878	и такие	1	3
879	сам не	1	3
880	являются не	1	3
881	между двумя	1	3
882	уже как	1	3
883	превращается в	6	3
884	убедиться в	1	3
885	на самое	1	3
886	пока еще	1	3
887	как я	1	3
888	он начинает	1	3
889	какой степени	1	3
890	человека то	1	3
891	в заключение	2	3
892	здесь нет	1	3
893	на язык	2	3
894	ним в	1	3
895	то для	1	3
896	не была	2	3
897	как же	1	3
898	же с	2	3
899	не о	2	3
900	одним из	4	3
901	быть только	3	3
902	свой особый	1	3
903	точек зрения	1	3
904	которая является	1	3
905	не более	1	3
906	уже указывали	1	3
907	на стороне	1	3
908	их и	1	3
909	как известно	2	3
910	мы называем	1	3
911	образы и	1	3
912	и др	32	3
913	части и	1	3
914	речи и	2	3
915	бы быть	2	3
916	наше время	1	3
917	и ничего	1	3
918	средством для	1	3
919	однако и	1	3
920	положения и	1	3
921	на ее	1	3
922	для себя	1	3
923	есть для	2	3
924	два основных	1	3
925	о которой	1	3
926	поставить проблему	1	3
927	и утверждает	2	3
928	из тех	2	3
929	состоит из	1	3
930	останавливаться на	1	3
931	можно найти	3	3
932	именно поэтому	1	3
933	друг от	1	3
934	но напротив	1	3
935	ни к	2	3
936	бы с	1	3
937	связана с	8	3
938	творчества и	1	3
939	к себе	3	3
940	не могло	1	3
941	значение для	2	3
942	очень хорошо	2	3
943	их с	2	3
944	самом процессе	1	3
945	они были	6	3
946	отношению к	2	3
947	свести к	1	3
948	мире в	2	3
949	чтобы выразить	1	3
950	по словам	1	3
951	но с	2	3
952	от друга	1	3
953	места в	1	3
954	животных и	1	3
955	очень много	1	3
956	последнее время	1	3
957	смерти в	2	3
958	без всякой	1	3
959	первый план	1	3
960	в наши	2	3
961	этот характер	1	3
962	из своей	2	3
963	которых они	2	3
964	он знает	1	3
965	в узком	4	3
966	и прежде	4	3
967	в новой	2	3
968	и многие	2	3
969	в сложном	1	2
970	образов в	4	2
971	они эти	1	2
972	некоторая часть	1	2
973	в общей	1	2
974	и понимали	1	2
975	роман в	1	2
976	игре и	1	2
977	и такое	1	2
978	всю историю	1	2
979	и чувством	1	2
980	о мире	8	2
981	бы должен	1	2
982	есть именно	2	2
983	уже на	1	2
984	высокое и	1	2
985	его романа	1	2
986	искусства он	1	2
987	специфические особенности	1	2
988	и целый	1	2
989	драмы в	1	2
990	они ни	1	2
991	драмы и	1	2
992	нам то	1	2
993	живописи и	1	2
994	некоторые из	3	2
995	можно не	1	2
996	своей природе	1	2
997	его утверждение	1	2
998	почти исключительно	1	2
999	ничто не	1	2
1000	это его	2	2
1001	и своим	1	2
1002	времени в	1	2
1003	не всегда	1	2
1004	существенное значение	2	2
1005	произведения но	1	2
1006	предисловии к	2	2
1007	и была	1	2
1008	свое отражение	1	2
1009	да винчи	2	2
1010	отметить что	2	2
1011	природы но	1	2
1012	последней части	1	2
1013	него не	1	2
1014	когда человек	1	2
1015	признания и	1	2
1016	они должны	1	2
1017	просто в	1	2
1018	и вступает	1	2
1019	и всякого	1	2
1020	именно с	1	2
1021	от них	1	2
1022	потребности в	1	2
1023	имели бы	1	2
1024	эпохи с	1	2
1025	всего в	1	2
1026	сводить к	1	2
1027	все его	1	2
1028	но из	1	2
1029	этой же	2	2
1030	ее можно	2	2
1031	о происхождении	1	2
1032	от восприятия	1	2
1033	вокруг себя	3	2
1034	является и	1	2
1035	ее развития	1	2
1036	поэтому он	1	2
1037	и законы	1	2
1038	и отказывается	1	2
1039	в деле	1	2
1040	нет другой	1	2
1041	был не	1	2
1042	назад к	1	2
1043	искусства оно	1	2
1044	вводит в	1	2
1045	той или	5	2
1046	точкой зрения	1	2
1047	только от	1	2
1048	почти на	3	2
1049	говоря в	1	2
1050	и процессы	1	2
1051	бы они	1	2
1052	по своей	3	2
1053	они находятся	1	2
1054	похожа на	1	2
1055	и глубоко	3	2
1056	и искусства	4	2
1057	это приводит	1	2
1058	к чисто	1	2
1059	роль играет	1	2
1060	необходимо чтобы	1	2
1061	до наших	1	2
1062	любовь в	1	2
1063	вовлекает в	2	2
1064	есть ли	1	2
1065	самую сущность	1	2
1066	в какой-то	2	2
1067	с героями	1	2
1068	отношений на	1	2
1069	связи и	1	2
1070	мы встречаем	1	2
1071	и должны	1	2
1072	жанра и	1	2
1073	образа и	1	2
1074	с миром	3	2
1075	на те	1	2
1076	не находим	1	2
1077	тон и	1	2
1078	мысли а	1	2
1079	интерес к	2	2
1080	для них	2	2
1081	два типа	1	2
1082	и сложных	1	2
1083	норм и	4	2
1084	этого процесса	4	2
1085	с этого	1	2
1086	и одновременно	6	2
1087	это положение	1	2
1088	исключительно в	1	2
1089	ее состав	1	2
1090	характер этого	1	2
1091	это относится	1	2
1092	мы встречаемся	1	2
1093	жизни в	8	2
1094	с животными	1	2
1095	к какому	2	2
1096	игры и	2	2
1097	в те	1	2
1098	эта внутренняя	1	2
1099	нет в	1	2
1100	которую не	1	2
1101	это был	3	2
1102	сказано что	1	2
1103	творчество и	1	2
1104	в значительной	9	2
1105	наконец в	2	2
1106	вопросе о	1	2
1107	в образах	1	2
1108	ни для	1	2
1109	и ему	1	2
1110	к людям	1	2
1111	и т.д	2	2
1112	этого нет	1	2
1113	исключительно на	1	2
1114	по ходу	3	2
1115	к первой	1	2
1116	это просто	1	2
1117	именно этот	1	2
1118	это произведение	2	2
1119	входящих в	2	2
1120	во времени	1	2
1121	от всякого	3	2
1122	именно к	1	2
1123	в свое	6	2
1124	характера но	1	2
1125	и ей	1	2
1126	трагедия не	1	2
1127	для всякого	1	2
1128	из основных	2	2
1129	образ и	1	2
1130	в литературе	9	2
1131	вовсе нет	2	2
1132	различия между	2	2
1133	чтобы оно	1	2
1134	реакция на	1	2
1135	исторической действительности	1	2
1136	всегда есть	1	2
1137	в сферу	1	2
1138	отнесена к	1	2
1139	он находит	2	2
1140	и вовсе	5	2
1141	иной раз	1	2
1142	и со	3	2
1143	чем мы	2	2
1144	в условиях	15	2
1145	беда в	1	2
1146	ему не	1	2
1147	основе его	2	2
1148	но его	1	2
1149	это объясняется	1	2
1150	строй и	1	2
1151	в предисловии	2	2
1152	это как	5	2
1153	выше в	1	2
1154	к смерти	1	2
1155	в начале	4	2
1156	истины в	1	2
1157	или еще	1	2
1158	явление в	2	2
1159	стиле и	1	2
1160	и понятия	1	2
1161	вообще не	1	2
1162	иначе он	1	2
1163	конечно совершенно	1	2
1164	или иной	5	2
1165	здесь все	1	2
1166	по законам	1	2
1167	ведь и	1	2
1168	мы сказали	2	2
1169	что было	1	2
1170	уже во	1	2
1171	новое и	3	2
1172	она еще	1	2
1173	этих вопросов	1	2
1174	в произведение	1	2
1175	на эти	2	2
1176	ко второй	1	2
1177	любовь к	1	2
1178	еще далеко	2	2
1179	можно определить	1	2
1180	время играет	1	2
1181	мы вовсе	2	2
1182	природа человека	1	2
1183	в борьбе	1	2
1184	между обоими	1	2
1185	так часто	1	2
1186	которого нет	1	2
1187	они и	1	2
1188	выражения и	2	2
1189	выйти из	1	2
1190	как с	1	2
1191	но у	2	2
1192	и сильное	1	2
1193	вместе и	1	2
1194	а иногда	2	2
1195	и свою	1	2
1196	был глубоко	1	2
1197	своего имени	1	2
1198	и эстетики	1	2
1199	серьезностью и	1	2
1200	те элементы	1	2
1201	во внешнем	1	2
1202	на этой	5	2
1203	в вопросе	1	2
1204	нельзя было	1	2
1205	даже и	5	2
1206	представления о	3	2
1207	ни по	1	2
1208	выходит из	1	2
1209	все свои	1	2
1210	тело и	5	2
1211	во многих	2	2
1212	значительной мере	3	2
1213	кажется совершенно	1	2
1214	победы над	1	2
1215	несколько дней	1	2
1216	не вполне	3	2
1217	до того	1	2
1218	своего осуществления	1	2
1219	всего что	2	2
1220	всегда и	2	2
1221	его собственной	1	2
1222	у себя	1	2
1223	и надежды	1	2
1224	это целое	2	2
1225	жизни как	3	2
1226	тех случаях	1	2
1227	например когда	1	2
1228	можно привести	1	2
1229	входят в	1	2
1230	воли и	1	2
1231	человеку и	1	2
1232	под каждым	1	2
1233	совершенно новую	1	2
1234	и становится	2	2
1235	вовсе и	1	2
1236	от ее	1	2
1237	он имел	1	2
1238	на свете	1	2
1239	на протяжении	9	2
1240	отражение в	1	2
1241	и всей	1	2
1242	оно само	1	2
1243	чем на	1	2
1244	знали что	1	2
1245	объяснение в	1	2
1246	узком смысле	2	2
1247	они в	2	2
1248	здесь уже	1	2
1249	преимущественно в	4	2
1250	не совпадают	1	2
1251	утверждение что	1	2
1252	в разные	1	2
1253	но этого	1	2
1254	комическое и	1	2
1255	или хотя	1	2
1256	на тот	1	2
1257	учение о	2	2
1258	в изображении	2	2
1259	из той	1	2
1260	следовательно и	1	2
1261	лежащее в	1	2
1262	должно было	2	2
1263	не был	1	2
1264	этих образов	4	2
1265	продолжают развивать	1	2
1266	находит свое	2	2
1267	бы к	1	2
1268	выводы и	1	2
1269	теорию и	1	2
1270	объясняется и	1	2
1271	так называемые	2	2
1272	человека который	1	2
1273	это по	2	2
1274	для этой	1	2
1275	дальше мы	1	2
1276	не учитывает	1	2
1277	всегда имеет	1	2
1278	это ощущение	3	2
1279	к внешнему	1	2
1280	ней в	1	2
1281	теорий и	1	2
1282	он создает	1	2
1283	плане и	1	2
1284	кто знает	1	2
1285	можно только	5	2
1286	произведение и	1	2
1287	внешнюю оболочку	1	2
1288	см с	1	2
1289	однако было	1	2
1290	одном акте	1	2
1291	относятся к	1	2
1292	в науке	1	2
1293	их как	1	2
1294	не подозревает	1	2
1295	в обычном	3	2
1296	говорит я	1	2
1297	не видим	1	2
1298	в прошлое	3	2
1299	поэтому и	5	2
1300	широкое и	2	2
1301	своим особым	1	2
1302	так называемый	1	2
1303	всем остальным	1	2
1304	тела и	7	2
1305	с целым	1	2
1306	самый характер	1	2
1307	и силы	1	2
1308	как о	1	2
1309	построено на	1	2
1310	говорили о	1	2
1311	чтобы убедиться	1	2
