N	2gram	Bakhtin_Fr	UchenyiS
182	сказать что	12	1
183	как нам	1	1
184	и эта	5	1
185	в процессе	2	1
186	претензии на	1	1
187	его как	1	1
188	него не	1	1
189	но для	3	1
190	у сервантеса	5	1
191	то есть	71	1
192	и служит	1	1
193	и всей	1	1
194	выхода в	1	1
195	этот процесс	5	1
196	и др	32	1
197	не делает	1	1
198	или недооценка	1	1
199	и действительно	2	1
200	литературные произведения	1	1
201	того как	1	1
202	он знает	1	1
203	почти не	2	1
204	отсюда и	1	1
205	в таком	2	1
206	но прежде	3	1
207	и созданное	1	1
208	то и	1	1
209	него уже	1	1
210	этот и	1	1
211	она не	2	1
212	в произведении	1	1
213	в течение	3	1
214	но именно	4	1
215	до конца	4	1
216	творчество и	1	1
217	приобретает характер	2	1
218	относятся к	1	1
219	в своем	11	1
220	говорить не	1	1
221	с тем	1	1
222	в наиболее	2	1
223	в значительной	9	1
224	входит в	4	1
225	для себя	1	1
226	по теории	1	1
227	только как	1	1
228	тем в	1	1
229	что только	2	1
230	его на	2	1
231	одной стороны	2	1
232	именно к	1	1
233	относится к	4	1
234	он становится	1	1
235	мы имеем	1	1
236	но также	1	1
237	этой же	2	1
238	от утверждения	1	1
239	тому чтобы	1	1
240	искусства и	6	1
241	что по	2	1
242	не связанных	1	1
243	их в	3	1
244	же в	4	1
245	не для	2	1
246	он может	1	1
247	знает только	2	1
248	с самим	1	1
249	в ней	7	1
250	или даже	2	1
251	частности с	1	1
252	и так	2	1
253	отдельности и	1	1
254	и прежде	4	1
255	объясняется и	1	1
256	это значит	1	1
257	место и	1	1
258	он называет	2	1
259	литературы а	1	1
260	разрыв с	1	1
261	а это	1	1
262	в изобразительном	1	1
263	как особую	1	1
264	в этот	1	1
265	идет не	1	1
266	единства и	1	1
267	связанные с	2	1
268	значительной мере	3	1
269	не вполне	3	1
270	на то	2	1
271	он и	3	1
272	есть язык	1	1
273	строго говоря	1	1
274	в большей	8	1
275	значимость и	1	1
276	бы ни	2	1
277	только для	1	1
278	без этого	1	1
279	не входит	2	1
280	не столь	1	1
281	функции как	1	1
282	в которых	1	1
283	к этому	2	1
284	большей или	7	1
285	так и	16	1
286	о нем	4	1
287	что с	1	1
288	из которых	2	1
289	где бы	1	1
290	вся система	1	1
291	друг с	2	1
292	это в	5	1
293	ее в	2	1
294	в современном	1	1
295	о которой	1	1
296	и вся	2	1
297	в качестве	1	1
298	пишет в	1	1
299	до предела	1	1
300	в нем	16	1
301	именно этот	1	1
302	он не	3	1
303	быть тем	1	1
304	независимо от	1	1
305	литературных и	1	1
306	лучше и	1	1
307	все что	2	1
308	в кавычки	1	1
309	на его	4	1
310	по-разному и	1	1
311	есть ли	1	1
312	в известном	1	1
313	они находятся	1	1
314	одно из	7	1
315	что для	3	1
316	и это	3	1
317	с одной	2	1
318	с другом	2	1
319	и как-то	1	1
320	связаны и	1	1
321	он был	3	1
322	и всякого	1	1
323	в первую	1	1
324	на своем	1	1
325	за пределы	10	1
326	они в	2	1
327	что при	1	1
328	об этом	2	1
329	правда не	1	1
330	в виду	5	1
331	и искусства	4	1
332	широком смысле	1	1
333	эта позиция	1	1
334	в пределах	3	1
335	тот же	4	1
336	уже не	3	1
337	у других	2	1
338	о том	5	1
339	по его	3	1
340	далеко не	6	1
341	оно все	1	1
342	формы как	1	1
343	литературы как	1	1
344	того что	3	1
345	у него	2	1
346	в храме	1	1
347	он пытается	1	1
348	бы это	1	1
349	в котором	1	1
350	резких и	1	1
351	не существует	1	1
352	бы в	2	1
353	в виде	1	1
354	той же	1	1
355	приводит к	2	1
356	никогда не	11	1
357	заставляет автора	1	1
358	его эстетической	1	1
359	представлениями и	1	1
360	человека и	4	1
