N	2gram	Tiupa_Narr	Hudozhes
281	легкой руки	1	2
282	русской литературе	1	2
283	рассказ о	1	2
284	жизни а	2	2
285	и который	1	2
286	воображенного мира	1	2
287	судьбы а	1	2
288	о жизни	1	2
289	маска такого	2	2
290	в финале	1	2
291	оказывается уже	1	2
292	с ним	1	2
293	строго говоря	1	2
294	из которых	4	2
295	не как	2	2
296	в году	1	2
297	внутреннего слуха	2	2
298	одно из	2	2
299	не признает	1	2
300	по себе	5	2
301	вещами и	1	2
302	в них	1	2
303	оно не	2	2
304	этой точки	2	2
305	самом деле	2	2
306	может выступать	1	2
307	между которыми	1	2
308	речевого замысла	2	2
309	на мир	1	2
310	на свою	1	2
311	все эти	2	2
312	именно в	6	2
313	по мысли	3	2
314	воображаемого мира	1	2
315	или анекдота	3	2
316	рамках художественного	1	2
317	лично для	1	2
318	каждый такой	1	2
319	значительной степени	2	2
320	взаимодействия людей	1	2
321	и соответственно	2	2
322	с ними	1	2
323	в молчание	2	2
324	как в	7	2
325	коммуникативную стратегию	2	2
326	роль в	2	2
327	говоря и	1	2
328	бы не	2	2
329	жизни в	3	2
330	отличается от	4	2
331	адресата а	1	2
332	вокруг я	2	2
333	ему позиции	1	2
334	ни для	7	2
335	в известном	2	2
336	всей своей	2	2
337	которая не	1	2
338	жизни на	1	2
339	к другому	2	2
340	такого дискурса	1	2
341	своей жизни	1	2
342	о том	6	2
343	в аспекте	2	2
344	могут оказаться	1	2
345	не входит	1	2
346	мире это	1	2
347	при всем	2	2
348	при всей	4	2
349	свою очередь	3	2
350	это и	3	2
351	ними и	1	2
352	во внешнем	2	2
353	и конец	1	2
354	вытекает из	1	2
355	не могли	1	2
356	между собой	2	2
357	совершенно иной	2	2
358	к собственной	1	2
359	своей природе	1	2
360	совпадает с	1	2
361	высказывания и	3	2
362	но во	1	2
363	писал бахтин	1	2
364	времени в	2	2
365	не всегда	2	2
366	с.с аверинцева	2	2
367	причастной вненаходимости	1	2
368	новейшего времени	1	2
369	могло быть	1	2
370	между двумя	5	2
371	и больше	1	2
372	не могло	2	2
373	форма авторства	2	2
374	или иных	1	2
375	может служить	1	2
376	речь идет	4	2
377	художественной литературы	3	2
378	вслед за	4	2
379	узком значении	1	2
380	времени и	7	2
381	так же	2	2
382	и возможность	2	2
383	преодолеваемая даль	1	2
384	было и	1	2
385	автора с	1	2
386	креативного и	1	2
387	из перечисленных	1	2
388	об этом	1	2
389	в сказании	2	2
390	адресата в	2	2
391	известного рода	1	2
392	самостоятельный эпизод	1	2
393	имеем дело	2	2
394	может оказаться	2	2
395	бытийной компетенцией	1	2
396	всякий раз	1	2
397	ситуации рассказывания	2	2
398	который в	2	2
399	одна из	3	2
400	этого слова	2	2
401	до известной	1	2
402	здесь не	4	2
403	кому говорят	1	2
404	не все	5	2
405	с читателем	1	2
406	производящего текст	1	2
407	он и	1	2
408	поведение в	1	2
409	а.н веселовского	1	2
410	видения мира	1	2
411	в самой	1	2
412	только о	2	2
413	позицию внутренне	2	2
414	речи а	1	2
415	никогда не	3	2
416	и по	1	2
417	жизни но	2	2
418	начиная с	1	2
419	бы то	3	2
420	то в	6	2
421	или притчи	3	2
422	жанровая форма	1	2
423	присутствующего в	2	2
424	но на	1	2
425	этих двух	1	2
426	на воспринимающее	1	2
427	основе своей	4	2
428	стороны адресата	2	2
429	художественного высказывания	2	2
430	одной из	4	2
431	ни столь	2	2
432	опыта к	1	2
433	герое и	1	2
434	несмотря на	2	2
435	но от	2	2
436	ни было	3	2
437	своего другого	1	2
438	которого он	2	2
439	в литературе	2	2
440	что и	1	2
441	или иную	2	2
442	субъекта жизни	1	2
443	нового эпизода	1	2
444	героя тогда	1	2
445	что каждый	1	2
446	к жизни	1	2
447	таком случае	2	2
448	уже говорилось	1	2
449	слова не	1	2
450	у него	4	2
451	в дискурсе	1	2
452	возможность иного	2	2
453	коммуникативное событие	3	2
454	высказывания не	1	2
455	от всех	2	2
456	или в	2	2
457	и более	1	2
458	в организации	2	2
459	не от	2	2
460	текста не	1	2
461	одним из	2	2
462	он оказывается	1	2
463	по характеристике	4	2
464	или субъектом	2	2
465	даль и	1	2
466	в равной	1	2
467	в какой	2	2
468	участок текста	2	2
469	риторический предел	2	2
470	к сообщаемому	2	2
471	этического выбора	2	2
472	мира и	2	2
473	к своему	1	2
474	можно охарактеризовать	1	2
475	его текст	1	2
476	и сближение	1	2
477	анекдот не	2	2
478	в чем	1	2
479	делает его	1	2
480	биографического дискурса	2	2
481	жизни то	1	2
482	вовсе не	1	2
483	такова например	1	2
484	встречаются в	1	2
485	тем более	2	2
486	жанровой традиции	1	2
487	и рецептивного	1	2
488	проявляет себя	1	2
489	и потому	2	2
490	речевой маски	2	2
491	о себе	1	2
492	но как	2	2
493	системы эпизодов	1	2
494	данном контексте	1	2
495	а с	3	2
496	на этом	1	2
497	данный момент	1	2
498	классического реализма	1	2
499	единое целое	1	2
500	в анекдоте	2	2
501	человеческого бытия	1	2
502	хоровое слово	1	2
503	текста так	1	2
504	позволяет говорить	1	2
505	ту или	2	2
506	с легкой	1	2
507	м.м бахтин	2	2
508	то ни	3	2
509	коммуникативным событием	2	2
510	дело не	1	2
511	в случае	7	2
512	в значительной	2	2
513	быть и	1	2
514	и может	1	2
515	и существенно	1	2
516	мире на	1	2
517	но она	1	2
518	коммуникативной стратегии	3	2
519	не с	3	2
520	свою жизнь	1	2
521	референтная компетенция	3	2
522	коммуникативной природе	1	2
523	нового времени	2	2
524	уготованной ему	1	2
525	коммуникативный статус	2	2
526	это может	1	2
527	с человеком	2	2
528	всей его	2	2
529	собственно говоря	1	2
530	равной степени	1	2
531	жизнь личности	1	2
532	идет о	2	2
533	жизни однако	1	2
534	в этой	5	2
535	числе и	4	2
536	человеческих отношений	1	2
537	облекается в	1	2
538	является своего	1	2
539	известном смысле	2	2
540	для обозначения	1	2
541	такого знания	1	2
542	и рецептивная	3	2
543	для такого	1	2
544	и др	2	2
545	о его	1	2
546	материала в	1	2
547	к чужому	1	2
548	то чему	1	2
549	с чем	2	2
550	вненаходимости бахтин	1	2
551	столь же	3	2
552	сказания это	2	2
553	слово сказания	1	2
554	включает в	2	2
555	автора как	1	2
556	в данный	1	2
557	тех или	1	2
558	отнюдь не	5	2
559	события в	2	2
560	его речевой	1	2
561	ни был	1	2
562	статус знания	2	2
563	такая возможность	1	2
564	индивидуального речевого	2	2
565	в пространстве	4	2
566	мира в	5	2
567	или напротив	4	2
568	мира с	1	2
569	сыне это	1	1
570	смысле домонологично	1	1
571	в особенности	4	1
572	и поучаемого	1	1
573	этом остается	1	1
574	субъекты этического	1	1
575	с которыми	1	1
576	почву для	1	1
577	проектировать свою	1	1
578	не выбирают	1	1
579	является сюжетообразующим	1	1
580	от жанра	1	1
581	авторства субъекту	1	1
582	наконец наиболее	1	1
583	иной форме	1	1
584	с содержанием	1	1
585	и способность	1	1
586	от него	1	1
587	соотносимых с	1	1
588	коммуникативная характеристика	1	1
589	однако и	1	1
590	поэтикой и	1	1
591	до которого	2	1
592	на границах	1	1
593	искусство заинтересовывать	1	1
594	жизни героя	1	1
595	актуализирует в	1	1
596	размежеванию с	1	1
597	как формулирует	1	1
598	диалогической ситуации	1	1
599	наизнанку глупость	1	1
600	повествуемой ситуации	1	1
601	жизненного поведения	1	1
602	в коммуникативной	1	1
603	знанием верификация	1	1
604	выводится в	1	1
605	столь раннего	1	1
606	воля рекоша	1	1
607	репродуцирование сообщенный	1	1
608	слову чего	1	1
609	полноценного авторства	1	1
610	ночь и	1	1
611	практике может	1	1
612	попросту чудаковатое	1	1
613	как духовного	1	1
614	сообщаемому характерно	1	1
615	случайностная релятивистская	1	1
616	формах внутренней	1	1
617	жизнь глазами	1	1
618	и раскованной	1	1
619	компетенции для	1	1
620	и здесь	1	1
621	смысла смысл	1	1
622	организующего учительный	1	1
623	изложение собственного	1	1
624	разные формы	1	1
625	миропорядка жизнь	1	1
626	для рассказчика	1	1
627	иным рассказчиком	1	1
628	уже столь	1	1
629	одним словом	1	1
630	всегда имеется	1	1
631	напротив предполагает	1	1
632	ткань текста	1	1
633	герой жизнеописания	1	1
634	данной сферы	1	1
635	чужой жизненной	1	1
636	а все-таки	1	1
637	целью и	1	1
638	как прямая	1	1
639	манифестации особого	1	1
640	ценностное уплотнение	1	1
641	позиции читателя	1	1
642	слушателя к	1	1
643	практически не	1	1
644	ответственность свободного	1	1
645	рок и	1	1
646	позицию опираясь	1	1
647	нудительной серьезности	1	1
648	легкую безответственную	1	1
649	собственной ситуации	1	1
650	случае жизнеописания	1	1
651	бы непосредственного	1	1
652	ценностной позиции	1	1
653	если в	3	1
654	в хх	1	1
655	слушателей с	1	1
656	но обязательно	1	1
657	предел сказания	1	1
658	рецептивная компетенция	1	1
659	курьезная риторика	1	1
660	знания даже	1	1
661	поэтому повторное	1	1
662	этой жанровой	1	1
663	ситуативного диалогизированного	1	1
664	которая в	2	1
665	совершенно иными	1	1
666	через посредство	1	1
667	и картины	1	1
668	с формой	1	1
669	риторика сказания	2	1
670	того кому	1	1
671	эпизоде в	1	1
672	и недостоверностью	1	1
673	зачинателя этой	1	1
674	смыслополагания между	1	1
675	тех кто	1	1
676	исторического бытия	1	1
677	поучающего и	1	1
678	существенным образом	2	1
679	была разработана	1	1
680	дискурсе речевой	1	1
681	дела другим	1	1
682	живет в	1	1
683	не знают	1	1
684	некоторой необходимости	1	1
685	необходимая коммуникативная	1	1
686	на ее	1	1
687	формы скрытой	1	1
688	в литературной	1	1
689	героя в	8	1
690	голоса зримого	1	1
691	однако оно	1	1
692	с собственным	1	1
693	граница между	1	1
694	где демонстрируется	1	1
695	первую очередь	1	1
696	межличностной соотносительности	1	1
697	знакомство слушателей	1	1
698	самобытно но	1	1
699	преодолевая их	1	1
700	явлений группирующихся	1	1
701	дело с	2	1
702	дискурс вовлекает	1	1
703	образа и	1	1
704	повторное выслушивание	1	1
705	ибо предметно-тематическое	1	1
706	можно назвать	1	1
707	отношение слушателя	1	1
708	диалогической анекдот	1	1
709	не всякий	1	1
710	однозначности и	1	1
711	это игра	1	1
712	соответствовало бы	1	1
713	которое гегель	1	1
714	хулы плача	1	1
715	или а	1	1
716	беседы автора	1	1
717	предначертанность судьбы	1	1
718	означала бы	1	1
719	своем составе	1	1
720	дозволенное посрамление	1	1
721	представляют собой	2	1
722	требует анекдот	1	1
723	что это	3	1
724	следует иметь	1	1
725	содержит в	1	1
726	от нас	1	1
727	рассказывается анекдот	1	1
728	некоторую коммуникативную	1	1
729	события на	1	1
730	слова манифестирующего	1	1
731	неофициальной жизни	1	1
732	к ценностной	1	1
733	по выражению	2	1
734	притче была	1	1
735	или вяземским	1	1
736	которой в	1	1
737	в сущности	3	1
738	повествованием творится	1	1
739	неким ибо	1	1
740	субъект дискурсии	1	1
741	замысла поэтому	1	1
742	предстают перед	1	1
743	не требует	1	1
744	кощунственное вырастающая	1	1
745	какой бы	1	1
746	по слову	1	1
747	основана жанровая	1	1
748	говорит о	2	1
749	те же	4	1
750	времени когда	1	1
751	столь свободным	1	1
752	для восприятия	1	1
753	слушатель читатель	1	1
754	в область	2	1
755	активность адресата	1	1
756	с не	1	1
757	двоякий жизненный	1	1
758	но собственно	1	1
759	один голос	2	1
760	активного приятия	1	1
761	с собачкой	1	1
762	как объекты	1	1
763	биографического и	1	1
764	излагаемой жизни	1	1
765	иной преемственно	1	1
766	хвале хуле	1	1
767	одному из	1	1
768	чьей-то биографии	1	1
769	формой авторства	1	1
770	есть принадлежат	1	1
771	притчи лично	1	1
772	плачу и	1	1
773	не претендуют	1	1
774	стабильно дифференцированном	1	1
775	самобытного смысла	1	1
776	схемы и	1	1
777	слушающим принципиальная	1	1
778	быть художественно	1	1
779	к реальному	1	1
780	словно в	1	1
781	изобразителя жизни	1	1
782	и делает	1	1
783	в результате	2	1
784	анекдота обычно	1	1
785	анекдота не	1	1
786	достоверному и	1	1
787	должен не	1	1
788	оно стремится	1	1
789	героя о	1	1
790	эта позиция	1	1
791	бытуют как	1	1
792	знаменует не	1	1
793	быть может	2	1
794	бахтина облекается	1	1
795	первоначально предполагает	1	1
796	содержанию анекдота	1	1
797	до последнего	1	1
798	не бывает	1	1
799	напротив дискредитирующе	1	1
800	неожиданное маловероятное	1	1
801	только вымышленные	1	1
802	позиции в	1	1
803	иллюстрировалась общая	1	1
804	и осмысленного	1	1
805	где образ	1	1
806	не могут	1	1
807	жанра высказывания	1	1
808	интонациями он	1	1
809	романного слова	1	1
810	вымышленные но	1	1
811	заинтересовывать судьбой	1	1
812	о происшествиях	1	1
813	со всеми	1	1
814	общества фиксировавшиеся	1	1
815	принципе могут	1	1
816	как было	3	1
817	должен был	1	1
818	различного жизненного	1	1
819	быть так	1	1
820	сферу исторического	1	1
821	сознаний в	1	1
822	передаваемость из	1	1
823	реализуют в	1	1
824	фатальный рок	1	1
825	и даже	3	1
826	в исконном	1	1
827	если не	4	1
828	биографический дискурс	1	1
829	он уже	2	1
830	ориентировано на	1	1
831	автономного смысла	1	1
832	все то	2	1
833	на свой	2	1
834	которых и	2	1
835	надлежит уметь	1	1
836	от одного	2	1
837	в собственном	2	1
838	анекдотической стратегией	1	1
839	того требует	1	1
840	а во-вторых	1	1
841	истины соответственно	1	1
842	предлагая адресату	1	1
843	также может	1	1
844	масштабов и	1	1
845	компетенция взаимопонимания	1	1
846	речи хотя	1	1
847	можно припоминая	1	1
848	парадоксальное сочетание	1	1
849	личностно окрашено	1	1
850	двух сыновей	1	1
851	произведения в	1	1
852	обязательно курьезное	1	1
853	подлинная жизнь	1	1
854	слово судьба	1	1
855	тексте но	1	1
856	литературе героический	1	1
857	ученичества как	1	1
858	субъекты смыслополагания	1	1
859	в придании	1	1
860	и соотношений	1	1
861	внутренне карнавального	1	1
862	окажется неадекватным	1	1
863	содержанием анекдота	1	1
864	мысль о	1	1
865	как об	1	1
866	роману человек	1	1
867	романа неканонического	1	1
868	редуцированы ср	1	1
869	предполагает хоровой	1	1
870	суть равнодостойные	1	1
871	компетенция анекдота	2	1
872	в различные	1	1
873	конвенции определяющие	1	1
874	человеческому существованию	1	1
875	тексте а	1	1
876	пришел увидел	1	1
877	сознания однако	1	1
878	житиям святых	1	1
879	новелла первоначально	1	1
880	рассказывания а	2	1
881	тем что	3	1
882	в коммуникацию	1	1
883	от всего	1	1
884	это императивная	1	1
885	убеждения организующего	1	1
886	характеризуется также	1	1
887	и оцененном	1	1
888	концепты героя	1	1
889	позиции организующей	1	1
890	нем определенные	1	1
891	обращается к	1	1
892	живого голоса	1	1
893	наделенного репродуктивной	1	1
894	лексики например	1	1
895	жанра стратегически	1	1
896	характеризующийся единством	1	1
897	непредсказуемое стечение	1	1
898	целой системы	1	1
899	развертывающейся жизни	1	1
900	мире поведение	1	1
901	занять этой	1	1
902	и соответствующую	1	1
903	полнотой референтная	1	1
904	принадлежат к	1	1
905	том или	2	1
906	мира это	1	1
907	маловероятное беспрецедентное	1	1
908	их поступки	1	1
909	однако диалогизм	1	1
910	литературных жанров	1	1
911	чужому слову	1	1
912	текста да	1	1
913	для своей	2	1
914	недостоверностью отвергает	1	1
915	центральным персонажем	1	1
916	их предлагая	1	1
917	т.п всякое	1	1
918	мастерства рассказчика	1	1
919	самому герою	1	1
920	как быть	1	1
921	самоотмежевание адресата	1	1
922	отграниченная система	1	1
923	переходя к	1	1
924	самих событий	1	1
925	принципиальная для	1	1
926	нередко встречаются	1	1
927	ролевого обезличенного	1	1
928	более романного	1	1
929	определенные задания	1	1
930	зрения или	2	1
931	к самому	2	1
932	рассматриваемых типов	1	1
933	в соответствии	1	1
934	что по	2	1
935	повеленья сказание	1	1
936	у читателя	1	1
937	литературные жанры	3	1
938	через героя	1	1
939	блудном сыне	1	1
940	фиксировавшиеся пушкиным	1	1
941	опыт запечатлеваемый	1	1
942	ничто в	1	1
943	архаичному состоянию	1	1
944	данную коммуникативную	1	1
945	событием поэтому	1	1
946	него концепты	1	1
947	жанр представляет	1	1
948	или попросту	1	1
949	оно объединяет	1	1
950	тому назад	1	1
951	анекдота уже	1	1
952	все же	7	1
953	отклонений от	1	1
954	притчевая дискурсия	1	1
955	монолог в	1	1
956	несовместимом с	1	1
957	позиции учителя	1	1
958	смерти героя	1	1
959	притчей напротив	1	1
960	поводу этой	1	1
961	к реализации	1	1
962	манифестирующего двоякий	1	1
963	или острота	1	1
964	компетенцией анекдотического	1	1
965	без ее	1	1
966	это требует	1	1
967	не такое	1	1
968	героев бытийная	1	1
969	или ином	2	1
970	не имеет	2	1
971	императивная картина	1	1
972	притчи человеческая	1	1
973	смертью в	1	1
974	эпос усматривает	1	1
975	всегда имплицитно	1	1
976	парадигмы где	1	1
977	да и	4	1
978	ситуации произнесения	1	1
979	с максимальной	1	1
980	жизни повествователя	1	1
981	столь легкую	1	1
982	включая разные	1	1
983	у истоков	1	1
984	обращения к	1	1
985	в историческом	1	1
986	обстоятельств столкновение	1	1
987	о котором	1	1
988	внутренне подражательного	1	1
989	сказание давшее	1	1
990	с героем	1	1
991	к категории	1	1
992	быть определена	1	1
993	в это	1	1
994	безответственную передаваемость	1	1
995	фактический слушатель	1	1
996	в следующей	1	1
997	пассивным как	1	1
998	иной позицией	1	1
999	друг от	1	1
1000	жизни принципиальным	1	1
1001	которого останется	1	1
1002	их внутреннюю	2	1
1003	и отсутствие	1	1
1004	лиц слово	1	1
1005	эпизодов в	2	1
1006	требует риторики	1	1
1007	сообщенный в	1	1
1008	именовал веком	1	1
1009	раз ответственность	1	1
1010	эта возможность	1	1
1011	сказание постулирует	1	1
1012	индивидуальной жизненной	1	1
1013	его вступление	1	1
1014	собственно и	1	1
1015	внеязыковое и	1	1
1016	знания аналогичному	1	1
1017	диалогизированного слова	1	1
1018	постоянно переходит	1	1
1019	ответную реакцию	1	1
1020	природе суть	1	1
1021	передачи этого	2	1
1022	персонажа то	2	1
1023	общий знаменатель	1	1
1024	и адресат	1	1
1025	на индивидуальный	1	1
1026	случайности полноценная	1	1
1027	реальному человеческому	1	1
1028	на первый	2	1
1029	и примеряя	1	1
1030	внутренняя активность	1	1
1031	говорящего состоит	1	1
1032	по крайней	1	1
1033	вникания в	2	1
1034	суть референтная	1	1
1035	притчи это	1	1
1036	или преступается	1	1
1037	обратное влияние	1	1
1038	перед нами	4	1
1039	своей необыкновенностью	1	1
1040	всем его	1	1
1041	жизненную позицию	2	1
1042	карнавальной непредвиденностью	1	1
1043	литературы анекдот	1	1
1044	после его	1	1
1045	анекдотическим повествованием	1	1
1046	глядела на	2	1
1047	своему герою	1	1
1048	всеобщей межличностной	1	1
1049	в своего	1	1
1050	веком героев	1	1
1051	жизненного выбора	1	1
1052	дифференцированном и	1	1
1053	свое время	1	1
1054	ориентация на	1	1
1055	в стилевых	1	1
1056	компетенция биографического	1	1
1057	первый взгляд	2	1
1058	общения объединяющая	1	1
1059	ситуации притчи	1	1
1060	это фатально	1	1
1061	мир как	1	1
1062	всякую фатальную	1	1
1063	что сообщаемое	1	1
1064	лишь одну	1	1
1065	историческое становление	1	1
1066	с восприятием	1	1
1067	как феномена	1	1
1068	творится окказиональная	1	1
1069	своей карнавальной	1	1
1070	или причастной	1	1
1071	равнодостойные субъекты	1	1
1072	во-вторых извлечения	1	1
1073	притчу то	1	1
1074	в просторную	1	1
1075	ситуацию разрушает	1	1
1076	дискредитирующе глупое	1	1
1077	казусная картина	1	1
1078	морализаторскую премудрость	1	1
1079	занимательное неожиданное	1	1
1080	значения чьей-то	1	1
1081	и романного	1	1
1082	центрального героя	1	1
1083	все и	1	1
1084	или хулы	1	1
1085	исходя из	2	1
1086	ставят перед	1	1
1087	и предполагает	1	1
1088	со смертью	2	1
1089	ли я	1	1
1090	в первую	1	1
1091	анекдота напротив	1	1
1092	европейского романа	1	1
1093	лица по	1	1
1094	двух соседних	1	1
1095	не существует	3	1
1096	шире и	1	1
1097	дискурсии обладает	1	1
1098	смысла уже	1	1
1099	интонации доверительной	1	1
1100	истории не	1	1
1101	проективной компетентностью	1	1
1102	разъединяет участников	1	1
1103	всегда эксплицированного	1	1
1104	в котором	1	1
1105	к иллюзии	1	1
1106	понимание излагаемой	1	1
1107	раскованной беседы	1	1
1108	высказывания >	1	1
1109	зависит от	2	1
1110	вследствие которого	1	1
1111	рецептивного сознаний	1	1
1112	и невымышленные	1	1
1113	обладать собственным	1	1
1114	в действительности	1	1
1115	необходимости ни	1	1
1116	ни анекдот	1	1
1117	и пр	1	1
1118	стратегией морализме	1	1
1119	жизненным опытом	1	1
1120	языка и	2	1
1121	судьбой отдельных	1	1
1122	называемого чувства	1	1
1123	в любом	2	1
1124	образом ориентировано	1	1
1125	иной жизни	1	1
1126	стержнем целой	1	1
1127	это мир	1	1
1128	протороманного коммуникативного	1	1
1129	биографической личности	1	1
1130	бытийные компетенции	1	1
1131	учительный дискурс	1	1
1132	выступая здесь	1	1
1133	представляется не	1	1
1134	жизненного опыта	1	1
1135	хвалы или	1	1
1136	восходит к	3	1
1137	лишь одним	1	1
1138	полноценная биография	1	1
1139	совершенно особое	1	1
1140	определяется востребованной	1	1
1141	типической ситуации	1	1
1142	несобственно-прямая речь	2	1
1143	апофегма до	1	1
1144	инициативной игры	1	1
1145	составляет преломляющая	1	1
1146	писал он	2	1
1147	данному дискурсу	1	1
1148	анекдот недостоверное	1	1
1149	исполнитель передаваемого	1	1
1150	ю.м лотман	1	1
1151	мира как	1	1
1152	предполагается ни	1	1
1153	устремленный от	1	1
1154	для полноценного	1	1
1155	деятельности персонажа	1	1
1156	риторика ролевого	1	1
1157	и реализатором	1	1
1158	впервые освоена	1	1
1159	системе эпизодов	1	1
1160	и сомнению	1	1
1161	некоторого рода	2	1
1162	то и	1	1
1163	между вещами	1	1
1164	она названа	1	1
1165	жизненный опыт	1	1
1166	отсюда существенная	1	1
1167	участников коммуникативного	1	1
1168	перечисленных статусов	1	1
