N	2gram	Bakhtin_Fr	Poddanst
101	для них	1	2
102	где в	1	2
103	и есть	5	2
104	стороны и	2	2
105	в виде	2	2
106	в них	19	2
107	и мучеников	2	2
108	не было	7	2
109	г и	2	2
110	и с	15	2
111	из важнейших	2	2
112	в начале	5	2
113	как на	3	2
114	в общем	2	2
115	полной мере	1	2
116	главным образом	3	2
117	потому в	1	2
118	именно в	5	2
119	значительной мере	1	2
120	должно быть	1	2
121	в жизни	1	2
122	отношения к	2	2
123	друг другу	1	2
124	во всей	3	2
125	есть нечто	1	2
126	одна из	3	2
127	между прочим	1	2
128	в мире	6	2
129	например в	2	2
130	не менее	2	2
131	в ряду	1	2
132	думать что	2	2
133	отнюдь не	1	2
134	с с	1	2
135	со стороны	2	2
136	да и	2	2
137	точек зрения	1	2
138	в эту	7	2
139	культуры в	3	2
140	из них	8	2
141	но к	1	2
142	есть не	1	2
143	есть в	1	2
144	что из	2	2
145	переход от	2	2
146	не к	2	2
147	в xix	3	2
148	что было	3	1
149	к сожалению	1	1
150	и государства	1	1
151	были бы	1	1
152	с формами	1	1
153	нет ничего	1	1
154	как к	1	1
155	во всяком	2	1
156	вполне и	1	1
157	к истине	1	1
158	ни к	1	1
159	был и	1	1
160	собственном смысле	1	1
161	выходцы с	1	1
162	и то	2	1
163	государство и	1	1
164	эту эпоху	2	1
165	но как	5	1
166	бы и	1	1
167	чтобы это	1	1
168	и эти	1	1
169	мы видим	9	1
170	в данном	5	1
171	только к	1	1
172	с его	6	1
173	мира они	2	1
174	за то	2	1
175	к формам	1	1
176	что оно	1	1
177	и более	2	1
178	как наследие	1	1
179	исключительно и	1	1
180	те же	6	1
181	вместе с	4	1
182	и здесь	5	1
183	определенных и	1	1
184	основная задача	1	1
185	бы за	2	1
186	и на	16	1
187	отличие от	3	1
188	традиции в	1	1
189	в самом	6	1
190	и очень	2	1
191	они не	4	1
192	среды в	1	1
193	них в	2	1
194	это в	4	1
195	только что	1	1
196	такова же	1	1
197	момента но	1	1
198	мысль и	1	1
199	получили в	1	1
200	с двух	1	1
201	к этой	3	1
202	переходит в	1	1
203	в основном	7	1
204	с и	1	1
205	что каждая	2	1
206	и который	1	1
207	прямо на	2	1
208	уже в	4	1
209	для мировоззрения	1	1
210	более или	1	1
211	применении к	1	1
212	ними как	1	1
213	в творчестве	5	1
214	связана с	4	1
215	того чтобы	6	1
216	более широкой	1	1
217	мы знаем	3	1
218	власть и	3	1
219	она всегда	1	1
220	по всему	2	1
221	в применении	1	1
222	на основе	3	1
223	новую и	2	1
224	представляет собой	1	1
225	в отдельности	1	1
226	как известно	3	1
227	отрыве от	1	1
228	из всех	4	1
229	формы в	1	1
230	во многих	1	1
231	что это	4	1
232	не более	1	1
233	к первой	2	1
234	конечно и	3	1
235	одно и	1	1
236	знаем и	1	1
237	подчеркнуть что	1	1
238	иерархии и	1	1
239	в последующие	4	1
240	которой в	1	1
241	вот как	4	1
242	есть как	1	1
243	не были	3	1
244	и уже	1	1
245	мысли и	2	1
246	в формах	1	1
247	и образы	3	1
248	какой бы	2	1
249	из этих	2	1
250	жить и	1	1
251	в преодолении	1	1
252	связанные с	4	1
253	именно на	1	1
254	не как	1	1
255	и другие	4	1
256	что дело	1	1
257	а затем	2	1
258	и вся	1	1
259	что уже	2	1
260	мы все	1	1
261	и народной	2	1
262	только на	4	1
263	где он	2	1
264	лиц и	3	1
265	и этим	1	1
266	не с	1	1
267	обе эти	1	1
268	что эта	2	1
269	например с	1	1
270	в других	4	1
271	и при	2	1
272	и что	2	1
273	науки и	1	1
274	в различных	2	1
275	не могла	1	1
276	связь между	3	1
277	ибо то	1	1
278	что и	3	1
279	к смерти	1	1
280	в трех	1	1
281	есть с	1	1
282	некоторые же	1	1
283	другой стороны	5	1
284	с того	2	1
285	еще в	4	1
286	но чтобы	1	1
287	к жизни	2	1
288	как явление	1	1
289	весь мир	4	1
290	есть несколько	1	1
291	далеко не	3	1
292	только то	2	1
293	в современной	1	1
294	сознание исторической	1	1
295	в этих	8	1
296	них и	2	1
297	что все	2	1
298	в истории	5	1
299	основном и	2	1
300	в историческом	2	1
301	как по	2	1
302	так же	3	1
303	также и	6	1
304	как она	2	1
305	его в	7	1
306	это имеет	1	1
307	в церковь	1	1
308	знаем что	1	1
309	над ним	1	1
310	совершенно новое	1	1
311	вопрос об	1	1
312	каждый из	2	1
313	литературы и	1	1
314	в большинстве	3	1
315	который не	1	1
316	все же	6	1
317	при виде	1	1
318	эти сроки	1	1
319	времени с	2	1
320	и притом	1	1
321	и некоторых	1	1
322	этого процесса	1	1
323	в настоящее	2	1
324	на церковь	1	1
325	парижа и	2	1
326	но на	1	1
327	чрезвычайно существенным	1	1
328	в результате	1	1
329	в которой	6	1
330	в прошлом	2	1
331	различных формах	1	1
332	в отрыве	1	1
333	в этой	15	1
334	числе и	3	1
335	в наших	2	1
336	к ним	1	1
337	прежде чем	2	1
338	именно здесь	1	1
339	и еще	3	1
340	и техники	1	1
341	прошлого не	1	1
342	проводили его	1	1
343	в отличие	3	1
344	и где	1	1
345	по преимуществу	3	1
346	и эпохи	1	1
347	на нее	1	1
348	себя в	2	1
349	само по	1	1
350	существенно и	1	1
351	настоящее время	2	1
352	же как	1	1
353	можно судить	1	1
354	культуры и	7	1
355	что не	1	1
356	в эпоху	18	1
357	тем же	2	1
358	но для	1	1
359	весь он	1	1
360	государства и	1	1
361	судить по	1	1
362	церковь и	2	1
363	возможно что	1	1
364	под его	1	1
365	если он	1	1
366	тогда когда	1	1
367	характер этого	4	1
368	в живом	1	1
369	эти явления	2	1
370	века но	2	1
371	как и	17	1
372	определяется как	1	1
373	с которым	1	1
374	входят в	1	1
375	во времена	1	1
376	также в	2	1
377	или иной	2	1
378	в собственном	1	1
379	того света	2	1
380	к миру	1	1
381	и именно	1	1
382	начала в	1	1
383	для каждого	1	1
384	притом в	1	1
385	большинстве случаев	3	1
386	в сборнике	1	1
387	одновременно и	3	1
388	все еще	1	1
389	стремление к	1	1
390	на то	1	1
391	они как	1	1
392	на фоне	1	1
393	скота и	1	1
394	мира который	1	1
395	и по	4	1
396	и я	1	1
397	это значение	2	1
398	были в	2	1
399	там где	6	1
400	в эти	2	1
401	тех пор	1	1
402	и жизнь	1	1
403	века в	3	1
404	что во	1	1
405	и только	1	1
406	казалось бы	1	1
407	всяком случае	2	1
408	в свете	3	1
409	нисколько не	1	1
410	о котором	2	1
411	бы мы	1	1
412	сравнению с	2	1
413	эти последние	1	1
414	в условиях	3	1
415	друг друга	2	1
416	в себя	2	1
417	приобщается к	1	1
418	в это	2	1
419	для этого	3	1
420	с ее	1	1
421	в известном	1	1
422	гораздо более	1	1
423	он был	5	1
424	формах и	1	1
425	не имеет	1	1
426	xviii и	1	1
427	есть и	4	1
428	историю в	1	1
429	и особенно	2	1
430	одно из	3	1
431	или менее	1	1
432	и ее	3	1
433	в которые	1	1
434	это область	1	1
435	особенно в	6	1
436	будущее в	1	1
437	было с	1	1
438	в развитии	2	1
439	которая и	1	1
440	к более	1	1
441	связаны с	6	1
442	широко и	1	1
443	в темном	1	1
444	из этой	3	1
445	xviii века	6	1
446	никогда не	2	1
447	еще не	3	1
