N	2gram	Bakhtin_Pr	Poddanst
446	говорить об	2	1
447	все еще	2	1
448	на обсуждение	1	1
449	иной раз	1	1
450	именно потому	3	1
451	дело идет	12	1
452	бы эти	1	1
453	русского капитализма	2	1
454	современности в	1	1
455	которые были	3	1
456	и по	4	1
457	к следующему	1	1
458	и твердым	1	1
459	личности не	1	1
460	там где	12	1
461	и жизнь	1	1
462	он живет	2	1
463	и только	2	1
464	что именно	2	1
465	к предмету	1	1
466	друг с	4	1
467	как одна	1	1
468	напряженный и	1	1
469	прошлое настоящее	1	1
470	казалось бы	1	1
471	всяком случае	3	1
472	в иной	1	1
473	в свете	4	1
474	нисколько не	2	1
475	о котором	1	1
476	не все	2	1
477	сравнению с	2	1
478	в глубины	1	1
479	в условиях	4	1
480	друг друга	10	1
481	голодной смерти	1	1
482	современности и	1	1
483	в себя	3	1
484	многие из	1	1
485	распадается на	1	1
486	над отдельными	2	1
487	в статьях	3	1
488	без которой	1	1
489	для этого	4	1
490	с ее	5	1
491	противоречии с	1	1
492	сочетаются с	1	1
493	в известном	1	1
494	тот мир	1	1
495	с другом	4	1
496	и чем	1	1
497	во времени	4	1
498	гораздо более	1	1
499	не надобно	2	1
500	не внешнее	1	1
501	культурной традиции	2	1
502	не имеет	2	1
503	есть и	2	1
504	однако же	2	1
505	и особенно	2	1
506	смысл этого	1	1
507	одно из	2	1
508	или менее	1	1
509	проблема эта	1	1
510	и ее	5	1
511	слова о	1	1
512	в бытии	1	1
513	сущности не	1	1
514	в развитии	1	1
515	которая и	1	1
516	и среди	1	1
517	к более	2	1
518	бы это	1	1
519	гоголь и	1	1
520	в душе	1	1
521	и быть	1	1
522	xviii века	1	1
523	никогда не	19	1
524	соприкасается с	1	1
525	еще не	11	1
526	люди и	1	1
527	рождается и	1	1
528	она касается	1	1
