N	2gram	Vygotskiy_	Komedia
232	и тем	10	6
233	не приходится	1	6
234	могут быть	7	6
235	в силу	21	6
236	всего в	2	6
237	мы встречаем	2	6
238	с и	1	6
239	на ее	2	6
240	в сущности	16	6
241	в другой	4	6
242	никто не	2	6
243	в середине	2	6
244	а не	7	6
245	в отличие	4	6
246	нет и	4	6
247	в и	1	6
248	главным образом	1	6
249	в области	5	6
250	тем не	4	6
251	на вопрос	6	6
252	том числе	2	6
253	здесь в	2	6
254	или в	2	6
255	что к	1	6
256	в какой	6	6
257	и как	7	6
258	на то	5	6
259	это было	2	6
260	человека в	1	6
261	до тех	1	6
262	во второй	5	6
263	когда он	2	6
264	а по	4	6
265	на это	1	6
266	как будто	1	6
267	не удалось	1	6
268	больше того	1	6
269	для всех	2	5
270	из всех	5	5
271	в изображении	1	5
272	в первом	6	5
273	из двух	3	5
274	за ним	3	5
275	именно в	9	5
276	его на	1	5
277	что по	2	5
278	в это	1	5
279	в действительности	3	5
280	с помощью	18	5
281	любви к	1	5
282	к ним	1	5
283	сказать что	18	5
284	все время	3	5
285	который в	1	5
286	от них	1	5
287	тем же	8	5
288	никогда не	7	5
289	представить себе	5	5
290	и мы	1	5
291	в ее	7	5
292	чем в	5	5
293	но он	3	5
294	одним из	3	5
295	также в	1	5
296	между собой	15	5
297	что их	2	5
298	в каждом	3	5
299	действия в	1	5
300	в развитии	27	5
301	не могла	2	5
302	друг другу	5	5
303	даже если	2	5
304	в первой	3	5
305	и от	6	5
306	в ответ	3	5
307	от нее	3	5
308	не так	1	5
309	представление о	8	5
310	известно что	3	5
311	что это	7	5
312	вывод что	2	5
313	из того	7	5
314	за пределы	2	5
315	приводит к	10	5
316	том как	2	5
317	признать что	2	5
318	конечно не	2	5
319	у меня	1	5
320	и теперь	1	5
321	в обоих	1	5
322	же самое	12	5
323	той же	13	5
324	что я	1	5
325	в сознании	11	5
326	этом отношении	7	5
327	и после	1	5
328	это не	6	5
329	мы имеем	3	5
330	он и	1	5
331	по существу	2	5
332	и без	2	5
333	к своему	1	5
334	и я	1	5
335	раз в	4	5
336	речи о	4	5
337	от того	6	5
338	в период	2	5
339	для этого	4	5
340	что на	5	5
341	в той	7	4
342	каждой из	5	4
343	в пользу	6	4
344	нас в	4	4
345	чтобы в	1	4
346	из самых	1	4
347	например в	5	4
348	видно из	2	4
349	правда в	1	4
350	их в	2	4
351	обоих случаях	1	4
352	из других	1	4
353	должна была	1	4
354	в отсутствие	1	4
355	перед ним	1	4
356	самом начале	5	4
357	с большим	2	4
358	одна из	2	4
359	с ребенком	1	4
360	к этим	1	4
361	от ее	3	4
362	ближе к	2	4
363	все его	1	4
364	том чтобы	1	4
365	и столь	3	4
366	к их	1	4
367	в состоянии	4	4
368	к которому	3	4
369	аналогии с	1	4
370	одно из	6	4
371	это слово	1	4
372	там и	1	4
373	прежде чем	3	4
374	как его	1	4
375	силу этого	2	4
376	я не	3	4
377	между ними	8	4
378	же как	14	4
379	в себя	4	4
380	выражение в	6	4
381	для ее	1	4
382	именно потому	1	4
383	и речи	19	4
384	здесь мы	2	4
385	что эта	7	4
386	один раз	4	4
387	по своей	12	4
388	как известно	6	4
389	с которым	1	4
390	образом в	5	4
391	из этого	4	4
392	к сожалению	1	4
393	как теперь	1	4
394	которые он	2	4
395	одновременно с	1	4
396	стороны и	6	4
397	бы не	1	4
398	сравнению с	21	4
399	что мы	14	4
400	то и	5	4
401	наконец в	3	4
402	по сравнению	23	4
403	что же	3	4
404	и там	3	4
405	же ты	1	4
406	в более	1	4
407	ничем не	1	4
408	этой области	2	4
409	хотя в	1	4
410	что с	7	4
411	с достаточной	1	4
412	и другие	1	4
413	видеть в	1	4
414	у нас	3	4
415	чем же	1	4
416	все равно	2	4
417	с их	2	4
418	времени и	1	4
419	что ему	3	4
420	за его	1	4
421	такой же	4	4
422	мог бы	6	4
423	обстоит дело	2	4
424	и их	7	4
425	в пределах	3	4
426	далеко не	1	4
427	у нее	5	4
428	которые в	5	4
429	бы он	1	4
430	все более	2	4
431	нуждается в	5	4
432	за счет	4	4
433	в основе	5	4
434	во всем	4	3
435	исходя из	1	3
436	к этой	2	3
437	до самого	1	3
438	всю свою	2	3
439	за собой	1	3
440	по себе	5	3
441	этим объясняется	1	3
442	или на	1	3
443	конечном счете	2	3
444	в соответствии	1	3
445	только для	1	3
446	самого конца	1	3
447	ситуации в	4	3
448	в любом	2	3
449	человека не	1	3
450	и мысли	1	3
451	представления о	2	3
452	в нескольких	1	3
453	между двумя	5	3
454	только на	5	3
455	на пути	1	3
456	приходит к	1	3
457	и внутренней	3	3
458	сделать вывод	2	3
459	всего этого	1	3
460	другой раз	4	3
461	ни одного	1	3
462	как на	8	3
463	соответствии с	1	3
464	в нашем	6	3
465	находится в	3	3
466	при виде	1	3
467	речь о	1	3
468	друг с	6	3
469	этом же	1	3
470	этих двух	4	3
471	как две	1	3
472	возвращение к	1	3
473	время и	1	3
474	с другом	6	3
475	если у	1	3
476	для своего	1	3
477	для них	1	3
478	противоречие между	3	3
479	и притом	4	3
480	отношения к	5	3
481	в таком	2	3
482	от этого	3	3
483	должно было	2	3
484	на себе	1	3
485	не был	1	3
486	остается в	2	3
487	а с	3	3
488	того в	1	3
489	для развития	3	3
490	ли это	1	3
491	в руки	1	3
492	ни одно	1	3
493	одну из	2	3
494	первого и	1	3
495	какой мере	2	3
496	не раз	2	3
497	нельзя не	2	3
498	он в	1	3
499	и есть	4	3
500	однако по	1	3
501	в один	1	3
502	мы видели	10	3
503	на месте	1	3
504	от до	1	3
505	все известные	1	3
506	также что	1	3
507	почти не	1	3
508	целого ряда	1	3
509	его с	3	3
510	для себя	24	3
511	представляют собой	2	3
512	чем когда	1	3
513	и из	2	3
514	о которой	2	3
515	мы в	3	3
516	интерес к	2	3
517	первых же	1	3
518	не могут	9	3
519	не мешает	1	3
520	до этого	1	3
521	если это	1	3
522	по собственному	1	3
523	меньшей мере	3	3
524	связанные с	3	3
525	друг от	3	3
526	его и	2	3
527	совершенно не	2	3
528	в диалоге	1	3
529	и более	2	3
530	ни у	1	3
531	относится к	5	3
532	и уже	1	3
533	переходит к	4	3
534	действия и	4	3
535	состоит в	3	3
536	если мы	6	3
537	ответа на	1	3
538	принадлежит к	2	3
539	только при	1	3
540	том же	7	3
541	казалось бы	4	3
542	в самой	3	3
543	они были	1	3
544	могли быть	2	3
545	как к	4	3
546	ему в	1	3
547	ее на	1	3
548	предположение что	1	3
549	не являются	1	3
550	мы находим	3	3
551	в виде	2	3
552	однако не	2	3
553	бы ожидать	1	3
554	от друга	3	3
555	иначе обстоит	1	3
556	только два	1	3
557	с той	3	3
558	является не	4	3
559	на все	1	3
560	высшей степени	1	3
561	в каждой	4	3
562	должен быть	1	3
563	и таким	1	3
564	в одной	6	3
565	на них	1	3
566	жизнь и	1	3
567	ко всему	2	3
568	и потому	3	3
569	а к	1	3
570	а как	1	3
571	он говорит	1	3
572	она не	7	3
573	но при	1	3
574	а из	4	3
575	один шаг	1	3
576	только как	2	3
577	не с	3	3
578	таким же	3	3
579	из своей	1	3
580	на всю	1	3
581	в большинстве	2	3
582	идет речь	2	3
583	числе и	2	3
584	они не	2	3
585	обеих сторон	1	3
586	в высшей	3	3
587	по этому	4	3
588	только после	1	3
589	в эти	1	3
590	это в	2	3
591	надо признать	1	3
592	если она	1	3
593	ни разу	1	3
594	становится в	1	3
595	он с	2	3
596	пути к	1	3
597	в известной	1	3
598	не к	1	3
599	с которыми	3	2
600	находим в	2	2
601	эту возможность	2	2
602	в центре	2	2
603	еще раз	1	2
604	и очень	1	2
605	более что	1	2
606	те же	1	2
607	не как	1	2
608	точно так	3	2
609	остановиться на	4	2
610	за которым	1	2
611	связь с	1	2
612	ко всем	6	2
613	во ii	2	2
614	каким образом	3	2
615	же образом	1	2
616	к которой	3	2
617	к более	3	2
618	из всего	1	2
619	отношению ко	1	2
620	к самому	2	2
621	в собственном	4	2
622	приходит в	1	2
623	в порядке	3	2
624	и те	1	2
625	друга и	2	2
626	от своей	1	2
627	как только	1	2
628	на первый	1	2
629	начнем с	1	2
630	себя от	2	2
631	обращение к	1	2
632	полагают что	1	2
633	для исследования	1	2
634	нам не	1	2
635	не могли	5	2
636	по тем	3	2
637	которой он	2	2
638	отсюда и	1	2
639	начиная от	1	2
640	она могла	1	2
641	в противоположность	1	2
642	не должен	1	2
643	и следовательно	8	2
644	в этот	3	2
645	слов но	1	2
646	поэтому мы	5	2
647	но они	1	2
648	обращаясь к	1	2
649	для новой	1	2
650	в ранних	1	2
651	рассказывает о	1	2
652	так мы	1	2
653	друг на	2	2
654	то чтобы	1	2
655	отношений и	2	2
656	без всякого	2	2
657	для всей	2	2
658	которое так	1	2
659	они должны	1	2
660	чем по	1	2
661	в основу	1	2
662	такая же	1	2
663	под влиянием	1	2
664	что все	6	2
665	в зависимости	6	2
666	встречаем у	1	2
667	мало кто	1	2
668	к ее	1	2
669	чем это	5	2
670	чем идет	1	2
671	образом на	1	2
672	к внутреннему	1	2
673	случае в	4	2
674	то в	4	2
675	выступает с	1	2
676	общественной жизни	1	2
677	мы видим	10	2
678	собой и	1	2
679	первом случае	5	2
680	не владеет	1	2
681	всех остальных	2	2
682	слов в	1	2
683	к выводу	4	2
684	и сама	1	2
685	с другими	5	2
686	они будут	2	2
687	как можно	1	2
688	отношения между	8	2
689	в конечном	2	2
690	как по	5	2
691	и можно	1	2
692	наконец не	1	2
693	следует рассматривать	1	2
694	вещей и	1	2
695	очевидно что	6	2
696	судить о	1	2
697	подобно тому	2	2
698	и она	2	2
699	по одному	1	2
700	большинстве случаев	2	2
701	из чего	1	2
702	рядом с	2	2
703	то при	1	2
704	и жизнь	1	2
705	представляется нам	3	2
706	к мысли	5	2
707	в смысле	9	2
708	не иначе	6	2
709	чтобы понять	1	2
710	а потом	1	2
711	пор в	1	2
712	что происходит	1	2
713	в лучшем	3	2
714	мы уже	5	2
715	эти слова	1	2
716	ту же	4	2
717	совсем не	2	2
718	к новым	1	2
719	принимает за	1	2
720	на чем	1	2
721	если же	2	2
722	за ними	1	2
723	и является	5	2
724	чем больше	1	2
725	время когда	1	2
726	начинается с	2	2
727	почти всегда	3	2
728	у вас	1	2
729	на стороне	1	2
730	своим собственным	1	2
731	этот вопрос	2	2
732	к первому	1	2
733	общего с	1	2
734	это делает	1	2
735	но прежде	1	2
736	что только	1	2
737	показывают что	2	2
738	ней в	1	2
739	с ее	2	2
740	гораздо более	4	2
741	именно таким	1	2
742	означает что	1	2
743	из этой	1	2
744	идет в	3	2
745	самым существенным	1	2
746	них в	1	2
747	в основном	4	2
748	которых мы	5	2
749	и при	2	2
750	создает в	1	2
751	никак не	5	2
752	в большом	1	2
753	средств для	1	2
754	со всеми	2	2
755	не ясно	1	2
756	этой точки	4	2
757	не знающего	1	2
758	иначе как	10	2
759	даже при	2	2
760	этом смысле	2	2
761	для каждого	2	2
762	не означает	4	2
763	по-русски в	1	2
764	себя и	2	2
765	о котором	1	2
766	именно поэтому	3	2
767	в известном	2	2
768	ничего нет	1	2
769	к другому	5	2
770	перед нами	3	2
771	из области	1	2
772	этому же	2	2
773	речь в	8	2
774	их самих	1	2
775	отнести к	1	2
776	что сила	1	2
777	относящихся к	6	2
778	он еще	1	2
779	быть не	1	2
780	котором он	1	2
781	зависимости от	6	2
782	хотя это	2	2
783	слова и	10	2
784	отношении к	4	2
785	и наиболее	2	2
786	на примере	1	2
787	и до	3	2
788	в каком	2	2
789	еще один	2	2
790	становится ясно	1	2
791	как например	1	2
792	связанных с	2	2
793	всех трех	1	2
794	известной степени	2	2
795	между людьми	1	2
796	что здесь	2	2
797	ее не	1	2
798	из первых	1	2
799	который по	2	2
800	во втором	5	2
801	здесь не	1	2
802	со словом	1	2
803	по всем	1	2
804	только с	2	2
805	у них	2	2
806	но это	4	2
807	только потому	3	2
808	поэтому он	2	2
809	об их	1	2
810	именно к	1	2
811	дает нам	1	2
812	этом случае	15	2
813	одних и	1	2
814	в любви	2	2
815	из отдельных	1	2
816	и всякий	1	2
817	нас не	1	2
818	ее из	1	2
819	еще и	1	2
820	для него	6	2
821	не для	2	2
822	того что	27	2
823	в литературе	1	2
824	о нем	1	2
825	ее в	11	2
826	в полном	1	2
827	это предположение	1	2
828	была бы	3	2
829	понимает что	1	2
830	формы и	1	2
831	а о	1	2
832	этого не	1	2
833	как этот	1	2
834	места в	1	2
835	за тем	1	2
836	в стороне	1	2
837	как она	6	2
838	случаях когда	1	2
839	все эти	7	2
840	почти до	1	2
841	при таком	2	2
842	на фоне	3	2
843	что между	2	2
844	можем рассматривать	1	2
845	причем и	1	2
846	что тот	1	2
847	мере в	2	2
848	в форме	1	2
849	чтобы сделать	2	2
850	его к	2	2
851	что эти	3	2
852	к одному	1	2
853	сказать и	1	2
854	еще до	1	2
855	предположить что	1	2
856	и снова	1	2
857	которого и	1	2
858	первый план	1	2
859	и только	7	2
860	как же	1	2
861	она должна	2	2
862	это как	1	2
863	в самых	2	2
864	тому как	2	2
865	сравним с	1	2
866	дело не	1	2
867	слова с	5	2
868	без слов	1	2
869	и может	2	2
870	имеет в	4	2
871	с ней	3	2
872	тем самым	14	2
873	как не	1	2
874	человека с	1	2
875	со своими	1	2
876	все больше	3	2
877	и дальше	1	2
878	к женщине	1	2
879	чем к	2	2
880	в случае	5	2
881	в новой	4	2
882	в разговоре	2	2
883	которой мы	2	2
884	начинает с	1	2
885	еще несколько	1	1
886	в сложном	1	1
887	это на	1	1
888	они являются	1	1
889	к действительности	2	1
890	пределах одного	1	1
891	является в	7	1
892	общности в	3	1
893	ребенка и	10	1
894	становится возможным	6	1
895	можно говорить	2	1
896	что несколько	1	1
897	мы и	5	1
898	затем к	1	1
899	разговор двух	1	1
900	выводу что	3	1
901	этом уже	1	1
902	в момент	4	1
903	вывод из	1	1
904	которые не	1	1
905	царство и	1	1
906	становится совершенно	2	1
907	период от	1	1
908	эта новая	1	1
909	в разных	6	1
910	она уже	1	1
911	воспоминания о	1	1
912	кроме того	1	1
913	думается что	1	1
914	и осознание	1	1
915	привести к	4	1
916	раннем детстве	1	1
917	по общему	1	1
918	общими для	1	1
919	с более	2	1
920	его близких	1	1
921	указывая на	1	1
922	из ее	3	1
923	не сказать	1	1
924	отношений в	1	1
925	над ними	2	1
926	иначе чем	3	1
927	в рамки	1	1
928	вопрос об	1	1
929	не кончил	1	1
930	до одного	1	1
931	как первый	1	1
932	было вызвано	2	1
933	от одного	3	1
934	на каждой	11	1
935	сделать некоторые	1	1
936	стоять в	1	1
937	этой линии	1	1
938	образом что	1	1
939	речи что	1	1
940	мысль о	1	1
941	еще отчетливее	1	1
942	слово может	1	1
943	он полагает	1	1
944	она является	2	1
945	при том	1	1
946	дает ли	1	1
947	которая однако	1	1
948	его противниками	1	1
949	примером в	1	1
950	мы получаем	1	1
951	развития но	1	1
952	с не	2	1
953	я могу	2	1
954	кстати сказать	1	1
955	же точно	6	1
956	как таковой	1	1
957	а именно	1	1
958	в одно	1	1
959	хорошо известные	1	1
960	источником этих	1	1
961	всю эту	1	1
962	но очень	1	1
963	представляли собой	1	1
964	собой не	1	1
965	не знающей	1	1
966	чтобы ее	1	1
967	своего выражения	2	1
968	мы сумеем	2	1
969	но у	1	1
970	отличается от	6	1
971	по своим	2	1
972	начала не	1	1
973	самого слова	3	1
974	не его	1	1
975	как обычно	1	1
976	но мы	5	1
977	так например	1	1
978	было выражено	1	1
979	все их	1	1
980	соединение в	1	1
981	отсутствие или	1	1
982	нас этот	1	1
983	может привести	1	1
984	действительности в	3	1
985	природы в	1	1
986	сущности за	1	1
987	ответить на	1	1
988	года до	1	1
989	на этой	7	1
990	в данном	7	1
991	первый и	1	1
992	знаем о	2	1
993	не говорит	1	1
994	которые послужили	1	1
995	знал что	1	1
996	своего собственного	1	1
997	можем не	2	1
998	к типу	1	1
999	ожидать что	4	1
1000	снова оказывается	1	1
1001	он только	1	1
1002	два момента	1	1
1003	своей природе	8	1
1004	мы увидим	1	1
1005	в новом	2	1
1006	к реальным	3	1
1007	пор пока	1	1
1008	говорить не	1	1
1009	входит в	3	1
1010	но даже	2	1
1011	развития с	1	1
1012	но этот	2	1
1013	структур в	1	1
1014	попытаемся приложить	1	1
1015	и относящихся	2	1
1016	являются не	1	1
1017	мы обязаны	2	1
1018	и другой	3	1
1019	совершенно очевидно	3	1
1020	которыми он	2	1
1021	котором по	1	1
1022	с истинной	1	1
1023	с трудом	1	1
1024	для нее	3	1
1025	иногда не	1	1
1026	отмечает что	1	1
1027	путь для	3	1
1028	между отдельными	4	1
1029	нечто такое	2	1
1030	близкое к	1	1
1031	для данного	3	1
1032	ребенка что	1	1
1033	говорит что	3	1
1034	они относятся	1	1
1035	значительной степени	1	1
1036	других не	2	1
1037	не что	1	1
1038	вынуждены были	1	1
1039	отношений с	2	1
1040	является как	2	1
1041	то его	1	1
1042	чтобы показать	1	1
1043	чем во	2	1
1044	в оправдание	1	1
1045	убедиться в	1	1
1046	мере не	2	1
1047	было сказано	3	1
1048	как источника	1	1
1049	понятия как	8	1
1050	некоторое время	1	1
1051	уже более	1	1
1052	настоящее время	1	1
1053	и пальма	1	1
1054	замечает что	1	1
1055	заметить что	1	1
1056	ее как	2	1
1057	это два	2	1
1058	и изолированными	1	1
1059	на пороге	4	1
1060	что различные	1	1
1061	эти вопросы	1	1
1062	с этими	1	1
1063	раньше не	1	1
1064	ситуации как	1	1
1065	на которого	1	1
1066	двух линий	1	1
1067	отношения в	1	1
1068	чего он	1	1
1069	не умеет	2	1
1070	в данной	1	1
1071	исходит из	2	1
1072	к целому	2	1
1073	впрочем ясно	1	1
1074	бы знать	1	1
1075	причина того	1	1
1076	и заслуживает	1	1
1077	к установлению	2	1
1078	сфер мышления	1	1
1079	шаг вперед	2	1
1080	одной точке	1	1
1081	на котором	4	1
1082	возникающая в	1	1
1083	были бы	5	1
1084	связанное с	1	1
1085	в системе	3	1
1086	разницей что	1	1
1087	не просто	1	1
1088	но так	2	1
1089	и овладеть	1	1
1090	то о	5	1
1091	этот основной	1	1
1092	но сама	1	1
1093	чем более	3	1
1094	любой другой	2	1
1095	особенность этой	1	1
1096	этой тенденции	1	1
1097	ситуации и	3	1
1098	от слов	1	1
1099	и весь	3	1
1100	и представляет	1	1
1101	лишь тогда	1	1
1102	только не	14	1
1103	на глазах	1	1
1104	той мере	2	1
1105	содержится в	5	1
1106	как такового	2	1
1107	речь с	2	1
1108	от его	2	1
1109	что иное	1	1
1110	в восприятии	1	1
1111	что монолог	2	1
1112	что целый	1	1
1113	во взаимном	1	1
1114	от счастья	1	1
1115	и одну	1	1
1116	своему содержанию	1	1
1117	и больше	2	1
1118	самых высоких	1	1
1119	на том	2	1
1120	внимание на	4	1
1121	время в	3	1
1122	вызвано тем	2	1
1123	общение с	1	1
1124	в раннем	3	1
1125	причины в	1	1
1126	быть в	1	1
1127	начала и	1	1
1128	прийти к	1	1
1129	сущности и	1	1
1130	а и	2	1
1131	и одностороннее	1	1
1132	связей и	3	1
1133	имеем дело	2	1
1134	что при	4	1
1135	концов к	1	1
1136	она любит	1	1
1137	о принципиальной	1	1
1138	в ситуации	7	1
1139	обратил внимание	1	1
1140	зрения самого	2	1
1141	глаза на	1	1
1142	из названных	1	1
1143	недоразумений и	1	1
1144	не удается	1	1
1145	в воде	1	1
1146	что впрочем	1	1
1147	проистекают из	1	1
1148	тем больше	1	1
1149	если оно	2	1
1150	нового и	1	1
1151	во всей	3	1
1152	которых складывается	1	1
1153	ее от	2	1
1154	связывается с	1	1
1155	возникают в	1	1
1156	то не	1	1
1157	представляет еще	1	1
1158	мысли не	1	1
1159	он оказывается	1	1
1160	чтения и	1	1
1161	отношений к	2	1
1162	значение так	1	1
1163	пример из	1	1
1164	служить для	1	1
1165	так много	1	1
1166	аналогичное положение	1	1
1167	сравнить его	1	1
1168	отношениях между	1	1
1169	он ни	1	1
1170	и само	1	1
1171	эти три	2	1
1172	размышления и	1	1
1173	и представим	1	1
1174	которой была	1	1
1175	себя как	1	1
1176	том и	3	1
1177	которое и	2	1
1178	из той	2	1
1179	к прежнему	1	1
1180	без которого	1	1
1181	которой она	3	1
1182	для решения	2	1
1183	иным как	2	1
1184	следовательно и	1	1
1185	одном человеке	1	1
1186	благодаря тому	2	1
1187	возможности для	1	1
1188	как раньше	1	1
1189	к открытию	1	1
1190	связанный с	1	1
1191	в сторону	1	1
1192	достигает своего	2	1
1193	среди других	1	1
1194	обстоятельством что	2	1
1195	а только	2	1
1196	из одного	2	1
1197	пародии на	1	1
1198	что как	2	1
1199	комплекса в	1	1
1200	идет от	3	1
1201	он сам	2	1
1202	тесным образом	1	1
1203	той или	2	1
1204	понятий и	11	1
1205	же направлении	2	1
1206	всей их	1	1
1207	только от	1	1
1208	могли бы	10	1
1209	и никакие	1	1
1210	но как	3	1
1211	о происхождении	1	1
1212	словом это	1	1
1213	для его	2	1
1214	за основу	1	1
1215	как следует	1	1
1216	и старого	1	1
1217	о прошлом	1	1
1218	этого ряда	1	1
1219	мысль и	3	1
1220	в наше	1	1
1221	фактов в	1	1
1222	различить в	1	1
1223	они опять	1	1
1224	другом и	1	1
1225	спор в	1	1
1226	при отсутствии	1	1
1227	за столом	1	1
1228	объясняется и	1	1
1229	соответствует и	1	1
1230	остается на	1	1
1231	идей и	1	1
1232	интересующих нас	1	1
1233	памяти и	5	1
1234	бы они	1	1
1235	до ни	1	1
1236	одним словом	2	1
1237	которому они	1	1
1238	мысль что	2	1
1239	но зато	1	1
1240	надо сказать	1	1
1241	огромное количество	1	1
1242	не были	1	1
1243	с годами	1	1
1244	которых по	1	1
1245	речью но	3	1
1246	монолога в	1	1
1247	такое что	3	1
1248	проблем в	2	1
1249	его жизнь	1	1
1250	еще два	1	1
1251	развилась в	1	1
1252	прямое подтверждение	1	1
1253	всякий другой	1	1
1254	и затем	1	1
1255	в современной	2	1
1256	задачей было	1	1
1257	решение вопроса	1	1
1258	сослаться на	1	1
1259	основных линий	1	1
1260	но ей	1	1
1261	положительное значение	1	1
1262	над ним	1	1
1263	о связи	3	1
1264	самому существу	1	1
1265	его так	1	1
1266	этот период	2	1
1267	значение и	2	1
1268	нее к	1	1
1269	основанное на	3	1
1270	ни после	1	1
1271	конца и	2	1
1272	знаем что	3	1
1273	что во	1	1
1274	всех указанных	1	1
1275	совершенно особый	1	1
1276	его как	1	1
1277	и др	1	1
1278	условия для	1	1
1279	только необходимыми	1	1
1280	законов и	3	1
1281	рассматривать не	1	1
1282	в общих	1	1
1283	которое мы	4	1
1284	мысль в	1	1
1285	более поздней	1	1
1286	подойти к	1	1
1287	совершенно исключительное	1	1
1288	мы будем	1	1
1289	все остальное	1	1
1290	конкретные и	1	1
1291	она только	1	1
1292	которое имеет	2	1
1293	речи и	36	1
1294	там где	7	1
1295	собственным законам	1	1
1296	шесть раз	1	1
1297	показывает что	6	1
1298	это совершенно	2	1
1299	за себя	1	1
1300	он должен	1	1
1301	же цель	1	1
1302	одного и	3	1
1303	еще с	1	1
1304	раньше чем	2	1
1305	моментов в	2	1
1306	следовательно не	2	1
1307	и сами	1	1
1308	и постепенное	2	1
1309	поля зрения	1	1
1310	с полной	1	1
