N	2gram	Propp_Morf	Marksizm
892	они вступают	1	1
893	различное значение	1	1
894	же создать	1	1
895	вошел в	1	1
896	результатом этого	1	1
897	тесно связаны	1	1
898	системе и	1	1
899	представители этой	1	1
900	не означает	2	1
901	на этом	4	1
902	не две	1	1
903	может совершаться	1	1
904	положения в	1	1
905	очень часто	6	1
906	отметить следующие	1	1
907	он ничего	1	1
908	или во	1	1
909	принципов и	1	1
910	оказалось бы	1	1
911	для наших	3	1
912	с какой	1	1
913	и обратное	1	1
914	это по	1	1
915	имеет целью	1	1
916	можно сделать	2	1
917	на нем	3	1
918	психология народов	1	1
919	процессов и	1	1
920	размаха на	1	1
921	это или	1	1
922	становится на	1	1
923	наоборот мы	1	1
924	почти всегда	1	1
925	включается в	1	1
926	тем и	2	1
927	доходит до	1	1
928	и затем	5	1
929	или иное	1	1
930	в иных	4	1
931	прав то	1	1
932	он в	1	1
933	для выделения	1	1
934	и целые	1	1
935	однако в	2	1
936	но есть	3	1
937	затем он	1	1
938	о его	4	1
939	приводят к	3	1
940	в доме	2	1
941	эта черта	1	1
942	легко и	1	1
943	он обращается	1	1
944	дает возможность	1	1
945	мы будем	3	1
946	теми же	1	1
947	взять его	1	1
948	в силу	1	1
949	до наших	2	1
950	бы быть	1	1
951	если они	2	1
952	ее нужно	1	1
953	очень редко	1	1
954	значит что	4	1
955	но кроме	1	1
956	это совершенно	1	1
957	второго типа	1	1
958	форм а	1	1
959	для чего	1	1
960	или служит	1	1
961	задачи не	1	1
962	на классификацию	1	1
963	в один	3	1
964	дает ему	1	1
965	передачи с	1	1
966	еще одно	1	1
967	кажется что	1	1
968	он говорил	1	1
969	рассмотрим еще	1	1
970	и невозможность	1	1
971	нет а	1	1
972	превращена в	2	1
973	никак нельзя	1	1
974	образом и	1	1
975	и возможно	1	1
976	трудная задача	7	1
977	за ним	1	1
978	одном случае	1	1
979	как таковой	2	1
980	если в	7	1
981	что герой	1	1
982	на анализе	1	1
983	убедиться что	1	1
984	его с	1	1
985	на ее	1	1
986	иногда почти	1	1
987	сюда относится	1	1
988	связанное с	1	1
989	его но	1	1
990	к определению	1	1
991	и делает	1	1
992	но этого	1	1
993	связывается с	3	1
994	то с	3	1
995	остается невыясненным	1	1
996	подобно тому	6	1
997	за это	1	1
998	к самым	1	1
999	она становится	1	1
1000	между самыми	1	1
1001	и самая	1	1
1002	если не	1	1
1003	этой точки	1	1
1004	вместо того	1	1
1005	формы которые	3	1
1006	прибавить к	1	1
1007	они превращаются	1	1
1008	их и	1	1
1009	следовательно в	1	1
1010	в россии	2	1
1011	показать что	4	1
1012	вряд ли	2	1
1013	ведь для	1	1
1014	в саду	1	1
1015	трудом поддаются	1	1
1016	там оно	1	1
1017	же самый	1	1
1018	то время	3	1
1019	лишь к	1	1
1020	и мог	1	1
1021	всего по	1	1
1022	очень важный	2	1
1023	самая постановка	1	1
1024	состоит из	3	1
1025	данная форма	1	1
1026	связанные с	1	1
1027	достижения в	1	1
1028	никем не	1	1
1029	что иное	2	1
1030	художественный рассказ	1	1
1031	влияния на	1	1
1032	столько по	1	1
1033	связаны между	1	1
1034	быть например	1	1
1035	ключом к	1	1
1036	тему в	1	1
1037	бы сказать	1	1
1038	гораздо труднее	1	1
1039	камень и	2	1
1040	которая не	1	1
1041	на своем	1	1
1042	во сне	2	1
1043	к созданию	1	1
1044	мы однако	1	1
1045	в которые	1	1
1046	не входит	2	1
1047	таких слов	1	1
1048	этому же	1	1
1049	но оно	2	1
1050	все они	1	1
1051	очень ярко	1	1
1052	так уже	1	1
1053	эти вопросы	1	1
1054	могут считаться	5	1
1055	действия но	1	1
1056	мы переходим	1	1
1057	а если	4	1
1058	в принцип	1	1
1059	какие же	1	1
1060	в круг	2	1
1061	в течение	1	1
1062	на отношения	1	1
1063	детей его	1	1
1064	о котором	1	1
1065	бы по	1	1
1066	можно лишь	2	1
1067	на друга	2	1
1068	лежат в	1	1
1069	чем они	1	1
1070	героем и	1	1
1071	каждый в	1	1
1072	в борьбу	1	1
1073	и независимо	1	1
1074	а через	1	1
1075	иных случаях	2	1
1076	связующие элементы	1	1
1077	другой вопрос	2	1
1078	в середине	2	1
1079	может войти	1	1
1080	те случаи	1	1
1081	то все	1	1
1082	значение для	1	1
1083	в это	1	1
1084	приводит в	1	1
1085	следует отличать	1	1
1086	частности как	1	1
1087	на основании	1	1
1088	вводится в	1	1
1089	эти связи	1	1
1090	тому или	1	1
1091	более сложный	2	1
1092	получает в	4	1
1093	видим таким	1	1
1094	при помощи	12	1
1095	в обоих	2	1
1096	действия и	2	1
1097	особая функция	1	1
1098	она все	1	1
1099	с различными	1	1
1100	затруднительное положение	1	1
1101	где кончается	1	1
1102	из наиболее	1	1
1103	и там	1	1
1104	его если	1	1
1105	ее не	1	1
1106	к следующему	1	1
1107	словами и	1	1
1108	ею и	1	1
1109	другие элементы	2	1
1110	для изучения	1	1
1111	лишь о	1	1
1112	что я	1	1
1113	в образе	6	1
1114	то она	1	1
1115	определить где	1	1
1116	формы для	1	1
1117	на ряд	1	1
1118	связать с	1	1
1119	а вовсе	2	1
1120	нет то	1	1
1121	по отдельным	2	1
1122	материал и	1	1
1123	если только	1	1
1124	эту форму	1	1
1125	его черт	1	1
1126	богатства и	1	1
1127	из этой	1	1
1128	правильно но	1	1
1129	формы не	1	1
1130	всякое значение	1	1
1131	которые в	1	1
1132	дает нам	1	1
1133	вот мы	2	1
1134	или просто	2	1
1135	но на	1	1
1136	что ему	1	1
1137	всегда можно	1	1
1138	ничем не	2	1
1139	многих других	2	1
1140	в распоряжение	5	1
1141	сколько в	1	1
1142	он как	1	1
1143	как особого	2	1
1144	или с	3	1
1145	он начинает	1	1
1146	может фигурировать	1	1
1147	изучение форм	1	1
1148	вне своего	1	1
1149	это дает	1	1
1150	можно на	1	1
1151	выбор и	1	1
1152	есть но	1	1
1153	соглашается или	1	1
1154	состоят из	1	1
1155	на которой	1	1
1156	случай с	1	1
1157	силу и	1	1
1158	слова а	1	1
1159	мы находим	1	1
1160	от своих	1	1
1161	а на	3	1
1162	пр чем	1	1
1163	понимает что	1	1
1164	существует какое	1	1
1165	ко второму	1	1
1166	как эти	2	1
1167	зависеть от	1	1
1168	этого не	2	1
1169	и показать	1	1
1170	наших дней	2	1
1171	чтобы вернуться	1	1
1172	здесь имеется	2	1
1173	и ii	1	1
1174	в другую	2	1
1175	из членов	3	1
1176	и начинается	1	1
1177	это еще	2	1
1178	по существу	13	1
1179	на героя	2	1
1180	с теми	4	1
1181	этих условиях	1	1
1182	очень много	2	1
1183	разлагается на	1	1
1184	кто в	1	1
1185	этой цели	1	1
1186	может только	1	1
1187	пр во-вторых	1	1
1188	имеется в	3	1
1189	живой и	2	1
1190	становится все	1	1
1191	по своему	2	1
1192	за другим	2	1
1193	и со	1	1
1194	что им	1	1
1195	нисколько не	1	1
1196	предмета но	1	1
1197	и другим	3	1
1198	чего в	1	1
1199	и представляют	2	1
1200	ряд вопросов	1	1
1201	другом случае	1	1
1202	эти же	1	1
1203	людей в	1	1
1204	пр все	1	1
1205	реагирует на	3	1
1206	может иметь	1	1
1207	друг за	2	1
1208	и эти	1	1
1209	и сила	1	1
1210	наука о	2	1
1211	дает себя	1	1
1212	возможны и	1	1
1213	в основных	1	1
1214	не выдерживает	1	1
1215	может возникнуть	1	1
1216	во избежание	2	1
1217	это достигается	1	1
1218	строится как	1	1
1219	полк солдат	1	1
1220	и слышит	1	1
1221	разделить на	1	1
1222	однако если	1	1
1223	тому как	5	1
1224	здесь можно	5	1
1225	но всегда	1	1
1226	в чужие	1	1
1227	и художественный	1	1
1228	основной тезис	2	1
1229	и может	1	1
1230	момент когда	3	1
1231	к тем	1	1
1232	но она	1	1
1233	пор не	1	1
1234	или другого	1	1
1235	так чтобы	1	1
1236	случаях когда	2	1
1237	принадлежит и	1	1
1238	такое которое	1	1
1239	ввиду ее	1	1
1240	отличать от	1	1
1241	этих случаях	15	1
1242	к которой	1	1
1243	у нее	2	1
1244	как то	2	1
1245	было указано	1	1
1246	входить в	2	1
1247	уже очень	1	1
1248	чем является	1	1
1249	скажем что	1	1
1250	к нескольким	1	1
1251	очень велико	1	1
1252	в рамках	1	1
1253	вступают в	3	1
1254	отношение к	1	1
1255	к ней	3	1
1256	этого нет	2	1
1257	в плане	1	1
1258	они принадлежат	1	1
1259	русской в	1	1
1260	дело в	1	1
1261	сильнее всего	1	1
1262	сюда относятся	2	1
1263	иных форм	1	1
1264	быть объяснено	1	1
1265	вызвать в	1	1
1266	эту мысль	1	1
1267	его до	1	1
1268	и художественной	1	1
1269	как будто	2	1
1270	себе он	1	1
1271	все другие	1	1
1272	является ли	1	1
1273	если на	1	1
1274	в новой	1	1
1275	ведь и	1	1
1276	хотя они	2	1
1277	для достижения	1	1
1278	и совершенно	1	1
1279	еще тем	1	1
1280	в лице	1	1
1281	не можем	1	1
1282	их отношении	1	1
1283	быть выражено	1	1
