N	2gram	Vinokur_St	OGranits
296	также и	10	1
297	ту же	1	1
298	и речи	3	1
299	не говорить	1	1
300	это и	5	1
301	для того	15	1
302	совсем не	3	1
303	мира это	1	1
304	тому что	8	1
305	узком смысле	1	1
306	и дает	1	1
307	с одним	1	1
308	быть не	2	1
309	его за	1	1
310	представляет собою	3	1
311	к новым	1	1
312	которых он	2	1
313	он и	1	1
314	уже к	1	1
315	работы но	1	1
316	его и	1	1
317	не всегда	2	1
318	в своем	8	1
319	в разных	1	1
320	и правильное	1	1
321	или же	3	1
322	к истории	2	1
323	и тогда	2	1
324	особенностей и	1	1
325	этом отношении	13	1
326	не отражается	1	1
327	уже говорить	1	1
328	ни была	2	1
329	время в	1	1
330	что при	3	1
331	точно и	2	1
332	тем не	4	1
333	стр и	5	1
334	в другой	1	1
335	как это	6	1
336	является лишь	1	1
337	вследствие этого	1	1
338	те или	2	1
339	в свои	1	1
340	изучение фактов	1	1
341	что такое	2	1
342	воплощенной в	1	1
343	что ведь	1	1
344	к тем	1	1
345	и гг	1	1
346	систему как	1	1
347	мы в	1	1
348	только на	1	1
349	выйти за	1	1
350	или иные	1	1
351	из того	2	1
352	об этом	9	1
353	этот разрыв	1	1
354	борьбе с	1	1
355	отношениями между	1	1
356	только потому	2	1
357	нужно сказать	6	1
358	одно дело	2	1
359	остановиться на	1	1
360	всего его	1	1
361	не приходится	5	1
362	никто не	4	1
363	в науке	1	1
364	и что	8	1
365	на самом	8	1
366	или иную	1	1
367	для них	2	1
368	и тот	1	1
369	предисловии к	2	1
370	можно было	14	1
371	в этой	13	1
372	эпохи но	1	1
373	поэта как	1	1
374	автора они	1	1
375	это слово	6	1
376	этому не	1	1
377	чуть ли	2	1
378	борьба с	2	1
379	иметь в	2	1
380	с известным	1	1
381	в начале	5	1
382	в виду	6	1
383	что к	1	1
384	поэта это	1	1
385	к другому	1	1
386	поэтому вполне	1	1
387	и до	2	1
388	истории и	2	1
389	нет никакого	3	1
390	с их	2	1
391	и есть	1	1
392	для своей	2	1
393	конечно не	2	1
394	и вполне	4	1
395	всей полноте	1	1
396	не хотят	1	1
397	но это	9	1
398	только то	1	1
399	не вполне	1	1
400	по себе	3	1
401	совсем иначе	1	1
402	этот вопрос	6	1
403	в истории	5	1
404	упреков в	1	1
405	по своей	2	1
406	же время	5	1
407	что слово	1	1
408	его в	4	1
409	на основе	1	1
410	объясняется только	1	1
411	которую он	3	1
412	со всеми	2	1
413	то или	3	1
414	отметить что	4	1
415	каждый из	1	1
416	а на	4	1
417	их места	1	1
418	письма к	2	1
419	работы и	1	1
420	до того	4	1
421	связь с	1	1
422	или иное	3	1
423	однако если	1	1
424	событий и	1	1
425	не было	7	1
426	когда мы	1	1
427	связи с	3	1
428	он встречался	1	1
429	этого процесса	1	1
430	в борьбе	1	1
431	если не	4	1
432	полностью в	1	1
433	как известно	2	1
434	что касается	4	1
435	о возможности	1	1
436	можно уже	1	1
437	зависимость от	1	1
438	не знает	2	1
439	или в	1	1
440	этой системы	1	1
441	статье о	3	1
442	в основе	4	1
443	же только	1	1
444	как мог	2	1
445	почему же	1	1
446	на то	5	1
447	ни о	1	1
448	то не	3	1
449	но там	1	1
450	этого произведения	2	1
451	и там	1	1
452	как их	1	1
453	сказал что	1	1
454	из нее	3	1
455	следовательно в	1	1
456	вопрос в	4	1
457	для осуществления	1	1
458	в отличие	1	1
459	их в	2	1
460	нет и	1	1
461	заключается в	5	1
462	одним из	2	1
463	не совсем	1	1
464	отношение к	3	1
465	у некоторых	1	1
466	и абсолютно	1	1
467	внимания к	1	1
468	но столь	2	1
469	наук в	1	1
470	в рифме	1	1
471	каждом отдельном	1	1
472	сказать что	9	1
473	этого элемента	1	1
474	на себя	3	1
475	и никогда	1	1
476	значения как	2	1
477	речи в	1	1
478	в эпоху	3	1
479	виду что	1	1
480	осуществлена в	1	1
481	него не	1	1
482	или менее	2	1
483	найти в	1	1
484	говорил не	1	1
485	она ни	1	1
486	где нет	2	1
487	уже на	1	1
488	времени не	5	1
489	представление о	5	1
490	такой же	6	1
491	отдельных произведений	1	1
492	в конце	5	1
493	произведения не	1	1
494	образом не	2	1
495	о некотором	1	1
496	сказался в	1	1
497	одной из	4	1
498	и свободной	1	1
499	например в	8	1
500	само собою	2	1
501	в образе	3	1
502	форме в	1	1
503	такого понимания	1	1
504	бы что	3	1
505	к этому	4	1
506	в одной	3	1
507	и как	2	1
508	в выражении	1	1
509	в понимании	1	1
510	как о	2	1
511	вплоть до	6	1
512	и язык	1	1
513	до конца	4	1
514	равно не	1	1
515	что он	23	1
516	в предисловии	3	1
517	в узком	1	1
518	столь же	5	1
519	времени в	1	1
520	отметить еще	1	1
521	случаях когда	1	1
522	что она	5	1
523	не существует	4	1
524	властью и	2	1
525	далеко не	1	1
526	и о	4	1
527	но что	2	1
528	традиций и	1	1
529	бы быть	1	1
530	является не	4	1
531	на который	2	1
532	вместе с	5	1
533	которого является	1	1
534	для понимания	2	1
535	который в	1	1
536	и вместе	1	1
537	одна из	1	1
538	на эту	5	1
539	и языка	6	1
540	объективный факт	1	1
541	этого слова	2	1
542	другом месте	2	1
543	в которых	5	1
544	но не	5	1
545	собой разумеется	1	1
546	так в	1	1
547	и характер	1	1
548	включает в	1	1
549	и всякого	1	1
550	в ряду	1	1
551	но если	5	1
552	здесь и	1	1
553	одно из	3	1
554	с его	3	1
555	что до	3	1
556	ли не	2	1
557	понимания всего	1	1
558	при таком	2	1
559	и именно	2	1
560	себя и	1	1
561	по поводу	13	1
562	в такой	2	1
563	на всем	1	1
564	утверждая что	1	1
565	быть и	2	1
566	в то	10	1
567	а вовсе	1	1
568	в век	1	1
569	вполне достаточно	1	1
570	тут же	1	1
571	больше и	1	1
572	должно было	5	1
573	и самый	2	1
574	не создает	1	1
575	только с	4	1
576	этого материала	1	1
577	о которых	3	1
578	под заглавием	1	1
579	в условиях	1	1
580	ведь и	3	1
581	когда в	1	1
582	для этого	2	1
583	и это	4	1
584	отдельном случае	1	1
585	возможности но	1	1
586	свое мнение	2	1
587	того же	4	1
588	в виде	3	1
589	которые с	1	1
590	ставить в	1	1
591	только о	1	1
592	от него	1	1
593	здесь нет	1	1
594	словами и	1	1
595	и другое	1	1
596	грубой ошибкой	1	1
597	к нему	2	1
598	до его	2	1
599	едва ли	1	1
600	последнее время	1	1
601	в чисто	2	1
602	мысли в	1	1
603	тем более	4	1
604	революции в	1	1
605	особенно в	2	1
606	в несколько	1	1
607	данной статьи	1	1
608	обратиться к	1	1
609	на материале	1	1
610	на все	2	1
611	местах в	1	1
612	еще не	4	1
613	в статье	9	1
614	собою разумеется	2	1
