N	3gram	Vinokur_Vv	Psycholo
451	и его школой	1	1
452	истории общественной мысли	1	1
453	то что могло	2	1
454	одном и том	1	1
455	что даже и	2	1
456	с каждым новым	1	1
457	могут быть в	1	1
458	теми или иными	1	1
459	и это есть	1	1
460	как своего рода	1	1
461	но и за	1	1
462	мы можем его	1	1
463	широком смысле слова	4	1
464	и др в	1	1
465	то что когда-то	1	1
466	по себе есть	1	1
467	на одной из	1	1
468	когда говорил что	1	1
469	он должен быть	1	1
470	художественной литературы и	1	1
471	обратим внимание на	2	1
472	речь идет об	1	1
473	из него следует	1	1
474	разница только в	1	1
475	как он сам	1	1
476	и даже к	1	1
477	в свое время	3	1
478	ту или иную	1	1
479	еще при жизни	2	1
480	что же касается	2	1
481	между ними и	2	1
482	какой бы то	1	1
483	и не в	1	1
484	необходимость в том	1	1
485	он мог бы	1	1
486	самом деле то	1	1
487	но если мы	1	1
488	что мы можем	1	1
489	того чтобы эта	1	1
490	между тем мы	1	1
491	в первой половине	1	1
492	произведение есть не	1	1
493	очевидно что если	1	1
494	о том насколько	1	1
495	мы можем только	1	1
496	только с теми	1	1
497	и которая в	1	1
498	в известном смысле	3	1
499	иное как именно	1	1
500	и частными свойствами	1	1
501	не самоцель а	1	1
502	чем же заключаются	1	1
503	в своих собственных	1	1
504	только в одной	1	1
505	не соглашаться с	1	1
506	быть сказано о	1	1
507	тогда когда оно	1	1
508	и даже прямо	1	1
509	прямо противоположный тому	1	1
510	уже и сейчас	1	1
511	чтобы сделать эти	1	1
512	но во всяком	1	1
513	том что с	1	1
514	как об особом	2	1
515	на эту тему	1	1
516	самом деле есть	1	1
517	представить себе что	2	1
518	т д при	1	1
519	справедливо видит в	1	1
520	и здесь как	1	1
521	как на совокупность	1	1
522	могло бы составить	1	1
523	то увидим что	1	1
524	идет речь в	1	1
525	и о которой	1	1
526	между языком и	1	1
527	данном случае и	1	1
528	в нем есть	1	1
529	что несмотря на	2	1
530	имеет своей целью	1	1
531	может быть названо	4	1
