N	2gram	Tiupa_Narr	Marksizm
100	с другой	8	10
101	сказать что	4	10
102	никогда не	3	10
103	в своем	2	10
104	его в	2	10
105	высказывания как	1	10
106	в таком	2	10
107	одна из	3	10
108	здесь мы	1	10
109	совершенно не	2	10
110	в отличие	5	10
111	с его	6	10
112	здесь в	1	10
113	и потому	2	10
114	отличие от	5	10
115	бытия в	3	10
116	более того	1	10
117	быть и	1	9
118	к тому	7	9
119	одного и	1	9
120	точка зрения	6	9
121	в себе	8	9
122	а как	1	9
123	мы видели	1	9
124	что это	3	9
125	ни в	3	9
126	не имеет	2	9
127	и более	1	9
128	это не	2	9
129	одной из	4	9
130	и эта	1	9
131	же самое	1	9
132	мысли и	1	8
133	не как	2	8
134	другой стороны	4	8
135	и даже	3	8
136	и с	4	8
137	что и	1	8
138	у него	4	8
139	не было	2	8
140	что не	4	8
141	мы можем	1	8
142	или же	1	8
143	не будет	3	8
144	в форме	5	8
145	столь же	3	8
146	сводится к	3	8
147	к другому	2	8
148	перед нами	4	8
149	в свою	3	8
150	этого слова	2	8
151	у нас	1	8
152	в их	1	8
153	и т.д	7	8
154	и ее	2	8
155	или иной	5	8
156	от него	1	7
157	не существует	3	7
158	в котором	1	7
159	свою очередь	3	7
160	и формы	1	7
161	он сам	2	7
162	те же	4	7
163	как раз	2	7
164	в качестве	21	7
165	в этой	5	7
166	могут быть	3	7
167	оно может	2	7
168	речи а	1	7
169	с ними	1	7
170	по себе	5	7
171	о том	6	7
172	того что	2	7
173	в начале	1	7
174	далеко не	5	7
175	бы он	1	7
176	место в	1	7
177	настоящего времени	1	7
178	в той	6	6
179	является в	1	6
180	от одного	2	6
181	уже не	5	6
182	входит в	1	6
183	одной стороны	7	6
184	в другом	1	6
185	в различных	1	6
186	она может	2	6
187	характерно что	1	6
188	с одной	7	6
189	в разрезе	1	6
190	с другими	1	6
191	между ними	2	6
192	не есть	3	6
193	речевой акт	2	6
194	с ее	3	6
195	всех без	1	6
196	то есть	19	6
197	должна быть	2	6
198	для всего	1	6
199	тот же	1	6
200	он и	1	6
201	в какой	2	6
202	из этих	3	6
203	же в	4	6
204	формы в	1	5
205	о чем	2	5
206	в виду	1	5
207	в первом	3	5
208	не менее	3	5
209	от того	1	5
210	себя в	5	5
211	как же	1	5
212	все время	1	5
213	от этого	1	5
214	в двух	2	5
215	лишь для	1	5
216	жизни в	3	5
217	и у	1	5
218	той или	4	5
219	но как	2	5
220	и тем	4	5
221	и является	1	5
222	в конце	1	5
223	этой проблемы	1	5
224	то в	6	5
225	для себя	1	5
226	да и	4	5
227	различие между	2	5
228	хотя и	3	5
229	точку зрения	4	5
230	этом отношении	3	5
231	таком случае	2	5
232	или в	2	5
233	но не	6	5
234	тем более	2	5
235	к одному	1	5
236	она не	2	5
237	ценностного кругозора	1	5
238	в особенности	4	5
239	гуманитарных наук	1	5
240	и к	1	4
241	какой бы	1	4
242	в них	1	4
243	связь с	1	4
244	но все	4	4
245	тем что	3	4
246	обратное влияние	1	4
247	к другой	2	4
248	в жизненной	1	4
249	и иных	1	4
250	перед ним	1	4
251	точке зрения	1	4
252	как от	1	4
253	во всей	2	4
254	к ее	1	4
255	к языку	1	4
256	из них	3	4
257	едва ли	1	4
258	внутренней жизни	1	4
259	что они	3	4
260	и он	3	4
261	оценки и	1	4
262	несмотря на	2	4
263	что все	1	4
264	не знает	1	4
265	одним из	2	4
266	стремится к	1	4
267	не дает	1	4
268	между двумя	5	4
269	к этим	1	4
270	если же	1	4
271	все те	4	4
272	в тех	1	4
273	и тот	2	4
274	независимо от	2	4
275	в единство	1	4
276	не могут	1	4
277	со всеми	1	4
278	себя с	1	4
279	можно назвать	1	4
280	к его	1	4
281	подхода к	1	4
282	нет ничего	1	4
283	первом случае	2	4
284	слов и	1	4
285	и до	2	4
286	переход от	4	4
287	нет и	2	4
288	мог бы	3	4
289	но именно	1	4
290	и то	1	4
291	для второго	1	4
292	уже в	3	4
293	не будем	1	4
294	это и	3	4
295	можно сказать	5	4
296	или даже	2	4
297	к своему	1	4
298	он ни	1	4
299	может идти	1	4
300	одного из	4	4
301	и самого	3	4
302	жизни и	3	4
303	и прежде	1	4
304	в области	2	4
305	нуждается в	5	4
306	что было	1	3
307	с героем	1	3
308	не могло	2	3
309	однако и	1	3
310	даже в	2	3
311	глава первая	1	3
312	в общей	2	3
313	оно уже	1	3
314	границы между	1	3
315	для передачи	1	3
316	роль в	2	3
317	является для	1	3
318	на первый	2	3
319	определяется не	1	3
320	в действительности	1	3
321	мы увидим	1	3
322	глава третья	1	3
323	не утрачивая	1	3
324	говорить о	2	3
325	значительной степени	2	3
326	является как	1	3
327	не становится	1	3
328	все без	1	3
329	с ним	1	3
330	друг с	1	3
331	в системе	1	3
332	на протяжении	6	3
333	от его	1	3
334	к себе	5	3
335	в году	1	3
336	тем не	3	3
337	там и	1	3
338	обстоит дело	1	3
339	высказывания не	1	3
340	не о	3	3
341	или хотя	1	3
342	этом последнем	1	3
343	между собой	2	3
344	делает его	1	3
345	действительности и	1	3
346	в русской	1	3
347	данный момент	1	3
348	ли это	1	3
349	более или	2	3
350	все основные	1	3
351	как это	6	3
352	одним словом	1	3
353	по своей	3	3
354	он еще	1	3
355	и др	2	3
356	подход к	2	3
357	и есть	2	3
358	в данный	1	3
359	в какой-то	1	3
360	для первого	1	3
361	не так	1	3
362	во втором	4	3
363	они и	2	3
364	речи но	1	3
365	его из	1	3
366	как к	2	3
367	и при	1	3
368	из которых	4	3
369	имеет место	4	3
370	не на	2	3
371	можно было	2	3
372	должен был	1	3
373	поэтому и	1	3
374	все то	2	3
375	в которых	1	3
376	приводит к	2	3
377	со стороны	9	3
378	в следующей	1	3
379	его и	1	3
380	потому что	1	3
381	в мир	1	3
382	другого в	1	3
383	людей так	1	3
384	к двум	1	3
385	он может	1	3
386	взаимодействия с	1	3
387	они еще	1	3
388	здесь не	4	3
389	данном контексте	1	3
390	ее содержание	1	3
391	но это	1	3
392	ответ на	1	3
393	что оно	1	3
394	они не	2	3
395	свидетельствует о	1	3
396	и сама	1	3
397	том числе	6	3
398	или иначе	3	3
399	всякое высказывание	1	3
400	а иногда	2	3
401	один и	1	3
402	с другом	1	3
403	или менее	2	3
404	и вообще	1	3
405	не все	5	3
406	связаны с	1	3
407	к жизни	1	3
408	на них	1	3
409	глава вторая	1	3
410	и по	1	3
411	этих двух	1	3
412	того или	2	3
413	человека в	2	3
414	как ни	2	3
415	совпадает с	1	3
416	ту или	2	3
417	также и	1	3
418	мы узнаем	1	3
419	с языком	1	3
420	в значительной	2	3
421	иногда и	1	3
422	когда он	3	3
423	а по	2	3
424	не с	3	3
425	в нашей	1	3
426	одного слова	1	3
427	числе и	4	3
428	благодаря этому	1	3
429	себе самому	1	3
430	и только	2	3
431	как целого	1	3
432	интонации и	1	3
433	становится в	1	3
434	в целом	1	3
435	и тогда	1	3
436	значением в	1	2
437	возможно лишь	1	2
438	есть прежде	1	2
439	с этой	1	2
440	дело с	2	2
441	этот момент	1	2
442	как они	1	2
443	из нее	1	2
444	небо и	1	2
445	но по	1	2
446	мы и	1	2
447	в речи	1	2
448	том или	2	2
449	например в	2	2
450	к самому	2	2
451	в собственном	2	2
452	их в	1	2
453	а именно	3	2
454	может существовать	1	2
455	или ином	2	2
456	отличается от	4	2
457	зрения не	1	2
458	всего они	1	2
459	во внешнем	2	2
460	было в	2	2
461	и взаимодействия	1	2
462	высказываний как	2	2
463	она могла	1	2
464	сознания в	1	2
465	это же	1	2
466	не об	1	2
467	тем самым	6	2
468	не что	2	2
469	историческое становление	1	2
470	в прошлом	3	2
471	конкретной ситуации	1	2
472	на него	3	2
473	как хорошо	2	2
474	распадается на	1	2
475	крайней мере	1	2
476	и во	1	2
477	всего в	1	2
478	нему в	1	2
479	имеют место	2	2
480	в состоянии	1	2
481	есть его	1	2
482	отношения к	2	2
483	и за	1	2
484	или иную	2	2
485	тому же	5	2
486	сознания к	2	2
487	но он	1	2
488	по аналогии	1	2
489	лишь постольку	1	2
490	проблема речевых	1	2
491	же как	3	2
492	зрения и	2	2
493	его жизни	2	2
494	в чем	1	2
495	и речевой	1	2
496	что как	1	2
497	здесь как	1	2
498	точкой зрения	2	2
499	именно как	1	2
500	могли бы	1	2
501	а с	3	2
502	если оно	1	2
503	целое и	1	2
504	культуры как	1	2
505	героя и	4	2
506	другом и	2	2
507	еще только	1	2
508	связь и	1	2
509	совсем не	1	2
510	необходимо учитывать	1	2
511	при такой	1	2
512	не могла	1	2
513	даже не	3	2
514	также не	1	2
515	этом смысле	1	2
516	в современной	1	2
517	когда мы	2	2
518	сведена к	1	2
519	тот или	1	2
520	его как	2	2
521	или может	1	2
522	не то	2	2
523	в общем	1	2
524	о роли	1	2
525	или иного	2	2
526	так или	2	2
527	в частности	14	2
528	та же	2	2
529	оно и	1	2
530	друга в	1	2
531	чужому слову	1	2
532	перемены в	1	2
533	оно не	2	2
534	сами по	2	2
535	ориентировано на	1	2
536	которых и	2	2
537	между которыми	1	2
538	и соответственно	2	2
539	как о	1	2
540	никто не	1	2
541	себя и	2	2
542	бы не	2	2
543	далек от	1	2
544	по крайней	1	2
545	к конкретным	1	2
546	слова которое	1	2
547	что мы	2	2
548	это явление	1	2
549	быть не	1	2
550	в непосредственном	1	2
551	друг от	1	2
552	в совершенно	1	2
553	идет об	1	2
554	каждый из	2	2
555	известной степени	1	2
556	высказывания которые	1	2
557	и небо	1	2
558	за пределами	1	2
559	только здесь	1	2
560	до известной	1	2
561	это одно	1	2
562	в самой	1	2
563	жизни но	2	2
564	данном случае	4	2
565	зависит от	2	2
566	в литературе	2	2
567	о нем	4	2
568	же не	4	2
569	от друга	1	2
570	и где	1	2
571	форм но	1	2
572	есть в	2	2
573	мира и	2	2
574	и могут	1	2
575	по его	1	2
576	это было	1	2
577	но уже	1	2
578	на его	1	2
579	они все	2	2
580	и тех	1	2
581	искать в	1	2
582	одну из	2	2
583	не по	1	2
584	для кого	1	2
585	во второй	2	2
586	нового времени	2	2
587	глава четвертая	1	2
588	мы были	1	2
589	иной степени	1	2
590	идет о	2	2
591	речевых жанров	4	2
592	в понимании	1	2
593	этом и	1	2
594	иное как	2	2
595	высказывания без	1	2
596	само по	1	2
597	и наконец	1	2
598	форме и	1	2
599	без помощи	1	2
600	существенную роль	1	1
601	мир не	1	1
602	выступлений и	1	1
603	с которыми	1	1
604	более не	2	1
605	нельзя признать	1	1
606	что один	1	1
607	на границах	1	1
608	быть по	1	1
609	отвечает на	1	1
610	зрения на	2	1
611	русской литературе	1	1
612	исходя из	2	1
613	с формой	1	1
614	иной форме	1	1
615	того не	1	1
616	граница между	1	1
617	история не	1	1
618	художника но	1	1
619	формы целого	1	1
620	может служить	1	1
621	которой в	1	1
622	строго говоря	1	1
623	можно определить	1	1
624	говорит о	2	1
625	не являются	2	1
626	лишь одной	1	1
627	одно из	2	1
628	его от	1	1
629	этого момента	1	1
630	структуры в	2	1
631	и внутреннего	1	1
632	классические образцы	1	1
633	это определение	1	1
634	этом качестве	1	1
635	рассеянной чужой	1	1
636	идти в	1	1
637	из двух	3	1
638	ни одна	1	1
639	и сам	1	1
640	мысль о	1	1
641	речевой деятельности	1	1
642	конечном счете	2	1
643	и неуверенность	1	1
644	в соответствии	1	1
645	всегда в	1	1
646	что по	2	1
647	кроме самого	1	1
648	оказываются в	1	1
649	наш взгляд	1	1
650	отталкивается от	1	1
651	собой не	2	1
652	в художественном	1	1
653	человека есть	1	1
654	когда в	1	1
655	речь идет	4	1
656	организму является	1	1
657	общий знаменатель	1	1
658	как только	1	1
659	никакой иной	1	1
660	все их	2	1
661	всем его	1	1
662	при анализе	1	1
663	своему герою	1	1
664	имеется ряд	1	1
665	при всей	4	1
666	различные эпохи	1	1
667	рассказ о	1	1
668	было не	1	1
669	в первую	1	1
670	в противовес	4	1
671	героя или	1	1
672	ее к	1	1
673	и лежащее	1	1
674	осуществляется в	1	1
675	не могли	1	1
676	принципиальное различие	1	1
677	совершенно особое	1	1
678	в противоположность	2	1
679	не должен	1	1
680	процесс в	1	1
681	при рассмотрении	1	1
682	но во	1	1
683	высказывания о	1	1
684	отрыве от	1	1
685	и должна	1	1
686	не всегда	2	1
687	переставая быть	1	1
688	в него	1	1
689	но может	1	1
690	и когда	2	1
691	приходит к	2	1
692	смысле является	1	1
693	для своей	2	1
694	оно существует	1	1
695	отметить что	1	1
696	но также	1	1
697	автора с	1	1
698	ни одного	1	1
699	и над	1	1
700	говорящих и	1	1
701	направленного на	2	1
702	неотделима от	1	1
703	в душах	1	1
704	которых может	1	1
705	кругозор не	1	1
706	жизни как	3	1
707	они лишены	1	1
708	что существует	1	1
709	и оценки	1	1
710	к которому	2	1
711	ибо жизнь	1	1
712	еще одна	3	1
713	этом контексте	1	1
714	не переставая	1	1
715	приобщения к	1	1
716	нем не	1	1
717	толстого или	1	1
718	что именно	2	1
719	по поводу	1	1
720	времени а	1	1
721	литературу в	1	1
722	уже по	1	1
723	себе самом	2	1
724	того кому	1	1
725	не происходит	1	1
726	новейшее время	1	1
727	фактической стороны	1	1
728	нами не	2	1
729	форме определенной	1	1
730	как нам	1	1
731	он от	1	1
732	в обеих	1	1
733	высказываний в	1	1
734	в драме	1	1
735	на том	3	1
736	слова эта	1	1
737	такого рода	7	1
738	внимание на	1	1
739	время в	2	1
740	т.п то	1	1
741	и чрезвычайно	1	1
742	теперь у	1	1
743	что несмотря	1	1
744	и через	1	1
745	они в	2	1
746	свет и	1	1
747	в третьем	3	1
748	и развития	1	1
749	отношения между	1	1
750	отцов и	1	1
751	в конечном	3	1
752	даже вовсе	2	1
753	мы касаемся	1	1
754	в разные	1	1
755	от тех	1	1
756	утрачивает свою	1	1
757	в изложении	1	1
758	не нуждается	1	1
759	сделать не	1	1
760	которое в	1	1
761	как таковое	1	1
762	на себя	3	1
763	быть только	1	1
764	человек и	1	1
765	как говорит	3	1
766	встречается в	2	1
767	же обстоит	1	1
768	от одной	2	1
769	в мире	9	1
770	герой в	1	1
771	в единой	1	1
772	представляется нам	1	1
773	в себя	6	1
774	точек зрения	2	1
775	людьми и	1	1
776	западной европе	1	1
777	от предмета	1	1
778	до нас	1	1
779	претендуют на	1	1
780	словарного слова	1	1
781	и быть	1	1
782	не отражает	1	1
783	не сводится	2	1
784	на этом	1	1
785	к предмету	1	1
786	включать в	2	1
787	здесь сводится	1	1
788	очень часто	1	1
789	в структуре	2	1
790	и передачи	1	1
791	широкое и	1	1
792	быть осуществлено	1	1
793	длинный и	1	1
794	процесса исторического	1	1
795	от рассмотрения	1	1
796	и существенно	1	1
797	однако эта	1	1
798	но зато	1	1
799	процессов и	1	1
800	главного героя	2	1
801	и некоторое	1	1
802	дела и	1	1
803	и знает	1	1
804	к рассказу	1	1
805	в едином	1	1
806	или иное	2	1
807	равной степени	1	1
808	исторического характера	1	1
809	как известно	2	1
810	ведь как	1	1
811	истории и	2	1
812	но без	2	1
813	одного сознания	2	1
814	однако в	2	1
815	события общения	1	1
816	и интонациями	1	1
817	о его	1	1
818	приводят к	1	1
819	ситуацией высказывания	1	1
820	одновременно в	1	1
821	лучше сказать	1	1
822	это ощущение	1	1
823	мы будем	1	1
824	на историю	1	1
825	теми же	1	1
826	и определяется	1	1
827	в силу	4	1
828	до наших	1	1
829	бы быть	3	1
830	процесса и	2	1
831	формах косвенной	1	1
832	занятой им	1	1
833	тексте а	1	1
834	есть система	1	1
835	в один	1	1
836	возможностей в	1	1
837	не отличается	2	1
838	здесь это	1	1
839	как теперь	1	1
840	мире и	1	1
841	первую очередь	1	1
842	образом и	1	1
843	понимания не	1	1
844	кто говорит	2	1
845	и делающая	1	1
846	отношению ко	1	1
847	как таковой	1	1
848	в вопросах	1	1
849	достоевского и	1	1
850	которым можно	2	1
851	них в	1	1
852	если в	3	1
853	на ее	1	1
854	говорит и	2	1
855	человек с	1	1
856	этого второго	1	1
857	чтобы стать	2	1
858	ни единого	1	1
859	сам по	1	1
860	в глубинах	1	1
861	истории в	3	1
862	в работах	1	1
863	к определению	1	1
864	бы между	1	1
865	и делает	1	1
866	подобно тому	2	1
867	перед ними	1	1
868	себе не	2	1
869	не распадается	1	1
870	целостности и	1	1
871	если не	4	1
872	этой точки	2	1
873	с таким	1	1
874	что у	2	1
875	произведения в	1	1
876	в россии	1	1
877	и столь	1	1
878	областями знания	1	1
879	в различные	1	1
880	и какая	1	1
881	что могло	1	1
882	основе своей	4	1
883	только то	1	1
884	произведение в	1	1
885	что иное	2	1
886	как наука	1	1
887	связаны между	1	1
888	ключом к	1	1
889	при всех	2	1
890	в известном	2	1
891	на мать	1	1
892	которая не	1	1
893	во сне	1	1
894	и было	1	1
895	два слова	1	1
896	раньше у	1	1
897	не входит	1	1
898	ориентация на	1	1
899	эта особенность	1	1
900	ни на	1	1
901	мы переходим	1	1
902	а если	2	1
903	далее и	1	1
904	совершенно иной	2	1
905	и стилистической	1	1
906	в роли	2	1
907	форма высказывания	2	1
908	в иной	2	1
909	о котором	1	1
910	истории но	1	1
911	которое не	1	1
912	а может	1	1
913	без чего	3	1
914	этом даже	1	1
915	диалога и	1	1
916	не понимает	1	1
917	в это	1	1
918	следует отличать	1	1
919	своем качестве	1	1
920	тому или	1	1
921	от позиции	1	1
922	времени и	7	1
923	случае с	1	1
924	с фактической	1	1
925	в двенадцатом	1	1
926	цели и	1	1
927	процесс не	1	1
928	в обоих	2	1
929	а лишь	1	1
930	она все	1	1
931	образом не	1	1
932	без участия	1	1
933	и там	1	1
934	соответствии с	1	1
935	не случаен	1	1
936	для изучения	1	1
937	речевого целого	1	1
938	может оказаться	2	1
939	в конкретной	1	1
940	то она	2	1
941	том же	1	1
942	характерное для	1	1
943	есть особая	1	1
944	к прошлому	1	1
945	здесь и	2	1
946	свободного выбора	1	1
947	неотделимо от	1	1
948	своей особой	1	1
949	во времени	8	1
950	то или	3	1
951	жизни не	1	1
952	с толпой	1	1
953	рассчитан на	1	1
954	слова от	1	1
955	эту форму	1	1
956	характер что	1	1
957	в художественных	1	1
958	может ощущаться	1	1
959	дает нам	1	1
960	но на	1	1
961	от окружающего	1	1
962	в смысл	1	1
963	не поддается	1	1
964	тоже не	1	1
965	ничем не	1	1
966	аналогии с	1	1
967	художественного высказывания	2	1
968	голоса в	1	1
969	опыта к	1	1
970	он как	1	1
971	которых он	1	1
972	это часто	1	1
973	только благодаря	1	1
974	это дает	1	1
975	имеет значения	1	1
976	и кажется	1	1
977	как у	1	1
978	понят и	1	1
979	силу и	1	1
980	слова а	1	1
981	когда же	1	1
982	этот ряд	1	1
983	а на	1	1
984	была впервые	1	1
985	ко второму	1	1
986	наших дней	1	1
987	и риторика	3	1
988	художественного религиозного	1	1
989	становления и	1	1
990	это еще	1	1
991	по существу	2	1
992	в равной	1	1
993	не подлежит	1	1
994	определяя его	1	1
995	на фоне	1	1
996	по своему	1	1
997	мышлении и	1	1
998	и со	1	1
999	быть сведена	1	1
1000	все равно	1	1
1001	всего было	1	1
1002	они лишь	1	1
1003	в гостиной	1	1
1004	чего в	1	1
1005	особенно в	3	1
1006	разнообразных формах	1	1
1007	в меру	1	1
1008	и конец	1	1
1009	ему не	1	1
1010	особенности его	1	1
1011	автора как	1	1
1012	как формы	2	1
1013	чтобы сделать	1	1
1014	может иметь	1	1
1015	бытия как	1	1
1016	мы воспринимаем	1	1
1017	формы высказывания	1	1
1018	всю свою	1	1
1019	чистом виде	1	1
1020	своего исторического	1	1
1021	ни один	1	1
1022	однако если	1	1
1023	тому как	2	1
1024	но всегда	1	1
1025	восприятие и	1	1
1026	в акте	1	1
1027	можно но	1	1
1028	и может	1	1
1029	возможна лишь	1	1
1030	характерно для	1	1
1031	формы построения	1	1
1032	но она	1	1
1033	личности в	2	1
1034	случаях когда	1	1
1035	время они	1	1
1036	у нее	2	1
1037	устанавливаются отношения	1	1
1038	как то	1	1
1039	с человеком	2	1
1040	в россию	1	1
1041	не рассчитан	1	1
1042	поскольку оно	2	1
1043	в рамках	12	1
1044	в отрыве	1	1
1045	отношение к	2	1
1046	к ней	1	1
1047	для обозначения	1	1
1048	в новейшее	1	1
1049	в плане	1	1
1050	дело здесь	1	1
1051	произведения не	1	1
1052	дело в	1	1
1053	особое отношение	1	1
1054	природы высказывания	1	1
1055	понимаем и	1	1
1056	в западной	1	1
1057	бытия и	1	1
1058	говорящего но	1	1
1059	жизненного процесса	1	1
1060	как будто	3	1
1061	может приобрести	1	1
1062	является ли	1	1
1063	совокупность фактов	1	1
1064	в восьми	1	1
1065	ни был	1	1
1066	вне ее	1	1
1067	такое слово	1	1
1068	хотя они	1	1
1069	именно это	2	1
1070	и совершенно	1	1
1071	индивидуального речевого	2	1
1072	нашему внутреннему	1	1
1073	как для	1	1
1074	жизнью и	2	1
1075	героя но	1	1
1076	начинает входить	1	1
1077	себе а	1	1
