N	2gram	Potebnia_M	Freidism
114	в человеке	4	6
115	одно из	6	6
116	в корне	1	6
117	не менее	9	6
118	но мы	3	6
119	к тому	9	6
120	можно сказать	4	6
121	в свою	6	6
122	для того	8	6
123	же время	8	6
124	из этих	10	6
125	о бессознательном	1	6
126	ни о	3	6
127	что такое	2	6
128	во время	4	6
129	на самом	4	6
130	сознания и	2	6
131	чем же	1	6
132	в таком	6	6
133	большинстве случаев	2	6
134	она не	4	6
135	совсем не	2	6
136	и что	13	6
137	в пределах	1	6
138	человека и	8	6
139	и о	6	6
140	до сознания	2	6
141	и только	5	6
142	для этого	1	6
143	не можем	8	6
144	что это	6	5
145	в более	4	5
146	в своих	2	5
147	ее в	2	5
148	в процессе	2	5
149	с ними	6	5
150	вместе с	22	5
151	со стороны	4	5
152	в следующей	1	5
153	на первый	1	5
154	тех же	1	5
155	того чтобы	5	5
156	сознание и	5	5
157	увидим что	2	5
158	говорить о	6	5
159	на основании	1	5
160	и до	2	5
161	чем не	1	5
162	потому и	1	5
163	что она	4	5
164	можем сказать	1	5
165	он сам	2	5
166	по поводу	8	5
167	той же	6	5
168	это не	2	5
169	в ее	3	5
170	что и	16	5
171	с их	1	5
172	в которой	9	5
173	тому что	6	5
174	между ними	4	5
175	в этих	2	5
176	в себя	1	5
177	внутренней речи	1	5
178	и по	5	5
179	таким путем	2	5
180	не было	12	5
181	другими словами	3	5
182	во второй	1	5
183	не знает	4	5
184	как это	1	5
185	далеко не	5	5
186	только то	1	5
187	от того	10	5
188	в большинстве	2	5
189	заключается в	2	5
190	что может	1	5
191	ничего не	1	5
192	в общем	1	5
193	а потому	8	4
194	в последнем	4	4
195	как с	1	4
196	мысли и	8	4
197	сам по	9	4
198	в виду	1	4
199	сводится к	1	4
200	по себе	26	4
201	если бы	20	4
202	именно в	5	4
203	в собственном	3	4
204	может стать	3	4
205	как в	17	4
206	себя и	4	4
207	зависимости от	1	4
208	из которого	1	4
209	ничего общего	2	4
210	жизнь человека	1	4
211	это и	2	4
212	данном случае	3	4
213	в данном	3	4
214	в котором	7	4
215	в первый	1	4
216	потому что	82	4
217	только как	9	4
218	это только	2	4
219	и оно	3	4
220	не всегда	5	4
221	и т.п	1	4
222	слова и	8	4
223	только на	4	4
224	а только	7	4
225	в истории	2	4
226	так же	6	4
227	свою очередь	6	4
228	на которые	1	4
229	нет и	2	4
230	на него	3	4
231	в своем	6	4
232	содержание его	3	4
233	нигде не	1	4
234	и внешней	1	4
235	но это	9	4
236	едва ли	1	4
237	дает нам	3	4
238	влияние на	3	4
239	что оно	12	4
240	этот процесс	1	4
241	и за	1	4
242	этом отношении	2	4
243	тем не	7	4
244	человека в	2	4
245	таком случае	2	4
246	у него	3	4
247	не существует	5	4
248	в голову	3	4
249	я не	1	4
250	по своему	2	4
251	между собой	1	4
252	нисколько не	1	4
253	на язык	1	4
254	и вообще	4	4
255	человека к	1	4
256	в таких	4	4
257	нашего сознания	1	4
258	не дает	2	4
259	и речи	1	4
260	то ни	1	4
261	этом мы	1	4
262	и может	4	4
263	должны быть	3	4
264	к ней	7	4
265	главным образом	1	4
266	в систему	2	4
267	в области	3	4
268	его к	2	4
269	в целом	5	4
270	внутреннюю и	1	4
271	ответ на	3	3
272	себе самом	1	3
273	не так	1	3
274	собственном смысле	2	3
275	до сих	4	3
276	и должны	1	3
277	часть его	2	3
278	и при	5	3
279	связанное с	3	3
280	о которой	1	3
281	мы в	3	3
282	в результате	1	3
283	и тот	5	3
284	в них	9	3
285	оно не	7	3
286	и даже	3	3
287	нам в	1	3
288	все то	3	3
289	все его	2	3
290	их в	3	3
291	это содержание	7	3
292	себя с	1	3
293	к его	2	3
294	жизни в	1	3
295	которое не	2	3
296	во сне	1	3
297	жизни к	2	3
298	связано с	2	3
299	в обществе	1	3
300	что мы	16	3
301	раз и	1	3
302	он был	1	3
303	ребенка в	1	3
304	на основе	1	3
305	и содержание	2	3
306	одной и	6	3
307	между двумя	5	3
308	в одном	4	3
309	в совершенно	1	3
310	в бессознательном	1	3
311	и той	4	3
312	уже в	10	3
313	как на	6	3
314	тем же	6	3
315	в нашем	1	3
316	находится в	5	3
317	с этими	1	3
318	о том	7	3
319	в сознании	36	3
320	на этот	1	3
321	единства и	1	3
322	а следовательно	1	3
323	из него	4	3
324	того же	5	3
325	не найдем	1	3
326	представления и	4	3
327	бы то	2	3
328	только не	5	3
329	и то	13	3
330	видели что	1	3
331	мы видим	3	3
332	не будем	1	3
333	не без	1	3
334	тому чтобы	1	3
335	к сознанию	4	3
336	у нас	2	3
337	и притом	3	3
338	от всех	1	3
339	этого не	3	3
340	одним из	3	3
341	в силах	1	3
342	возможно только	6	3
343	но для	1	3
344	развития как	1	3
345	не остается	1	3
346	и как	8	3
347	есть только	9	3
348	и сам	1	3
349	на все	3	3
350	и со	1	3
351	один и	2	3
352	представляется нам	2	3
353	в свой	2	3
354	и следовательно	3	3
355	же касается	1	3
356	себе и	1	3
357	которой он	1	3
358	единство и	2	3
359	и таким	1	3
360	под влиянием	1	3
361	сих пор	4	3
362	сказать и	2	3
363	этого сна	1	3
364	такие же	2	3
365	и внешнюю	1	3
366	в самых	1	3
367	между тем	19	3
368	в какой	3	3
369	в искусстве	6	3
370	когда он	1	3
371	конечно в	1	3
372	человека с	2	3
373	или как	1	3
374	ведь мы	1	3
375	целом и	1	3
376	себя в	1	3
377	природы и	2	3
378	мы называем	2	3
379	бы он	1	3
380	них не	4	3
381	и от	5	3
382	и есть	4	3
383	на другие	7	3
384	формы и	2	3
385	на место	1	3
386	на всем	1	3
387	сказать о	2	3
388	а как	2	3
389	независимо от	10	3
390	если это	1	3
391	на это	4	3
392	и самое	3	2
393	в тени	2	2
394	для ребенка	2	2
395	совершается процесс	1	2
396	отношению ко	1	2
397	самого себя	3	2
398	или только	2	2
399	его с	3	2
400	должна быть	2	2
401	ровно ничего	1	2
402	тогда когда	20	2
403	для себя	3	2
404	человек может	2	2
405	и их	4	2
406	воспоминания о	2	2
407	из которых	1	2
408	не как	3	2
409	находятся в	3	2
410	в науке	3	2
411	по-видимому не	2	2
412	из того	2	2
413	нас в	3	2
414	для нас	40	2
415	и об	1	2
416	же что	8	2
417	это есть	1	2
418	которой происходит	1	2
419	жизни ребенка	1	2
420	эти понятия	1	2
421	чувства и	5	2
422	в первом	5	2
423	но все	2	2
424	сознание не	1	2
425	относится и	1	2
426	с таким	3	2
427	равно как	2	2
428	вывести из	1	2
429	теми же	1	2
430	из всего	1	2
431	к другим	4	2
432	отношения к	2	2
433	для сознания	5	2
434	в мире	3	2
435	только через	1	2
436	приходит в	1	2
437	меньшей мере	1	2
438	а именно	1	2
439	явлением в	1	2
440	явлений и	3	2
441	мы только	2	2
442	предмета и	2	2
443	только для	3	2
444	не имеет	10	2
445	отличается от	1	2
446	да и	2	2
447	легче всего	1	2
448	при помощи	2	2
449	и было	1	2
450	не входит	1	2
451	тому кто	1	2
452	художественный образ	2	2
453	его и	1	2
454	в такой	2	2
455	бы и	4	2
456	должно быть	9	2
457	первым и	1	2
458	вопрос о	2	2
459	и начинается	1	2
460	опыта как	1	2
461	и между	4	2
462	в течение	2	2
463	связана с	1	2
464	одной стороны	4	2
465	относится к	6	2
466	таком виде	1	2
467	мыслью о	1	2
468	время в	3	2
469	и теперь	6	2
470	для нее	1	2
471	в изучении	1	2
472	его уже	1	2
473	или может	1	2
474	при таких	2	2
475	в различных	2	2
476	и значение	2	2
477	превращается в	3	2
478	еще более	1	2
479	на первых	2	2
480	никаких оснований	1	2
481	в глаза	2	2
482	же самое	3	2
483	с другой	8	2
484	в прошлом	1	2
485	значение во	1	2
486	на более	2	2
487	когда человек	3	2
488	заметить что	7	2
489	мог бы	1	2
490	и во	1	2
491	в самое	2	2
492	но именно	1	2
493	и состав	1	2
494	только при	2	2
495	с мыслью	1	2
496	то она	1	2
497	не имели	2	2
498	для понимания	5	2
499	по меньшей	1	2
500	душевная жизнь	1	2
501	друг друга	6	2
502	бы в	3	2
503	но так	3	2
504	только о	2	2
505	образы и	1	2
506	в связь	1	2
507	содержание сознания	1	2
508	в первых	1	2
509	его можно	1	2
510	на языке	2	2
511	что с	2	2
512	но более	1	2
513	мы могли	2	2
514	по преимуществу	1	2
515	ничем не	1	2
516	законы образования	1	2
517	зависит от	7	2
518	с одной	8	2
519	что значит	1	2
520	в состоянии	5	2
521	личной жизни	1	2
522	ни было	2	2
523	одного только	1	2
524	что при	3	2
525	такое же	5	2
526	о нем	1	2
527	и сама	2	2
528	но как	2	2
529	и выражение	1	2
530	на которой	4	2
531	нет это	1	2
532	чем он	1	2
533	представлений и	5	2
534	что между	2	2
535	в следующем	1	2
536	них и	1	2
537	внешнего мира	1	2
538	в их	2	2
539	на образование	1	2
540	этого сознания	1	2
541	отказаться от	2	2
542	в несколько	1	2
543	ее от	2	2
544	как по	1	2
545	а также	1	2
546	которые мы	3	2
547	и которая	1	2
548	дело в	1	2
549	все наше	1	2
550	как его	1	2
551	для развития	3	2
552	уже совершенно	1	2
553	вообще не	1	2
554	между собою	13	2
555	на другую	1	2
556	ясно что	1	2
557	он в	1	2
558	эти три	1	2
559	если и	2	2
560	есть та	1	2
561	всем своем	1	2
562	не есть	24	2
563	рядом с	2	2
564	и старается	1	2
565	стремление к	1	2
566	следовательно и	2	2
567	к своему	3	2
568	как ее	2	2
569	от этого	2	2
570	больше и	1	2
571	это было	3	2
572	идеи и	2	2
573	должен быть	1	2
574	в эту	4	2
575	жизни то	2	2
576	что как	4	2
577	в одной	1	2
578	с первого	2	2
579	на них	2	2
580	могли бы	3	2
581	и мысли	2	2
582	не то	6	2
583	а с	4	2
584	же с	7	2
585	отличие от	2	2
586	а его	1	2
587	в поле	1	2
588	я оно	1	2
589	его не	2	2
590	на другой	2	2
591	к этим	1	2
592	с большим	1	2
593	или же	8	2
594	и тем	8	2
595	с объективной	1	2
596	одним словом	3	2
597	можно сделать	1	2
598	если же	1	2
599	нужно сказать	1	2
600	есть и	3	2
601	и та	5	2
602	ни одно	2	2
603	в нашей	1	2
604	входит в	3	2
605	в нас	2	2
606	не следует	6	2
607	этом смысле	2	2
608	таких случаях	2	2
609	но вместе	5	2
610	что бы	1	2
611	то или	2	2
612	думать что	6	2
613	нам о	1	2
614	его отношение	1	2
615	когда мы	4	2
616	но эти	1	2
617	или вовсе	3	2
618	на свет	1	2
619	художественное творчество	1	2
620	во многом	3	2
621	ли мы	3	2
622	но нет	2	2
623	всех сторон	3	2
624	все остальное	1	2
625	образом в	4	2
626	или другими	1	2
627	необходим для	1	2
628	но если	2	2
629	там где	6	2
630	человек не	4	2
631	то в	1	2
632	к работе	1	2
633	как совокупность	2	2
634	только одну	2	2
635	чтобы не	1	2
636	он должен	2	2
637	как для	1	2
638	не к	4	2
639	при воспоминании	2	1
640	только их	1	1
641	это внутреннее	1	1
642	науки о	1	1
643	мир не	1	1
644	и психическое	1	1
645	во всем	2	1
646	ее сознание	1	1
647	с уверенностью	1	1
648	не нашел	2	1
649	в содержании	1	1
650	несомненно что	3	1
651	образом и	3	1
652	только из	2	1
653	в ком	1	1
654	человеческой души	1	1
655	например это	2	1
656	следующем в	1	1
657	в настоящем	1	1
658	мы найдем	1	1
659	тянется к	1	1
660	и здесь	3	1
661	та же	3	1
662	образов в	1	1
663	каждое явление	1	1
664	всего на	1	1
665	будет никаких	1	1
666	то есть	53	1
667	но за	1	1
668	себе оно	1	1
669	насколько оно	3	1
670	сходство с	1	1
671	которые не	1	1
672	исходя из	1	1
673	чем сильнее	1	1
674	судить о	2	1
675	которая в	1	1
676	и самому	1	1
677	своего собственного	1	1
678	именно того	2	1
679	накопляется в	1	1
680	порядка в	1	1
681	до него	2	1
682	на ее	2	1
683	есть прежде	2	1
684	из таких	1	1
685	оно было	1	1
686	и вслед	1	1
687	или по	2	1
688	его содержание	1	1
689	любовь к	1	1
690	само собою	1	1
691	об искусстве	1	1
692	и далее	1	1
693	чувства как	1	1
694	до самого	1	1
695	природу в	1	1
696	говорит нам	2	1
697	даже в	3	1
698	была бы	5	1
699	не всякий	1	1
700	его за	2	1
701	переносится в	1	1
702	а у	1	1
703	ребенок в	1	1
704	знает другого	1	1
705	мы чувствуем	1	1
706	этом случае	2	1
707	в разных	4	1
708	отношении к	3	1
709	и должен	1	1
710	по выражению	1	1
711	мы вспоминаем	1	1
712	самого важного	1	1
713	одной только	2	1
714	слова поэтому	1	1
715	никак не	3	1
716	переносит в	1	1
717	мысли сила	1	1
718	но тем	4	1
719	нас за	1	1
720	мы замечаем	1	1
721	этой работе	1	1
722	в другой	3	1
723	и лучше	1	1
724	теряет своей	1	1
725	его во	1	1
726	в область	1	1
727	что человек	4	1
728	и внешнего	1	1
729	потому не	1	1
730	заметим что	1	1
731	понятно и	1	1
732	же прежде	1	1
733	и слов	1	1
734	быть может	7	1
735	именно эти	2	1
736	сознание с	1	1
737	найдем и	1	1
738	посредством соединения	1	1
739	же самые	1	1
740	и эти	1	1
741	такого же	1	1
742	должен был	2	1
743	и самая	1	1
744	от их	1	1
745	человека только	2	1
746	этого мифа	1	1
747	этим путем	1	1
748	что нет	1	1
749	начинается с	1	1
750	и связаны	1	1
751	ко всем	5	1
752	ему но	1	1
753	оно принадлежит	1	1
754	но только	3	1
755	себе то	1	1
756	не более	1	1
757	время как	3	1
758	отличаются от	1	1
759	месте но	1	1
760	и навсегда	1	1
761	именно оно	1	1
762	в наших	2	1
763	их и	1	1
764	следовательно в	1	1
765	время служит	1	1
766	на такой	1	1
767	каким образом	2	1
768	показать что	1	1
769	именно не	1	1
770	мы говорим	2	1
771	оно есть	4	1
772	в мыслях	1	1
773	есть именно	2	1
774	быть непосредственно	1	1
775	как при	3	1
776	своей души	1	1
777	форму и	1	1
778	тем что	13	1
779	тела и	2	1
780	уже на	2	1
781	трудом и	1	1
782	то время	7	1
783	выражено в	1	1
784	независимое от	1	1
785	например в	9	1
786	относящиеся к	1	1
787	с тем	9	1
788	когда это	1	1
789	с не	2	1
790	отдельного человека	1	1
791	которое тоже	1	1
792	это относится	1	1
793	там же	8	1
794	к самому	2	1
795	к нам	2	1
796	не говорящих	1	1
797	с такими	1	1
798	что по	4	1
799	это чувство	1	1
800	необходимости в	1	1
801	не вносит	1	1
802	с собою	1	1
803	ряд мыслей	2	1
804	в слове	41	1
805	связано все	1	1
806	со всем	1	1
807	не приводит	1	1
808	что иное	1	1
809	и т	12	1
810	не что	1	1
811	правда не	1	1
812	как наука	1	1
813	бы не	6	1
814	своей совокупности	1	1
815	человека есть	1	1
816	значение какое	1	1
817	так называемая	1	1
818	можем выразить	2	1
819	субъективное и	1	1
820	в душу	1	1
821	в это	2	1
822	них в	2	1
823	слове и	6	1
824	в ряду	7	1
825	знакомый нам	1	1
826	по крайней	8	1
827	которую не	1	1
828	все члены	1	1
829	мы с	1	1
830	на одном	2	1
831	который и	1	1
832	относящимся к	1	1
833	этим лицом	1	1
834	нам представляется	1	1
835	свое время	1	1
836	г в	1	1
837	первый взгляд	1	1
838	это был	1	1
839	но оно	6	1
840	старались показать	2	1
841	нет ничего	2	1
842	и того	2	1
843	ни понимать	1	1
844	что сознание	4	1
845	природы в	3	1
846	бросается в	1	1
847	нам не	2	1
848	понятно что	1	1
849	тоже как	1	1
850	этого явления	1	1
851	любви которой	1	1
852	остановимся на	1	1
853	это с	1	1
854	к дальнейшему	1	1
855	не хотим	1	1
856	и действий	1	1
857	истории не	1	1
858	было в	6	1
859	уже из	1	1
860	где нет	1	1
861	то это	9	1
862	последнего не	1	1
863	можно считать	1	1
864	что этот	2	1
865	далее и	2	1
866	самих и	1	1
867	эти чувства	1	1
868	после того	2	1
869	не согласиться	1	1
870	ребенка еще	1	1
871	можем не	2	1
872	смерти и	1	1
873	выделяется и	1	1
874	со всех	3	1
875	это последнее	4	1
876	оба эти	2	1
877	что всякое	1	1
878	сознание это	1	1
879	и заставляет	1	1
880	очень немногое	1	1
881	то и	10	1
882	предмет в	1	1
883	хотя с	1	1
884	и каждое	2	1
885	совсем другой	1	1
886	них самих	2	1
887	мы его	2	1
888	говорить не	1	1
889	и скупости	1	1
890	но даже	3	1
891	понятия в	1	1
892	мог ли	1	1
893	истории но	1	1
894	явления и	2	1
895	быть не	4	1
896	представлял себе	1	1
897	и другой	1	1
898	на два	1	1
899	вызывает в	2	1
900	оно как	1	1
901	переводе на	1	1
902	во многих	3	1
903	миф о	1	1
904	а может	2	1
905	каждое по-своему	1	1
906	и находится	1	1
907	и тогда	4	1
908	каждом слове	1	1
909	имея в	1	1
910	в современном	1	1
911	окажется что	1	1
912	своего происхождения	2	1
913	картины и	1	1
914	с которой	2	1
915	развития и	1	1
916	последнее слово	1	1
917	но уже	2	1
918	идти по	1	1
919	знаем только	1	1
920	которое с	1	1
921	именно на	2	1
922	только один	3	1
923	об отношении	5	1
924	стороны формы	2	1
925	к своим	1	1
926	в которую	1	1
927	в противоречие	1	1
928	если вместо	1	1
929	образом из	1	1
930	в строгом	1	1
931	и когда	1	1
932	приходит к	1	1
933	принимать за	1	1
934	с первой	1	1
935	и наиболее	1	1
936	значение чем	1	1
937	людей и	2	1
938	как совокупности	1	1
939	образом что	2	1
940	весь процесс	1	1
941	целый ряд	2	1
942	сильно действуют	1	1
943	времени и	2	1
944	его содержании	1	1
945	они с	1	1
946	принадлежит не	1	1
947	уже и	1	1
948	детской души	1	1
949	как оно	2	1
950	этой картины	1	1
951	что когда	1	1
952	различных средств	1	1
953	сознание или	1	1
954	и определенности	1	1
955	только это	1	1
956	нуждаются в	1	1
957	любви к	1	1
958	так называемых	3	1
959	что те	2	1
960	в вопросе	1	1
961	не представляет	1	1
962	всего что	1	1
963	на ней	1	1
964	был более	1	1
965	мы привыкли	1	1
966	и формы	1	1
967	известной степени	1	1
968	конец его	1	1
969	некоторое время	3	1
970	на одну	1	1
971	них находит	1	1
972	из виду	4	1
973	разные стороны	1	1
974	чувства а	1	1
975	человек должен	2	1
976	и там	1	1
977	и еще	1	1
978	между людьми	2	1
979	уже более	2	1
980	переход от	3	1
981	без его	1	1
982	без всякого	2	1
983	он выражен	1	1
984	взрослый человек	1	1
985	ребенок еще	1	1
986	и связанное	1	1
987	под ним	2	1
988	настоящее время	1	1
989	эта идея	1	1
990	в голове	1	1
991	мысль не	3	1
992	в сфере	1	1
993	к следующему	1	1
994	этой категории	1	1
995	по которой	1	1
996	например образ	1	1
997	затем в	1	1
998	она ни	1	1
999	оказываются только	1	1
1000	получает возможность	2	1
1001	если будем	1	1
1002	в самую	1	1
1003	всех остальных	1	1
1004	таких условиях	1	1
1005	только этим	1	1
1006	еще ничего	1	1
1007	одной из	3	1
1008	общие черты	2	1
1009	такие понятия	1	1
1010	а между	6	1
1011	форма и	1	1
1012	производит на	1	1
1013	к которому	1	1
1014	с нею	5	1
1015	это отличие	1	1
1016	душевных явлений	2	1
1017	его должны	1	1
1018	котором мы	2	1
1019	том же	2	1
1020	не умеет	1	1
1021	его для	1	1
1022	он может	2	1
1023	видим в	1	1
1024	развития своего	1	1
1025	бы никакого	1	1
1026	каждое из	2	1
1027	который в	2	1
1028	своего содержания	2	1
1029	этого слова	14	1
1030	и внутренняя	1	1
1031	именно с	1	1
1032	в строго	1	1
1033	однако в	1	1
1034	его место	2	1
1035	от них	4	1
1036	перед нами	3	1
1037	простейшие явления	1	1
1038	что даже	5	1
1039	друг с	1	1
1040	человеческой деятельности	2	1
1041	одну сторону	1	1
1042	себя все	1	1
1043	оба члена	1	1
1044	этого мало	1	1
1045	является только	1	1
1046	на котором	4	1
1047	у них	1	1
1048	имели бы	1	1
1049	по-видимому совершенно	1	1
1050	только потому	8	1
1051	не мог	1	1
1052	она есть	2	1
1053	к ее	1	1
1054	так у	2	1
1055	хочет есть	1	1
1056	сознается и	1	1
1057	требование и	1	1
1058	мы еще	1	1
1059	ними в	3	1
1060	в настоящее	1	1
1061	сторону от	1	1
1062	действуют на	1	1
1063	который они	1	1
1064	крайней мере	8	1
1065	что конечно	3	1
1066	чтобы читатель	1	1
1067	и речь	1	1
1068	других явлений	1	1
1069	жизни с	1	1
1070	ли эта	1	1
1071	но есть	3	1
1072	примыкает к	4	1
1073	к содержанию	4	1
1074	своего развития	1	1
1075	гораздо более	1	1
1076	единство в	1	1
1077	намек на	1	1
1078	убеждение что	1	1
1079	на время	1	1
1080	всего того	1	1
1081	представления которые	1	1
1082	все в	3	1
1083	и предмет	1	1
1084	выделить и	1	1
1085	читатель может	1	1
1086	несколько слов	2	1
1087	его собственного	1	1
1088	нам известно	1	1
1089	что они	2	1
1090	в свое	2	1
1091	отношением человека	1	1
1092	не зная	1	1
1093	сознании или	1	1
1094	или наоборот	2	1
1095	но на	2	1
1096	еще одну	1	1
1097	ее влияние	1	1
1098	им извне	1	1
1099	и он	1	1
1100	чувствами и	1	1
1101	только одно	1	1
1102	ему в	2	1
1103	то оно	4	1
1104	у гоголя	1	1
1105	то увидим	1	1
1106	и психическая	1	1
1107	связи между	1	1
1108	величинами и	1	1
1109	гораздо сложнее	1	1
1110	в ребенке	2	1
1111	нет ни	2	1
1112	от его	2	1
1113	и внешнею	1	1
1114	похожи на	1	1
1115	это сходство	1	1
1116	на вопрос	2	1
1117	но из	1	1
1118	три направления	1	1
1119	нас не	1	1
1120	второй половине	1	1
1121	при всей	2	1
1122	иметь право	1	1
1123	но еще	1	1
1124	внимание на	2	1
1125	этого он	1	1
1126	противоречия и	1	1
1127	сознание в	1	1
1128	оно само	1	1
1129	не теряет	1	1
1130	ее развития	1	1
1131	упускать из	2	1
1132	строгом и	1	1
1133	я как	5	1
1134	убедить в	1	1
1135	проявляется в	2	1
1136	или с	2	1
1137	этой мысли	2	1
1138	как нет	1	1
1139	и самым	1	1
1140	хотя и	3	1
1141	переход к	1	1
1142	а это	2	1
1143	самая мысль	1	1
1144	между различными	1	1
1145	и восприятия	1	1
1146	которое должно	1	1
1147	мы старались	2	1
1148	рождается в	1	1
1149	души и	2	1
1150	сторона в	1	1
1151	известная доля	1	1
1152	желание его	1	1
1153	почему бы	1	1
1154	свободу и	1	1
1155	лучше чем	1	1
1156	мы или	2	1
1157	его внутренняя	2	1
1158	нашей души	1	1
1159	есть в	6	1
1160	соединения с	1	1
1161	механизм как	1	1
1162	многое в	1	1
1163	со своим	2	1
1164	из своих	1	1
1165	от сознания	3	1
1166	его сознание	2	1
1167	два раза	1	1
1168	но что	4	1
1169	не ограничивается	1	1
1170	смысле этого	9	1
1171	души а	1	1
1172	слово в	6	1
1173	не знаем	5	1
1174	и художественное	1	1
1175	участие в	1	1
1176	вытекает из	2	1
1177	без дальнейших	1	1
1178	бы предположить	1	1
1179	основана на	1	1
1180	не связано	1	1
1181	сознания то	1	1
1182	для его	1	1
1183	другого как	1	1
1184	и смысл	1	1
1185	этим мы	1	1
1186	в виде	3	1
1187	голову по	2	1
1188	однако не	1	1
1189	выделен один	1	1
1190	в самые	1	1
1191	один пример	1	1
1192	чем в	2	1
1193	именно что	1	1
1194	мы на	1	1
1195	без всяких	1	1
1196	сознания таким	1	1
1197	что ребенок	1	1
1198	дальнейшему развитию	1	1
1199	бы для	2	1
1200	больше в	1	1
1201	или в	4	1
1202	нет для	1	1
1203	же значение	1	1
1204	жизни это	1	1
1205	когда оно	3	1
1206	что к	2	1
1207	к чему	2	1
1208	не говорит	2	1
1209	очередь стремится	1	1
1210	остается и	1	1
1211	другие стороны	1	1
1212	прежде чем	2	1
1213	влияния на	2	1
1214	такой точки	1	1
1215	что его	3	1
1216	из сознания	3	1
1217	про себя	1	1
1218	который как	1	1
1219	но эта	3	1
1220	на нее	2	1
1221	было для	3	1
1222	отчета в	1	1
1223	эти образы	2	1
1224	и эта	2	1
1225	отношений к	1	1
1226	при одном	1	1
1227	чем состоит	1	1
1228	такой цели	1	1
1229	не признает	1	1
1230	исходят из	1	1
1231	много лет	1	1
1232	сознания но	1	1
1233	возможны только	3	1
1234	на тот	1	1
1235	может в	2	1
1236	вещь как	1	1
1237	это второе	1	1
1238	искусстве а	1	1
1239	сравнить его	1	1
1240	как говорит	1	1
1241	что поэтому	2	1
1242	и совсем	1	1
1243	и без	9	1
1244	содержание этого	2	1
1245	его душе	1	1
1246	более древнего	1	1
1247	было до	1	1
1248	прибавить что	5	1
1249	одно только	3	1
1250	говорят о	1	1
1251	в переводе	1	1
1252	даже тогда	3	1
1253	основано на	1	1
1254	душевные движения	1	1
1255	души в	2	1
1256	случаев но	1	1
1257	мира и	1	1
1258	состоянии в	1	1
1259	а эта	1	1
1260	сознание даже	1	1
1261	перейти к	1	1
1262	объективной стороны	1	1
1263	можно только	3	1
1264	понимание и	1	1
1265	за другим	4	1
1266	того и	2	1
1267	не на	1	1
1268	должно стать	1	1
1269	зрения и	2	1
1270	утверждать это	1	1
1271	здесь не	1	1
1272	следующими соображениями	1	1
1273	в двух	1	1
1274	лишь для	1	1
1275	в первые	1	1
1276	и влияние	1	1
1277	связанным с	1	1
1278	пока не	2	1
1279	точек зрения	1	1
1280	и это	6	1
1281	словами мы	1	1
1282	с другом	1	1
1283	в смысле	4	1
1284	в каждой	4	1
1285	внимание от	1	1
1286	сказать несколько	2	1
1287	из одного	3	1
1288	до того	5	1
1289	вследствие чего	1	1
1290	бы совершенно	1	1
1291	связанная с	3	1
1292	полагает что	1	1
1293	с себя	2	1
1294	на себе	3	1
1295	того насколько	2	1
1296	такой форме	1	1
1297	явлений как	1	1
1298	это так	2	1
1299	особенно в	1	1
1300	другой но	1	1
1301	нельзя не	1	1
