N	2gram	Losev_Vlad	Vvedenie
396	случае не	1	2
397	отношениях между	1	2
398	и без	2	2
399	и творчества	1	2
400	в связи	9	2
401	уже совсем	1	2
402	выражение в	2	2
403	и так	3	2
404	оказалось что	1	2
405	другом месте	1	2
406	есть только	1	2
407	следовательно и	1	2
408	к своему	4	2
409	и при	2	2
410	по тем	1	2
411	по его	3	2
412	о которых	1	2
413	же касается	8	2
414	но уже	3	2
415	пока не	2	2
416	себе и	2	2
417	те кто	1	2
418	и те	1	2
419	казалось бы	1	2
420	в дальнейшем	10	2
421	философского идеализма	1	2
422	во всех	4	2
423	этих двух	2	2
424	стороны своих	1	2
425	сам же	1	2
426	которая как	2	2
427	не говоря	4	2
428	и потому	8	2
429	ними и	2	2
430	которые не	1	2
431	но как	6	2
432	мы можем	1	2
433	а с	5	2
434	не существует	1	2
435	не могли	2	2
436	как следует	1	2
437	можно считать	3	2
438	бы с	2	2
439	что мы	2	2
440	когда мы	2	2
441	с изучением	1	2
442	на свои	2	2
443	само собой	2	2
444	не считал	1	2
445	и литературы	1	2
446	так называемая	1	2
447	мы уже	8	2
448	ничего не	4	2
449	чтобы он	3	2
450	в свою	3	2
451	д в	1	2
452	так называемую	1	2
453	по самой	1	2
454	в отношениях	1	2
455	из его	6	2
456	и представить	2	2
457	в этот	5	2
458	уже знаем	1	2
459	значительной мере	1	2
460	у них	2	2
461	мы должны	3	2
462	уже было	1	2
463	будет в	1	2
464	быть и	1	2
465	не мог	10	2
466	для нее	3	2
467	что если	3	2
468	но зато	2	2
469	в прошлом	1	2
470	отношении к	2	2
471	хотя в	2	2
472	точно так	2	2
473	из него	1	2
474	в тех	3	2
475	от других	1	2
476	вообще в	4	2
477	факт что	1	2
478	и до	4	2
479	этой стороны	1	2
480	тогда как	1	2
481	каждый из	1	2
482	литературы и	2	2
483	до того	1	2
484	свою очередь	2	2
485	она была	2	2
486	наука не	1	2
487	как будет	1	2
488	одной и	1	2
489	ко времени	2	2
490	что можно	4	2
491	искусства и	1	2
492	что здесь	2	2
493	одно и	1	2
494	если это	2	2
495	природы и	2	2
496	к числу	2	2
497	но вместе	1	2
498	и др	1	2
499	значение и	1	2
500	должно быть	1	2
501	это делает	3	2
502	к проблемам	1	2
503	них не	2	2
504	в известных	1	2
505	был в	5	2
506	том же	4	2
507	тем более	4	2
508	мы теперь	1	2
509	иной раз	8	2
510	с помощью	1	2
511	на то	7	2
512	только после	2	2
513	в создании	1	2
514	его к	3	2
515	же это	1	2
516	это в	2	2
517	на котором	2	2
518	этого слова	1	2
519	но это	6	2
520	конце концов	6	2
521	которого мы	2	2
522	его можно	1	2
523	на тему	1	2
524	бы в	1	2
525	философской мысли	4	2
526	и совершенно	2	2
527	по истории	4	2
528	в который	1	2
529	деятельности и	1	2
530	на рубеже	1	2
531	в совокупности	1	2
532	в подлинном	1	2
533	не к	2	2
534	котором он	2	2
535	можно только	1	2
536	все в	1	1
537	русской истории	2	1
538	к лицу	1	1
539	а кроме	1	1
540	было у	1	1
541	себя всю	1	1
542	в распоряжении	1	1
543	он очень	2	1
544	было на	1	1
545	то в	6	1
546	не мешает	2	1
547	дает нам	1	1
548	такие явления	1	1
549	был и	3	1
550	связи и	1	1
551	интересом к	1	1
552	действительно ли	1	1
553	все что	2	1
554	также его	1	1
555	взгляд на	4	1
556	ответов на	1	1
557	которая должна	1	1
558	в возможности	1	1
559	сравнении с	2	1
560	в настоящем	1	1
561	и многие	1	1
562	та же	1	1
563	за ним	1	1
564	таковы например	1	1
565	том насколько	1	1
566	и очень	5	1
567	высшей школе	1	1
568	а наоборот	1	1
569	от его	1	1
570	они не	1	1
571	французский язык	1	1
572	может не	1	1
573	в вопросах	3	1
574	которое он	1	1
575	в момент	2	1
576	бы то	2	1
577	также что	2	1
578	известно что	2	1
579	чтобы быть	1	1
580	прямо говорит	1	1
581	о человеке	1	1
582	его из	1	1
583	исторической жизни	1	1
584	жизни а	1	1
585	им как	1	1
586	которая в	1	1
587	время и	3	1
588	с известным	1	1
589	именно так	2	1
590	как к	4	1
591	становится для	1	1
592	за исключением	1	1
593	вида и	1	1
594	которые он	2	1
595	он только	1	1
596	в общих	1	1
597	до него	1	1
598	том числе	1	1
599	в выражениях	2	1
600	которых мы	1	1
601	г о	1	1
602	притом не	1	1
603	для себя	6	1
604	сверх того	1	1
605	прогресса но	1	1
606	мы знаем	5	1
607	отношения к	4	1
608	его биографии	4	1
609	еще более	3	1
610	однако и	1	1
611	неудивительно что	1	1
612	оно будет	1	1
613	ним в	3	1
614	деятельности он	1	1
615	академии наук	1	1
616	новое и	1	1
617	для него	16	1
618	эта идея	1	1
619	которых он	2	1
620	есть прямое	1	1
621	то для	2	1
622	с ростом	1	1
623	ни было	1	1
624	бы на	2	1
625	на одно	1	1
626	или два	1	1
627	по двум	2	1
628	а это	3	1
629	к а	4	1
630	работой то	1	1
631	н к	3	1
632	с ним	10	1
633	в пользу	1	1
634	кроме того	12	1
635	имеем дело	1	1
636	целого ряда	1	1
637	было не	2	1
638	что так	1	1
639	которого он	2	1
640	по адресу	1	1
641	лет он	1	1
642	в литературе	1	1
643	для исторического	1	1
644	от времени	1	1
645	не содержит	1	1
646	менее не	1	1
647	ее в	1	1
648	и нужно	2	1
649	от этой	1	1
650	для нас	9	1
651	и за	3	1
652	что самая	1	1
653	видеть в	1	1
654	интерес к	1	1
655	разного рода	8	1
656	и о	6	1
657	с каждым	2	1
658	то мы	3	1
659	склонность к	1	1
660	по образцу	1	1
661	самом же	1	1
662	требует от	1	1
663	на самом	1	1
664	на одной	3	1
665	здесь в	2	1
666	о пушкине	2	1
667	свои вопросы	1	1
668	лицом к	1	1
669	разобраться в	1	1
670	его от	2	1
671	коренным образом	1	1
672	на которой	1	1
673	но одно	1	1
674	рукопись в	1	1
675	все той	1	1
676	приходит к	1	1
677	себе не	2	1
678	самостоятельного и	1	1
679	и которые	1	1
680	в русском	2	1
681	у него	28	1
682	что между	1	1
683	многое и	2	1
684	не на	1	1
685	не выходя	1	1
686	мы находим	2	1
687	раз в	1	1
688	вполне естественно	1	1
689	по причинам	2	1
690	и ефрона	1	1
691	тем больше	2	1
692	времен когда	2	1
693	отношения между	1	1
694	вопрос об	1	1
695	письма к	6	1
696	что все	2	1
697	также в	1	1
698	пока речь	1	1
699	словаря брокгауза	1	1
700	чтобы в	1	1
701	быть названа	1	1
702	есть нечто	2	1
703	если не	4	1
704	характер но	2	1
705	более или	5	1
706	нам в	2	1
707	человеческой природы	1	1
708	но на	3	1
709	или не	1	1
710	все то	1	1
711	в музей	1	1
712	но он	7	1
713	нужно не	1	1
714	г и	1	1
715	или в	1	1
716	были только	1	1
717	как видно	1	1
718	национальная культура	1	1
719	от своего	2	1
720	и можно	4	1
721	жизнь в	2	1
722	что его	8	1
723	самые разнообразные	1	1
724	всех его	1	1
725	духовного развития	2	1
726	что у	4	1
727	заключается не	1	1
728	который как	1	1
729	в россии	7	1
730	этим и	1	1
731	этот факт	2	1
732	ближайшим образом	1	1
733	с другими	1	1
734	и все	8	1
735	в некотором	1	1
736	содержание и	1	1
737	бытия и	1	1
738	сам собой	1	1
739	еще в	5	1
740	очень не	1	1
741	в эпоху	1	1
742	и эта	1	1
743	дело здесь	1	1
744	наук однако	1	1
745	не одно	1	1
746	из всего	1	1
747	представление о	2	1
748	систему и	1	1
749	в таком	2	1
750	вопросы философии	4	1
751	его учения	1	1
752	я и	2	1
753	говорить в	1	1
754	если он	1	1
755	очень много	2	1
756	подлинном смысле	1	1
757	в жизни	4	1
758	можно назвать	1	1
759	видно из	2	1
760	мысли но	1	1
761	заметить что	2	1
762	впрочем не	5	1
763	меня в	2	1
764	в одних	1	1
765	и совсем	1	1
766	представляли себе	1	1
767	с той	1	1
768	духовной деятельности	1	1
769	правда в	3	1
770	в изображении	1	1
771	было вполне	2	1
772	обстоятельство что	2	1
773	равно не	1	1
774	с ними	2	1
775	возможности и	1	1
776	есть тот	1	1
777	и значительным	1	1
778	что по	1	1
779	нас нет	2	1
780	или даже	1	1
781	далеко не	1	1
782	говорят о	1	1
783	понятно почему	1	1
784	даже просто	1	1
785	между прочим	18	1
786	как иногда	1	1
787	в духовной	1	1
788	на эту	3	1
789	человеке и	1	1
790	сообщение о	1	1
791	себя к	2	1
792	состоянии в	2	1
793	нет нужды	1	1
794	как с	1	1
795	народа и	2	1
796	правда не	1	1
797	и искусно	1	1
798	теории как	1	1
799	этим предметом	1	1
800	и я	7	1
801	в сравнении	2	1
802	не прямо	2	1
803	в такой	1	1
804	собственный термин	1	1
805	обычно считают	1	1
806	самым лучшим	1	1
807	это несомненно	1	1
808	любви и	1	1
809	в новом	2	1
810	больше всего	3	1
811	стиль его	1	1
812	кто занимается	1	1
813	том как	1	1
814	была с	1	1
815	ведь в	1	1
816	это было	9	1
817	в итоге	1	1
818	которого не	1	1
819	на его	7	1
820	энциклопедического словаря	1	1
821	в сторону	1	1
822	канта гегеля	1	1
823	независимо и	1	1
824	тому же	3	1
825	к концу	7	1
826	как именно	1	1
827	это тоже	1	1
828	или менее	5	1
829	и у	4	1
830	что их	1	1
831	в одной	1	1
832	действительности и	1	1
833	относиться к	2	1
834	в египте	3	1
835	кто из	1	1
836	а для	1	1
837	по поводу	15	1
838	тех времен	1	1
839	историк права	1	1
840	с первого	2	1
841	нам представляется	3	1
842	ему не	2	1
843	на них	1	1
844	большой интерес	3	1
845	по вопросу	2	1
846	можно и	1	1
847	жизнь и	3	1
848	нельзя противополагать	1	1
849	в природе	1	1
850	что эти	1	1
851	говорится о	1	1
852	поскольку она	1	1
853	ко всему	4	1
854	это и	2	1
855	времени вполне	1	1
856	его учениками	1	1
857	его и	2	1
858	мировое значение	1	1
859	совершенно не	2	1
860	брокгауза и	1	1
861	материалом для	1	1
862	человека в	1	1
863	ответить на	1	1
864	целое в	1	1
865	это конечно	4	1
866	с двумя	1	1
867	а к	24	1
868	в полной	3	1
869	уже сказано	1	1
870	поводу того	1	1
871	и более	1	1
872	котором можно	1	1
873	причиной глубокого	1	1
874	по ее	1	1
875	с самого	1	1
876	и самые	1	1
877	в действительности	1	1
878	и такие	2	1
879	в статье	2	1
880	что этот	4	1
881	переворот в	1	1
882	который был	4	1
883	относятся те	1	1
884	ясно и	1	1
885	тех же	3	1
886	говорил о	1	1
887	прочим и	2	1
888	об ее	1	1
889	нельзя было	1	1
890	важнее всего	1	1
891	был уже	1	1
892	от научного	1	1
893	в самых	2	1
894	признать его	1	1
895	еще на	3	1
896	не любил	3	1
897	другими словами	1	1
898	пор пока	2	1
899	а через	2	1
900	мы его	1	1
901	так сказать	2	1
902	крупнейших немецких	1	1
903	наконец в	3	1
904	характера то	1	1
905	во всей	1	1
906	это то	1	1
907	в произведениях	1	1
908	нашел в	1	1
909	но во	2	1
910	не по	2	1
911	с какой	2	1
912	быть не	1	1
913	быть никакой	1	1
914	в необходимости	1	1
915	большой сложностью	1	1
916	его общими	1	1
917	во многих	2	1
918	л в	1	1
919	уже о	3	1
920	просто не	2	1
921	рукописей и	1	1
922	в себя	1	1
923	больше в	1	1
924	не раз	5	1
925	в руках	1	1
926	в которой	8	1
927	учиться и	1	1
928	котором уже	1	1
929	которая по	1	1
930	лишь в	3	1
931	не будет	1	1
932	то обстоятельство	2	1
933	между двумя	1	1
934	своего времени	2	1
935	в свет	2	1
936	не могло	2	1
937	представлением о	1	1
938	того с	3	1
939	что также	1	1
940	нужно сказать	2	1
941	не приходится	1	1
942	и та	1	1
943	в науке	3	1
944	слова не	1	1
945	совершенно невозможно	1	1
946	и критика	1	1
947	интерес представляет	2	1
948	и об	1	1
949	своей работе	1	1
950	к области	1	1
951	не могла	3	1
952	из крупнейших	1	1
953	и тот	2	1
954	о своем	3	1
955	за пределы	3	1
956	не потому	1	1
957	уже потому	1	1
958	и была	1	1
959	говорит что	4	1
960	и объясняется	1	1
961	большей частью	1	1
962	что со	1	1
963	человеческого духа	1	1
964	сейчас можем	1	1
965	дать ему	2	1
966	только то	1	1
967	и затем	2	1
968	то как	2	1
969	таких случаях	1	1
970	теперь не	1	1
971	в историческом	1	1
972	деятельность этого	1	1
973	он есть	1	1
974	рассуждение о	1	1
975	та которая	1	1
976	и всегда	4	1
977	фантазии и	1	1
978	содержание этого	1	1
979	и речи	3	1
980	мы здесь	2	1
981	и часто	3	1
982	то ни	2	1
983	была уже	2	1
984	входить в	1	1
985	его отношение	1	1
986	знает что	1	1
987	он почувствовал	1	1
988	сказано в	1	1
989	убедиться в	1	1
990	многих случаях	1	1
991	в каких	2	1
992	но теперь	1	1
993	с большой	1	1
994	платона и	3	1
995	также например	1	1
996	на которые	1	1
997	чем с	1	1
998	ни одной	1	1
999	историки и	1	1
1000	которые и	2	1
1001	содержания но	1	1
1002	так называемого	1	1
1003	же а	1	1
1004	и начал	2	1
1005	в точности	1	1
1006	заставляет нас	1	1
1007	он в	4	1
1008	вообще все	1	1
1009	них так	1	1
1010	нет и	2	1
1011	источников в	1	1
1012	место в	2	1
1013	возможна ли	1	1
1014	ее часто	1	1
1015	научной или	1	1
1016	этого кризиса	1	1
1017	точного определения	1	1
1018	но который	1	1
1019	тех пор	2	1
1020	одного из	1	1
1021	на две	1	1
1022	а и	1	1
1023	к ним	1	1
1024	человечества и	1	1
1025	общего с	1	1
1026	и своим	2	1
1027	не осталось	1	1
1028	и никогда	2	1
1029	главным образом	5	1
1030	оба они	3	1
1031	речи в	1	1
1032	оно имеет	1	1
1033	без всякого	2	1
1034	для такого	1	1
1035	них нет	1	1
1036	правда все	1	1
1037	и которая	2	1
1038	подход к	1	1
1039	по другим	1	1
1040	условия для	1	1
1041	начал читать	1	1
1042	у меня	3	1
1043	что свою	1	1
1044	чем то	1	1
1045	приводят к	1	1
1046	этом и	2	1
1047	зрения можно	1	1
1048	рода примеры	1	1
1049	это можно	3	1
1050	которое мы	1	1
1051	для изучения	1	1
1052	случаях очень	1	1
1053	форме не	2	1
1054	тем временем	1	1
1055	в высшей	2	1
1056	истории русской	1	1
1057	и частными	1	1
1058	только при	1	1
1059	говорил что	2	1
1060	и от	6	1
1061	но вообще	1	1
1062	без того	1	1
1063	у разных	1	1
1064	для которого	1	1
1065	к чтению	1	1
1066	теми же	2	1
1067	образом в	2	1
1068	настоящее время	2	1
1069	культура не	1	1
1070	понимает как	1	1
1071	же в	3	1
1072	из пределов	1	1
1073	быть у	1	1
1074	в атмосфере	1	1
1075	как часто	1	1
1076	слово но	1	1
1077	и прежде	1	1
1078	этого и	1	1
1079	эта работа	1	1
1080	по одной	1	1
1081	до тех	2	1
1082	этот последний	1	1
1083	из анализа	1	1
1084	он был	20	1
1085	был издан	1	1
1086	ясно по	1	1
1087	как предмет	1	1
1088	чем та	1	1
1089	были в	2	1
1090	изучения в	1	1
1091	в рукописи	2	1
1092	потому его	1	1
1093	во франции	1	1
1094	каким был	1	1
1095	курс лекций	1	1
1096	эти сведения	1	1
1097	к этим	1	1
1098	во время	4	1
1099	ведь и	1	1
1100	только потому	1	1
1101	и после	1	1
1102	наук к	1	1
1103	это впрочем	1	1
1104	а главное	2	1
1105	и искусство	1	1
1106	того у	1	1
1107	и имел	1	1
1108	после смерти	8	1
1109	и объект	1	1
1110	именно это	1	1
1111	возлагает на	1	1
1112	в мировоззрении	1	1
1113	в самой	1	1
1114	в настоящее	2	1
1115	имеет значение	1	1
1116	сведения о	4	1
1117	и особенно	6	1
1118	свои собственные	1	1
1119	что об	1	1
1120	тот же	7	1
1121	сомнения в	1	1
1122	что на	2	1
1123	почти не	2	1
1124	эту тему	2	1
1125	не то	3	1
1126	в заключение	1	1
1127	нее не	1	1
1128	действительно в	1	1
1129	вся эта	3	1
1130	никак не	6	1
1131	о ней	1	1
1132	вернуться к	1	1
1133	почему эта	1	1
1134	например когда	1	1
1135	обратиться к	1	1
1136	и ничего	1	1
1137	что понятие	1	1
1138	судя по	2	1
