N	3gram	Berdyaev_V	Mirosoze
135	навсегда его ужаснувшим	1	2
136	не могут быть	1	2
137	единственное абсолютное знамя	1	2
138	но в свободные	1	2
139	о мы разрешим	1	2
140	тысяч великих и	2	2
141	великого инквизитора это	3	2
142	разрешим им и	1	2
143	как бы в	1	2
144	восторгов невольника перед	1	2
145	великий инквизитор говорит	3	2
146	духа великого инквизитора	1	2
147	уж конечно не	2	2
148	их работать но	1	2
149	имя твое но	1	1
150	ибо потребность всемирного	1	1
151	у ницше нет	1	1
152	ничего обольстительнее для	1	1
153	любящих тебя должны	2	1
154	он сравниться в	1	1
155	лишь к избранным	1	1
156	вспомни что их	1	1
157	в вечность и	1	1
158	в вопросе о	2	1
159	вера в человека	1	1
160	образом соединиться наконец	1	1
161	есть третье и	1	1
162	увеличил им ее	1	1
163	и согласный муравейник	1	1
164	вечно порочного и	1	1
165	а не чудесной	1	1
166	и в русском	1	1
167	не чудесной жаждал	1	1
168	от труда часы	1	1
169	победит тебя и	1	1
170	перед кем преклониться	1	1
171	тобою и победит	2	1
172	людях слишком высоко	1	1
173	ибо никогда никогда	1	1
174	ты судил о	1	1
175	хлеб земной вдоволь	1	1
176	неужто же и	1	1
177	они невольники хотя	1	1
178	и раскаленной пустыне?	1	1
179	существ которые не	1	1
180	для великих и	2	1
181	мы не с	1	1
182	к человеку не	1	1
183	как найти того	1	1
184	но может ли	1	1
185	решения личного и	2	1
186	которых сойдутся все	1	1
187	выбора в познании	1	1
188	человеку дороже свободного	1	1
189	человека в его	1	1
190	говорит великий инквизитор	1	1
191	него не существует	1	1
192	и сильных а	2	1
193	искушения во имя	1	1
194	и восстанет на	2	1
195	великий инквизитор христу	1	1
196	образа в которых	1	1
197	будут пренебречь хлебом	1	1
198	небесный но может	1	1
199	говорю тебе что	1	1
200	поскорее тот дар	1	1
201	тот дар свободы	1	1
202	нет у человека	1	1
203	борются в мире	1	1
204	воздвигнется новое здание	1	1
205	это несчастное существо	1	1
206	великом инквизиторе достоевский	1	1
207	все неразрешимые исторические	1	1
208	с тобою и	2	1
209	людей об устроении	1	1
210	мучительнее как найти	1	1
211	чудо должно быть	1	1
212	даже смерть человеку	1	1
213	в средство для	1	1
214	и явлены три	1	1
215	это ни стоило	1	1
216	никогда никогда не	2	1
217	согласный муравейник ибо	1	1
218	между собою убедятся	1	1
219	тем научил гордиться	1	1
220	лишь послужить материалом	2	1
221	совести человеческой раз	1	1
222	дороги и слабые	1	1
223	невинными плясками о	1	1
224	должны лишь послужить	2	1
225	что нет у	1	1
226	ты не сошел	2	1
227	послушное хотя и	1	1
228	передать поскорее тот	1	1
229	и последнее мучение	1	1
230	в познании добра	1	1
231	знает может быть	1	1
232	дар свободы с	1	1
233	не могли вытерпеть	1	1
234	смиренное счастье счастье	1	1
235	тебе что нет	1	1
236	великого инквизитора и	2	1
237	и созданы бунтовщиками	1	1
238	ужаснувшим но и	1	1
239	для человека и	1	1
240	того кому бы	1	1
241	меч кесаря и	1	1
242	он говорит что	1	1
243	нет ничего обольстительнее	1	1
244	сострадания к людям	1	1
245	послужить материалом для	2	1
246	соединиться наконец всем	1	1
247	к личности и	1	1
248	чем виноваты остальные	1	1
249	и тут ты	1	1
250	во имя его	1	1
251	и сразится с	2	1
252	людского племени с	1	1
253	но и тут	1	1
254	тебе была дороже	1	1
255	веры тебе была	1	1
256	по силам людей	1	1
257	остальные слабые люди	1	1
258	остальные миллионы многочисленные	2	1
259	в своей истории	1	1
260	впрямь приходил ты	1	1
261	для счастья людей	1	1
262	сойдутся все неразрешимые	1	1
263	и каким образом	1	1
264	указать на этих	1	1
265	ищет человек на	1	1
266	камни в этой	1	1
267	и есть то	1	1
268	соединения есть третье	1	1
269	и своим что	1	1
270	заботы и страшных	2	1
271	с любовью облегчив	1	1
272	что наконец-то они	1	1
273	что он был	1	1
274	великих и сильных?	2	1
275	ты увеличил им	1	1
276	теперешних мук решения	2	1
277	найти того кому	1	1
278	что есть необычайного	3	1
279	христа во имя	1	1
280	муравейник ибо потребность	1	1
281	в этом нет	1	1
282	высоко ибо конечно	1	1
283	за тобой побежит	1	1
284	поработить человека чудом	1	1
285	противоречия человеческой природы	1	1
286	виновата слабая душа	1	1
287	благодарное и послушное	1	1
288	в силах будут	1	1
289	всякого вместе немыслимы	1	1
290	и до того	1	1
291	для человека как	1	1
292	вручить совесть и	1	1
293	да неужто же	1	1
294	жизни в этом	1	1
295	несчастное существо рождается	1	1
296	гордиться ибо ты	1	1
297	побежит человечество как	1	1
298	и должна быть	1	1
299	все эти современные	1	1
300	а между тем	2	1
301	убедим их наконец	1	1
302	как и великий	1	1
303	материалом для великих	2	1
304	себе и своим	1	1
305	стадо благодарное и	1	1
306	зла? нет ничего	1	1
307	немыслимы ибо никогда	1	1
308	великой заботы и	2	1
309	то что станется	1	1
310	духа а не	1	1
311	свободы с которым	1	1
312	вытерпеть того что	1	1
313	свободного выбора в	1	1
314	детей свободы свободной	1	1
315	людей во имя	3	1
316	наконец всем в	1	1
317	в силах вынести	2	1
318	несколько тысяч да	1	1
319	сделать людей счастливыми	1	1
320	его ужаснувшим но	1	1
321	вместе немыслимы ибо	1	1
322	любви человека чтобы	1	1
323	любовью облегчив его	1	1
324	того духа который	1	1
325	великого инквизитора не	1	1
326	вместо того чтобы	2	1
327	ничего и мучительнее	1	1
328	и мучительнее и	1	1
329	остальные? и чем	1	1
330	и все пойдут	1	1
331	небесного пойдут тысячи	1	1
332	христос не хотел	1	1
333	или ты забыл	1	1
334	людей а потому	1	1
335	его совести но	1	1
336	в этом мире	1	1
337	истины и свободы	1	1
338	с миллионами и	1	1
339	десятками тысяч миллионов	1	1
340	что станется с	1	1
341	от гордых и	1	1
342	и подобие божье	1	1
343	им ее еще	1	1
344	и свободного и	1	1
345	то богов а	1	1
346	но нет ничего	1	1
347	ли он сравниться	1	1
348	человека как свобода	1	1
349	ты лишь к	1	1
350	так для того	1	1
351	смысл мировой жизни	1	1
352	у человека заботы	1	1
353	для всякого вместе	1	1
354	наконец не гордиться	1	1
355	свободные от труда	1	1
356	как бы и	2	1
357	личного и свободного	2	1
358	была дороже всего	1	1
359	дороги лишь десятки	2	1
360	бы передать поскорее	1	1
361	с уважением к	1	1
362	но любящих тебя	2	1
363	кто знает может	1	1
364	христа в пустыне	1	1
365	совесть и каким	1	1
366	труда часы мы	1	1
367	свобода и хлеб	1	1
368	всем в бесспорный	1	1
369	не гордиться ибо	1	1
370	было для человека	1	1
371	своего бога и	1	1
372	и страшных теперешних	2	1
373	в существе своем	2	1
374	самого себя и	1	1
375	силах будут пренебречь	1	1
376	слабая душа что	1	1
377	могли вытерпеть того	1	1
378	есть соблазн небытия	1	1
379	которые не в	1	1
380	ничтожны и бунтовщики	1	1
381	богов а остальные?	1	1
382	и зла? нет	1	1
383	миллионы многочисленные как	2	1
384	что бог есть	1	1
385	тебя должны лишь	2	1
386	человека заботы мучительнее	1	1
387	заботы мучительнее как	1	1
388	что не могут	1	1
389	они побороли свободу	1	1
390	с тобой а	1	1
391	этих детей свободы	1	1
392	их веры тебе	1	1
393	потому что малосильны	1	1
394	ибо конечно они	1	1
395	своим что наконец-то	1	1
396	свободной любви свободной	1	1
397	виноваты остальные слабые	1	1
398	все пойдут за	1	1
399	с другой стороны	1	1
400	силах вместить столь	1	1
401	должна быть скрыта	1	1
402	и хлеб земной	1	1
403	столь смиренно сознав	1	1
404	хором с невинными	1	1
405	и впрямь приходил	1	1
406	новое здание воздвигнется	1	1
407	пошел он за	1	1
408	о проблеме зла	1	1
409	в бога в	1	1
410	но путь этот	1	1
411	избранным и для	1	1
412	исторические противоречия человеческой	1	1
413	его бессилие с	1	1
414	смиренно сознав его	1	1
415	они разделиться между	1	1
416	счастье счастье слабосильных	1	1
417	ничего и никогда	1	1
418	и атеистического социализма	1	1
419	потребность всемирного соединения	1	1
420	в котором окончательно	2	1
421	хотя и вечно	1	1
422	их и тем	1	1
423	человека чудом и	1	1
424	созданы о мы	1	1
425	которым это несчастное	1	1
426	хотя и созданы	1	1
427	человека великий инквизитор	1	1
428	слабых но любящих	2	1
429	старые и новые	1	1
430	раз и навсегда	1	1
431	что не могли	1	1
432	сознав его бессилие	1	1
433	же и впрямь	1	1
434	порочного и вечно	1	1
435	тебя дух земли	2	1
436	неужели мы не	1	1
437	только несколько тысяч	1	1
438	на этих детей	1	1
439	человеческой природы на	1	1
440	их наконец не	1	1
441	или тебе дороги	1	1
442	нет нам дороги	2	1
443	свободы свободной любви	1	1
444	десятки тысяч великих	2	1
445	человека чтобы свободно	1	1
446	и сильных? нет	2	1
447	пренебречь хлебом земным	1	1
448	своей свободы и	1	1
449	вместить столь страшных	1	1
450	свободной веры а	1	1
451	твое но вспомни	1	1
452	за то что	3	1
453	земле то есть	1	1
454	человечество как стадо	1	1
455	ее еще больше	1	1
456	успокоения совести человеческой	1	1
457	чудесной жаждал свободной	1	1
458	сильных? нет нам	2	1
459	устроения на земле	1	1
460	в истории мира	1	1
461	в марксе и	1	1
462	невольники хотя и	1	1
463	я представляю себе	1	1
464	последнее мучение людей	1	1
465	было всего только	1	1
466	что малосильны порочны	1	1
467	их жизнь как	1	1
468	храма твоего воздвигнется	1	1
469	добра и зла?	1	1
470	глазах слабого вечно	1	1
471	воздвигнется вновь страшная	1	1
472	их во имя	1	1
473	великий инквизитор но	1	1
474	человечество столь смиренно	1	1
475	преклониться кому вручить	1	1
476	основ для успокоения	1	1
477	жертвы их во	1	1
478	морской слабых но	2	1
479	свободы а видишь	1	1
480	как стадо благодарное	1	1
481	десятки тысяч то	1	1
482	в этой нагой	1	1
483	воротился к смиренным	1	1
484	о свободе о	1	1
485	и если за	1	1
486	хлеба небесного пойдут	1	1
487	человека любовь есть	1	1
488	обрати их в	1	1
489	познании добра и	1	1
490	есть перед кем	1	1
491	к избранным и	1	1
492	дух земли и	2	1
493	для успокоения совести	1	1
494	человеческого общества невыносимее	1	1
495	ним вот наша	1	1
496	вознес их и	1	1
497	вот наша тайна	1	1
498	ты можешь с	1	1
499	любовь к людям	1	1
500	душа что не	1	1
501	а остальные миллионы	2	1
502	больше или ты	1	1
503	здание воздвигнется вновь	1	1
504	заслугу себе и	1	1
505	всемирного соединения есть	1	1
506	в которых сойдутся	1	1
507	во имя хлеба	1	1
508	дадим им тихое	1	1
509	нет ничего и	1	1
510	людей не только	1	1
511	кому бы передать	1	1
512	пустыне? обрати их	1	1
513	будет уже таких	1	1
514	ли это? и	1	1
515	им тихое смиренное	1	1
516	и тем научил	1	1
517	и тогда уже	1	1
518	сделали так для	1	1
519	не сошел с	1	1
520	миллионов существ которые	1	1
521	сравниться в глазах	1	1
522	никогда не сумеют	1	1
523	совести но нет	1	1
524	конечно они невольники	1	1
525	дороже свободного выбора	1	1
526	высшей природы человека	1	1
527	смысл жизни и	1	1
528	на страшном суде	1	1
529	кем преклониться кому	1	1
530	и жаждал свободной	1	1
531	свобода их веры	1	1
532	каким образом соединиться	1	1
533	лишь в боге	1	1
534	свободно пошел он	1	1
535	должно быть от	1	1
536	этого самого хлеба	2	1
537	имя этого самого	1	1
538	и не любя	2	1
539	вдоволь для всякого	1	1
540	тут ты судил	1	1
541	бессилие с любовью	1	1
542	месте храма твоего	1	1
543	в заслугу себе	1	1
544	грех они слабы	1	1
545	тысяч да и	1	1
546	тихое смиренное счастье	1	1
547	и за тобой	1	1
548	пойдут за ним	1	1
549	тот же соблазн	1	1
550	вынести бремя свободы	1	1
551	не с тобой	1	1
552	смерть человеку дороже	1	1
553	обольстительнее для человека	1	1
554	обвиняет христа в	1	1
555	вот вместо твердых	1	1
556	что их было	1	1
557	всего только несколько	1	1
558	чем виновата слабая	1	1
559	может ли он	1	1
560	восстанет на тебя	2	1
561	слабые люди что	1	1
562	снять с человека	1	1
563	свобода его совести	1	1
564	станется с миллионами	1	1
565	людей ты увеличил	1	1
566	имя хлеба небесного	1	1
567	чудом и жаждал	1	1
568	и сделали так	1	1
569	на земле то	1	1
570	твоего воздвигнется новое	1	1
571	и не случайно	1	1
572	если за тобою	1	1
573	но вспомни что	1	1
574	земного и восстанет	2	1
575	сильных а остальные	2	1
576	вновь страшная вавилонская	1	1
577	можешь с гордостью	1	1
578	и победит тебя	1	1
579	есть соединение и	1	1
580	тысяч миллионов существ	1	1
581	с которым это	1	1
582	тоже что не	1	1
583	а не христианство	1	1
584	его во всех	2	1
585	тебе дороги лишь	2	1
586	самого хлеба земного	2	1
587	ушел от гордых	1	1
588	земли и сразится	2	1
589	лишь десятки тысяч	2	1
590	с богом и	1	1
591	и грех они	1	1
592	порочны ничтожны и	1	1
593	от великой заботы	2	1
594	его личности и	1	1
595	и созданы о	1	1
596	в силах вместить	1	1
597	то есть перед	1	1
598	о мы убедим	1	1
599	третье и последнее	1	1
600	с такой силой	1	1
601	их было всего	1	1
602	сии камни в	1	1
603	чего бы это	1	1
604	забыл что спокойствие	1	1
605	приходил ты лишь	1	1
606	мы устроим их	1	1
607	ни стоило и	1	1
608	еще больше или	1	1
609	в католичестве и	1	1
610	устроим их жизнь	1	1
611	в новых формах	1	1
612	гордых и воротился	1	1
613	ты забыл что	1	1
614	чтобы свободно пошел	1	1
615	кому вручить совесть	1	1
616	и вот вместо	1	1
617	нагой и раскаленной	1	1
618	о людях слишком	1	1
619	с ним вот	1	1
620	да и то	1	1
621	против бога во	1	1
622	того чтобы овладеть	2	1
623	песнями хором с	1	1
624	к богу и	1	1
625	в глазах слабого	1	1
626	чтобы сделать людей	1	1
627	ты вознес их	1	1
628	есть то что	1	1
629	нам дороги и	2	1
630	имеет абсолютное значение	1	1
631	не верит в	2	1
632	есть необычайного гадательного	3	1
633	судил о людях	1	1
634	этой нагой и	1	1
635	христианского мира есть	1	1
636	видишь ли сии	1	1
637	невыносимее свободы а	1	1
638	христос не только	1	1
639	гордостью указать на	1	1
640	общества невыносимее свободы	1	1
641	убедятся тоже что	1	1
642	неразрешимые исторические противоречия	1	1
643	твердых основ для	1	1
644	люди что не	1	1
645	свободы и есть	1	1
646	мук решения личного	2	1
647	на два начала	1	1
648	что не в	1	1
649	с гордостью указать	1	1
650	давно уже не	1	1
651	на тысячу лет	1	1
652	жизни во имя	1	1
653	во имя твое	5	1
654	тобой побежит человечество	1	1
655	все что есть	3	1
656	земным для небесного?	1	1
657	и вечно трепещущее	1	1
658	к смиренным для	1	1
659	в человека в	1	1
660	собою убедятся тоже	1	1
661	и чем виноваты	1	1
662	силам людей а	1	1
663	страшных теперешних мук	2	1
664	признание абсолютного значения	1	1
665	вся дальнейшая история	1	1
666	с невинными плясками	1	1
667	и великого инквизитора	1	1
668	в платоновском смысле	1	1
669	разделиться между собою	1	1
670	великолепной жертвы их	1	1
671	и то богов	1	1
672	мучительнее и вот	1	1
673	того что есть	1	1
674	сразится с тобою	2	1
675	не сумеют они	1	1
676	быть от веры	1	1
677	явлены три образа	1	1
678	и послушное хотя	1	1
679	тобой а с	1	1
680	многочисленные как песок	2	1
681	ли сии камни	1	1
682	бы это ни	1	1
683	вместо твердых основ	1	1
684	из всего что	1	1
685	он будто бы	1	1
686	его совесть и	1	1
687	жаждал свободной веры	1	1
688	от государства и	1	1
689	земной вдоволь для	1	1
690	в социализме есть	1	1
691	и воротился к	1	1
692	за тобою во	1	1
693	слабого вечно порочного	1	1
694	царства мира сего	1	1
695	личности и ее	1	1
696	а остальные? и	1	1
697	как свобода его	1	1
698	слишком высоко ибо	1	1
699	три образа в	1	1
700	раскаленной пустыне? обрати	1	1
701	ибо ты вознес	1	1
702	тысяч то что	1	1
703	все миллионы существ	1	1
704	очень важное место	1	1
705	свободы и своего	1	1
706	облегчив его ношу	1	1
707	на тебя дух	2	1
708	сумеют они разделиться	1	1
709	прельщенный и плененный	1	1
710	хлебом земным для	1	1
711	предсказана вся дальнейшая	1	1
712	малосильны порочны ничтожны	1	1
713	а видишь ли	1	1
714	у великого инквизитора	1	1
715	духом великого инквизитора	3	1
716	тобою во имя	1	1
