N	2gram	Propp_Isto	OGranits
190	несомненно что	2	1
191	еще тем	1	1
192	чертой этой	1	1
193	для всех	1	1
194	своих руках	1	1
195	еще одну	3	1
196	это конечно	1	1
197	только к	1	1
198	этом говорит	2	1
199	и других	1	1
200	вне этой	1	1
201	и он	2	1
202	один из	7	1
203	существует но	1	1
204	можно установить	5	1
205	и здесь	8	1
206	и столь	1	1
207	образом мы	2	1
208	значение так	1	1
209	то это	5	1
210	она и	1	1
211	одном случае	5	1
212	вопрос о	4	1
213	как же	1	1
214	что мы	5	1
215	на этом	5	1
216	они не	4	1
217	на нем	4	1
218	пр на	1	1
219	не имеют	2	1
220	мысль что	1	1
221	только что	3	1
222	внутри которых	1	1
223	ее на	1	1
224	можем установить	1	1
225	которые не	1	1
226	жили и	1	1
227	указать на	4	1
228	на три	2	1
229	того как	3	1
230	человеческого тела	2	1
231	одну особенность	1	1
232	если он	2	1
233	объясняется что	1	1
234	груди и	3	1
235	отсюда и	1	1
236	в самых	3	1
237	которой он	3	1
238	может возникнуть	1	1
239	о значении	1	1
240	и социальной	1	1
241	и вот	3	1
242	на очень	2	1
243	на том	3	1
244	другими словами	2	1
245	есть одно	1	1
246	такого рода	1	1
247	это все	1	1
248	эти слова	1	1
249	здесь она	1	1
250	потому что	8	1
251	отношения не	2	1
252	должны быть	1	1
253	он всегда	1	1
254	и если	3	1
255	же как	8	1
256	и более	3	1
257	но такая	1	1
258	мы имеем	24	1
259	и у	6	1
260	не должно	1	1
261	также и	1	1
262	ту же	2	1
263	с миром	3	1
264	в человеческом	2	1
265	это и	4	1
266	тому как	3	1
267	тому что	1	1
268	узком смысле	1	1
269	и дает	1	1
270	с одним	2	1
271	его за	1	1
272	и должна	1	1
273	которых он	1	1
274	он и	4	1
275	уже к	1	1
276	как выражение	1	1
277	его и	6	1
278	не всегда	7	1
279	в своем	2	1
280	в разных	1	1
281	или же	2	1
282	на самый	1	1
283	этот момент	1	1
284	речи и	1	1
285	однако этот	1	1
286	эту связь	2	1
287	тем как	1	1
288	связанное с	2	1
289	что при	3	1
290	исследования в	1	1
291	тем не	6	1
292	но тем	2	1
293	и во-вторых	1	1
294	в другой	6	1
295	как это	5	1
296	в свои	1	1
297	что такое	1	1
298	к тем	2	1
299	объединены в	2	1
300	составить предмет	2	1
301	то мы	3	1
302	только на	2	1
303	в указанных	1	1
304	выйти за	2	1
305	и через	1	1
306	из того	2	1
307	об этом	8	1
308	вступает в	4	1
309	имеется еще	1	1
310	переходит в	4	1
311	остановиться на	1	1
312	никто не	2	1
313	в науке	1	1
314	и что	6	1
315	на самом	2	1
316	для человека	1	1
317	в различных	1	1
318	для них	3	1
319	и тот	3	1
320	можно было	3	1
321	в этой	7	1
322	для данного	1	1
323	этому не	1	1
324	исследователя но	1	1
325	видели как	4	1
326	иметь в	1	1
327	в начале	2	1
328	ни одна	1	1
329	во все	4	1
330	в виду	2	1
331	в нашей	1	1
332	и один	3	1
333	к другому	1	1
334	и до	1	1
335	есть акт	1	1
336	сводится к	1	1
337	здесь уже	1	1
338	нет никакого	1	1
339	и есть	3	1
340	конечно не	3	1
341	подобно тому	3	1
342	уже видели	4	1
343	не хотят	1	1
344	но это	5	1
345	только то	1	1
346	него а	2	1
347	есть чисто	1	1
348	не вполне	7	1
349	по себе	3	1
350	в совершенно	1	1
351	явление и	1	1
352	этот вопрос	3	1
353	они хотят	1	1
354	все равно	3	1
355	только одного	1	1
356	по своей	1	1
357	лежит в	1	1
358	его в	7	1
359	возразить что	3	1
360	на основе	1	1
361	этой таинственной	1	1
362	со всеми	1	1
363	человека и	1	1
364	на всю	1	1
365	каждый из	1	1
366	а на	5	1
367	до того	1	1
368	связь с	12	1
369	эти функции	1	1
370	или иное	1	1
371	мы здесь	7	1
372	почти никогда	2	1
373	не было	2	1
374	когда мы	1	1
375	связи с	9	1
376	содержания в	1	1
377	в борьбе	1	1
378	теперь к	3	1
379	если не	2	1
380	же не	2	1
381	он весь	2	1
382	этой точки	1	1
383	состоит в	4	1
384	и несколько	1	1
385	не знает	2	1
386	или в	14	1
387	этой системы	2	1
388	для создания	1	1
389	почему же	1	1
390	на то	4	1
391	то не	2	1
392	но там	1	1
393	и там	6	1
394	же самое	1	1
395	из нее	1	1
396	равно как	3	1
397	в описании	1	1
398	их в	6	1
399	и вне	1	1
400	нет и	1	1
401	заключается в	1	1
402	одним из	4	1
403	не совсем	5	1
404	отношение к	4	1
405	преемственности на	1	1
406	отношений и	1	1
407	наук в	1	1
408	сказать что	5	1
409	на себя	5	1
410	привела его	1	1
411	в эпоху	1	1
412	ему в	2	1
413	с момента	1	1
414	все функции	1	1
415	найти в	1	1
416	и находит	1	1
417	правда все	1	1
418	превращаются в	2	1
419	он все	5	1
420	а у	2	1
421	или на	1	1
422	уже на	3	1
423	положения что	1	1
424	этим же	2	1
425	представление о	3	1
426	что изучение	1	1
427	он говорит	1	1
428	такой же	3	1
429	с большим	5	1
430	наконец даже	1	1
431	в параллель	1	1
432	одной из	1	1
433	мы это	2	1
434	например в	3	1
435	детей и	3	1
436	в образе	2	1
437	по мере	2	1
438	материала к	1	1
439	он пытается	1	1
440	бы что	2	1
441	но далеко	1	1
442	к более	2	1
443	к этому	10	1
444	этом мы	1	1
445	в одной	4	1
446	долгое время	2	1
447	и как	6	1
448	как о	1	1
449	вплоть до	2	1
450	от матери	1	1
451	упорно не	1	1
452	наконец его	1	1
453	все время	2	1
454	что он	17	1
455	в узком	1	1
456	столь же	1	1
457	времени в	1	1
458	влиянии на	1	1
459	им и	2	1
460	случаях когда	2	1
461	что она	8	1
462	или даже	1	1
463	не существует	1	1
464	здесь рассматривать	1	1
465	далеко не	3	1
466	и о	2	1
467	бы быть	1	1
468	является не	1	1
469	в мире	1	1
470	на который	1	1
471	вместе с	12	1
472	который в	1	1
473	и вместе	1	1
474	одна из	2	1
475	на эту	1	1
476	но когда	1	1
477	необходимо изучить	1	1
478	этого слова	3	1
479	другом месте	1	1
480	в которых	7	1
481	но не	10	1
482	так в	8	1
483	и всякого	1	1
484	именно с	1	1
485	заставить нас	1	1
486	но если	2	1
487	здесь и	2	1
488	одно из	2	1
489	с его	1	1
490	материал который	2	1
491	при таком	1	1
492	себя и	1	1
493	по поводу	1	1
494	на место	1	1
495	может привести	1	1
496	в такой	1	1
497	быть и	3	1
498	форма как	1	1
499	в то	2	1
500	связаны между	1	1
501	тут же	4	1
502	к двум	1	1
503	должно было	2	1
504	отнюдь не	1	1
505	не создает	1	1
506	только с	2	1
507	не будут	1	1
508	в себя	3	1
509	воздействия на	1	1
510	в системе	1	1
511	придется остановиться	1	1
512	или их	1	1
513	для этого	1	1
514	мы слышим	1	1
515	с ее	2	1
516	из него	3	1
517	не пытается	1	1
518	не из	1	1
519	художественного творчества	1	1
520	и это	5	1
521	только они	1	1
522	эта связь	4	1
523	говорит следующее	1	1
524	в виде	2	1
525	от него	3	1
526	нам кажется	1	1
527	что вообще	1	1
528	и становится	2	1
529	и другое	1	1
530	к нему	12	1
531	не можем	2	1
532	еще одно	1	1
533	это обычно	1	1
534	тем более	1	1
535	то можно	1	1
536	что данное	1	1
537	формы и	1	1
538	особенно в	2	1
539	не входит	1	1
540	в несколько	2	1
541	как из	1	1
542	он действительно	1	1
543	следовательно не	1	1
544	такие явления	1	1
545	на материале	1	1
546	на все	2	1
547	еще не	15	1
548	тех случаях	2	1
