N	2gram	Berdyaev_O	KulturaY
259	отрицает что	1	3
260	что есть	2	3
261	о его	5	3
262	лишь по	1	3
263	та же	1	3
264	на западе	2	3
265	что сам	1	3
266	потребность в	2	3
267	что нет	1	3
268	вместо того	2	3
269	что у	2	3
270	в россии	5	3
271	и действительно	1	3
272	том как	1	3
273	его и	1	3
274	виду не	1	3
275	он в	2	3
276	с того	1	3
277	а что	1	3
278	в первый	1	3
279	для него	5	3
280	вот это-то	1	3
281	как у	1	3
282	с их	1	3
283	есть уже	1	3
284	нужна была	1	3
285	в обычном	1	3
286	с той	1	3
287	и я	1	3
288	только и	4	3
289	случае если	1	3
290	не по	1	3
291	противоречии с	1	3
292	что было	1	2
293	понял что	1	2
294	во всем	1	2
295	от него	7	2
296	которая была	1	2
297	любовь к	2	2
298	из всех	1	2
299	свою мысль	1	2
300	в разных	1	2
301	которой в	1	2
302	она стала	1	2
303	но сам	1	2
304	есть дело	1	2
305	вот что	1	2
306	ведет к	1	2
307	в жизни	1	2
308	приходит в	1	2
309	и русский	1	2
310	достоевского и	5	2
311	у достоевского	19	2
312	одно время	1	2
313	слишком много	1	2
314	и сделали	1	2
315	но может	1	2
316	в строгом	1	2
317	и когда	1	2
318	любви к	1	2
319	видно что	1	2
320	в глаза	1	2
321	могут и	1	2
322	которого они	1	2
323	находится в	1	2
324	момент в	2	2
325	одна из	1	2
326	действительно в	1	2
327	по природе	1	2
328	что сама	1	2
329	не теряет	1	2
330	на этих	1	2
331	лишь после	1	2
332	и через	1	2
333	русской литературы	1	2
334	говорит он	1	2
335	лишь к	1	2
336	том-то и	1	2
337	он говорит	1	2
338	человек в	1	2
339	одном из	1	2
340	его жизни	1	2
341	враг и	1	2
342	что их	1	2
343	в противоречии	1	2
344	с вопросом	1	2
345	быть что	1	2
346	в русской	3	2
347	но можно	1	2
348	их не	2	2
349	видел в	1	2
350	природе своей	1	2
351	с какой	1	2
352	и проблема	1	2
353	всех произведений	1	2
354	это потому	1	2
355	его как	1	2
356	но есть	1	2
357	что только	1	2
358	был в	1	2
359	и самый	1	2
360	и против	2	2
361	за это	1	2
362	связанная с	1	2
363	должен был	2	2
364	о природе	3	2
365	строгом смысле	1	2
366	всегда в	1	2
367	существует между	1	2
368	доходит до	1	2
369	и вопрос	1	2
370	состоит из	1	2
371	никто не	3	2
372	сравнению с	1	2
373	которого не	1	2
374	к другому	1	2
375	а ведь	1	2
376	думать что	1	2
377	у нее	1	2
378	но оно	1	2
379	один только	1	2
380	это все	1	2
381	отношении к	1	2
382	и до	1	2
383	в совершенно	1	2
384	и там	2	2
385	все в	4	2
386	начиная с	1	2
387	в глазах	1	2
388	не стоит	1	2
389	а вовсе	1	2
390	и после	1	2
391	он должен	1	2
392	связан с	1	2
393	вот оказывается	1	2
394	идет у	1	2
395	от которого	1	2
396	он и	1	2
397	ее в	2	2
398	о пушкине	1	2
399	же не	1	2
400	то к	2	2
401	дело в	1	2
402	первый период	1	2
403	другом месте	1	2
404	это было	3	2
405	не стал	1	2
406	в одной	1	2
407	и мысли	4	2
408	в эти	1	2
409	качества и	1	2
410	она должна	1	2
411	каждом из	1	2
412	что нужно	1	2
413	оказывается что	1	2
414	для русского	1	2
415	европе и	1	2
416	чего же	1	2
417	представляется мне	1	2
418	связана с	1	2
419	указывает на	1	2
420	сказать в	1	2
421	жизни и	1	2
422	для своих	1	2
423	и прежде	1	2
424	тех которые	1	2
425	в силах	1	2
426	видели в	1	1
427	все возможности	1	1
428	к другу	1	1
429	народа и	1	1
430	не нужна	1	1
431	что природа	1	1
432	задача которая	1	1
433	им для	1	1
434	это лишь	1	1
435	что люди	1	1
436	до самого	5	1
437	но тем	1	1
438	все новое	1	1
439	говорит о	1	1
440	и осмыслить	1	1
441	проникновения в	1	1
442	ты не	1	1
443	что русский	1	1
444	в глубь	2	1
445	и самое	1	1
446	эта есть	1	1
447	связь с	1	1
448	в борьбе	1	1
449	это должно	1	1
450	делает в	1	1
451	человек от	1	1
452	и сам	1	1
453	говорят о	1	1
454	вот с	1	1
455	показал что	1	1
456	но у	1	1
457	мир и	1	1
458	и положительно	1	1
459	у обоих	1	1
460	же вопрос	1	1
461	человека о	2	1
462	у которых	1	1
463	в силе	1	1
464	когда будет	1	1
465	заключено в	1	1
466	бы даже	1	1
467	у самого	1	1
468	и своим	1	1
469	подошел к	1	1
470	в этот	2	1
471	между двумя	1	1
472	это представляется	1	1
473	и формы	1	1
474	достоевский в	1	1
475	отношениях к	1	1
476	все почти	1	1
477	перед ним	1	1
478	дает знание	1	1
479	среди них	1	1
480	они всегда	1	1
481	него не	2	1
482	когда человек	1	1
483	он создал	1	1
484	это два	1	1
485	ли нам	1	1
486	еще ничего	1	1
487	пишет достоевский	1	1
488	как от	1	1
489	речь о	1	1
490	он сам	4	1
491	жизни есть	1	1
492	но там	1	1
493	в какую-то	1	1
494	с разных	2	1
495	есть один	1	1
496	от которой	1	1
497	еще одну	1	1
498	все его	1	1
499	она и	1	1
500	толстого и	1	1
501	в дневнике	2	1
502	в братьях	1	1
503	есть одно	1	1
504	притом не	1	1
505	никакого другого	2	1
506	ли сказать	2	1
507	это я	1	1
508	есть просто	1	1
509	она стоит	1	1
510	свободу и	1	1
511	после этого	1	1
512	чем у	1	1
513	они в	1	1
514	уступить в	1	1
515	подходит к	1	1
516	вл соловьева	1	1
517	не очень	2	1
518	к чему	1	1
519	необходим для	1	1
520	его мысли	4	1
521	разрешение этой	1	1
522	вещей и	1	1
523	из противоречий	1	1
524	на поверхности	1	1
525	для всякого	2	1
526	лишь на	1	1
527	для человеческого	2	1
528	в пределы	1	1
529	и характер	1	1
530	в свой	1	1
531	связанным с	1	1
532	но к	1	1
533	лишь способ	1	1
534	характере и	1	1
535	в уста	2	1
536	при чтении	2	1
537	обществе и	1	1
538	совсем не	2	1
539	действующих лиц	1	1
540	а ее	1	1
541	кажется что	1	1
542	дневнике писателя	2	1
543	было для	2	1
544	для человека	2	1
545	кажется и	2	1
546	проникнуть в	1	1
547	по своей	1	1
548	он еще	1	1
549	не внешне	1	1
550	истории и	1	1
551	почему же	1	1
552	по недоразумению	1	1
553	что во	1	1
554	и никогда	2	1
555	оба они	1	1
556	и каждый	1	1
557	но нет	1	1
558	и почему	1	1
559	это для	1	1
560	этих словах	1	1
561	старую русскую	1	1
562	свои силы	1	1
563	против теории	1	1
564	бы ни	1	1
565	свое собственное	1	1
566	потому ли	1	1
567	чем и	1	1
568	еще тогда	1	1
569	любви и	1	1
570	по содержанию	1	1
571	человеческой личности	6	1
572	достоевского в	3	1
573	они и	1	1
574	к одной	1	1
575	так человек	2	1
576	его с	1	1
577	не идет	1	1
578	не приходит	1	1
579	он что	1	1
580	в поэме	1	1
581	знания в	1	1
582	не исчезнет	1	1
583	и делают	1	1
584	и раскрыть	1	1
585	месте и	1	1
586	но никогда	2	1
587	жизни в	2	1
588	недостаточно еще	1	1
589	его пути	1	1
590	своей жизни	2	1
591	ему будет	1	1
592	братьях карамазовых	1	1
593	нет ничего	7	1
594	всему этому	1	1
595	и состоит	1	1
596	это за	3	1
597	есть путь	1	1
598	и больше	1	1
599	и лишь	1	1
600	со всей	1	1
601	в бесах	3	1
602	в которую	1	1
603	виде та	1	1
604	силы в	1	1
605	народ в	1	1
606	на ограниченном	1	1
607	нет никакой	1	1
608	ее с	1	1
609	в форму	1	1
610	было и	1	1
611	к творчеству	1	1
612	может ли	1	1
613	во внешней	1	1
614	науку о	1	1
615	и раньше	1	1
616	мысли не	1	1
617	в сознании	1	1
618	чтобы все	1	1
619	которой может	1	1
620	из него	1	1
621	связаны и	1	1
622	с каким	1	1
623	внешней эволюции	1	1
624	вокруг которого	1	1
625	уже с	1	1
626	попадает в	1	1
627	этот свой	1	1
628	для нашего	1	1
629	которым он	1	1
630	нам всем	1	1
631	любой из	1	1
632	уверен что	1	1
633	ли так	1	1
634	это часто	1	1
635	ничего кроме	2	1
636	одного только	2	1
637	бытие и	1	1
638	дана уже	1	1
639	всегда является	1	1
640	не существует	1	1
641	где нужно	1	1
642	не иное	1	1
643	себе что	1	1
644	не иметь	1	1
645	всегда есть	4	1
646	раз навсегда	1	1
647	и эта	1	1
648	в эпоху	1	1
649	в благородный	1	1
650	не те	1	1
651	системы и	1	1
652	эти свои	1	1
653	достоевского не	4	1
654	было до	1	1
655	так часто	1	1
656	есть непременно	1	1
657	ставится в	2	1
658	толстого как	1	1
659	пределы формы	1	1
660	в новом	1	1
661	и русского	1	1
662	мысли в	1	1
663	с какими	1	1
664	дневника писателя	1	1
665	чтобы сделать	1	1
666	нужно отметить	1	1
667	он был	8	1
668	и других	1	1
669	он понимал	1	1
670	быть может	3	1
671	в руководстве	1	1
672	чтобы овладеть	1	1
673	его не	2	1
674	и ни	2	1
675	до которой	1	1
676	на периферии	2	1
677	не оставляет	1	1
678	о границах	1	1
679	он за	1	1
680	не допускает	1	1
681	других писателей	1	1
682	совершенно новый	1	1
683	человека с	1	1
684	это единственная	1	1
685	всякого кто	1	1
686	которых в	1	1
687	те которые	2	1
688	ведь это	2	1
689	с которой	2	1
690	свое оправдание	1	1
691	о которой	2	1
692	и много	2	1
693	он знает	1	1
694	и ее	3	1
695	бы он	1	1
696	уж тут	1	1
697	в голову	1	1
698	не самое	1	1
699	том только	1	1
700	он во	1	1
701	все еще	2	1
702	интереса к	1	1
703	него что	1	1
704	все внимание	1	1
